"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2011. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Röjtökmuzsaj";"15,86";"444,0";" ";"8";"3";"2";" ";
"Sarród";"40,07";"1170,5";" ";"20";"2";"2";" ";
"Sopron";"169,01";"61072,5";" ";"692";"223";"77";" ";
"Sopronhorpács";"20,69";"816,5";" ";"12";"3";"2";" ";
"Sopronkövesd";"26,80";"1185,0";" ";"15";"7";"2";" ";
"Szakony";"13,50";"412,0";" ";"8";"5";"4";" ";
"Újkér";"32,38";"971,0";" ";"15";"4";"2";" ";
"Und";"6,79";"317,0";" ";"2";"1";"1";" ";
"Völcsej";"9,32";"388,0";" ";"6";"1";" ";" ";
"Zsira";"14,68";"763,0";" ";"7";"4";"2";" ";
"Téti járás";"272,62";"14185,5";" ";"754";"414";"243";" ";
"Árpás";"14,27";"243,5";" ";"23";"13";"11";" ";
"Csikvánd";"14,53";"457,0";" ";"30";"17";"13";" ";
"Felpéc";"22,47";"850,5";" ";"31";"14";"8";" ";
"Gyarmat";"22,45";"1196,5";" ";"55";"26";"13";" ";
"Gyömöre";"20,49";"1249,5";" ";"65";"35";"13";" ";
"Gyõrszemere";"33,10";"3193,5";" ";"133";"75";"39";" ";
"Kisbabot";"6,10";"203,5";" ";"6";"1";" ";" ";
"Mérges";"6,51";"74,5";" ";"5";"3";"1";" ";
"Mórichida";"32,30";"811,0";" ";"40";"19";"14";" ";
"Rábacsécsény";"15,68";"599,5";" ";"27";"13";"8";" ";
"Rábaszentmihály";"10,97";"485,0";" ";"25";"16";"11";" ";
"Rábaszentmiklós";"5,01";"130,0";" ";"9";"5";"2";" ";
"Szerecseny";"12,39";"786,5";" ";"58";"34";"20";" ";
"Tét";"56,35";"3905,0";" ";"247";"143";"90";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Vas megye";"3336,10";"257073,0";" ";"8294";"3404";"1641";" ";
"Celldömölki járás";"474,13";"24144,0";" ";"1071";"462";"225";" ";
"Boba";"10,95";"803,5";" ";"36";"17";"9";" ";
"Borgáta";"6,21";"147,5";" ";"5";"3";"1";" ";
"Celldömölk";"52,39";"10804,5";" ";"412";"173";"80";" ";
"Csönge";"25,27";"372,0";" ";"26";"14";"9";" ";
"Duka";"15,24";"221,0";" ";"18";"8";"3";" ";
"Egyházashetye";"13,20";"323,0";" ";"29";"16";"8";" ";
"Jánosháza";"23,41";"2405,0";" ";"110";"41";"19";" ";
"Karakó";"10,35";"185,0";" ";"15";"6";"5";" ";
"Keléd";"8,72";"70,5";" ";"6";"1";" ";" ";
"Kemeneskápolna";"4,97";"81,5";" ";"5";"1";" ";" ";
"Kemenesmagasi";"33,19";"820,0";" ";"44";"25";"13";" ";
"Kemenesmihályfa";"17,81";"496,0";" ";"22";"9";"5";" ";
"Kemenespálfa";"13,72";"426,0";" ";"21";"9";"7";" ";
"Kemenessömjén";"16,05";"582,5";" ";"20";"9";"5";" ";
"Kemenesszentmárton";"4,29";"204,0";" ";"4";"2";" ";" ";
"Kenyeri";"33,96";"818,5";" ";"45";"8";"4";" ";
"Kissomlyó";"8,58";"230,0";" ";"13";"7";"1";" ";
"Köcsk";"12,58";"287,5";" ";"10";"6";" ";" ";
"Mersevát";"10,54";"565,5";" ";"28";"8";"3";" ";
"Mesteri";"11,69";"232,5";" ";"5";"3";"1";" ";
"Nagysimonyi";"15,67";"985,5";" ";"48";"16";"7";" ";
"Nemeskeresztúr";"12,17";"253,5";" ";"19";"14";"11";" ";
"Nemeskocs";"7,93";"367,0";" ";"9";"4";"1";" ";
"Ostffyasszonyfa";"34,31";"767,5";" ";"42";"19";"5";" ";
"Pápoc";"31,32";"297,5";" ";"15";"8";"6";" ";
"Szergény";"15,61";"332,5";" ";"17";"10";"6";" ";
"Tokorcs";"6,40";"354,0";" ";"14";"4";"2";" ";
"Vönöck";"17,60";"710,5";" ";"33";"21";"14";" ";
"Körmendi járás";"614,53";"26767,5";" ";"918";"314";"151";" ";
"Bajánsenye";"21,85";"465,0";" ";"24";"7";"3";" ";
"Csákánydoroszló";"26,61";"1737,5";" ";"37";"10";"5";" ";
"Daraboshegy";"4,59";"96,0";" ";"5";"1";"1";" ";
"Döbörhegy";"11,75";"155,0";" ";"8";"1";"1";" ";
"Döröske";"4,40";"76,5";" ";"1";"1";"1";" ";
"Egyházashollós";"19,04";"539,5";" ";"22";"8";"3";" ";
"Egyházasrádóc";"24,79";"1277,0";" ";"44";"18";"9";" ";
"Felsõjánosfa";"3,06";"180,5";" ";"6";"2";"1";" ";
"Felsõmarác";"17,44";"259,5";" ";"7";"3";"3";" ";
"Halastó";"5,65";"94,0";" ";"4";"1";"1";" ";
"Halogy";"7,05";"238,0";" ";"18";"6";"4";" ";
"Harasztifalu";"7,89";"145,5";" ";"1";" ";" ";" ";
"Hegyháthodász";"8,08";"157,0";" ";"11";"4";"2";" ";
"Hegyhátsál";"4,58";"137,0";" ";"6";"4";"2";" ";
"Hegyhátszentjakab";"9,47";"265,0";" ";"11";"5";"2";" ";
"Hegyhátszentmárton";"12,74";"59,0";" ";"3";"3";"1";" ";
"Ispánk";"6,92";"99,5";" ";"5";"3";"2";" ";
"Ivánc";"17,14";"706,0";" ";"12";"3";"1";" ";
"Katafa";"4,81";"372,5";" ";"10";"6";"3";" ";
"Kemestaródfa";"6,35";"227,0";" ";"7";"2";"1";" ";
"Kercaszomor";"12,87";"197,0";" ";"11";"2";"1";" ";
"Kerkáskápolna";"9,20";"95,0";" ";"4";"1";" ";" ";
"Kisrákos";"11,06";"200,0";" ";"9";"4";"3";" ";
"Körmend";"52,79";"11737,5";" ";"291";"92";"39";" ";
"Magyarnádalja";"3,85";"219,5";" ";"5";"3";" ";" ";
"Magyarszecsõd";"11,26";"431,5";" ";"24";"8";"6";" ";
"Magyarszombatfa";"15,94";"266,5";" ";"9";"6";"2";" ";
"Molnaszecsõd";"11,69";"434,0";" ";"20";"7";"5";" ";
"Nádasd";"35,60";"1301,5";" ";"42";"13";"9";" ";
"Nagykölked";"9,78";"157,5";" ";"11";"6";"3";" ";
"Nagymizdó";"6,76";"122,0";" ";"6";" ";" ";" ";
"Nagyrákos";"16,11";"278,5";" ";"16";"6";"4";" ";
"Nemesrempehollós";"12,05";"280,5";" ";"17";"6";"1";" ";
"Õrimagyarósd";"12,29";"223,0";" ";"13";"6";"4";" ";
"Õriszentpéter";"33,56";"1163,5";" ";"55";"15";"7";" ";
"Pankasz";"9,27";"414,0";" ";"42";"10";"5";" ";
"Pinkamindszent";"11,01";"158,5";" ";"11";"4";"3";" ";
"Rádóckölked";"18,95";"261,5";" ";"4";"2";"1";" ";
"Szaknyér";"2,93";"53,0";" ";"5";"3";"2";" ";
"Szalafõ";"27,37";"206,5";" ";"10";" ";" ";" ";
"Szarvaskend";"10,34";"216,5";" ";"5";"1";" ";" ";
"Szatta";"6,01";"65,5";" ";"16";"9";"4";" ";
"Szõce";"18,71";"352,5";" ";"19";"12";"3";" ";
"Vasalja";"11,24";"308,5";" ";"16";"6";"2";" ";
"Velemér";"9,55";"92,5";" ";"2";"2";" ";" ";
"Viszák";"10,13";"244,0";" ";"13";"2";"1";" ";
"Kõszegi járás";"286,45";"26085,0";" ";"657";"284";"137";" ";
"Bozsok";"20,91";"327,0";" ";"12";"8";"6";" ";
"Bük";"20,86";"3467,5";" ";"77";"36";"18";" ";
"Cák";"6,48";"297,5";" ";"10";"6";"4";" ";
"Csepreg";"49,54";"3427,0";" ";"83";"29";"13";" ";
"Gyöngyösfalu";"9,65";"1099,5";" ";"18";"7";"4";" ";
"Horvátzsidány";"12,17";"773,5";" ";"17";"9";"3";" ";
"Iklanberény";"2,96";"41,0";" ";" ";" ";" ";" ";
"Kiszsidány";"4,93";"93,5";" ";"1";" ";" ";" ";
"Kõszeg";"54,66";"12066,0";" ";"330";"135";"64";" ";
"Kõszegdoroszló";"9,65";"242,5";" ";"5";"2";" ";" ";
"Kõszegpaty";"12,25";"204,0";" ";"6";"5";"4";" ";
"Kõszegszerdahely";"7,37";"495,5";" ";"16";"9";"7";" ";
"Lócs";"5,13";"130,5";" ";"4";" ";" ";" ";
"Lukácsháza";"9,36";"1054,0";" ";"25";"14";"3";" ";
"Nemescsó";"7,38";"298,0";" ";"7";"4";"2";" ";
"Ólmod";"3,66";"99,5";" ";"3";"2";" ";" ";
"Peresznye";"10,73";"891,0";" ";"9";"6";"2";" ";
"Pusztacsó";"7,26";"151,5";" ";"5";"3";"2";" ";
"Tormásliget";"7,53";"316,0";" ";"9";"4";"2";" ";
"Tömörd";"15,36";"275,5";" ";"14";"3";"2";" ";
"Velem";"8,61";"334,5";" ";"6";"2";"1";" ";
"Sárvári járás";"685,45";"38459,5";" ";"1363";"564";"234";" ";
"Bejcgyertyános";"31,43";"455,0";" ";"23";"16";"8";" ";
"Bõ";"10,65";"636,0";" ";"15";"3";"2";" ";
"Bögöt";"4,99";"381,0";" ";"6";"3";"1";" ";
"Bögöte";"20,74";"290,5";" ";"15";"8";"3";" ";
"Chernelházadamonya";"7,85";"196,5";" ";"6";" ";" ";" ";
"Csánig";"8,19";"374,5";" ";"13";"3";"1";" ";
"Csénye";"19,12";"726,0";" ";"19";"10";"3";" ";
"Gérce";"18,30";"1090,5";" ";"50";"17";"7";" ";
"Gór";"10,99";"306,0";" ";"3";" ";" ";" ";
"Hegyfalu";"11,89";"771,0";" ";"14";"6";"3";" ";
"Hosszúpereszteg";"37,00";"620,5";" ";"29";"13";"4";" ";
"Ikervár";"35,34";"1814,0";" ";"57";"21";"6";" ";
"Jákfa";"20,11";"532,0";" ";"19";"7";"2";" ";
"Káld";"42,44";"1035,5";" ";"65";"32";"12";" ";
"Kenéz";"7,17";"270,0";" ";"8";"4";"2";" ";
"Megyehíd";"5,99";"330,5";" ";"9";"3";"1";" ";
"Meggyeskovácsi";"24,64";"706,5";" ";"53";"34";"18";" ";
"Mesterháza";"4,19";"145,5";" ";"7";"2";"1";" ";
"Nagygeresd";"9,40";"259,0";" ";"13";"4";"2";" ";
"Nemesládony";"5,67";"131,0";" ";"5";"3";"2";" ";
"Nick";"11,40";"508,0";" ";"22";"12";"5";" ";
"Nyõgér";"10,73";"307,5";" ";"16";"11";"5";" ";
"Ölbõ";"23,53";"730,5";" ";"47";"15";"3";" ";
"Pecöl";"17,31";"793,5";" ";"23";"8";"3";" ";
"Porpác";"6,19";"151,5";" ";"12";"4";"3";" ";
"Pósfa";"5,35";"270,0";" ";"8";"5";" ";" ";
"Rábapaty";"21,41";"1722,5";" ";"48";"23";"10";" ";
"Répcelak";"13,82";"2392,5";" ";"73";"25";"10";" ";
"Répceszentgyörgy";"5,75";"102,5";" ";"1";" ";" ";" ";
"Sajtoskál";"9,41";"405,5";" ";"7";"4";"2";" ";
"Sárvár";"64,65";"14740,5";" ";"484";"194";"79";" ";
"Simaság";"10,13";"532,5";" ";"16";"6";"1";" ";
"Sitke";"27,20";"646,0";" ";"27";"8";"4";" ";
"Sótony";"14,93";"616,0";" ";"23";"16";"9";" ";
"Szeleste";"20,75";"684,0";" ";"24";"9";"5";" ";
"Tompaládony";"9,44";"308,0";" ";"6";"1";"1";" ";
"Uraiújfalu";"19,08";"880,0";" ";"38";"16";"8";" ";
"Vámoscsalád";"11,78";"318,0";" ";"7";"2";"1";" ";
"Vásárosmiske";"13,42";"350,5";" ";"17";"5";"2";" ";
"Vasegerszeg";"12,72";"388,0";" ";"10";"2";" ";" ";
"Vashosszúfalu";"13,92";"354,5";" ";"21";"9";"5";" ";
"Zsédeny";"6,43";"186,0";" ";"4";" ";" ";" ";
"Szentgotthárdi járás";"255,04";"15059,5";" ";"546";"234";"121";" ";
"Alsószölnök";"10,02";"370,0";" ";"20";"9";"8";" ";
"Apátistvánfalva";"12,86";"357,0";" ";"13";"7";"4";" ";
"Csörötnek";"20,53";"835,5";" ";"48";"22";"14";" ";
"Felsõszölnök";"23,56";"553,0";" ";"36";"20";"10";" ";
"Gasztony";"14,27";"437,5";" ";"16";"8";"2";" ";
"Kétvölgy";"6,28";"111,0";" ";"1";"1";"1";" ";
"Kondorfa";"21,61";"534,0";" ";"21";"6";"3";" ";
"Magyarlak";"7,62";"731,5";" ";"38";"18";"11";" ";
"Nemesmedves";"4,74";"24,5";" ";"3";"3";"2";" ";
"Orfalu";"6,94";"64,0";" ";"4";"2";" ";" ";
"Rábagyarmat";"16,79";"790,5";" ";"29";"12";"5";" ";
"Rátót";"7,27";"289,0";" ";"5";"1";" ";" ";
"Rönök";"17,22";"432,0";" ";"54";"17";"6";" ";
"Szakonyfalu";"11,19";"353,0";" ";"29";"10";"6";" ";
"Szentgotthárd";"67,73";"8839,0";" ";"219";"96";"48";" ";
"Vasszentmihály";"6,41";"338,0";" ";"10";"2";"1";" ";
"Szombathelyi járás";"646,36";"113276,0";" ";"2905";"1235";"630";" ";
"Acsád";"14,34";"667,0";" ";"12";"4";"2";" ";
"Balogunyom";"12,12";"1201,0";" ";"49";"18";"8";" ";
"Bozzai";"4,43";"320,0";" ";"16";"7";"4";" ";
"Bucsu";"16,54";"589,5";" ";"21";"4";"2";" ";
"Csempeszkopács";"5,40";"295,5";" ";"5";"2";"2";" ";
"Dozmat";"8,54";"228,5";" ";"9";"4";"2";" ";
"Felsõcsatár";"17,90";"490,5";" ";"7";"4";"3";" ";
"Gencsapáti";"22,39";"2868,0";" ";"69";"34";"18";" ";
"Gyanógeregye";"7,07";"153,5";" ";"7";"1";"1";" ";
"Horvátlövõ";"6,16";"205,5";" ";"6";" ";" ";" ";
"Ják";"44,95";"2587,5";" ";"63";"25";"12";" ";
"Kisunyom";"10,00";"416,0";" ";"9";"6";"2";" ";
"Meszlen";"12,02";"215,5";" ";"11";"3";"1";" ";
"Nárai";"15,99";"1279,5";" ";"19";"6";"1";" ";
"Narda";"10,35";"499,5";" ";"15";"7";"2";" ";
"Nemesbõd";"9,14";"623,5";" ";"9";"4";"2";" ";
"Nemeskolta";"7,34";"363,0";" ";"8";"3";"1";" ";
"Perenye";"16,22";"687,0";" ";"26";"10";"5";" ";
"Pornóapáti";"15,14";"412,5";" ";"10";"5";"2";" ";
"Rábatöttös";"6,48";"209,0";" ";"8";"3";"2";" ";
"Rum";"16,85";"1197,5";" ";"35";"16";"10";" ";
"Salköveskút";"13,20";"511,0";" ";"14";"6";"1";" ";
"Sé";"6,03";"1404,5";" ";"27";"8";"7";" ";
"Sorkifalud";"17,37";"669,0";" ";"17";"7";"1";" ";
"Sorkikápolna";"8,86";"276,5";" ";"5";"1";"1";" ";
"Sorokpolány";"13,29";"847,5";" ";"24";"9";"4";" ";
"Söpte";"13,98";"812,5";" ";"16";"8";"4";" ";
"Szentpéterfa";"31,24";"955,0";" ";"33";"11";"3";" ";
"Szombathely";"97,50";"79469,0";" ";"1978";"823";"428";" ";
"Tanakajd";"11,82";"766,5";" ";"16";"7";"2";" ";
"Táplánszentkereszt";"20,08";"2619,0";" ";"66";"30";"19";" ";
"Torony";"12,83";"1947,5";" ";"70";"37";"16";" ";
"Vasasszonyfa";"10,65";"368,0";" ";"11";"8";"3";" ";
"Vaskeresztes";"9,12";"379,0";" ";"11";"5";"4";" ";
"Vassurány";"10,09";"795,5";" ";"24";"10";"4";" ";
"Vasszécseny";"17,95";"1419,5";" ";"35";"19";"10";" ";
"Vasszilvágy";"11,80";"409,0";" ";"18";"8";"5";" ";
"Vát";"23,27";"663,0";" ";"26";"12";"11";" ";
"Vép";"32,89";"3353,5";" ";"91";"54";"23";" ";
"Zsennye";"5,02";"101,0";" ";"9";"6";"2";" ";
"Vasvári járás";"374,14";"13281,5";" ";"834";"311";"143";" ";
"Alsóújlak";"21,02";"578,0";" ";"33";"15";"10";" ";
"Andrásfa";"8,23";"257,0";" ";"23";"13";"7";" ";
"Bérbaltavár";"25,67";"485,5";" ";"43";"12";"8";" ";
"Csehi";"9,34";"252,0";" ";"16";"3";"1";" ";
"Csehimindszent";"15,43";"335,0";" ";"33";"11";"2";" ";
"Csipkerek";"13,13";"324,5";" ";"17";"5";"2";" ";
"Egervölgy";"8,86";"335,0";" ";"24";"7";"4";" ";
"Gersekarát";"19,92";"638,0";" ";"41";"16";"7";" ";
"Gyõrvár";"16,59";"618,0";" ";"44";"21";"10";" ";
"Hegyhátszentpéter";"6,84";"119,0";" ";"8";"4";"1";" ";
"Kám";"15,30";"413,5";" ";"7";"2";" ";" ";
"Mikosszéplak";"18,66";"319,0";" ";"25";"7";"4";" ";
"Nagytilaj";"15,66";"119,0";" ";"10";"5";"3";" ";
"Olaszfa";"16,54";"425,5";" ";"30";"10";"5";" ";
"Oszkó";"20,31";"652,5";" ";"33";"11";"7";" ";
"Pácsony";"10,01";"275,5";" ";"16";"2";" ";" ";
"Petõmihályfa";"9,95";"202,5";" ";"21";"7";"2";" ";
"Püspökmolnári";"15,10";"905,5";" ";"39";"10";"4";" ";
"Rábahídvég";"22,41";"948,5";" ";"72";"16";"7";" ";
"Sárfimizdó";"7,46";"103,5";" ";"5";"3";"1";" ";
"Szemenye";"11,80";"306,0";" ";"13";"4";" ";" ";
"Telekes";"10,81";"494,0";" ";"54";"33";"11";" ";
"Vasvár";"55,10";"4174,5";" ";"227";"94";"47";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,88";"286098,5";" ";"15173";"6838";"3384";" ";
"Keszthelyi járás";"535,91";"50039,5";" ";"2328";"958";"513";" ";
"Alsópáhok";"18,02";"1304,0";" ";"50";"20";"7";" ";
"Balatongyörök";"37,59";"1099,0";" ";"34";"11";"4";" ";
"Bókaháza";"6,70";"309,5";" ";"39";"20";"13";" ";
"Cserszegtomaj";"12,60";"2781,0";" ";"97";"32";"15";" ";
"Dióskál";"19,63";"472,5";" ";"70";"42";"25";" ";
"Egeraracsa";"7,03";"300,0";" ";"34";"16";"7";" ";
"Esztergályhorváti";"16,69";"443,5";" ";"54";"24";"15";" ";
"Felsõpáhok";"7,27";"638,0";" ";"23";"8";"2";" ";
"Gétye";"6,66";"120,5";" ";"11";"6";"2";" ";
"Gyenesdiás";"18,50";"3700,5";" ";"120";"50";"25";" ";
"Hévíz";"8,31";"4355,0";" ";"114";"42";"16";" ";
"Karmacs";"14,22";"776,0";" ";"59";"28";"13";" ";
"Keszthely";"75,98";"20971,0";" ";"852";"349";"194";" ";
"Ligetfalva";"4,73";"47,5";" ";"3";"1";" ";" ";
"Nemesbük";"9,98";"671,5";" ";"29";"7";"5";" ";
"Rezi";"29,78";"1172,5";" ";"94";"34";"23";" ";
"Sármellék";"35,37";"1853,0";" ";"100";"33";"21";" ";
"Szentgyörgyvár";"11,65";"313,5";" ";"18";"7";"2";" ";
"Vállus";"21,80";"130,5";" ";"7";"2";" ";" ";
"Várvölgy";"25,04";"1052,5";" ";"82";"43";"24";" ";
"Vindornyafok";"3,50";"126,0";" ";"4";"1";"1";" ";
"Vindornyalak";"4,49";"83,5";" ";"11";"5";"3";" ";
"Vindornyaszõlõs";"10,55";"372,5";" ";"24";"17";"11";" ";
"Vonyarcvashegy";"14,28";"2267,5";" ";"73";"23";"13";" ";
"Zalaapáti";"23,42";"1640,0";" ";"98";"45";"21";" ";
"Zalacsány";"16,07";"1018,0";" ";"77";"40";"19";" ";
"Zalaköveskút";"2,27";"27,0";" ";"3";"1";" ";" ";
"Zalaszántó";"37,73";"999,5";" ";"63";"29";"22";" ";
"Zalaszentmárton";"4,98";"68,5";" ";"8";"3";"2";" ";
"Zalavár";"31,07";"925,5";" ";"77";"19";"8";" ";
"Lenti járás";"624,13";"19681,0";" ";"838";"328";"135";" ";
"Alsószenterzsébet";"9,63";"69,0";" ";" ";" ";" ";" ";
"Baglad";"4,86";"44,5";" ";"4";"1";" ";" ";
"Barlahida";"6,10";"127,5";" ";"8";"3";" ";" ";
"Belsõsárd";"9,79";"99,5";" ";"3";"2";"1";" ";
"Bödeháza";"6,67";"60,0";" ";"3";"1";" ";" ";
"Csesztreg";"23,00";"786,5";" ";"19";"7";"2";" ";
"Csömödér";"7,79";"579,5";" ";"22";"7";"4";" ";
"Dobri";"7,89";"158,5";" ";"15";"4";"4";" ";
"Felsõszenterzsébet";"8,24";"13,5";" ";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"70,0";" ";"3";" ";" ";" ";
"Gosztola";"6,98";"40,0";" ";"1";" ";" ";" ";
"Hernyék";"10,31";"110,5";" ";"8";"5";"4";" ";
"Iklódbördõce";"12,30";"301,0";" ";"19";"8";"5";" ";
"Kálócfa";"10,21";"148,0";" ";"12";"5";"3";" ";
"Kányavár";"4,20";"111,0";" ";"5";"2";" ";" ";
"Kerkabarabás";"10,29";"271,5";" ";"22";"12";"6";" ";
"Kerkafalva";"18,50";"112,5";" ";"8";"3";"3";" ";
"Kerkakutas";"20,07";"128,0";" ";"5";"4";"2";" ";
"Kerkateskánd";"8,94";"165,0";" ";"7";"1";"1";" ";
"Kissziget";"7,07";"168,5";" ";"15";"8";"7";" ";
"Kozmadombja";"7,63";"55,0";" ";"5";" ";" ";" ";
"Külsõsárd";"1,52";"75,5";" ";"6";"3";" ";" ";
"Lendvadedes";"4,02";"30,0";" ";"1";" ";" ";" ";
"Lendvajakabfa";"6,18";"29,5";" ";"1";" ";" ";" ";
"Lenti";"73,80";"7981,5";" ";"284";"121";"53";" ";
"Lovászi";"9,67";"1205,0";" ";"44";"13";"5";" ";
"Magyarföld";"8,89";"39,0";" ";"4";"2";"1";" ";
"Márokföld";"7,44";"47,0";" ";"3";" ";" ";" ";
"Mikekarácsonyfa";"8,50";"267,5";" ";"23";"12";"6";" ";
"Nemesnép";"9,72";"123,0";" ";"6";"2";"1";" ";
"Nova";"39,29";"829,5";" ";"28";"7";"1";" ";
"Ortaháza";"7,03";"121,0";" ";"8";"3";" ";" ";
"Páka";"23,18";"1078,5";" ";"33";"9";" ";" ";
"Pórszombat";"15,52";"302,5";" ";"8";" ";" ";" ";
"Pördefölde";"19,12";"68,0";" ";"9";"4";"2";" ";
"Pusztaapáti";"10,59";"26,0";" ";"3";" ";" ";" ";
"Ramocsa";"2,73";"44,0";" ";"3";"1";"1";" ";
"Rédics";"25,32";"947,0";" ";"45";"17";"7";" ";
"Resznek";"18,42";"290,5";" ";"21";"9";"2";" ";
"Szécsisziget";"6,20";"220,5";" ";"11";"2";" ";" ";
"Szentgyörgyvölgy";"29,58";"412,0";" ";"20";"11";"5";" ";
"Szijártóháza";"3,78";"27,5";" ";"6";"3";"1";" ";
"Szilvágy";"24,27";"202,5";" ";"3";"1";"1";" ";
"Tormafölde";"18,86";"334,5";" ";"16";"6";"1";" ";
"Tornyiszentmiklós";"18,52";"619,0";" ";"19";"9";" ";" ";
"Zalabaksa";"16,10";"636,0";" ";"42";"17";"5";" ";
"Zalaszombatfa";"5,89";"45,5";" ";"2";"2";" ";" ";
"Zebecke";"4,45";"59,0";" ";"5";"1";"1";" ";
"Letenyei járás";"388,69";"16353,0";" ";"1403";"642";"326";" ";
"Bánokszentgyörgy";"32,54";"646,5";" ";"55";"26";"12";" ";
"Bázakerettye";"8,03";"823,0";" ";"38";"20";"7";" ";
"Becsehely";"36,08";"2074,0";" ";"147";"60";"37";" ";
"Borsfa";"11,83";"720,0";" ";"44";"16";"7";" ";
"Bucsuta";"16,19";"226,5";" ";"25";"12";"3";" ";
"Csörnyeföld";"21,24";"452,5";" ";"48";"20";"11";" ";
"Kerkaszentkirály";"8,11";"241,0";" ";"15";"8";"5";" ";
"Kiscsehi";"11,43";"170,0";" ";"7";"4";"3";" ";
"Kistolmács";"12,20";"167,5";" ";"30";"13";"7";" ";
"Lasztonya";"8,77";"111,0";" ";"18";"11";"5";" ";
"Letenye";"41,74";"4086,0";" ";"335";"150";"68";" ";
"Lispeszentadorján";"9,14";"301,0";" ";"32";"14";"5";" ";
"Maróc";"5,16";"84,0";" ";"8";"4";"2";" ";
"Molnári";"12,86";"693,0";" ";"42";"20";"9";" ";
"Murarátka";"12,04";"261,0";" ";"35";"20";"12";" ";
"Muraszemenye";"16,15";"650,0";" ";"60";"32";"20";" ";
"Oltárc";"29,53";"267,5";" ";"41";"22";"14";" ";
"Petrivente";"7,65";"361,0";" ";"40";"11";"5";" ";
"Pusztamagyaród";"16,02";"565,0";" ";"62";"25";"17";" ";
"Semjénháza";"4,70";"617,0";" ";"54";"29";"18";" ";
"Szentliszló";"6,89";"296,0";" ";"21";"9";"4";" ";
"Szentmargitfalva";"3,12";"91,0";" ";"30";"15";"6";" ";
"Tótszentmárton";"10,17";"835,5";" ";"80";"36";"16";" ";
"Tótszerdahely";"12,29";"1148,5";" ";"63";"36";"17";" ";
"Valkonya";"7,55";"59,5";" ";"4";"1";"1";" ";
"Várfölde";"14,87";"194,0";" ";"23";"9";"5";" ";
"Zajk";"12,39";"211,0";" ";"46";"19";"10";" ";
"Nagykanizsai járás";"907,90";"78889,0";" ";"5097";"2503";"1238";" ";
"Alsórajk";"8,45";"350,5";" ";"37";"12";"3";" ";
"Balatonmagyaród";"31,53";"475,0";" ";"21";"15";"7";" ";
"Belezna";"30,93";"791,0";" ";"71";"33";"19";" ";
"Bocska";"7,38";"356,5";" ";"41";"23";"14";" ";
"Börzönce";"5,60";"50,0";" ";"6";"5";"2";" ";
"Csapi";"10,11";"176,0";" ";"16";"11";"6";" ";
"Eszteregnye";"20,09";"686,5";" ";"52";"20";"16";" ";
"Felsõrajk";"20,55";"731,5";" ";"42";"15";"8";" ";
"Fityeház";"6,50";"652,5";" ";"42";"20";"9";" ";
"Fûzvölgy";"3,14";"141,5";" ";"10";"6";"3";" ";
"Galambok";"25,91";"1290,0";" ";"136";"62";"30";" ";
"Garabonc";"18,56";"726,5";" ";"72";"31";"21";" ";
"Gelse";"22,46";"1054,5";" ";"79";"49";"30";" ";
"Gelsesziget";"4,98";"274,0";" ";"12";"7";" ";" ";
"Hahót";"39,00";"1063,0";" ";"86";"44";"22";" ";
"Homokkomárom";"16,70";"213,0";" ";"20";"7";"4";" ";
"Hosszúvölgy";"3,60";"159,0";" ";"10";"5";"3";" ";
"Kacorlak";"7,60";"212,5";" ";"11";"7";"6";" ";
"Kerecseny";"12,83";"260,5";" ";"35";"20";"14";" ";
"Kilimán";"5,72";"242,0";" ";"27";"11";"8";" ";
"Kisrécse";"3,42";"186,0";" ";"24";"11";"7";" ";
"Liszó";"25,91";"409,0";" ";"33";"18";"9";" ";
"Magyarszentmiklós";"4,19";"273,0";" ";"8";"8";"6";" ";
"Magyarszerdahely";"16,22";"512,0";" ";"34";"14";"6";" ";
"Miháld";"21,64";"843,0";" ";"94";"57";"28";" ";
"Murakeresztúr";"11,71";"1761,5";" ";"116";"50";"24";" ";
"Nagybakónak";"17,94";"400,0";" ";"55";"25";"8";" ";
"Nagykanizsa";"148,40";"49576,0";" ";"2727";"1352";"658";" ";
"Nagyrada";"12,85";"465,5";" ";"45";"21";"12";" ";
"Nagyrécse";"26,99";"1124,5";" ";"49";"21";"5";" ";
"Nemespátró";"12,25";"325,5";" ";"23";"17";"7";" ";
"Orosztony";"18,45";"434,0";" ";"53";"31";"12";" ";
"Pat";"8,33";"215,5";" ";"29";"14";"8";" ";
