"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2011. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Dánszentmiklós";"38,01";"2968,5";" ";"99";"35";"13";" ";
"Jászkarajenõ";"65,15";"2686,0";" ";"159";"110";"65";" ";
"Kõröstetétlen";"32,65";"857,0";" ";"31";"13";"3";" ";
"Mikebuda";"42,17";"693,5";" ";"44";"18";"10";" ";
"Tápiószõlõs";"31,79";"2930,5";" ";"150";"66";"24";" ";
"Törtel";"84,16";"4270,0";" ";"319";"152";"88";" ";
"Újszilvás";"38,98";"2731,5";" ";"163";"80";"33";" ";
"Dabasi járás";"614,23";"49540,5";" ";"2465";"1227";"489";" ";
"Bugyi";"115,55";"5399,0";" ";"189";"81";"37";" ";
"Dabas";"165,99";"16764,5";" ";"747";"327";"110";" ";
"Hernád";"27,06";"4094,0";" ";"140";"67";"20";" ";
"Inárcs";"22,53";"4438,5";" ";"211";"105";"44";" ";
"Kakucs";"21,80";"2737,5";" ";"151";"86";"41";" ";
"Örkény";"36,44";"4929,5";" ";"437";"246";"90";" ";
"Pusztavacs";"79,07";"1407,5";" ";"77";"38";"22";" ";
"Táborfalva";"42,05";"3300,5";" ";"200";"106";"48";" ";
"Tatárszentgyörgy";"55,06";"1962,0";" ";"173";"106";"52";" ";
"Újhartyán";"22,43";"2769,5";" ";"87";"38";"15";" ";
"Újlengyel";"26,25";"1738,0";" ";"53";"27";"10";" ";
"Dunakeszi járás";"103,07";"78840,5";" ";"1852";"924";"406";" ";
"Csomád";"12,38";"1562,5";" ";"21";"13";"9";" ";
"Dunakeszi";"31,06";"39890,0";" ";"923";"463";"198";" ";
"Fót";"37,40";"18916,0";" ";"481";"229";"101";" ";
"Göd";"22,23";"18472,0";" ";"427";"219";"98";" ";
"Érdi járás";"184,29";"120498,0";" ";"3043";"1743";"776";" ";
"Diósd";"5,75";"9367,5";" ";"135";"75";"32";" ";
"Érd";"60,54";"65160,0";" ";"1725";"1011";"434";" ";
"Pusztazámor";"9,27";"1208,0";" ";"26";"15";"5";" ";
"Sóskút";"27,67";"3229,5";" ";"101";"60";"33";" ";
"Százhalombatta";"28,06";"18755,5";" ";"523";"299";"146";" ";
"Tárnok";"23,60";"9213,0";" ";"222";"125";"57";" ";
"Törökbálint";"29,40";"13564,5";" ";"311";"158";"69";" ";
"Gödöllõi járás";"449,66";"142771,0";" ";"4037";"1976";"983";" ";
"Csömör";"22,70";"9209,5";" ";"148";"65";"31";" ";
"Dány";"43,01";"4511,0";" ";"270";"136";"76";" ";
"Erdõkertes";"5,75";"7711,0";" ";"308";"140";"75";" ";
"Gödöllõ";"61,92";"34284,0";" ";"901";"410";"196";" ";
"Isaszeg";"54,84";"11391,5";" ";"346";"192";"92";" ";
"Kerepes";"24,08";"10032,0";" ";"385";"199";"119";" ";
"Kistarcsa";"11,02";"11839,0";" ";"243";"101";"41";" ";
"Mogyoród";"34,48";"6299,5";" ";"140";"60";"30";" ";
"Nagytarcsa";"12,14";"3802,0";" ";"71";"35";"11";" ";
"Pécel";"43,63";"15387,5";" ";"386";"197";"80";" ";
"Szada";"16,72";"4585,5";" ";"91";"40";"19";" ";
"Vácszentlászló";"29,87";"2098,5";" ";"67";"33";"11";" ";
"Valkó";"37,59";"2529,0";" ";"182";"126";"80";" ";
"Veresegyház";"28,56";"16715,5";" ";"370";"171";"85";" ";
"Zsámbok";"23,35";"2375,5";" ";"129";"71";"37";" ";
"Gyáli járás";"170,99";"41182,0";" ";"1327";"689";"302";" ";
"Alsónémedi";"49,07";"5196,0";" ";"116";"59";"26";" ";
"Felsõpakony";"15,33";"3423,0";" ";"118";"51";"15";" ";
"Gyál";"24,93";"23458,5";" ";"683";"364";"162";" ";
"Ócsa";"81,66";"9104,5";" ";"410";"215";"99";" ";
"Monori járás";"352,02";"66829,0";" ";"2913";"1496";"721";" ";
"Bénye";"16,52";"1235,0";" ";"39";"17";"5";" ";
"Csévharaszt";"49,24";"1938,5";" ";"88";"33";"15";" ";
"Gomba";"39,71";"2967,0";" ";"135";"68";"31";" ";
"Gyömrõ";"26,51";"16556,0";" ";"644";"345";"175";" ";
"Káva";"11,31";"623,0";" ";"33";"20";"9";" ";
"Monor";"46,79";"18430,0";" ";"767";"371";"166";" ";
"Monorierdõ";"15,07";"3607,0";" ";"179";"103";"61";" ";
"Nyáregyháza";"32,01";"3886,0";" ";"165";"72";"31";" ";
"Pánd";"22,21";"2072,5";" ";"115";"65";"25";" ";
"Péteri";"11,89";"2204,5";" ";"91";"46";"21";" ";
"Pilis";"47,35";"11435,0";" ";"580";"318";"161";" ";
"Vasad";"33,41";"1874,5";" ";"77";"38";"21";" ";
"Nagykátai járás";"687,91";"73514,0";" ";"3595";"1853";"796";" ";
"Farmos";"40,12";"3637,5";" ";"189";"109";"48";" ";
"Kóka";"44,36";"4443,0";" ";"167";"77";"28";" ";
"Mende";"27,15";"4214,0";" ";"167";"83";"43";" ";
"Nagykáta";"81,61";"12573,5";" ";"550";"312";"119";" ";
"Sülysáp";"47,19";"8268,0";" ";"308";"138";"55";" ";
"Szentlõrinckáta";"20,15";"1900,0";" ";"58";"21";"8";" ";
"Szentmártonkáta";"52,18";"4942,5";" ";"284";"117";"45";" ";
"Tápióbicske";"48,48";"3457,0";" ";"232";"139";"61";" ";
"Tápiógyörgye";"53,31";"3544,5";" ";"197";"84";"34";" ";
"Tápióság";"33,54";"2621,5";" ";"95";"39";"14";" ";
"Tápiószecsõ";"38,38";"6368,0";" ";"240";"118";"51";" ";
"Tápiószele";"36,99";"6137,5";" ";"440";"225";"111";" ";
"Tápiószentmárton";"102,91";"5358,0";" ";"337";"184";"84";" ";
"Tóalmás";"39,35";"3370,0";" ";"216";"133";"67";" ";
"Úri";"22,19";"2679,0";" ";"115";"74";"28";" ";
"Nagykõrösi járás";"349,25";"28354,0";" ";"2103";"1014";"449";" ";
"Kocsér";"67,28";"1849,5";" ";"105";"48";"17";" ";
"Nagykõrös";"227,94";"24562,0";" ";"1833";"900";"404";" ";
"Nyársapát";"54,03";"1942,5";" ";"165";"66";"28";" ";
"Pilisvörösvári járás";"130,81";"52929,0";" ";"1043";"577";"249";" ";
"Pilisborosjenõ";"9,27";"3389,5";" ";"69";"36";"14";" ";
"Piliscsaba";"25,57";"8284,0";" ";"208";"117";"60";" ";
"Pilisjászfalu";"6,97";"1567,0";" ";"42";"23";"8";" ";
"Pilisszántó";"15,96";"2480,0";" ";"61";"32";"17";" ";
"Pilisszentiván";"8,12";"4357,5";" ";"90";"57";"28";" ";
"Pilisvörösvár";"24,30";"13738,5";" ";"291";"163";"66";" ";
"Solymár";"17,86";"10216,5";" ";"134";"62";"24";" ";
"Tinnye";"16,10";"1616,5";" ";"49";"29";"13";" ";
"Üröm";"6,66";"7279,5";" ";"99";"58";"19";" ";
"Ráckevei járás";"417,05";"36496,0";" ";"1461";"642";"250";" ";
"Apaj";"71,04";"1216,5";" ";"35";"16";"5";" ";
"Áporka";"17,47";"1176,5";" ";"34";"10";"3";" ";
"Dömsöd";"72,42";"5711,0";" ";"318";"124";"52";" ";
"Kiskunlacháza";"93,50";"9001,5";" ";"361";"167";"52";" ";
"Lórév";"9,88";"319,0";" ";"10";"4";" ";" ";
"Makád";"31,77";"1224,5";" ";"47";"18";"7";" ";
"Ráckeve";"64,09";"10019,0";" ";"405";"191";"87";" ";
"Szigetbecse";"17,12";"1356,0";" ";"42";"18";"5";" ";
"Szigetcsép";"18,20";"2319,5";" ";"73";"44";"25";" ";
"Szigetszentmárton";"10,73";"2134,5";" ";"76";"34";"7";" ";
"Szigetújfalu";"10,83";"2018,0";" ";"60";"16";"7";" ";
"Szentendrei járás";"326,58";"79832,5";" ";"1895";"865";"371";" ";
"Budakalász";"15,17";"10481,0";" ";"242";"117";"64";" ";
"Csobánka";"22,76";"3170,0";" ";"98";"53";"28";" ";
"Dunabogdány";"25,50";"3227,0";" ";"68";"26";"11";" ";
"Kisoroszi";"10,94";"957,0";" ";"31";"17";"8";" ";
"Leányfalu";"15,37";"3671,5";" ";"66";"28";"11";" ";
"Pilisszentkereszt";"17,21";"2248,5";" ";"44";"22";"7";" ";
"Pilisszentlászló";"17,75";"1181,5";" ";"34";"22";"8";" ";
"Pócsmegyer";"13,08";"1974,5";" ";"59";"29";"7";" ";
"Pomáz";"49,03";"17083,5";" ";"411";"160";"65";" ";
"Szentendre";"43,82";"26106,5";" ";"598";"291";"111";" ";
"Szigetmonostor";"23,51";"2259,0";" ";"79";"32";"21";" ";
"Tahitótfalu";"39,17";"5611,5";" ";"120";"53";"24";" ";
"Visegrád";"33,27";"1861,0";" ";"45";"15";"6";" ";
"Szigetszentmiklósi járás";"211,28";"110593,0";" ";"2534";"1206";"410";" ";
"Délegyháza";"25,42";"3490,5";" ";"96";"48";"15";" ";
"Dunaharaszti";"29,17";"20216,0";" ";"421";"217";"89";" ";
"Dunavarsány";"22,52";"7421,5";" ";"194";"78";"24";" ";
"Halásztelek";"8,64";"9195,0";" ";"176";"69";"23";" ";
"Majosháza";"11,42";"1580,5";" ";"41";"20";"8";" ";
"Szigethalom";"9,12";"17328,5";" ";"403";"193";"67";" ";
"Szigetszentmiklós";"45,65";"34604,0";" ";"811";"386";"124";" ";
"Taksony";"20,85";"6373,0";" ";"133";"75";"26";" ";
"Tököl";"38,49";"10384,0";" ";"259";"120";"34";" ";
"Szobi járás";"438,32";"24744,5";" ";"932";"461";"189";" ";
"Bernecebaráti";"37,69";"847,0";" ";"57";"22";"12";" ";
"Ipolydamásd";"11,60";"358,5";" ";"18";"11";"7";" ";
"Ipolytölgyes";"13,66";"463,5";" ";"11";"4";" ";" ";
"Kemence";"42,75";"991,5";" ";"57";"26";"11";" ";
"Kismaros";"11,96";"2107,0";" ";"66";"33";"12";" ";
"Kóspallag";"12,77";"796,5";" ";"25";"18";"9";" ";
"Letkés";"24,55";"1139,5";" ";"36";"24";"6";" ";
"Márianosztra";"20,26";"911,0";" ";"45";"23";"13";" ";
"Nagybörzsöny";"50,66";"781,5";" ";"40";"21";"2";" ";
"Nagymaros";"34,37";"4760,5";" ";"148";"70";"28";" ";
"Perõcsény";"41,40";"307,0";" ";"11";"5";"1";" ";
"Szob";"17,97";"2929,5";" ";"80";"37";"14";" ";
"Szokolya";"59,04";"1800,5";" ";"79";"43";"20";" ";
"Tésa";"4,38";"79,5";" ";"3";"1";"1";" ";
"Vámosmikola";"25,29";"1586,5";" ";"84";"38";"14";" ";
"Verõce";"20,33";"3712,5";" ";"124";"63";"31";" ";
"Zebegény";"9,64";"1172,5";" ";"48";"22";"8";" ";
"Váci járás";"362,23";"69994,5";" ";"2401";"1167";"481";" ";
"Acsa";"26,94";"1453,5";" ";"80";"46";"17";" ";
"Csörög";"5,05";"2281,5";" ";"132";"50";"28";" ";
"Csõvár";"17,17";"659,0";" ";"21";"12";"4";" ";
"Galgagyörk";"14,71";"1049,5";" ";"64";"26";"10";" ";
"Kisnémedi";"13,83";"720,0";" ";"25";"15";"4";" ";
"Kosd";"34,08";"2595,5";" ";"128";"68";"27";" ";
"Õrbottyán";"27,38";"7405,5";" ";"223";"106";"54";" ";
"Penc";"21,34";"1546,0";" ";"52";"23";"9";" ";
"Püspökhatvan";"24,72";"1508,0";" ";"56";"25";"7";" ";
"Püspökszilágy";"25,31";"752,5";" ";"25";"16";"7";" ";
"Rád";"17,74";"1915,0";" ";"57";"28";"7";" ";
"Szõd";"15,74";"3325,5";" ";"115";"56";"15";" ";
"Szõdliget";"7,31";"4593,0";" ";"110";"46";"23";" ";
"Vác";"61,60";"34661,5";" ";"1146";"558";"232";" ";
"Vácduka";"8,40";"1374,5";" ";"27";"16";"7";" ";
"Váchartyán";"12,14";"1834,0";" ";"65";"42";"13";" ";
"Váckisújfalu";"10,69";"460,5";" ";"21";"13";"7";" ";
"Vácrátót";"18,08";"1859,5";" ";"54";"21";"10";" ";
"Vecsési járás";"119,74";"47846,5";" ";"1294";"639";"250";" ";
"Ecser";"13,10";"3681,5";" ";"78";"40";"13";" ";
"Maglód";"22,37";"11878,0";" ";"312";"153";"61";" ";
"Üllõ";"48,10";"11392,5";" ";"405";"211";"89";" ";
"Vecsés";"36,17";"20894,5";" ";"499";"235";"87";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,28";"3023522,5";" ";"152087";"70189";"33566";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,45";"1091049,0";" ";"50740";"23168";"11032";" ";
"Fejér megye";"4358,45";"425850,5";" ";"21146";"10598";"5349";" ";
"Bicskei járás";"578,25";"35582,0";" ";"1373";"680";"326";" ";
"Alcsútdoboz";"50,71";"1446,5";" ";"56";"32";"14";" ";
"Bicske";"77,08";"11650,5";" ";"490";"245";"135";" ";
"Bodmér";"7,17";"223,5";" ";"7";"4";" ";" ";
"Csabdi";"17,02";"1181,5";" ";"51";"23";"10";" ";
"Csákvár";"118,76";"5216,5";" ";"214";"105";"36";" ";
"Etyek";"53,27";"4384,5";" ";"126";"57";"21";" ";
"Felcsút";"22,02";"1809,5";" ";"50";"20";"9";" ";
"Gánt";"58,15";"850,5";" ";"19";"9";"4";" ";
"Mány";"44,72";"2381,0";" ";"99";"56";"31";" ";
"Óbarok";"19,26";"794,5";" ";"44";"19";"11";" ";
"Szár";"22,63";"1646,0";" ";"38";"18";"8";" ";
"Tabajd";"26,57";"962,5";" ";"43";"23";"13";" ";
"Újbarok";"1,49";"437,0";" ";"8";"3";"1";" ";
"Vértesacsa";"36,19";"1731,0";" ";"86";"45";"20";" ";
"Vértesboglár";"23,21";"867,0";" ";"42";"21";"13";" ";
"Dunaújvárosi járás";"650,05";"93722,5";" ";"4472";"2210";"1147";" ";
"Adony";"61,05";"3881,5";" ";"155";"78";"46";" ";
"Baracs";"55,18";"3505,5";" ";"139";"78";"40";" ";
"Beloiannisz";"4,54";"1113,0";" ";"66";"34";"14";" ";
"Besnyõ";"44,64";"1790,0";" ";"95";"37";"16";" ";
"Daruszentmiklós";"19,12";"1610,5";" ";"83";"50";"18";" ";
"Dunaújváros";"52,67";"48057,0";" ";"2293";"1167";"647";" ";
"Elõszállás";"39,98";"2171,5";" ";"138";"79";"42";" ";
"Iváncsa";"25,17";"2897,0";" ";"119";"56";"22";" ";
"Kisapostag";"9,58";"1414,0";" ";"58";"35";"19";" ";
"Kulcs";"16,73";"2698,5";" ";"107";"52";"29";" ";
"Mezõfalva";"80,42";"4688,0";" ";"293";"125";"61";" ";
"Nagykarácsony";"30,46";"1365,0";" ";"91";"47";"24";" ";
"Nagyvenyim";"43,68";"4060,5";" ";"139";"72";"32";" ";
"Perkáta";"74,52";"3951,0";" ";"270";"107";"55";" ";
"Pusztaszabolcs";"51,67";"6039,5";" ";"255";"114";"39";" ";
"Rácalmás";"40,64";"4480,0";" ";"171";"79";"43";" ";
"Enyingi járás";"433,11";"20201,0";" ";"1720";"771";"394";" ";
"Dég";"46,86";"2056,5";" ";"165";"72";"36";" ";
"Enying";"82,78";"6807,5";" ";"638";"295";"147";" ";
"Kisláng";"53,06";"2378,0";" ";"219";"96";"63";" ";
"Lajoskomárom";"75,67";"2120,5";" ";"139";"60";"27";" ";
"Lepsény";"39,08";"3049,0";" ";"260";"94";"41";" ";
"Mátyásdomb";"35,39";"728,0";" ";"49";"28";"12";" ";
"Mezõkomárom";"29,05";"914,5";" ";"54";"22";"11";" ";
"Mezõszentgyörgy";"27,12";"1309,0";" ";"131";"69";"36";" ";
"Szabadhídvég";"44,10";"838,0";" ";"65";"35";"21";" ";
"Gárdonyi járás";"306,79";"29642,5";" ";"1305";"612";"291";" ";
"Gárdony";"63,50";"9834,5";" ";"418";"165";"77";" ";
"Kápolnásnyék";"41,50";"3581,0";" ";"142";"70";"31";" ";
"Nadap";"6,93";"538,0";" ";"36";"15";"9";" ";
"Pákozd";"43,30";"3187,5";" ";"139";"67";"26";" ";
"Pázmánd";"27,14";"2029,5";" ";"87";"45";"20";" ";
"Sukoró";"16,27";"1266,0";" ";"34";"19";"9";" ";
"Szabadegyháza";"41,64";"2172,0";" ";"131";"65";"40";" ";
"Velence";"33,37";"5300,0";" ";"185";"96";"48";" ";
"Vereb";"22,32";"791,5";" ";"56";"30";"18";" ";
"Zichyújfalu";"10,82";"942,5";" ";"77";"40";"13";" ";
"Martonvásári járás";"277,13";"26818,0";" ";"1385";"752";"312";" ";
"Baracska";"39,68";"2753,5";" ";"126";"65";"35";" ";
"Ercsi";"65,31";"8057,0";" ";"645";"373";"149";" ";
"Gyúró";"24,37";"1252,0";" ";"47";"21";"9";" ";
"Kajászó";"23,98";"1054,5";" ";"41";"15";"8";" ";
"Martonvásár";"31,25";"5775,5";" ";"182";"73";"30";" ";
"Ráckeresztúr";"35,30";"3299,5";" ";"203";"127";"43";" ";
"Tordas";"16,76";"2106,5";" ";"53";"26";"10";" ";
"Vál";"40,48";"2519,5";" ";"88";"52";"28";" ";
"Móri járás";"417,55";"34421,5";" ";"1250";"536";"246";" ";
"Bakonycsernye";"38,13";"3086,5";" ";"133";"64";"30";" ";
"Balinka";"18,62";"946,5";" ";"33";"16";"8";" ";
"Bodajk";"28,98";"4066,0";" ";"172";"66";"27";" ";
"Csákberény";"41,37";"1191,5";" ";"50";"24";"8";" ";
"Csókakõ";"10,92";"1303,5";" ";"46";"24";"9";" ";
"Fehérvárcsurgó";"29,64";"1948,5";" ";"74";"35";"15";" ";
"Isztimér";"53,88";"980,0";" ";"19";"9";"3";" ";
"Kincsesbánya";"10,87";"1533,5";" ";"54";"24";"12";" ";
"Magyaralmás";"22,42";"1531,5";" ";"50";"12";"9";" ";
"Mór";"108,61";"14251,0";" ";"507";"214";"105";" ";
"Nagyveleg";"13,17";"654,0";" ";"25";"15";"5";" ";
"Pusztavám";"34,69";"2425,5";" ";"67";"28";"13";" ";
"Söréd";"6,25";"503,5";" ";"20";"5";"2";" ";
"Sárbogárdi járás";"653,52";"28310,5";" ";"2772";"1589";"910";" ";
"Alap";"48,29";"1939,0";" ";"151";"91";"52";" ";
"Alsószentiván";"39,65";"611,0";" ";"57";"32";"12";" ";
"Cece";"58,85";"2523,0";" ";"269";"154";"100";" ";
"Hantos";"36,96";"909,5";" ";"66";"31";"18";" ";
"Igar";"41,19";"969,5";" ";"113";"73";"25";" ";
"Mezõszilas";"64,97";"2055,0";" ";"131";"79";"41";" ";
"Nagylók";"32,44";"1069,0";" ";"91";"39";"19";" ";
"Sárbogárd";"189,33";"12498,5";" ";"1204";"683";"406";" ";
"Sáregres";"26,16";"764,5";" ";"71";"36";"15";" ";
"Sárkeresztúr";"46,75";"2572,5";" ";"396";"233";"155";" ";
"Sárszentágota";"45,50";"1353,5";" ";"120";"68";"39";" ";
"Vajta";"23,43";"1045,5";" ";"103";"70";"28";" ";
"Székesfehérvári járás";"1042,05";"157152,5";" ";"6869";"3448";"1723";" ";
"Aba";"88,05";"4646,5";" ";"247";"117";"47";" ";
"Bakonykúti";"12,45";"130,5";" ";"2";"2";"2";" ";
"Csór";"41,49";"1832,0";" ";"86";"42";"19";" ";
"Csõsz";"17,11";"1038,0";" ";"74";"24";"7";" ";
"Füle";"30,32";"839,5";" ";"66";"26";"12";" ";
"Iszkaszentgyörgy";"26,27";"2028,5";" ";"90";"47";"29";" ";
"Jenõ";"5,56";"1328,5";" ";"70";"36";"15";" ";
"Káloz";"47,79";"2393,5";" ";"147";"87";"61";" ";
"Kõszárhegy";"5,90";"1620,5";" ";"85";"51";"24";" ";
"Lovasberény";"60,62";"2666,0";" ";"99";"56";"28";" ";
"Moha";"9,88";"551,0";" ";"22";"12";"4";" ";
"Nádasdladány";"26,35";"1769,5";" ";"123";"62";"27";" ";
"Pátka";"40,38";"1648,0";" ";"102";"54";"23";" ";
"Polgárdi";"72,16";"6965,5";" ";"345";"160";"72";" ";
"Sárkeresztes";"23,27";"1486,0";" ";"61";"37";"18";" ";
"Sárkeszi";"14,79";"605,0";" ";"35";"18";"9";" ";
"Sárosd";"48,12";"3325,5";" ";"190";"90";"48";" ";
"Sárszentmihály";"37,40";"3050,0";" ";"159";"76";"41";" ";
"Seregélyes";"78,19";"4590,5";" ";"205";"97";"49";" ";
"Soponya";"49,96";"2025,0";" ";"127";"61";"35";" ";
"Szabadbattyán";"33,66";"4541,0";" ";"255";"127";"65";" ";
"Székesfehérvár";"170,89";"101832,5";" ";"3964";"2010";"1016";" ";
"Tác";"45,69";"1644,0";" ";"88";"39";"18";" ";
"Úrhida";"7,25";"2362,5";" ";"99";"55";"28";" ";
"Zámoly";"48,50";"2233,0";" ";"128";"62";"26";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,35";"310805,5";" ";"12800";"5703";"2503";" ";
"Esztergomi járás";"537,26";"95609,0";" ";"4358";"2111";"1035";" ";
"Annavölgy";"4,83";"934,0";" ";"35";"12";"4";" ";
"Bajna";"37,27";"1917,0";" ";"86";"36";"14";" ";
"Bajót";"16,44";"1557,5";" ";"107";"62";"31";" ";
"Csolnok";"18,71";"3270,5";" ";"106";"43";"19";" ";
"Dág";"11,89";"935,5";" ";"47";"21";"12";" ";
"Dorog";"11,54";"12054,0";" ";"640";"306";"135";" ";
"Dömös";"23,99";"1158,0";" ";"48";"16";"8";" ";
"Epöl";"12,53";"590,5";" ";"23";"9";"5";" ";
"Esztergom";"99,95";"30646,0";" ";"1386";"767";"429";" ";
"Kesztölc";"22,00";"2665,5";" ";"136";"70";"31";" ";
"Lábatlan";"26,35";"5005,0";" ";"254";"88";"44";" ";
"Leányvár";"7,26";"1720,0";" ";"77";"45";"17";" ";
"Máriahalom";"10,85";"662,5";" ";"39";"13";"2";" ";
"Mogyorósbánya";"7,32";"892,0";" ";"27";"13";"4";" ";
"Nagysáp";"24,77";"1530,0";" ";"86";"49";"26";" ";
"Nyergesújfalu";"39,50";"7531,0";" ";"254";"97";"36";" ";
"Piliscsév";"24,91";"2358,5";" ";"118";"65";"39";" ";
"Pilismarót";"44,60";"2105,5";" ";"107";"46";"19";" ";
"Sárisáp";"14,25";"2732,5";" ";"95";"43";"23";" ";
"Süttõ";"34,36";"2009,0";" ";"94";"41";"21";" ";
"Tát";"12,18";"5343,0";" ";"191";"79";"35";" ";
"Tokod";"14,91";"4215,0";" ";"185";"91";"42";" ";
"Tokodaltáró";"5,27";"3057,5";" ";"171";"70";"24";" ";
"Úny";"11,58";"719,0";" ";"46";"29";"15";" ";
"Kisbéri járás";"510,57";"20012,0";" ";"1048";"462";"235";" ";
"Ácsteszér";"17,72";"669,0";" ";"36";"11";"6";" ";
"Aka";"18,09";"272,0";" ";"11";"4";"3";" ";
"Ászár";"18,68";"1973,5";" ";"65";"32";"11";" ";
"Bakonybánk";"15,06";"427,0";" ";"36";"17";"7";" ";
"Bakonysárkány";"14,12";"942,0";" ";"39";"11";"2";" ";
"Bakonyszombathely";"36,53";"1417,0";" ";"87";"34";"17";" ";
"Bársonyos";"16,87";"739,0";" ";"41";"18";"7";" ";
"Császár";"67,83";"1747,5";" ";"120";"67";"45";" ";
"Csatka";"17,76";"237,0";" ";"26";"8";"4";" ";
"Csép";"20,06";"352,0";" ";"34";"18";"7";" ";
"Ete";"20,60";"558,0";" ";"27";"9";"5";" ";
"Kerékteleki";"29,45";"664,5";" ";"33";"9";"4";" ";
"Kisbér";"52,16";"5302,5";" ";"214";"89";"47";" ";
"Réde";"45,88";"1349,0";" ";"89";"41";"26";" ";
"Súr";"37,35";"1223,0";" ";"50";"34";"17";" ";
"Tárkány";"64,95";"1561,0";" ";"110";"43";"21";" ";
"Vérteskethely";"17,46";"578,0";" ";"30";"17";"6";" ";
"Komáromi járás";"378,76";"40220,0";" ";"1584";"674";"266";" ";
"Ács";"103,75";"6985,0";" ";"319";"137";"48";" ";
"Almásfüzitõ";"8,19";"2212,0";" ";"79";"30";"11";" ";
