"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2018. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Borgáta";"6,21";"167,0";"105,0";"1";" ";" ";"1";
"Celldömölk";"52,39";"10600,5";"6919,0";"163";"45";"24";"64";
"Csönge";"25,27";"380,5";"227,0";"8";"5";"3";"7";
"Duka";"15,24";"217,0";"147,0";"8";"1";" ";"5";
"Egyházashetye";"13,20";"308,5";"185,0";"9";"3";" ";"9";
"Jánosháza";"23,41";"2437,5";"1630,0";"46";"15";"7";"38";
"Karakó";"10,35";"200,5";"137,0";"10";"3";"1";"3";
"Keléd";"8,72";"110,5";"80,0";"7";" ";" ";"21";
"Kemeneskápolna";"4,97";"95,0";"61,0";"1";" ";" ";"1";
"Kemenesmagasi";"33,19";"813,0";"549,0";"17";"10";"5";"16";
"Kemenesmihályfa";"17,81";"509,5";"362,0";"9";"5";"3";"3";
"Kemenespálfa";"13,72";"361,5";"259,0";"10";"8";"5";"4";
"Kemenessömjén";"16,05";"564,0";"402,0";"13";"4";"1";"3";
"Kemenesszentmárton";"4,29";"194,0";"123,0";"2";"1";"1";"1";
"Kenyeri";"33,96";"801,0";"542,0";"14";"2";"1";"8";
"Kissomlyó";"8,58";"211,0";"140,0";"3";"3";"2";"3";
"Köcsk";"12,58";"226,5";"148,0";"8";"2";" ";"4";
"Mersevát";"10,54";"571,0";"395,0";"6";"4";"3";" ";
"Mesteri";"11,69";"258,0";"148,0";"2";"2";"2";"3";
"Nagysimonyi";"15,67";"966,5";"660,0";"12";"6";"1";"8";
"Nemeskeresztúr";"12,17";"267,5";"165,0";"7";"4";"2";"5";
"Nemeskocs";"7,93";"308,5";"229,0";"5";"1";"1";"2";
"Ostffyasszonyfa";"34,31";"745,5";"519,0";"15";"6";"3";"7";
"Pápoc";"31,32";"246,0";"142,0";"1";"1";" ";"1";
"Szergény";"15,61";"253,5";"157,0";"8";"2";"1";"11";
"Tokorcs";"6,40";"367,0";"252,0";"6";"2";"2";"2";
"Vönöck";"17,60";"705,5";"483,0";"13";"8";"5";"8";
"Körmendi járás";"614,53";"25831,5";"17472,0";"465";"198";"95";"176";
"Bajánsenye";"21,85";"476,5";"329,0";"10";"5";"1";"7";
"Csákánydoroszló";"26,61";"1763,0";"1228,0";"27";"12";"6";"3";
"Daraboshegy";"4,59";"90,5";"63,0";"4";"2";"2";"1";
"Döbörhegy";"11,75";"110,5";"77,0";"3";"1";"1";"2";
"Döröske";"4,40";"82,0";"52,0";"2";"1";" ";" ";
"Egyházashollós";"19,04";"525,0";"367,0";"12";"7";"5";"4";
"Egyházasrádóc";"24,79";"1264,5";"866,0";"14";"6";"5";"3";
"Felsõjánosfa";"3,06";"178,5";"124,0";"2";" ";" ";"2";
"Felsõmarác";"17,44";"215,0";"133,0";"7";"3";"2";"2";
"Halastó";"5,65";"67,0";"48,0";"1";" ";" ";"3";
"Halogy";"7,05";"264,5";"179,0";"15";"7";"3";"6";
"Harasztifalu";"7,89";"154,5";"117,0";"10";"6";"4";" ";
"Hegyháthodász";"8,08";"156,5";"98,0";"1";"1";" ";"2";
"Hegyhátsál";"4,58";"151,5";"106,0";"1";"1";" ";"1";
"Hegyhátszentjakab";"9,47";"250,5";"164,0";"5";"3";"1";"1";
"Hegyhátszentmárton";"12,74";"58,0";"42,0";" ";" ";" ";" ";
"Ispánk";"6,92";"102,0";"66,0";"1";" ";" ";"5";
"Ivánc";"17,14";"679,5";"489,0";"13";"10";"5";"4";
"Katafa";"4,81";"328,0";"228,0";"7";"1";" ";"1";
"Kemestaródfa";"6,35";"204,5";"145,0";"5";"2";"1";"3";
"Kercaszomor";"12,87";"173,5";"112,0";"4";"2";"1";"8";
"Kerkáskápolna";"9,20";"67,0";"42,0";"1";"1";" ";"3";
"Kisrákos";"11,06";"166,5";"110,0";"4";"2";"1";"3";
"Körmend";"52,79";"11207,5";"7527,0";"164";"56";"31";"29";
"Magyarnádalja";"3,85";"220,0";"153,0";"1";"1";"1";" ";
"Magyarszecsõd";"11,26";"412,5";"289,0";"6";"2";"2";"5";
"Magyarszombatfa";"15,94";"263,0";"153,0";"4";"2";" ";"9";
"Molnaszecsõd";"11,69";"412,0";"271,0";"4";" ";" ";"2";
"Nádasd";"35,60";"1290,5";"896,0";"18";"7";"5";"14";
"Nagykölked";"9,78";"151,5";"97,0";"8";"2";" ";" ";
"Nagymizdó";"6,76";"100,5";"62,0";" ";" ";" ";" ";
"Nagyrákos";"16,11";"244,0";"153,0";"6";"2";"1";"6";
"Nemesrempehollós";"12,05";"276,0";"192,0";"7";"2";"1";"2";
"Õrimagyarósd";"12,29";"219,5";"148,0";"9";"4";"1";"3";
"Õriszentpéter";"33,56";"1140,0";"719,0";"29";"11";"3";"12";
"Pankasz";"9,27";"449,5";"313,0";"25";"17";"3";"4";
"Pinkamindszent";"11,01";"172,5";"115,0";"1";" ";" ";"2";
"Rádóckölked";"18,95";"302,0";"207,0";"6";"3";"2";"1";
"Szaknyér";"2,93";"56,5";"36,0";"1";"1";"1";"1";
"Szalafõ";"27,37";"194,5";"132,0";"2";" ";" ";"6";
"Szarvaskend";"10,34";"199,0";"143,0";"3";"3";"1";"3";
"Szatta";"6,01";"67,0";"45,0";"2";" ";" ";"2";
"Szõce";"18,71";"279,5";"202,0";"5";"5";"3";"7";
"Vasalja";"11,24";"331,5";"219,0";"3";" ";" ";"2";
"Velemér";"9,55";"68,0";"39,0";"2";"2";" ";"2";
"Viszák";"10,13";"245,5";"176,0";"10";"5";"2";" ";
"Kõszegi járás";"286,45";"25678,0";"17316,0";"404";"200";"114";"78";
"Bozsok";"20,91";"353,5";"245,0";"5";"3";"3";"2";
"Bük";"20,86";"3627,5";"2472,0";"58";"31";"15";"8";
"Cák";"6,48";"255,5";"172,0";"1";" ";" ";"1";
"Csepreg";"49,54";"3297,0";"2228,0";"66";"39";"18";"12";
"Gyöngyösfalu";"9,65";"1123,5";"767,0";"10";"4";"2";"2";
"Horvátzsidány";"12,17";"815,5";"555,0";"9";"6";"6";"3";
"Iklanberény";"2,96";"42,5";"27,0";"1";"1";"1";"1";
"Kiszsidány";"4,93";"83,0";"60,0";"3";"2";"1";"2";
"Kõszeg";"54,66";"11835,0";"7909,0";"192";"87";"51";"32";
"Kõszegdoroszló";"9,65";"234,5";"159,0";"6";"4";"3";"1";
"Kõszegpaty";"12,25";"193,0";"129,0";"3";"1";" ";"1";
"Kõszegszerdahely";"7,37";"471,0";"331,0";"10";"3";"2";"5";
"Lócs";"5,13";"124,0";"75,0";"1";"1";" ";" ";
"Lukácsháza";"9,36";"1092,5";"755,0";"13";"5";"5";"1";
"Nemescsó";"7,38";"276,5";"191,0";"4";"1";" ";"1";
"Ólmod";"3,66";"111,0";"79,0";"1";" ";" ";"1";
"Peresznye";"10,73";"619,0";"377,0";"4";" ";" ";"2";
"Pusztacsó";"7,26";"165,0";"114,0";"2";" ";" ";"1";
"Tormásliget";"7,53";"294,5";"212,0";"6";"5";"1";"1";
"Tömörd";"15,36";"294,5";"206,0";"4";"3";"3";"1";
"Velem";"8,61";"369,5";"253,0";"5";"4";"3";" ";
"Sárvári járás";"685,46";"38985,0";"26199,0";"563";"219";"131";"135";
"Bejcgyertyános";"31,43";"432,5";"307,0";"11";"2";"2";"1";
"Bõ";"10,65";"767,0";"517,0";"10";"2";"1";"2";
"Bögöt";"4,99";"385,0";"262,0";"5";"1";"1";"4";
"Bögöte";"20,74";"272,5";"163,0";"4";"2";"1";"2";
"Chernelházadamonya";"7,85";"192,0";"131,0";" ";" ";" ";" ";
"Csánig";"8,19";"319,5";"211,0";"2";" ";" ";"2";
"Csénye";"19,12";"700,0";"490,0";"10";"4";"1";"1";
"Gérce";"18,30";"1188,0";"770,0";"23";"9";"5";"3";
"Gór";"10,99";"305,0";"201,0";"2";"2";"1";" ";
"Hegyfalu";"11,89";"768,5";"465,0";"12";"5";"3";"4";
"Hosszúpereszteg";"37,00";"621,5";"414,0";"15";"7";"3";"9";
"Ikervár";"35,34";"1766,0";"1225,0";"19";"6";"2";"3";
"Jákfa";"20,11";"497,0";"325,0";"6";"2";"2";"3";
"Káld";"42,44";"1030,5";"736,0";"18";"9";"7";"7";
"Kenéz";"7,17";"277,0";"183,0";" ";" ";" ";" ";
"Megyehíd";"5,99";"316,5";"220,0";"8";"2";"1";"2";
"Meggyeskovácsi";"24,64";"705,5";"463,0";"30";"15";"11";"5";
"Mesterháza";"4,19";"149,0";"103,0";"2";" ";" ";" ";
"Nagygeresd";"9,40";"279,5";"190,0";"1";"1";"1";"5";
"Nemesládony";"5,67";"130,5";"76,0";" ";" ";" ";"2";
"Nick";"11,40";"505,5";"337,0";"5";"2";"2";"1";
"Nyõgér";"10,73";"341,5";"226,0";"6";"3";"3";"5";
"Ölbõ";"23,53";"704,0";"469,0";"19";"9";"6";"4";
"Pecöl";"17,31";"775,5";"528,0";"9";"4";"1";"2";
"Porpác";"6,20";"131,5";"84,0";"2";"1";" ";"4";
"Pósfa";"5,35";"256,5";"158,0";"3";"1";" ";"1";
"Rábapaty";"21,41";"1632,0";"1083,0";"28";"12";"6";"1";
"Répcelak";"13,82";"2635,0";"1727,0";"35";"13";"11";"6";
"Répceszentgyörgy";"5,75";"110,5";"80,0";" ";" ";" ";" ";
"Sajtoskál";"9,41";"351,5";"235,0";"2";"1";"1";" ";
"Sárvár";"64,65";"15149,0";"10281,0";"207";"76";"42";"38";
"Simaság";"10,13";"529,5";"342,0";"4";"3";"2";"2";
"Sitke";"27,20";"726,5";"511,0";"9";"2";"2";"2";
"Sótony";"14,93";"646,0";"440,0";"10";"6";"5";"3";
"Szeleste";"20,75";"676,0";"444,0";"11";"3";" ";"4";
"Tompaládony";"9,44";"294,5";"180,0";"7";"5";"3";" ";
"Uraiújfalu";"19,08";"836,5";"585,0";"11";"5";"2";"1";
"Vámoscsalád";"11,78";"293,5";"193,0";"3";"1";"1";"2";
"Vásárosmiske";"13,42";"373,0";"260,0";"8";"1";"1";" ";
"Vasegerszeg";"12,72";"366,0";"207,0";"2";"1";" ";"2";
"Vashosszúfalu";"13,92";"339,0";"215,0";"4";"1";"1";"2";
"Zsédeny";"6,43";"209,0";"162,0";" ";" ";" ";" ";
"Szentgotthárdi járás";"255,04";"14977,0";"10142,0";"276";"114";"70";"79";
"Alsószölnök";"10,02";"334,5";"249,0";"6";"4";"4";" ";
"Apátistvánfalva";"12,86";"381,0";"254,0";"6";"1";" ";" ";
"Csörötnek";"20,53";"880,0";"617,0";"27";"9";"6";"14";
"Felsõszölnök";"23,56";"567,0";"404,0";"10";"9";"6";"8";
"Gasztony";"14,27";"409,5";"276,0";"8";"4";"3";"2";
"Kétvölgy";"6,28";"88,0";"60,0";"3";"2";"2";"2";
"Kondorfa";"21,61";"484,5";"295,0";"11";"3";"3";"5";
"Magyarlak";"7,62";"800,0";"541,0";"13";"5";"3";"4";
"Nemesmedves";"4,74";"25,5";"17,0";"1";" ";" ";"1";
"Orfalu";"6,94";"75,0";"56,0";"1";" ";" ";"1";
"Rábagyarmat";"16,79";"778,5";"559,0";"11";"4";"1";"6";
"Rátót";"7,27";"225,5";"154,0";"5";"1";" ";"1";
"Rönök";"17,22";"388,0";"269,0";"22";"13";"4";"15";
"Szakonyfalu";"11,19";"353,5";"256,0";"10";"7";"4";"3";
"Szentgotthárd";"67,73";"8841,5";"5910,0";"131";"49";"33";"15";
"Vasszentmihály";"6,41";"345,0";"225,0";"11";"3";"1";"2";
"Szombathelyi járás";"646,36";"110987,0";"73637,0";"1598";"788";"486";"253";
"Acsád";"14,34";"659,0";"376,0";"6";"4";"3";"1";
"Balogunyom";"12,12";"1094,5";"796,0";"17";"9";"9";"3";
"Bozzai";"4,43";"295,0";"205,0";"7";"4";"2";"2";
"Bucsu";"16,54";"554,5";"364,0";"12";"5";"2";"1";
"Csempeszkopács";"5,40";"315,5";"243,0";" ";" ";" ";"2";
"Dozmat";"8,54";"255,5";"179,0";"1";" ";" ";" ";
"Felsõcsatár";"17,90";"477,5";"341,0";"4";"2";"2";"1";
"Gencsapáti";"22,39";"2668,5";"1802,0";"21";"11";"9";"4";
"Gyanógeregye";"7,07";"140,5";"104,0";"3";"1";" ";"3";
"Horvátlövõ";"6,16";"216,5";"186,0";"2";"1";"1";" ";
"Ják";"44,95";"2552,5";"1748,0";"37";"17";"9";"10";
"Kisunyom";"10,00";"427,5";"290,0";"1";" ";" ";"1";
"Meszlen";"12,02";"199,0";"126,0";"8";"6";"5";"2";
"Nárai";"15,99";"1396,5";"937,0";"11";"2";"2";"2";
"Narda";"10,35";"476,0";"333,0";"6";"2";"1";" ";
"Nemesbõd";"9,14";"617,0";"413,0";"8";"1";"1";"1";
"Nemeskolta";"7,34";"343,5";"230,0";"5";"3";"2";"2";
"Perenye";"16,22";"647,5";"463,0";"6";"2";" ";"3";
"Pornóapáti";"15,14";"369,5";"245,0";"6";"2";"1";"3";
"Rábatöttös";"6,48";"210,0";"131,0";"3";"2";"1";"2";
"Rum";"16,85";"1212,0";"823,0";"13";"5";"2";"6";
"Salköveskút";"13,20";"474,0";"318,0";"2";"1";" ";"5";
"Sé";"6,03";"1346,0";"964,0";"19";"9";"6";"6";
"Sorkifalud";"17,37";"665,0";"451,0";"11";"8";"5";"1";
"Sorkikápolna";"8,86";"201,5";"132,0";"4";" ";" ";"1";
"Sorokpolány";"13,29";"800,0";"555,0";"13";"7";"5";"2";
"Söpte";"13,98";"706,5";"507,0";"5";"2";"1";"1";
"Szentpéterfa";"31,24";"1001,5";"691,0";"11";"4";"1";" ";
"Szombathely";"97,50";"78195,5";"51008,0";"1167";"578";"351";"130";
"Tanakajd";"11,82";"706,5";"480,0";"7";"5";"3";"1";
"Táplánszentkereszt";"20,08";"2558,5";"1674,0";"35";"17";"10";"7";
"Torony";"12,83";"2001,0";"1427,0";"27";"15";"9";"18";
"Vasasszonyfa";"10,65";"370,5";"251,0";"1";"1";"1";"1";
"Vaskeresztes";"9,12";"343,0";"229,0";"6";"2";"2";" ";
"Vassurány";"10,09";"794,0";"572,0";"9";"2";"1";"6";
"Vasszécseny";"17,95";"1270,5";"905,0";"19";"8";"7";"6";
"Vasszilvágy";"11,80";"377,0";"281,0";"8";"5";"1";"1";
"Vát";"23,27";"684,5";"496,0";"13";"5";"5";"2";
"Vép";"32,89";"3269,0";"2310,0";"59";"37";"23";"14";
"Zsennye";"5,02";"94,5";"51,0";"5";"3";"3";"2";
"Vasvári járás";"374,14";"13294,5";"9025,0";"403";"217";"125";"186";
"Alsóújlak";"21,02";"586,5";"398,0";"12";"6";"4";"6";
"Andrásfa";"8,23";"234,5";"152,0";"11";"9";"6";"1";
"Bérbaltavár";"25,67";"509,0";"341,0";"19";"8";"3";"11";
"Csehi";"9,34";"233,5";"168,0";"7";"2";"1";"4";
"Csehimindszent";"15,43";"367,0";"253,0";"11";"5";"2";"6";
"Csipkerek";"13,13";"313,5";"212,0";"13";"9";"7";"6";
"Egervölgy";"8,86";"336,0";"233,0";"11";"4";"1";"9";
"Gersekarát";"19,92";"629,5";"460,0";"13";"7";"2";"22";
"Gyõrvár";"16,59";"621,0";"443,0";"24";"14";"10";"19";
"Hegyhátszentpéter";"6,84";"150,5";"86,0";"3";"1";" ";"7";
"Kám";"15,30";"424,5";"318,0";"7";"4";"2";"2";
"Mikosszéplak";"18,66";"296,0";"195,0";"14";"7";"6";"5";
"Nagytilaj";"15,66";"121,0";"81,0";"9";"3";"3";"1";
"Olaszfa";"16,54";"375,0";"236,0";"16";"6";" ";"3";
"Oszkó";"20,31";"654,0";"434,0";"21";"8";"5";"9";
"Pácsony";"10,01";"269,0";"195,0";"15";"9";"3";"9";
"Petõmihályfa";"9,95";"210,0";"152,0";"9";"5";"5";"4";
"Püspökmolnári";"15,10";"862,5";"576,0";"23";"16";"11";"5";
"Rábahídvég";"22,41";"1020,5";"690,0";"39";"25";"15";"7";
"Sárfimizdó";"7,46";"79,0";"58,0";"3";"3";"2";"1";
"Szemenye";"11,80";"347,5";"249,0";"5";"1";"1";"2";
"Telekes";"10,81";"504,0";"392,0";"24";"21";"7";"15";
"Vasvár";"55,10";"4150,5";"2703,0";"94";"44";"29";"32";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,84";"269641,0";"175793,0";"6461";"3002";"1765";"2695";
"Keszthelyi járás";"535,91";"48492,0";"30940,0";"851";"325";"210";"355";
"Alsópáhok";"18,02";"1394,0";"934,0";"18";"8";"5";"6";
"Balatongyörök";"37,59";"1058,5";"633,0";"13";"9";"5";"2";
"Bókaháza";"6,70";"251,5";"173,0";"9";"5";"2";"9";
"Cserszegtomaj";"12,60";"3054,5";"2028,0";"33";"11";"6";"12";
"Dióskál";"19,63";"441,5";"291,0";"15";"7";"6";"25";
"Egeraracsa";"7,03";"292,0";"193,0";"11";"5";"4";"14";
"Esztergályhorváti";"16,69";"402,5";"271,0";"17";"7";"4";"10";
"Felsõpáhok";"7,27";"674,0";"452,0";"6";" ";" ";"2";
"Gétye";"6,66";"93,0";"54,0";"4";"3";"1";"2";
"Gyenesdiás";"18,50";"3672,5";"2342,0";"50";"15";"12";"5";
"Hévíz";"8,30";"4578,0";"2774,0";"32";"13";"9";"9";
"Karmacs";"14,22";"800,5";"535,0";"18";"4";"2";"13";
"Keszthely";"75,98";"19338,0";"11924,0";"322";"113";"85";"90";
"Ligetfalva";"4,73";"47,5";"27,0";"1";" ";" ";" ";
"Nemesbük";"9,98";"769,5";"491,0";"18";"11";"4";"5";
"Rezi";"29,77";"1233,5";"845,0";"38";"11";"8";"19";
"Sármellék";"35,37";"1861,5";"1256,0";"48";"16";"8";"17";
"Szentgyörgyvár";"11,65";"292,5";"200,0";"5";"3";"2";"2";
"Vállus";"21,80";"110,5";"88,0";"6";"4";"3";"1";
"Várvölgy";"25,04";"1050,5";"729,0";"24";"13";"7";"8";
"Vindornyafok";"3,50";"110,5";"79,0";"2";"1";"1";" ";
"Vindornyalak";"4,51";"61,0";"40,0";"2";"2";"2";"1";
"Vindornyaszõlõs";"10,55";"313,5";"212,0";"6";"3";"1";"4";
"Vonyarcvashegy";"14,29";"2285,5";"1483,0";"39";"16";"9";"13";
"Zalaapáti";"23,42";"1622,0";"1071,0";"33";"16";"11";"33";
"Zalacsány";"16,07";"903,5";"636,0";"24";"7";"6";"19";
"Zalaköveskút";"2,27";"24,0";"11,0";" ";" ";" ";"1";
"Zalaszántó";"37,73";"891,0";"604,0";"23";"7";"3";"11";
"Zalaszentmárton";"4,98";"53,5";"33,0";"1";" ";" ";"6";
"Zalavár";"31,06";"811,5";"531,0";"33";"15";"4";"16";
"Lenti járás";"624,19";"18466,5";"11791,0";"371";"201";"93";"341";
"Alsószenterzsébet";"9,63";"36,0";"25,0";"1";"1";" ";"3";
"Baglad";"4,86";"26,5";"13,0";" ";" ";" ";"4";
"Barlahida";"6,10";"104,5";"60,0";"2";"1";" ";"2";
"Belsõsárd";"9,79";"96,0";"76,0";"4";"1";"1";"2";
"Bödeháza";"6,67";"36,0";"15,0";" ";" ";" ";" ";
"Csesztreg";"23,00";"797,0";"505,0";"14";"9";"7";"7";
"Csömödér";"7,79";"618,0";"362,0";"16";"7";"2";"9";
"Dobri";"7,89";"135,0";"72,0";"4";"2";"1";"7";
"Felsõszenterzsébet";"8,24";"17,0";"8,0";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"71,0";"39,0";"1";"1";"1";"2";
"Gosztola";"6,98";"53,0";"26,0";" ";" ";" ";" ";
"Hernyék";"10,31";"71,0";"44,0";"4";"1";"1";"5";
"Iklódbördõce";"12,30";"268,0";"163,0";"8";"7";"3";"9";
"Kálócfa";"10,21";"149,0";"90,0";"5";"3";"1";"2";
"Kányavár";"4,20";"120,0";"66,0";"7";"5";" ";"5";
"Kerkabarabás";"10,29";"257,5";"169,0";"6";"4";"2";"9";
"Kerkafalva";"18,50";"96,0";"63,0";"3";"2";"1";"5";
"Kerkakutas";"20,07";"99,0";"54,0";" ";" ";" ";"10";
"Kerkateskánd";"8,94";"158,0";"115,0";"6";"3";"1";"6";
"Kissziget";"7,06";"159,0";"86,0";"12";"11";"4";"5";
"Kozmadombja";"7,63";"31,5";"15,0";" ";" ";" ";"3";
"Külsõsárd";"1,52";"67,5";"43,0";" ";" ";" ";"1";
"Lendvadedes";"4,02";"26,0";"18,0";" ";" ";" ";" ";
"Lendvajakabfa";"6,20";"24,5";"19,0";" ";" ";" ";" ";
"Lenti";"73,79";"7428,5";"4767,0";"101";"51";"29";"92";
"Lovászi";"9,67";"1181,5";"760,0";"32";"17";"10";"15";
"Magyarföld";"8,89";"33,0";"23,0";" ";" ";" ";"3";
"Márokföld";"7,44";"42,5";"25,0";"1";"1";" ";"1";
"Mikekarácsonyfa";"8,50";"307,5";"194,0";"15";"8";"4";"17";
"Nemesnép";"9,72";"116,0";"71,0";"6";"2";"1";"4";
"Nova";"39,29";"801,0";"567,0";"16";"6";"4";"6";
"Ortaháza";"7,03";"100,5";"68,0";"2";"1";" ";"2";
"Páka";"23,18";"1109,0";"715,0";"14";"7";"3";"19";
"Pórszombat";"15,52";"261,0";"177,0";"6";"3";" ";"1";
"Pördefölde";"19,12";"51,0";"30,0";"1";"1";" ";"5";
"Pusztaapáti";"10,59";"22,0";"11,0";" ";" ";" ";"2";
"Ramocsa";"2,73";"35,5";"22,0";" ";" ";" ";"2";
"Rédics";"25,33";"848,0";"599,0";"24";"15";"8";"17";
"Resznek";"18,42";"239,0";"160,0";"4";"2";" ";"19";
"Szécsisziget";"6,20";"191,5";"131,0";"4";"3";" ";"4";
"Szentgyörgyvölgy";"29,58";"376,0";"226,0";"14";"11";"3";"4";
"Szijártóháza";"3,78";"25,0";"18,0";"1";" ";" ";"2";
"Szilvágy";"24,27";"185,0";"108,0";"1";" ";" ";"1";
"Tormafölde";"18,86";"319,5";"191,0";"8";"3";"1";"4";
"Tornyiszentmiklós";"18,56";"529,5";"343,0";"7";"5";"3";"8";
"Zalabaksa";"16,11";"645,0";"381,0";"16";"4";"1";"13";
"Zalaszombatfa";"5,89";"47,5";"29,0";"1";" ";" ";"3";
"Zebecke";"4,45";"54,5";"29,0";"4";"3";"1";"1";
"Letenyei járás";"388,63";"15196,0";"10031,0";"501";"277";"148";"380";
"Bánokszentgyörgy";"32,54";"617,5";"419,0";"23";"10";"6";"19";
"Bázakerettye";"8,03";"769,0";"496,0";"10";"7";"4";"8";
"Becsehely";"36,07";"1968,0";"1361,0";"52";"25";"15";"9";
"Borsfa";"11,83";"682,5";"471,0";"15";"10";"6";"11";
"Bucsuta";"16,18";"202,0";"130,0";"6";"3";"1";"15";
"Csörnyeföld";"21,21";"381,5";"250,0";"21";"11";"9";"18";
"Kerkaszentkirály";"8,10";"209,0";"120,0";"2";"1";" ";"1";
"Kiscsehi";"11,43";"172,5";"118,0";"4";"4";"2";"2";
"Kistolmács";"12,20";"170,0";"118,0";"9";"3";"3";"5";
"Lasztonya";"8,77";"67,5";"38,0";"5";"2";"2";"4";
"Letenye";"41,74";"3969,0";"2555,0";"136";"73";"40";"94";
"Lispeszentadorján";"9,14";"255,0";"170,0";"15";"10";"5";"16";
"Maróc";"5,16";"62,5";"43,0";"5";"3";"2";"6";
"Molnári";"12,86";"694,5";"488,0";"13";"7";"5";"8";
"Murarátka";"12,04";"217,0";"143,0";"10";"5";"2";"13";
"Muraszemenye";"16,15";"543,5";"365,0";"13";"3";"1";"21";
"Oltárc";"29,53";"233,5";"139,0";"18";"10";"5";"14";
"Petrivente";"7,65";"321,0";"200,0";"15";"10";"3";"11";
"Pusztamagyaród";"16,02";"532,5";"353,0";"21";"19";"10";"18";
"Semjénháza";"4,70";"569,5";"387,0";"12";"5";"3";"9";
"Szentliszló";"6,89";"250,5";"184,0";"7";"2";"1";"8";
"Szentmargitfalva";"3,12";"65,0";"46,0";"6";"3";"1";"11";
"Tótszentmárton";"10,17";"742,5";"475,0";"29";"17";"12";"13";
"Tótszerdahely";"12,29";"1030,5";"658,0";"20";"9";"5";"15";
"Valkonya";"7,55";"55,5";"38,0";"3";" ";" ";"1";
"Várfölde";"14,87";"188,5";"125,0";"5";"3";" ";"10";
"Zajk";"12,39";"226,0";"141,0";"26";"22";"5";"20";
"Nagykanizsai járás";"907,91";"74237,0";"48520,0";"2271";"1166";"729";"694";
"Alsórajk";"8,45";"315,0";"214,0";"17";"7";"5";"3";
"Balatonmagyaród";"31,53";"386,5";"234,0";"11";"10";"6";"14";
"Belezna";"30,93";"712,0";"474,0";"27";"16";"11";"12";
"Bocska";"7,38";"295,0";"201,0";"17";"10";"5";"2";
"Börzönce";"5,60";"52,5";"35,0";"3";"1";"1";" ";
"Csapi";"10,11";"237,5";"125,0";"8";"1";"1";"3";
"Eszteregnye";"20,09";"638,5";"447,0";"22";"6";"4";"3";
"Felsõrajk";"20,54";"725,0";"484,0";"10";"7";"5";"9";
"Fityeház";"6,50";"626,5";"457,0";"16";"7";"3";"7";
"Fûzvölgy";"3,14";"127,0";"73,0";"3";" ";" ";"1";
"Galambok";"25,91";"1209,5";"765,0";"78";"33";"17";"37";
"Garabonc";"18,56";"637,0";"430,0";"34";"17";"6";"20";
"Gelse";"22,46";"1060,5";"735,0";"33";"16";"11";"12";
"Gelsesziget";"4,98";"239,0";"173,0";"8";"4";"4";"1";
"Hahót";"39,01";"981,0";"673,0";"25";"9";"8";"17";
"Homokkomárom";"16,70";"190,0";"136,0";"7";"5";"3";"6";
"Hosszúvölgy";"3,60";"158,5";"103,0";"11";"5";"3";"1";
"Kacorlak";"7,60";"198,0";"134,0";"6";"6";"4";"2";
"Kerecseny";"12,83";"217,5";"143,0";"18";"5";" ";"22";
"Kilimán";"5,72";"222,0";"144,0";"7";"2";"2";"6";
"Kisrécse";"3,42";"180,5";"132,0";"12";"8";"5";"3";
"Liszó";"25,91";"351,0";"246,0";"10";"5";"3";"6";
"Magyarszentmiklós";"4,19";"230,5";"160,0";"3";"2";"2";"4";
"Magyarszerdahely";"16,22";"501,0";"360,0";"14";"9";"6";"3";
"Miháld";"21,64";"704,0";"457,0";"31";"22";"18";"30";
"Murakeresztúr";"11,71";"1570,5";"1080,0";"42";"16";"11";"15";
"Nagybakónak";"17,94";"370,0";"267,0";"16";"9";"3";"14";
"Nagykanizsa";"148,40";"46757,5";"30277,0";"1238";"655";"420";"177";
"Nagyrada";"12,85";"466,0";"332,0";"16";"3";"3";"8";
"Nagyrécse";"26,99";"1031,0";"685,0";"23";"8";"6";"9";
"Nemespátró";"12,25";"244,0";"169,0";"4";"1";"1";"9";
"Orosztony";"18,45";"390,0";"257,0";"20";"9";"6";"11";
"Pat";"8,33";"190,5";"120,0";"6";"2";" ";"9";
"Pölöskefõ";"12,32";"342,0";"227,0";"5";"3";"2";"4";
"Pötréte";"14,12";"244,5";"172,0";"11";"7";"7";"6";
"Rigyác";"15,36";"391,0";"272,0";"11";"6";"4";"6";
"Sand";"7,48";"361,5";"226,0";"12";"8";"4";"8";
"Sormás";"16,37";"852,5";"570,0";"18";"11";"4";"3";
"Surd";"21,94";"571,5";"400,0";"10";"5";"5";"6";
"Szepetnek";"30,39";"1533,0";"994,0";"45";"19";"11";"15";
"Újudvar";"16,31";"931,0";"680,0";"32";"18";"13";"14";
