"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2018. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Gomba";"39,71";"3052,5";"2123,0";"59";"33";"22";"12";
"Gyömrõ";"26,51";"18639,0";"12252,0";"223";"97";"71";"23";
"Káva";"11,31";"683,0";"474,0";"13";"9";"6";"3";
"Monor";"46,79";"18098,5";"12221,0";"306";"155";"104";"89";
"Monorierdõ";"15,07";"4345,5";"3040,0";"72";"41";"27";"17";
"Nyáregyháza";"32,01";"3740,5";"2649,0";"89";"41";"22";"13";
"Pánd";"22,21";"1908,5";"1287,0";"45";"29";"20";"15";
"Péteri";"11,89";"2379,0";"1673,0";"34";"20";"12";"16";
"Pilis";"47,35";"11715,5";"8012,0";"242";"124";"75";"45";
"Vasad";"33,41";"1956,0";"1369,0";"18";"7";"5";"6";
"Nagykátai járás";"687,96";"72019,0";"48448,0";"1744";"1012";"678";"586";
"Farmos";"40,12";"3407,5";"2291,0";"94";"50";"39";"22";
"Kóka";"44,36";"4367,0";"2944,0";"70";"37";"29";"47";
"Mende";"27,15";"4171,0";"2845,0";"60";"38";"24";"8";
"Nagykáta";"81,61";"12323,0";"8236,0";"371";"230";"156";"74";
"Sülysáp";"47,19";"8589,5";"5774,0";"155";"91";"59";"35";
"Szentlõrinckáta";"20,15";"1905,5";"1283,0";"25";"10";"4";"20";
"Szentmártonkáta";"52,18";"4809,5";"3292,0";"141";"75";"49";"38";
"Tápióbicske";"48,48";"3403,5";"2241,0";"74";"41";"28";"49";
"Tápiógyörgye";"53,31";"3303,5";"2130,0";"68";"37";"25";"49";
"Tápióság";"33,54";"2633,0";"1780,0";"53";"29";"17";"27";
"Tápiószecsõ";"38,38";"6071,5";"4187,0";"96";"53";"30";"39";
"Tápiószele";"36,99";"5827,0";"3969,0";"192";"122";"86";"84";
"Tápiószentmárton";"102,91";"5245,0";"3495,0";"126";"57";"31";"54";
"Tóalmás";"39,40";"3394,5";"2289,0";"174";"119";"85";"31";
"Úri";"22,19";"2568,0";"1692,0";"45";"23";"16";"9";
"Nagykõrösi járás";"349,25";"27284,0";"17819,0";"940";"619";"470";"90";
"Kocsér";"67,28";"1838,0";"1184,0";"33";"16";"10";"24";
"Nagykõrös";"227,94";"23561,0";"15368,0";"796";"522";"396";"56";
"Nyársapát";"54,03";"1885,0";"1267,0";"111";"81";"64";"10";
"Pilisvörösvári járás";"130,81";"55085,0";"35816,0";"493";"268";"191";"36";
"Pilisborosjenõ";"9,27";"3756,5";"2445,0";"31";"19";"14";"2";
"Piliscsaba";"25,57";"8462,5";"5353,0";"92";"56";"38";"6";
"Pilisjászfalu";"6,97";"1657,0";"1159,0";"21";"11";"6";"2";
"Pilisszántó";"15,96";"2958,0";"1974,0";"37";"20";"11";"2";
"Pilisszentiván";"8,12";"4213,0";"2751,0";"36";"20";"13";"4";
"Pilisvörösvár";"24,30";"14211,0";"9333,0";"112";"55";"44";"11";
"Solymár";"17,86";"10507,0";"6710,0";"82";"42";"28";"3";
"Tinnye";"16,10";"1748,5";"1175,0";"27";"13";"9";"4";
"Üröm";"6,66";"7571,5";"4916,0";"55";"32";"28";"2";
"Ráckevei járás";"417,05";"36849,0";"24085,0";"862";"473";"311";"161";
"Apaj";"71,04";"1159,0";"778,0";"11";"7";"4";"2";
"Áporka";"17,47";"1168,0";"751,0";"8";"5";"3";"2";
"Dömsöd";"72,42";"5729,0";"3810,0";"264";"154";"108";"59";
"Kiskunlacháza";"93,50";"8917,0";"5907,0";"167";"89";"69";"11";
"Lórév";"9,88";"291,5";"198,0";"3";" ";" ";"9";
"Makád";"31,77";"1195,0";"797,0";"25";"9";" ";"17";
"Ráckeve";"64,09";"10523,5";"6823,0";"244";"131";"82";"35";
"Szigetbecse";"17,12";"1270,0";"843,0";"21";"14";"9";"6";
"Szigetcsép";"18,20";"2346,0";"1510,0";"39";"22";"14";"4";
"Szigetszentmárton";"10,73";"2265,5";"1431,0";"41";"22";"12";"5";
"Szigetújfalu";"10,83";"1984,5";"1237,0";"39";"20";"10";"11";
"Szentendrei járás";"326,58";"81946,5";"53401,0";"840";"408";"288";"79";
"Budakalász";"15,17";"11042,0";"6936,0";"78";"34";"23";"2";
"Csobánka";"22,76";"3392,5";"2434,0";"46";"16";"8";"6";
"Dunabogdány";"25,50";"3118,5";"2023,0";"21";"7";"6";"3";
"Kisoroszi";"10,94";"968,0";"637,0";"14";"7";"3";"2";
"Leányfalu";"15,37";"3762,0";"2401,0";"32";"17";"12";"6";
"Pilisszentkereszt";"17,21";"2145,5";"1486,0";"20";"12";"4";"3";
"Pilisszentlászló";"17,75";"1200,0";"787,0";"17";"4";"4";"3";
"Pócsmegyer";"13,08";"2344,0";"1642,0";"43";"23";"15";"9";
"Pomáz";"49,03";"17211,5";"11326,0";"158";"73";"55";"4";
"Szentendre";"43,82";"26596,0";"17062,0";"291";"156";"115";"9";
"Szigetmonostor";"23,51";"2548,0";"1729,0";"40";"22";"18";"16";
"Tahitótfalu";"39,17";"5758,5";"3853,0";"65";"31";"20";"12";
"Visegrád";"33,27";"1860,0";"1085,0";"15";"6";"5";"4";
"Szigetszentmiklósi járás";"211,28";"120482,5";"81380,0";"1412";"637";"397";"64";
"Délegyháza";"25,42";"4486,5";"3167,0";"53";"24";"13";"7";
"Dunaharaszti";"29,17";"22229,5";"14669,0";"221";"109";"74";"8";
"Dunavarsány";"22,52";"8241,0";"5632,0";"116";"44";"24";"6";
"Halásztelek";"8,64";"10838,5";"7298,0";"86";"44";"26";"7";
"Majosháza";"11,42";"1613,5";"1095,0";"22";"11";"5";"2";
"Szigethalom";"9,12";"17693,5";"12072,0";"257";"112";"75";"17";
"Szigetszentmiklós";"45,65";"38950,5";"26311,0";"476";"215";"136";"1";
"Taksony";"20,85";"6229,0";"4208,0";"62";"27";"19";"9";
"Tököl";"38,49";"10200,5";"6928,0";"119";"51";"25";"7";
"Szobi járás";"438,32";"24698,5";"15924,0";"382";"203";"123";"238";
"Bernecebaráti";"37,69";"853,5";"556,0";"14";"7";"3";"17";
"Ipolydamásd";"11,58";"353,5";"237,0";"8";"4";"2";"18";
"Ipolytölgyes";"13,67";"407,0";"316,0";"6";"3";"2";"5";
"Kemence";"42,75";"926,5";"606,0";"24";"14";"6";"19";
"Kismaros";"11,96";"2330,5";"1508,0";"26";"15";"7";"17";
"Kóspallag";"12,77";"732,0";"504,0";"14";"4";"4";"8";
"Letkés";"24,55";"1115,0";"779,0";"19";"8";"6";"22";
"Márianosztra";"20,27";"816,0";"561,0";"12";"9";"4";"13";
"Nagybörzsöny";"50,66";"667,5";"411,0";"21";"17";"11";"9";
"Nagymaros";"34,37";"4863,0";"3066,0";"84";"47";"28";"26";
"Perõcsény";"41,40";"292,0";"184,0";"5";"2";"2";"6";
"Szob";"17,97";"2561,5";"1714,0";"26";"6";"4";"20";
"Szokolya";"59,05";"1932,0";"1286,0";"21";"16";"9";"17";
"Tésa";"4,38";"74,5";"51,0";"3";"3";"3";"2";
"Vámosmikola";"25,29";"1625,5";"997,0";"29";"15";"9";"9";
"Verõce";"20,33";"3908,5";"2367,0";"56";"29";"21";"22";
"Zebegény";"9,63";"1240,0";"781,0";"14";"4";"2";"8";
"Váci járás";"360,03";"68035,5";"45064,0";"966";"472";"306";"198";
"Acsa";"26,94";"1387,0";"937,0";"31";"7";"3";"21";
"Csörög";"5,05";"2079,5";"1461,0";"38";"21";"15";"27";
"Csõvár";"17,17";"596,0";"391,0";"6";"1";" ";"3";
"Galgagyörk";"14,72";"1019,0";"661,0";"36";"22";"13";"6";
"Kisnémedi";"13,84";"661,5";"412,0";"11";"9";"7";"8";
"Kosd";"34,09";"2380,0";"1606,0";"42";"20";"13";"12";
"Õrbottyán";"27,38";"7478,0";"5115,0";"97";"46";"32";"7";
"Penc";"21,34";"1547,5";"1086,0";"16";"1";" ";"12";
"Püspökhatvan";"24,72";"1397,5";"903,0";"34";"18";"13";"8";
"Püspökszilágy";"25,30";"724,0";"471,0";"8";"5";"3";"3";
"Rád";"17,74";"1962,5";"1327,0";"18";"11";"8";"6";
"Szõd";"13,53";"3703,5";"2545,0";"31";"10";"4";"9";
"Szõdliget";"7,31";"4550,5";"2965,0";"36";"13";"11";"8";
"Vác";"61,60";"32778,0";"21285,0";"492";"252";"162";"39";
"Vácduka";"8,40";"1612,0";"1077,0";"19";"8";"2";"13";
"Váchartyán";"12,11";"1773,0";"1235,0";"27";"17";"11";"6";
"Váckisújfalu";"10,70";"442,5";"272,0";"7";"3";"3";"1";
"Vácrátót";"18,09";"1943,5";"1315,0";"17";"8";"6";"9";
"Vecsési járás";"119,75";"49420,0";"33493,0";"498";"246";"172";"64";
"Ecser";"13,10";"3903,0";"2535,0";"28";"8";"3";"4";
"Maglód";"22,38";"12402,0";"8509,0";"140";"76";"54";"14";
"Üllõ";"48,10";"12067,0";"8256,0";"158";"88";"61";"16";
"Vecsés";"36,17";"21048,0";"14193,0";"172";"74";"54";"30";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,07";"2927521,0";"1939715,0";"63069";"28577";"15874";"25672";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,47";"1056903,0";"703515,0";"17901";"7438";"4289";"5626";
"Fejér megye";"4358,48";"417201,5";"278903,0";"7546";"3343";"2016";"2339";
"Bicskei járás";"578,25";"35808,0";"24095,0";"401";"172";"113";"110";
"Alcsútdoboz";"50,71";"1437,5";"935,0";"21";"13";"11";"11";
"Bicske";"77,08";"11733,0";"7869,0";"122";"43";"22";"28";
"Bodmér";"7,17";"236,5";"160,0";"4";"3";"2";" ";
"Csabdi";"17,02";"1244,0";"845,0";"16";"4";"3";"6";
"Csákvár";"118,76";"5309,5";"3610,0";"69";"32";"19";"14";
"Etyek";"53,27";"4122,0";"2772,0";"26";"15";"12";" ";
"Felcsút";"22,02";"1861,0";"1277,0";"17";"8";"7";"3";
"Gánt";"58,15";"865,5";"607,0";"3";"1";"1";"4";
"Mány";"44,72";"2435,5";"1644,0";"29";"13";"9";"12";
"Óbarok";"19,26";"795,5";"556,0";"10";"6";"2";"5";
"Szár";"22,63";"1711,0";"1150,0";"15";"7";"6";"1";
"Tabajd";"26,57";"948,5";"622,0";"22";"6";"6";"10";
"Újbarok";"1,49";"438,0";"290,0";"7";"2";"2";" ";
"Vértesacsa";"36,19";"1759,0";"1127,0";"28";"13";"8";"13";
"Vértesboglár";"23,21";"911,5";"631,0";"12";"6";"3";"3";
"Dunaújvárosi járás";"650,05";"89281,5";"59603,0";"2212";"1115";"704";"528";
"Adony";"61,05";"3834,5";"2592,0";"96";"33";"26";"19";
"Baracs";"55,18";"3374,5";"2323,0";"72";"34";"25";"19";
"Beloiannisz";"4,54";"1055,5";"755,0";"26";"17";"14";"5";
"Besnyõ";"44,64";"1710,0";"1177,0";"25";"14";"5";"13";
"Daruszentmiklós";"19,12";"1291,0";"882,0";"45";"23";"5";"26";
"Dunaújváros";"52,67";"44279,0";"29025,0";"1115";"564";"359";"189";
"Elõszállás";"39,98";"2184,5";"1465,0";"69";"28";"17";"25";
"Iváncsa";"25,17";"2788,0";"1895,0";"58";"28";"15";"16";
"Kisapostag";"9,58";"1382,5";"977,0";"30";"15";"9";"9";
"Kulcs";"16,73";"3038,5";"2060,0";"68";"29";"22";"20";
"Mezõfalva";"80,42";"4574,5";"3100,0";"167";"102";"52";"42";
"Nagykarácsony";"30,46";"1282,0";"876,0";"56";"19";"10";"13";
"Nagyvenyim";"43,68";"4086,5";"2742,0";"64";"31";"21";"14";
"Perkáta";"74,52";"3910,5";"2587,0";"102";"56";"37";"62";
"Pusztaszabolcs";"51,67";"5857,0";"3994,0";"122";"66";"51";"36";
"Rácalmás";"40,64";"4633,0";"3153,0";"97";"56";"36";"20";
"Enyingi járás";"433,14";"20149,5";"13662,0";"652";"298";"157";"323";
"Dég";"46,89";"2154,5";"1434,0";"56";"25";"15";"22";
"Enying";"82,78";"6635,0";"4459,0";"282";"145";"75";"69";
"Kisláng";"53,06";"2473,0";"1712,0";"82";"39";"23";"35";
"Lajoskomárom";"75,67";"2158,5";"1417,0";"38";"13";"5";"46";
"Lepsény";"39,08";"2974,0";"2060,0";"80";"32";"14";"23";
"Mátyásdomb";"35,39";"751,0";"521,0";"30";"17";"12";"18";
"Mezõkomárom";"29,05";"899,0";"588,0";"20";"4";"2";"42";
"Mezõszentgyörgy";"27,12";"1269,5";"911,0";"46";"16";"9";"24";
"Szabadhídvég";"44,10";"835,0";"560,0";"18";"7";"2";"44";
"Gárdonyi járás";"306,79";"32865,5";"21487,0";"369";"133";"82";"122";
"Gárdony";"63,50";"11441,5";"7354,0";"144";"48";"29";"36";
"Kápolnásnyék";"41,50";"3807,5";"2505,0";"31";"13";"9";"12";
"Nadap";"6,93";"653,0";"440,0";"7";"5";"2";"3";
"Pákozd";"43,30";"3190,5";"2184,0";"39";"16";"9";"10";
"Pázmánd";"27,14";"2211,0";"1452,0";"17";"6";"4";"10";
"Sukoró";"16,27";"1637,5";"1074,0";"9";"3";"2";"13";
"Szabadegyháza";"41,64";"1997,0";"1378,0";"37";"14";"12";"15";
"Velence";"33,37";"6242,5";"3945,0";"58";"18";"10";"10";
"Vereb";"22,32";"772,5";"523,0";"5";"1";"1";"9";
"Zichyújfalu";"10,82";"912,5";"632,0";"22";"9";"4";"4";
"Martonvásári járás";"277,13";"26831,5";"18185,0";"518";"288";"173";"113";
"Baracska";"39,68";"2718,5";"1862,0";"28";"11";"10";"14";
"Ercsi";"65,31";"8097,0";"5435,0";"289";"188";"111";"44";
"Gyúró";"24,37";"1276,5";"894,0";"14";"5";"2";"4";
"Kajászó";"23,98";"1073,0";"746,0";"21";"12";"9";"2";
"Martonvásár";"31,25";"5680,0";"3737,0";"40";"15";"10";"9";
"Ráckeresztúr";"35,30";"3390,0";"2345,0";"69";"32";"17";"21";
"Tordas";"16,76";"2136,5";"1500,0";"19";"8";"4";"1";
"Vál";"40,48";"2460,0";"1666,0";"38";"17";"10";"18";
"Móri járás";"417,55";"33888,5";"22997,0";"501";"198";"113";"112";
"Bakonycsernye";"38,13";"2978,5";"2049,0";"48";"17";"6";"15";
"Balinka";"18,62";"868,0";"589,0";"22";"13";"8";"1";
"Bodajk";"28,98";"4000,5";"2735,0";"68";"22";"11";"15";
"Csákberény";"41,37";"1150,5";"744,0";"9";"6";"5";"9";
"Csókakõ";"10,92";"1439,0";"934,0";"20";"9";"4";"3";
"Fehérvárcsurgó";"29,64";"1967,0";"1302,0";"23";"8";"5";"3";
"Isztimér";"53,88";"934,5";"613,0";"10";"3";"2";"4";
"Kincsesbánya";"10,87";"1392,5";"946,0";"21";"10";"7";"6";
"Magyaralmás";"22,42";"1548,0";"1039,0";"13";"9";"6";"3";
"Mór";"108,61";"13910,5";"9476,0";"222";"90";"54";"37";
"Nagyveleg";"13,17";"662,5";"458,0";"11";"1";" ";"8";
"Pusztavám";"34,69";"2475,0";"1685,0";"30";"8";"5";"6";
"Söréd";"6,25";"562,0";"427,0";"4";"2";" ";"2";
"Sárbogárdi járás";"653,52";"27150,0";"18206,0";"786";"356";"180";"460";
"Alap";"48,29";"1859,0";"1260,0";"48";"16";"7";"15";
"Alsószentiván";"39,65";"606,0";"415,0";"18";"10";"1";"16";
"Cece";"58,85";"2571,0";"1750,0";"81";"39";"25";"54";
"Hantos";"36,96";"944,0";"655,0";"14";"7";"3";"12";
"Igar";"41,19";"879,5";"608,0";"36";"18";"11";"45";
"Mezõszilas";"64,97";"2024,5";"1218,0";"51";"18";"7";"27";
"Nagylók";"32,44";"1071,0";"726,0";"14";"6";"4";"9";
"Sárbogárd";"189,33";"11879,0";"8027,0";"324";"140";"76";"174";
"Sáregres";"26,16";"718,0";"506,0";"19";"9";"4";"14";
"Sárkeresztúr";"46,75";"2471,5";"1600,0";"100";"56";"26";"59";
"Sárszentágota";"45,50";"1302,5";"898,0";"51";"21";"8";"19";
"Vajta";"23,43";"824,0";"543,0";"30";"16";"8";"16";
"Székesfehérvári járás";"1042,05";"151227,0";"100668,0";"2107";"783";"494";"571";
"Aba";"88,05";"4422,0";"3100,0";"66";"19";"15";"36";
"Bakonykúti";"12,45";"154,5";"104,0";"2";"1";" ";" ";
"Csór";"41,49";"1790,5";"1234,0";"23";"9";"4";"7";
"Csõsz";"17,11";"956,5";"683,0";"15";"5";"4";"17";
"Füle";"30,32";"847,5";"566,0";"17";"5";"2";"8";
"Iszkaszentgyörgy";"26,27";"2051,0";"1446,0";"36";"13";"12";"6";
"Jenõ";"5,56";"1277,5";"913,0";"18";"4";"3";"4";
"Káloz";"47,79";"2291,5";"1544,0";"53";"24";"14";"25";
"Kõszárhegy";"5,90";"1460,5";"1060,0";"28";"9";"5";"14";
"Lovasberény";"60,62";"2570,0";"1771,0";"48";"24";"18";"18";
"Moha";"9,88";"589,0";"402,0";"8";"2";"1";" ";
"Nádasdladány";"26,35";"1735,5";"1203,0";"38";"12";"6";"15";
"Pátka";"40,38";"1727,5";"1183,0";"39";"12";"7";"39";
"Polgárdi";"72,16";"6936,0";"4802,0";"140";"48";"33";"27";
"Sárkeresztes";"23,27";"1485,5";"1033,0";"24";"7";"5";"10";
"Sárkeszi";"14,79";"607,0";"451,0";"6";"2";"2";"11";
"Sárosd";"48,12";"3228,5";"2213,0";"47";"12";"4";"34";
"Sárszentmihály";"37,40";"2943,5";"2033,0";"48";"17";"13";"27";
"Seregélyes";"78,19";"4277,0";"3020,0";"49";"13";"10";"33";
"Soponya";"49,96";"1736,5";"1200,0";"25";"9";"3";"21";
"Szabadbattyán";"33,66";"4539,5";"3155,0";"83";"38";"23";"11";
"Székesfehérvár";"170,89";"97161,0";"63136,0";"1206";"473";"297";"146";
"Tác";"45,69";"1726,0";"1166,0";"28";"7";"2";"24";
"Úrhida";"7,25";"2500,5";"1729,0";"28";"12";"8";"13";
"Zámoly";"48,50";"2212,5";"1521,0";"32";"6";"3";"25";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,35";"298330,5";"199578,0";"4642";"1726";"944";"1304";
"Esztergomi járás";"537,51";"90878,0";"59764,0";"1332";"571";"323";"341";
"Annavölgy";"4,83";"901,0";"620,0";"19";"4";"2";"8";
"Bajna";"37,27";"1864,0";"1241,0";"37";"20";"10";"12";
"Bajót";"16,44";"1664,0";"1081,0";"42";"14";"10";"6";
"Csolnok";"18,71";"3048,5";"2013,0";"48";"19";"9";"8";
"Dág";"11,89";"918,5";"596,0";"19";"11";"8";"4";
"Dorog";"11,54";"11606,0";"7667,0";"161";"77";"43";"45";
"Dömös";"23,99";"1139,0";"739,0";"16";"11";"3";"8";
"Epöl";"12,52";"622,5";"418,0";"14";"10";"2";"4";
"Esztergom";"100,11";"27992,0";"17969,0";"332";"122";"68";"91";
"Kesztölc";"22,00";"2531,5";"1688,0";"42";"18";"11";"5";
"Lábatlan";"26,37";"4842,0";"3217,0";"72";"29";"17";"14";
"Leányvár";"7,26";"1797,5";"1199,0";"19";"7";"4";"4";
"Máriahalom";"10,85";"574,0";"409,0";"14";"11";"7";"4";
"Mogyorósbánya";"7,32";"825,0";"546,0";"10";"3";" ";"4";
"Nagysáp";"24,78";"1423,0";"881,0";"39";"22";"11";"7";
"Nyergesújfalu";"39,63";"7273,5";"4832,0";"84";"37";"28";"14";
"Piliscsév";"24,91";"2390,5";"1642,0";"39";"23";"12";"13";
"Pilismarót";"44,58";"2051,5";"1319,0";"29";"7";"2";"23";
