"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2013. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Nagyesztergár";"58";"23";"12";" ";
"Olaszfalu";"31";"18";"13";" ";
"Pénzesgyõr";"11";"7";"3";" ";
"Porva";"17";"8";"5";" ";
"Szápár";"4";" ";" ";" ";
"Zirc";"211";"88";"51";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"26649";"11931";"7174";" ";
"Gyõr-Moson-Sopron megye";"6319";"1854";"1077";" ";
"Csornai járás";"392";"73";"53";" ";
"Acsalag";"9";"1";"1";" ";
"Bágyogszovát";"17";"5";"4";" ";
"Barbacs";"11";"1";" ";" ";
"Bodonhely";"6";"3";"2";" ";
"Bogyoszló";"9";"1";"1";" ";
"Bõsárkány";"23";"3";"2";" ";
"Cakóháza";"2";" ";" ";" ";
"Csorna";"106";"20";"15";" ";
"Dör";"8";"2";"2";" ";
"Egyed";"8";"1";" ";" ";
"Farád";"20";"1";"1";" ";
"Jobaháza";"8";"1";"1";" ";
"Kóny";"29";"6";"6";" ";
"Maglóca";"1";" ";" ";" ";
"Magyarkeresztúr";"9";"2";"2";" ";
"Markotabödöge";"3";" ";" ";" ";
"Páli";"10";"6";"2";" ";
"Pásztori";"3";" ";" ";" ";
"Potyond";"1";" ";" ";" ";
"Rábacsanak";"2";" ";" ";" ";
"Rábapordány";"11";"2";"2";" ";
"Rábasebes";"2";"1";" ";" ";
"Rábaszentandrás";"1";" ";" ";" ";
"Rábatamási";"15";"3";"2";" ";
"Rábcakapi";"5";"2";"1";" ";
"Sobor";"12";"2";" ";" ";
"Sopronnémeti";"3";" ";" ";" ";
"Szany";"23";"6";"5";" ";
"Szil";"14";"1";"1";" ";
"Szilsárkány";"9";"1";"1";" ";
"Tárnokréti";"3";" ";" ";" ";
"Vág";"9";"2";"2";" ";
"Zsebeháza";" ";" ";" ";" ";
"Gyõri járás";"3237";"1128";"642";" ";
"Abda";"51";"15";"11";" ";
"Bezi";"8";"1";"1";" ";
"Bõny";"47";"17";"8";" ";
"Börcs";"17";"4";"1";" ";
"Dunaszeg";"41";"11";"8";" ";
"Dunaszentpál";"11";"3";"1";" ";
"Enese";"18";"7";"5";" ";
"Fehértó";"7";"3";"1";" ";
"Gönyû";"47";"17";"10";" ";
"Gyõr";"2290";"824";"464";" ";
"Gyõrladamér";"15";"1";"1";" ";
"Gyõrság";"29";"8";"2";" ";
"Gyõrsövényház";"11";" ";" ";" ";
"Gyõrújbarát";"71";"31";"19";" ";
"Gyõrújfalu";"22";"9";"5";" ";
"Gyõrzámoly";"17";" ";" ";" ";
"Ikrény";"34";"8";"6";" ";
"Kajárpéc";"24";"12";"8";" ";
"Kisbajcs";"9";"1";"1";" ";
"Koroncó";"59";"17";"13";" ";
"Kunsziget";"7";"1";"1";" ";
"Mezõörs";"15";"3";"1";" ";
"Mosonszentmiklós";"37";"7";"3";" ";
"Nagybajcs";"11";"7";"4";" ";
"Nagyszentjános";"31";"7";"3";" ";
"Nyúl";"63";"24";"19";" ";
"Öttevény";"38";"7";"3";" ";
"Pér";"48";"25";"10";" ";
"Rábapatona";"52";"22";"13";" ";
"Rétalap";"8";"2";" ";" ";
"Sokorópátka";"16";"5";"2";" ";
"Tényõ";"16";"7";"3";" ";
"Töltéstava";"46";"17";"13";" ";
"Vámosszabadi";"15";"4";"2";" ";
"Vének";"6";"1";" ";" ";
"Kapuvári járás";"416";"79";"35";" ";
"Agyagosszergény";"5";" ";" ";" ";
"Babót";"20";"4";"2";" ";
"Beled";"61";"15";"7";" ";
"Cirák";"18";"2";" ";" ";
"Dénesfa";"1";" ";" ";" ";
"Edve";"2";"1";" ";" ";
"Gyóró";"11";"5";"1";" ";
"Himod";"16";"4";"1";" ";
"Hövej";"7";"1";"1";" ";
"Kapuvár";"141";"21";"10";" ";
"Kisfalud";"17";"3";"2";" ";
"Mihályi";"13";"5";"4";" ";
"Osli";"15";"3";"1";" ";
"Rábakecöl";"21";"5";"2";" ";
"Répceszemere";"3";" ";" ";" ";
"Szárföld";"22";"3";"1";" ";
"Vadosfa";"2";" ";" ";" ";
"Vásárosfalu";"1";" ";" ";" ";
"Veszkény";"10";"4";"1";" ";
"Vitnyéd";"30";"3";"2";" ";
"Mosonmagyaróvári járás";"976";"203";"127";" ";
"Ásványráró";"23";"4";"3";" ";
"Bezenye";"16";"3";"1";" ";
"Darnózseli";"15";"5";"3";" ";
"Dunakiliti";"22";"4";"3";" ";
"Dunaremete";" ";" ";" ";" ";
"Dunasziget";"22";"9";"5";" ";
"Feketeerdõ";"8";"4";"2";" ";
"Halászi";"44";"8";"3";" ";
"Hédervár";"15";"1";"1";" ";
"Hegyeshalom";"36";"6";"3";" ";
"Jánossomorja";"116";"12";"7";" ";
"Károlyháza";"17";"1";"1";" ";
"Kimle";"79";"11";"6";" ";
"Kisbodak";"5";"1";" ";" ";
"Lébény";"39";"12";"7";" ";
"Levél";"23";"5";"2";" ";
"Lipót";"5";"2";"1";" ";
"Máriakálnok";"23";"3";"3";" ";
"Mecsér";"4";"2";" ";" ";
"Mosonmagyaróvár";"384";"91";"65";" ";
"Mosonszolnok";"25";"5";"4";" ";
"Mosonudvar";"10";"3";"1";" ";
"Püski";"10";"2";" ";" ";
"Rajka";"17";"5";"4";" ";
"Újrónafõ";"12";"4";"2";" ";
"Várbalog";"6";" ";" ";" ";
"Pannonhalmi járás";"233";"91";"55";" ";
"Bakonygyirót";"3";"1";" ";" ";
"Bakonypéterd";"8";"6";"6";" ";
"Bakonyszentlászló";"18";"7";"2";" ";
"Écs";"22";"15";"7";" ";
"Fenyõfõ";"2";"1";"1";" ";
"Gyõrasszonyfa";"16";"4";"2";" ";
"Lázi";"8";"1";"1";" ";
"Nyalka";"4";"2";"1";" ";
"Pannonhalma";"61";"23";"15";" ";
"Pázmándfalu";"12";"4";"2";" ";
"Ravazd";"20";"3";"3";" ";
"Románd";"3";"2";"1";" ";
"Sikátor";"4";" ";" ";" ";
"Táp";"18";"6";"5";" ";
"Tápszentmiklós";"15";"9";"6";" ";
"Tarjánpuszta";"5";"2";"1";" ";
"Veszprémvarsány";"14";"5";"2";" ";
"Soproni járás";"721";"145";"98";" ";
"Ágfalva";"6";" ";" ";" ";
"Csáfordjánosfa";"4";"3";"1";" ";
"Csapod";"6";" ";" ";" ";
"Csér";" ";" ";" ";" ";
"Ebergõc";" ";" ";" ";" ";
"Egyházasfalu";"7";"2";"2";" ";
"Fertõboz";"2";" ";" ";" ";
"Fertõd";"28";"3";"2";" ";
"Fertõendréd";"4";" ";" ";" ";
"Fertõhomok";"3";" ";" ";" ";
"Fertõrákos";"22";"3";"3";" ";
"Fertõszentmiklós";"20";"3";"1";" ";
"Fertõszéplak";"10";"1";"1";" ";
"Gyalóka";"1";" ";" ";" ";
"Harka";"12";"2";"2";" ";
"Hegykõ";"15";" ";" ";" ";
"Hidegség";"3";"1";"1";" ";
"Iván";"30";"13";"9";" ";
"Kópháza";"9";"1";"1";" ";
"Lövõ";"13";"5";"4";" ";
"Nagycenk";"12";"4";"2";" ";
"Nagylózs";"1";" ";" ";" ";
"Nemeskér";"1";" ";" ";" ";
"Pereszteg";"7";"1";"1";" ";
"Petõháza";"1";" ";" ";" ";
"Pinnye";"4";"1";" ";" ";
"Pusztacsalád";"4";"2";"2";" ";
"Répcevis";"7";"3";"2";" ";
"Röjtökmuzsaj";"2";"2";"2";" ";
"Sarród";"9";" ";" ";" ";
"Sopron";"439";"83";"53";" ";
"Sopronhorpács";"8";"4";"3";" ";
"Sopronkövesd";"5";" ";" ";" ";
"Szakony";"7";"4";"3";" ";
"Újkér";"6";"1";"1";" ";
"Und";"1";"1";"1";" ";
"Völcsej";"7";"1";" ";" ";
"Zsira";"5";"1";"1";" ";
"Téti járás";"344";"135";"67";" ";
"Árpás";"6";"2";" ";" ";
"Csikvánd";"10";"3";"3";" ";
"Felpéc";"14";"5";"4";" ";
"Gyarmat";"38";"14";"7";" ";
"Gyömöre";"47";"16";"6";" ";
"Gyõrszemere";"71";"23";"11";" ";
"Kisbabot";"3";" ";" ";" ";
"Mérges";"1";"1";"1";" ";
"Mórichida";"13";"2";"1";" ";
"Rábacsécsény";"10";"1";" ";" ";
"Rábaszentmihály";"6";"1";"1";" ";
"Rábaszentmiklós";"3";"1";" ";" ";
"Szerecseny";"28";"15";"7";" ";
"Tét";"94";"51";"26";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"6489";"2911";"1746";" ";
"Celldömölki járás";"795";"385";"238";" ";
"Boba";"25";"13";"12";" ";
"Borgáta";"6";"1";"1";" ";
"Celldömölk";"301";"142";"78";" ";
"Csönge";"18";"11";"4";" ";
"Duka";"16";"9";"7";" ";
"Egyházashetye";"19";"11";"9";" ";
"Jánosháza";"90";"47";"30";" ";
"Karakó";"4";"3";"1";" ";
"Keléd";" ";" ";" ";" ";
"Kemeneskápolna";"6";"2";"1";" ";
"Kemenesmagasi";"38";"16";"10";" ";
"Kemenesmihályfa";"13";"7";"3";" ";
"Kemenespálfa";"16";"7";"7";" ";
"Kemenessömjén";"17";"5";"3";" ";
"Kemenesszentmárton";"8";"1";"1";" ";
"Kenyeri";"17";"5";"1";" ";
"Kissomlyó";"7";"4";"3";" ";
"Köcsk";"7";"4";"3";" ";
"Mersevát";"20";"9";"3";" ";
"Mesteri";"5";"1";"1";" ";
"Nagysimonyi";"29";"16";"11";" ";
"Nemeskeresztúr";"11";"8";"6";" ";
"Nemeskocs";"7";"2";"1";" ";
"Ostffyasszonyfa";"27";"6";"6";" ";
"Pápoc";"11";"4";"2";" ";
"Szergény";"19";"14";"10";" ";
"Tokorcs";"11";"8";"6";" ";
"Vönöck";"47";"29";"18";" ";
"Körmendi járás";"749";"310";"139";" ";
"Bajánsenye";"15";"3";"1";" ";
"Csákánydoroszló";"24";"11";"2";" ";
"Daraboshegy";"5";"2";" ";" ";
"Döbörhegy";"6";"3";"3";" ";
"Döröske";"1";" ";" ";" ";
"Egyházashollós";"19";"15";"7";" ";
"Egyházasrádóc";"26";"8";"4";" ";
"Felsõjánosfa";"6";"4";"1";" ";
"Felsõmarác";"5";"3";" ";" ";
"Halastó";"6";"3";"3";" ";
"Halogy";"16";"10";"7";" ";
"Harasztifalu";"4";"1";"1";" ";
"Hegyháthodász";"9";"7";"6";" ";
"Hegyhátsál";"3";" ";" ";" ";
"Hegyhátszentjakab";"3";"1";" ";" ";
"Hegyhátszentmárton";"2";"2";" ";" ";
"Ispánk";" ";" ";" ";" ";
"Ivánc";"15";"3";" ";" ";
"Katafa";"11";"5";"3";" ";
"Kemestaródfa";"4";"1";"1";" ";
"Kercaszomor";"9";"4";"1";" ";
"Kerkáskápolna";"1";" ";" ";" ";
"Kisrákos";"8";"3";"1";" ";
"Körmend";"282";"125";"50";" ";
"Magyarnádalja";"4";"3";"1";" ";
"Magyarszecsõd";"9";"3";" ";" ";
"Magyarszombatfa";"10";"6";"3";" ";
"Molnaszecsõd";"20";"12";"10";" ";
"Nádasd";"44";"16";"7";" ";
"Nagykölked";"6";"1";"1";" ";
"Nagymizdó";"4";"1";" ";" ";
"Nagyrákos";"19";"6";"2";" ";
"Nemesrempehollós";"12";"6";"4";" ";
"Õrimagyarósd";"10";"7";"3";" ";
"Õriszentpéter";"41";"14";"8";" ";
"Pankasz";"42";"7";"1";" ";
"Pinkamindszent";"1";" ";" ";" ";
"Rádóckölked";"4";"2";"1";" ";
"Szaknyér";"2";"2";" ";" ";
"Szalafõ";"1";" ";" ";" ";
"Szarvaskend";"3";" ";" ";" ";
"Szatta";"6";"1";"1";" ";
"Szõce";"13";"5";"2";" ";
"Vasalja";"10";"4";"4";" ";
"Velemér";"2";" ";" ";" ";
"Viszák";"6";" ";" ";" ";
"Kõszegi járás";"597";"231";"141";" ";
"Bozsok";"7";"1";"1";" ";
"Bük";"86";"43";"23";" ";
"Cák";"13";"2";"2";" ";
"Csepreg";"64";"23";"13";" ";
"Gyöngyösfalu";"16";"3";"2";" ";
"Horvátzsidány";"12";"6";"4";" ";
"Iklanberény";" ";" ";" ";" ";
"Kiszsidány";"1";" ";" ";" ";
"Kõszeg";"301";"123";"79";" ";
"Kõszegdoroszló";"5";"1";"1";" ";
"Kõszegpaty";"4";"2";" ";" ";
"Kõszegszerdahely";"9";"3";"1";" ";
"Lócs";" ";" ";" ";" ";
"Lukácsháza";"35";"9";"5";" ";
"Nemescsó";"8";"2";"2";" ";
"Ólmod";" ";" ";" ";" ";
"Peresznye";"10";"4";" ";" ";
"Pusztacsó";"7";"2";"2";" ";
"Tormásliget";"4";"1";"1";" ";
"Tömörd";"7";"5";"5";" ";
"Velem";"8";"1";" ";" ";
"Sárvári járás";"1054";"493";"293";" ";
"Bejcgyertyános";"12";"8";"6";" ";
"Bõ";"11";"7";"6";" ";
"Bögöt";"4";"2";"2";" ";
"Bögöte";"10";"5";"4";" ";
"Chernelházadamonya";"1";"1";"1";" ";
"Csánig";"8";"4";"2";" ";
"Csénye";"25";"11";"7";" ";
"Gérce";"39";"14";"11";" ";
"Gór";"4";"3";"3";" ";
"Hegyfalu";"19";"6";"2";" ";
"Hosszúpereszteg";"17";"7";"4";" ";
"Ikervár";"53";"23";"13";" ";
"Jákfa";"14";"8";"3";" ";
"Káld";"45";"20";"12";" ";
"Kenéz";"8";"4";"3";" ";
"Megyehíd";"4";"2";"2";" ";
"Meggyeskovácsi";"31";"16";"10";" ";
"Mesterháza";"4";"4";"3";" ";
"Nagygeresd";"10";"3";"2";" ";
"Nemesládony";"3";"1";" ";" ";
"Nick";"11";"4";"3";" ";
"Nyõgér";"11";"6";"2";" ";
"Ölbõ";"40";"25";"12";" ";
"Pecöl";"20";"6";"4";" ";
"Porpác";"6";"4";"3";" ";
"Pósfa";"8";"5";"2";" ";
"Rábapaty";"42";"18";"8";" ";
"Répcelak";"52";"20";"11";" ";
"Répceszentgyörgy";"2";" ";" ";" ";
"Sajtoskál";"8";"5";"3";" ";
"Sárvár";"386";"180";"107";" ";
"Simaság";"18";"4";"2";" ";
"Sitke";"16";"8";"4";" ";
"Sótony";"16";"9";"4";" ";
"Szeleste";"25";"10";"8";" ";
"Tompaládony";"7";"3";"1";" ";
"Uraiújfalu";"24";"14";"7";" ";
"Vámoscsalád";"5";"3";"2";" ";
"Vásárosmiske";"8";"7";"5";" ";
"Vasegerszeg";"8";"1";" ";" ";
"Vashosszúfalu";"10";"8";"8";" ";
"Zsédeny";"9";"4";"1";" ";
"Szentgotthárdi járás";"391";"170";"105";" ";
"Alsószölnök";"8";"4";"3";" ";
"Apátistvánfalva";"5";"5";"3";" ";
"Csörötnek";"41";"18";"13";" ";
"Felsõszölnök";"28";"12";"9";" ";
"Gasztony";"15";"5";"2";" ";
"Kétvölgy";"6";"1";"1";" ";
"Kondorfa";"13";"6";"4";" ";
"Magyarlak";"23";"14";"7";" ";
"Nemesmedves";"2";"1";" ";" ";
"Orfalu";"1";"1";" ";" ";
"Rábagyarmat";"23";"9";"6";" ";
"Rátót";"10";"4";"1";" ";
"Rönök";"35";"18";"14";" ";
"Szakonyfalu";"10";"8";"6";" ";
"Szentgotthárd";"158";"60";"35";" ";
"Vasszentmihály";"13";"4";"1";" ";
"Szombathelyi járás";"2341";"1064";"689";" ";
"Acsád";"10";"5";"3";" ";
"Balogunyom";"24";"12";"5";" ";
"Bozzai";"7";"5";"2";" ";
"Bucsu";"17";"5";"4";" ";
"Csempeszkopács";"7";"3";"1";" ";
"Dozmat";"4";"3";"3";" ";
"Felsõcsatár";"6";"1";" ";" ";
"Gencsapáti";"42";"13";"12";" ";
"Gyanógeregye";"4";" ";" ";" ";
"Horvátlövõ";"5";" ";" ";" ";
"Ják";"52";"18";"13";" ";
"Kisunyom";"9";"2";"1";" ";
"Meszlen";"5";"1";"1";" ";
"Nárai";"23";"10";"5";" ";
"Narda";"9";"5";"1";" ";
"Nemesbõd";"12";"7";"4";" ";
"Nemeskolta";"10";"2";"1";" ";
"Perenye";"9";"5";"2";" ";
"Pornóapáti";"10";"5";"4";" ";
"Rábatöttös";"3";"1";"1";" ";
"Rum";"24";"10";"5";" ";
"Salköveskút";"11";"5";"4";" ";
"Sé";"18";"8";"4";" ";
"Sorkifalud";"28";"9";"4";" ";
"Sorkikápolna";"5";"2";"1";" ";
"Sorokpolány";"20";"6";"5";" ";
"Söpte";"13";"6";"3";" ";
"Szentpéterfa";"23";"6";"3";" ";
"Szombathely";"1633";"794";"536";" ";
"Tanakajd";"9";"6";"3";" ";
"Táplánszentkereszt";"60";"16";"6";" ";
"Torony";"59";"15";"7";" ";
"Vasasszonyfa";"6";"3";"2";" ";
"Vaskeresztes";"7";"3";"2";" ";
"Vassurány";"6";"2";" ";" ";
"Vasszécseny";"31";"13";"6";" ";
"Vasszilvágy";"17";"6";"5";" ";
"Vát";"21";"11";"7";" ";
"Vép";"80";"38";"22";" ";
"Zsennye";"2";"2";"1";" ";
"Vasvári járás";"562";"258";"141";" ";
"Alsóújlak";"19";"8";"5";" ";
"Andrásfa";"20";"14";"11";" ";
"Bérbaltavár";"35";"20";"10";" ";
"Csehi";"11";"2";"2";" ";
"Csehimindszent";"15";"5";"3";" ";
"Csipkerek";"16";"8";"6";" ";
"Egervölgy";"11";"5";"3";" ";
"Gersekarát";"15";"6";"3";" ";
"Gyõrvár";"40";"26";"16";" ";
"Hegyhátszentpéter";"6";"2";"2";" ";
"Kám";"8";" ";" ";" ";
"Mikosszéplak";"33";"13";"7";" ";
"Nagytilaj";"9";"4";"2";" ";
"Olaszfa";"11";"6";"2";" ";
"Oszkó";"13";"6";"1";" ";
"Pácsony";"17";"6";"4";" ";
"Petõmihályfa";"10";"5";"3";" ";
"Püspökmolnári";"17";"7";"3";" ";
"Rábahídvég";"40";"12";"2";" ";
"Sárfimizdó";"1";"1";"1";" ";
"Szemenye";"14";"5";"3";" ";
"Telekes";"23";"9";"4";" ";
"Vasvár";"178";"88";"48";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"13841";"7166";"4351";" ";
"Keszthelyi járás";"2052";"922";"585";" ";
"Alsópáhok";"43";"16";"7";" ";
"Balatongyörök";"22";"6";"3";" ";
"Bókaháza";"32";"12";"9";" ";
"Cserszegtomaj";"77";"30";"15";" ";
"Dióskál";"41";"23";"16";" ";
"Egeraracsa";"33";"18";"7";" ";
"Esztergályhorváti";"44";"22";"13";" ";
"Felsõpáhok";"18";"7";"4";" ";
"Gétye";"10";"7";"6";" ";
"Gyenesdiás";"122";"49";"37";" ";
"Hévíz";"85";"40";"28";" ";
"Karmacs";"67";"36";"29";" ";
"Keszthely";"779";"356";"236";" ";
"Ligetfalva";" ";" ";" ";" ";
"Nemesbük";"30";"11";"6";" ";
"Rezi";"79";"30";"19";" ";
"Sármellék";"104";"48";"31";" ";
"Szentgyörgyvár";"19";"5";"3";" ";
"Vállus";"9";"2";" ";" ";
"Várvölgy";"63";"32";"24";" ";
"Vindornyafok";"5";"2";"1";" ";
"Vindornyalak";"10";"5";"5";" ";
"Vindornyaszõlõs";"22";"7";"5";" ";
"Vonyarcvashegy";"70";"23";"16";" ";
"Zalaapáti";"82";"42";"24";" ";
"Zalacsány";"65";"29";"13";" ";
"Zalaköveskút";"2";"1";" ";" ";
"Zalaszántó";"54";"34";"18";" ";
"Zalaszentmárton";"2";"1";"1";" ";
"Zalavár";"63";"28";"9";" ";
"Lenti járás";"906";"407";"219";" ";
"Alsószenterzsébet";"2";"2";" ";" ";
"Baglad";"7";"3";"1";" ";
"Barlahida";"15";"5";"3";" ";
"Belsõsárd";"4";" ";" ";" ";
"Bödeháza";"2";" ";" ";" ";
"Csesztreg";"21";"5";"1";" ";
"Csömödér";"37";"20";"11";" ";
"Dobri";"15";"7";"6";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"4";"1";"1";" ";
"Gosztola";"1";" ";" ";" ";
"Hernyék";"11";"8";"4";" ";
"Iklódbördõce";"17";"14";"8";" ";
"Kálócfa";"9";"2";"1";" ";
"Kányavár";"8";"5";"2";" ";
"Kerkabarabás";"8";"1";"1";" ";
"Kerkafalva";"6";"3";"2";" ";
"Kerkakutas";"8";"1";" ";" ";
"Kerkateskánd";"13";"3";" ";" ";
"Kissziget";"15";"8";"6";" ";
"Kozmadombja";"4";" ";" ";" ";
"Külsõsárd";"5";"2";"2";" ";
"Lendvadedes";"2";" ";" ";" ";
"Lendvajakabfa";"1";"1";"1";" ";
"Lenti";"308";"135";"67";" ";
"Lovászi";"54";"27";"13";" ";
"Magyarföld";"4";"1";"1";" ";
"Márokföld";"3";"1";"1";" ";
"Mikekarácsonyfa";"38";"31";"16";" ";
"Nemesnép";"2";"1";"1";" ";
"Nova";"36";"11";"5";" ";
"Ortaháza";"7";"5";"2";" ";
"Páka";"39";"10";"4";" ";
"Pórszombat";"6";"1";"1";" ";
"Pördefölde";"6";"2";"2";" ";
"Pusztaapáti";"1";"1";"1";" ";
"Ramocsa";"3";"1";" ";" ";
"Rédics";"45";"20";"12";" ";
"Resznek";"22";"15";"9";" ";
"Szécsisziget";"8";"3";"3";" ";
"Szentgyörgyvölgy";"22";"9";"7";" ";
"Szijártóháza";"2";" ";" ";" ";
"Szilvágy";"4";" ";" ";" ";
"Tormafölde";"13";"10";"7";" ";
"Tornyiszentmiklós";"18";"13";"9";" ";
"Zalabaksa";"41";"13";"5";" ";
"Zalaszombatfa";"2";"1";" ";" ";
"Zebecke";"7";"5";"3";" ";
"Letenyei járás";"869";"456";"284";" ";
"Bánokszentgyörgy";"30";"19";"11";" ";
"Bázakerettye";"30";"14";"7";" ";
"Becsehely";"100";"55";"42";" ";
"Borsfa";"23";"10";"5";" ";
"Bucsuta";"16";"4";"2";" ";
"Csörnyeföld";"24";"16";"10";" ";
"Kerkaszentkirály";"4";"1";"1";" ";
"Kiscsehi";"9";"8";"4";" ";
"Kistolmács";"15";"11";"7";" ";
"Lasztonya";"13";"10";"6";" ";
"Letenye";"214";"113";"73";" ";
"Lispeszentadorján";"40";"20";"13";" ";
"Maróc";"13";"3";"2";" ";
"Molnári";"30";"10";"8";" ";
"Murarátka";"12";"6";"3";" ";
"Muraszemenye";"44";"21";"11";" ";
"Oltárc";"25";"10";"4";" ";
"Petrivente";"27";"6";"1";" ";
"Pusztamagyaród";"40";"28";"20";" ";
"Semjénháza";"13";"9";"7";" ";
"Szentliszló";"16";"9";"4";" ";
"Szentmargitfalva";"12";"5";"4";" ";
"Tótszentmárton";"40";"23";"16";" ";
"Tótszerdahely";"44";"24";"11";" ";
"Valkonya";"1";"1";"1";" ";
"Várfölde";"15";"8";"5";" ";
"Zajk";"19";"12";"6";" ";
"Nagykanizsai járás";"4396";"2448";"1648";" ";
"Alsórajk";"17";"9";"4";" ";
"Balatonmagyaród";"23";"10";"7";" ";
"Belezna";"78";"57";"41";" ";
"Bocska";"34";"27";"16";" ";
"Börzönce";"10";"7";"7";" ";
"Csapi";"13";"10";"7";" ";
"Eszteregnye";"42";"16";"10";" ";
"Felsõrajk";"26";"14";"6";" ";
"Fityeház";"31";"16";"8";" ";
"Fûzvölgy";"9";"3";"2";" ";
"Galambok";"73";"31";"18";" ";
"Garabonc";"73";"32";"21";" ";
"Gelse";"62";"34";"25";" ";
"Gelsesziget";"14";"6";"5";" ";
"Hahót";"96";"62";"44";" ";
"Homokkomárom";"14";"10";"9";" ";
"Hosszúvölgy";"19";"13";"8";" ";
"Kacorlak";"12";"6";"6";" ";
"Kerecseny";"23";"9";"4";" ";
"Kilimán";"18";"8";"5";" ";
"Kisrécse";"22";"13";"12";" ";
"Liszó";"33";"17";"10";" ";
"Magyarszentmiklós";"19";"12";"7";" ";
"Magyarszerdahely";"31";"19";"12";" ";
"Miháld";"85";"58";"29";" ";
"Murakeresztúr";"105";"41";"23";" ";
"Nagybakónak";"44";"29";"22";" ";
"Nagykanizsa";"2398";"1415";"980";" ";
"Nagyrada";"53";"19";"12";" ";
"Nagyrécse";"32";"11";"5";" ";
"Nemespátró";"21";"13";"10";" ";
"Orosztony";"47";"30";"26";" ";
"Pat";"17";"9";"4";" ";
"Pölöskefõ";"19";"11";"8";" ";
"Pötréte";"16";"13";"4";" ";
"Rigyác";"45";"29";"12";" ";
"Sand";"11";"6";"4";" ";
"Sormás";"36";"15";"7";" ";
"Surd";"45";"18";"14";" ";
"Szepetnek";"112";"62";"44";" ";
"Újudvar";"51";"17";"9";" ";
"Zalakaros";"61";"31";"21";" ";
"Zalakomár";"239";"94";"62";" ";
"Zalamerenye";"9";"5";"4";" ";
"Zalasárszeg";"5";"1";" ";" ";
"Zalaszabar";"58";"37";"26";" ";
"Zalaszentbalázs";"60";"26";"15";" ";
"Zalaszentjakab";"27";"14";"11";" ";
"Zalaújlak";"8";"3";"2";" ";
"Zalaegerszegi járás";"4781";"2546";"1385";" ";
"Alibánfa";"17";"4";" ";" ";
"Almásháza";"5";"4";"1";" ";
"Alsónemesapáti";"48";"27";"17";" ";
"Babosdöbréte";"24";"17";"8";" ";
"Bagod";"47";"21";"10";" ";
"Bak";"77";"37";"20";" ";
"Baktüttös";"48";"33";"22";" ";
"Becsvölgye";"46";"27";"11";" ";
"Bezeréd";"6";"2";" ";" ";
"Bocfölde";"58";"32";"12";" ";
"Boncodfölde";"8";"4";" ";" ";
"Böde";"6";"4";"2";" ";
"Búcsúszentlászló";"13";"5";"2";" ";
"Csatár";"30";"12";"8";" ";
"Csertalakos";"5";"5";"4";" ";
"Csonkahegyhát";"23";"12";"6";" ";
"Csöde";"3";"1";" ";" ";
"Dobronhegy";"5";"3";"1";" ";
"Egervár";"33";"15";"10";" ";
"Gellénháza";"43";"20";"9";" ";
"Gombosszeg";"2";"2";" ";" ";
"Gõsfa";"21";"3";"2";" ";
"Gutorfölde";"44";"16";"6";" ";
"Gyûrûs";"16";"9";"3";" ";
"Hagyárosbörönd";"20";"10";"6";" ";
"Hottó";"9";"5";"3";" ";
"Iborfia";"1";"1";"1";" ";
"Kávás";"11";"3";"1";" ";
"Kemendollár";"28";"21";"13";" ";
"Keménfa";"4";"2";"1";" ";
"Kisbucsa";"27";"11";"4";" ";
"Kiskutas";"17";"7";"5";" ";
"Kispáli";"9";"5";"2";" ";
"Kustánszeg";"30";"15";"6";" ";
"Lakhegy";"22";"14";"9";" ";
"Lickóvadamos";"9";"5";"3";" ";
"Milejszeg";"26";"15";"13";" ";
"Misefa";"18";"10";"6";" ";
"Nagykapornak";"49";"23";"14";" ";
"Nagykutas";"26";"10";"5";" ";
"Nagylengyel";"15";"7";"5";" ";
"Nagypáli";"11";"7";"4";" ";
"Nemesapáti";"36";"15";"11";" ";
"Nemeshetés";"22";"13";"9";" ";
"Nemesrádó";"35";"19";"9";" ";
"Nemessándorháza";"22";"8";"3";" ";
"Nemesszentandrás";"22";"10";"8";" ";
"Németfalu";"7";"4";"4";" ";
"Orbányosfa";"4";"2";" ";" ";
"Ormándlak";"5";"5";"5";" ";
"Ozmánbük";"12";"8";"3";" ";
"Pacsa";"139";"95";"42";" ";
"Padár";"6";"4";"1";" ";
"Pálfiszeg";"13";"9";"6";" ";
"Pethõhenye";"30";"15";"4";" ";
"Petrikeresztúr";"17";"9";"5";" ";
