"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2013. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Kiskunlacháza";"354";"157";"96";" ";
"Lórév";"8";"2";" ";" ";
"Makád";"53";"12";"8";" ";
"Ráckeve";"359";"160";"83";" ";
"Szigetbecse";"40";"15";"6";" ";
"Szigetcsép";"85";"32";"20";" ";
"Szigetszentmárton";"61";"22";"6";" ";
"Szigetújfalu";"61";"18";"9";" ";
"Szentendrei járás";"1654";"725";"383";" ";
"Budakalász";"199";"102";"52";" ";
"Csobánka";"84";"29";"16";" ";
"Dunabogdány";"59";"28";"13";" ";
"Kisoroszi";"19";"10";"7";" ";
"Leányfalu";"65";"36";"20";" ";
"Pilisszentkereszt";"45";"16";"14";" ";
"Pilisszentlászló";"26";"14";"5";" ";
"Pócsmegyer";"56";"21";"13";" ";
"Pomáz";"357";"154";"70";" ";
"Szentendre";"523";"238";"135";" ";
"Szigetmonostor";"73";"21";"9";" ";
"Tahitótfalu";"116";"44";"23";" ";
"Visegrád";"32";"12";"6";" ";
"Szigetszentmiklósi járás";"2269";"961";"493";" ";
"Délegyháza";"69";"17";"7";" ";
"Dunaharaszti";"405";"181";"92";" ";
"Dunavarsány";"135";"49";"30";" ";
"Halásztelek";"181";"72";"32";" ";
"Majosháza";"45";"21";"11";" ";
"Szigethalom";"361";"146";"66";" ";
"Szigetszentmiklós";"713";"320";"175";" ";
"Taksony";"102";"43";"22";" ";
"Tököl";"258";"112";"58";" ";
"Szobi járás";"763";"317";"165";" ";
"Bernecebaráti";"36";"14";"10";" ";
"Ipolydamásd";"14";"6";"4";" ";
"Ipolytölgyes";"11";"1";" ";" ";
"Kemence";"38";"23";"10";" ";
"Kismaros";"50";"31";"14";" ";
"Kóspallag";"25";"10";"8";" ";
"Letkés";"64";"12";"4";" ";
"Márianosztra";"25";"7";"2";" ";
"Nagybörzsöny";"32";"13";"2";" ";
"Nagymaros";"156";"64";"30";" ";
"Perõcsény";"12";"2";" ";" ";
"Szob";"46";"19";"11";" ";
"Szokolya";"52";"28";"17";" ";
"Tésa";"1";"1";"1";" ";
"Vámosmikola";"63";"35";"23";" ";
"Verõce";"120";"46";"25";" ";
"Zebegény";"18";"5";"4";" ";
"Váci járás";"1968";"1039";"648";" ";
"Acsa";"52";"23";"11";" ";
"Csörög";"129";"81";"59";" ";
"Csõvár";"11";"5";"3";" ";
"Galgagyörk";"62";"36";"26";" ";
"Kisnémedi";"19";"9";"5";" ";
"Kosd";"73";"47";"31";" ";
"Õrbottyán";"166";"99";"74";" ";
"Penc";"34";"14";"7";" ";
"Püspökhatvan";"56";"29";"20";" ";
"Püspökszilágy";"22";"8";"6";" ";
"Rád";"52";"23";"18";" ";
"Szõd";"90";"41";"27";" ";
"Szõdliget";"113";"51";"26";" ";
"Vác";"926";"497";"288";" ";
"Vácduka";"28";"9";"5";" ";
"Váchartyán";"51";"31";"20";" ";
"Váckisújfalu";"27";"10";"5";" ";
"Vácrátót";"57";"26";"17";" ";
"Vecsési járás";"975";"448";"232";" ";
"Ecser";"66";"30";"14";" ";
"Maglód";"232";"84";"46";" ";
"Üllõ";"313";"149";"79";" ";
"Vecsés";"364";"185";"93";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";
"Dunántúl";"113055";"51516";"30932";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"37597";"16088";"9087";" ";
"Fejér megye";"14720";"6871";"4198";" ";
"Bicskei járás";"959";"432";"259";" ";
"Alcsútdoboz";"47";"26";"13";" ";
"Bicske";"325";"147";"92";" ";
"Bodmér";"7";"3";" ";" ";
"Csabdi";"19";"8";"4";" ";
"Csákvár";"129";"45";"29";" ";
"Etyek";"95";"42";"22";" ";
"Felcsút";"45";"16";"7";" ";
"Gánt";"17";"5";"5";" ";
"Mány";"100";"54";"37";" ";
"Óbarok";"27";"14";"8";" ";
"Szár";"26";"11";"5";" ";
"Tabajd";"32";"19";"13";" ";
"Újbarok";"5";"2";" ";" ";
"Vértesacsa";"65";"29";"16";" ";
"Vértesboglár";"20";"11";"8";" ";
"Dunaújvárosi járás";"3582";"1869";"1095";" ";
"Adony";"130";"55";"33";" ";
"Baracs";"113";"55";"31";" ";
"Beloiannisz";"39";"21";"7";" ";
"Besnyõ";"44";"20";"10";" ";
"Daruszentmiklós";"70";"35";"16";" ";
"Dunaújváros";"1821";"994";"607";" ";
"Elõszállás";"105";"65";"42";" ";
"Iváncsa";"84";"39";"17";" ";
"Kisapostag";"52";"26";"18";" ";
"Kulcs";"122";"61";"31";" ";
"Mezõfalva";"237";"128";"81";" ";
"Nagykarácsony";"83";"48";"26";" ";
"Nagyvenyim";"137";"66";"36";" ";
"Perkáta";"157";"77";"46";" ";
"Pusztaszabolcs";"212";"99";"51";" ";
"Rácalmás";"176";"80";"43";" ";
"Enyingi járás";"1190";"532";"364";" ";
"Dég";"98";"40";"22";" ";
"Enying";"547";"269";"190";" ";
"Kisláng";"158";"72";"49";" ";
"Lajoskomárom";"43";"18";"11";" ";
"Lepsény";"188";"73";"49";" ";
"Mátyásdomb";"55";"17";"9";" ";
"Mezõkomárom";"23";"8";"7";" ";
"Mezõszentgyörgy";"59";"30";"25";" ";
"Szabadhídvég";"19";"5";"2";" ";
"Gárdonyi járás";"794";"362";"249";" ";
"Gárdony";"233";"98";"66";" ";
"Kápolnásnyék";"109";"45";"31";" ";
"Nadap";"13";"5";"4";" ";
"Pákozd";"85";"39";"23";" ";
"Pázmánd";"51";"32";"21";" ";
"Sukoró";"17";"5";"1";" ";
"Szabadegyháza";"90";"55";"39";" ";
"Velence";"118";"50";"41";" ";
"Vereb";"24";"8";"5";" ";
"Zichyújfalu";"54";"25";"18";" ";
"Martonvásári járás";"969";"433";"222";" ";
"Baracska";"83";"38";"25";" ";
"Ercsi";"472";"215";"94";" ";
"Gyúró";"38";"14";"8";" ";
"Kajászó";"38";"14";"7";" ";
"Martonvásár";"129";"55";"34";" ";
"Ráckeresztúr";"112";"56";"31";" ";
"Tordas";"20";"6";"4";" ";
"Vál";"77";"35";"19";" ";
"Móri járás";"809";"268";"158";" ";
"Bakonycsernye";"72";"21";"15";" ";
"Balinka";"34";"7";"4";" ";
"Bodajk";"116";"42";"31";" ";
"Csákberény";"34";"11";"7";" ";
"Csókakõ";"27";"10";"6";" ";
"Fehérvárcsurgó";"58";"12";"7";" ";
"Isztimér";"14";"4";"1";" ";
"Kincsesbánya";"45";"15";"6";" ";
"Magyaralmás";"23";"9";"5";" ";
"Mór";"333";"121";"65";" ";
"Nagyveleg";"10";"3";"2";" ";
"Pusztavám";"40";"12";"8";" ";
"Söréd";"3";"1";"1";" ";
"Sárbogárdi járás";"2047";"1093";"728";" ";
"Alap";"101";"52";"40";" ";
"Alsószentiván";"25";"9";"6";" ";
"Cece";"166";"95";"75";" ";
"Hantos";"50";"16";"10";" ";
"Igar";"144";"74";"46";" ";
"Mezõszilas";"118";"40";"21";" ";
"Nagylók";"55";"22";"14";" ";
"Sárbogárd";"904";"488";"310";" ";
"Sáregres";"29";"14";"11";" ";
"Sárkeresztúr";"284";"195";"134";" ";
"Sárszentágota";"83";"36";"26";" ";
"Vajta";"88";"52";"35";" ";
"Székesfehérvári járás";"4370";"1882";"1123";" ";
"Aba";"167";"63";"34";" ";
"Bakonykúti";"1";" ";" ";" ";
"Csór";"59";"26";"15";" ";
"Csõsz";"44";"8";"5";" ";
"Füle";"42";"16";"8";" ";
"Iszkaszentgyörgy";"53";"14";"10";" ";
"Jenõ";"46";"17";"11";" ";
"Káloz";"109";"53";"38";" ";
"Kõszárhegy";"68";"31";"16";" ";
"Lovasberény";"91";"36";"21";" ";
"Moha";"14";"7";"5";" ";
"Nádasdladány";"112";"46";"27";" ";
"Pátka";"77";"37";"24";" ";
"Polgárdi";"269";"112";"69";" ";
"Sárkeresztes";"36";"13";"10";" ";
"Sárkeszi";"28";"11";"5";" ";
"Sárosd";"166";"69";"42";" ";
"Sárszentmihály";"121";"59";"38";" ";
"Seregélyes";"146";"63";"40";" ";
"Soponya";"109";"32";"18";" ";
"Szabadbattyán";"205";"94";"56";" ";
"Székesfehérvár";"2209";"1009";"598";" ";
"Tác";"43";"14";"6";" ";
"Úrhida";"68";"28";"13";" ";
"Zámoly";"87";"24";"14";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";
"Komárom-Esztergom megye";"9734";"3870";"2000";" ";
"Esztergomi járás";"3128";"1272";"713";" ";
"Annavölgy";"25";"8";"5";" ";
"Bajna";"87";"36";"14";" ";
"Bajót";"68";"21";"13";" ";
"Csolnok";"52";"20";"13";" ";
"Dág";"37";"15";"9";" ";
"Dorog";"485";"216";"131";" ";
"Dömös";"31";"12";"6";" ";
"Epöl";"25";"9";"6";" ";
"Esztergom";"910";"361";"194";" ";
"Kesztölc";"99";"42";"21";" ";
"Lábatlan";"195";"65";"35";" ";
"Leányvár";"48";"18";"6";" ";
"Máriahalom";"16";"8";"2";" ";
"Mogyorósbánya";"14";"3";" ";" ";
"Nagysáp";"83";"45";"26";" ";
"Nyergesújfalu";"201";"78";"38";" ";
"Piliscsév";"89";"47";"29";" ";
"Pilismarót";"59";"19";"11";" ";
"Sárisáp";"106";"40";"21";" ";
"Süttõ";"52";"22";"11";" ";
"Tát";"120";"47";"21";" ";
"Tokod";"172";"73";"54";" ";
"Tokodaltáró";"114";"48";"32";" ";
"Úny";"40";"19";"15";" ";
"Kisbéri járás";"685";"266";"150";" ";
"Ácsteszér";"26";"3";" ";" ";
"Aka";"8";"4";"2";" ";
"Ászár";"34";"7";"5";" ";
"Bakonybánk";"25";"1";" ";" ";
"Bakonysárkány";"18";"6";"3";" ";
"Bakonyszombathely";"50";"23";"9";" ";
"Bársonyos";"19";"5";"3";" ";
"Császár";"91";"52";"34";" ";
"Csatka";"12";"2";"2";" ";
"Csép";"26";"16";"12";" ";
"Ete";"14";"8";"6";" ";
"Kerékteleki";"21";"3";"2";" ";
"Kisbér";"149";"54";"26";" ";
"Réde";"62";"28";"18";" ";
"Súr";"33";"14";"6";" ";
"Tárkány";"80";"32";"17";" ";
"Vérteskethely";"17";"8";"5";" ";
"Komáromi járás";"1174";"432";"213";" ";
"Ács";"207";"79";"45";" ";
"Almásfüzitõ";"63";"28";"16";" ";
"Bábolna";"62";"23";"11";" ";
"Bana";"39";"12";"7";" ";
"Csém";"27";"10";"5";" ";
"Kisigmánd";"26";"5";"3";" ";
"Komárom";"575";"204";"82";" ";
"Mocsa";"93";"40";"24";" ";
"Nagyigmánd";"82";"31";"20";" ";
"Oroszlányi járás";"778";"303";"165";" ";
"Bokod";"46";"7";"6";" ";
"Dad";"25";"11";"7";" ";
"Kecskéd";"51";"18";"11";" ";
"Kömlõd";"38";"10";"5";" ";
"Oroszlány";"577";"243";"127";" ";
"Szákszend";"41";"14";"9";" ";
"Tatai járás";"1186";"466";"219";" ";
"Baj";"68";"29";"14";" ";
"Dunaalmás";"51";"19";"8";" ";
"Dunaszentmiklós";"14";"6";"1";" ";
"Kocs";"60";"23";"14";" ";
"Naszály";"62";"19";"8";" ";
"Neszmély";"58";"23";"9";" ";
"Szomód";"51";"16";"8";" ";
"Tardos";"54";"19";"7";" ";
"Tata";"756";"308";"148";" ";
"Vértestolna";"12";"4";"2";" ";
"Tatabányai járás";"2783";"1131";"540";" ";
"Gyermely";"20";"9";"5";" ";
"Héreg";"22";"12";"5";" ";
"Környe";"132";"48";"24";" ";
"Szárliget";"64";"17";"9";" ";
"Szomor";"15";"6";"2";" ";
"Tarján";"60";"26";"15";" ";
"Tatabánya";"2353";"963";"456";" ";
"Várgesztes";"11";"5";"2";" ";
"Vértessomló";"27";"7";"5";" ";
"Vértesszõlõs";"79";"38";"17";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"13143";"5347";"2889";" ";
"Ajkai járás";"1266";"537";"267";" ";
"Ajka";"903";"390";"192";" ";
"Csehbánya";"9";"3";"1";" ";
"Farkasgyepû";"8";"4";" ";" ";
"Halimba";"45";"25";"12";" ";
"Kislõd";"48";"13";"8";" ";
"Magyarpolány";"43";"25";"12";" ";
"Nyirád";"61";"24";"11";" ";
"Öcs";"13";"8";"4";" ";
"Szõc";"17";"9";"3";" ";
"Úrkút";"75";"24";"13";" ";
"Városlõd";"44";"12";"11";" ";
"Balatonalmádi járás";"1005";"358";"217";" ";
"Balatonakarattya";" ";" ";" ";" ";
"Balatonalmádi";"318";"124";"83";" ";
"Balatonfõkajár";"88";"25";"14";" ";
"Balatonfûzfõ";"152";"57";"32";" ";
"Balatonkenese";"153";"47";"31";" ";
"Csajág";"51";"16";"11";" ";
"Felsõörs";"53";"17";"10";" ";
"Királyszentistván";"12";"4";"1";" ";
"Küngös";"36";"18";"10";" ";
"Litér";"69";"27";"14";" ";
"Papkeszi";"73";"23";"11";" ";
"Balatonfüredi járás";"929";"256";"140";" ";
"Alsóörs";"31";"10";"2";" ";
"Aszófõ";"22";"5";"4";" ";
"Balatonakali";"20";"6";"4";" ";
"Balatoncsicsó";"8";" ";" ";" ";
"Balatonfüred";"525";"147";"90";" ";
"Balatonszepezd";"15";"6";"4";" ";
"Balatonszõlõs";"20";"5";"2";" ";
"Balatonudvari";"14";"2";"2";" ";
"Csopak";"49";"16";"5";" ";
"Dörgicse";"16";"4";"1";" ";
"Lovas";"13";"5";"3";" ";
"Monoszló";"9";"1";"1";" ";
"Óbudavár";"2";"1";" ";" ";
"Örvényes";"9";" ";" ";" ";
"Paloznak";"11";"4";"2";" ";
"Pécsely";"18";"4";"2";" ";
"Szentantalfa";"18";"3";" ";" ";
"Szentjakabfa";"12";"6";"3";" ";
"Tagyon";"9";"2";" ";" ";
"Tihany";"57";"15";"11";" ";
"Vászoly";"11";"5";"3";" ";
"Zánka";"40";"9";"1";" ";
"Devecseri járás";"853";"353";"138";" ";
"Adorjánháza";"36";"13";"7";" ";
"Apácatorna";"6";"5";"3";" ";
"Borszörcsök";"52";"19";"5";" ";
"Csögle";"37";"18";"8";" ";
"Dabrony";"18";"7";"4";" ";
"Devecser";"247";"97";"39";" ";
"Doba";"24";"11";"5";" ";
"Egeralja";"12";"6";"4";" ";
"Iszkáz";"13";"5";"2";" ";
"Kamond";"23";"10";"1";" ";
"Karakószörcsök";"17";"10";"2";" ";
"Kerta";"35";"17";"5";" ";
"Kisberzseny";"6";"4";" ";" ";
"Kiscsõsz";"8";"3";"1";" ";
"Kispirit";"7";"2";" ";" ";
"Kisszõlõs";"13";"5";" ";" ";
"Kolontár";"36";"11";"4";" ";
"Nagyalásony";"9";"5";"1";" ";
"Nagypirit";"4";"1";"1";" ";
"Noszlop";"46";"14";"3";" ";
"Oroszi";"8";"5";"2";" ";
"Pusztamiske";"32";"14";"11";" ";
"Somlójenõ";"26";"7";"1";" ";
"Somlószõlõs";"28";"10";"7";" ";
"Somlóvásárhely";"70";"39";"18";" ";
"Somlóvecse";" ";" ";" ";" ";
"Tüskevár";"29";"12";"4";" ";
"Vid";"11";"3";" ";" ";
"Pápai járás";"2446";"1106";"577";" ";
"Adásztevel";"34";"13";"8";" ";
"Bakonyjákó";"9";"3";"1";" ";
"Bakonykoppány";"7";"3";"1";" ";
"Bakonypölöske";"24";"12";"4";" ";
"Bakonyság";"2";"1";"1";" ";
"Bakonyszentiván";"24";"10";"7";" ";
"Bakonyszücs";"20";"8";"5";" ";
"Bakonytamási";"34";"12";"8";" ";
"Béb";"11";"6";"3";" ";
"Békás";"11";"4";"2";" ";
"Csót";"73";"34";"8";" ";
"Dáka";"8";"2";"1";" ";
"Döbrönte";"5";" ";" ";" ";
"Egyházaskeszõ";"19";"8";"7";" ";
"Ganna";"12";"6";"2";" ";
"Gecse";"16";"9";"1";" ";
"Gic";"9";"2";" ";" ";
"Homokbödöge";"28";"12";"5";" ";
"Kemeneshõgyész";"5";"2";"1";" ";
"Kemenesszentpéter";"31";"12";"7";" ";
"Kup";"23";"10";"5";" ";
"Külsõvat";"13";"8";"4";" ";
"Lovászpatona";"51";"25";"21";" ";
"Magyargencs";"23";"7";"5";" ";
"Malomsok";"21";"10";"4";" ";
"Marcalgergelyi";"15";"3";"2";" ";
"Marcaltõ";"11";"2";"1";" ";
"Mezõlak";"29";"9";"6";" ";
"Mihályháza";"33";"16";"13";" ";
"Nagyacsád";"31";"13";"4";" ";
"Nagydém";"38";"22";"13";" ";
"Nagygyimót";"9";"1";"1";" ";
"Nagytevel";"23";"8";"5";" ";
"Nemesgörzsöny";"24";"7";"5";" ";
"Nemesszalók";"31";"16";"4";" ";
"Németbánya";"7";"2";"1";" ";
"Nóráp";"8";"3";"3";" ";
"Nyárád";"35";"19";"11";" ";
"Pápa";"1296";"621";"318";" ";
"Pápadereske";"11";"7";"5";" ";
"Pápakovácsi";"11";"3";" ";" ";
"Pápasalamon";"31";"14";"4";" ";
"Pápateszér";"89";"38";"13";" ";
"Takácsi";"30";"11";"6";" ";
"Ugod";"48";"26";"18";" ";
"Vanyola";"51";"20";"14";" ";
"Várkeszõ";"9";"3";"1";" ";
"Vaszar";"53";"17";"15";" ";
"Vinár";"10";"6";"3";" ";
"Sümegi járás";"748";"338";"198";" ";
"Bazsi";"24";"15";"8";" ";
"Bodorfa";"1";"1";" ";" ";
"Csabrendek";"120";"66";"34";" ";
"Dabronc";"37";"8";"4";" ";
"Gógánfa";"58";"29";"21";" ";
"Gyepükaján";"20";"6";"2";" ";
"Hetyefõ";"5";"3";"3";" ";
"Hosztót";"1";" ";" ";" ";
"Káptalanfa";"36";"11";"4";" ";
"Megyer";"5";"1";"1";" ";
"Nemeshany";"24";"12";"6";" ";
"Rigács";"19";"10";"8";" ";
"Sümeg";"291";"120";"73";" ";
"Sümegprága";"35";"20";"12";" ";
"Szentimrefalva";"9";"2";"2";" ";
"Ukk";"15";"10";"8";" ";
"Veszprémgalsa";"12";"4";"2";" ";
"Zalaerdõd";"15";"9";"5";" ";
"Zalagyömörõ";"10";"4";"3";" ";
"Zalameggyes";"1";" ";" ";" ";
"Zalaszegvár";"10";"7";"2";" ";
"Tapolcai járás";"1297";"502";"253";" ";
"Ábrahámhegy";"10";"1";"1";" ";
"Badacsonytomaj";"55";"13";"10";" ";
"Badacsonytördemic";"43";"11";"2";" ";
"Balatonederics";"43";"13";"6";" ";
"Balatonhenye";"6";"2";"2";" ";
"Balatonrendes";"9";"1";"1";" ";
"Gyulakeszi";"35";"15";"6";" ";
"Hegyesd";"5";"3";"2";" ";
"Hegymagas";"10";"6";"4";" ";
"Kapolcs";"27";"17";"12";" ";
"Káptalantóti";"15";"6";"2";" ";
"Kékkút";"5";"1";"1";" ";
"Kisapáti";"18";"4";"3";" ";
"Kõvágóörs";"47";"11";"4";" ";
"Köveskál";"34";"17";"8";" ";
"Lesencefalu";"26";"19";"11";" ";
"Lesenceistvánd";"47";"22";"10";" ";
"Lesencetomaj";"32";"16";"5";" ";
"Mindszentkálla";"27";"8";"1";" ";
"Monostorapáti";"27";"7";"4";" ";
"Nemesgulács";"33";"12";"8";" ";
"Nemesvita";"18";"7";"4";" ";
"Raposka";"11";"4";"3";" ";
"Révfülöp";"31";"10";"3";" ";
"Salföld";"3";"1";"1";" ";
"Sáska";"10";"7";"4";" ";
"Szentbékkálla";"16";"6";"2";" ";
"Szigliget";"38";"12";"4";" ";
"Taliándörögd";"26";"16";"7";" ";
"Tapolca";"528";"217";"117";" ";
"Uzsa";"9";"4";"1";" ";
"Vigántpetend";"16";"6";"2";" ";
"Zalahaláp";"37";"7";"2";" ";
"Várpalotai járás";"1565";"607";"337";" ";
"Berhida";"318";"122";"69";" ";
"Jásd";"12";"4";"2";" ";
"Õsi";"75";"28";"20";" ";
"Öskü";"70";"25";"8";" ";
"Pétfürdõ";"182";"72";"39";" ";
"Tés";"32";"10";"3";" ";
"Várpalota";"852";"336";"194";" ";
"Vilonya";"24";"10";"2";" ";
"Veszprémi járás";"2370";"1042";"613";" ";
"Bánd";"17";"3";"1";" ";
"Barnag";"13";"6";"5";" ";
"Eplény";"12";"2";"1";" ";
"Hajmáskér";"137";"50";"31";" ";
"Hárskút";"17";"5";"1";" ";
"Herend";"72";"30";"15";" ";
"Hidegkút";"13";"5";"3";" ";
"Márkó";"26";"7";"2";" ";
"Mencshely";"11";"5";"3";" ";
"Nagyvázsony";"46";"16";"10";" ";
"Nemesvámos";"70";"26";"11";" ";
"Pula";"9";"3";" ";" ";
"Sóly";"13";"5";"2";" ";
"Szentgál";"78";"19";"8";" ";
"Szentkirályszabadja";"94";"38";"20";" ";
"Tótvázsony";"28";"8";"3";" ";
"Veszprém";"1704";"810";"494";" ";
"Veszprémfajsz";"6";"2";"2";" ";
"Vöröstó";"4";"2";"1";" ";
"Zirci járás";"664";"248";"149";" ";
"Bakonybél";"57";"18";"12";" ";
"Bakonynána";"29";"6";"4";" ";
"Bakonyoszlop";"11";"2";"1";" ";
"Bakonyszentkirály";"38";"17";"12";" ";
"Borzavár";"35";"11";"6";" ";
"Csesznek";"28";"12";"5";" ";
"Csetény";"52";"17";"14";" ";
"Dudar";"49";"14";"8";" ";
"Lókút";"33";"7";"3";" ";
