"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2015. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Nyáregyháza";"32,01";"3666,0";"2642,0";"103";"61";"42";" ";
"Pánd";"22,21";"1946,5";"1306,0";"75";"47";"27";" ";
"Péteri";"11,89";"2225,5";"1603,0";"62";"40";"28";" ";
"Pilis";"47,35";"11503,5";"7967,0";"388";"194";"123";" ";
"Vasad";"33,41";"1901,5";"1347,0";"45";"20";"12";" ";
"Nagykátai járás";"687,91";"71371,0";"48301,0";"2358";"1200";"713";" ";
"Farmos";"40,12";"3427,0";"2285,0";"121";"68";"37";" ";
"Kóka";"44,36";"4285,5";"2936,0";"110";"52";"32";" ";
"Mende";"27,15";"4149,0";"2824,0";"79";"37";"21";" ";
"Nagykáta";"81,61";"12408,0";"8334,0";"481";"284";"180";" ";
"Sülysáp";"47,19";"8246,0";"5629,0";"194";"105";"61";" ";
"Szentlõrinckáta";"20,15";"1895,0";"1258,0";"46";"15";"12";" ";
"Szentmártonkáta";"52,18";"4836,0";"3327,0";"210";"78";"43";" ";
"Tápióbicske";"48,48";"3356,5";"2253,0";"149";"72";"37";" ";
"Tápiógyörgye";"53,31";"3366,0";"2202,0";"110";"48";"35";" ";
"Tápióság";"33,54";"2554,0";"1745,0";"44";"21";"12";" ";
"Tápiószecsõ";"38,38";"6063,0";"4230,0";"111";"45";"20";" ";
"Tápiószele";"36,99";"5890,0";"4032,0";"263";"132";"73";" ";
"Tápiószentmárton";"102,91";"5169,0";"3414,0";"159";"92";"54";" ";
"Tóalmás";"39,35";"3214,0";"2168,0";"236";"130";"80";" ";
"Úri";"22,19";"2512,0";"1664,0";"45";"21";"16";" ";
"Nagykõrösi járás";"349,25";"27422,0";"18155,0";"1399";"890";"627";" ";
"Kocsér";"67,28";"1836,5";"1201,0";"65";"35";"24";" ";
"Nagykõrös";"227,94";"23641,5";"15597,0";"1202";"763";"552";" ";
"Nyársapát";"54,03";"1944,0";"1357,0";"132";"92";"51";" ";
"Pilisvörösvári járás";"130,81";"53206,0";"35088,0";"717";"399";"274";" ";
"Pilisborosjenõ";"9,27";"3590,5";"2410,0";"44";"25";"19";" ";
"Piliscsaba";"25,57";"8123,5";"5236,0";"147";"85";"63";" ";
"Pilisjászfalu";"6,97";"1575,0";"1099,0";"28";"19";"12";" ";
"Pilisszántó";"15,96";"2894,5";"1945,0";"47";"23";"15";" ";
"Pilisszentiván";"8,12";"4174,0";"2798,0";"59";"36";"20";" ";
"Pilisvörösvár";"24,30";"13899,0";"9274,0";"148";"85";"63";" ";
"Solymár";"17,86";"10070,0";"6602,0";"114";"56";"35";" ";
"Tinnye";"16,10";"1664,5";"1142,0";"50";"26";"17";" ";
"Üröm";"6,66";"7215,0";"4582,0";"80";"44";"30";" ";
"Ráckevei járás";"417,05";"35776,0";"23566,0";"1138";"655";"453";" ";
"Apaj";"71,04";"1202,5";"840,0";"29";"17";"11";" ";
"Áporka";"17,47";"1084,5";"732,0";"19";"9";"6";" ";
"Dömsöd";"72,42";"5635,0";"3714,0";"278";"161";"117";" ";
"Kiskunlacháza";"93,50";"8783,5";"5828,0";"292";"180";"135";" ";
"Lórév";"9,88";"291,5";"199,0";"6";"2";"2";" ";
"Makád";"31,77";"1147,0";"776,0";"23";"9";"2";" ";
"Ráckeve";"64,09";"10014,5";"6554,0";"288";"162";"107";" ";
"Szigetbecse";"17,12";"1263,0";"846,0";"40";"17";"11";" ";
"Szigetcsép";"18,20";"2303,0";"1481,0";"60";"40";"29";" ";
"Szigetszentmárton";"10,73";"2122,0";"1367,0";"65";"38";"23";" ";
"Szigetújfalu";"10,83";"1929,5";"1229,0";"38";"20";"10";" ";
"Szentendrei járás";"326,58";"78810,0";"52047,0";"1195";"642";"398";" ";
"Budakalász";"15,17";"10666,5";"6879,0";"134";"74";"49";" ";
"Csobánka";"22,76";"3197,5";"2304,0";"60";"33";"14";" ";
"Dunabogdány";"25,50";"3078,5";"2029,0";"45";"28";"21";" ";
"Kisoroszi";"10,94";"947,0";"597,0";"14";"10";"6";" ";
"Leányfalu";"15,37";"3550,5";"2241,0";"52";"29";"18";" ";
"Pilisszentkereszt";"17,21";"2120,5";"1494,0";"28";"14";"7";" ";
"Pilisszentlászló";"17,75";"1158,5";"763,0";"21";"10";"5";" ";
"Pócsmegyer";"13,08";"2034,0";"1332,0";"37";"18";"10";" ";
"Pomáz";"49,03";"16694,0";"11195,0";"245";"131";"79";" ";
"Szentendre";"43,82";"25672,0";"16737,0";"406";"223";"148";" ";
"Szigetmonostor";"23,51";"2318,5";"1575,0";"58";"28";"18";" ";
"Tahitótfalu";"39,17";"5535,5";"3805,0";"74";"36";"18";" ";
"Visegrád";"33,27";"1837,0";"1096,0";"21";"8";"5";" ";
"Szigetszentmiklósi járás";"211,28";"112743,5";"76943,0";"2121";"1156";"743";" ";
"Délegyháza";"25,42";"3783,5";"2652,0";"69";"29";"18";" ";
"Dunaharaszti";"29,17";"20892,5";"13751,0";"345";"208";"132";" ";
"Dunavarsány";"22,52";"7588,0";"5190,0";"151";"93";"60";" ";
"Halásztelek";"8,64";"9632,0";"6623,0";"168";"88";"52";" ";
"Majosháza";"11,42";"1546,5";"1061,0";"45";"30";"23";" ";
"Szigethalom";"9,12";"17060,0";"11786,0";"376";"208";"133";" ";
"Szigetszentmiklós";"45,65";"35993,0";"24729,0";"680";"333";"214";" ";
"Taksony";"20,85";"6139,0";"4178,0";"85";"49";"33";" ";
"Tököl";"38,49";"10109,0";"6973,0";"202";"118";"78";" ";
"Szobi járás";"438,32";"24409,5";"15898,0";"571";"317";"212";" ";
"Bernecebaráti";"37,69";"889,0";"585,0";"21";"10";"6";" ";
"Ipolydamásd";"11,60";"356,5";"235,0";"4";"4";"2";" ";
"Ipolytölgyes";"13,66";"425,5";"349,0";"7";" ";" ";" ";
"Kemence";"42,75";"963,0";"614,0";"41";"18";"13";" ";
"Kismaros";"11,96";"2212,0";"1445,0";"31";"16";"12";" ";
"Kóspallag";"12,77";"752,0";"494,0";"16";"8";"4";" ";
"Letkés";"24,55";"1123,0";"797,0";"19";"12";"9";" ";
"Márianosztra";"20,26";"840,0";"591,0";"15";"6";"2";" ";
"Nagybörzsöny";"50,66";"692,0";"437,0";"33";"15";"12";" ";
"Nagymaros";"34,37";"4719,0";"2958,0";"119";"77";"52";" ";
"Perõcsény";"41,40";"291,0";"164,0";"5";"3";"2";" ";
"Szob";"17,97";"2695,0";"1812,0";"45";"18";"11";" ";
"Szokolya";"59,05";"1804,0";"1216,0";"47";"31";"15";" ";
"Tésa";"4,38";"82,5";"53,0";"3";"3";"3";" ";
"Vámosmikola";"25,29";"1642,5";"1036,0";"57";"37";"32";" ";
"Verõce";"20,33";"3717,0";"2321,0";"83";"45";"27";" ";
"Zebegény";"9,63";"1205,5";"791,0";"25";"14";"10";" ";
"Váci járás";"360,03";"67300,5";"45203,0";"1634";"987";"642";" ";
"Acsa";"26,94";"1398,5";"945,0";"38";"24";"13";" ";
"Csörög";"5,05";"1932,0";"1339,0";"106";"72";"45";" ";
"Csõvár";"17,17";"619,0";"412,0";"13";"2";"2";" ";
"Galgagyörk";"14,72";"1030,0";"688,0";"55";"38";"27";" ";
"Kisnémedi";"13,84";"621,0";"406,0";"15";"9";"4";" ";
"Kosd";"34,09";"2411,5";"1644,0";"60";"39";"28";" ";
"Õrbottyán";"27,38";"7067,5";"4807,0";"155";"87";"58";" ";
"Penc";"21,34";"1537,5";"1092,0";"21";"10";"7";" ";
"Püspökhatvan";"24,72";"1438,0";"959,0";"55";"32";"21";" ";
"Püspökszilágy";"25,30";"725,0";"459,0";"15";"11";"7";" ";
"Rád";"17,74";"1926,5";"1322,0";"42";"26";"11";" ";
"Szõd";"13,53";"3560,0";"2406,0";"56";"34";"20";" ";
"Szõdliget";"7,31";"4459,0";"2960,0";"60";"33";"26";" ";
"Vác";"61,60";"33075,0";"21953,0";"808";"488";"328";" ";
"Vácduka";"8,40";"1449,0";"978,0";"24";"14";"5";" ";
"Váchartyán";"12,11";"1737,0";"1233,0";"50";"29";"17";" ";
"Váckisújfalu";"10,70";"435,5";"288,0";"16";"16";"9";" ";
"Vácrátót";"18,09";"1878,5";"1312,0";"45";"23";"14";" ";
"Vecsési járás";"119,75";"47939,5";"32993,0";"817";"420";"299";" ";
"Ecser";"13,10";"3667,5";"2462,0";"46";"26";"20";" ";
"Maglód";"22,38";"11966,5";"8329,0";"229";"117";"82";" ";
"Üllõ";"48,10";"11737,5";"8089,0";"246";"128";"90";" ";
"Vecsés";"36,17";"20568,0";"14113,0";"296";"149";"107";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,11";"2950983,5";"1989369,0";"85663";"39443";"22969";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,45";"1062055,5";"718030,0";"26999";"11712";"6526";" ";
"Fejér megye";"4358,45";"418069,0";"284377,0";"11688";"5325";"2961";" ";
"Bicskei járás";"578,25";"35664,0";"24549,0";"669";"312";"170";" ";
"Alcsútdoboz";"50,71";"1450,5";"934,0";"37";"22";"13";" ";
"Bicske";"77,08";"11937,5";"8418,0";"239";"126";"58";" ";
"Bodmér";"7,17";"233,5";"169,0";"6";"2";"2";" ";
"Csabdi";"17,02";"1193,5";"830,0";"28";"12";"7";" ";
"Csákvár";"118,76";"5239,0";"3616,0";"84";"30";"11";" ";
"Etyek";"53,27";"4106,5";"2759,0";"64";"27";"19";" ";
"Felcsút";"22,02";"1813,5";"1249,0";"29";"14";"8";" ";
"Gánt";"58,15";"859,5";"628,0";"4";"2";"2";" ";
"Mány";"44,72";"2446,5";"1653,0";"54";"17";"13";" ";
"Óbarok";"19,26";"773,0";"548,0";"22";"13";"6";" ";
"Szár";"22,63";"1646,5";"1124,0";"22";"13";"7";" ";
"Tabajd";"26,57";"932,0";"601,0";"19";"9";"6";" ";
"Újbarok";"1,49";"400,0";"261,0";"8";"4";"2";" ";
"Vértesacsa";"36,19";"1766,5";"1144,0";"35";"16";"12";" ";
"Vértesboglár";"23,21";"866,0";"615,0";"18";"5";"4";" ";
"Dunaújvárosi járás";"650,05";"90200,5";"61144,0";"3195";"1692";"913";" ";
"Adony";"61,05";"3682,5";"2485,0";"95";"50";"25";" ";
"Baracs";"55,18";"3372,5";"2332,0";"106";"49";"24";" ";
"Beloiannisz";"4,54";"1021,0";"760,0";"31";"14";"10";" ";
"Besnyõ";"44,64";"1692,0";"1174,0";"42";"20";"10";" ";
"Daruszentmiklós";"19,12";"1285,5";"912,0";"46";"20";"13";" ";
"Dunaújváros";"52,67";"45703,0";"30591,0";"1614";"881";"461";" ";
"Elõszállás";"39,98";"2271,5";"1522,0";"102";"48";"28";" ";
"Iváncsa";"25,17";"2744,0";"1859,0";"58";"27";"20";" ";
"Kisapostag";"9,58";"1361,5";"919,0";"41";"24";"12";" ";
"Kulcs";"16,73";"2729,5";"1839,0";"112";"53";"37";" ";
"Mezõfalva";"80,42";"4687,0";"3265,0";"229";"100";"43";" ";
"Nagykarácsony";"30,46";"1298,0";"886,0";"76";"35";"18";" ";
"Nagyvenyim";"43,68";"4029,0";"2789,0";"119";"71";"43";" ";
"Perkáta";"74,52";"3881,5";"2632,0";"152";"87";"47";" ";
"Pusztaszabolcs";"51,67";"5875,5";"4012,0";"223";"126";"79";" ";
"Rácalmás";"40,64";"4566,5";"3167,0";"149";"87";"43";" ";
"Enyingi járás";"433,11";"20370,0";"13904,0";"1073";"407";"178";" ";
"Dég";"46,86";"2185,5";"1511,0";"81";"24";"18";" ";
"Enying";"82,78";"6714,0";"4516,0";"431";"193";"99";" ";
"Kisláng";"53,06";"2433,5";"1715,0";"156";"63";"17";" ";
"Lajoskomárom";"75,67";"2224,0";"1483,0";"90";"25";"11";" ";
"Lepsény";"39,08";"2978,0";"2063,0";"133";"50";"12";" ";
"Mátyásdomb";"35,39";"761,5";"533,0";"30";"14";"2";" ";
"Mezõkomárom";"29,05";"938,5";"622,0";"31";"3";" ";" ";
"Mezõszentgyörgy";"27,12";"1298,0";"911,0";"108";"31";"18";" ";
"Szabadhídvég";"44,10";"837,0";"550,0";"13";"4";"1";" ";
"Gárdonyi járás";"306,79";"31551,5";"21479,0";"532";"227";"166";" ";
"Gárdony";"63,50";"11403,0";"8097,0";"175";"71";"50";" ";
"Kápolnásnyék";"41,50";"3605,5";"2420,0";"72";"25";"21";" ";
"Nadap";"6,93";"558,5";"366,0";"7";"1";"1";" ";
"Pákozd";"43,30";"3051,0";"2097,0";"55";"22";"15";" ";
"Pázmánd";"27,14";"2154,0";"1423,0";"23";"15";"13";" ";
"Sukoró";"16,27";"1430,0";"906,0";"10";"5";"4";" ";
"Szabadegyháza";"41,64";"2079,5";"1469,0";"68";"29";"17";" ";
"Velence";"33,37";"5585,5";"3498,0";"82";"40";"29";" ";
"Vereb";"22,32";"762,0";"526,0";"13";"4";"4";" ";
"Zichyújfalu";"10,82";"922,5";"677,0";"27";"15";"12";" ";
"Martonvásári járás";"277,13";"26284,5";"17851,0";"849";"408";"215";" ";
"Baracska";"39,68";"2674,5";"1848,0";"77";"39";"23";" ";
"Ercsi";"65,31";"8015,5";"5383,0";"445";"212";"102";" ";
"Gyúró";"24,37";"1258,0";"875,0";"16";"8";"6";" ";
"Kajászó";"23,98";"1046,5";"720,0";"21";"11";"8";" ";
"Martonvásár";"31,25";"5566,0";"3751,0";"108";"53";"31";" ";
"Ráckeresztúr";"35,30";"3249,5";"2209,0";"99";"46";"23";" ";
"Tordas";"16,76";"2083,0";"1436,0";"25";"13";"7";" ";
"Vál";"40,48";"2391,5";"1629,0";"58";"26";"15";" ";
"Móri járás";"417,55";"33931,5";"23264,0";"598";"201";"104";" ";
"Bakonycsernye";"38,13";"2952,0";"2022,0";"46";"18";"8";" ";
"Balinka";"18,62";"896,5";"612,0";"15";"5";"1";" ";
"Bodajk";"28,98";"4040,5";"2756,0";"84";"28";"13";" ";
"Csákberény";"41,37";"1157,0";"771,0";"28";"15";"7";" ";
"Csókakõ";"10,92";"1361,5";"899,0";"26";"13";"8";" ";
"Fehérvárcsurgó";"29,64";"1895,5";"1310,0";"42";"15";"9";" ";
"Isztimér";"53,88";"966,5";"638,0";"11";"3";"2";" ";
"Kincsesbánya";"10,87";"1446,5";"988,0";"26";"9";"3";" ";
"Magyaralmás";"22,42";"1542,5";"1056,0";"18";"3";"1";" ";
"Mór";"108,61";"14066,5";"9724,0";"245";"78";"44";" ";
"Nagyveleg";"13,17";"653,0";"464,0";"13";"3";"2";" ";
"Pusztavám";"34,69";"2445,5";"1690,0";"36";"9";"5";" ";
"Söréd";"6,25";"508,0";"334,0";"8";"2";"1";" ";
"Sárbogárdi járás";"653,52";"27760,5";"18797,0";"1432";"688";"420";" ";
"Alap";"48,29";"1896,0";"1308,0";"59";"27";"18";" ";
"Alsószentiván";"39,65";"634,5";"421,0";"18";"11";"7";" ";
"Cece";"58,85";"2579,5";"1771,0";"133";"60";"41";" ";
"Hantos";"36,96";"964,0";"644,0";"23";"12";"6";" ";
"Igar";"41,19";"923,0";"639,0";"97";"54";"39";" ";
"Mezõszilas";"64,97";"2085,0";"1297,0";"81";"36";"12";" ";
"Nagylók";"32,44";"1045,0";"732,0";"34";"18";"7";" ";
"Sárbogárd";"189,33";"12088,0";"8332,0";"625";"317";"195";" ";
"Sáregres";"26,16";"734,0";"510,0";"35";"12";"6";" ";
"Sárkeresztúr";"46,75";"2534,0";"1597,0";"208";"90";"54";" ";
"Sárszentágota";"45,50";"1338,5";"905,0";"51";"17";"11";" ";
"Vajta";"23,43";"939,0";"641,0";"68";"34";"24";" ";
"Székesfehérvári járás";"1042,05";"152306,5";"103389,0";"3340";"1390";"795";" ";
"Aba";"88,05";"4425,0";"3151,0";"111";"42";"27";" ";
"Bakonykúti";"12,45";"135,0";"97,0";"3";" ";" ";" ";
"Csór";"41,49";"1784,5";"1242,0";"42";"18";"12";" ";
"Csõsz";"17,11";"1006,0";"708,0";"37";"10";"5";" ";
"Füle";"30,32";"841,0";"579,0";"30";"11";"6";" ";
"Iszkaszentgyörgy";"26,27";"1953,5";"1400,0";"44";"17";"8";" ";
"Jenõ";"5,56";"1274,5";"899,0";"27";"3";"3";" ";
"Káloz";"47,79";"2355,0";"1623,0";"95";"45";"24";" ";
"Kõszárhegy";"5,90";"1478,0";"1052,0";"42";"15";"7";" ";
"Lovasberény";"60,62";"2571,5";"1752,0";"58";"26";"16";" ";
"Moha";"9,88";"591,5";"417,0";"12";"2";"1";" ";
"Nádasdladány";"26,35";"1733,5";"1213,0";"71";"35";"18";" ";
"Pátka";"40,38";"1652,0";"1151,0";"49";"18";"9";" ";
"Polgárdi";"72,16";"6842,5";"4811,0";"221";"89";"43";" ";
"Sárkeresztes";"23,27";"1527,0";"1136,0";"27";"12";"8";" ";
"Sárkeszi";"14,79";"590,0";"442,0";"19";"7";"2";" ";
"Sárosd";"48,12";"3203,0";"2219,0";"106";"18";"10";" ";
"Sárszentmihály";"37,40";"2961,0";"2101,0";"64";"34";"22";" ";
"Seregélyes";"78,19";"4328,5";"3078,0";"86";"37";"19";" ";
"Soponya";"49,96";"1819,0";"1256,0";"60";"21";"13";" ";
"Szabadbattyán";"33,66";"4510,5";"3178,0";"142";"58";"34";" ";
"Székesfehérvár";"170,89";"98440,0";"65483,0";"1856";"825";"478";" ";
"Tác";"45,69";"1682,0";"1159,0";"22";"8";"6";" ";
"Úrhida";"7,25";"2443,5";"1716,0";"53";"22";"14";" ";
"Zámoly";"48,50";"2158,5";"1526,0";"63";"17";"10";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,35";"298512,0";"201829,0";"6685";"2818";"1584";" ";
"Esztergomi járás";"537,50";"91258,5";"60746,0";"2089";"947";"567";" ";
"Annavölgy";"4,83";"931,0";"643,0";"25";"6";"1";" ";
"Bajna";"37,27";"1917,0";"1311,0";"61";"23";"14";" ";
"Bajót";"16,44";"1599,0";"1044,0";"51";"30";"24";" ";
"Csolnok";"18,70";"3089,5";"2054,0";"53";"22";"14";" ";
"Dág";"11,89";"942,0";"631,0";"24";"6";"4";" ";
"Dorog";"11,54";"11869,0";"8010,0";"322";"142";"78";" ";
"Dömös";"23,99";"1101,5";"740,0";"25";"11";"8";" ";
"Epöl";"12,52";"623,0";"418,0";"17";"5";"3";" ";
"Esztergom";"100,11";"28046,0";"18151,0";"541";"228";"143";" ";
"Kesztölc";"22,00";"2523,5";"1738,0";"65";"29";"15";" ";
"Lábatlan";"26,37";"4816,5";"3204,0";"130";"76";"45";" ";
"Leányvár";"7,26";"1726,5";"1159,0";"26";"10";"6";" ";
"Máriahalom";"10,85";"585,0";"408,0";"13";"6";"2";" ";
"Mogyorósbánya";"7,32";"832,0";"539,0";"11";"4";"4";" ";
"Nagysáp";"24,78";"1433,0";"917,0";"60";"25";"12";" ";
"Nyergesújfalu";"39,63";"7390,0";"4949,0";"133";"62";"37";" ";
"Piliscsév";"24,91";"2336,0";"1653,0";"68";"34";"16";" ";
