"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2020. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Tököl";"115";"48";"25";"2";
"Szobi járás";"464";"251";"139";"171";
"Bernecebaráti";"24";"9";"6";"8";
"Ipolydamásd";"9";"6";"4";"13";
"Ipolytölgyes";"7";"6";"5";"1";
"Kemence";"29";"18";"11";"18";
"Kismaros";"31";"15";"11";"9";
"Kóspallag";"15";"9";"3";"8";
"Letkés";"24";"13";"8";"14";
"Márianosztra";"17";"9";"4";"14";
"Nagybörzsöny";"13";"12";"7";"6";
"Nagymaros";"94";"51";"30";"19";
"Perõcsény";"5";"4";"1";"6";
"Szob";"36";"15";"5";"17";
"Szokolya";"36";"14";"8";"15";
"Tésa";"4";"3";"3";" ";
"Vámosmikola";"26";"13";"7";"6";
"Verõce";"80";"45";"23";"12";
"Zebegény";"14";"9";"3";"5";
"Váci járás";"1214";"642";"302";"150";
"Acsa";"37";"19";"11";"16";
"Csörög";"49";"23";"11";"24";
"Csõvár";"8";"2";" ";"4";
"Galgagyörk";"35";"23";"13";"3";
"Kisnémedi";"12";"6";"3";"3";
"Kosd";"41";"21";"12";"12";
"Õrbottyán";"118";"55";"26";"1";
"Penc";"18";"5";"4";"8";
"Püspökhatvan";"42";"27";"9";"9";
"Püspökszilágy";"11";"7";"3";"1";
"Rád";"21";"9";"4";"7";
"Szõd";"42";"16";"9";"10";
"Szõdliget";"50";"22";"8";"5";
"Vác";"612";"344";"156";"28";
"Vácduka";"26";"13";"6";"9";
"Váchartyán";"37";"18";"9";"5";
"Váckisújfalu";"7";"7";"6";"1";
"Vácrátót";"48";"25";"12";"4";
"Vecsési járás";"716";"268";"133";"24";
"Ecser";"44";"14";"6";"2";
"Maglód";"174";"65";"38";"7";
"Üllõ";"211";"83";"46";"5";
"Vecsés";"287";"106";"43";"10";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";
"Dunántúl";"78813";"40141";"21042";"18099";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"23602";"11047";"5546";"3383";
"Fejér megye";"9574";"4624";"2478";"1247";
"Bicskei járás";"556";"243";"139";"76";
"Alcsútdoboz";"21";"13";"6";"9";
"Bicske";"196";"88";"53";"13";
"Bodmér";"5";"3";"1";" ";
"Csabdi";"19";"7";"5";"3";
"Csákvár";"91";"38";"20";"6";
"Etyek";"34";"11";"7";"4";
"Felcsút";"24";"13";"8";" ";
"Gánt";"10";"3";"2";"4";
"Mány";"51";"20";"10";"9";
"Óbarok";"22";"11";"5";"6";
"Szár";"14";"4";"2";"2";
"Tabajd";"12";"7";"4";"9";
"Újbarok";"11";"5";"2";" ";
"Vértesacsa";"35";"17";"11";"7";
"Vértesboglár";"11";"3";"3";"4";
"Dunaújvárosi járás";"2838";"1478";"841";"276";
"Adony";"106";"43";"27";"10";
"Baracs";"85";"48";"32";"8";
"Beloiannisz";"20";"11";"10";"6";
"Besnyõ";"31";"23";"14";"12";
"Daruszentmiklós";"46";"24";"15";"20";
"Dunaújváros";"1488";"804";"448";"97";
"Elõszállás";"77";"35";"21";"18";
"Iváncsa";"76";"39";"22";"8";
"Kisapostag";"38";"21";"10";"1";
"Kulcs";"104";"52";"28";"11";
"Mezõfalva";"188";"97";"50";"34";
"Nagykarácsony";"48";"26";"12";"9";
"Nagyvenyim";"110";"45";"27";"6";
"Perkáta";"153";"84";"48";"20";
"Pusztaszabolcs";"144";"77";"42";"16";
"Rácalmás";"124";"49";"35";" ";
"Enyingi járás";"788";"447";"257";"221";
"Dég";"87";"45";"22";"25";
"Enying";"305";"184";"110";"37";
"Kisláng";"97";"60";"28";"32";
"Lajoskomárom";"52";"25";"13";"20";
"Lepsény";"103";"62";"34";"10";
"Mátyásdomb";"38";"21";"15";"16";
"Mezõkomárom";"23";"10";"6";"29";
"Mezõszentgyörgy";"56";"25";"15";"26";
"Szabadhídvég";"27";"15";"14";"26";
"Gárdonyi járás";"567";"242";"115";"62";
"Gárdony";"234";"96";"45";"17";
"Kápolnásnyék";"39";"18";"11";"7";
"Nadap";"12";"6";"1";"1";
"Pákozd";"45";"23";"10";"7";
"Pázmánd";"31";"9";"2";"7";
"Sukoró";"26";"13";"6";"9";
"Szabadegyháza";"49";"20";"12";" ";
"Velence";"85";"35";"18";"8";
"Vereb";"18";"6";" ";"4";
"Zichyújfalu";"28";"16";"10";"2";
"Martonvásári járás";"562";"300";"184";"71";
"Baracska";"43";"8";"6";"6";
"Ercsi";"293";"196";"127";"33";
"Gyúró";"13";"4";"2";"2";
"Kajászó";"20";"10";"7";"6";
"Martonvásár";"54";"20";"11";"1";
"Ráckeresztúr";"82";"37";"22";"7";
"Tordas";"26";"10";"3";"1";
"Vál";"31";"15";"6";"15";
"Móri járás";"628";"270";"124";"93";
"Bakonycsernye";"64";"27";"12";"11";
"Balinka";"13";"7";"3";"2";
"Bodajk";"77";"27";"9";"12";
"Csákberény";"20";"14";"8";"8";
"Csókakõ";"25";"16";"6";"3";
"Fehérvárcsurgó";"36";"16";"5";"4";
"Isztimér";"12";"6";"4";"3";
"Kincsesbánya";"33";"18";"7";"3";
"Magyaralmás";"16";"8";"5";"3";
"Mór";"283";"114";"56";"31";
"Nagyveleg";"8";"3";" ";"5";
"Pusztavám";"35";"13";"9";"5";
"Söréd";"6";"1";" ";"3";
"Sárbogárdi járás";"973";"503";"283";"252";
"Alap";"50";"22";"9";"16";
"Alsószentiván";"13";"5";"4";"12";
"Cece";"86";"44";"27";"41";
"Hantos";"17";"11";"5";"7";
"Igar";"59";"28";"14";"22";
"Mezõszilas";"53";"15";"11";"16";
"Nagylók";"26";"10";"5";"2";
"Sárbogárd";"426";"249";"142";"85";
"Sáregres";"24";"16";"7";"12";
"Sárkeresztúr";"106";"50";"30";"27";
"Sárszentágota";"66";"33";"19";"6";
"Vajta";"47";"20";"10";"6";
"Székesfehérvári járás";"2662";"1141";"535";"196";
"Aba";"74";"36";"15";"13";
"Bakonykúti";"3";"2";"1";" ";
"Csór";"32";"14";"9";"6";
"Csõsz";"23";"10";"5";"8";
"Füle";"23";"11";"8";"5";
"Iszkaszentgyörgy";"35";"15";"10";"3";
"Jenõ";"24";"9";"2";" ";
"Káloz";"53";"26";"16";"11";
"Kõszárhegy";"36";"14";"5";"3";
"Lovasberény";"58";"30";"16";"7";
"Moha";"11";"2";"2";" ";
"Nádasdladány";"51";"21";"8";"11";
"Pátka";"42";"29";"14";"22";
"Polgárdi";"112";"46";"20";"13";
"Sárkeresztes";"23";"10";"2";"6";
"Sárkeszi";"10";"3";" ";"3";
"Sárosd";"62";"25";"11";"17";
"Sárszentmihály";"46";"23";"10";"10";
"Seregélyes";"73";"24";"7";"17";
"Soponya";"32";"6";"2";"15";
"Szabadbattyán";"91";"35";"20";"6";
"Székesfehérvár";"1633";"710";"336";"1";
"Tác";"25";"8";"3";"9";
"Úrhida";"47";"16";"8";"5";
"Zámoly";"43";"16";"5";"5";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";
"Komárom-Esztergom megye";"5822";"2669";"1236";"649";
"Esztergomi járás";"1742";"819";"390";"191";
"Annavölgy";"32";"17";"7";"4";
"Bajna";"42";"25";"11";"6";
"Bajót";"35";"17";"8";"4";
"Csolnok";"71";"30";"15";"6";
"Dág";"25";"13";"10";"2";
"Dorog";"283";"147";"63";"16";
"Dömös";"21";"8";"4";"3";
"Epöl";"16";"9";"8";"3";
"Esztergom";"446";"189";"80";"68";
"Kesztölc";"65";"25";"14";"2";
"Lábatlan";"69";"38";"15";"9";
"Leányvár";"30";"12";"5";"1";
"Máriahalom";"19";"15";"8";"2";
"Mogyorósbánya";"11";"6";"1";"2";
"Nagysáp";"31";"18";"12";"6";
"Nyergesújfalu";"85";"35";"18";"12";
"Piliscsév";"57";"24";"14";"4";
"Pilismarót";"45";"23";"13";"12";
"Sárisáp";"69";"36";"18";"3";
"Süttõ";"25";"9";"2";"9";
"Tát";"77";"32";"11";"7";
"Tokod";"108";"58";"31";"4";
"Tokodaltáró";"60";"22";"16";"4";
"Úny";"20";"11";"6";"2";
"Kisbéri járás";"451";"213";"106";"144";
"Ácsteszér";"18";"5";"2";"10";
"Aka";"6";"2";"1";"5";
"Ászár";"34";"15";"6";"2";
"Bakonybánk";"9";"3";"2";"9";
"Bakonysárkány";"26";"14";"1";"8";
"Bakonyszombathely";"41";"21";"14";"25";
"Bársonyos";"9";"1";" ";"3";
"Császár";"49";"23";"13";"7";
"Csatka";"8";"5";"3";"5";
"Csép";"6";"2";"1";"3";
"Ete";"4";"1";"1";"4";
"Kerékteleki";"10";"4";"1";"5";
"Kisbér";"120";"65";"35";"8";
"Réde";"22";"13";"7";"11";
"Súr";"36";"20";"11";"23";
"Tárkány";"37";"14";"7";"14";
"Vérteskethely";"16";"5";"1";"2";
"Komáromi járás";"728";"333";"183";"47";
"Ács";"143";"67";"42";"19";
"Almásfüzitõ";"32";"11";"7";"3";
"Bábolna";"51";"26";"8";"3";
"Bana";"25";"10";"4";" ";
"Csém";"15";"10";"4";"1";
"Kisigmánd";"8";"4";"1";" ";
"Komárom";"361";"168";"96";"18";
"Mocsa";"49";"15";"7";"3";
"Nagyigmánd";"44";"22";"14";" ";
"Oroszlányi járás";"510";"217";"110";"53";
"Bokod";"40";"27";"10";"4";
"Dad";"20";"12";"7";"4";
"Kecskéd";"25";"9";"5";"2";
"Kömlõd";"20";"8";"3";"5";
"Oroszlány";"376";"152";"81";"35";
"Szákszend";"29";"9";"4";"3";
"Tatai járás";"876";"420";"102";"92";
"Baj";"60";"24";"8";"14";
"Dunaalmás";"42";"20";"6";"3";
"Dunaszentmiklós";"6";"2";" ";"1";
"Kocs";"58";"15";"2";"6";
"Naszály";"52";"26";"9";"8";
"Neszmély";"30";"18";"6";"4";
"Szomód";"33";"15";" ";"1";
"Tardos";"32";"18";"5";"7";
"Tata";"557";"280";"66";"45";
"Vértestolna";"6";"2";" ";"3";
"Tatabányai járás";"1515";"667";"345";"122";
"Gyermely";"18";"9";"5";"4";
"Héreg";"21";"12";"5";"8";
"Környe";"76";"33";"18";"9";
"Szárliget";"43";"11";"4";"5";
"Szomor";"20";"9";"5";"5";
"Tarján";"39";"18";"12";"2";
"Tatabánya";"1227";"553";"287";"84";
"Várgesztes";"10";"2";" ";" ";
"Vértessomló";"12";"2";"2";" ";
"Vértesszõlõs";"49";"18";"7";"5";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"8206";"3754";"1832";"1487";
"Ajkai járás";"1013";"489";"214";"125";
"Ajka";"734";"343";"150";"59";
"Csehbánya";"8";"6";"2";" ";
"Farkasgyepû";"9";"5";"2";"1";
"Halimba";"35";"14";"5";"7";
"Kislõd";"32";"14";"5";"7";
"Magyarpolány";"36";"21";"9";"6";
"Nyirád";"50";"32";"13";"16";
"Öcs";"12";"6";"3";"1";
"Szõc";"11";"5";"4";"9";
"Úrkút";"45";"23";"6";"4";
"Városlõd";"41";"20";"15";"15";
"Balatonalmádi járás";"670";"290";"134";"91";
"Balatonakarattya";"31";"14";"8";"1";
"Balatonalmádi";"244";"107";"48";"23";
"Balatonfõkajár";"45";"20";"8";"2";
"Balatonfûzfõ";"95";"37";"15";"13";
"Balatonkenese";"64";"28";"15";"5";
"Csajág";"18";"10";"4";"8";
"Felsõörs";"46";"22";"11";"3";
"Királyszentistván";"19";"8";"2";" ";
"Küngös";"14";"8";"4";"31";
"Litér";"51";"18";"10";"4";
"Papkeszi";"43";"18";"9";"1";
"Balatonfüredi járás";"666";"283";"113";"55";
"Alsóörs";"34";"12";"5";"7";
"Aszófõ";"12";"5";"3";"3";
"Balatonakali";"27";"8";"4";"2";
"Balatoncsicsó";"9";"6";"2";"2";
"Balatonfüred";"360";"152";"60";"18";
"Balatonszepezd";"8";"3";"1";"1";
"Balatonszõlõs";"22";"10";"4";"2";
"Balatonudvari";"11";"7";"1";" ";
"Csopak";"44";"21";"8";" ";
"Dörgicse";"9";"5";"3";"1";
"Lovas";"14";"6";"1";"5";
"Monoszló";"2";" ";" ";" ";
"Óbudavár";"1";"1";" ";"1";
"Örvényes";"7";"2";" ";"1";
"Paloznak";"6";"4";"2";" ";
"Pécsely";"15";"10";"5";"3";
"Szentantalfa";"11";"3";" ";"4";
"Szentjakabfa";"5";"2";"2";"3";
"Tagyon";"2";"1";" ";" ";
"Tihany";"32";"13";"7";"1";
"Vászoly";"11";"5";"2";" ";
"Zánka";"24";"7";"3";"1";
"Devecseri járás";"633";"328";"175";"213";
"Adorjánháza";"23";"14";"7";"5";
"Apácatorna";"2";"1";"1";"2";
"Borszörcsök";"21";"6";"5";"6";
"Csögle";"21";"12";"8";"15";
"Dabrony";"13";"5";"4";"2";
"Devecser";"209";"118";"55";"56";
"Doba";"24";"7";"6";"4";
"Egeralja";"9";"5";"3";"2";
"Iszkáz";"14";"5";"4";"7";
"Kamond";"8";"5";"3";"5";
"Karakószörcsök";"7";"2";"1";"2";
"Kerta";"22";"12";"6";"5";
"Kisberzseny";"4";"3";"1";"5";
"Kiscsõsz";"2";"2";"2";"3";
"Kispirit";"2";"2";" ";"3";
"Kisszõlõs";"11";"8";"3";"5";
"Kolontár";"22";"14";"5";"9";
"Nagyalásony";"21";"12";"9";"7";
"Nagypirit";"11";"8";"3";"12";
"Noszlop";"23";"11";"5";"5";
"Oroszi";"4";"2";"2";"3";
"Pusztamiske";"16";"10";"5";"16";
"Somlójenõ";"24";"9";"8";"8";
"Somlószõlõs";"39";"12";"10";"10";
"Somlóvásárhely";"57";"28";"14";"5";
"Somlóvecse";"2";"1";" ";"1";
"Tüskevár";"15";"10";"5";"6";
"Vid";"7";"4";" ";"4";
"Pápai járás";"1116";"468";"237";"292";
"Adásztevel";"17";"3";"2";"8";
"Bakonyjákó";"15";"9";"5";"4";
"Bakonykoppány";"7";"4";"3";"3";
"Bakonypölöske";"11";"5";"5";"3";
"Bakonyság";"1";" ";" ";"1";
"Bakonyszentiván";"7";"1";" ";"5";
"Bakonyszücs";"6";"2";"1";"4";
"Bakonytamási";"9";"4";"1";"10";
"Béb";"5";" ";" ";"4";
"Békás";"3";"2";" ";"1";
"Csót";"28";"12";"2";"9";
"Dáka";"5";"2";"1";"4";
"Döbrönte";"4";"3";" ";"1";
"Egyházaskeszõ";"15";"6";"2";"4";
"Ganna";"5";"2";"2";"2";
"Gecse";"15";"8";"4";"6";
"Gic";"4";"1";" ";"5";
"Homokbödöge";"18";"7";"4";"7";
"Kemeneshõgyész";"8";"5";"2";"5";
"Kemenesszentpéter";"14";"5";"4";"4";
"Kup";"11";"6";"4";" ";
"Külsõvat";"14";"6";"4";"4";
"Lovászpatona";"19";"6";"2";"17";
"Magyargencs";"11";"5";"4";"3";
"Malomsok";"4";"1";"1";"5";
"Marcalgergelyi";"9";"4";"2";"4";
"Marcaltõ";"13";"5";"3";"7";
"Mezõlak";"18";"5";" ";" ";
"Mihályháza";"10";"2";"1";"4";
"Nagyacsád";"10";"2";"1";"2";
"Nagydém";"12";"6";"4";"5";
"Nagygyimót";"9";"6";"1";"8";
"Nagytevel";"12";"2";"1";"2";
"Nemesgörzsöny";"12";"8";"1";"2";
"Nemesszalók";"17";"4";"2";"1";
"Németbánya";"2";"1";"1";" ";
"Nóráp";"2";"2";" ";" ";
"Nyárád";"16";"8";"5";"18";
"Pápa";"569";"231";"120";"62";
"Pápadereske";"7";"3";"3";"1";
"Pápakovácsi";"6";"2";"1";"1";
"Pápasalamon";"18";"9";"5";"7";
"Pápateszér";"23";"13";"6";"17";
"Takácsi";"17";"14";"10";"7";
"Ugod";"21";"11";"6";"7";
"Vanyola";"18";"8";"5";"6";
"Várkeszõ";"6";"4";"1";"4";
"Vaszar";"27";"13";"5";"5";
"Vinár";"6";" ";" ";"3";
"Sümegi járás";"496";"244";"130";"211";
"Bazsi";"13";"7";"2";"12";
"Bodorfa";"3";" ";" ";"5";
"Csabrendek";"91";"49";"26";"24";
"Dabronc";"19";"10";"6";"17";
"Gógánfa";"33";"14";"7";"22";
"Gyepükaján";"20";"8";"4";"8";
"Hetyefõ";"1";"1";"1";"2";
"Hosztót";"1";"1";"1";"1";
"Káptalanfa";"23";"9";"3";"14";
"Megyer";"3";"2";"2";"1";
"Nemeshany";"18";"9";"2";"9";
"Rigács";"16";"10";"5";"10";
"Sümeg";"186";"92";"52";"39";
"Sümegprága";"11";"6";"1";"6";
"Szentimrefalva";"4";"3";"2";"3";
"Ukk";"9";"6";"4";"7";
"Veszprémgalsa";"11";"6";"6";"5";
"Zalaerdõd";"8";"3";"1";"11";
"Zalagyömörõ";"23";"6";"3";"4";
"Zalameggyes";"1";"1";"1";"1";
"Zalaszegvár";"2";"1";"1";"10";
"Tapolcai járás";"942";"479";"255";"121";
"Ábrahámhegy";"7";"4";"2";" ";
"Badacsonytomaj";"43";"16";"12";"1";
"Badacsonytördemic";"25";"12";"8";"5";
"Balatonederics";"34";"14";"8";"3";
"Balatonhenye";"6";"4";"3";" ";
"Balatonrendes";"6";"2";"1";"2";
"Gyulakeszi";"23";"8";"6";"4";
"Hegyesd";"3";"2";" ";" ";
"Hegymagas";"2";"1";" ";"1";
"Kapolcs";"8";"3";"3";"6";
"Káptalantóti";"13";"8";"3";"2";
"Kékkút";"3";"1";" ";" ";
"Kisapáti";"16";"9";"5";"4";
"Kõvágóörs";"23";"13";"7";"4";
"Köveskál";"13";"11";"9";"6";
"Lesencefalu";"16";"9";"8";"4";
"Lesenceistvánd";"33";"24";"14";"10";
"Lesencetomaj";"37";"17";"11";"5";
"Mindszentkálla";"18";"11";"5";"5";
"Monostorapáti";"31";"14";"7";"5";
"Nemesgulács";"20";"13";"7";"5";
"Nemesvita";"14";"9";"8";"3";
"Raposka";"11";"5";"2";"1";
"Révfülöp";"21";"10";"4";" ";
"Salföld";" ";" ";" ";" ";
"Sáska";"8";"5";"2";"1";
"Szentbékkálla";"7";" ";" ";"1";
"Szigliget";"11";"3";"3";" ";
"Taliándörögd";"30";"16";"6";"7";
"Tapolca";"400";"209";"100";"18";
"Uzsa";"11";"5";"2";"4";
"Vigántpetend";"13";"2";"2";" ";
"Zalahaláp";"36";"19";"7";"14";
"Várpalotai járás";"1003";"498";"257";"148";
"Berhida";"252";"130";"81";"63";
"Jásd";"8";"5";"4";"12";
"Õsi";"48";"18";"7";"10";
"Öskü";"40";"17";"10";"8";
"Pétfürdõ";"105";"52";"27";"1";
"Tés";"25";"8";"6";"4";
"Várpalota";"506";"262";"119";"45";
"Vilonya";"19";"6";"3";"5";
"Veszprémi járás";"1260";"468";"211";"122";
"Bánd";"8";"5";"3";"2";
"Barnag";"2";"1";" ";"1";
"Eplény";"7";"2";"1";"2";
"Hajmáskér";"48";"14";"7";"7";
"Hárskút";"5";"3";"2";"3";
"Herend";"39";"13";"11";"2";
"Hidegkút";"5";"2";"2";"2";
"Márkó";"20";"6";"3";"1";
"Mencshely";"5";"4";"2";"2";
"Nagyvázsony";"37";"13";"5";"10";
"Nemesvámos";"47";"19";"10";" ";
"Pula";"1";" ";" ";" ";
"Sóly";"5";"3";"1";"2";
"Szentgál";"58";"25";"7";"3";
"Szentkirályszabadja";"45";"19";"8";"4";
"Tótvázsony";"34";"7";"1";"7";
"Veszprém";"891";"332";"148";"73";
"Veszprémfajsz";"2";" ";" ";" ";
"Vöröstó";"1";" ";" ";"1";
"Zirci járás";"407";"207";"106";"109";
"Bakonybél";"32";"15";"11";"6";
"Bakonynána";"15";"6";"2";"7";
"Bakonyoszlop";"13";"8";"3";"9";
"Bakonyszentkirály";"28";"13";"8";"5";
"Borzavár";"20";"8";"4";"6";
"Csesznek";"8";"5";"1";"3";
"Csetény";"40";"22";"7";"15";
"Dudar";"32";"15";"11";"9";
"Lókút";"17";"10";"7";"3";
"Nagyesztergár";"36";"19";"11";"7";
