"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2015. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Pókaszepetk";"25";"5";"1";" ";
"Pölöske";"34";"12";"7";" ";
"Pusztaederics";"8";"1";" ";" ";
"Pusztaszentlászló";"12";"5";"3";" ";
"Salomvár";"10";"4";"3";" ";
"Sárhida";"18";"11";"10";" ";
"Söjtör";"64";"34";"19";" ";
"Szentkozmadombja";"2";"1";"1";" ";
"Szentpéterfölde";"6";"2";"1";" ";
"Szentpéterúr";"52";"20";"8";" ";
"Teskánd";"18";"8";"4";" ";
"Tilaj";"4";"4";"1";" ";
"Tófej";"23";"9";"4";" ";
"Vasboldogasszony";"24";"12";"8";" ";
"Vaspör";"17";"12";"6";" ";
"Vöckönd";"3";" ";" ";" ";
"Zalaboldogfa";"12";"8";"8";" ";
"Zalacséb";"7";"2";" ";" ";
"Zalaegerszeg";"1398";"545";"314";" ";
"Zalaháshágy";"5";"4";"2";" ";
"Zalaigrice";"2";"1";"1";" ";
"Zalaistvánd";"6";"2";"1";" ";
"Zalalövõ";"67";"27";"9";" ";
"Zalaszentgyörgy";"10";"4";"2";" ";
"Zalaszentiván";"20";"10";"5";" ";
"Zalaszentlõrinc";"5";"1";" ";" ";
"Zalaszentmihály";"37";"15";"6";" ";
"Zalatárnok";"24";"10";"6";" ";
"Zalaszentgróti járás";"452";"166";"83";" ";
"Batyk";"15";"7";"2";" ";
"Döbröce";"4";" ";" ";" ";
"Dötk";" ";" ";" ";" ";
"Kallósd";"2";" ";" ";" ";
"Kehidakustány";"29";"7";"3";" ";
"Kisgörbõ";"8";"3";"3";" ";
"Kisvásárhely";"1";" ";" ";" ";
"Mihályfa";"4";"2";"1";" ";
"Nagygörbõ";"13";"4";"1";" ";
"Óhíd";"25";"11";"5";" ";
"Pakod";"16";"8";"4";" ";
"Sénye";" ";" ";" ";" ";
"Sümegcsehi";"21";"10";"6";" ";
"Szalapa";"10";"4";"3";" ";
"Tekenye";"15";"7";"2";" ";
"Türje";"65";"22";"12";" ";
"Zalabér";"34";"11";"5";" ";
"Zalaszentgrót";"172";"65";"32";" ";
"Zalaszentlászló";"13";"4";"4";" ";
"Zalavég";"5";"1";" ";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Zala megye területre nem bontható adatai";" ";" ";" ";" ";
"Dél-Dunántúl (Baranya, Somogy, Tolna)";"41004";"20368";"12048";" ";
"Baranya megye";"16585";"8729";"5155";" ";
"Bólyi járás";"515";"226";"143";" ";
"Babarc";"26";"18";"13";" ";
"Belvárdgyula";"36";"7";"1";" ";
"Bóly";"50";"19";"10";" ";
"Borjád";"12";"4";"2";" ";
"Hásságy";"10";"4";"3";" ";
"Kisbudmér";"10";" ";" ";" ";
"Liptód";"19";"12";"7";" ";
"Máriakéménd";"20";"10";"4";" ";
"Monyoród";"16";"2";"2";" ";
"Nagybudmér";"23";"11";"5";" ";
"Olasz";"18";"9";"6";" ";
"Pócsa";"21";"3";"3";" ";
"Szajk";"26";"10";"9";" ";
"Szederkény";"36";"13";"7";" ";
"Töttös";"32";"21";"11";" ";
"Versend";"160";"83";"60";" ";
"Hegyháti járás";"830";"453";"283";" ";
"Ág";"14";"12";"7";" ";
"Alsómocsolád";"13";"2";"1";" ";
"Bakóca";"25";"10";"7";" ";
"Baranyajenõ";"51";"29";"18";" ";
"Baranyaszentgyörgy";"12";"6";"4";" ";
"Felsõegerszeg";"5";"1";"1";" ";
"Gerényes";"30";"16";"8";" ";
"Gödre";"41";"24";"14";" ";
"Kisbeszterce";"4";"2";" ";" ";
"Kishajmás";"17";"10";"8";" ";
"Kisvaszar";"31";"19";"13";" ";
"Mágocs";"130";"82";"48";" ";
"Mekényes";"25";"15";"13";" ";
"Mezõd";"6";"4";"3";" ";
"Mindszentgodisa";"61";"20";"8";" ";
"Nagyhajmás";"42";"36";"25";" ";
"Palé";"3";"1";" ";" ";
"Sásd";"117";"52";"33";" ";
"Szágy";"21";"7";"5";" ";
"Tarrós";"8";"2";"1";" ";
"Tékes";"39";"20";"11";" ";
"Tormás";"27";"16";"11";" ";
"Varga";"7";"2";"2";" ";
"Vásárosdombó";"84";"62";"40";" ";
"Vázsnok";"17";"3";"2";" ";
"Komlói járás";"1321";"497";"247";" ";
"Bikal";"21";"10";"6";" ";
"Bodolyabér";"10";"2";"2";" ";
"Egyházaskozár";"18";"10";"10";" ";
"Hegyhátmaróc";"3";"2";"1";" ";
"Kárász";"13";"5";"1";" ";
"Komló";"908";"331";"157";" ";
"Köblény";"21";"7";"5";" ";
"Liget";"25";"8";"2";" ";
"Magyaregregy";"29";"14";"11";" ";
"Magyarhertelend";"35";"9";"3";" ";
"Magyarszék";"21";"5";" ";" ";
"Mánfa";"29";"12";"7";" ";
"Máza";"44";"22";"9";" ";
"Mecsekpölöske";"14";"3";"1";" ";
"Oroszló";"16";"9";"3";" ";
"Szalatnak";"9";"3";"2";" ";
"Szárász";"6";"5";"3";" ";
"Szászvár";"87";"34";"20";" ";
"Tófû";"6";"2";"2";" ";
"Vékény";"6";"4";"2";" ";
"Mohácsi járás";"1609";"884";"578";" ";
"Bár";"14";"4";"3";" ";
"Bezedek";"10";"6";"3";" ";
"Dunaszekcsõ";"110";"75";"60";" ";
"Erdõsmárok";" ";" ";" ";" ";
"Feked";"3";" ";" ";" ";
"Görcsönydoboka";"17";"12";"4";" ";
"Himesháza";"31";"17";"11";" ";
"Homorúd";"32";"12";"11";" ";
"Ivándárda";"10";"3";"2";" ";
"Kisnyárád";"19";"8";"4";" ";
"Kölked";"71";"27";"20";" ";
"Lánycsók";"127";"75";"48";" ";
"Lippó";"25";"8";"6";" ";
"Majs";"19";"11";"6";" ";
"Maráza";"8";"2";"1";" ";
"Mohács";"842";"489";"309";" ";
"Nagynyárád";"17";"9";"2";" ";
"Palotabozsok";"18";"9";"7";" ";
"Sárok";"12";"5";"5";" ";
"Sátorhely";"26";"12";"9";" ";
"Somberek";"28";"15";"10";" ";
"Szebény";"55";"19";"11";" ";
"Székelyszabar";"25";"16";"9";" ";
"Szûr";"18";"10";"6";" ";
"Udvar";"4";"2";"1";" ";
"Véménd";"68";"38";"30";" ";
"Pécsi járás";"6366";"3532";"2037";" ";
"Abaliget";"47";"17";"11";" ";
"Aranyosgadány";"14";"7";"4";" ";
"Áta";"15";"8";"4";" ";
"Bakonya";"30";"6";"5";" ";
"Berkesd";"60";"29";"9";" ";
"Birján";"14";"10";"9";" ";
"Bogád";"24";"10";"2";" ";
"Bosta";"10";"6";"6";" ";
"Cserkút";"22";"9";"5";" ";
"Egerág";"36";"21";"12";" ";
"Ellend";"14";"6";"3";" ";
"Görcsöny";"71";"47";"28";" ";
"Gyód";"21";"13";"4";" ";
"Hosszúhetény";"149";"85";"59";" ";
"Husztót";"2";"1";"1";" ";
"Keszü";"35";"23";"12";" ";
"Kisherend";"7";" ";" ";" ";
"Kovácsszénája";"3";"2";" ";" ";
"Kozármisleny";"156";"84";"44";" ";
"Kökény";"18";"9";"3";" ";
"Kõvágószõlõs";"73";"35";"23";" ";
"Kõvágótöttös";"31";"14";"7";" ";
"Lothárd";"8";"3";"1";" ";
"Magyarsarlós";"11";"6";"4";" ";
"Nagykozár";"37";"16";"8";" ";
"Ócsárd";"24";"12";"5";" ";
"Orfû";"35";"13";"9";" ";
"Pécs";"5089";"2897";"1681";" ";
"Pécsudvard";"30";"11";"6";" ";
"Pellérd";"48";"26";"6";" ";
"Pereked";"8";"3";" ";" ";
"Pogány";"30";"10";"8";" ";
"Regenye";"29";"12";"7";" ";
"Romonya";"13";"4";"1";" ";
"Szalánta";"65";"28";"23";" ";
"Szemely";"13";"9";"5";" ";
"Szilágy";"12";"9";"5";" ";
"Szilvás";"18";"6";"2";" ";
"Szõke";"24";"14";"9";" ";
"Szõkéd";"20";"11";"6";" ";
"Pécsváradi járás";"379";"157";"94";" ";
"Apátvarasd";"9";"2";"2";" ";
"Erdõsmecske";"18";"5";"3";" ";
"Erzsébet";"16";"5";"1";" ";
"Fazekasboda";"17";"4";"2";" ";
"Geresdlak";"22";"9";"6";" ";
"Hidas";"63";"31";"22";" ";
"Kátoly";"18";"4";"3";" ";
"Kékesd";"5";"2";" ";" ";
"Lovászhetény";"8";"4";"3";" ";
"Martonfa";"6";"2";"2";" ";
"Mecseknádasd";"36";"15";"12";" ";
"Nagypall";"14";"7";"4";" ";
"Óbánya";"1";" ";" ";" ";
"Ófalu";"4";" ";" ";" ";
"Pécsvárad";"113";"51";"28";" ";
"Szellõ";"7";"4";"1";" ";
"Zengõvárkony";"22";"12";"5";" ";
"Sellyei járás";"967";"531";"299";" ";
"Adorjás";"12";"3";"3";" ";
"Baksa";"52";"30";"20";" ";
"Baranyahídvég";"20";"12";"8";" ";
"Besence";"17";"10";"6";" ";
"Bogádmindszent";"25";"9";"3";" ";
"Bogdása";"30";"16";"9";" ";
"Csányoszró";"50";"25";"13";" ";
"Drávafok";"23";"9";"4";" ";
"Drávaiványi";"19";"7";"4";" ";
"Drávakeresztúr";"10";"4";"4";" ";
"Drávasztára";"21";"13";"5";" ";
"Felsõszentmárton";"42";"30";"18";" ";
"Gilvánfa";"62";"36";"22";" ";
"Hegyszentmárton";"16";"8";"4";" ";
"Hirics";"10";"8";"5";" ";
"Kákics";"22";"13";"10";" ";
"Kemse";"2";"1";"1";" ";
"Kisasszonyfa";"21";"15";"9";" ";
"Kisszentmárton";"28";"12";"6";" ";
"Kórós";"12";"9";"3";" ";
"Lúzsok";"21";"11";"5";" ";
"Magyarmecske";"21";"11";"4";" ";
"Magyartelek";"16";"8";"6";" ";
"Markóc";"4";"2";"1";" ";
"Marócsa";"5";"2";" ";" ";
"Nagycsány";"7";"5";"3";" ";
"Okorág";"17";"9";"3";" ";
"Ózdfalu";"11";"7";"3";" ";
"Páprád";"9";"6";"3";" ";
"Piskó";"25";"16";"9";" ";
"Sámod";"10";"5";"1";" ";
"Sellye";"142";"77";"44";" ";
"Sósvertike";"18";"7";"5";" ";
"Tengeri";"6";"6";"5";" ";
"Téseny";"32";"17";"11";" ";
"Vajszló";"103";"57";"30";" ";
"Vejti";"10";"5";"2";" ";
"Zaláta";"16";"10";"7";" ";
"Siklósi járás";"2570";"1498";"973";" ";
"Alsószentmárton";"210";"135";"88";" ";
"Babarcszõlõs";"6";"2";" ";" ";
"Beremend";"123";"59";"37";" ";
"Bisse";"7";"3";"2";" ";
"Cún";"29";"15";"11";" ";
"Csarnóta";"11";"7";"4";" ";
"Diósviszló";"70";"39";"15";" ";
"Drávacsehi";"21";"12";"4";" ";
"Drávacsepely";"8";"1";"1";" ";
"Drávapalkonya";"49";"27";"17";" ";
"Drávapiski";"7";"1";" ";" ";
"Drávaszabolcs";"65";"41";"28";" ";
"Drávaszerdahely";"17";"10";"6";" ";
"Egyházasharaszti";"20";"7";"1";" ";
"Garé";"15";"8";"4";" ";
"Gordisa";"29";"16";"8";" ";
"Harkány";"153";"74";"45";" ";
"Illocska";"18";"8";"3";" ";
"Ipacsfa";"16";"12";"5";" ";
"Ivánbattyán";"6";"1";" ";" ";
"Kásád";"16";"8";"4";" ";
"Kémes";"29";"9";"7";" ";
"Kisdér";"6";"3";"2";" ";
"Kisharsány";"51";"39";"34";" ";
"Kisjakabfalva";"9";"6";"4";" ";
"Kiskassa";"19";"13";"7";" ";
"Kislippó";"13";"6";"4";" ";
"Kistapolca";"15";"9";"6";" ";
"Kistótfalu";"22";"10";"4";" ";
"Kovácshida";"24";"14";"10";" ";
"Lapáncsa";"12";"7";"4";" ";
"Magyarbóly";"39";"18";"8";" ";
"Márfa";"21";"13";"10";" ";
"Márok";"29";"20";"10";" ";
"Matty";"31";"24";"10";" ";
"Nagyharsány";"186";"149";"124";" ";
"Nagytótfalu";"51";"40";"34";" ";
"Old";"20";"9";"6";" ";
"Palkonya";"8";"4";"1";" ";
"Pécsdevecser";"5";"2";"1";" ";
"Peterd";"17";"10";"4";" ";
"Rádfalva";"23";"11";"7";" ";
"Siklós";"636";"384";"269";" ";
"Siklósbodony";"10";"4";" ";" ";
"Siklósnagyfalu";"64";"33";"6";" ";
"Szaporca";"11";"3";"2";" ";
"Szava";"18";"13";"10";" ";
"Tésenfa";"14";"4";"2";" ";
"Túrony";"16";"10";"3";" ";
"Újpetre";"89";"37";"27";" ";
"Villány";"120";"73";"52";" ";
"Villánykövesd";"9";"6";"5";" ";
"Vokány";"57";"29";"17";" ";
"Szentlõrinci járás";"609";"297";"157";" ";
"Bicsérd";"33";"13";"10";" ";
"Boda";"28";"21";"11";" ";
"Bükkösd";"77";"41";"19";" ";
"Cserdi";"18";"9";"6";" ";
"Csonkamindszent";"8";"5";"1";" ";
"Dinnyeberki";"6";"3";"1";" ";
"Gerde";"30";"20";"10";" ";
"Gyöngyfa";"9";"2";"1";" ";
"Helesfa";"21";"10";"7";" ";
"Hetvehely";"21";"11";"4";" ";
"Kacsóta";"15";"9";"6";" ";
"Királyegyháza";"30";"10";"7";" ";
"Okorvölgy";"6";"5";"4";" ";
"Pécsbagota";"3";"2";" ";" ";
"Sumony";"54";"19";"11";" ";
"Szabadszentkirály";"36";"15";"7";" ";
"Szentdénes";"13";"5";"2";" ";
"Szentkatalin";"10";"7";"4";" ";
"Szentlõrinc";"170";"81";"38";" ";
"Velény";"8";"5";"5";" ";
"Zók";"13";"4";"3";" ";
"Szigetvári járás";"1419";"654";"344";" ";
"Almamellék";"35";"24";"12";" ";
"Almáskeresztúr";"7";"1";" ";" ";
"Bánfa";"9";"3";"1";" ";
"Basal";"17";"8";"4";" ";
"Boldogasszonyfa";"28";"13";"4";" ";
"Botykapeterd";"32";"10";"6";" ";
"Bürüs";"5";"2";" ";" ";
"Csebény";"5";"3";"2";" ";
"Csertõ";"33";"12";"4";" ";
"Dencsháza";"40";"13";"7";" ";
"Endrõc";"26";"14";"7";" ";
"Gyöngyösmellék";"27";"7";"4";" ";
"Hobol";"45";"21";"15";" ";
"Horváthertelend";"8";"5";"1";" ";
"Ibafa";"25";"10";"8";" ";
"Katádfa";"15";"7";"3";" ";
"Kétújfalu";"24";"8";"5";" ";
"Kisdobsza";"12";"5";"2";" ";
"Kistamási";"7";"3";"3";" ";
"Magyarlukafa";"2";"2";" ";" ";
"Merenye";"22";"11";"4";" ";
"Molvány";"18";"12";"4";" ";
"Mozsgó";"34";"14";"7";" ";
"Nagydobsza";"32";"13";"4";" ";
"Nagypeterd";"42";"31";"15";" ";
"Nagyváty";"20";"15";"11";" ";
"Nemeske";"19";"8";"5";" ";
"Nyugotszenterzsébet";"33";"16";"9";" ";
"Patapoklosi";"32";"20";"8";" ";
"Pettend";"10";"3";"3";" ";
"Rózsafa";"36";"20";"13";" ";
"Somogyapáti";"37";"13";"3";" ";
"Somogyhárságy";"42";"13";"7";" ";
"Somogyhatvan";"18";"9";"2";" ";
"Somogyviszló";"24";"7";"3";" ";
"Szentegát";"17";"12";"7";" ";
"Szentlászló";"35";"16";"9";" ";
"Szigetvár";"463";"213";"122";" ";
"Szörény";"1";" ";" ";" ";
"Szulimán";"19";"11";"4";" ";
"Teklafalu";"16";"6";"3";" ";
"Tótszentgyörgy";"6";"4";"2";" ";
"Várad";"13";"2";"2";" ";
"Vásárosbéc";"13";"7";"5";" ";
"Zádor";"15";"7";"4";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Baranya megye területre nem bontható adatai";" ";" ";" ";" ";
"Somogy megye";"15823";"7321";"4397";" ";
"Barcsi járás";"1844";"796";"454";" ";
"Babócsa";"152";"51";"33";" ";
"Barcs";"747";"362";"245";" ";
"Bélavár";"24";"15";"9";" ";
"Bolhó";"56";"33";"8";" ";
"Csokonyavisonta";"167";"85";"39";" ";
"Darány";"36";"13";"7";" ";
"Drávagárdony";"7";"2";" ";" ";
"Drávatamási";"12";"2";" ";" ";
"Heresznye";"20";"8";"2";" ";
"Homokszentgyörgy";"82";"16";"8";" ";
"Istvándi";"56";"27";"16";" ";
"Kálmáncsa";"55";"11";"4";" ";
"Kastélyosdombó";"24";"9";"6";" ";
"Komlósd";"18";"11";"5";" ";
"Lad";"36";"19";"13";" ";
"Lakócsa";"98";"32";"13";" ";
"Patosfa";"24";"15";"7";" ";
"Péterhida";"17";"3";"3";" ";
"Potony";"24";"8";"3";" ";
"Rinyaújlak";"32";"19";"7";" ";
"Rinyaújnép";"7";"2";"1";" ";
"Somogyaracs";"36";"15";"8";" ";
"Szentborbás";"12";"3";"1";" ";
"Szulok";"40";"11";"4";" ";
"Tótújfalu";"24";"6";"3";" ";
"Vízvár";"38";"18";"9";" ";
"Csurgói járás";"1203";"556";"324";" ";
"Berzence";"180";"87";"64";" ";
"Csurgó";"270";"135";"78";" ";
"Csurgónagymarton";"15";"6";"3";" ";
"Gyékényes";"63";"19";"7";" ";
"Iharos";"25";"10";"2";" ";
"Iharosberény";"130";"63";"32";" ";
"Inke";"179";"99";"62";" ";
"Õrtilos";"42";"19";"10";" ";
"Pogányszentpéter";"32";"5";"4";" ";
"Porrog";"34";"11";"7";" ";
"Porrogszentkirály";"24";"7";"5";" ";
"Porrogszentpál";"5";"1";"1";" ";
"Somogybükkösd";"6";"2";" ";" ";
"Somogycsicsó";"22";"13";"7";" ";
"Somogyudvarhely";"45";"25";"11";" ";
"Szenta";"37";"14";"8";" ";
"Zákány";"59";"25";"13";" ";
"Zákányfalu";"35";"15";"10";" ";
"Fonyódi járás";"1745";"822";"565";" ";
"Balatonboglár";"213";"103";"68";" ";
"Balatonfenyves";"81";"31";"19";" ";
"Balatonlelle";"193";"82";"63";" ";
"Buzsák";"70";"29";"21";" ";
"Fonyód";"125";"58";"36";" ";
"Gamás";"64";"24";"20";" ";
"Gyugy";"15";"4";"3";" ";
"Hács";"30";"18";"14";" ";
"Karád";"136";"76";"50";" ";
"Kisberény";"5";"1";"1";" ";
"Látrány";"93";"42";"30";" ";
"Lengyeltóti";"164";"72";"47";" ";
"Ordacsehi";"43";"13";"8";" ";
"Öreglak";"122";"75";"53";" ";
"Pamuk";"12";"3";"1";" ";
"Somogybabod";"36";"15";"8";" ";
"Somogytúr";"45";"24";"23";" ";
"Somogyvámos";"70";"40";"29";" ";
"Somogyvár";"143";"73";"48";" ";
"Szõlõsgyörök";"68";"34";"19";" ";
"Visz";"17";"5";"4";" ";
"Kaposvári járás";"4893";"2410";"1450";" ";
"Alsóbogát";"16";"5";"3";" ";
"Bárdudvarnok";"63";"34";"13";" ";
"Baté";"53";"24";"15";" ";
"Bodrog";"14";"7";"6";" ";
"Bõszénfa";"13";"5";"2";" ";
"Büssü";"30";"13";"8";" ";
"Cserénfa";"12";"8";"7";" ";
"Csoma";"31";"16";"5";" ";
"Csombárd";"16";"8";"5";" ";
"Csököly";"105";"55";"37";" ";
"Ecseny";"20";"8";"4";" ";
"Edde";"20";"7";"3";" ";
"Felsõmocsolád";"45";"13";"7";" ";
"Fonó";"20";"12";"4";" ";
"Gadács";"9";"4";"3";" ";
"Gálosfa";"15";"10";"6";" ";
"Gige";"39";"10";"6";" ";
"Gölle";"48";"18";"13";" ";
"Hajmás";"15";"8";"7";" ";
"Hedrehely";"60";"39";"27";" ";
"Hencse";"41";"25";"14";" ";
"Hetes";"50";"23";"14";" ";
"Igal";"39";"20";"8";" ";
"Jákó";"48";"23";"12";" ";
"Juta";"51";"23";"13";" ";
"Kadarkút";"148";"94";"59";" ";
"Kaposfõ";"27";"8";"3";" ";
"Kaposgyarmat";"7";"2";"1";" ";
"Kaposhomok";"52";"22";"13";" ";
"Kaposkeresztúr";"62";"21";"10";" ";
"Kaposmérõ";"60";"28";"18";" ";
"Kaposszerdahely";"34";"20";"15";" ";
"Kaposújlak";"13";"9";"6";" ";
"Kaposvár";"1867";"933";"584";" ";
"Kazsok";"44";"12";"5";" ";
"Kercseliget";"61";"39";"21";" ";
"Kisasszond";"4";"2";"1";" ";
"Kisgyalán";"8";"2";" ";" ";
"Kiskorpád";"24";"8";"4";" ";
"Kõkút";"60";"33";"22";" ";
"Magyaratád";"19";"6";"1";" ";
"Magyaregres";"37";"19";"13";" ";
"Mernye";"68";"32";"18";" ";
"Mezõcsokonya";"53";"22";"11";" ";
"Mike";"107";"49";"23";" ";
"Mosdós";"58";"17";"13";" ";
"Nagybajom";"240";"161";"116";" ";
"Nagyberki";"85";"41";"29";" ";
"Orci";"19";"9";"7";" ";
"Osztopán";"70";"31";"20";" ";
"Pálmajor";"32";"24";"8";" ";
"Patalom";"7";"2";"1";" ";
"Patca";"2";"2";"2";" ";
"Polány";"17";"3";" ";" ";
"Ráksi";"16";"6";"3";" ";
"Rinyakovácsi";"12";"2";"1";" ";
"Sántos";"16";"6";"4";" ";
"Simonfa";"22";"14";"7";" ";
"Somodor";"30";"10";"4";" ";
"Somogyaszaló";"39";"12";"7";" ";
"Somogyfajsz";"43";"26";"11";" ";
"Somogygeszti";"48";"23";"11";" ";
"Somogyjád";"66";"31";"20";" ";
"Somogysárd";"97";"50";"29";" ";
"Somogyszil";"57";"25";"16";" ";
"Szabadi";"26";"13";"10";" ";
"Szenna";"28";"11";"8";" ";
"Szentbalázs";"12";"7";"4";" ";
"Szentgáloskér";"26";"13";"6";" ";
"Szilvásszentmárton";"10";"3";"1";" ";
"Taszár";"61";"34";"20";" ";
"Újvárfalva";"18";"8";"1";" ";
"Várda";"17";"7";"1";" ";
"Visnye";"16";"11";"6";" ";
"Zimány";"25";"9";"5";" ";
"Zselickisfalud";"22";"7";"3";" ";
"Zselickislak";"14";"7";"5";" ";
"Zselicszentpál";"14";"6";"1";" ";
"Marcali járás";"1977";"864";"523";" ";
"Balatonberény";"54";"13";"8";" ";
"Balatonkeresztúr";"46";"16";"9";" ";
"Balatonmáriafürdõ";"14";"3";"2";" ";
"Balatonszentgyörgy";"42";"10";"4";" ";
"Balatonújlak";"23";"5";"1";" ";
"Böhönye";"173";"65";"41";" ";
"Csákány";"17";"6";"4";" ";
"Csömend";"22";"14";"11";" ";
"Fõnyed";"7";"2";"2";" ";
"Gadány";"24";"11";"4";" ";
"Hollád";"34";"20";"16";" ";
"Hosszúvíz";" ";" ";" ";" ";
"Kelevíz";"32";"6";"1";" ";
"Kéthely";"109";"53";"36";" ";
"Libickozma";"3";"1";"1";" ";
"Marcali";"344";"151";"83";" ";
"Mesztegnyõ";"112";"48";"29";" ";
"Nagyszakácsi";"26";"11";"5";" ";
"Nemesdéd";"120";"71";"47";" ";
"Nemeskisfalud";"3";" ";" ";" ";
"Nemesvid";"70";"27";"5";" ";
"Nikla";"63";"32";"24";" ";
"Pusztakovácsi";"95";"65";"40";" ";
"Sávoly";"32";"22";"18";" ";
"Somogysámson";"132";"35";"18";" ";
"Somogysimonyi";"4";"2";" ";" ";
"Somogyszentpál";"82";"38";"17";" ";
"Somogyzsitfa";"30";"15";"9";" ";
"Szegerdõ";"24";"7";"4";" ";
"Szenyér";"28";"12";"7";" ";
"Szõkedencs";"20";"9";"7";" ";
"Tapsony";"25";"5";"2";" ";
"Táska";"44";"23";"14";" ";
"Tikos";"17";"3";"1";" ";
"Varászló";"9";"3";"3";" ";
"Vése";"81";"56";"47";" ";
"Vörs";"16";"4";"3";" ";
"Nagyatádi járás";"1683";"825";"436";" ";
"Bakháza";"22";"10";"4";" ";
"Beleg";"82";"54";"25";" ";
"Bolhás";"32";"10";"4";" ";
"Görgeteg";"134";"65";"41";" ";
"Háromfa";"66";"35";"22";" ";
"Kaszó";"7";"4";"2";" ";
"Kisbajom";"27";"15";"4";" ";
"Kutas";"127";"72";"49";" ";
"Lábod";"196";"106";"54";" ";
"Nagyatád";"362";"175";"83";" ";
"Nagykorpád";"61";"39";"22";" ";
"Ötvöskónyi";"87";"33";"17";" ";
"Rinyabesenyõ";"40";"11";"8";" ";
"Rinyaszentkirály";"58";"27";"11";" ";
"Segesd";"161";"67";"35";" ";
"Somogyszob";"68";"24";"10";" ";
"Szabás";"43";"25";"11";" ";
"Tarany";"110";"53";"34";" ";
"Siófoki járás";"1864";"799";"491";" ";
"Ádánd";"119";"55";"32";" ";
"Balatonendréd";"54";"15";"10";" ";
"Balatonföldvár";"46";"19";"13";" ";
"Balatonõszöd";"15";"5";"4";" ";
"Balatonszabadi";"107";"54";"39";" ";
"Balatonszárszó";"62";"22";"16";" ";
"Balatonszemes";"53";"14";"7";" ";
"Balatonvilágos";"34";"14";"6";" ";
"Bálványos";"39";"17";"12";" ";
"Kereki";"17";"11";"7";" ";
"Kõröshegy";"59";"24";"14";" ";
"Kötcse";"38";"21";"15";" ";
"Nagyberény";"66";"39";"21";" ";
"Nagycsepely";"26";"11";"9";" ";
"Nyim";"5";"2";" ";" ";
"Pusztaszemes";"18";"7";"4";" ";
"Ságvár";"52";"16";"12";" ";
"Siófok";"863";"367";"225";" ";
"Siójut";"23";"7";"2";" ";
"Som";"30";"15";"9";" ";
"Szántód";"22";"8";"5";" ";
"Szólád";"25";"13";"8";" ";
"Teleki";"27";"15";"8";" ";
"Zamárdi";"64";"28";"13";" ";
"Tabi járás";"614";"249";"154";" ";
"Andocs";"52";"29";"18";" ";
"Bábonymegyer";"40";"13";"9";" ";
"Bedegkér";"42";"10";"8";" ";
"Bonnya";"18";"4";"3";" ";
"Fiad";"4";" ";" ";" ";
"Kánya";"20";"11";"4";" ";
"Kapoly";"27";"10";"6";" ";
"Kára";"1";"1";"1";" ";
"Kisbárapáti";"26";"8";"7";" ";
"Lulla";"9";"1";"1";" ";
"Miklósi";"7";"3";"1";" ";
"Nágocs";"22";"7";"2";" ";
"Sérsekszõlõs";"1";"1";" ";" ";
"Somogyacsa";"18";"8";"5";" ";
"Somogydöröcske";"9";" ";" ";" ";
"Somogyegres";"20";"8";"5";" ";
"Somogymeggyes";"32";"19";"9";" ";
"Szorosad";"8";"1";"1";" ";
"Tab";"144";"68";"46";" ";
"Tengõd";"35";"9";"6";" ";
"Torvaj";"20";"9";"4";" ";
"Törökkoppány";"14";"7";"6";" ";
"Zala";"17";"5";"1";" ";
"Zics";"28";"17";"11";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Somogy megye területre nem bontható adatai";" ";" ";" ";" ";
"Tolna megye";"8596";"4318";"2496";" ";
"Bonyhádi járás";"852";"381";"217";" ";
"Aparhant";"15";"7";"3";" ";
"Bátaapáti";"29";"10";"2";" ";
"Bonyhád";"289";"131";"72";" ";
"Bonyhádvarasd";"7";"3";"2";" ";
"Cikó";"27";"9";"6";" ";
"Felsõnána";"31";"12";"6";" ";
"Grábóc";"11";"8";"7";" ";
"Györe";"18";"6";"2";" ";
"Izmény";"19";"4";"2";" ";
"Kakasd";"34";"11";"3";" ";
"Kéty";"19";"9";"5";" ";
"Kisdorog";"28";"15";"8";" ";
"Kismányok";"12";"6";"2";" ";
"Kisvejke";"25";"17";"15";" ";
"Lengyel";"18";"13";"7";" ";
"Mórágy";"30";"23";"18";" ";
"Mõcsény";"9";"4";"2";" ";
"Mucsfa";"20";"7";"4";" ";
"Murga";"4";"3";"3";" ";
"Nagymányok";"49";"13";"9";" ";
"Nagyvejke";"3";" ";" ";" ";
"Tevel";"37";"12";"6";" ";
"Váralja";"42";"18";"10";" ";
"Závod";"7";"2";"2";" ";
"Zomba";"69";"38";"21";" ";
"Dombóvári járás";"1571";"862";"557";" ";
"Attala";"46";"23";"19";" ";
"Csibrák";"29";"16";"9";" ";
"Csikóstõttõs";"44";"26";"14";" ";
"Dalmand";"74";"31";"24";" ";
"Dombóvár";"804";"450";"296";" ";
"Döbrököz";"162";"110";"74";" ";
