"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2016. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Olaszfalu";"23";"16";"10";" ";
"Pénzesgyõr";"8";"3";"2";" ";
"Porva";"21";"5";"2";" ";
"Szápár";"5";" ";" ";" ";
"Zirc";"90";"36";"18";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"14621";"5529";"3335";" ";
"Gyõr-Moson-Sopron megye";"3517";"958";"613";" ";
"Csornai járás";"181";"42";"32";" ";
"Acsalag";"2";"1";"1";" ";
"Bágyogszovát";"5";" ";" ";" ";
"Barbacs";"10";"2";"2";" ";
"Bodonhely";"3";"2";"2";" ";
"Bogyoszló";"2";"1";"1";" ";
"Bõsárkány";"10";"2";"1";" ";
"Cakóháza";"2";"1";"1";" ";
"Csorna";"43";"3";"2";" ";
"Dör";"1";" ";" ";" ";
"Egyed";"2";" ";" ";" ";
"Farád";"6";"1";"1";" ";
"Jobaháza";"2";"2";" ";" ";
"Kóny";"8";"4";"3";" ";
"Maglóca";"1";" ";" ";" ";
"Magyarkeresztúr";"4";"1";"1";" ";
"Markotabödöge";"3";" ";" ";" ";
"Páli";"4";"2";"2";" ";
"Pásztori";" ";" ";" ";" ";
"Potyond";"1";" ";" ";" ";
"Rábacsanak";"3";"1";"1";" ";
"Rábapordány";"14";"2";"1";" ";
"Rábasebes";" ";" ";" ";" ";
"Rábaszentandrás";"1";" ";" ";" ";
"Rábatamási";"8";"2";"2";" ";
"Rábcakapi";"2";"2";" ";" ";
"Sobor";"4";"1";"1";" ";
"Sopronnémeti";"1";"1";"1";" ";
"Szany";"15";"5";"4";" ";
"Szil";"13";"2";"2";" ";
"Szilsárkány";"4";" ";" ";" ";
"Tárnokréti";"3";"2";"1";" ";
"Vág";"3";"2";"2";" ";
"Zsebeháza";"1";" ";" ";" ";
"Gyõri járás";"1746";"576";"368";" ";
"Abda";"36";"14";"7";" ";
"Bezi";"7";"4";"1";" ";
"Bõny";"27";"7";"6";" ";
"Börcs";"14";"2";"2";" ";
"Dunaszeg";"22";"5";"2";" ";
"Dunaszentpál";"5";" ";" ";" ";
"Enese";"19";"7";"5";" ";
"Fehértó";"4";"1";"1";" ";
"Gönyû";"35";"8";"7";" ";
"Gyõr";"1158";"398";"257";" ";
"Gyõrladamér";"17";"4";"2";" ";
"Gyõrság";"14";"2";"1";" ";
"Gyõrsövényház";"8";"1";"1";" ";
"Gyõrújbarát";"49";"17";"8";" ";
"Gyõrújfalu";"10";"5";"4";" ";
"Gyõrzámoly";"16";"2";"1";" ";
"Ikrény";"17";"4";"2";" ";
"Kajárpéc";"18";"4";"4";" ";
"Kisbajcs";"2";" ";" ";" ";
"Koroncó";"25";"13";"9";" ";
"Kunsziget";"6";"1";" ";" ";
"Mezõörs";"3";"1";" ";" ";
"Mosonszentmiklós";"31";"13";"9";" ";
"Nagybajcs";"7";"4";"4";" ";
"Nagyszentjános";"21";"4";"2";" ";
"Nyúl";"26";"9";"7";" ";
"Öttevény";"25";"6";"5";" ";
"Pér";"28";"11";"7";" ";
"Rábapatona";"24";"9";"3";" ";
"Rétalap";"11";" ";" ";" ";
"Sokorópátka";"14";"2";"1";" ";
"Tényõ";"16";"5";"4";" ";
"Töltéstava";"18";"6";"2";" ";
"Vámosszabadi";"8";"6";"4";" ";
"Vének";"5";"1";" ";" ";
"Kapuvári járás";"251";"38";"22";" ";
"Agyagosszergény";"4";"2";"1";" ";
"Babót";"15";"4";"3";" ";
"Beled";"36";"6";"2";" ";
"Cirák";"5";"2";"1";" ";
"Dénesfa";"1";" ";" ";" ";
"Edve";"3";" ";" ";" ";
"Gyóró";"2";"2";"1";" ";
"Himod";"6";"1";"1";" ";
"Hövej";"5";" ";" ";" ";
"Kapuvár";"103";"11";"7";" ";
"Kisfalud";"7";"1";"1";" ";
"Mihályi";"7";"1";"1";" ";
"Osli";"12";" ";" ";" ";
"Rábakecöl";"1";" ";" ";" ";
"Répceszemere";"3";"1";"1";" ";
"Szárföld";"12";"2";"1";" ";
"Vadosfa";" ";" ";" ";" ";
"Vásárosfalu";"3";"1";" ";" ";
"Veszkény";"11";"1";"1";" ";
"Vitnyéd";"15";"3";"1";" ";
"Mosonmagyaróvári járás";"520";"106";"58";" ";
"Ásványráró";"10";"2";"2";" ";
"Bezenye";"5";"1";"1";" ";
"Darnózseli";"7";"1";"1";" ";
"Dunakiliti";"13";"2";"2";" ";
"Dunaremete";"1";" ";" ";" ";
"Dunasziget";"9";"4";"3";" ";
"Feketeerdõ";"3";" ";" ";" ";
"Halászi";"16";"2";"1";" ";
"Hédervár";"5";"1";"1";" ";
"Hegyeshalom";"18";"3";"3";" ";
"Jánossomorja";"57";"5";"3";" ";
"Károlyháza";"6";" ";" ";" ";
"Kimle";"20";"3";"2";" ";
"Kisbodak";"4";"1";" ";" ";
"Lébény";"17";"10";"5";" ";
"Levél";"17";"5";"2";" ";
"Lipót";"4";" ";" ";" ";
"Máriakálnok";"14";"2";" ";" ";
"Mecsér";"2";" ";" ";" ";
"Mosonmagyaróvár";"242";"53";"26";" ";
"Mosonszolnok";"13";" ";" ";" ";
"Mosonudvar";"3";"2";"1";" ";
"Püski";"5";" ";" ";" ";
"Rajka";"12";"4";"2";" ";
"Újrónafõ";"13";"4";"3";" ";
"Várbalog";"4";"1";" ";" ";
"Pannonhalmi járás";"161";"45";"29";" ";
"Bakonygyirót";"3";"1";" ";" ";
"Bakonypéterd";"1";"1";"1";" ";
"Bakonyszentlászló";"20";"6";"3";" ";
"Écs";"11";"2";"1";" ";
"Fenyõfõ";"4";"2";"1";" ";
"Gyõrasszonyfa";"11";"3";"2";" ";
"Lázi";"10";"1";"1";" ";
"Nyalka";"4";"1";" ";" ";
"Pannonhalma";"24";"10";"8";" ";
"Pázmándfalu";"9";"1";"1";" ";
"Ravazd";"19";"4";"1";" ";
"Románd";"2";"1";"1";" ";
"Sikátor";"8";"1";"1";" ";
"Táp";"10";"3";"2";" ";
"Tápszentmiklós";"6";"1";" ";" ";
"Tarjánpuszta";"7";"3";"3";" ";
"Veszprémvarsány";"12";"4";"3";" ";
"Soproni járás";"538";"107";"72";" ";
"Ágfalva";"9";" ";" ";" ";
"Csáfordjánosfa";" ";" ";" ";" ";
"Csapod";"2";" ";" ";" ";
"Csér";" ";" ";" ";" ";
"Ebergõc";"1";" ";" ";" ";
"Egyházasfalu";"2";" ";" ";" ";
"Fertõboz";" ";" ";" ";" ";
"Fertõd";"27";"4";"3";" ";
"Fertõendréd";"4";" ";" ";" ";
"Fertõhomok";"3";" ";" ";" ";
"Fertõrákos";"12";"2";"2";" ";
"Fertõszentmiklós";"14";"5";"4";" ";
"Fertõszéplak";"6";"1";" ";" ";
"Gyalóka";" ";" ";" ";" ";
"Harka";"16";"5";"4";" ";
"Hegykõ";"15";"1";"1";" ";
"Hidegség";"1";" ";" ";" ";
"Iván";"19";"3";"3";" ";
"Kópháza";"13";"5";"3";" ";
"Lövõ";"3";"1";" ";" ";
"Nagycenk";"19";"4";"4";" ";
"Nagylózs";"3";"1";"1";" ";
"Nemeskér";"2";" ";" ";" ";
"Pereszteg";"6";"3";"3";" ";
"Petõháza";"4";" ";" ";" ";
"Pinnye";"4";"2";"1";" ";
"Pusztacsalád";"1";" ";" ";" ";
"Répcevis";"2";" ";" ";" ";
"Röjtökmuzsaj";"1";" ";" ";" ";
"Sarród";"10";"1";" ";" ";
"Sopron";"316";"66";"41";" ";
"Sopronhorpács";"2";"1";"1";" ";
"Sopronkövesd";"7";"2";"1";" ";
"Szakony";"3";" ";" ";" ";
"Újkér";"4";" ";" ";" ";
"Und";"2";" ";" ";" ";
"Völcsej";"2";" ";" ";" ";
"Zsira";"3";" ";" ";" ";
"Téti járás";"120";"44";"32";" ";
"Árpás";" ";" ";" ";" ";
"Csikvánd";"3";"1";" ";" ";
"Felpéc";"7";"1";"1";" ";
"Gyarmat";"7";"3";"1";" ";
"Gyömöre";"14";"10";"8";" ";
"Gyõrszemere";"27";"5";"5";" ";
"Kisbabot";"2";"1";"1";" ";
"Mérges";" ";" ";" ";" ";
"Mórichida";"4";"1";"1";" ";
"Rábacsécsény";"3";"2";"2";" ";
"Rábaszentmihály";"2";"1";" ";" ";
"Rábaszentmiklós";"2";"2";"2";" ";
"Szerecseny";"11";"4";"3";" ";
"Tét";"38";"13";"8";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"4075";"1731";"1032";" ";
"Celldömölki járás";"465";"156";"96";" ";
"Boba";"9";"2";" ";" ";
"Borgáta";"6";"4";"3";" ";
"Celldömölk";"184";"59";"35";" ";
"Csönge";"6";"5";"3";" ";
"Duka";"4";" ";" ";" ";
"Egyházashetye";"10";"2";"2";" ";
"Jánosháza";"49";"14";"11";" ";
"Karakó";"5";" ";" ";" ";
"Keléd";"5";"3";" ";" ";
"Kemeneskápolna";"3";"2";"1";" ";
"Kemenesmagasi";"19";"5";"3";" ";
"Kemenesmihályfa";"19";"9";"3";" ";
"Kemenespálfa";"19";"6";"4";" ";
"Kemenessömjén";"6";"3";"1";" ";
"Kemenesszentmárton";"6";"4";"1";" ";
"Kenyeri";"12";"1";"1";" ";
"Kissomlyó";"2";"1";" ";" ";
"Köcsk";"4";" ";" ";" ";
"Mersevát";"14";"5";"4";" ";
"Mesteri";"5";"1";" ";" ";
"Nagysimonyi";"18";"4";"2";" ";
"Nemeskeresztúr";"5";"2";"2";" ";
"Nemeskocs";"7";"4";"3";" ";
"Ostffyasszonyfa";"15";"2";"1";" ";
"Pápoc";"3";"1";" ";" ";
"Szergény";"8";"5";"5";" ";
"Tokorcs";"7";"3";"2";" ";
"Vönöck";"15";"9";"9";" ";
"Körmendi járás";"466";"163";"80";" ";
"Bajánsenye";"9";"5";"2";" ";
"Csákánydoroszló";"18";"7";"5";" ";
"Daraboshegy";"5";"2";"1";" ";
"Döbörhegy";"1";" ";" ";" ";
"Döröske";"2";" ";" ";" ";
"Egyházashollós";"14";"9";"3";" ";
"Egyházasrádóc";"21";"8";"5";" ";
"Felsõjánosfa";"3";"1";"1";" ";
"Felsõmarác";"4";"2";" ";" ";
"Halastó";"1";" ";" ";" ";
"Halogy";"14";"1";"1";" ";
"Harasztifalu";"4";"1";"1";" ";
"Hegyháthodász";"6";"4";"3";" ";
"Hegyhátsál";"3";"1";" ";" ";
"Hegyhátszentjakab";"3";"1";"1";" ";
"Hegyhátszentmárton";" ";" ";" ";" ";
"Ispánk";"4";" ";" ";" ";
"Ivánc";"14";"9";"2";" ";
"Katafa";"8";"2";"1";" ";
"Kemestaródfa";"3";" ";" ";" ";
"Kercaszomor";"5";"1";" ";" ";
"Kerkáskápolna";" ";" ";" ";" ";
"Kisrákos";"3";"1";" ";" ";
"Körmend";"177";"58";"33";" ";
"Magyarnádalja";"5";"3";"3";" ";
"Magyarszecsõd";"7";"6";"5";" ";
"Magyarszombatfa";"6";"1";"1";" ";
"Molnaszecsõd";"13";"3";" ";" ";
"Nádasd";"18";"7";"2";" ";
"Nagykölked";"3";"1";"1";" ";
"Nagymizdó";" ";" ";" ";" ";
"Nagyrákos";"13";"2";" ";" ";
"Nemesrempehollós";"8";"2";"1";" ";
"Õrimagyarósd";"4";"1";"1";" ";
"Õriszentpéter";"20";"4";"2";" ";
"Pankasz";"12";"4";" ";" ";
"Pinkamindszent";"1";"1";"1";" ";
"Rádóckölked";"7";"3";" ";" ";
"Szaknyér";"2";" ";" ";" ";
"Szalafõ";"8";"3";"1";" ";
"Szarvaskend";"2";"2";"1";" ";
"Szatta";"1";" ";" ";" ";
"Szõce";"5";"1";" ";" ";
"Vasalja";"5";"4";"1";" ";
"Velemér";" ";" ";" ";" ";
"Viszák";"4";"2";"1";" ";
"Kõszegi járás";"391";"186";"119";" ";
"Bozsok";"4";"2";"2";" ";
"Bük";"51";"30";"26";" ";
"Cák";"2";" ";" ";" ";
"Csepreg";"55";"21";"11";" ";
"Gyöngyösfalu";"8";"3";"3";" ";
"Horvátzsidány";"21";"8";"5";" ";
"Iklanberény";"2";"2";" ";" ";
"Kiszsidány";"2";"1";"1";" ";
"Kõszeg";"181";"88";"52";" ";
"Kõszegdoroszló";"3";"2";"2";" ";
"Kõszegpaty";"2";"1";"1";" ";
"Kõszegszerdahely";"13";"4";"2";" ";
"Lócs";"1";" ";" ";" ";
"Lukácsháza";"15";"10";"6";" ";
"Nemescsó";"3";"1";" ";" ";
"Ólmod";"1";" ";" ";" ";
"Peresznye";"1";" ";" ";" ";
"Pusztacsó";"2";"1";"1";" ";
"Tormásliget";"6";"3";"2";" ";
"Tömörd";"9";"3";"2";" ";
"Velem";"9";"6";"3";" ";
"Sárvári járás";"525";"217";"133";" ";
"Bejcgyertyános";"9";"7";"5";" ";
"Bõ";"8";"2";"2";" ";
"Bögöt";"6";"4";"2";" ";
"Bögöte";"5";"4";"2";" ";
"Chernelházadamonya";"3";"2";"1";" ";
"Csánig";"3";" ";" ";" ";
"Csénye";"4";"1";"1";" ";
"Gérce";"21";"5";"3";" ";
"Gór";"4";"3";"2";" ";
"Hegyfalu";"9";"3";"1";" ";
"Hosszúpereszteg";"5";"3";"3";" ";
"Ikervár";"22";"8";"4";" ";
"Jákfa";"7";"3";"3";" ";
"Káld";"16";"5";"3";" ";
"Kenéz";"3";"1";" ";" ";
"Megyehíd";"4";" ";" ";" ";
"Meggyeskovácsi";"21";"16";"9";" ";
"Mesterháza";" ";" ";" ";" ";
"Nagygeresd";"2";"1";"1";" ";
"Nemesládony";" ";" ";" ";" ";
"Nick";"4";"3";"2";" ";
"Nyõgér";"7";"4";"4";" ";
"Ölbõ";"18";"5";"3";" ";
"Pecöl";"13";"4";"1";" ";
"Porpác";"2";"2";"2";" ";
"Pósfa";"3";" ";" ";" ";
"Rábapaty";"21";"7";"7";" ";
"Répcelak";"31";"11";"4";" ";
"Répceszentgyörgy";" ";" ";" ";" ";
"Sajtoskál";"2";" ";" ";" ";
"Sárvár";"190";"70";"47";" ";
"Simaság";"9";"5";"3";" ";
"Sitke";"11";"8";"4";" ";
"Sótony";"15";"7";"2";" ";
"Szeleste";"12";"5";"3";" ";
"Tompaládony";"6";"3";" ";" ";
"Uraiújfalu";"12";"5";"5";" ";
"Vámoscsalád";"4";"4";"2";" ";
"Vásárosmiske";"5";"1";" ";" ";
"Vasegerszeg";"2";"1";"1";" ";
"Vashosszúfalu";"4";"3";"1";" ";
"Zsédeny";"2";"1";" ";" ";
"Szentgotthárdi járás";"264";"136";"98";" ";
"Alsószölnök";"8";"7";"6";" ";
"Apátistvánfalva";"6";"2";"2";" ";
"Csörötnek";"29";"13";"9";" ";
"Felsõszölnök";"10";"7";"5";" ";
"Gasztony";"10";"5";"3";" ";
"Kétvölgy";"2";"1";"1";" ";
"Kondorfa";"11";"5";"5";" ";
"Magyarlak";"12";"5";"4";" ";
"Nemesmedves";" ";" ";" ";" ";
"Orfalu";" ";" ";" ";" ";
"Rábagyarmat";"16";"7";"6";" ";
"Rátót";"3";"2";"1";" ";
"Rönök";"16";"7";"4";" ";
"Szakonyfalu";"11";"4";"4";" ";
"Szentgotthárd";"127";"71";"48";" ";
"Vasszentmihály";"3";" ";" ";" ";
"Szombathelyi járás";"1577";"703";"430";" ";
"Acsád";"8";"1";"1";" ";
"Balogunyom";"16";"9";"4";" ";
"Bozzai";"5";"4";"3";" ";
"Bucsu";"7";"3";"2";" ";
"Csempeszkopács";"4";"2";" ";" ";
"Dozmat";"2";" ";" ";" ";
"Felsõcsatár";"7";"2";"1";" ";
"Gencsapáti";"27";"12";"8";" ";
"Gyanógeregye";"2";" ";" ";" ";
"Horvátlövõ";"2";"1";"1";" ";
"Ják";"24";"12";"1";" ";
"Kisunyom";"2";" ";" ";" ";
"Meszlen";"9";"4";"4";" ";
"Nárai";"13";"5";" ";" ";
"Narda";"8";"4";"4";" ";
"Nemesbõd";"5";"1";"1";" ";
"Nemeskolta";"5";"1";" ";" ";
"Perenye";"9";"3";"3";" ";
"Pornóapáti";"9";"2";"1";" ";
"Rábatöttös";"2";"1";" ";" ";
"Rum";"8";"2";"2";" ";
"Salköveskút";"5";"3";"1";" ";
"Sé";"11";"5";"5";" ";
"Sorkifalud";"14";"8";"5";" ";
"Sorkikápolna";"2";" ";" ";" ";
"Sorokpolány";"18";"8";"3";" ";
"Söpte";"11";"6";"4";" ";
"Szentpéterfa";"11";"3";"2";" ";
"Szombathely";"1149";"507";"306";" ";
"Tanakajd";"6";"2";"2";" ";
"Táplánszentkereszt";"31";"18";"12";" ";
"Torony";"32";"15";"11";" ";
"Vasasszonyfa";"3";"2";"2";" ";
"Vaskeresztes";"4";"1";"1";" ";
"Vassurány";"11";"3";"3";" ";
"Vasszécseny";"17";"7";"4";" ";
"Vasszilvágy";"9";"8";"6";" ";
"Vát";"13";"7";"4";" ";
"Vép";"55";"31";"23";" ";
"Zsennye";"1";" ";" ";" ";
"Vasvári járás";"387";"170";"76";" ";
"Alsóújlak";"20";"11";"7";" ";
"Andrásfa";"8";"6";"2";" ";
"Bérbaltavár";"20";"7";"4";" ";
"Csehi";"6";"4";"2";" ";
"Csehimindszent";"14";"6";"3";" ";
"Csipkerek";"8";"6";"4";" ";
"Egervölgy";"10";"3";" ";" ";
"Gersekarát";"17";"5";"3";" ";
"Gyõrvár";"16";"8";"4";" ";
"Hegyhátszentpéter";"3";"2";"1";" ";
"Kám";"7";"2";" ";" ";
"Mikosszéplak";"14";"10";"6";" ";
"Nagytilaj";"4";"3";"1";" ";
"Olaszfa";"8";"5";"1";" ";
"Oszkó";"11";"3";"2";" ";
"Pácsony";"9";"3";"1";" ";
"Petõmihályfa";"7";"1";"1";" ";
"Püspökmolnári";"23";"12";"5";" ";
"Rábahídvég";"28";"12";"4";" ";
"Sárfimizdó";"3";"2";" ";" ";
"Szemenye";"7";"2";" ";" ";
"Telekes";"26";"13";"6";" ";
"Vasvár";"118";"44";"19";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"7029";"2840";"1690";" ";
"Keszthelyi járás";"999";"369";"242";" ";
"Alsópáhok";"22";"10";"3";" ";
"Balatongyörök";"15";"6";"5";" ";
"Bókaháza";"14";"6";"4";" ";
"Cserszegtomaj";"53";"15";"11";" ";
"Dióskál";"24";"11";"7";" ";
"Egeraracsa";"13";"7";"4";" ";
"Esztergályhorváti";"11";"4";"3";" ";
"Felsõpáhok";"8";"5";"3";" ";
"Gétye";"3";"1";"1";" ";
"Gyenesdiás";"56";"23";"19";" ";
"Hévíz";"42";"18";"12";" ";
"Karmacs";"30";"6";"4";" ";
"Keszthely";"380";"145";"102";" ";
"Ligetfalva";"1";" ";" ";" ";
"Nemesbük";"24";"8";"6";" ";
"Rezi";"38";"12";"8";" ";
"Sármellék";"51";"19";"7";" ";
"Szentgyörgyvár";"14";"7";"2";" ";
"Vállus";"2";" ";" ";" ";
"Várvölgy";"32";"16";"7";" ";
"Vindornyafok";"4";"1";"1";" ";
"Vindornyalak";"3";"3";"3";" ";
"Vindornyaszõlõs";"10";"3";"2";" ";
"Vonyarcvashegy";"30";"8";"6";" ";
"Zalaapáti";"39";"15";"11";" ";
"Zalacsány";"18";"4";"2";" ";
"Zalaköveskút";"1";" ";" ";" ";
"Zalaszántó";"30";"6";"3";" ";
"Zalaszentmárton";" ";" ";" ";" ";
"Zalavár";"31";"10";"6";" ";
"Lenti járás";"413";"157";"81";" ";
"Alsószenterzsébet";"3";"1";" ";" ";
"Baglad";"2";"2";"1";" ";
"Barlahida";"3";"1";" ";" ";
"Belsõsárd";"2";"2";" ";" ";
"Bödeháza";" ";" ";" ";" ";
"Csesztreg";"7";"5";"3";" ";
"Csömödér";"20";"4";"1";" ";
"Dobri";"5";"1";" ";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"3";" ";" ";" ";
"Gosztola";" ";" ";" ";" ";
"Hernyék";"9";"6";"2";" ";
"Iklódbördõce";"16";"6";"1";" ";
"Kálócfa";"4";"3";"2";" ";
"Kányavár";"2";" ";" ";" ";
"Kerkabarabás";"9";"2";" ";" ";
"Kerkafalva";"2";"1";" ";" ";
"Kerkakutas";" ";" ";" ";" ";
"Kerkateskánd";"4";"3";" ";" ";
"Kissziget";"12";"1";"1";" ";
"Kozmadombja";"3";"1";"1";" ";
"Külsõsárd";"1";" ";" ";" ";
"Lendvadedes";" ";" ";" ";" ";
"Lendvajakabfa";" ";" ";" ";" ";
"Lenti";"114";"58";"37";" ";
"Lovászi";"39";"7";"5";" ";
"Magyarföld";" ";" ";" ";" ";
"Márokföld";"2";"1";"1";" ";
"Mikekarácsonyfa";"18";"6";"2";" ";
"Nemesnép";"2";" ";" ";" ";
"Nova";"17";"8";"3";" ";
"Ortaháza";"6";" ";" ";" ";
"Páka";"27";"8";"3";" ";
"Pórszombat";"1";"1";" ";" ";
"Pördefölde";" ";" ";" ";" ";
"Pusztaapáti";"1";"1";"1";" ";
"Ramocsa";"1";"1";" ";" ";
"Rédics";"26";"10";"5";" ";
"Resznek";"4";" ";" ";" ";
"Szécsisziget";"4";" ";" ";" ";
"Szentgyörgyvölgy";"7";"3";"2";" ";
"Szijártóháza";"2";" ";" ";" ";
"Szilvágy";"3";"2";"2";" ";
"Tormafölde";"8";"2";"2";" ";
"Tornyiszentmiklós";"7";"2";"1";" ";
"Zalabaksa";"14";"7";"5";" ";
"Zalaszombatfa";" ";" ";" ";" ";
"Zebecke";"3";"1";" ";" ";
"Letenyei járás";"546";"256";"124";" ";
"Bánokszentgyörgy";"22";"16";"7";" ";
"Bázakerettye";"12";"4";"2";" ";
"Becsehely";"79";"33";"19";" ";
"Borsfa";"17";"5";"3";" ";
"Bucsuta";"3";"2";" ";" ";
"Csörnyeföld";"19";"10";"7";" ";
"Kerkaszentkirály";"4";" ";" ";" ";
"Kiscsehi";"5";"3";"3";" ";
"Kistolmács";"5";"4";"2";" ";
"Lasztonya";"18";"12";"4";" ";
"Letenye";"149";"81";"32";" ";
"Lispeszentadorján";"7";"4";"2";" ";
"Maróc";"3";"1";"1";" ";
"Molnári";"14";"3";"2";" ";
"Murarátka";"9";"2";"1";" ";
"Muraszemenye";"10";"1";"1";" ";
"Oltárc";"13";"5";"3";" ";
"Petrivente";"13";"3";"1";" ";
"Pusztamagyaród";"17";"12";"4";" ";
"Semjénháza";"12";"7";"5";" ";
"Szentliszló";"7";"5";"2";" ";
"Szentmargitfalva";"4";"2";"1";" ";
"Tótszentmárton";"38";"19";"15";" ";
"Tótszerdahely";"32";"10";"3";" ";
"Valkonya";"3";" ";" ";" ";
"Várfölde";"6";"1";"1";" ";
"Zajk";"25";"11";"3";" ";
"Nagykanizsai járás";"2658";"1104";"671";" ";
"Alsórajk";"12";"6";"3";" ";
"Balatonmagyaród";"16";"4";"3";" ";
"Belezna";"46";"19";"13";" ";
"Bocska";"20";"11";"9";" ";
"Börzönce";"3";"2";"2";" ";
"Csapi";"6";"3";"3";" ";
"Eszteregnye";"17";"2";" ";" ";
"Felsõrajk";"15";"5";"3";" ";
"Fityeház";"18";"6";"3";" ";
"Fûzvölgy";" ";" ";" ";" ";
"Galambok";"93";"24";"10";" ";
"Garabonc";"42";"9";"2";" ";
"Gelse";"37";"21";"15";" ";
"Gelsesziget";"8";"6";"5";" ";
"Hahót";"38";"15";"10";" ";
"Homokkomárom";"11";"5";"4";" ";
"Hosszúvölgy";"11";"5";"5";" ";
"Kacorlak";"7";"4";"3";" ";
"Kerecseny";"18";"6";"3";" ";
"Kilimán";"10";"4";"2";" ";
"Kisrécse";"13";"5";"5";" ";
"Liszó";"9";"6";"2";" ";
"Magyarszentmiklós";"4";"2";" ";" ";
"Magyarszerdahely";"14";"5";"2";" ";
"Miháld";"35";"17";"10";" ";
"Murakeresztúr";"56";"22";"11";" ";
"Nagybakónak";"24";"12";"11";" ";
"Nagykanizsa";"1502";"673";"411";" ";
"Nagyrada";"18";"6";"2";" ";
"Nagyrécse";"28";"15";"6";" ";
"Nemespátró";"9";"1";"1";" ";
"Orosztony";"29";"12";"8";" ";
"Pat";"3";"1";" ";" ";
"Pölöskefõ";"9";"1";"1";" ";
"Pötréte";"11";"7";"5";" ";
"Rigyác";"11";"7";"5";" ";
"Sand";"10";"3";"3";" ";
"Sormás";"25";"10";"6";" ";
"Surd";"21";"8";"7";" ";
"Szepetnek";"44";"11";"7";" ";
"Újudvar";"30";"7";"3";" ";
"Zalakaros";"47";"20";"12";" ";
"Zalakomár";"193";"58";"34";" ";
"Zalamerenye";"1";"1";" ";" ";
"Zalasárszeg";"3";" ";" ";" ";
"Zalaszabar";"28";"11";"7";" ";
"Zalaszentbalázs";"23";"15";"12";" ";
"Zalaszentjakab";"27";"9";"2";" ";
"Zalaújlak";"3";"2";" ";" ";
"Zalaegerszegi járás";"2059";"836";"513";" ";
"Alibánfa";"4";"2";"2";" ";
"Almásháza";"2";" ";" ";" ";
"Alsónemesapáti";"21";"10";"7";" ";
"Babosdöbréte";"20";"11";"5";" ";
"Bagod";"34";"11";"7";" ";
"Bak";"34";"10";"5";" ";
"Baktüttös";"24";"10";"4";" ";
"Becsvölgye";"25";"12";"4";" ";
"Bezeréd";"2";"1";"1";" ";
"Bocfölde";"24";"9";"4";" ";
"Boncodfölde";"4";" ";" ";" ";
"Böde";"9";"4";"2";" ";
"Búcsúszentlászló";"9";"3";"1";" ";
"Csatár";"2";" ";" ";" ";
"Csertalakos";"3";"1";" ";" ";
"Csonkahegyhát";"6";"2";" ";" ";
"Csöde";" ";" ";" ";" ";
"Dobronhegy";"6";"3";"2";" ";
"Egervár";"14";"6";"5";" ";
"Gellénháza";"19";"5";"4";" ";
"Gombosszeg";" ";" ";" ";" ";
"Gõsfa";"3";"1";"1";" ";
"Gutorfölde";"10";"3";"2";" ";
"Gyûrûs";"7";"3";" ";" ";
"Hagyárosbörönd";"4";"4";"2";" ";
"Hottó";"2";"1";"1";" ";
"Iborfia";" ";" ";" ";" ";
"Kávás";"5";"1";"1";" ";
"Kemendollár";"8";"1";"1";" ";
"Keménfa";"3";"1";"1";" ";
"Kisbucsa";"10";"3";"2";" ";
"Kiskutas";"4";"1";" ";" ";
"Kispáli";"3";"2";"1";" ";
"Kustánszeg";"18";"11";"6";" ";
"Lakhegy";"8";"4";"4";" ";
"Lickóvadamos";"2";" ";" ";" ";
"Milejszeg";"15";"10";"8";" ";
"Misefa";"3";"3";"2";" ";
"Nagykapornak";"26";"8";"3";" ";
"Nagykutas";"10";"6";"3";" ";
"Nagylengyel";"7";"6";"4";" ";
"Nagypáli";"3";"1";"1";" ";
"Nemesapáti";"19";"9";"1";" ";
"Nemeshetés";"8";"6";"3";" ";
"Nemesrádó";"11";"5";"3";" ";
"Nemessándorháza";"10";"1";"1";" ";
"Nemesszentandrás";"7";"5";"4";" ";
"Németfalu";"2";"2";"1";" ";
"Orbányosfa";" ";" ";" ";" ";
"Ormándlak";"5";"2";" ";" ";
"Ozmánbük";"6";"4";"2";" ";
"Pacsa";"50";"14";"7";" ";
"Padár";"4";" ";" ";" ";
"Pálfiszeg";"10";"6";"4";" ";
"Pethõhenye";"10";"6";"2";" ";
"Petrikeresztúr";"3";"1";"1";" ";
"Pókaszepetk";"24";"9";"1";" ";
