"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2016. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Dunakeszi járás";"1074";"585";"410";" ";
"Csomád";"18";"9";"8";" ";
"Dunakeszi";"519";"253";"163";" ";
"Fót";"264";"155";"106";" ";
"Göd";"273";"168";"133";" ";
"Érdi járás";"1324";"646";"429";" ";
"Diósd";"74";"39";"23";" ";
"Érd";"789";"389";"260";" ";
"Pusztazámor";"19";"8";"4";" ";
"Sóskút";"48";"24";"14";" ";
"Százhalombatta";"194";"80";"55";" ";
"Tárnok";"117";"67";"49";" ";
"Törökbálint";"83";"39";"24";" ";
"Gödöllõi járás";"2637";"1571";"1144";" ";
"Csömör";"89";"51";"38";" ";
"Dány";"172";"128";"103";" ";
"Erdõkertes";"156";"92";"64";" ";
"Gödöllõ";"680";"408";"289";" ";
"Isaszeg";"233";"130";"99";" ";
"Kerepes";"184";"116";"83";" ";
"Kistarcsa";"159";"85";"64";" ";
"Mogyoród";"106";"62";"41";" ";
"Nagytarcsa";"58";"28";"19";" ";
"Pécel";"233";"125";"93";" ";
"Szada";"57";"32";"25";" ";
"Vácszentlászló";"55";"35";"23";" ";
"Valkó";"128";"97";"82";" ";
"Veresegyház";"229";"128";"84";" ";
"Zsámbok";"98";"54";"37";" ";
"Gyáli járás";"824";"451";"307";" ";
"Alsónémedi";"73";"39";"28";" ";
"Felsõpakony";"55";"29";"20";" ";
"Gyál";"375";"212";"149";" ";
"Ócsa";"321";"171";"110";" ";
"Monori járás";"1589";"798";"499";" ";
"Bénye";"11";"6";"5";" ";
"Csévharaszt";"36";"12";"5";" ";
"Gomba";"78";"30";"20";" ";
"Gyömrõ";"279";"147";"106";" ";
"Káva";"17";"13";"7";" ";
"Monor";"441";"221";"143";" ";
"Monorierdõ";"105";"46";"25";" ";
"Nyáregyháza";"113";"61";"36";" ";
"Pánd";"74";"40";"24";" ";
"Péteri";"70";"30";"23";" ";
"Pilis";"332";"175";"95";" ";
"Vasad";"33";"17";"10";" ";
"Nagykátai járás";"1886";"1038";"641";" ";
"Farmos";"109";"59";"44";" ";
"Kóka";"87";"52";"28";" ";
"Mende";"53";"25";"17";" ";
"Nagykáta";"399";"230";"150";" ";
"Sülysáp";"169";"105";"70";" ";
"Szentlõrinckáta";"25";"9";"5";" ";
"Szentmártonkáta";"153";"70";"48";" ";
"Tápióbicske";"92";"49";"28";" ";
"Tápiógyörgye";"80";"40";"18";" ";
"Tápióság";"59";"28";"12";" ";
"Tápiószecsõ";"93";"52";"27";" ";
"Tápiószele";"220";"138";"75";" ";
"Tápiószentmárton";"114";"51";"29";" ";
"Tóalmás";"198";"111";"78";" ";
"Úri";"35";"19";"12";" ";
"Nagykõrösi járás";"1184";"739";"519";" ";
"Kocsér";"47";"23";"10";" ";
"Nagykõrös";"1016";"625";"450";" ";
"Nyársapát";"121";"91";"59";" ";
"Pilisvörösvári járás";"616";"369";"246";" ";
"Pilisborosjenõ";"36";"28";"19";" ";
"Piliscsaba";"128";"81";"57";" ";
"Pilisjászfalu";"30";"17";"9";" ";
"Pilisszántó";"34";"20";"13";" ";
"Pilisszentiván";"48";"22";"15";" ";
"Pilisvörösvár";"142";"78";"55";" ";
"Solymár";"103";"60";"36";" ";
"Tinnye";"34";"24";"14";" ";
"Üröm";"61";"39";"28";" ";
"Ráckevei járás";"1054";"583";"376";" ";
"Apaj";"26";"14";"7";" ";
"Áporka";"17";"7";"4";" ";
"Dömsöd";"260";"156";"112";" ";
"Kiskunlacháza";"260";"154";"107";" ";
"Lórév";"6";"2";"2";" ";
"Makád";"16";"5";" ";" ";
"Ráckeve";"304";"161";"86";" ";
"Szigetbecse";"28";"16";"12";" ";
"Szigetcsép";"56";"30";"23";" ";
"Szigetszentmárton";"54";"27";"18";" ";
"Szigetújfalu";"27";"11";"5";" ";
"Szentendrei járás";"1056";"550";"359";" ";
"Budakalász";"120";"70";"42";" ";
"Csobánka";"59";"23";"13";" ";
"Dunabogdány";"28";"15";"15";" ";
"Kisoroszi";"10";"7";"4";" ";
"Leányfalu";"52";"25";"16";" ";
"Pilisszentkereszt";"23";"11";"10";" ";
"Pilisszentlászló";"11";"3";"2";" ";
"Pócsmegyer";"28";"11";"10";" ";
"Pomáz";"198";"94";"54";" ";
"Szentendre";"394";"221";"149";" ";
"Szigetmonostor";"43";"25";"14";" ";
"Tahitótfalu";"73";"33";"22";" ";
"Visegrád";"17";"12";"8";" ";
"Szigetszentmiklósi járás";"1759";"943";"649";" ";
"Délegyháza";"62";"31";"20";" ";
"Dunaharaszti";"292";"161";"116";" ";
"Dunavarsány";"127";"73";"55";" ";
"Halásztelek";"147";"83";"57";" ";
"Majosháza";"32";"25";"19";" ";
"Szigethalom";"325";"183";"119";" ";
"Szigetszentmiklós";"540";"269";"183";" ";
"Taksony";"70";"38";"24";" ";
"Tököl";"164";"80";"56";" ";
"Szobi járás";"477";"244";"163";" ";
"Bernecebaráti";"15";"11";"5";" ";
"Ipolydamásd";"8";"5";"4";" ";
"Ipolytölgyes";"4";"1";"1";" ";
"Kemence";"29";"14";"10";" ";
"Kismaros";"33";"17";"13";" ";
"Kóspallag";"16";"4";"3";" ";
"Letkés";"13";"6";"4";" ";
"Márianosztra";"14";"5";"3";" ";
"Nagybörzsöny";"31";"10";"9";" ";
"Nagymaros";"103";"63";"43";" ";
"Perõcsény";"7";"2";"1";" ";
"Szob";"24";"12";"8";" ";
"Szokolya";"32";"18";"13";" ";
"Tésa";"3";"3";"2";" ";
"Vámosmikola";"44";"23";"17";" ";
"Verõce";"79";"39";"21";" ";
"Zebegény";"22";"11";"6";" ";
"Váci járás";"1231";"680";"482";" ";
"Acsa";"24";"10";"10";" ";
"Csörög";"77";"50";"30";" ";
"Csõvár";"11";"4";"2";" ";
"Galgagyörk";"41";"30";"21";" ";
"Kisnémedi";"10";"4";"2";" ";
"Kosd";"51";"25";"21";" ";
"Õrbottyán";"96";"46";"35";" ";
"Penc";"22";"9";"5";" ";
"Püspökhatvan";"49";"27";"18";" ";
"Püspökszilágy";"14";"9";"8";" ";
"Rád";"36";"19";"16";" ";
"Szõd";"38";"14";"9";" ";
"Szõdliget";"50";"24";"14";" ";
"Vác";"611";"341";"245";" ";
"Vácduka";"23";"12";"6";" ";
"Váchartyán";"34";"25";"18";" ";
"Váckisújfalu";"9";"4";"4";" ";
"Vácrátót";"35";"27";"18";" ";
"Vecsési járás";"674";"315";"219";" ";
"Ecser";"36";"11";"8";" ";
"Maglód";"193";"93";"59";" ";
"Üllõ";"226";"111";"78";" ";
"Vecsés";"219";"100";"74";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";
"Dunántúl";"69486";"30504";"18139";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"20388";"8515";"5099";" ";
"Fejér megye";"8750";"3824";"2316";" ";
"Bicskei járás";"466";"162";"95";" ";
"Alcsútdoboz";"22";"9";"7";" ";
"Bicske";"156";"40";"20";" ";
"Bodmér";"6";"3";"2";" ";
"Csabdi";"18";"7";"5";" ";
"Csákvár";"57";"15";"6";" ";
"Etyek";"42";"19";"10";" ";
"Felcsút";"22";"7";"6";" ";
"Gánt";"5";"2";"1";" ";
"Mány";"41";"20";"9";" ";
"Óbarok";"18";"9";"7";" ";
"Szár";"16";"9";"7";" ";
"Tabajd";"15";"5";"4";" ";
"Újbarok";"8";"3";"3";" ";
"Vértesacsa";"27";"11";"8";" ";
"Vértesboglár";"13";"3";" ";" ";
"Dunaújvárosi járás";"2583";"1288";"827";" ";
"Adony";"90";"42";"30";" ";
"Baracs";"75";"41";"30";" ";
"Beloiannisz";"32";"20";"9";" ";
"Besnyõ";"37";"16";"7";" ";
"Daruszentmiklós";"56";"24";"12";" ";
"Dunaújváros";"1340";"681";"433";" ";
"Elõszállás";"64";"27";"17";" ";
"Iváncsa";"55";"24";"11";" ";
"Kisapostag";"35";"23";"19";" ";
"Kulcs";"80";"38";"26";" ";
"Mezõfalva";"176";"75";"48";" ";
"Nagykarácsony";"54";"27";"13";" ";
"Nagyvenyim";"81";"33";"23";" ";
"Perkáta";"142";"64";"42";" ";
"Pusztaszabolcs";"145";"81";"52";" ";
"Rácalmás";"121";"72";"55";" ";
"Enyingi járás";"725";"310";"172";" ";
"Dég";"57";"24";"13";" ";
"Enying";"329";"151";"84";" ";
"Kisláng";"94";"52";"33";" ";
"Lajoskomárom";"37";"15";"5";" ";
"Lepsény";"79";"33";"18";" ";
"Mátyásdomb";"33";"11";"7";" ";
"Mezõkomárom";"15";"4";"1";" ";
"Mezõszentgyörgy";"68";"15";"9";" ";
"Szabadhídvég";"13";"5";"2";" ";
"Gárdonyi járás";"435";"166";"98";" ";
"Gárdony";"144";"56";"41";" ";
"Kápolnásnyék";"48";"20";"13";" ";
"Nadap";"10";"3";"1";" ";
"Pákozd";"50";"27";"13";" ";
"Pázmánd";"25";"8";"4";" ";
"Sukoró";"16";"5";"4";" ";
"Szabadegyháza";"46";"16";"9";" ";
"Velence";"59";"18";"10";" ";
"Vereb";"8";"2";"1";" ";
"Zichyújfalu";"29";"11";"2";" ";
"Martonvásári járás";"627";"344";"185";" ";
"Baracska";"51";"29";"11";" ";
"Ercsi";"346";"212";"110";" ";
"Gyúró";"10";"8";"3";" ";
"Kajászó";"27";"16";"8";" ";
"Martonvásár";"56";"22";"13";" ";
"Ráckeresztúr";"69";"31";"22";" ";
"Tordas";"29";"10";"7";" ";
"Vál";"39";"16";"11";" ";
"Móri járás";"461";"176";"100";" ";
"Bakonycsernye";"47";"15";"9";" ";
"Balinka";"13";"5";"2";" ";
"Bodajk";"63";"24";"20";" ";
"Csákberény";"12";"6";"4";" ";
"Csókakõ";"19";"7";"5";" ";
"Fehérvárcsurgó";"25";"8";"6";" ";
"Isztimér";"7";"3";"3";" ";
"Kincsesbánya";"23";"10";"6";" ";
"Magyaralmás";"23";"5";"2";" ";
"Mór";"186";"78";"37";" ";
"Nagyveleg";"13";"2";"2";" ";
"Pusztavám";"29";"13";"4";" ";
"Söréd";"1";" ";" ";" ";
"Sárbogárdi járás";"950";"363";"213";" ";
"Alap";"44";"9";"5";" ";
"Alsószentiván";"14";"6";"3";" ";
"Cece";"92";"35";"21";" ";
"Hantos";"19";"7";"4";" ";
"Igar";"61";"30";"15";" ";
"Mezõszilas";"46";"15";"8";" ";
"Nagylók";"24";"8";"4";" ";
"Sárbogárd";"428";"178";"118";" ";
"Sáregres";"21";"7";"5";" ";
"Sárkeresztúr";"132";"42";"16";" ";
"Sárszentágota";"36";"12";"7";" ";
"Vajta";"33";"14";"7";" ";
"Székesfehérvári járás";"2503";"1015";"626";" ";
"Aba";"99";"35";"22";" ";
"Bakonykúti";"3";"2";"1";" ";
"Csór";"25";"13";"9";" ";
"Csõsz";"48";"16";"9";" ";
"Füle";"19";"10";"6";" ";
"Iszkaszentgyörgy";"34";"14";"8";" ";
"Jenõ";"18";"3";"1";" ";
"Káloz";"60";"32";"24";" ";
"Kõszárhegy";"28";"7";"4";" ";
"Lovasberény";"49";"16";"11";" ";
"Moha";"5";"1";" ";" ";
"Nádasdladány";"50";"20";"11";" ";
"Pátka";"34";"13";"6";" ";
"Polgárdi";"144";"62";"35";" ";
"Sárkeresztes";"21";"4";"4";" ";
"Sárkeszi";"11";"4";"2";" ";
"Sárosd";"61";"19";"12";" ";
"Sárszentmihály";"64";"26";"14";" ";
"Seregélyes";"69";"17";"11";" ";
"Soponya";"40";"21";"11";" ";
"Szabadbattyán";"90";"38";"25";" ";
"Székesfehérvár";"1414";"601";"377";" ";
"Tác";"15";"6";"2";" ";
"Úrhida";"47";"20";"13";" ";
"Zámoly";"55";"15";"8";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";
"Komárom-Esztergom megye";"4989";"1923";"1175";" ";
"Esztergomi járás";"1512";"632";"424";" ";
"Annavölgy";"22";"6";"3";" ";
"Bajna";"59";"30";"16";" ";
"Bajót";"57";"30";"21";" ";
"Csolnok";"50";"20";"14";" ";
"Dág";"15";"4";"2";" ";
"Dorog";"222";"90";"62";" ";
"Dömös";"14";"6";"3";" ";
"Epöl";"12";"3";" ";" ";
"Esztergom";"362";"133";"90";" ";
"Kesztölc";"50";"21";"14";" ";
"Lábatlan";"90";"43";"33";" ";
"Leányvár";"20";"9";"4";" ";
"Máriahalom";"11";"4";"3";" ";
"Mogyorósbánya";"9";"3";"2";" ";
"Nagysáp";"50";"23";"12";" ";
"Nyergesújfalu";"98";"46";"30";" ";
"Piliscsév";"39";"17";"15";" ";
"Pilismarót";"29";"5";"5";" ";
"Sárisáp";"53";"24";"14";" ";
"Süttõ";"29";"11";"9";" ";
"Tát";"56";"19";"12";" ";
"Tokod";"83";"44";"34";" ";
"Tokodaltáró";"63";"28";"16";" ";
"Úny";"19";"13";"10";" ";
"Kisbéri járás";"356";"142";"61";" ";
"Ácsteszér";"12";"4";"1";" ";
"Aka";"1";" ";" ";" ";
"Ászár";"20";"6";"3";" ";
"Bakonybánk";"7";"5";"3";" ";
"Bakonysárkány";"16";"3";"1";" ";
"Bakonyszombathely";"23";"9";"2";" ";
"Bársonyos";"6";"1";"1";" ";
"Császár";"43";"19";"9";" ";
"Csatka";"3";"2";"1";" ";
"Csép";"2";" ";" ";" ";
"Ete";"17";"7";"1";" ";
"Kerékteleki";"7";"1";" ";" ";
"Kisbér";"108";"46";"25";" ";
"Réde";"27";"15";"5";" ";
"Súr";"19";"5";"1";" ";
"Tárkány";"35";"13";"5";" ";
"Vérteskethely";"10";"6";"3";" ";
"Komáromi járás";"621";"238";"147";" ";
"Ács";"120";"52";"31";" ";
"Almásfüzitõ";"20";"5";"1";" ";
"Bábolna";"32";"15";"8";" ";
"Bana";"23";"8";"3";" ";
"Csém";"11";"2";"2";" ";
"Kisigmánd";"6";"2";"1";" ";
"Komárom";"326";"113";"70";" ";
"Mocsa";"45";"26";"22";" ";
"Nagyigmánd";"38";"15";"9";" ";
"Oroszlányi járás";"468";"161";"78";" ";
"Bokod";"25";"6";"3";" ";
"Dad";"15";"7";"3";" ";
"Kecskéd";"30";"5";"1";" ";
"Kömlõd";"24";"6";"5";" ";
"Oroszlány";"357";"132";"63";" ";
"Szákszend";"17";"5";"3";" ";
"Tatai járás";"626";"213";"138";" ";
"Baj";"37";"12";"9";" ";
"Dunaalmás";"21";"3";"2";" ";
"Dunaszentmiklós";"9";"2";"2";" ";
"Kocs";"34";"13";"9";" ";
"Naszály";"35";"6";"4";" ";
"Neszmély";"25";"14";"8";" ";
"Szomód";"24";"7";"4";" ";
"Tardos";"34";"12";"4";" ";
"Tata";"400";"142";"94";" ";
"Vértestolna";"7";"2";"2";" ";
"Tatabányai járás";"1406";"537";"327";" ";
"Gyermely";"14";"9";"5";" ";
"Héreg";"25";"10";"3";" ";
"Környe";"65";"27";"17";" ";
"Szárliget";"37";"17";"9";" ";
"Szomor";"8";"4";"3";" ";
"Tarján";"21";"14";"9";" ";
"Tatabánya";"1161";"427";"268";" ";
"Várgesztes";"4";"3";"2";" ";
"Vértessomló";"14";"4";" ";" ";
"Vértesszõlõs";"57";"22";"11";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"6649";"2768";"1608";" ";
"Ajkai járás";"764";"312";"205";" ";
"Ajka";"530";"205";"138";" ";
"Csehbánya";"9";"6";"4";" ";
"Farkasgyepû";"5";"2";"1";" ";
"Halimba";"20";"9";"6";" ";
"Kislõd";"28";"14";"12";" ";
"Magyarpolány";"20";"9";"3";" ";
"Nyirád";"39";"14";"8";" ";
"Öcs";"14";"8";"5";" ";
"Szõc";"9";"4";"3";" ";
"Úrkút";"40";"17";"11";" ";
"Városlõd";"50";"24";"14";" ";
"Balatonalmádi járás";"518";"227";"123";" ";
"Balatonakarattya";"13";"7";"4";" ";
"Balatonalmádi";"170";"72";"38";" ";
"Balatonfõkajár";"31";"19";"11";" ";
"Balatonfûzfõ";"81";"30";"15";" ";
"Balatonkenese";"66";"38";"20";" ";
"Csajág";"21";"11";"5";" ";
"Felsõörs";"36";"11";"6";" ";
"Királyszentistván";"14";"7";"3";" ";
"Küngös";"14";"5";"1";" ";
"Litér";"39";"19";"13";" ";
"Papkeszi";"33";"8";"7";" ";
"Balatonfüredi járás";"481";"140";"95";" ";
"Alsóörs";"14";"2";"2";" ";
"Aszófõ";"10";"3";"1";" ";
"Balatonakali";"14";"5";"3";" ";
"Balatoncsicsó";"8";"3";"2";" ";
"Balatonfüred";"267";"76";"53";" ";
"Balatonszepezd";"7";"3";"2";" ";
"Balatonszõlõs";"17";"3";"3";" ";
"Balatonudvari";"11";"6";"4";" ";
"Csopak";"28";"5";"4";" ";
"Dörgicse";"9";"4";"4";" ";
"Lovas";"7";"4";"3";" ";
"Monoszló";"4";"3";"3";" ";
"Óbudavár";"1";" ";" ";" ";
"Örvényes";"4";" ";" ";" ";
"Paloznak";"7";"2";"1";" ";
"Pécsely";"8";"1";" ";" ";
"Szentantalfa";"7";"3";"3";" ";
"Szentjakabfa";"8";"2";" ";" ";
"Tagyon";"2";" ";" ";" ";
"Tihany";"27";"8";"3";" ";
"Vászoly";"6";"2";"1";" ";
"Zánka";"15";"5";"3";" ";
"Devecseri járás";"435";"184";"93";" ";
"Adorjánháza";"22";"3";"2";" ";
"Apácatorna";"4";"3";"1";" ";
"Borszörcsök";"16";"7";"5";" ";
"Csögle";"15";"4";"3";" ";
"Dabrony";"8";"4";"2";" ";
"Devecser";"105";"49";"26";" ";
"Doba";"10";"4";"1";" ";
"Egeralja";"11";"9";"5";" ";
"Iszkáz";"5";"5";"2";" ";
"Kamond";"10";"3";"2";" ";
"Karakószörcsök";"9";"3";"1";" ";
"Kerta";"20";"5";"2";" ";
"Kisberzseny";"3";" ";" ";" ";
"Kiscsõsz";"7";"5";"2";" ";
"Kispirit";"3";" ";" ";" ";
"Kisszõlõs";"15";"10";"4";" ";
"Kolontár";"27";"8";"4";" ";
"Nagyalásony";"8";"3";"1";" ";
"Nagypirit";"5";"2";" ";" ";
"Noszlop";"23";"9";"4";" ";
"Oroszi";"5";"3";"2";" ";
"Pusztamiske";"15";"9";"4";" ";
"Somlójenõ";"12";"7";"2";" ";
"Somlószõlõs";"17";"11";"7";" ";
"Somlóvásárhely";"49";"14";"10";" ";
"Somlóvecse";" ";" ";" ";" ";
"Tüskevár";"3";"2";"1";" ";
"Vid";"8";"2";" ";" ";
"Pápai járás";"999";"385";"194";" ";
"Adásztevel";"13";"3";"1";" ";
"Bakonyjákó";"16";"8";"5";" ";
"Bakonykoppány";"4";"3";"2";" ";
"Bakonypölöske";"10";"1";"1";" ";
"Bakonyság";"3";"3";"2";" ";
"Bakonyszentiván";"7";"1";" ";" ";
"Bakonyszücs";"9";"3";"1";" ";
"Bakonytamási";"25";"5";"3";" ";
"Béb";"3";"1";" ";" ";
"Békás";"2";" ";" ";" ";
"Csót";"34";"21";"8";" ";
"Dáka";"4";"1";"1";" ";
"Döbrönte";" ";" ";" ";" ";
"Egyházaskeszõ";"11";"5";"2";" ";
"Ganna";"4";"1";"1";" ";
"Gecse";"4";" ";" ";" ";
"Gic";"7";"1";" ";" ";
"Homokbödöge";"9";"2";" ";" ";
"Kemeneshõgyész";"10";"3";"1";" ";
"Kemenesszentpéter";"19";"10";"6";" ";
"Kup";"6";"2";"2";" ";
"Külsõvat";"8";"3";"1";" ";
"Lovászpatona";"11";"3";"2";" ";
"Magyargencs";"12";"6";"4";" ";
"Malomsok";"12";"4";"2";" ";
"Marcalgergelyi";"8";"1";" ";" ";
"Marcaltõ";"6";"3";" ";" ";
"Mezõlak";"19";"10";"5";" ";
"Mihályháza";"14";"6";"2";" ";
"Nagyacsád";"7";"3";"2";" ";
"Nagydém";"28";"7";"3";" ";
"Nagygyimót";"10";"5";" ";" ";
"Nagytevel";"10";"3";"2";" ";
"Nemesgörzsöny";"8";"6";" ";" ";
"Nemesszalók";"3";"1";" ";" ";
"Németbánya";"4";"1";" ";" ";
"Nóráp";"2";" ";" ";" ";
"Nyárád";"16";"2";" ";" ";
"Pápa";"498";"209";"115";" ";
"Pápadereske";"6";"1";" ";" ";
"Pápakovácsi";"6";"2";"1";" ";
"Pápasalamon";"9";"5";" ";" ";
"Pápateszér";"21";"5";"3";" ";
"Takácsi";"18";"9";"6";" ";
"Ugod";"14";"3";"1";" ";
"Vanyola";"24";"6";"4";" ";
"Várkeszõ";"6";"1";"1";" ";
"Vaszar";"17";"5";"4";" ";
"Vinár";"2";"1";" ";" ";
"Sümegi járás";"418";"196";"121";" ";
"Bazsi";"13";"6";"3";" ";
"Bodorfa";"1";" ";" ";" ";
"Csabrendek";"69";"40";"24";" ";
"Dabronc";"10";"6";"3";" ";
"Gógánfa";"30";"14";"4";" ";
"Gyepükaján";"10";"2";"2";" ";
"Hetyefõ";"2";"2";"2";" ";
"Hosztót";"1";" ";" ";" ";
"Káptalanfa";"13";"5";"1";" ";
"Megyer";"2";"2";" ";" ";
"Nemeshany";"13";"7";"5";" ";
"Rigács";"15";"4";"2";" ";
"Sümeg";"180";"82";"58";" ";
"Sümegprága";"18";"6";"4";" ";
"Szentimrefalva";"7";"3";" ";" ";
"Ukk";"8";"4";"3";" ";
"Veszprémgalsa";"4";"2";"1";" ";
"Zalaerdõd";"6";"3";"2";" ";
"Zalagyömörõ";"13";"6";"6";" ";
"Zalameggyes";"2";"1";"1";" ";
"Zalaszegvár";"1";"1";" ";" ";
"Tapolcai járás";"714";"290";"174";" ";
"Ábrahámhegy";"6";"3";"2";" ";
"Badacsonytomaj";"45";"16";"11";" ";
"Badacsonytördemic";"21";"6";"4";" ";
"Balatonederics";"19";"6";"3";" ";
"Balatonhenye";"7";"4";"3";" ";
"Balatonrendes";"4";"2";"2";" ";
"Gyulakeszi";"15";"4";"2";" ";
"Hegyesd";"3";"1";" ";" ";
"Hegymagas";"8";"3";"1";" ";
"Kapolcs";"15";"3";"1";" ";
"Káptalantóti";"7";"2";"2";" ";
"Kékkút";"3";"3";"1";" ";
"Kisapáti";"10";"6";"1";" ";
"Kõvágóörs";"36";"12";"8";" ";
"Köveskál";"24";"9";"6";" ";
"Lesencefalu";"11";"3";"1";" ";
"Lesenceistvánd";"31";"15";"5";" ";
"Lesencetomaj";"23";"5";"4";" ";
"Mindszentkálla";"18";"6";"3";" ";
"Monostorapáti";"19";"12";"3";" ";
"Nemesgulács";"17";"3";"3";" ";
"Nemesvita";"16";"6";"3";" ";
"Raposka";"7";"6";"5";" ";
"Révfülöp";"17";"6";"5";" ";
"Salföld";" ";" ";" ";" ";
"Sáska";"8";"3";"1";" ";
"Szentbékkálla";"4";"3";"2";" ";
"Szigliget";"12";"4";"3";" ";
"Taliándörögd";"24";"9";"5";" ";
"Tapolca";"244";"113";"77";" ";
"Uzsa";"5";"2";"2";" ";
"Vigántpetend";"11";"5";"1";" ";
"Zalahaláp";"24";"9";"4";" ";
"Várpalotai járás";"928";"414";"224";" ";
"Berhida";"216";"112";"67";" ";
"Jásd";"14";"6";"3";" ";
"Õsi";"56";"27";"9";" ";
"Öskü";"38";"12";"6";" ";
"Pétfürdõ";"96";"39";"18";" ";
"Tés";"14";"6";"1";" ";
"Várpalota";"471";"195";"111";" ";
"Vilonya";"23";"17";"9";" ";
"Veszprémi járás";"1058";"479";"301";" ";
"Bánd";"6";"3";"2";" ";
"Barnag";"6";"1";" ";" ";
"Eplény";"5";"1";" ";" ";
"Hajmáskér";"63";"27";"16";" ";
"Hárskút";"9";"3";"1";" ";
"Herend";"38";"23";"15";" ";
"Hidegkút";"5";"4";"2";" ";
"Márkó";"17";"9";"6";" ";
"Mencshely";"12";"6";"3";" ";
"Nagyvázsony";"35";"17";"11";" ";
"Nemesvámos";"22";"8";"4";" ";
"Pula";"7";"3";"1";" ";
"Sóly";"4";"1";" ";" ";
"Szentgál";"27";"6";"5";" ";
"Szentkirályszabadja";"34";"13";"4";" ";
"Tótvázsony";"13";"2";"1";" ";
"Veszprém";"750";"349";"227";" ";
"Veszprémfajsz";"5";"3";"3";" ";
"Vöröstó";" ";" ";" ";" ";
"Zirci járás";"334";"141";"78";" ";
"Bakonybél";"21";"9";"4";" ";
"Bakonynána";"17";"6";"4";" ";
"Bakonyoszlop";"7";"5";"2";" ";
"Bakonyszentkirály";"23";"14";"7";" ";
"Borzavár";"17";"7";"2";" ";
"Csesznek";"18";"5";"4";" ";
"Csetény";"25";"12";"9";" ";
"Dudar";"15";"9";"5";" ";
"Lókút";"11";"3";"2";" ";
"Nagyesztergár";"33";"11";"7";" ";
