"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2010. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Dudar";"103";"35";"21";" ";
"Lókút";"26";"15";"11";" ";
"Nagyesztergár";"109";"47";"23";" ";
"Olaszfalu";"54";"19";"12";" ";
"Pénzesgyõr";"22";"8";"7";" ";
"Porva";"22";"11";"8";" ";
"Szápár";"16";"6";"2";" ";
"Zirc";"280";"127";"64";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"41397";"20319";"10472";" ";
"Gyõr-Moson-Sopron megye";"13450";"5518";"2355";" ";
"Csornai járás";"1005";"316";"115";" ";
"Acsalag";"10";"5";"3";" ";
"Bágyogszovát";"43";"14";"3";" ";
"Barbacs";"30";"6";"2";" ";
"Bodonhely";"14";"5";"2";" ";
"Bogyoszló";"16";"4";"1";" ";
"Bõsárkány";"51";"10";"5";" ";
"Cakóháza";"1";" ";" ";" ";
"Csorna";"320";"94";"24";" ";
"Dör";"20";"11";"2";" ";
"Egyed";"11";"2";" ";" ";
"Farád";"68";"15";"4";" ";
"Jobaháza";"18";"6";"3";" ";
"Kóny";"68";"21";"7";" ";
"Maglóca";"5";"3";"1";" ";
"Magyarkeresztúr";"15";"4";"1";" ";
"Markotabödöge";"17";"6";"1";" ";
"Páli";"17";"10";"6";" ";
"Pásztori";"14";"2";"1";" ";
"Potyond";"3";"1";"1";" ";
"Rábacsanak";"10";"3";" ";" ";
"Rábapordány";"25";"7";"4";" ";
"Rábasebes";"4";"3";"3";" ";
"Rábaszentandrás";"13";"7";"3";" ";
"Rábatamási";"31";"5";" ";" ";
"Rábcakapi";"4";"1";"1";" ";
"Sobor";"11";"5";"3";" ";
"Sopronnémeti";"8";"4";"2";" ";
"Szany";"57";"33";"19";" ";
"Szil";"43";"5";"3";" ";
"Szilsárkány";"30";"13";"5";" ";
"Tárnokréti";"8";"3";"1";" ";
"Vág";"16";"6";"3";" ";
"Zsebeháza";"4";"2";"1";" ";
"Gyõri járás";"6399";"2797";"1177";" ";
"Abda";"89";"35";"14";" ";
"Bezi";"20";"10";"2";" ";
"Bõny";"105";"36";"9";" ";
"Börcs";"41";"15";"6";" ";
"Dunaszeg";"67";"24";"10";" ";
"Dunaszentpál";"14";"6";"1";" ";
"Enese";"48";"14";"6";" ";
"Fehértó";"13";"6";"3";" ";
"Gönyû";"101";"43";"20";" ";
"Gyõr";"4371";"1977";"842";" ";
"Gyõrladamér";"39";"12";"3";" ";
"Gyõrság";"49";"22";"11";" ";
"Gyõrsövényház";"30";"11";"6";" ";
"Gyõrújbarát";"168";"77";"32";" ";
"Gyõrújfalu";"25";"12";"4";" ";
"Gyõrzámoly";"67";"22";"4";" ";
"Ikrény";"63";"23";"8";" ";
"Kajárpéc";"73";"37";"19";" ";
"Kisbajcs";"29";"14";"5";" ";
"Koroncó";"91";"40";"18";" ";
"Kunsziget";"28";"12";"3";" ";
"Mezõörs";"56";"28";"14";" ";
"Mosonszentmiklós";"74";"29";"10";" ";
"Nagybajcs";"22";"7";"1";" ";
"Nagyszentjános";"75";"28";"11";" ";
"Nyúl";"127";"58";"21";" ";
"Öttevény";"77";"29";"15";" ";
"Pér";"89";"34";"15";" ";
"Rábapatona";"99";"39";"20";" ";
"Rétalap";"27";"6";"2";" ";
"Sokorópátka";"50";"12";"6";" ";
"Tényõ";"47";"22";"8";" ";
"Töltéstava";"68";"31";"15";" ";
"Vámosszabadi";"45";"20";"11";" ";
"Vének";"12";"6";"2";" ";
"Kapuvári járás";"876";"295";"130";" ";
"Agyagosszergény";"25";"11";"4";" ";
"Babót";"23";"4";"1";" ";
"Beled";"97";"27";"16";" ";
"Cirák";"19";"11";"6";" ";
"Dénesfa";"22";"7";"2";" ";
"Edve";"3";"1";"1";" ";
"Gyóró";"16";"10";"3";" ";
"Himod";"32";"15";"7";" ";
"Hövej";"16";"7";"3";" ";
"Kapuvár";"326";"104";"38";" ";
"Kisfalud";"38";"14";"10";" ";
"Mihályi";"45";"14";"10";" ";
"Osli";"32";"7";"2";" ";
"Rábakecöl";"35";"15";"8";" ";
"Répceszemere";"11";"4";"2";" ";
"Szárföld";"44";"10";"2";" ";
"Vadosfa";"1";" ";" ";" ";
"Vásárosfalu";"2";" ";" ";" ";
"Veszkény";"21";"9";"4";" ";
"Vitnyéd";"68";"25";"11";" ";
"Mosonmagyaróvári járás";"1858";"634";"226";" ";
"Ásványráró";"51";"21";"6";" ";
"Bezenye";"36";"12";"4";" ";
"Darnózseli";"92";"16";"5";" ";
"Dunakiliti";"48";"17";"5";" ";
"Dunaremete";"5";"1";"1";" ";
"Dunasziget";"39";"21";"11";" ";
"Feketeerdõ";"19";"8";"5";" ";
"Halászi";"74";"19";"6";" ";
"Hédervár";"30";"8";"4";" ";
"Hegyeshalom";"80";"19";"8";" ";
"Jánossomorja";"175";"54";"22";" ";
"Károlyháza";"18";"4";"1";" ";
"Kimle";"63";"24";"10";" ";
"Kisbodak";"12";"3";"1";" ";
"Lébény";"72";"22";"5";" ";
"Levél";"36";"12";"2";" ";
"Lipót";"18";"5";"4";" ";
"Máriakálnok";"36";"8";"2";" ";
"Mecsér";"17";"5";"3";" ";
"Mosonmagyaróvár";"807";"319";"108";" ";
"Mosonszolnok";"35";"6";"2";" ";
"Mosonudvar";" ";" ";" ";" ";
"Püski";"22";"5";"2";" ";
"Rajka";"32";"8";"1";" ";
"Újrónafõ";"30";"14";"6";" ";
"Várbalog";"11";"3";"2";" ";
"Pannonhalmi járás";"697";"295";"152";" ";
"Bakonygyirót";"3";"2";"1";" ";
"Bakonypéterd";"13";"2";"2";" ";
"Bakonyszentlászló";"103";"45";"20";" ";
"Écs";"60";"34";"16";" ";
"Fenyõfõ";"8";"3";"2";" ";
"Gyõrasszonyfa";"28";"6";"5";" ";
"Lázi";"34";"17";"6";" ";
"Nyalka";"14";"5";"4";" ";
"Pannonhalma";"180";"73";"42";" ";
"Pázmándfalu";"31";"15";"6";" ";
"Ravazd";"60";"20";"10";" ";
"Románd";"12";"6";"4";" ";
"Sikátor";"26";"14";"8";" ";
"Táp";"30";"13";"5";" ";
"Tápszentmiklós";"30";"12";"7";" ";
"Tarjánpuszta";"17";"8";"4";" ";
"Veszprémvarsány";"48";"20";"10";" ";
"Soproni járás";"1718";"657";"232";" ";
"Ágfalva";"29";"9";"4";" ";
"Csáfordjánosfa";"2";"1";" ";" ";
"Csapod";"14";"5";" ";" ";
"Csér";" ";" ";" ";" ";
"Ebergõc";"3";"2";"2";" ";
"Egyházasfalu";"15";"6";"3";" ";
"Fertõboz";"6";"2";"1";" ";
"Fertõd";"77";"13";"6";" ";
"Fertõendréd";"12";"4";"2";" ";
"Fertõhomok";"10";"1";" ";" ";
"Fertõrákos";"46";"19";"6";" ";
"Fertõszentmiklós";"64";"19";"4";" ";
"Fertõszéplak";"28";"11";"2";" ";
"Gyalóka";"3";"1";"1";" ";
"Harka";"34";"9";"3";" ";
"Hegykõ";"24";"8";"3";" ";
"Hidegség";"8";"1";" ";" ";
"Iván";"81";"59";"36";" ";
"Kópháza";"37";"11";"3";" ";
"Lövõ";"28";"10";"2";" ";
"Nagycenk";"36";"8";"2";" ";
"Nagylózs";"6";"3";"2";" ";
"Nemeskér";"6";" ";" ";" ";
"Pereszteg";"21";"12";"3";" ";
"Petõháza";"12";"5";"2";" ";
"Pinnye";"3";" ";" ";" ";
"Pusztacsalád";"6";"3";"1";" ";
"Répcevis";"13";"7";"5";" ";
"Röjtökmuzsaj";"7";"3";"1";" ";
"Sarród";"23";"7";"1";" ";
"Sopron";"985";"389";"125";" ";
"Sopronhorpács";"13";"6";"2";" ";
"Sopronkövesd";"12";"5";" ";" ";
"Szakony";"18";"9";"6";" ";
"Újkér";"18";"4";"1";" ";
"Und";"5";"2";"1";" ";
"Völcsej";"2";" ";" ";" ";
"Zsira";"11";"3";"2";" ";
"Téti járás";"897";"524";"323";" ";
"Árpás";"25";"18";"12";" ";
"Csikvánd";"48";"24";"16";" ";
"Felpéc";"42";"25";"11";" ";
"Gyarmat";"50";"32";"21";" ";
"Gyömöre";"80";"48";"33";" ";
"Gyõrszemere";"155";"54";"21";" ";
"Kisbabot";"10";"5";"2";" ";
"Mérges";"4";"3";"1";" ";
"Mórichida";"52";"33";"23";" ";
"Rábacsécsény";"34";"24";"13";" ";
"Rábaszentmihály";"33";"19";"13";" ";
"Rábaszentmiklós";"8";"5";"3";" ";
"Szerecseny";"66";"46";"29";" ";
"Tét";"290";"188";"125";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"10406";"5412";"2866";" ";
"Celldömölki járás";"1140";"641";"355";" ";
"Boba";"43";"31";"19";" ";
"Borgáta";"4";"2";"2";" ";
"Celldömölk";"425";"254";"132";" ";
"Csönge";"25";"11";"3";" ";
"Duka";"16";"8";"7";" ";
"Egyházashetye";"27";"15";"13";" ";
"Jánosháza";"129";"73";"43";" ";
"Karakó";"15";"7";"4";" ";
"Keléd";"2";"2";" ";" ";
"Kemeneskápolna";"6";"2";"2";" ";
"Kemenesmagasi";"47";"27";"15";" ";
"Kemenesmihályfa";"23";"11";"7";" ";
"Kemenespálfa";"22";"13";"10";" ";
"Kemenessömjén";"31";"18";"6";" ";
"Kemenesszentmárton";"10";"7";"6";" ";
"Kenyeri";"38";"17";"9";" ";
"Kissomlyó";"14";"7";"3";" ";
"Köcsk";"9";"3";"3";" ";
"Mersevát";"16";"6";"4";" ";
"Mesteri";"6";"2";"2";" ";
"Nagysimonyi";"43";"22";"9";" ";
"Nemeskeresztúr";"21";"11";"10";" ";
"Nemeskocs";"10";"6";"1";" ";
"Ostffyasszonyfa";"46";"20";"8";" ";
"Pápoc";"21";"7";"2";" ";
"Szergény";"22";"16";"10";" ";
"Tokorcs";"12";"8";"5";" ";
"Vönöck";"57";"35";"20";" ";
"Körmendi járás";"1164";"570";"245";" ";
"Bajánsenye";"24";"6";"1";" ";
"Csákánydoroszló";"54";"21";"8";" ";
"Daraboshegy";"9";"4";"1";" ";
"Döbörhegy";"7";"4";"2";" ";
"Döröske";"4";"2";"2";" ";
"Egyházashollós";"34";"20";"12";" ";
"Egyházasrádóc";"42";"25";"12";" ";
"Felsõjánosfa";"8";"5";"2";" ";
"Felsõmarác";"14";"7";"6";" ";
"Halastó";"4";"1";" ";" ";
"Halogy";"15";"6";"3";" ";
"Harasztifalu";"3";"3";"1";" ";
"Hegyháthodász";"12";"8";"4";" ";
"Hegyhátsál";"7";"5";"2";" ";
"Hegyhátszentjakab";"13";"3";"2";" ";
"Hegyhátszentmárton";"3";"1";" ";" ";
"Ispánk";"8";"4";"2";" ";
"Ivánc";"28";"10";"5";" ";
"Katafa";"24";"15";"7";" ";
"Kemestaródfa";"6";"3";"1";" ";
"Kercaszomor";"22";"13";"6";" ";
"Kerkáskápolna";"3";" ";" ";" ";
"Kisrákos";"16";"13";"5";" ";
"Körmend";"377";"178";"63";" ";
"Magyarnádalja";"6";"2";"1";" ";
"Magyarszecsõd";"17";"9";"5";" ";
"Magyarszombatfa";"8";"5";"3";" ";
"Molnaszecsõd";"32";"15";"7";" ";
"Nádasd";"56";"27";"18";" ";
"Nagykölked";"11";"8";"2";" ";
"Nagymizdó";"7";"2";" ";" ";
"Nagyrákos";"21";"8";"1";" ";
"Nemesrempehollós";"18";"9";"5";" ";
"Õrimagyarósd";"10";"6";"2";" ";
"Õriszentpéter";"58";"18";"6";" ";
"Pankasz";"65";"33";"21";" ";
"Pinkamindszent";"8";"4";"2";" ";
"Rádóckölked";"10";"7";"4";" ";
"Szaknyér";"6";"4";"1";" ";
"Szalafõ";"13";"9";"2";" ";
"Szarvaskend";"6";"3";"2";" ";
"Szatta";"9";"5";"4";" ";
"Szõce";"26";"19";"4";" ";
"Vasalja";"19";"10";"5";" ";
"Velemér";"2";" ";" ";" ";
"Viszák";"19";"10";"3";" ";
"Kõszegi járás";"980";"480";"251";" ";
"Bozsok";"14";"11";"4";" ";
"Bük";"156";"75";"38";" ";
"Cák";"9";"3";"1";" ";
"Csepreg";"119";"44";"23";" ";
"Gyöngyösfalu";"31";"16";"11";" ";
"Horvátzsidány";"28";"7";"4";" ";
"Iklanberény";"1";" ";" ";" ";
"Kiszsidány";"4";" ";" ";" ";
"Kõszeg";"455";"230";"128";" ";
"Kõszegdoroszló";"14";"10";"6";" ";
"Kõszegpaty";"11";"6";"2";" ";
"Kõszegszerdahely";"17";"9";"5";" ";
"Lócs";"6";"4";"3";" ";
"Lukácsháza";"34";"16";"6";" ";
"Nemescsó";"10";"8";"4";" ";
"Ólmod";"4";"3";" ";" ";
"Peresznye";"17";"10";"4";" ";
"Pusztacsó";"6";"3";"2";" ";
"Tormásliget";"17";"12";"4";" ";
"Tömörd";"14";"8";"6";" ";
"Velem";"13";"5";" ";" ";
"Sárvári járás";"1651";"816";"431";" ";
"Bejcgyertyános";"28";"10";"5";" ";
"Bõ";"16";"7";"3";" ";
"Bögöt";"19";"6";"2";" ";
"Bögöte";"13";"8";"4";" ";
"Chernelházadamonya";"13";"5";"3";" ";
"Csánig";"20";"6";"3";" ";
"Csénye";"11";"7";"2";" ";
"Gérce";"56";"29";"17";" ";
"Gór";"10";"4";"1";" ";
"Hegyfalu";"24";"14";"6";" ";
"Hosszúpereszteg";"41";"23";"15";" ";
"Ikervár";"55";"29";"13";" ";
"Jákfa";"21";"12";"6";" ";
"Káld";"74";"45";"25";" ";
"Kenéz";"10";"5";"2";" ";
"Megyehíd";"15";"9";"3";" ";
"Meggyeskovácsi";"56";"31";"21";" ";
"Mesterháza";"6";"4";"2";" ";
"Nagygeresd";"7";"3";"2";" ";
"Nemesládony";"7";"4";" ";" ";
"Nick";"30";"12";"9";" ";
"Nyõgér";"21";"10";"5";" ";
"Ölbõ";"52";"21";"15";" ";
"Pecöl";"31";"13";"8";" ";
"Porpác";"12";"6";"2";" ";
"Pósfa";"14";"8";"3";" ";
"Rábapaty";"58";"22";"10";" ";
"Répcelak";"83";"39";"22";" ";
"Répceszentgyörgy";"5";" ";" ";" ";
"Sajtoskál";"10";"5";"2";" ";
"Sárvár";"601";"320";"166";" ";
"Simaság";"27";"8";"4";" ";
"Sitke";"22";"12";"9";" ";
"Sótony";"33";"13";"10";" ";
"Szeleste";"29";"13";"6";" ";
"Tompaládony";"8";"4";"3";" ";
"Uraiújfalu";"44";"19";"7";" ";
"Vámoscsalád";"16";"6";"3";" ";
"Vásárosmiske";"13";"7";"1";" ";
"Vasegerszeg";"16";"6";"2";" ";
"Vashosszúfalu";"17";"9";"8";" ";
"Zsédeny";"7";"2";"1";" ";
"Szentgotthárdi járás";"768";"396";"204";" ";
"Alsószölnök";"25";"11";"7";" ";
"Apátistvánfalva";"21";"14";"10";" ";
"Csörötnek";"78";"39";"16";" ";
"Felsõszölnök";"45";"35";"23";" ";
"Gasztony";"30";"8";"4";" ";
"Kétvölgy";"3";"3";"2";" ";
"Kondorfa";"40";"13";"4";" ";
"Magyarlak";"44";"24";"16";" ";
"Nemesmedves";"3";"1";" ";" ";
"Orfalu";"1";"1";"1";" ";
"Rábagyarmat";"34";"20";"7";" ";
"Rátót";"7";"2";" ";" ";
"Rönök";"60";"39";"23";" ";
"Szakonyfalu";"34";"15";"11";" ";
"Szentgotthárd";"312";"156";"75";" ";
"Vasszentmihály";"31";"15";"5";" ";
"Szombathelyi járás";"3777";"2035";"1130";" ";
"Acsád";"13";"8";"2";" ";
"Balogunyom";"47";"27";"15";" ";
"Bozzai";"22";"16";"8";" ";
"Bucsu";"16";"13";"8";" ";
"Csempeszkopács";"8";"6";"3";" ";
"Dozmat";"10";"7";"3";" ";
"Felsõcsatár";"11";"8";"6";" ";
"Gencsapáti";"71";"33";"14";" ";
"Gyanógeregye";"6";"3";"1";" ";
"Horvátlövõ";"9";"9";"2";" ";
"Ják";"105";"63";"38";" ";
"Kisunyom";"14";"6";"3";" ";
"Meszlen";"4";"2";" ";" ";
"Nárai";"37";"15";"4";" ";
"Narda";"15";"7";"4";" ";
"Nemesbõd";"16";"6";"3";" ";
"Nemeskolta";"7";"4";"2";" ";
"Perenye";"23";"11";"4";" ";
"Pornóapáti";"17";"7";"1";" ";
"Rábatöttös";"10";"3";" ";" ";
"Rum";"45";"18";"9";" ";
"Salköveskút";"15";"11";"7";" ";
"Sé";"32";"16";"7";" ";
"Sorkifalud";"21";"4";"1";" ";
"Sorkikápolna";"3";"2";"1";" ";
"Sorokpolány";"34";"17";"8";" ";
"Söpte";"29";"18";"9";" ";
"Szentpéterfa";"30";"17";"7";" ";
"Szombathely";"2588";"1408";"813";" ";
"Tanakajd";"18";"12";"6";" ";
"Táplánszentkereszt";"93";"38";"21";" ";
"Torony";"89";"50";"25";" ";
"Vasasszonyfa";"12";"3";"1";" ";
"Vaskeresztes";"14";"5";" ";" ";
"Vassurány";"28";"11";"6";" ";
"Vasszécseny";"44";"24";"6";" ";
"Vasszilvágy";"27";"10";"6";" ";
"Vát";"37";"18";"10";" ";
"Vép";"151";"97";"64";" ";
"Zsennye";"6";"2";"2";" ";
"Vasvári járás";"926";"474";"250";" ";
"Alsóújlak";"34";"19";"7";" ";
"Andrásfa";"26";"14";"10";" ";
"Bérbaltavár";"49";"35";"26";" ";
"Csehi";"20";"12";"8";" ";
"Csehimindszent";"32";"22";"12";" ";
"Csipkerek";"18";"12";"6";" ";
"Egervölgy";"21";"12";"8";" ";
"Gersekarát";"47";"29";"15";" ";
"Gyõrvár";"42";"16";"7";" ";
"Hegyhátszentpéter";"14";"6";"4";" ";
"Kám";"12";"6";"2";" ";
"Mikosszéplak";"31";"22";"11";" ";
"Nagytilaj";"16";"10";"7";" ";
"Olaszfa";"25";"6";"1";" ";
"Oszkó";"43";"21";"10";" ";
"Pácsony";"11";"3";"1";" ";
"Petõmihályfa";"22";"13";"5";" ";
"Püspökmolnári";"42";"24";"12";" ";
"Rábahídvég";"97";"52";"31";" ";
"Sárfimizdó";"2";"1";" ";" ";
"Szemenye";"12";"10";"6";" ";
"Telekes";"75";"35";"20";" ";
"Vasvár";"235";"94";"41";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"17541";"9389";"5251";" ";
"Keszthelyi járás";"2569";"1190";"653";" ";
"Alsópáhok";"61";"23";"11";" ";
"Balatongyörök";"35";"7";"6";" ";
"Bókaháza";"39";"26";"20";" ";
"Cserszegtomaj";"108";"43";"22";" ";
"Dióskál";"60";"35";"24";" ";
"Egeraracsa";"34";"25";"20";" ";
"Esztergályhorváti";"58";"26";"16";" ";
"Felsõpáhok";"26";"11";"3";" ";
"Gétye";"6";"4";"2";" ";
"Gyenesdiás";"146";"69";"34";" ";
"Hévíz";"128";"57";"26";" ";
"Karmacs";"48";"24";"17";" ";
"Keszthely";"991";"442";"231";" ";
"Ligetfalva";"2";"1";"1";" ";
"Nemesbük";"38";"22";"15";" ";
"Rezi";"106";"47";"29";" ";
"Sármellék";"108";"52";"29";" ";
"Szentgyörgyvár";"18";"11";"4";" ";
"Vállus";"11";"4";"2";" ";
"Várvölgy";"76";"42";"17";" ";
"Vindornyafok";"4";"2";"1";" ";
"Vindornyalak";"11";"6";"1";" ";
"Vindornyaszõlõs";"29";"16";"6";" ";
"Vonyarcvashegy";"105";"33";"25";" ";
"Zalaapáti";"89";"47";"29";" ";
"Zalacsány";"82";"56";"32";" ";
"Zalaköveskút";" ";" ";" ";" ";
"Zalaszántó";"75";"26";"10";" ";
"Zalaszentmárton";"6";"2";"2";" ";
"Zalavár";"69";"31";"18";" ";
"Lenti járás";"1094";"523";"298";" ";
"Alsószenterzsébet";" ";" ";" ";" ";
"Baglad";"4";" ";" ";" ";
"Barlahida";"11";"6";"4";" ";
"Belsõsárd";"6";"1";"1";" ";
"Bödeháza";" ";" ";" ";" ";
"Csesztreg";"23";"14";"9";" ";
"Csömödér";"32";"18";"13";" ";
"Dobri";"18";"9";"4";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"2";"1";" ";" ";
"Gosztola";" ";" ";" ";" ";
"Hernyék";"12";"6";"5";" ";
"Iklódbördõce";"19";"10";"7";" ";
"Kálócfa";"12";"6";"3";" ";
"Kányavár";"7";"3";"1";" ";
"Kerkabarabás";"31";"15";"9";" ";
"Kerkafalva";"9";"5";"3";" ";
"Kerkakutas";"6";"5";"3";" ";
"Kerkateskánd";"10";"4";"2";" ";
"Kissziget";"14";"5";"4";" ";
"Kozmadombja";"1";" ";" ";" ";
"Külsõsárd";"2";"1";" ";" ";
"Lendvadedes";"2";" ";" ";" ";
"Lendvajakabfa";"2";"1";" ";" ";
"Lenti";"424";"204";"125";" ";
"Lovászi";"54";"24";"11";" ";
"Magyarföld";"4";"2";"1";" ";
"Márokföld";"2";" ";" ";" ";
"Mikekarácsonyfa";"26";"17";"4";" ";
"Nemesnép";"8";"2";"1";" ";
"Nova";"34";"12";"5";" ";
"Ortaháza";"8";"5";"2";" ";
"Páka";"54";"21";"9";" ";
"Pórszombat";"12";"3";"3";" ";
"Pördefölde";"5";"3";"1";" ";
"Pusztaapáti";"3";"2";"1";" ";
"Ramocsa";"3";"2";"2";" ";
"Rédics";"65";"29";"17";" ";
"Resznek";"29";"14";"7";" ";
"Szécsisziget";"8";"5";"2";" ";
"Szentgyörgyvölgy";"19";"11";"7";" ";
"Szijártóháza";"5";"1";"1";" ";
"Szilvágy";"6";"4";"2";" ";
"Tormafölde";"14";"5";"5";" ";
"Tornyiszentmiklós";"30";"19";"6";" ";
"Zalabaksa";"48";"24";"14";" ";
"Zalaszombatfa";"2";" ";" ";" ";
"Zebecke";"8";"4";"4";" ";
"Letenyei járás";"1486";"879";"579";" ";
"Bánokszentgyörgy";"62";"43";"27";" ";
"Bázakerettye";"23";"14";"10";" ";
"Becsehely";"144";"82";"60";" ";
"Borsfa";"45";"21";"12";" ";
"Bucsuta";"26";"22";"16";" ";
"Csörnyeföld";"62";"37";"23";" ";
"Kerkaszentkirály";"17";"10";"8";" ";
"Kiscsehi";"9";"4";"1";" ";
"Kistolmács";"33";"20";"16";" ";
"Lasztonya";"16";"11";"6";" ";
"Letenye";"414";"276";"189";" ";
"Lispeszentadorján";"24";"15";"8";" ";
"Maróc";"11";"9";"6";" ";
"Molnári";"49";"31";"21";" ";
"Murarátka";"31";"15";"12";" ";
"Muraszemenye";"67";"33";"21";" ";
"Oltárc";"47";"17";"12";" ";
"Petrivente";"32";"13";"7";" ";
"Pusztamagyaród";"73";"42";"31";" ";
"Semjénháza";"53";"28";"15";" ";
"Szentliszló";"24";"19";"11";" ";
"Szentmargitfalva";"17";"9";"5";" ";
"Tótszentmárton";"71";"30";"14";" ";
"Tótszerdahely";"70";"36";"22";" ";
"Valkonya";"4";"3";"2";" ";
"Várfölde";"17";"11";"5";" ";
"Zajk";"45";"28";"19";" ";
"Nagykanizsai járás";"5557";"3175";"1870";" ";
"Alsórajk";"25";"12";"6";" ";
"Balatonmagyaród";"37";"13";"7";" ";
"Belezna";"69";"38";"16";" ";
"Bocska";"47";"25";"12";" ";
"Börzönce";"7";"2";"1";" ";
"Csapi";"15";"11";"6";" ";
"Eszteregnye";"62";"28";"12";" ";
"Felsõrajk";"47";"22";"10";" ";
"Fityeház";"48";"25";"9";" ";
"Fûzvölgy";"4";"1";"1";" ";
"Galambok";"145";"92";"58";" ";
"Garabonc";"102";"56";"30";" ";
"Gelse";"74";"40";"23";" ";
"Gelsesziget";"17";"12";"7";" ";
"Hahót";"73";"48";"31";" ";
"Homokkomárom";"23";"5";"1";" ";
"Hosszúvölgy";"16";"11";"4";" ";
"Kacorlak";"14";"3";"3";" ";
"Kerecseny";"32";"15";"8";" ";
"Kilimán";"20";"8";"7";" ";
"Kisrécse";"23";"15";"9";" ";
"Liszó";"28";"11";"8";" ";
"Magyarszentmiklós";"15";"6";"3";" ";
"Magyarszerdahely";"23";"11";"4";" ";
"Miháld";"108";"70";"53";" ";
"Murakeresztúr";"133";"75";"46";" ";
"Nagybakónak";"51";"26";"15";" ";
"Nagykanizsa";"3062";"1807";"1051";" ";
"Nagyrada";"47";"22";"16";" ";
"Nagyrécse";"49";"22";"9";" ";
"Nemespátró";"28";"18";"11";" ";
"Orosztony";"61";"25";"13";" ";
"Pat";"24";"11";"7";" ";
"Pölöskefõ";"20";"9";"3";" ";
"Pötréte";"20";"14";"6";" ";
"Rigyác";"20";"6";"4";" ";
"Sand";"31";"19";"12";" ";
"Sormás";"44";"26";"8";" ";
"Surd";"49";"30";"17";" ";
"Szepetnek";"116";"69";"37";" ";
"Újudvar";"67";"30";"14";" ";
"Zalakaros";"84";"34";"24";" ";
"Zalakomár";"393";"258";"188";" ";
"Zalamerenye";"8";"5";"1";" ";
"Zalasárszeg";"12";"9";"5";" ";
"Zalaszabar";"59";"27";"18";" ";
"Zalaszentbalázs";"42";"20";"14";" ";
"Zalaszentjakab";"55";"28";"18";" ";
"Zalaújlak";"8";"5";"4";" ";
"Zalaegerszegi járás";"5586";"2935";"1498";" ";
"Alibánfa";"20";"3";"1";" ";
"Almásháza";"2";"1";" ";" ";
"Alsónemesapáti";"63";"33";"12";" ";
"Babosdöbréte";"23";"14";"5";" ";
"Bagod";"62";"25";"8";" ";
"Bak";"67";"40";"25";" ";
"Baktüttös";"46";"26";"7";" ";
"Becsvölgye";"51";"30";"17";" ";
"Bezeréd";"15";"12";"4";" ";
"Bocfölde";"50";"27";"14";" ";
"Boncodfölde";"5";"2";"1";" ";
"Böde";"19";"10";"6";" ";
"Búcsúszentlászló";"26";"12";"3";" ";
"Csatár";"13";"7";"2";" ";
"Csertalakos";"4";"2";"2";" ";
"Csonkahegyhát";"29";"18";"8";" ";
"Csöde";"10";"5";"1";" ";
"Dobronhegy";"9";"5";"2";" ";
"Egervár";"50";"22";"16";" ";
"Gellénháza";"49";"21";"9";" ";
"Gombosszeg";" ";" ";" ";" ";
"Gõsfa";"22";"15";"8";" ";
"Gutorfölde";"55";"27";"9";" ";
"Gyûrûs";"11";"4";"1";" ";
"Hagyárosbörönd";"15";"7";"5";" ";
"Hottó";"19";"9";"6";" ";
"Iborfia";" ";" ";" ";" ";
"Kávás";"18";"12";"6";" ";
"Kemendollár";"23";"12";"9";" ";
"Keménfa";"15";"6";"5";" ";
"Kisbucsa";"42";"25";"12";" ";
"Kiskutas";"8";"4";"2";" ";
"Kispáli";"12";"6";"4";" ";
"Kustánszeg";"26";"18";"10";" ";
"Lakhegy";"20";"12";"6";" ";
"Lickóvadamos";"11";"7";"4";" ";
"Milejszeg";"23";"16";"13";" ";
"Misefa";"18";"13";"6";" ";
"Nagykapornak";"39";"18";"7";" ";
"Nagykutas";"22";"6";"1";" ";
"Nagylengyel";"21";"7";"3";" ";
"Nagypáli";"25";"18";"7";" ";
"Nemesapáti";"48";"27";"14";" ";
"Nemeshetés";"26";"15";"5";" ";
"Nemesrádó";"46";"25";"14";" ";
"Nemessándorháza";"20";"10";"5";" ";
"Nemesszentandrás";"21";"12";"7";" ";
"Németfalu";"14";"7";"6";" ";
"Orbányosfa";"15";"10";"4";" ";
"Ormándlak";"12";"10";"7";" ";
"Ozmánbük";"11";"6";"1";" ";
"Pacsa";"168";"117";"87";" ";
"Padár";"9";"5";"1";" ";
"Pálfiszeg";"12";"10";"5";" ";
