"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2012. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Nagylózs";"19,25";"996,0";" ";"6";" ";" ";" ";
"Nemeskér";"6,42";"212,5";" ";"2";" ";" ";" ";
"Pereszteg";"22,50";"1413,0";" ";"13";"3";"1";" ";
"Petõháza";"2,64";"1029,5";" ";"9";" ";" ";" ";
"Pinnye";"8,64";"323,0";" ";"2";" ";" ";" ";
"Pusztacsalád";"24,06";"262,0";" ";"7";"3";"2";" ";
"Répcevis";"6,09";"343,0";" ";"7";"5";"3";" ";
"Röjtökmuzsaj";"15,86";"430,0";" ";"8";"4";"3";" ";
"Sarród";"40,07";"1083,0";" ";"20";"3";"2";" ";
"Sopron";"169,00";"60079,5";" ";"841";"210";"85";" ";
"Sopronhorpács";"20,69";"843,0";" ";"9";"2";" ";" ";
"Sopronkövesd";"26,81";"1187,5";" ";"15";"5";"2";" ";
"Szakony";"13,50";"414,5";" ";"13";"6";"4";" ";
"Újkér";"32,38";"976,5";" ";"16";"3";"3";" ";
"Und";"6,79";"320,0";" ";"6";"1";" ";" ";
"Völcsej";"9,32";"357,0";" ";"4";" ";" ";" ";
"Zsira";"14,68";"826,5";" ";"6";"2";"2";" ";
"Téti járás";"272,64";"14475,0";" ";"611";"265";"129";" ";
"Árpás";"14,27";"265,5";" ";"10";"6";"2";" ";
"Csikvánd";"14,55";"457,5";" ";"16";"4";"2";" ";
"Felpéc";"22,47";"825,0";" ";"28";"14";"4";" ";
"Gyarmat";"22,45";"1268,5";" ";"38";"20";"13";" ";
"Gyömöre";"20,49";"1257,5";" ";"72";"40";"13";" ";
"Gyõrszemere";"33,10";"3265,5";" ";"137";"38";"19";" ";
"Kisbabot";"6,10";"215,5";" ";"3";" ";" ";" ";
"Mérges";"6,51";"81,0";" ";"4";"1";"1";" ";
"Mórichida";"32,30";"815,5";" ";"26";"7";"5";" ";
"Rábacsécsény";"15,68";"596,5";" ";"15";"4";"2";" ";
"Rábaszentmihály";"10,97";"493,5";" ";"19";"5";"1";" ";
"Rábaszentmiklós";"5,01";"134,5";" ";"3";"1";"1";" ";
"Szerecseny";"12,39";"798,0";" ";"49";"23";"13";" ";
"Tét";"56,35";"4001,0";" ";"191";"102";"53";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Vas megye";"3336,11";"255754,5";" ";"8594";"3303";"1794";" ";
"Celldömölki járás";"474,13";"24871,0";" ";"1186";"458";"257";" ";
"Boba";"10,95";"832,5";" ";"43";"15";"9";" ";
"Borgáta";"6,21";"135,0";" ";"3";"1";"1";" ";
"Celldömölk";"52,39";"11212,0";" ";"428";"187";"95";" ";
"Csönge";"25,27";"385,0";" ";"17";"7";"6";" ";
"Duka";"15,24";"224,0";" ";"25";"7";"2";" ";
"Egyházashetye";"13,20";"324,0";" ";"24";"14";"8";" ";
"Jánosháza";"23,41";"2555,0";" ";"159";"52";"34";" ";
"Karakó";"10,35";"186,5";" ";"12";"3";"3";" ";
"Keléd";"8,72";"77,0";" ";"8";" ";" ";" ";
"Kemeneskápolna";"4,97";"92,0";" ";"6";"3";"1";" ";
"Kemenesmagasi";"33,19";"829,5";" ";"47";"15";"7";" ";
"Kemenesmihályfa";"17,81";"486,0";" ";"30";"9";"9";" ";
"Kemenespálfa";"13,72";"407,5";" ";"25";"10";"6";" ";
"Kemenessömjén";"16,05";"603,0";" ";"29";"13";"6";" ";
"Kemenesszentmárton";"4,29";"198,5";" ";"8";"2";"1";" ";
"Kenyeri";"33,96";"895,0";" ";"29";"9";"6";" ";
"Kissomlyó";"8,58";"219,0";" ";"15";"5";"2";" ";
"Köcsk";"12,58";"265,0";" ";"12";"4";"2";" ";
"Mersevát";"10,54";"600,0";" ";"32";"12";"8";" ";
"Mesteri";"11,69";"260,0";" ";"9";"2";"2";" ";
"Nagysimonyi";"15,67";"1003,0";" ";"42";"10";"5";" ";
"Nemeskeresztúr";"12,17";"281,0";" ";"27";"11";"5";" ";
"Nemeskocs";"7,93";"305,0";" ";"9";"3";"1";" ";
"Ostffyasszonyfa";"34,31";"803,5";" ";"45";"14";"6";" ";
"Pápoc";"31,32";"277,5";" ";"18";"8";"7";" ";
"Szergény";"15,61";"326,5";" ";"27";"13";"7";" ";
"Tokorcs";"6,40";"349,0";" ";"11";"7";"4";" ";
"Vönöck";"17,60";"739,0";" ";"46";"22";"14";" ";
"Körmendi járás";"614,53";"26986,5";" ";"790";"243";"129";" ";
"Bajánsenye";"21,85";"493,5";" ";"12";"5";" ";" ";
"Csákánydoroszló";"26,61";"1769,5";" ";"30";"8";"4";" ";
"Daraboshegy";"4,59";"96,5";" ";"1";" ";" ";" ";
"Döbörhegy";"11,75";"138,0";" ";"13";"3";"1";" ";
"Döröske";"4,40";"84,5";" ";" ";" ";" ";" ";
"Egyházashollós";"19,04";"545,0";" ";"18";"7";"4";" ";
"Egyházasrádóc";"24,79";"1322,5";" ";"33";"11";"8";" ";
"Felsõjánosfa";"3,06";"188,5";" ";"2";" ";" ";" ";
"Felsõmarác";"17,44";"243,0";" ";"1";" ";" ";" ";
"Halastó";"5,65";"92,5";" ";"6";"3";"1";" ";
"Halogy";"7,05";"266,0";" ";"18";"3";"2";" ";
"Harasztifalu";"7,89";"156,0";" ";"4";" ";" ";" ";
"Hegyháthodász";"8,08";"163,5";" ";"10";"6";"5";" ";
"Hegyhátsál";"4,58";"157,5";" ";"3";"2";"1";" ";
"Hegyhátszentjakab";"9,47";"271,5";" ";"10";"2";"2";" ";
"Hegyhátszentmárton";"12,74";"63,5";" ";" ";" ";" ";" ";
"Ispánk";"6,92";"106,0";" ";"2";"1";"1";" ";
"Ivánc";"17,14";"699,5";" ";"6";"1";"1";" ";
"Katafa";"4,81";"358,5";" ";"16";"7";"4";" ";
"Kemestaródfa";"6,35";"216,0";" ";"7";"2";" ";" ";
"Kercaszomor";"12,87";"203,0";" ";"5";"3";"2";" ";
"Kerkáskápolna";"9,20";"83,0";" ";"2";" ";" ";" ";
"Kisrákos";"11,06";"202,0";" ";"6";" ";" ";" ";
"Körmend";"52,79";"11737,0";" ";"297";"92";"46";" ";
"Magyarnádalja";"3,85";"218,0";" ";"3";" ";" ";" ";
"Magyarszecsõd";"11,26";"440,5";" ";"23";"6";"4";" ";
"Magyarszombatfa";"15,94";"265,0";" ";"9";"5";"3";" ";
"Molnaszecsõd";"11,69";"425,0";" ";"23";"11";"7";" ";
"Nádasd";"35,60";"1340,0";" ";"49";"15";"6";" ";
"Nagykölked";"9,78";"153,0";" ";"12";"5";"3";" ";
"Nagymizdó";"6,76";"115,5";" ";"4";"1";"1";" ";
"Nagyrákos";"16,11";"268,0";" ";"9";"2";" ";" ";
"Nemesrempehollós";"12,05";"296,5";" ";"14";"6";"4";" ";
"Õrimagyarósd";"12,29";"227,0";" ";"7";"2";" ";" ";
"Õriszentpéter";"33,56";"1186,5";" ";"34";"12";"6";" ";
"Pankasz";"9,27";"461,0";" ";"38";"1";"1";" ";
"Pinkamindszent";"11,01";"161,0";" ";"1";"1";"1";" ";
"Rádóckölked";"18,95";"270,5";" ";"6";"3";"1";" ";
"Szaknyér";"2,93";"49,0";" ";"2";" ";" ";" ";
"Szalafõ";"27,37";"200,0";" ";"2";" ";" ";" ";
"Szarvaskend";"10,34";"211,0";" ";"5";" ";" ";" ";
"Szatta";"6,01";"77,5";" ";"8";"2";"2";" ";
"Szõce";"18,71";"323,0";" ";"19";"10";"5";" ";
"Vasalja";"11,24";"311,0";" ";"14";"5";"3";" ";
"Velemér";"9,55";"77,0";" ";"1";" ";" ";" ";
"Viszák";"10,13";"254,0";" ";"5";" ";" ";" ";
"Kõszegi járás";"286,45";"25423,5";" ";"770";"267";"147";" ";
"Bozsok";"20,91";"342,5";" ";"12";"6";"4";" ";
"Bük";"20,86";"3437,5";" ";"100";"30";"19";" ";
"Cák";"6,48";"288,0";" ";"9";"2";"1";" ";
"Csepreg";"49,54";"3298,5";" ";"113";"31";"12";" ";
"Gyöngyösfalu";"9,65";"1132,0";" ";"19";"4";"3";" ";
"Horvátzsidány";"12,17";"804,0";" ";"28";"8";"3";" ";
"Iklanberény";"2,96";"43,5";" ";"1";" ";" ";" ";
"Kiszsidány";"4,93";"86,5";" ";"3";"1";" ";" ";
"Kõszeg";"54,66";"11640,0";" ";"350";"133";"78";" ";
"Kõszegdoroszló";"9,65";"241,0";" ";"10";"4";"1";" ";
"Kõszegpaty";"12,25";"206,5";" ";"7";"3";"2";" ";
"Kõszegszerdahely";"7,37";"467,5";" ";"16";"11";"5";" ";
"Lócs";"5,13";"129,5";" ";"2";" ";" ";" ";
"Lukácsháza";"9,36";"1057,0";" ";"36";"14";"8";" ";
"Nemescsó";"7,38";"282,5";" ";"7";"6";"4";" ";
"Ólmod";"3,66";"98,5";" ";"3";" ";" ";" ";
"Peresznye";"10,73";"790,0";" ";"4";"1";" ";" ";
"Pusztacsó";"7,26";"149,0";" ";"5";"2";"1";" ";
"Tormásliget";"7,53";"314,5";" ";"15";"4";"1";" ";
"Tömörd";"15,36";"279,0";" ";"20";"4";"3";" ";
"Velem";"8,61";"336,0";" ";"10";"3";"2";" ";
"Sárvári járás";"685,46";"38938,0";" ";"1398";"510";"273";" ";
"Bejcgyertyános";"31,43";"449,5";" ";"22";"9";"5";" ";
"Bõ";"10,65";"706,5";" ";"17";"6";"4";" ";
"Bögöt";"4,99";"396,5";" ";"16";"2";" ";" ";
"Bögöte";"20,74";"273,0";" ";"13";"6";"4";" ";
"Chernelházadamonya";"7,85";"208,0";" ";"7";"1";" ";" ";
"Csánig";"8,19";"353,5";" ";"12";"4";"3";" ";
"Csénye";"19,12";"703,0";" ";"31";"12";"8";" ";
"Gérce";"18,30";"1111,0";" ";"61";"20";"10";" ";
"Gór";"10,99";"310,0";" ";"7";"3";"2";" ";
"Hegyfalu";"11,89";"787,5";" ";"25";"8";"4";" ";
"Hosszúpereszteg";"37,00";"670,0";" ";"37";"13";"7";" ";
"Ikervár";"35,34";"1797,5";" ";"45";"13";"10";" ";
"Jákfa";"20,11";"506,5";" ";"23";"5";"3";" ";
"Káld";"42,44";"1105,0";" ";"56";"26";"11";" ";
"Kenéz";"7,17";"276,0";" ";"7";"1";"1";" ";
"Megyehíd";"5,99";"324,0";" ";"10";"3";"2";" ";
"Meggyeskovácsi";"24,64";"672,0";" ";"55";"24";"12";" ";
"Mesterháza";"4,19";"156,0";" ";"4";"1";"1";" ";
"Nagygeresd";"9,40";"283,0";" ";"9";"5";"1";" ";
"Nemesládony";"5,67";"136,5";" ";"5";"2";" ";" ";
"Nick";"11,40";"489,5";" ";"15";"7";"3";" ";
"Nyõgér";"10,73";"323,0";" ";"16";"10";"5";" ";
"Ölbõ";"23,53";"732,0";" ";"45";"16";"10";" ";
"Pecöl";"17,31";"814,5";" ";"29";"7";"4";" ";
"Porpác";"6,20";"139,0";" ";"10";"4";"1";" ";
"Pósfa";"5,35";"267,5";" ";"7";"2";"2";" ";
"Rábapaty";"21,41";"1648,0";" ";"48";"13";"9";" ";
"Répcelak";"13,82";"2649,0";" ";"58";"20";"7";" ";
"Répceszentgyörgy";"5,75";"105,0";" ";"5";" ";" ";" ";
"Sajtoskál";"9,41";"383,0";" ";"7";"1";"1";" ";
"Sárvár";"64,65";"14854,5";" ";"513";"197";"103";" ";
"Simaság";"10,13";"560,5";" ";"14";"5";"4";" ";
"Sitke";"27,20";"670,0";" ";"15";"7";"5";" ";
"Sótony";"14,93";"653,0";" ";"22";"6";"2";" ";
"Szeleste";"20,75";"672,0";" ";"31";"13";"9";" ";
"Tompaládony";"9,44";"303,5";" ";"10";"2";"1";" ";
"Uraiújfalu";"19,08";"878,0";" ";"29";"16";"8";" ";
"Vámoscsalád";"11,78";"291,5";" ";"12";"2";" ";" ";
"Vásárosmiske";"13,42";"346,0";" ";"17";"7";"3";" ";
"Vasegerszeg";"12,72";"395,5";" ";"11";"1";"1";" ";
"Vashosszúfalu";"13,92";"353,0";" ";"18";"9";"7";" ";
"Zsédeny";"6,43";"185,0";" ";"4";"1";" ";" ";
"Szentgotthárdi járás";"255,04";"15147,5";" ";"464";"193";"113";" ";
"Alsószölnök";"10,02";"364,5";" ";"17";"8";"6";" ";
"Apátistvánfalva";"12,86";"367,5";" ";"10";"5";"3";" ";
"Csörötnek";"20,53";"908,5";" ";"43";"16";"10";" ";
"Felsõszölnök";"23,56";"580,0";" ";"33";"19";"15";" ";
"Gasztony";"14,27";"444,0";" ";"19";"8";"4";" ";
"Kétvölgy";"6,28";"98,0";" ";"4";"2";"1";" ";
"Kondorfa";"21,61";"514,0";" ";"15";"7";"1";" ";
"Magyarlak";"7,62";"781,0";" ";"23";"12";"11";" ";
"Nemesmedves";"4,74";"24,0";" ";"1";"1";" ";" ";
"Orfalu";"6,94";"67,5";" ";"3";"2";"1";" ";
"Rábagyarmat";"16,79";"803,0";" ";"26";"13";"9";" ";
"Rátót";"7,27";"301,5";" ";"5";" ";" ";" ";
"Rönök";"17,22";"418,5";" ";"37";"17";"10";" ";
"Szakonyfalu";"11,19";"360,5";" ";"22";"11";"4";" ";
"Szentgotthárd";"67,73";"8778,5";" ";"199";"70";"37";" ";
"Vasszentmihály";"6,41";"336,5";" ";"7";"2";"1";" ";
"Szombathelyi járás";"646,36";"110709,0";" ";"3186";"1340";"728";" ";
"Acsád";"14,34";"635,5";" ";"16";"3";"2";" ";
"Balogunyom";"12,12";"1158,5";" ";"35";"15";"8";" ";
"Bozzai";"4,43";"311,5";" ";"17";"8";"2";" ";
"Bucsu";"16,54";"555,0";" ";"16";"5";"3";" ";
"Csempeszkopács";"5,40";"288,0";" ";"8";"4";"1";" ";
"Dozmat";"8,54";"224,5";" ";"7";"4";"2";" ";
"Felsõcsatár";"17,90";"490,0";" ";"4";"3";" ";" ";
"Gencsapáti";"22,39";"2758,0";" ";"62";"28";"16";" ";
"Gyanógeregye";"7,07";"149,5";" ";"6";"4";"2";" ";
"Horvátlövõ";"6,16";"198,5";" ";"3";" ";" ";" ";
"Ják";"44,95";"2611,0";" ";"69";"17";"10";" ";
"Kisunyom";"10,00";"422,0";" ";"16";"4";"2";" ";
"Meszlen";"12,02";"215,0";" ";"9";"3";"2";" ";
"Nárai";"15,99";"1238,5";" ";"31";"14";"5";" ";
"Narda";"10,35";"474,0";" ";"10";"3";"2";" ";
"Nemesbõd";"9,14";"622,0";" ";"9";"4";"3";" ";
"Nemeskolta";"7,34";"352,0";" ";"12";"4";"2";" ";
"Perenye";"16,22";"659,0";" ";"21";"9";"7";" ";
"Pornóapáti";"15,14";"391,5";" ";"14";"3";"3";" ";
"Rábatöttös";"6,48";"206,0";" ";"14";"2";"1";" ";
"Rum";"16,85";"1142,0";" ";"27";"7";"3";" ";
"Salköveskút";"13,20";"477,0";" ";"12";"8";"4";" ";
"Sé";"6,03";"1360,0";" ";"30";"13";"5";" ";
"Sorkifalud";"17,37";"657,5";" ";"18";"6";"3";" ";
"Sorkikápolna";"8,86";"253,0";" ";"8";"1";"1";" ";
"Sorokpolány";"13,29";"835,0";" ";"28";"14";"9";" ";
"Söpte";"13,98";"767,5";" ";"14";"3";"2";" ";
"Szentpéterfa";"31,24";"1002,0";" ";"19";"8";"2";" ";
"Szombathely";"97,50";"77570,0";" ";"2261";"990";"539";" ";
"Tanakajd";"11,82";"718,5";" ";"23";"9";"5";" ";
"Táplánszentkereszt";"20,08";"2578,0";" ";"55";"21";"14";" ";
"Torony";"12,83";"1943,0";" ";"79";"21";"8";" ";
"Vasasszonyfa";"10,65";"374,0";" ";"11";"5";"3";" ";
"Vaskeresztes";"9,12";"370,0";" ";"9";"6";"4";" ";
"Vassurány";"10,09";"833,0";" ";"12";"5";"4";" ";
"Vasszécseny";"17,95";"1375,5";" ";"47";"19";"7";" ";
"Vasszilvágy";"11,80";"378,5";" ";"21";"10";"5";" ";
"Vát";"23,27";"681,0";" ";"29";"14";"10";" ";
"Vép";"32,89";"3337,5";" ";"100";"41";"26";" ";
"Zsennye";"5,02";"96,0";" ";"4";"2";"1";" ";
"Vasvári járás";"374,14";"13679,0";" ";"800";"292";"147";" ";
"Alsóújlak";"21,02";"608,5";" ";"27";"12";"7";" ";
"Andrásfa";"8,23";"225,5";" ";"27";"11";"8";" ";
"Bérbaltavár";"25,67";"557,5";" ";"32";"10";"4";" ";
"Csehi";"9,34";"253,0";" ";"20";"9";"1";" ";
"Csehimindszent";"15,43";"366,0";" ";"31";"14";"5";" ";
"Csipkerek";"13,13";"339,0";" ";"24";"7";"2";" ";
"Egervölgy";"8,86";"350,5";" ";"24";"11";"6";" ";
"Gersekarát";"19,92";"648,0";" ";"45";"22";"13";" ";
"Gyõrvár";"16,59";"600,0";" ";"45";"19";"14";" ";
"Hegyhátszentpéter";"6,84";"114,0";" ";"11";"3";"2";" ";
"Kám";"15,30";"399,0";" ";"14";"2";" ";" ";
"Mikosszéplak";"18,66";"322,0";" ";"34";"19";"7";" ";
"Nagytilaj";"15,66";"132,0";" ";"12";"4";" ";" ";
"Olaszfa";"16,54";"396,0";" ";"23";"4";"2";" ";
"Oszkó";"20,31";"664,0";" ";"32";"13";"7";" ";
"Pácsony";"10,01";"287,5";" ";"15";"7";"3";" ";
"Petõmihályfa";"9,95";"205,5";" ";"16";"6";"3";" ";
"Püspökmolnári";"15,10";"879,5";" ";"28";"4";" ";" ";
"Rábahídvég";"22,41";"1023,0";" ";"59";"11";"6";" ";
"Sárfimizdó";"7,46";"86,5";" ";"5";"1";" ";" ";
"Szemenye";"11,80";"318,5";" ";"17";"4";"3";" ";
"Telekes";"10,81";"521,0";" ";"39";"10";"4";" ";
"Vasvár";"55,10";"4382,5";" ";"220";"89";"50";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,91";"282461,0";" ";"16216";"7367";"4028";" ";
"Keszthelyi járás";"535,93";"49370,0";" ";"2401";"983";"542";" ";
"Alsópáhok";"18,02";"1351,0";" ";"54";"25";"13";" ";
"Balatongyörök";"37,59";"995,0";" ";"35";"14";"8";" ";
"Bókaháza";"6,70";"283,5";" ";"28";"14";"9";" ";
"Cserszegtomaj";"12,60";"2769,0";" ";"94";"46";"20";" ";
"Dióskál";"19,63";"474,5";" ";"50";"34";"23";" ";
"Egeraracsa";"7,03";"310,5";" ";"18";"6";"3";" ";
"Esztergályhorváti";"16,69";"453,5";" ";"50";"24";"11";" ";
"Felsõpáhok";"7,27";"629,0";" ";"25";"3";"2";" ";
"Gétye";"6,66";"119,5";" ";"10";"7";"5";" ";
"Gyenesdiás";"18,50";"3569,0";" ";"145";"58";"32";" ";
"Hévíz";"8,31";"4689,5";" ";"112";"46";"27";" ";
"Karmacs";"14,22";"830,0";" ";"68";"24";"13";" ";
"Keszthely";"75,98";"20381,0";" ";"960";"386";"215";" ";
"Ligetfalva";"4,73";"53,5";" ";"3";" ";" ";" ";
"Nemesbük";"9,98";"683,0";" ";"30";"10";"4";" ";
"Rezi";"29,78";"1172,0";" ";"99";"34";"20";" ";
"Sármellék";"35,37";"1837,0";" ";"103";"50";"23";" ";
"Szentgyörgyvár";"11,65";"302,0";" ";"18";"6";"4";" ";
"Vállus";"21,80";"135,5";" ";"7";"2";"1";" ";
"Várvölgy";"25,04";"1045,0";" ";"76";"40";"24";" ";
"Vindornyafok";"3,50";"126,0";" ";"5";" ";" ";" ";
"Vindornyalak";"4,51";"82,5";" ";"9";"3";"2";" ";
"Vindornyaszõlõs";"10,55";"329,0";" ";"28";"10";"3";" ";
"Vonyarcvashegy";"14,28";"2170,5";" ";"81";"20";"14";" ";
"Zalaapáti";"23,42";"1640,5";" ";"84";"42";"23";" ";
"Zalacsány";"16,07";"975,5";" ";"72";"19";"11";" ";
"Zalaköveskút";"2,27";"27,0";" ";"1";" ";" ";" ";
"Zalaszántó";"37,73";"977,5";" ";"71";"31";"15";" ";
"Zalaszentmárton";"4,98";"66,0";" ";"4";"1";" ";" ";
"Zalavár";"31,07";"892,5";" ";"61";"28";"17";" ";
"Lenti járás";"624,12";"19860,5";" ";"900";"310";"152";" ";
"Alsószenterzsébet";"9,63";"57,0";" ";"2";"2";" ";" ";
"Baglad";"4,86";"52,0";" ";"3";" ";" ";" ";
"Barlahida";"6,09";"126,0";" ";"9";"3";"3";" ";
"Belsõsárd";"9,79";"99,5";" ";"3";" ";" ";" ";
"Bödeháza";"6,67";"42,0";" ";" ";" ";" ";" ";
"Csesztreg";"23,00";"855,5";" ";"13";"2";"1";" ";
"Csömödér";"7,79";"639,0";" ";"34";"8";"4";" ";
"Dobri";"7,89";"158,5";" ";"18";"6";"1";" ";
"Felsõszenterzsébet";"8,24";"16,5";" ";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"70,0";" ";"6";"2";" ";" ";
"Gosztola";"6,98";"53,5";" ";"2";" ";" ";" ";
"Hernyék";"10,31";"101,0";" ";"6";"3";"2";" ";
"Iklódbördõce";"12,30";"281,5";" ";"18";"8";"3";" ";
"Kálócfa";"10,21";"162,0";" ";"10";"3";"3";" ";
"Kányavár";"4,20";"122,5";" ";"11";"1";" ";" ";
"Kerkabarabás";"10,29";"272,5";" ";"20";"5";"3";" ";
"Kerkafalva";"18,50";"104,0";" ";"4";"2";"1";" ";
"Kerkakutas";"20,07";"126,0";" ";"5";"1";" ";" ";
"Kerkateskánd";"8,94";"167,0";" ";"3";" ";" ";" ";
"Kissziget";"7,07";"187,5";" ";"16";"7";"4";" ";
"Kozmadombja";"7,63";"49,5";" ";"3";"1";"1";" ";
"Külsõsárd";"1,52";"71,5";" ";"6";"1";" ";" ";
"Lendvadedes";"4,02";"25,0";" ";"1";"1";"1";" ";
"Lendvajakabfa";"6,18";"20,5";" ";"2";" ";" ";" ";
"Lenti";"73,80";"7965,5";" ";"288";"103";"58";" ";
"Lovászi";"9,67";"1247,0";" ";"58";"25";"11";" ";
"Magyarföld";"8,89";"29,5";" ";"3";"2";"1";" ";
"Márokföld";"7,44";"42,5";" ";"2";"2";"1";" ";
"Mikekarácsonyfa";"8,50";"281,0";" ";"35";"11";"8";" ";
"Nemesnép";"9,72";"117,5";" ";"7";"1";"1";" ";
"Nova";"39,29";"826,0";" ";"30";"9";"3";" ";
"Ortaháza";"7,03";"113,0";" ";"14";"6";"1";" ";
"Páka";"23,18";"1159,0";" ";"46";"16";"3";" ";
"Pórszombat";"15,52";"297,0";" ";"4";"1";" ";" ";
"Pördefölde";"19,12";"55,5";" ";"7";"2";" ";" ";
"Pusztaapáti";"10,59";"28,0";" ";"3";"1";" ";" ";
"Ramocsa";"2,73";"32,5";" ";"2";" ";" ";" ";
"Rédics";"25,32";"920,0";" ";"52";"25";"16";" ";
"Resznek";"18,42";"286,0";" ";"22";"4";"1";" ";
"Szécsisziget";"6,20";"220,0";" ";"7";"3";"1";" ";
"Szentgyörgyvölgy";"29,58";"423,0";" ";"20";"8";"4";" ";
"Szijártóháza";"3,78";"28,5";" ";"4";" ";" ";" ";
"Szilvágy";"24,27";"185,0";" ";"8";"1";" ";" ";
"Tormafölde";"18,86";"326,5";" ";"21";"5";"3";" ";
"Tornyiszentmiklós";"18,52";"614,0";" ";"18";"9";"3";" ";
"Zalabaksa";"16,10";"692,5";" ";"46";"17";"8";" ";
"Zalaszombatfa";"5,89";"45,5";" ";"2";"1";" ";" ";
"Zebecke";"4,45";"65,5";" ";"6";"2";"2";" ";
"Letenyei járás";"388,69";"16505,5";" ";"1225";"630";"366";" ";
"Bánokszentgyörgy";"32,54";"653,5";" ";"46";"16";"10";" ";
"Bázakerettye";"8,03";"856,0";" ";"27";"15";"4";" ";
"Becsehely";"36,08";"2097,0";" ";"158";"74";"46";" ";
"Borsfa";"11,83";"739,0";" ";"43";"11";"6";" ";
"Bucsuta";"16,19";"227,0";" ";"5";"5";"1";" ";
"Csörnyeföld";"21,24";"425,5";" ";"53";"28";"11";" ";
"Kerkaszentkirály";"8,11";"228,5";" ";"11";"3";"2";" ";
"Kiscsehi";"11,43";"170,5";" ";"10";"6";"2";" ";
"Kistolmács";"12,20";"182,5";" ";"14";"7";"3";" ";
"Lasztonya";"8,77";"89,5";" ";"16";"6";"4";" ";
"Letenye";"41,74";"4210,0";" ";"320";"186";"112";" ";
"Lispeszentadorján";"9,14";"296,0";" ";"40";"20";"15";" ";
"Maróc";"5,16";"78,0";" ";"15";"7";"1";" ";
"Molnári";"12,86";"719,5";" ";"39";"17";"9";" ";
"Murarátka";"12,04";"249,5";" ";"14";"7";"5";" ";
"Muraszemenye";"16,15";"637,5";" ";"52";"26";"15";" ";
"Oltárc";"29,53";"282,0";" ";"22";"9";"5";" ";
"Petrivente";"7,65";"365,0";" ";"31";"11";"8";" ";
"Pusztamagyaród";"16,02";"585,5";" ";"44";"25";"16";" ";
"Semjénháza";"4,70";"609,0";" ";"43";"18";"12";" ";
"Szentliszló";"6,89";"284,0";" ";"28";"16";"5";" ";
"Szentmargitfalva";"3,12";"86,0";" ";"19";"17";"13";" ";
"Tótszentmárton";"10,17";"843,5";" ";"72";"46";"32";" ";
"Tótszerdahely";"12,29";"1103,0";" ";"59";"29";"18";" ";
"Valkonya";"7,55";"53,5";" ";"4";" ";" ";" ";
"Várfölde";"14,87";"191,0";" ";"15";"8";"3";" ";
"Zajk";"12,39";"243,5";" ";"25";"17";"8";" ";
"Nagykanizsai járás";"907,91";"78390,5";" ";"5342";"2964";"1760";" ";
"Alsórajk";"8,45";"362,0";" ";"24";"14";"4";" ";
"Balatonmagyaród";"31,53";"457,0";" ";"26";"13";"6";" ";
"Belezna";"30,93";"755,0";" ";"71";"54";"36";" ";
"Bocska";"7,38";"319,0";" ";"35";"23";"16";" ";
"Börzönce";"5,60";"53,5";" ";"8";"6";"2";" ";
"Csapi";"10,11";"165,0";" ";"21";"9";"6";" ";
"Eszteregnye";"20,09";"690,5";" ";"41";"13";"8";" ";
"Felsõrajk";"20,55";"762,5";" ";"34";"18";"7";" ";
"Fityeház";"6,50";"647,0";" ";"33";"13";"5";" ";
"Fûzvölgy";"3,14";"127,5";" ";"4";"2";"2";" ";
"Galambok";"25,91";"1246,0";" ";"127";"61";"40";" ";
"Garabonc";"18,56";"708,0";" ";"83";"56";"30";" ";
"Gelse";"22,46";"1126,0";" ";"95";"53";"37";" ";
"Gelsesziget";"4,98";"273,0";" ";"14";"5";"3";" ";
"Hahót";"39,01";"1073,5";" ";"97";"50";"31";" ";
"Homokkomárom";"16,70";"200,5";" ";"15";"8";"5";" ";
"Hosszúvölgy";"3,60";"164,5";" ";"16";"11";"4";" ";
"Kacorlak";"7,60";"202,5";" ";"20";"7";"4";" ";
"Kerecseny";"12,83";"233,0";" ";"23";"12";"4";" ";
"Kilimán";"5,72";"237,5";" ";"21";"12";"6";" ";
"Kisrécse";"3,42";"189,0";" ";"29";"16";"13";" ";
"Liszó";"25,91";"370,0";" ";"26";"15";"6";" ";
"Magyarszentmiklós";"4,19";"256,5";" ";"15";"7";"3";" ";
"Magyarszerdahely";"16,22";"525,5";" ";"33";"12";"5";" ";
"Miháld";"21,64";"795,0";" ";"84";"56";"30";" ";
"Murakeresztúr";"11,71";"1752,0";" ";"113";"45";"24";" ";
