"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2013. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Gyarmat";"22,45";"1273,0";" ";"38";"14";"7";" ";
"Gyömöre";"20,49";"1238,0";" ";"47";"16";"6";" ";
"Gyõrszemere";"33,10";"3290,5";" ";"71";"23";"11";" ";
"Kisbabot";"6,10";"215,0";" ";"3";" ";" ";" ";
"Mérges";"6,51";"81,5";" ";"1";"1";"1";" ";
"Mórichida";"32,30";"810,5";" ";"13";"2";"1";" ";
"Rábacsécsény";"15,68";"598,5";" ";"10";"1";" ";" ";
"Rábaszentmihály";"10,97";"493,5";" ";"6";"1";"1";" ";
"Rábaszentmiklós";"5,01";"136,5";" ";"3";"1";" ";" ";
"Szerecseny";"12,39";"792,5";" ";"28";"15";"7";" ";
"Tét";"56,35";"4008,5";" ";"94";"51";"26";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Vas megye";"3336,11";"254937,0";" ";"6489";"2911";"1746";" ";
"Celldömölki járás";"474,13";"24661,0";" ";"795";"385";"238";" ";
"Boba";"10,95";"826,5";" ";"25";"13";"12";" ";
"Borgáta";"6,21";"131,5";" ";"6";"1";"1";" ";
"Celldömölk";"52,39";"11112,0";" ";"301";"142";"78";" ";
"Csönge";"25,27";"387,0";" ";"18";"11";"4";" ";
"Duka";"15,24";"215,0";" ";"16";"9";"7";" ";
"Egyházashetye";"13,20";"324,5";" ";"19";"11";"9";" ";
"Jánosháza";"23,41";"2540,5";" ";"90";"47";"30";" ";
"Karakó";"10,35";"186,5";" ";"4";"3";"1";" ";
"Keléd";"8,72";"78,0";" ";" ";" ";" ";" ";
"Kemeneskápolna";"4,97";"91,0";" ";"6";"2";"1";" ";
"Kemenesmagasi";"33,19";"819,0";" ";"38";"16";"10";" ";
"Kemenesmihályfa";"17,81";"496,5";" ";"13";"7";"3";" ";
"Kemenespálfa";"13,72";"391,0";" ";"16";"7";"7";" ";
"Kemenessömjén";"16,05";"598,5";" ";"17";"5";"3";" ";
"Kemenesszentmárton";"4,29";"198,0";" ";"8";"1";"1";" ";
"Kenyeri";"33,96";"886,5";" ";"17";"5";"1";" ";
"Kissomlyó";"8,58";"217,0";" ";"7";"4";"3";" ";
"Köcsk";"12,58";"253,5";" ";"7";"4";"3";" ";
"Mersevát";"10,54";"592,5";" ";"20";"9";"3";" ";
"Mesteri";"11,69";"270,0";" ";"5";"1";"1";" ";
"Nagysimonyi";"15,67";"994,5";" ";"29";"16";"11";" ";
"Nemeskeresztúr";"12,17";"283,5";" ";"11";"8";"6";" ";
"Nemeskocs";"7,93";"297,5";" ";"7";"2";"1";" ";
"Ostffyasszonyfa";"34,31";"788,0";" ";"27";"6";"6";" ";
"Pápoc";"31,32";"277,0";" ";"11";"4";"2";" ";
"Szergény";"15,61";"326,0";" ";"19";"14";"10";" ";
"Tokorcs";"6,40";"343,5";" ";"11";"8";"6";" ";
"Vönöck";"17,60";"736,0";" ";"47";"29";"18";" ";
"Körmendi járás";"614,53";"26778,5";" ";"749";"310";"139";" ";
"Bajánsenye";"21,85";"491,0";" ";"15";"3";"1";" ";
"Csákánydoroszló";"26,61";"1775,5";" ";"24";"11";"2";" ";
"Daraboshegy";"4,59";"92,0";" ";"5";"2";" ";" ";
"Döbörhegy";"11,75";"131,5";" ";"6";"3";"3";" ";
"Döröske";"4,40";"81,5";" ";"1";" ";" ";" ";
"Egyházashollós";"19,04";"557,0";" ";"19";"15";"7";" ";
"Egyházasrádóc";"24,79";"1305,0";" ";"26";"8";"4";" ";
"Felsõjánosfa";"3,06";"184,0";" ";"6";"4";"1";" ";
"Felsõmarác";"17,44";"226,5";" ";"5";"3";" ";" ";
"Halastó";"5,65";"84,0";" ";"6";"3";"3";" ";
"Halogy";"7,05";"264,0";" ";"16";"10";"7";" ";
"Harasztifalu";"7,89";"152,5";" ";"4";"1";"1";" ";
"Hegyháthodász";"8,08";"161,5";" ";"9";"7";"6";" ";
"Hegyhátsál";"4,58";"156,5";" ";"3";" ";" ";" ";
"Hegyhátszentjakab";"9,47";"264,5";" ";"3";"1";" ";" ";
"Hegyhátszentmárton";"12,74";"65,5";" ";"2";"2";" ";" ";
"Ispánk";"6,92";"102,0";" ";" ";" ";" ";" ";
"Ivánc";"17,14";"692,5";" ";"15";"3";" ";" ";
"Katafa";"4,81";"361,5";" ";"11";"5";"3";" ";
"Kemestaródfa";"6,35";"210,5";" ";"4";"1";"1";" ";
"Kercaszomor";"12,87";"201,5";" ";"9";"4";"1";" ";
"Kerkáskápolna";"9,20";"81,0";" ";"1";" ";" ";" ";
"Kisrákos";"11,06";"201,5";" ";"8";"3";"1";" ";
"Körmend";"52,79";"11652,0";" ";"282";"125";"50";" ";
"Magyarnádalja";"3,85";"216,0";" ";"4";"3";"1";" ";
"Magyarszecsõd";"11,26";"437,5";" ";"9";"3";" ";" ";
"Magyarszombatfa";"15,94";"264,0";" ";"10";"6";"3";" ";
"Molnaszecsõd";"11,69";"417,0";" ";"20";"12";"10";" ";
"Nádasd";"35,60";"1331,0";" ";"44";"16";"7";" ";
"Nagykölked";"9,78";"153,5";" ";"6";"1";"1";" ";
"Nagymizdó";"6,76";"111,0";" ";"4";"1";" ";" ";
"Nagyrákos";"16,11";"262,5";" ";"19";"6";"2";" ";
"Nemesrempehollós";"12,05";"298,0";" ";"12";"6";"4";" ";
"Õrimagyarósd";"12,29";"221,5";" ";"10";"7";"3";" ";
"Õriszentpéter";"33,56";"1189,0";" ";"41";"14";"8";" ";
"Pankasz";"9,27";"458,0";" ";"42";"7";"1";" ";
"Pinkamindszent";"11,01";"158,0";" ";"1";" ";" ";" ";
"Rádóckölked";"18,95";"275,5";" ";"4";"2";"1";" ";
"Szaknyér";"2,93";"48,5";" ";"2";"2";" ";" ";
"Szalafõ";"27,37";"198,5";" ";"1";" ";" ";" ";
"Szarvaskend";"10,34";"204,5";" ";"3";" ";" ";" ";
"Szatta";"6,01";"77,0";" ";"6";"1";"1";" ";
"Szõce";"18,71";"315,5";" ";"13";"5";"2";" ";
"Vasalja";"11,24";"316,0";" ";"10";"4";"4";" ";
"Velemér";"9,55";"78,0";" ";"2";" ";" ";" ";
"Viszák";"10,13";"253,0";" ";"6";" ";" ";" ";
"Kõszegi járás";"286,45";"25525,5";" ";"597";"231";"141";" ";
"Bozsok";"20,91";"340,0";" ";"7";"1";"1";" ";
"Bük";"20,86";"3462,0";" ";"86";"43";"23";" ";
"Cák";"6,48";"278,0";" ";"13";"2";"2";" ";
"Csepreg";"49,54";"3276,5";" ";"64";"23";"13";" ";
"Gyöngyösfalu";"9,65";"1139,5";" ";"16";"3";"2";" ";
"Horvátzsidány";"12,17";"808,5";" ";"12";"6";"4";" ";
"Iklanberény";"2,96";"43,0";" ";" ";" ";" ";" ";
"Kiszsidány";"4,93";"87,5";" ";"1";" ";" ";" ";
"Kõszeg";"54,66";"11673,5";" ";"301";"123";"79";" ";
"Kõszegdoroszló";"9,65";"245,5";" ";"5";"1";"1";" ";
"Kõszegpaty";"12,25";"207,5";" ";"4";"2";" ";" ";
"Kõszegszerdahely";"7,37";"458,5";" ";"9";"3";"1";" ";
"Lócs";"5,13";"125,0";" ";" ";" ";" ";" ";
"Lukácsháza";"9,36";"1074,0";" ";"35";"9";"5";" ";
"Nemescsó";"7,38";"283,5";" ";"8";"2";"2";" ";
"Ólmod";"3,66";"99,5";" ";" ";" ";" ";" ";
"Peresznye";"10,73";"848,0";" ";"10";"4";" ";" ";
"Pusztacsó";"7,26";"147,5";" ";"7";"2";"2";" ";
"Tormásliget";"7,53";"311,0";" ";"4";"1";"1";" ";
"Tömörd";"15,36";"283,0";" ";"7";"5";"5";" ";
"Velem";"8,61";"334,0";" ";"8";"1";" ";" ";
"Sárvári járás";"685,46";"38757,5";" ";"1054";"493";"293";" ";
"Bejcgyertyános";"31,43";"451,0";" ";"12";"8";"6";" ";
"Bõ";"10,65";"708,5";" ";"11";"7";"6";" ";
"Bögöt";"4,99";"395,5";" ";"4";"2";"2";" ";
"Bögöte";"20,74";"270,0";" ";"10";"5";"4";" ";
"Chernelházadamonya";"7,85";"204,0";" ";"1";"1";"1";" ";
"Csánig";"8,19";"343,0";" ";"8";"4";"2";" ";
"Csénye";"19,12";"702,5";" ";"25";"11";"7";" ";
"Gérce";"18,30";"1106,0";" ";"39";"14";"11";" ";
"Gór";"10,99";"298,5";" ";"4";"3";"3";" ";
"Hegyfalu";"11,89";"796,5";" ";"19";"6";"2";" ";
"Hosszúpereszteg";"37,00";"659,0";" ";"17";"7";"4";" ";
"Ikervár";"35,34";"1791,0";" ";"53";"23";"13";" ";
"Jákfa";"20,11";"510,0";" ";"14";"8";"3";" ";
"Káld";"42,44";"1096,0";" ";"45";"20";"12";" ";
"Kenéz";"7,17";"274,0";" ";"8";"4";"3";" ";
"Megyehíd";"5,99";"311,5";" ";"4";"2";"2";" ";
"Meggyeskovácsi";"24,64";"666,0";" ";"31";"16";"10";" ";
"Mesterháza";"4,19";"153,5";" ";"4";"4";"3";" ";
"Nagygeresd";"9,40";"281,5";" ";"10";"3";"2";" ";
"Nemesládony";"5,67";"137,0";" ";"3";"1";" ";" ";
"Nick";"11,40";"486,0";" ";"11";"4";"3";" ";
"Nyõgér";"10,73";"323,5";" ";"11";"6";"2";" ";
"Ölbõ";"23,53";"730,5";" ";"40";"25";"12";" ";
"Pecöl";"17,31";"815,0";" ";"20";"6";"4";" ";
"Porpác";"6,20";"131,5";" ";"6";"4";"3";" ";
"Pósfa";"5,35";"267,0";" ";"8";"5";"2";" ";
"Rábapaty";"21,41";"1631,0";" ";"42";"18";"8";" ";
"Répcelak";"13,82";"2657,5";" ";"52";"20";"11";" ";
"Répceszentgyörgy";"5,75";"107,0";" ";"2";" ";" ";" ";
"Sajtoskál";"9,41";"376,0";" ";"8";"5";"3";" ";
"Sárvár";"64,65";"14787,5";" ";"386";"180";"107";" ";
"Simaság";"10,13";"548,0";" ";"18";"4";"2";" ";
"Sitke";"27,20";"673,5";" ";"16";"8";"4";" ";
"Sótony";"14,93";"652,5";" ";"16";"9";"4";" ";
"Szeleste";"20,75";"666,5";" ";"25";"10";"8";" ";
"Tompaládony";"9,44";"301,0";" ";"7";"3";"1";" ";
"Uraiújfalu";"19,08";"874,0";" ";"24";"14";"7";" ";
"Vámoscsalád";"11,78";"295,0";" ";"5";"3";"2";" ";
"Vásárosmiske";"13,42";"349,0";" ";"8";"7";"5";" ";
"Vasegerszeg";"12,72";"392,0";" ";"8";"1";" ";" ";
"Vashosszúfalu";"13,92";"353,0";" ";"10";"8";"8";" ";
"Zsédeny";"6,43";"185,5";" ";"9";"4";"1";" ";
"Szentgotthárdi járás";"255,04";"15203,5";" ";"391";"170";"105";" ";
"Alsószölnök";"10,02";"373,5";" ";"8";"4";"3";" ";
"Apátistvánfalva";"12,86";"377,0";" ";"5";"5";"3";" ";
"Csörötnek";"20,53";"905,0";" ";"41";"18";"13";" ";
"Felsõszölnök";"23,56";"576,5";" ";"28";"12";"9";" ";
"Gasztony";"14,27";"437,5";" ";"15";"5";"2";" ";
"Kétvölgy";"6,28";"100,0";" ";"6";"1";"1";" ";
"Kondorfa";"21,61";"510,0";" ";"13";"6";"4";" ";
"Magyarlak";"7,62";"793,5";" ";"23";"14";"7";" ";
"Nemesmedves";"4,74";"26,5";" ";"2";"1";" ";" ";
"Orfalu";"6,94";"66,0";" ";"1";"1";" ";" ";
"Rábagyarmat";"16,79";"805,0";" ";"23";"9";"6";" ";
"Rátót";"7,27";"308,5";" ";"10";"4";"1";" ";
"Rönök";"17,22";"419,5";" ";"35";"18";"14";" ";
"Szakonyfalu";"11,19";"354,5";" ";"10";"8";"6";" ";
"Szentgotthárd";"67,73";"8810,5";" ";"158";"60";"35";" ";
"Vasszentmihály";"6,41";"340,0";" ";"13";"4";"1";" ";
"Szombathelyi járás";"646,36";"110448,0";" ";"2341";"1064";"689";" ";
"Acsád";"14,34";"578,5";" ";"10";"5";"3";" ";
"Balogunyom";"12,12";"1134,0";" ";"24";"12";"5";" ";
"Bozzai";"4,43";"314,5";" ";"7";"5";"2";" ";
"Bucsu";"16,54";"550,5";" ";"17";"5";"4";" ";
"Csempeszkopács";"5,40";"282,5";" ";"7";"3";"1";" ";
"Dozmat";"8,54";"223,5";" ";"4";"3";"3";" ";
"Felsõcsatár";"17,90";"493,5";" ";"6";"1";" ";" ";
"Gencsapáti";"22,39";"2733,5";" ";"42";"13";"12";" ";
"Gyanógeregye";"7,07";"147,5";" ";"4";" ";" ";" ";
"Horvátlövõ";"6,16";"195,5";" ";"5";" ";" ";" ";
"Ják";"44,95";"2603,0";" ";"52";"18";"13";" ";
"Kisunyom";"10,00";"425,0";" ";"9";"2";"1";" ";
"Meszlen";"12,02";"215,0";" ";"5";"1";"1";" ";
"Nárai";"15,99";"1237,0";" ";"23";"10";"5";" ";
"Narda";"10,35";"465,0";" ";"9";"5";"1";" ";
"Nemesbõd";"9,14";"615,5";" ";"12";"7";"4";" ";
"Nemeskolta";"7,34";"348,5";" ";"10";"2";"1";" ";
"Perenye";"16,22";"646,5";" ";"9";"5";"2";" ";
"Pornóapáti";"15,14";"396,5";" ";"10";"5";"4";" ";
"Rábatöttös";"6,48";"212,5";" ";"3";"1";"1";" ";
"Rum";"16,85";"1184,0";" ";"24";"10";"5";" ";
"Salköveskút";"13,20";"469,5";" ";"11";"5";"4";" ";
"Sé";"6,03";"1349,5";" ";"18";"8";"4";" ";
"Sorkifalud";"17,37";"653,5";" ";"28";"9";"4";" ";
"Sorkikápolna";"8,86";"242,0";" ";"5";"2";"1";" ";
"Sorokpolány";"13,29";"835,0";" ";"20";"6";"5";" ";
"Söpte";"13,98";"755,0";" ";"13";"6";"3";" ";
"Szentpéterfa";"31,24";"1001,5";" ";"23";"6";"3";" ";
"Szombathely";"97,50";"77556,5";" ";"1633";"794";"536";" ";
"Tanakajd";"11,82";"710,0";" ";"9";"6";"3";" ";
"Táplánszentkereszt";"20,08";"2566,5";" ";"60";"16";"6";" ";
"Torony";"12,83";"1933,0";" ";"59";"15";"7";" ";
"Vasasszonyfa";"10,65";"376,0";" ";"6";"3";"2";" ";
"Vaskeresztes";"9,12";"375,0";" ";"7";"3";"2";" ";
"Vassurány";"10,09";"819,0";" ";"6";"2";" ";" ";
"Vasszécseny";"17,95";"1352,5";" ";"31";"13";"6";" ";
"Vasszilvágy";"11,80";"373,0";" ";"17";"6";"5";" ";
"Vát";"23,27";"665,0";" ";"21";"11";"7";" ";
"Vép";"32,89";"3317,0";" ";"80";"38";"22";" ";
"Zsennye";"5,02";"96,5";" ";"2";"2";"1";" ";
"Vasvári járás";"374,14";"13563,0";" ";"562";"258";"141";" ";
"Alsóújlak";"21,02";"599,0";" ";"19";"8";"5";" ";
"Andrásfa";"8,23";"222,0";" ";"20";"14";"11";" ";
"Bérbaltavár";"25,67";"549,5";" ";"35";"20";"10";" ";
"Csehi";"9,34";"242,0";" ";"11";"2";"2";" ";
"Csehimindszent";"15,43";"362,0";" ";"15";"5";"3";" ";
"Csipkerek";"13,13";"336,0";" ";"16";"8";"6";" ";
"Egervölgy";"8,86";"347,5";" ";"11";"5";"3";" ";
"Gersekarát";"19,92";"645,5";" ";"15";"6";"3";" ";
"Gyõrvár";"16,59";"597,0";" ";"40";"26";"16";" ";
"Hegyhátszentpéter";"6,84";"106,0";" ";"6";"2";"2";" ";
"Kám";"15,30";"396,0";" ";"8";" ";" ";" ";
"Mikosszéplak";"18,66";"311,0";" ";"33";"13";"7";" ";
"Nagytilaj";"15,66";"134,5";" ";"9";"4";"2";" ";
"Olaszfa";"16,54";"377,5";" ";"11";"6";"2";" ";
"Oszkó";"20,31";"657,5";" ";"13";"6";"1";" ";
"Pácsony";"10,01";"290,0";" ";"17";"6";"4";" ";
"Petõmihályfa";"9,95";"206,0";" ";"10";"5";"3";" ";
"Püspökmolnári";"15,10";"872,5";" ";"17";"7";"3";" ";
"Rábahídvég";"22,41";"1032,0";" ";"40";"12";"2";" ";
"Sárfimizdó";"7,46";"82,0";" ";"1";"1";"1";" ";
"Szemenye";"11,80";"323,0";" ";"14";"5";"3";" ";
"Telekes";"10,81";"519,0";" ";"23";"9";"4";" ";
"Vasvár";"55,10";"4355,5";" ";"178";"88";"48";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,90";"280648,0";" ";"13841";"7166";"4351";" ";
"Keszthelyi járás";"535,92";"49332,0";" ";"2052";"922";"585";" ";
"Alsópáhok";"18,02";"1343,0";" ";"43";"16";"7";" ";
"Balatongyörök";"37,59";"1021,5";" ";"22";"6";"3";" ";
"Bókaháza";"6,70";"285,5";" ";"32";"12";"9";" ";
"Cserszegtomaj";"12,60";"2841,5";" ";"77";"30";"15";" ";
"Dióskál";"19,63";"463,5";" ";"41";"23";"16";" ";
"Egeraracsa";"7,03";"307,5";" ";"33";"18";"7";" ";
"Esztergályhorváti";"16,69";"450,5";" ";"44";"22";"13";" ";
"Felsõpáhok";"7,27";"636,5";" ";"18";"7";"4";" ";
"Gétye";"6,66";"115,0";" ";"10";"7";"6";" ";
"Gyenesdiás";"18,50";"3601,5";" ";"122";"49";"37";" ";
"Hévíz";"8,30";"4674,0";" ";"85";"40";"28";" ";
"Karmacs";"14,22";"814,5";" ";"67";"36";"29";" ";
"Keszthely";"75,98";"20298,5";" ";"779";"356";"236";" ";
"Ligetfalva";"4,73";"56,5";" ";" ";" ";" ";" ";
"Nemesbük";"9,98";"685,0";" ";"30";"11";"6";" ";
"Rezi";"29,78";"1169,5";" ";"79";"30";"19";" ";
"Sármellék";"35,37";"1825,5";" ";"104";"48";"31";" ";
"Szentgyörgyvár";"11,65";"303,5";" ";"19";"5";"3";" ";
"Vállus";"21,80";"135,5";" ";"9";"2";" ";" ";
"Várvölgy";"25,04";"1045,0";" ";"63";"32";"24";" ";
"Vindornyafok";"3,50";"121,5";" ";"5";"2";"1";" ";
"Vindornyalak";"4,51";"81,5";" ";"10";"5";"5";" ";
"Vindornyaszõlõs";"10,55";"327,5";" ";"22";"7";"5";" ";
"Vonyarcvashegy";"14,28";"2180,0";" ";"70";"23";"16";" ";
"Zalaapáti";"23,42";"1672,0";" ";"82";"42";"24";" ";
"Zalacsány";"16,07";"955,0";" ";"65";"29";"13";" ";
"Zalaköveskút";"2,27";"26,5";" ";"2";"1";" ";" ";
"Zalaszántó";"37,73";"958,5";" ";"54";"34";"18";" ";
"Zalaszentmárton";"4,98";"63,5";" ";"2";"1";"1";" ";
"Zalavár";"31,07";"872,5";" ";"63";"28";"9";" ";
"Lenti járás";"624,12";"19686,5";" ";"906";"407";"219";" ";
"Alsószenterzsébet";"9,63";"51,0";" ";"2";"2";" ";" ";
"Baglad";"4,86";"46,0";" ";"7";"3";"1";" ";
"Barlahida";"6,09";"116,0";" ";"15";"5";"3";" ";
"Belsõsárd";"9,79";"94,5";" ";"4";" ";" ";" ";
"Bödeháza";"6,67";"41,0";" ";"2";" ";" ";" ";
"Csesztreg";"23,00";"859,0";" ";"21";"5";"1";" ";
"Csömödér";"7,79";"637,5";" ";"37";"20";"11";" ";
"Dobri";"7,89";"149,0";" ";"15";"7";"6";" ";
"Felsõszenterzsébet";"8,24";"17,0";" ";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"70,0";" ";"4";"1";"1";" ";
"Gosztola";"6,98";"55,5";" ";"1";" ";" ";" ";
"Hernyék";"10,31";"98,0";" ";"11";"8";"4";" ";
"Iklódbördõce";"12,30";"280,0";" ";"17";"14";"8";" ";
"Kálócfa";"10,21";"157,5";" ";"9";"2";"1";" ";
"Kányavár";"4,20";"119,0";" ";"8";"5";"2";" ";
"Kerkabarabás";"10,29";"273,0";" ";"8";"1";"1";" ";
"Kerkafalva";"18,50";"100,5";" ";"6";"3";"2";" ";
"Kerkakutas";"20,07";"119,5";" ";"8";"1";" ";" ";
"Kerkateskánd";"8,94";"172,5";" ";"13";"3";" ";" ";
"Kissziget";"7,07";"185,5";" ";"15";"8";"6";" ";
"Kozmadombja";"7,63";"47,0";" ";"4";" ";" ";" ";
"Külsõsárd";"1,52";"69,5";" ";"5";"2";"2";" ";
"Lendvadedes";"4,02";"26,5";" ";"2";" ";" ";" ";
"Lendvajakabfa";"6,18";"18,5";" ";"1";"1";"1";" ";
"Lenti";"73,80";"7934,5";" ";"308";"135";"67";" ";
"Lovászi";"9,67";"1231,0";" ";"54";"27";"13";" ";
"Magyarföld";"8,89";"29,0";" ";"4";"1";"1";" ";
"Márokföld";"7,44";"43,0";" ";"3";"1";"1";" ";
"Mikekarácsonyfa";"8,50";"276,5";" ";"38";"31";"16";" ";
"Nemesnép";"9,72";"116,0";" ";"2";"1";"1";" ";
"Nova";"39,29";"815,5";" ";"36";"11";"5";" ";
"Ortaháza";"7,03";"109,0";" ";"7";"5";"2";" ";
"Páka";"23,18";"1155,0";" ";"39";"10";"4";" ";
"Pórszombat";"15,52";"289,5";" ";"6";"1";"1";" ";
"Pördefölde";"19,12";"54,5";" ";"6";"2";"2";" ";
"Pusztaapáti";"10,59";"26,0";" ";"1";"1";"1";" ";
"Ramocsa";"2,73";"35,0";" ";"3";"1";" ";" ";
"Rédics";"25,32";"906,5";" ";"45";"20";"12";" ";
"Resznek";"18,42";"286,5";" ";"22";"15";"9";" ";
"Szécsisziget";"6,20";"211,5";" ";"8";"3";"3";" ";
"Szentgyörgyvölgy";"29,58";"420,0";" ";"22";"9";"7";" ";
"Szijártóháza";"3,78";"29,0";" ";"2";" ";" ";" ";
"Szilvágy";"24,27";"185,0";" ";"4";" ";" ";" ";
"Tormafölde";"18,86";"323,5";" ";"13";"10";"7";" ";
"Tornyiszentmiklós";"18,52";"600,0";" ";"18";"13";"9";" ";
"Zalabaksa";"16,10";"695,0";" ";"41";"13";"5";" ";
"Zalaszombatfa";"5,89";"46,0";" ";"2";"1";" ";" ";
"Zebecke";"4,45";"65,5";" ";"7";"5";"3";" ";
"Letenyei járás";"388,69";"16310,0";" ";"869";"456";"284";" ";
"Bánokszentgyörgy";"32,54";"645,5";" ";"30";"19";"11";" ";
"Bázakerettye";"8,03";"845,0";" ";"30";"14";"7";" ";
"Becsehely";"36,08";"2085,5";" ";"100";"55";"42";" ";
"Borsfa";"11,83";"722,5";" ";"23";"10";"5";" ";
"Bucsuta";"16,19";"222,0";" ";"16";"4";"2";" ";
"Csörnyeföld";"21,24";"417,5";" ";"24";"16";"10";" ";
"Kerkaszentkirály";"8,11";"226,0";" ";"4";"1";"1";" ";
"Kiscsehi";"11,43";"170,5";" ";"9";"8";"4";" ";
"Kistolmács";"12,20";"174,0";" ";"15";"11";"7";" ";
"Lasztonya";"8,77";"82,5";" ";"13";"10";"6";" ";
"Letenye";"41,74";"4189,0";" ";"214";"113";"73";" ";
"Lispeszentadorján";"9,14";"286,5";" ";"40";"20";"13";" ";
"Maróc";"5,16";"73,5";" ";"13";"3";"2";" ";
"Molnári";"12,86";"722,0";" ";"30";"10";"8";" ";
"Murarátka";"12,04";"242,0";" ";"12";"6";"3";" ";
"Muraszemenye";"16,15";"617,5";" ";"44";"21";"11";" ";
"Oltárc";"29,53";"279,0";" ";"25";"10";"4";" ";
"Petrivente";"7,65";"358,0";" ";"27";"6";"1";" ";
"Pusztamagyaród";"16,02";"564,0";" ";"40";"28";"20";" ";
"Semjénháza";"4,70";"599,0";" ";"13";"9";"7";" ";
"Szentliszló";"6,89";"275,5";" ";"16";"9";"4";" ";
"Szentmargitfalva";"3,12";"81,0";" ";"12";"5";"4";" ";
"Tótszentmárton";"10,17";"839,5";" ";"40";"23";"16";" ";
"Tótszerdahely";"12,29";"1100,0";" ";"44";"24";"11";" ";
"Valkonya";"7,55";"55,0";" ";"1";"1";"1";" ";
"Várfölde";"14,87";"193,0";" ";"15";"8";"5";" ";
"Zajk";"12,39";"244,5";" ";"19";"12";"6";" ";
"Nagykanizsai járás";"907,91";"77708,0";" ";"4396";"2448";"1648";" ";
"Alsórajk";"8,45";"359,0";" ";"17";"9";"4";" ";
"Balatonmagyaród";"31,53";"448,0";" ";"23";"10";"7";" ";
"Belezna";"30,93";"746,0";" ";"78";"57";"41";" ";
"Bocska";"7,38";"321,0";" ";"34";"27";"16";" ";
"Börzönce";"5,60";"56,5";" ";"10";"7";"7";" ";
"Csapi";"10,11";"165,5";" ";"13";"10";"7";" ";
"Eszteregnye";"20,09";"679,0";" ";"42";"16";"10";" ";
"Felsõrajk";"20,55";"761,5";" ";"26";"14";"6";" ";
"Fityeház";"6,50";"641,0";" ";"31";"16";"8";" ";
"Fûzvölgy";"3,14";"121,0";" ";"9";"3";"2";" ";
"Galambok";"25,91";"1258,5";" ";"73";"31";"18";" ";
"Garabonc";"18,56";"711,5";" ";"73";"32";"21";" ";
"Gelse";"22,46";"1114,0";" ";"62";"34";"25";" ";
"Gelsesziget";"4,98";"264,5";" ";"14";"6";"5";" ";
"Hahót";"39,01";"1046,5";" ";"96";"62";"44";" ";
"Homokkomárom";"16,70";"180,0";" ";"14";"10";"9";" ";
"Hosszúvölgy";"3,60";"167,0";" ";"19";"13";"8";" ";
"Kacorlak";"7,60";"199,5";" ";"12";"6";"6";" ";
"Kerecseny";"12,83";"237,5";" ";"23";"9";"4";" ";
"Kilimán";"5,72";"240,0";" ";"18";"8";"5";" ";
"Kisrécse";"3,42";"182,5";" ";"22";"13";"12";" ";
"Liszó";"25,91";"379,5";" ";"33";"17";"10";" ";
"Magyarszentmiklós";"4,19";"253,0";" ";"19";"12";"7";" ";
"Magyarszerdahely";"16,22";"517,5";" ";"31";"19";"12";" ";
"Miháld";"21,64";"782,5";" ";"85";"58";"29";" ";
"Murakeresztúr";"11,71";"1718,0";" ";"105";"41";"23";" ";
"Nagybakónak";"17,94";"402,5";" ";"44";"29";"22";" ";
"Nagykanizsa";"148,40";"48867,0";" ";"2398";"1415";"980";" ";
"Nagyrada";"12,85";"465,5";" ";"53";"19";"12";" ";
"Nagyrécse";"26,99";"1091,0";" ";"32";"11";"5";" ";
"Nemespátró";"12,25";"284,5";" ";"21";"13";"10";" ";
"Orosztony";"18,45";"417,0";" ";"47";"30";"26";" ";
"Pat";"8,33";"217,0";" ";"17";"9";"4";" ";
"Pölöskefõ";"12,32";"381,5";" ";"19";"11";"8";" ";
"Pötréte";"14,12";"240,5";" ";"16";"13";"4";" ";
"Rigyác";"15,36";"391,0";" ";"45";"29";"12";" ";
"Sand";"7,48";"400,5";" ";"11";"6";"4";" ";
"Sormás";"16,37";"863,5";" ";"36";"15";"7";" ";
"Surd";"21,94";"614,5";" ";"45";"18";"14";" ";
"Szepetnek";"30,39";"1577,0";" ";"112";"62";"44";" ";
"Újudvar";"16,31";"968,5";" ";"51";"17";"9";" ";
"Zalakaros";"17,17";"1882,5";" ";"61";"31";"21";" ";
"Zalakomár";"54,88";"2981,5";" ";"239";"94";"62";" ";
"Zalamerenye";"13,99";"177,5";" ";"9";"5";"4";" ";
"Zalasárszeg";"3,04";"122,0";" ";"5";"1";" ";" ";
"Zalaszabar";"16,95";"556,0";" ";"58";"37";"26";" ";
"Zalaszentbalázs";"20,99";"825,5";" ";"60";"26";"15";" ";
