"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2013. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Polgárdi";"72,16";"6795,0";" ";"269";"112";"69";" ";
"Sárkeresztes";"23,27";"1518,5";" ";"36";"13";"10";" ";
"Sárkeszi";"14,79";"603,0";" ";"28";"11";"5";" ";
"Sárosd";"48,12";"3273,5";" ";"166";"69";"42";" ";
"Sárszentmihály";"37,40";"2999,5";" ";"121";"59";"38";" ";
"Seregélyes";"78,19";"4417,5";" ";"146";"63";"40";" ";
"Soponya";"49,96";"1819,0";" ";"109";"32";"18";" ";
"Szabadbattyán";"33,66";"4522,5";" ";"205";"94";"56";" ";
"Székesfehérvár";"170,89";"99153,5";" ";"2209";"1009";"598";" ";
"Tác";"45,69";"1672,5";" ";"43";"14";"6";" ";
"Úrhida";"7,25";"2381,5";" ";"68";"28";"13";" ";
"Zámoly";"48,50";"2193,5";" ";"87";"24";"14";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,32";"301564,0";" ";"9734";"3870";"2000";" ";
"Esztergomi járás";"537,25";"92621,5";" ";"3128";"1272";"713";" ";
"Annavölgy";"4,83";"924,5";" ";"25";"8";"5";" ";
"Bajna";"37,27";"1937,0";" ";"87";"36";"14";" ";
"Bajót";"16,44";"1603,0";" ";"68";"21";"13";" ";
"Csolnok";"18,70";"3159,0";" ";"52";"20";"13";" ";
"Dág";"11,89";"948,5";" ";"37";"15";"9";" ";
"Dorog";"11,54";"11887,5";" ";"485";"216";"131";" ";
"Dömös";"23,99";"1153,0";" ";"31";"12";"6";" ";
"Epöl";"12,52";"642,5";" ";"25";"9";"6";" ";
"Esztergom";"99,95";"28481,0";" ";"910";"361";"194";" ";
"Kesztölc";"22,00";"2582,5";" ";"99";"42";"21";" ";
"Lábatlan";"26,35";"4951,0";" ";"195";"65";"35";" ";
"Leányvár";"7,26";"1737,0";" ";"48";"18";"6";" ";
"Máriahalom";"10,85";"628,0";" ";"16";"8";"2";" ";
"Mogyorósbánya";"7,32";"841,5";" ";"14";"3";" ";" ";
"Nagysáp";"24,78";"1518,5";" ";"83";"45";"26";" ";
"Nyergesújfalu";"39,50";"7509,5";" ";"201";"78";"38";" ";
"Piliscsév";"24,91";"2332,5";" ";"89";"47";"29";" ";
"Pilismarót";"44,60";"1987,5";" ";"59";"19";"11";" ";
"Sárisáp";"14,25";"2726,0";" ";"106";"40";"21";" ";
"Süttõ";"34,36";"2054,0";" ";"52";"22";"11";" ";
"Tát";"12,18";"5332,0";" ";"120";"47";"21";" ";
"Tokod";"14,91";"4118,0";" ";"172";"73";"54";" ";
"Tokodaltáró";"5,27";"2897,0";" ";"114";"48";"32";" ";
"Úny";"11,58";"670,5";" ";"40";"19";"15";" ";
"Kisbéri járás";"510,53";"20127,0";" ";"685";"266";"150";" ";
"Ácsteszér";"17,72";"696,0";" ";"26";"3";" ";" ";
"Aka";"18,10";"248,5";" ";"8";"4";"2";" ";
"Ászár";"18,68";"1713,0";" ";"34";"7";"5";" ";
"Bakonybánk";"15,06";"444,5";" ";"25";"1";" ";" ";
"Bakonysárkány";"14,12";"1001,5";" ";"18";"6";"3";" ";
"Bakonyszombathely";"36,53";"1453,0";" ";"50";"23";"9";" ";
"Bársonyos";"16,87";"770,5";" ";"19";"5";"3";" ";
"Császár";"67,80";"1863,5";" ";"91";"52";"34";" ";
"Csatka";"17,76";"232,5";" ";"12";"2";"2";" ";
"Csép";"20,06";"343,5";" ";"26";"16";"12";" ";
"Ete";"20,60";"597,0";" ";"14";"8";"6";" ";
"Kerékteleki";"29,45";"685,5";" ";"21";"3";"2";" ";
"Kisbér";"52,16";"5400,0";" ";"149";"54";"26";" ";
"Réde";"45,88";"1405,0";" ";"62";"28";"18";" ";
"Súr";"37,35";"1219,0";" ";"33";"14";"6";" ";
"Tárkány";"64,93";"1502,5";" ";"80";"32";"17";" ";
"Vérteskethely";"17,46";"551,5";" ";"17";"8";"5";" ";
"Komáromi járás";"378,77";"39397,5";" ";"1174";"432";"213";" ";
"Ács";"103,75";"6788,0";" ";"207";"79";"45";" ";
"Almásfüzitõ";"8,19";"2063,0";" ";"63";"28";"16";" ";
"Bábolna";"33,55";"3779,5";" ";"62";"23";"11";" ";
