"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2012. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Lókút";"18";"13";"6";" ";
"Nagyesztergár";"68";"30";"15";" ";
"Olaszfalu";"47";"22";"10";" ";
"Pénzesgyõr";"27";"12";"6";" ";
"Porva";"23";"12";"6";" ";
"Szápár";"15";"4";"2";" ";
"Zirc";"260";"103";"57";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"35934";"14515";"7539";" ";
"Gyõr-Moson-Sopron megye";"11124";"3845";"1717";" ";
"Csornai járás";"772";"184";"94";" ";
"Acsalag";"11";"3";"1";" ";
"Bágyogszovát";"44";"14";"8";" ";
"Barbacs";"26";"7";"5";" ";
"Bodonhely";"13";"2";"1";" ";
"Bogyoszló";"14";"4";"2";" ";
"Bõsárkány";"41";"5";"2";" ";
"Cakóháza";"4";"2";"1";" ";
"Csorna";"232";"50";"29";" ";
"Dör";"17";"7";"5";" ";
"Egyed";"8";"1";" ";" ";
"Farád";"45";"8";"5";" ";
"Jobaháza";"13";"4";"2";" ";
"Kóny";"56";"19";"6";" ";
"Maglóca";"5";"1";"1";" ";
"Magyarkeresztúr";"11";"2";"1";" ";
"Markotabödöge";"11";"3";"1";" ";
"Páli";"11";"1";"1";" ";
"Pásztori";"9";"1";"1";" ";
"Potyond";"2";" ";" ";" ";
"Rábacsanak";"11";"2";" ";" ";
"Rábapordány";"28";"8";"5";" ";
"Rábasebes";"4";"1";"1";" ";
"Rábaszentandrás";"7";"1";"1";" ";
"Rábatamási";"23";"7";" ";" ";
"Rábcakapi";"4";"2";"1";" ";
"Sobor";"5";" ";" ";" ";
"Sopronnémeti";"9";" ";" ";" ";
"Szany";"43";"16";"9";" ";
"Szil";"31";"2";"1";" ";
"Szilsárkány";"23";"10";"4";" ";
"Tárnokréti";"2";"1";" ";" ";
"Vág";"8";" ";" ";" ";
"Zsebeháza";"1";" ";" ";" ";
"Gyõri járás";"5683";"2306";"1017";" ";
"Abda";"88";"30";"8";" ";
"Bezi";"18";"4";"2";" ";
"Bõny";"132";"45";"12";" ";
"Börcs";"41";"11";"4";" ";
"Dunaszeg";"46";"19";"7";" ";
"Dunaszentpál";"15";"7";"3";" ";
"Enese";"52";"12";"7";" ";
"Fehértó";"14";"6";"4";" ";
"Gönyû";"133";"55";"18";" ";
"Gyõr";"3902";"1693";"745";" ";
"Gyõrladamér";"21";"6";"2";" ";
"Gyõrság";"46";"8";"4";" ";
"Gyõrsövényház";"10";"2";"1";" ";
"Gyõrújbarát";"131";"57";"28";" ";
"Gyõrújfalu";"28";"12";"5";" ";
"Gyõrzámoly";"51";"16";"10";" ";
"Ikrény";"66";"28";"17";" ";
"Kajárpéc";"62";"30";"24";" ";
"Kisbajcs";"20";"5";"3";" ";
"Koroncó";"79";"28";"9";" ";
"Kunsziget";"22";"8";"3";" ";
"Mezõörs";"34";"12";"10";" ";
"Mosonszentmiklós";"54";"12";"5";" ";
"Nagybajcs";"17";"3";"2";" ";
"Nagyszentjános";"92";"33";"12";" ";
"Nyúl";"102";"36";"13";" ";
"Öttevény";"69";"23";"9";" ";
"Pér";"74";"18";"7";" ";
"Rábapatona";"67";"19";"12";" ";
"Rétalap";"19";"2";"1";" ";
"Sokorópátka";"38";"15";"3";" ";
"Tényõ";"39";"11";"4";" ";
"Töltéstava";"61";"25";"12";" ";
"Vámosszabadi";"35";"13";"9";" ";
"Vének";"5";"2";"2";" ";
"Kapuvári járás";"639";"141";"71";" ";
"Agyagosszergény";"15";"5";"2";" ";
"Babót";"30";"6";"3";" ";
"Beled";"91";"20";"8";" ";
"Cirák";"11";"3";"3";" ";
"Dénesfa";"7";"1";"1";" ";
"Edve";"2";" ";" ";" ";
"Gyóró";"8";"4";"1";" ";
"Himod";"29";"4";"1";" ";
"Hövej";"12";"2";"1";" ";
"Kapuvár";"216";"48";"25";" ";
"Kisfalud";"21";"7";"5";" ";
"Mihályi";"31";"6";"2";" ";
"Osli";"28";"5";"2";" ";
"Rábakecöl";"29";"8";"6";" ";
"Répceszemere";"9";"3";"3";" ";
"Szárföld";"23";"5";"2";" ";
"Vadosfa";" ";" ";" ";" ";
"Vásárosfalu";"4";"2";" ";" ";
"Veszkény";"21";"6";"3";" ";
"Vitnyéd";"52";"6";"3";" ";
"Mosonmagyaróvári járás";"1468";"392";"152";" ";
"Ásványráró";"41";"9";" ";" ";
"Bezenye";"25";"8";"4";" ";
"Darnózseli";"25";"10";"5";" ";
"Dunakiliti";"34";"8";"2";" ";
"Dunaremete";"5";" ";" ";" ";
"Dunasziget";"32";"11";"6";" ";
"Feketeerdõ";"8";"6";"3";" ";
"Halászi";"61";"12";"2";" ";
"Hédervár";"16";"2";"2";" ";
"Hegyeshalom";"76";"18";"7";" ";
"Jánossomorja";"147";"36";"5";" ";
"Károlyháza";"14";"3";" ";" ";
"Kimle";"56";"11";"8";" ";
"Kisbodak";"2";" ";" ";" ";
"Lébény";"49";"14";"5";" ";
"Levél";"35";"10";"7";" ";
"Lipót";"10";" ";" ";" ";
"Máriakálnok";"39";"7";"3";" ";
"Mecsér";"13";"6";" ";" ";
"Mosonmagyaróvár";"674";"198";"88";" ";
"Mosonszolnok";"31";"6";"1";" ";
"Mosonudvar";"5";"2";"1";" ";
"Püski";"6";" ";" ";" ";
"Rajka";"27";"8";"1";" ";
"Újrónafõ";"22";"4";"2";" ";
"Várbalog";"15";"3";" ";" ";
"Pannonhalmi járás";"606";"208";"100";" ";
"Bakonygyirót";"7";"4";"1";" ";
"Bakonypéterd";"15";"6";"4";" ";
"Bakonyszentlászló";"84";"27";"14";" ";
"Écs";"48";"25";"12";" ";
"Fenyõfõ";"8";"6";"3";" ";
"Gyõrasszonyfa";"24";"7";" ";" ";
"Lázi";"20";"7";"3";" ";
"Nyalka";"21";"6";" ";" ";
"Pannonhalma";"125";"36";"22";" ";
"Pázmándfalu";"52";"10";"5";" ";
"Ravazd";"58";"20";"10";" ";
"Románd";"7";"3";"3";" ";
"Sikátor";"21";"7";" ";" ";
"Táp";"24";"9";"4";" ";
"Tápszentmiklós";"28";"8";"5";" ";
"Tarjánpuszta";"22";"3";"2";" ";
"Veszprémvarsány";"42";"24";"12";" ";
"Soproni járás";"1345";"349";"154";" ";
"Ágfalva";"20";"7";"1";" ";
"Csáfordjánosfa";"2";"1";"1";" ";
"Csapod";"15";"4";"2";" ";
"Csér";"1";" ";" ";" ";
"Ebergõc";"1";" ";" ";" ";
"Egyházasfalu";"8";"2";"1";" ";
"Fertõboz";"3";"1";"1";" ";
"Fertõd";"34";"5";"3";" ";
"Fertõendréd";"11";"2";"1";" ";
"Fertõhomok";"6";"2";"1";" ";
"Fertõrákos";"33";"7";"6";" ";
"Fertõszentmiklós";"36";"3";"1";" ";
"Fertõszéplak";"12";"4";"1";" ";
"Gyalóka";"4";" ";" ";" ";
"Harka";"28";"9";"2";" ";
"Hegykõ";"16";"5";" ";" ";
"Hidegség";"3";"1";"1";" ";
"Iván";"58";"28";"17";" ";
"Kópháza";"27";"3";"1";" ";
"Lövõ";"22";"7";"1";" ";
"Nagycenk";"21";"11";"6";" ";
"Nagylózs";"6";" ";" ";" ";
"Nemeskér";"2";" ";" ";" ";
"Pereszteg";"13";"3";"1";" ";
"Petõháza";"9";" ";" ";" ";
"Pinnye";"2";" ";" ";" ";
"Pusztacsalád";"7";"3";"2";" ";
"Répcevis";"7";"5";"3";" ";
"Röjtökmuzsaj";"8";"4";"3";" ";
"Sarród";"20";"3";"2";" ";
"Sopron";"841";"210";"85";" ";
"Sopronhorpács";"9";"2";" ";" ";
"Sopronkövesd";"15";"5";"2";" ";
"Szakony";"13";"6";"4";" ";
"Újkér";"16";"3";"3";" ";
"Und";"6";"1";" ";" ";
"Völcsej";"4";" ";" ";" ";
"Zsira";"6";"2";"2";" ";
"Téti járás";"611";"265";"129";" ";
"Árpás";"10";"6";"2";" ";
"Csikvánd";"16";"4";"2";" ";
"Felpéc";"28";"14";"4";" ";
"Gyarmat";"38";"20";"13";" ";
"Gyömöre";"72";"40";"13";" ";
"Gyõrszemere";"137";"38";"19";" ";
"Kisbabot";"3";" ";" ";" ";
"Mérges";"4";"1";"1";" ";
"Mórichida";"26";"7";"5";" ";
"Rábacsécsény";"15";"4";"2";" ";
"Rábaszentmihály";"19";"5";"1";" ";
"Rábaszentmiklós";"3";"1";"1";" ";
"Szerecseny";"49";"23";"13";" ";
"Tét";"191";"102";"53";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"8594";"3303";"1794";" ";
"Celldömölki járás";"1186";"458";"257";" ";
"Boba";"43";"15";"9";" ";
"Borgáta";"3";"1";"1";" ";
"Celldömölk";"428";"187";"95";" ";
"Csönge";"17";"7";"6";" ";
"Duka";"25";"7";"2";" ";
"Egyházashetye";"24";"14";"8";" ";
"Jánosháza";"159";"52";"34";" ";
"Karakó";"12";"3";"3";" ";
"Keléd";"8";" ";" ";" ";
"Kemeneskápolna";"6";"3";"1";" ";
"Kemenesmagasi";"47";"15";"7";" ";
"Kemenesmihályfa";"30";"9";"9";" ";
"Kemenespálfa";"25";"10";"6";" ";
"Kemenessömjén";"29";"13";"6";" ";
"Kemenesszentmárton";"8";"2";"1";" ";
"Kenyeri";"29";"9";"6";" ";
"Kissomlyó";"15";"5";"2";" ";
"Köcsk";"12";"4";"2";" ";
"Mersevát";"32";"12";"8";" ";
"Mesteri";"9";"2";"2";" ";
"Nagysimonyi";"42";"10";"5";" ";
"Nemeskeresztúr";"27";"11";"5";" ";
"Nemeskocs";"9";"3";"1";" ";
"Ostffyasszonyfa";"45";"14";"6";" ";
"Pápoc";"18";"8";"7";" ";
"Szergény";"27";"13";"7";" ";
"Tokorcs";"11";"7";"4";" ";
"Vönöck";"46";"22";"14";" ";
"Körmendi járás";"790";"243";"129";" ";
"Bajánsenye";"12";"5";" ";" ";
"Csákánydoroszló";"30";"8";"4";" ";
"Daraboshegy";"1";" ";" ";" ";
"Döbörhegy";"13";"3";"1";" ";
"Döröske";" ";" ";" ";" ";
"Egyházashollós";"18";"7";"4";" ";
"Egyházasrádóc";"33";"11";"8";" ";
"Felsõjánosfa";"2";" ";" ";" ";
"Felsõmarác";"1";" ";" ";" ";
"Halastó";"6";"3";"1";" ";
"Halogy";"18";"3";"2";" ";
"Harasztifalu";"4";" ";" ";" ";
"Hegyháthodász";"10";"6";"5";" ";
"Hegyhátsál";"3";"2";"1";" ";
"Hegyhátszentjakab";"10";"2";"2";" ";
"Hegyhátszentmárton";" ";" ";" ";" ";
"Ispánk";"2";"1";"1";" ";
"Ivánc";"6";"1";"1";" ";
"Katafa";"16";"7";"4";" ";
"Kemestaródfa";"7";"2";" ";" ";
"Kercaszomor";"5";"3";"2";" ";
"Kerkáskápolna";"2";" ";" ";" ";
"Kisrákos";"6";" ";" ";" ";
"Körmend";"297";"92";"46";" ";
"Magyarnádalja";"3";" ";" ";" ";
"Magyarszecsõd";"23";"6";"4";" ";
"Magyarszombatfa";"9";"5";"3";" ";
"Molnaszecsõd";"23";"11";"7";" ";
"Nádasd";"49";"15";"6";" ";
"Nagykölked";"12";"5";"3";" ";
"Nagymizdó";"4";"1";"1";" ";
"Nagyrákos";"9";"2";" ";" ";
"Nemesrempehollós";"14";"6";"4";" ";
"Õrimagyarósd";"7";"2";" ";" ";
"Õriszentpéter";"34";"12";"6";" ";
"Pankasz";"38";"1";"1";" ";
"Pinkamindszent";"1";"1";"1";" ";
"Rádóckölked";"6";"3";"1";" ";
"Szaknyér";"2";" ";" ";" ";
"Szalafõ";"2";" ";" ";" ";
"Szarvaskend";"5";" ";" ";" ";
"Szatta";"8";"2";"2";" ";
"Szõce";"19";"10";"5";" ";
"Vasalja";"14";"5";"3";" ";
"Velemér";"1";" ";" ";" ";
"Viszák";"5";" ";" ";" ";
"Kõszegi járás";"770";"267";"147";" ";
"Bozsok";"12";"6";"4";" ";
"Bük";"100";"30";"19";" ";
"Cák";"9";"2";"1";" ";
"Csepreg";"113";"31";"12";" ";
"Gyöngyösfalu";"19";"4";"3";" ";
"Horvátzsidány";"28";"8";"3";" ";
"Iklanberény";"1";" ";" ";" ";
"Kiszsidány";"3";"1";" ";" ";
"Kõszeg";"350";"133";"78";" ";
"Kõszegdoroszló";"10";"4";"1";" ";
"Kõszegpaty";"7";"3";"2";" ";
"Kõszegszerdahely";"16";"11";"5";" ";
"Lócs";"2";" ";" ";" ";
"Lukácsháza";"36";"14";"8";" ";
"Nemescsó";"7";"6";"4";" ";
"Ólmod";"3";" ";" ";" ";
"Peresznye";"4";"1";" ";" ";
"Pusztacsó";"5";"2";"1";" ";
"Tormásliget";"15";"4";"1";" ";
"Tömörd";"20";"4";"3";" ";
"Velem";"10";"3";"2";" ";
"Sárvári járás";"1398";"510";"273";" ";
"Bejcgyertyános";"22";"9";"5";" ";
"Bõ";"17";"6";"4";" ";
"Bögöt";"16";"2";" ";" ";
"Bögöte";"13";"6";"4";" ";
"Chernelházadamonya";"7";"1";" ";" ";
"Csánig";"12";"4";"3";" ";
"Csénye";"31";"12";"8";" ";
"Gérce";"61";"20";"10";" ";
"Gór";"7";"3";"2";" ";
"Hegyfalu";"25";"8";"4";" ";
"Hosszúpereszteg";"37";"13";"7";" ";
"Ikervár";"45";"13";"10";" ";
"Jákfa";"23";"5";"3";" ";
"Káld";"56";"26";"11";" ";
"Kenéz";"7";"1";"1";" ";
"Megyehíd";"10";"3";"2";" ";
"Meggyeskovácsi";"55";"24";"12";" ";
"Mesterháza";"4";"1";"1";" ";
"Nagygeresd";"9";"5";"1";" ";
"Nemesládony";"5";"2";" ";" ";
"Nick";"15";"7";"3";" ";
"Nyõgér";"16";"10";"5";" ";
"Ölbõ";"45";"16";"10";" ";
"Pecöl";"29";"7";"4";" ";
"Porpác";"10";"4";"1";" ";
"Pósfa";"7";"2";"2";" ";
"Rábapaty";"48";"13";"9";" ";
"Répcelak";"58";"20";"7";" ";
"Répceszentgyörgy";"5";" ";" ";" ";
"Sajtoskál";"7";"1";"1";" ";
"Sárvár";"513";"197";"103";" ";
"Simaság";"14";"5";"4";" ";
"Sitke";"15";"7";"5";" ";
"Sótony";"22";"6";"2";" ";
"Szeleste";"31";"13";"9";" ";
"Tompaládony";"10";"2";"1";" ";
"Uraiújfalu";"29";"16";"8";" ";
"Vámoscsalád";"12";"2";" ";" ";
"Vásárosmiske";"17";"7";"3";" ";
"Vasegerszeg";"11";"1";"1";" ";
"Vashosszúfalu";"18";"9";"7";" ";
"Zsédeny";"4";"1";" ";" ";
"Szentgotthárdi járás";"464";"193";"113";" ";
"Alsószölnök";"17";"8";"6";" ";
"Apátistvánfalva";"10";"5";"3";" ";
"Csörötnek";"43";"16";"10";" ";
"Felsõszölnök";"33";"19";"15";" ";
"Gasztony";"19";"8";"4";" ";
"Kétvölgy";"4";"2";"1";" ";
"Kondorfa";"15";"7";"1";" ";
"Magyarlak";"23";"12";"11";" ";
"Nemesmedves";"1";"1";" ";" ";
"Orfalu";"3";"2";"1";" ";
"Rábagyarmat";"26";"13";"9";" ";
"Rátót";"5";" ";" ";" ";
"Rönök";"37";"17";"10";" ";
"Szakonyfalu";"22";"11";"4";" ";
"Szentgotthárd";"199";"70";"37";" ";
"Vasszentmihály";"7";"2";"1";" ";
"Szombathelyi járás";"3186";"1340";"728";" ";
"Acsád";"16";"3";"2";" ";
"Balogunyom";"35";"15";"8";" ";
"Bozzai";"17";"8";"2";" ";
"Bucsu";"16";"5";"3";" ";
"Csempeszkopács";"8";"4";"1";" ";
"Dozmat";"7";"4";"2";" ";
"Felsõcsatár";"4";"3";" ";" ";
"Gencsapáti";"62";"28";"16";" ";
"Gyanógeregye";"6";"4";"2";" ";
"Horvátlövõ";"3";" ";" ";" ";
"Ják";"69";"17";"10";" ";
"Kisunyom";"16";"4";"2";" ";
"Meszlen";"9";"3";"2";" ";
"Nárai";"31";"14";"5";" ";
"Narda";"10";"3";"2";" ";
"Nemesbõd";"9";"4";"3";" ";
"Nemeskolta";"12";"4";"2";" ";
"Perenye";"21";"9";"7";" ";
"Pornóapáti";"14";"3";"3";" ";
"Rábatöttös";"14";"2";"1";" ";
"Rum";"27";"7";"3";" ";
"Salköveskút";"12";"8";"4";" ";
"Sé";"30";"13";"5";" ";
"Sorkifalud";"18";"6";"3";" ";
"Sorkikápolna";"8";"1";"1";" ";
"Sorokpolány";"28";"14";"9";" ";
"Söpte";"14";"3";"2";" ";
"Szentpéterfa";"19";"8";"2";" ";
"Szombathely";"2261";"990";"539";" ";
"Tanakajd";"23";"9";"5";" ";
"Táplánszentkereszt";"55";"21";"14";" ";
"Torony";"79";"21";"8";" ";
"Vasasszonyfa";"11";"5";"3";" ";
"Vaskeresztes";"9";"6";"4";" ";
"Vassurány";"12";"5";"4";" ";
"Vasszécseny";"47";"19";"7";" ";
"Vasszilvágy";"21";"10";"5";" ";
"Vát";"29";"14";"10";" ";
"Vép";"100";"41";"26";" ";
"Zsennye";"4";"2";"1";" ";
"Vasvári járás";"800";"292";"147";" ";
"Alsóújlak";"27";"12";"7";" ";
"Andrásfa";"27";"11";"8";" ";
"Bérbaltavár";"32";"10";"4";" ";
"Csehi";"20";"9";"1";" ";
"Csehimindszent";"31";"14";"5";" ";
"Csipkerek";"24";"7";"2";" ";
"Egervölgy";"24";"11";"6";" ";
"Gersekarát";"45";"22";"13";" ";
"Gyõrvár";"45";"19";"14";" ";
"Hegyhátszentpéter";"11";"3";"2";" ";
"Kám";"14";"2";" ";" ";
"Mikosszéplak";"34";"19";"7";" ";
"Nagytilaj";"12";"4";" ";" ";
"Olaszfa";"23";"4";"2";" ";
"Oszkó";"32";"13";"7";" ";
"Pácsony";"15";"7";"3";" ";
"Petõmihályfa";"16";"6";"3";" ";
"Püspökmolnári";"28";"4";" ";" ";
"Rábahídvég";"59";"11";"6";" ";
"Sárfimizdó";"5";"1";" ";" ";
"Szemenye";"17";"4";"3";" ";
"Telekes";"39";"10";"4";" ";
"Vasvár";"220";"89";"50";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"16216";"7367";"4028";" ";
"Keszthelyi járás";"2401";"983";"542";" ";
"Alsópáhok";"54";"25";"13";" ";
"Balatongyörök";"35";"14";"8";" ";
"Bókaháza";"28";"14";"9";" ";
"Cserszegtomaj";"94";"46";"20";" ";
"Dióskál";"50";"34";"23";" ";
"Egeraracsa";"18";"6";"3";" ";
"Esztergályhorváti";"50";"24";"11";" ";
"Felsõpáhok";"25";"3";"2";" ";
"Gétye";"10";"7";"5";" ";
"Gyenesdiás";"145";"58";"32";" ";
"Hévíz";"112";"46";"27";" ";
"Karmacs";"68";"24";"13";" ";
"Keszthely";"960";"386";"215";" ";
"Ligetfalva";"3";" ";" ";" ";
"Nemesbük";"30";"10";"4";" ";
"Rezi";"99";"34";"20";" ";
"Sármellék";"103";"50";"23";" ";
"Szentgyörgyvár";"18";"6";"4";" ";
"Vállus";"7";"2";"1";" ";
"Várvölgy";"76";"40";"24";" ";
"Vindornyafok";"5";" ";" ";" ";
"Vindornyalak";"9";"3";"2";" ";
"Vindornyaszõlõs";"28";"10";"3";" ";
"Vonyarcvashegy";"81";"20";"14";" ";
"Zalaapáti";"84";"42";"23";" ";
"Zalacsány";"72";"19";"11";" ";
"Zalaköveskút";"1";" ";" ";" ";
"Zalaszántó";"71";"31";"15";" ";
"Zalaszentmárton";"4";"1";" ";" ";
"Zalavár";"61";"28";"17";" ";
"Lenti járás";"900";"310";"152";" ";
"Alsószenterzsébet";"2";"2";" ";" ";
"Baglad";"3";" ";" ";" ";
"Barlahida";"9";"3";"3";" ";
"Belsõsárd";"3";" ";" ";" ";
"Bödeháza";" ";" ";" ";" ";
"Csesztreg";"13";"2";"1";" ";
"Csömödér";"34";"8";"4";" ";
"Dobri";"18";"6";"1";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"6";"2";" ";" ";
"Gosztola";"2";" ";" ";" ";
"Hernyék";"6";"3";"2";" ";
"Iklódbördõce";"18";"8";"3";" ";
"Kálócfa";"10";"3";"3";" ";
"Kányavár";"11";"1";" ";" ";
"Kerkabarabás";"20";"5";"3";" ";
"Kerkafalva";"4";"2";"1";" ";
"Kerkakutas";"5";"1";" ";" ";
"Kerkateskánd";"3";" ";" ";" ";
"Kissziget";"16";"7";"4";" ";
"Kozmadombja";"3";"1";"1";" ";
"Külsõsárd";"6";"1";" ";" ";
"Lendvadedes";"1";"1";"1";" ";
"Lendvajakabfa";"2";" ";" ";" ";
"Lenti";"288";"103";"58";" ";
"Lovászi";"58";"25";"11";" ";
"Magyarföld";"3";"2";"1";" ";
"Márokföld";"2";"2";"1";" ";
"Mikekarácsonyfa";"35";"11";"8";" ";
"Nemesnép";"7";"1";"1";" ";
"Nova";"30";"9";"3";" ";
"Ortaháza";"14";"6";"1";" ";
"Páka";"46";"16";"3";" ";
"Pórszombat";"4";"1";" ";" ";
"Pördefölde";"7";"2";" ";" ";
"Pusztaapáti";"3";"1";" ";" ";
"Ramocsa";"2";" ";" ";" ";
"Rédics";"52";"25";"16";" ";
"Resznek";"22";"4";"1";" ";
"Szécsisziget";"7";"3";"1";" ";
"Szentgyörgyvölgy";"20";"8";"4";" ";
"Szijártóháza";"4";" ";" ";" ";
"Szilvágy";"8";"1";" ";" ";
"Tormafölde";"21";"5";"3";" ";
"Tornyiszentmiklós";"18";"9";"3";" ";
"Zalabaksa";"46";"17";"8";" ";
"Zalaszombatfa";"2";"1";" ";" ";
"Zebecke";"6";"2";"2";" ";
"Letenyei járás";"1225";"630";"366";" ";
"Bánokszentgyörgy";"46";"16";"10";" ";
"Bázakerettye";"27";"15";"4";" ";
"Becsehely";"158";"74";"46";" ";
"Borsfa";"43";"11";"6";" ";
"Bucsuta";"5";"5";"1";" ";
"Csörnyeföld";"53";"28";"11";" ";
"Kerkaszentkirály";"11";"3";"2";" ";
"Kiscsehi";"10";"6";"2";" ";
"Kistolmács";"14";"7";"3";" ";
"Lasztonya";"16";"6";"4";" ";
"Letenye";"320";"186";"112";" ";
"Lispeszentadorján";"40";"20";"15";" ";
"Maróc";"15";"7";"1";" ";
"Molnári";"39";"17";"9";" ";
"Murarátka";"14";"7";"5";" ";
"Muraszemenye";"52";"26";"15";" ";
"Oltárc";"22";"9";"5";" ";
"Petrivente";"31";"11";"8";" ";
"Pusztamagyaród";"44";"25";"16";" ";
"Semjénháza";"43";"18";"12";" ";
"Szentliszló";"28";"16";"5";" ";
"Szentmargitfalva";"19";"17";"13";" ";
"Tótszentmárton";"72";"46";"32";" ";
"Tótszerdahely";"59";"29";"18";" ";
"Valkonya";"4";" ";" ";" ";
"Várfölde";"15";"8";"3";" ";
"Zajk";"25";"17";"8";" ";
"Nagykanizsai járás";"5342";"2964";"1760";" ";
"Alsórajk";"24";"14";"4";" ";
"Balatonmagyaród";"26";"13";"6";" ";
"Belezna";"71";"54";"36";" ";
"Bocska";"35";"23";"16";" ";
"Börzönce";"8";"6";"2";" ";
"Csapi";"21";"9";"6";" ";
"Eszteregnye";"41";"13";"8";" ";
"Felsõrajk";"34";"18";"7";" ";
"Fityeház";"33";"13";"5";" ";
"Fûzvölgy";"4";"2";"2";" ";
"Galambok";"127";"61";"40";" ";
"Garabonc";"83";"56";"30";" ";
"Gelse";"95";"53";"37";" ";
"Gelsesziget";"14";"5";"3";" ";
"Hahót";"97";"50";"31";" ";
"Homokkomárom";"15";"8";"5";" ";
"Hosszúvölgy";"16";"11";"4";" ";
"Kacorlak";"20";"7";"4";" ";
"Kerecseny";"23";"12";"4";" ";
"Kilimán";"21";"12";"6";" ";
"Kisrécse";"29";"16";"13";" ";
"Liszó";"26";"15";"6";" ";
"Magyarszentmiklós";"15";"7";"3";" ";
"Magyarszerdahely";"33";"12";"5";" ";
"Miháld";"84";"56";"30";" ";
"Murakeresztúr";"113";"45";"24";" ";
"Nagybakónak";"70";"36";"23";" ";
"Nagykanizsa";"2914";"1660";"992";" ";
"Nagyrada";"42";"21";"13";" ";
"Nagyrécse";"46";"18";"6";" ";
"Nemespátró";"20";"13";"7";" ";
"Orosztony";"85";"53";"23";" ";
"Pat";"27";"10";"6";" ";
"Pölöskefõ";"20";"8";"6";" ";
"Pötréte";"20";"12";"7";" ";
"Rigyác";"29";"16";"9";" ";
"Sand";"26";"10";"8";" ";
"Sormás";"38";"8";"4";" ";
"Surd";"53";"23";"12";" ";
"Szepetnek";"136";"52";"23";" ";
"Újudvar";"65";"18";"5";" ";
"Zalakaros";"90";"45";"29";" ";
"Zalakomár";"365";"273";"190";" ";
"Zalamerenye";"9";"6";"4";" ";
"Zalasárszeg";"11";"4";"2";" ";
"Zalaszabar";"53";"31";"17";" ";
"Zalaszentbalázs";"60";"26";"13";" ";
"Zalaszentjakab";"50";"27";"22";" ";
"Zalaújlak";"5";"3";"2";" ";
"Zalaegerszegi járás";"5324";"2108";"1037";" ";
"Alibánfa";"15";"6";"1";" ";
"Almásháza";"8";"6";"4";" ";
"Alsónemesapáti";"60";"34";"20";" ";
"Babosdöbréte";"31";"8";"5";" ";
"Bagod";"58";"10";"7";" ";
"Bak";"61";"22";"5";" ";
"Baktüttös";"52";"31";"16";" ";
"Becsvölgye";"46";"17";"4";" ";
"Bezeréd";"8";" ";" ";" ";
"Bocfölde";"52";"15";"6";" ";
"Boncodfölde";"6";"1";" ";" ";
"Böde";"21";"6";"3";" ";
"Búcsúszentlászló";"29";"10";"2";" ";
"Csatár";"24";"10";"4";" ";
"Csertalakos";"6";"4";"2";" ";
"Csonkahegyhát";"25";"8";"5";" ";
"Csöde";"3";" ";" ";" ";
"Dobronhegy";"9";"2";"1";" ";
"Egervár";"50";"19";"11";" ";
"Gellénháza";"62";"24";"6";" ";
"Gombosszeg";"1";"1";"1";" ";
"Gõsfa";"20";"6";"2";" ";
"Gutorfölde";"40";"13";"2";" ";
"Gyûrûs";"9";"4";"3";" ";
"Hagyárosbörönd";"16";"6";"4";" ";
"Hottó";"15";"5";"2";" ";
"Iborfia";"1";" ";" ";" ";
"Kávás";"11";"2";"1";" ";
"Kemendollár";"26";"14";"6";" ";
"Keménfa";"8";"1";"1";" ";
"Kisbucsa";"26";"13";"7";" ";
"Kiskutas";"7";"3";"1";" ";
"Kispáli";"11";"3";"3";" ";
"Kustánszeg";"34";"12";"5";" ";
"Lakhegy";"23";"9";"4";" ";
"Lickóvadamos";"10";"3";"1";" ";
"Milejszeg";"25";"9";"5";" ";
"Misefa";"20";"7";"3";" ";
"Nagykapornak";"41";"15";"8";" ";
"Nagykutas";"24";"9";"5";" ";
"Nagylengyel";"20";"9";"3";" ";
"Nagypáli";"20";"11";"4";" ";
"Nemesapáti";"44";"13";"7";" ";
"Nemeshetés";"21";"10";"8";" ";
"Nemesrádó";"28";"17";"10";" ";
"Nemessándorháza";"21";"8";"2";" ";
"Nemesszentandrás";"19";"7";"1";" ";
"Németfalu";"15";"5";"2";" ";
"Orbányosfa";"7";"2";"2";" ";
"Ormándlak";"7";"5";"5";" ";
"Ozmánbük";"21";"7";"4";" ";
"Pacsa";"121";"68";"42";" ";
"Padár";"8";"3";"2";" ";
"Pálfiszeg";"13";"5";"3";" ";
"Pethõhenye";"23";"6";"3";" ";
