"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2012. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Bokod";"59";"21";"8";" ";
"Dad";"49";"23";"9";" ";
"Kecskéd";"83";"42";"19";" ";
"Kömlõd";"59";"18";"7";" ";
"Oroszlány";"911";"356";"117";" ";
"Szákszend";"65";"28";"14";" ";
"Tatai járás";"1629";"502";"223";" ";
"Baj";"119";"35";"15";" ";
"Dunaalmás";"63";"23";"15";" ";
"Dunaszentmiklós";"12";"6";"2";" ";
"Kocs";"123";"32";"16";" ";
"Naszály";"93";"21";"7";" ";
"Neszmély";"68";"19";"5";" ";
"Szomód";"92";"26";"14";" ";
"Tardos";"64";"21";"11";" ";
"Tata";"984";"312";"135";" ";
"Vértestolna";"11";"7";"3";" ";
"Tatabányai járás";"3842";"1508";"604";" ";
"Gyermely";"33";"10";"5";" ";
"Héreg";"41";"20";"7";" ";
"Környe";"194";"77";"26";" ";
"Szárliget";"85";"29";"10";" ";
"Szomor";"29";"7";"5";" ";
"Tarján";"93";"42";"24";" ";
"Tatabánya";"3211";"1254";"488";" ";
"Várgesztes";"14";"9";"8";" ";
"Vértessomló";"29";"13";"8";" ";
"Vértesszõlõs";"113";"47";"23";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"17190";"6576";"3179";" ";
"Ajkai járás";"1615";"658";"308";" ";
"Ajka";"1138";"480";"227";" ";
"Csehbánya";"16";"2";"2";" ";
"Farkasgyepû";"9";"3";"1";" ";
"Halimba";"66";"25";"10";" ";
"Kislõd";"63";"25";"13";" ";
"Magyarpolány";"53";"22";"6";" ";
"Nyirád";"63";"15";"10";" ";
"Öcs";"17";"6";"4";" ";
"Szõc";"21";"9";"3";" ";
"Úrkút";"88";"29";"12";" ";
"Városlõd";"81";"42";"20";" ";
"Balatonalmádi járás";"1246";"443";"227";" ";
"Balatonakarattya";" ";" ";" ";" ";
"Balatonalmádi";"377";"145";"80";" ";
"Balatonfõkajár";"95";"28";"14";" ";
"Balatonfûzfõ";"199";"62";"37";" ";
"Balatonkenese";"195";"63";"36";" ";
"Csajág";"56";"20";"9";" ";
"Felsõörs";"54";"23";"10";" ";
"Királyszentistván";"26";"9";"3";" ";
"Küngös";"39";"18";"3";" ";
"Litér";"91";"38";"21";" ";
"Papkeszi";"114";"37";"14";" ";
"Balatonfüredi járás";"1031";"252";"133";" ";
"Alsóörs";"30";"5";" ";" ";
"Aszófõ";"24";"6";"3";" ";
"Balatonakali";"24";"3";"2";" ";
"Balatoncsicsó";"5";" ";" ";" ";
"Balatonfüred";"580";"154";"84";" ";
"Balatonszepezd";"17";"5";"3";" ";
"Balatonszõlõs";"23";"5";"1";" ";
"Balatonudvari";"14";"2";" ";" ";
"Csopak";"65";"9";"5";" ";
"Dörgicse";"14";"1";"1";" ";
"Lovas";"18";"4";"2";" ";
"Monoszló";"8";"1";"1";" ";
"Óbudavár";"3";"2";"1";" ";
"Örvényes";"8";"2";"1";" ";
"Paloznak";"12";"3";"1";" ";
"Pécsely";"27";"11";"8";" ";
"Szentantalfa";"26";"8";"2";" ";
"Szentjakabfa";"13";"3";"2";" ";
"Tagyon";"6";"3";"3";" ";
"Tihany";"59";"14";"6";" ";
"Vászoly";"13";"5";"3";" ";
"Zánka";"42";"6";"4";" ";
"Devecseri járás";"934";"348";"139";" ";
"Adorjánháza";"39";"10";"4";" ";
"Apácatorna";"13";"5";"1";" ";
"Borszörcsök";"35";"11";"2";" ";
"Csögle";"56";"15";"7";" ";
"Dabrony";"18";"9";"4";" ";
"Devecser";"228";"74";"27";" ";
"Doba";"26";"10";"3";" ";
"Egeralja";"23";"11";"5";" ";
"Iszkáz";"24";"4";"3";" ";
"Kamond";"28";"11";"3";" ";
"Karakószörcsök";"13";"5";"3";" ";
"Kerta";"29";"9";"4";" ";
"Kisberzseny";"6";"2";" ";" ";
"Kiscsõsz";"8";"2";"2";" ";
"Kispirit";"4";" ";" ";" ";
"Kisszõlõs";"16";"7";" ";" ";
"Kolontár";"38";"21";"5";" ";
"Nagyalásony";"18";"8";"4";" ";
"Nagypirit";"12";"4";"3";" ";
"Noszlop";"42";"17";"6";" ";
"Oroszi";"12";"7";"2";" ";
"Pusztamiske";"40";"31";"16";" ";
"Somlójenõ";"44";"11";"4";" ";
"Somlószõlõs";"34";"16";"8";" ";
"Somlóvásárhely";"96";"32";"14";" ";
"Somlóvecse";"2";"1";" ";" ";
"Tüskevár";"19";"6";"5";" ";
"Vid";"11";"9";"4";" ";
"Pápai járás";"3269";"1360";"691";" ";
"Adásztevel";"60";"22";"12";" ";
"Bakonyjákó";"29";"11";"6";" ";
"Bakonykoppány";"18";"5";"1";" ";
"Bakonypölöske";"21";"15";"5";" ";
"Bakonyság";"5";"2";"1";" ";
"Bakonyszentiván";"24";"11";"6";" ";
"Bakonyszücs";"31";"7";"4";" ";
"Bakonytamási";"51";"18";"6";" ";
"Béb";"18";"8";" ";" ";
"Békás";"14";"4";"2";" ";
"Csót";"76";"16";"4";" ";
"Dáka";"13";"7";"2";" ";
"Döbrönte";"6";"1";" ";" ";
"Egyházaskeszõ";"23";"10";"7";" ";
"Ganna";"17";"8";"4";" ";
"Gecse";"18";"4";"2";" ";
"Gic";"24";"4";"1";" ";
"Homokbödöge";"33";"14";"6";" ";
"Kemeneshõgyész";"16";"6";"2";" ";
"Kemenesszentpéter";"21";"9";"6";" ";
"Kup";"27";"14";"6";" ";
"Külsõvat";"32";"10";"2";" ";
"Lovászpatona";"114";"43";"21";" ";
"Magyargencs";"24";"9";"5";" ";
"Malomsok";"20";"10";"4";" ";
"Marcalgergelyi";"30";"12";"6";" ";
"Marcaltõ";"32";"10";"1";" ";
"Mezõlak";"43";"17";"9";" ";
"Mihályháza";"56";"22";"13";" ";
"Nagyacsád";"40";"17";"9";" ";
"Nagydém";"45";"19";"13";" ";
"Nagygyimót";"15";"5";"3";" ";
"Nagytevel";"30";"10";"5";" ";
"Nemesgörzsöny";"31";"14";"5";" ";
"Nemesszalók";"43";"13";"6";" ";
"Németbánya";"4";" ";" ";" ";
"Nóráp";"14";"6";"2";" ";
"Nyárád";"45";"7";"2";" ";
"Pápa";"1636";"756";"413";" ";
"Pápadereske";"14";"3";" ";" ";
"Pápakovácsi";"18";"7";"3";" ";
"Pápasalamon";"49";"13";"8";" ";
"Pápateszér";"103";"39";"21";" ";
"Takácsi";"52";"19";"12";" ";
"Ugod";"64";"28";"11";" ";
"Vanyola";"61";"34";"18";" ";
"Várkeszõ";"14";"3";"1";" ";
"Vaszar";"78";"29";"13";" ";
"Vinár";"17";"9";"2";" ";
"Sümegi járás";"1073";"398";"169";" ";
"Bazsi";"37";"22";"15";" ";
"Bodorfa";"11";"3";"2";" ";
"Csabrendek";"180";"73";"28";" ";
"Dabronc";"48";"18";"4";" ";
"Gógánfa";"81";"38";"15";" ";
"Gyepükaján";"23";"8";"3";" ";
"Hetyefõ";"9";"4";"2";" ";
"Hosztót";"4";"1";"1";" ";
"Káptalanfa";"37";"12";"5";" ";
"Megyer";"7";"3";" ";" ";
"Nemeshany";"22";"7";"3";" ";
"Rigács";"28";"10";"4";" ";
"Sümeg";"389";"124";"54";" ";
"Sümegprága";"57";"21";"11";" ";
"Szentimrefalva";"14";"5";"3";" ";
"Ukk";"22";"12";"8";" ";
"Veszprémgalsa";"19";"6";"2";" ";
"Zalaerdõd";"31";"12";"3";" ";
"Zalagyömörõ";"30";"9";"2";" ";
"Zalameggyes";"2";" ";" ";" ";
"Zalaszegvár";"22";"10";"4";" ";
"Tapolcai járás";"1644";"517";"290";" ";
"Ábrahámhegy";"18";"5";"2";" ";
"Badacsonytomaj";"92";"12";"8";" ";
"Badacsonytördemic";"51";"11";"7";" ";
"Balatonederics";"47";"14";"9";" ";
"Balatonhenye";"13";"2";" ";" ";
"Balatonrendes";"7";"1";"1";" ";
"Gyulakeszi";"51";"20";"10";" ";
"Hegyesd";"4";"4";"3";" ";
"Hegymagas";"21";"5";"3";" ";
"Kapolcs";"34";"12";"6";" ";
"Káptalantóti";"29";"11";"6";" ";
"Kékkút";"7";"1";" ";" ";
"Kisapáti";"25";"7";"4";" ";
"Kõvágóörs";"60";"10";"7";" ";
"Köveskál";"41";"15";"8";" ";
"Lesencefalu";"30";"17";"12";" ";
"Lesenceistvánd";"63";"20";"9";" ";
"Lesencetomaj";"51";"15";"9";" ";
"Mindszentkálla";"33";"5";"2";" ";
"Monostorapáti";"48";"7";"5";" ";
"Nemesgulács";"59";"18";"8";" ";
"Nemesvita";"21";"7";"5";" ";
"Raposka";"10";"5";"2";" ";
"Révfülöp";"36";"9";"5";" ";
"Salföld";"4";"1";"1";" ";
"Sáska";"17";"11";"6";" ";
"Szentbékkálla";"20";"4";"2";" ";
"Szigliget";"33";"9";"5";" ";
"Taliándörögd";"35";"11";"3";" ";
"Tapolca";"580";"215";"130";" ";
"Uzsa";"18";"6";"2";" ";
"Vigántpetend";"17";"4";"1";" ";
"Zalahaláp";"69";"23";"9";" ";
"Várpalotai járás";"2276";"929";"397";" ";
"Berhida";"492";"217";"103";" ";
"Jásd";"40";"18";"6";" ";
"Õsi";"143";"59";"27";" ";
"Öskü";"96";"22";"8";" ";
"Pétfürdõ";"216";"76";"32";" ";
"Tés";"53";"18";"7";" ";
"Várpalota";"1200";"503";"206";" ";
"Vilonya";"36";"16";"8";" ";
"Veszprémi járás";"3218";"1323";"651";" ";
"Bánd";"18";"4";"2";" ";
"Barnag";"17";"8";"3";" ";
"Eplény";"17";"8";"5";" ";
"Hajmáskér";"205";"61";"26";" ";
"Hárskút";"26";"8";"3";" ";
"Herend";"112";"37";"17";" ";
"Hidegkút";"22";"3";"3";" ";
"Márkó";"41";"6";"2";" ";
"Mencshely";"15";"5";"1";" ";
"Nagyvázsony";"74";"18";"6";" ";
"Nemesvámos";"101";"35";"17";" ";
"Pula";"6";"1";" ";" ";
"Sóly";"15";"8";"1";" ";
"Szentgál";"136";"34";"15";" ";
"Szentkirályszabadja";"131";"38";"17";" ";
"Tótvázsony";"42";"8";"2";" ";
"Veszprém";"2229";"1037";"530";" ";
"Veszprémfajsz";"7";"4";"1";" ";
"Vöröstó";"4";" ";" ";" ";
"Zirci járás";"884";"348";"174";" ";
"Bakonybél";"68";"27";"13";" ";
"Bakonynána";"49";"9";"4";" ";
"Bakonyoszlop";"39";"7";"4";" ";
"Bakonyszentkirály";"49";"25";"13";" ";
"Borzavár";"46";"14";"4";" ";
"Csesznek";"29";"13";"7";" ";
"Csetény";"78";"30";"11";" ";
"Dudar";"68";"27";"16";" ";
