"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2017. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Döbörhegy";"11,75";"108,0";"72,0";"1";" ";" ";"1";
"Döröske";"4,40";"77,5";"53,0";"1";" ";" ";" ";
"Egyházashollós";"19,04";"533,5";"384,0";"17";"8";"5";"5";
"Egyházasrádóc";"24,79";"1268,0";"860,0";"18";"5";"2";"7";
"Felsõjánosfa";"3,06";"180,5";"120,0";"2";" ";" ";"4";
"Felsõmarác";"17,44";"216,0";"132,0";"6";"3";"1";"3";
"Halastó";"5,65";"74,0";"51,0";"1";" ";" ";"2";
"Halogy";"7,05";"266,5";"187,0";"12";"5";"2";"12";
"Harasztifalu";"7,89";"156,5";"119,0";"4";"2";"1";" ";
"Hegyháthodász";"8,08";"160,5";"110,0";"3";"2";"2";"2";
"Hegyhátsál";"4,58";"154,5";"112,0";"3";" ";" ";"2";
"Hegyhátszentjakab";"9,47";"253,5";"166,0";"5";"1";"1";"4";
"Hegyhátszentmárton";"12,74";"58,5";"39,0";"2";"1";" ";" ";
"Ispánk";"6,92";"101,5";"66,0";"1";" ";" ";"7";
"Ivánc";"17,14";"685,0";"490,0";"16";"6";"4";"8";
"Katafa";"4,81";"335,0";"229,0";"5";"1";"1";"2";
"Kemestaródfa";"6,35";"200,5";"143,0";"2";"2";" ";"4";
"Kercaszomor";"12,87";"178,5";"114,0";"4";"2";"1";"8";
"Kerkáskápolna";"9,20";"70,0";"42,0";" ";" ";" ";"4";
"Kisrákos";"11,06";"167,5";"103,0";"5";"3";"2";"7";
"Körmend";"52,79";"11270,5";"7631,0";"191";"59";"32";"41";
"Magyarnádalja";"3,85";"217,5";"149,0";"6";"2";"2";"2";
"Magyarszecsõd";"11,26";"420,5";"287,0";"7";"3";"2";"5";
"Magyarszombatfa";"15,94";"260,5";"156,0";"3";" ";" ";"17";
"Molnaszecsõd";"11,69";"412,5";"272,0";"6";"1";"1";"5";
"Nádasd";"35,60";"1278,5";"898,0";"27";"6";"4";"16";
"Nagykölked";"9,78";"147,5";"95,0";"3";" ";" ";"1";
"Nagymizdó";"6,76";"107,5";"66,0";"1";" ";" ";"1";
"Nagyrákos";"16,11";"250,5";"154,0";"4";"2";"1";"10";
"Nemesrempehollós";"12,05";"282,0";"192,0";"6";"3";"2";"1";
"Õrimagyarósd";"12,29";"220,0";"141,0";"4";" ";" ";"6";
"Õriszentpéter";"33,56";"1140,5";"735,0";"21";"7";"3";"22";
"Pankasz";"9,27";"446,0";"305,0";"15";"10";"1";"18";
"Pinkamindszent";"11,01";"168,0";"116,0";" ";" ";" ";"2";
"Rádóckölked";"18,95";"297,5";"196,0";"4";"4";"4";"1";
"Szaknyér";"2,93";"54,0";"36,0";"5";"3";"1";"1";
"Szalafõ";"27,37";"205,0";"135,0";" ";" ";" ";"13";
"Szarvaskend";"10,34";"190,0";"139,0";"2";"1";"1";"4";
"Szatta";"6,01";"71,5";"49,0";" ";" ";" ";"2";
"Szõce";"18,71";"280,0";"205,0";"10";"6";"2";"7";
"Vasalja";"11,24";"337,0";"218,0";"4";"1";"1";"3";
"Velemér";"9,55";"70,0";"39,0";"3";"1";" ";"4";
"Viszák";"10,13";"239,0";"180,0";"5";"3";"1";"3";
"Kõszegi járás";"286,45";"25631,5";"17434,0";"410";"202";"122";"134";
"Bozsok";"20,91";"350,0";"238,0";"6";"3";"1";"3";
"Bük";"20,86";"3624,5";"2487,0";"57";"28";"16";"14";
"Cák";"6,48";"259,5";"172,0";"3";" ";" ";" ";
"Csepreg";"49,54";"3306,5";"2255,0";"60";"27";"13";"26";
"Gyöngyösfalu";"9,65";"1141,0";"783,0";"11";"4";"2";"5";
"Horvátzsidány";"12,17";"812,5";"567,0";"16";"7";"5";"4";
"Iklanberény";"2,96";"41,0";"24,0";"3";"2";" ";" ";
"Kiszsidány";"4,93";"86,0";"65,0";"2";"1";" ";"2";
"Kõszeg";"54,66";"11776,0";"7946,0";"187";"97";"63";"56";
"Kõszegdoroszló";"9,65";"232,0";"159,0";"3";"3";"2";"1";
"Kõszegpaty";"12,25";"192,5";"139,0";"1";"1";"1";"1";
"Kõszegszerdahely";"7,37";"467,5";"330,0";"12";"8";"4";"6";
"Lócs";"5,13";"125,5";"82,0";" ";" ";" ";"1";
"Lukácsháza";"9,36";"1090,0";"762,0";"21";"6";"4";"3";
"Nemescsó";"7,38";"280,5";"191,0";"4";"2";"1";"1";
"Ólmod";"3,66";"106,5";"75,0";"1";" ";" ";" ";
"Peresznye";"10,73";"619,5";"381,0";"2";" ";" ";"5";
"Pusztacsó";"7,26";"168,5";"117,0";"1";" ";" ";"2";
"Tormásliget";"7,53";"300,0";"215,0";"5";"4";"3";"1";
"Tömörd";"15,36";"298,0";"212,0";"6";"4";"3";"2";
"Velem";"8,61";"354,0";"234,0";"9";"5";"4";"1";
"Sárvári járás";"685,46";"38711,0";"26294,0";"541";"224";"141";"247";
"Bejcgyertyános";"31,43";"429,5";"302,0";"8";"3";"2";"8";
"Bõ";"10,65";"754,5";"511,0";"8";"2";"1";"3";
"Bögöt";"4,99";"378,5";"257,0";"9";"5";"3";"6";
"Bögöte";"20,74";"270,5";"164,0";"4";"3";"2";"1";
"Chernelházadamonya";"7,85";"186,5";"128,0";" ";" ";" ";" ";
"Csánig";"8,19";"323,5";"213,0";" ";" ";" ";"7";
"Csénye";"19,12";"703,5";"487,0";"11";"1";"1";"1";
"Gérce";"18,30";"1164,0";"763,0";"18";"8";"6";"9";
"Gór";"10,99";"294,5";"185,0";"4";"2";"2";" ";
"Hegyfalu";"11,89";"782,5";"475,0";"8";"5";"2";"4";
"Hosszúpereszteg";"37,00";"610,0";"406,0";"15";"4";"2";"13";
"Ikervár";"35,34";"1772,0";"1243,0";"26";"8";"2";"6";
"Jákfa";"20,11";"499,5";"325,0";"6";"5";"3";"5";
"Káld";"42,44";"1027,0";"723,0";"25";"7";"3";"10";
"Kenéz";"7,17";"271,5";"185,0";"2";" ";" ";"1";
"Megyehíd";"5,99";"317,0";"226,0";"4";"2";" ";"1";
"Meggyeskovácsi";"24,64";"708,5";"470,0";"26";"13";"8";"11";
"Mesterháza";"4,19";"149,0";"103,0";"1";" ";" ";" ";
"Nagygeresd";"9,40";"278,0";"200,0";"3";"1";" ";"6";
"Nemesládony";"5,67";"133,5";"78,0";" ";" ";" ";"3";
"Nick";"11,40";"499,0";"342,0";"8";"4";"3";"2";
"Nyõgér";"10,73";"334,5";"229,0";"4";"4";"3";"5";
"Ölbõ";"23,53";"719,5";"483,0";"12";"7";"5";"8";
"Pecöl";"17,31";"778,0";"524,0";"10";"4";"4";"1";
"Porpác";"6,20";"132,0";"88,0";"2";" ";" ";"4";
"Pósfa";"5,35";"261,5";"166,0";" ";" ";" ";"3";
"Rábapaty";"21,41";"1633,5";"1106,0";"25";"10";"6";"10";
"Répcelak";"13,82";"2633,5";"1762,0";"27";"13";"8";"11";
"Répceszentgyörgy";"5,75";"102,5";"68,0";"4";" ";" ";"1";
"Sajtoskál";"9,41";"342,0";"233,0";"2";"1";"1";"1";
"Sárvár";"64,65";"14979,5";"10292,0";"197";"75";"49";"65";
"Simaság";"10,13";"533,5";"353,0";"10";"4";"3";"2";
"Sitke";"27,20";"701,5";"499,0";"8";"6";"4";"5";
"Sótony";"14,93";"653,5";"461,0";"11";"6";"3";"8";
"Szeleste";"20,75";"669,0";"451,0";"9";"4";"3";"10";
"Tompaládony";"9,44";"295,0";"185,0";"7";"6";"5";" ";
"Uraiújfalu";"19,08";"836,0";"587,0";"9";"4";"3";"4";
"Vámoscsalád";"11,78";"283,5";"194,0";"3";"2";"2";"5";
"Vásárosmiske";"13,42";"361,5";"245,0";"5";"2";"1";"1";
"Vasegerszeg";"12,72";"372,0";"216,0";" ";" ";" ";"3";
"Vashosszúfalu";"13,92";"331,0";"213,0";"10";"3";"1";"3";
"Zsédeny";"6,43";"205,5";"153,0";" ";" ";" ";" ";
"Szentgotthárdi járás";"255,04";"15007,5";"10235,0";"315";"125";"86";"123";
"Alsószölnök";"10,02";"342,5";"243,0";"10";"5";"5";" ";
"Apátistvánfalva";"12,86";"383,5";"260,0";"6";"1";"1";"3";
"Csörötnek";"20,53";"879,5";"602,0";"24";"9";"8";"15";
"Felsõszölnök";"23,56";"570,5";"407,0";"22";"13";"6";"12";
"Gasztony";"14,27";"411,0";"271,0";"10";"2";"2";"1";
"Kétvölgy";"6,28";"94,0";"62,0";"3";"2";"2";"2";
"Kondorfa";"21,61";"481,0";"293,0";"13";"6";"4";"10";
"Magyarlak";"7,62";"782,0";"539,0";"23";"5";"3";"6";
"Nemesmedves";"4,74";"24,5";"15,0";" ";" ";" ";"1";
"Orfalu";"6,94";"73,0";"57,0";"2";" ";" ";"1";
"Rábagyarmat";"16,79";"785,5";"567,0";"12";"3";"2";"6";
"Rátót";"7,27";"223,5";"154,0";"5";"1";"1";"1";
"Rönök";"17,22";"403,0";"286,0";"24";"11";"7";"24";
"Szakonyfalu";"11,19";"349,5";"250,0";"8";"3";"2";"11";
"Szentgotthárd";"67,73";"8863,0";"5993,0";"146";"63";"42";"25";
"Vasszentmihály";"6,41";"341,5";"236,0";"7";"1";"1";"5";
"Szombathelyi járás";"646,36";"110738,5";"73798,0";"1574";"741";"433";"412";
"Acsád";"14,34";"650,0";"354,0";"7";"5";"3";"1";
"Balogunyom";"12,12";"1109,0";"815,0";"21";"9";"8";"5";
"Bozzai";"4,43";"306,5";"214,0";"4";"1";"1";"6";
"Bucsu";"16,54";"547,0";"365,0";"7";"1";"1";"4";
"Csempeszkopács";"5,40";"304,5";"238,0";"3";"1";"1";"3";
"Dozmat";"8,54";"249,0";"171,0";"1";" ";" ";"2";
"Felsõcsatár";"17,90";"475,5";"342,0";"7";"3";"1";"2";
"Gencsapáti";"22,39";"2678,5";"1826,0";"27";"9";"5";"6";
"Gyanógeregye";"7,07";"148,0";"104,0";"3";"3";" ";"3";
"Horvátlövõ";"6,16";"193,5";"167,0";"3";"1";" ";" ";
"Ják";"44,95";"2569,0";"1789,0";"33";"10";"4";"14";
"Kisunyom";"10,00";"427,5";"293,0";"2";" ";" ";"1";
"Meszlen";"12,02";"199,5";"128,0";"7";"5";"4";"3";
"Nárai";"15,99";"1341,0";"933,0";"5";"3";"2";"2";
"Narda";"10,35";"463,5";"326,0";"5";"5";"2";" ";
"Nemesbõd";"9,14";"621,0";"426,0";"8";"1";"1";"1";
"Nemeskolta";"7,34";"343,0";"226,0";"6";"1";"1";"3";
"Perenye";"16,22";"646,0";"469,0";"7";"3";"2";"2";
"Pornóapáti";"15,14";"399,0";"269,0";"2";"1";"1";"4";
"Rábatöttös";"6,48";"214,0";"141,0";"3";"2";"1";"3";
"Rum";"16,85";"1220,0";"859,0";"8";"3";"1";"9";
"Salköveskút";"13,20";"478,5";"327,0";"4";"2";"1";"5";
"Sé";"6,03";"1317,0";"950,0";"15";"7";"3";"6";
"Sorkifalud";"17,37";"676,0";"456,0";"9";"8";"5";"2";
"Sorkikápolna";"8,86";"210,5";"141,0";"2";" ";" ";"2";
"Sorokpolány";"13,29";"791,5";"562,0";"12";"6";"5";"1";
"Söpte";"13,98";"709,5";"516,0";"5";"4";"3";"1";
"Szentpéterfa";"31,24";"986,5";"679,0";"12";"3";"2";"1";
"Szombathely";"97,50";"78004,5";"50949,0";"1139";"548";"319";"237";
"Tanakajd";"11,82";"722,0";"516,0";"6";"2";"1";"2";
"Táplánszentkereszt";"20,08";"2539,5";"1700,0";"31";"15";"9";"12";
"Torony";"12,83";"1987,0";"1434,0";"33";"18";"8";"26";
"Vasasszonyfa";"10,65";"382,0";"259,0";"4";"1";"1";"1";
"Vaskeresztes";"9,12";"349,5";"235,0";"7";"1";"1";" ";
"Vassurány";"10,09";"798,5";"573,0";"12";"2";"1";"4";
"Vasszécseny";"17,95";"1286,5";"908,0";"20";"6";"6";"10";
"Vasszilvágy";"11,80";"365,0";"272,0";"9";"7";"4";"1";
"Vát";"23,27";"676,5";"497,0";"18";"8";"5";"2";
"Vép";"32,89";"3255,5";"2311,0";"63";"33";"19";"22";
"Zsennye";"5,02";"97,5";"58,0";"4";"3";"1";"3";
"Vasvári járás";"374,14";"13359,5";"9130,0";"376";"182";"98";"253";
"Alsóújlak";"21,02";"588,5";"407,0";"13";"10";"8";"6";
"Andrásfa";"8,23";"240,5";"169,0";"12";"6";"5";"2";
"Bérbaltavár";"25,67";"516,5";"343,0";"18";"10";"5";"13";
"Csehi";"9,34";"230,0";"164,0";"5";"2";"1";"5";
"Csehimindszent";"15,43";"362,0";"252,0";"7";"1";" ";"11";
"Csipkerek";"13,13";"319,0";"211,0";"9";"8";"6";"7";
"Egervölgy";"8,86";"332,5";"226,0";"5";" ";" ";"9";
"Gersekarát";"19,92";"631,5";"458,0";"15";"3";"1";"28";
"Gyõrvár";"16,59";"635,5";"447,0";"24";"9";"6";"17";
"Hegyhátszentpéter";"6,84";"147,0";"93,0";"4";"1";"1";"8";
"Kám";"15,30";"419,5";"312,0";"7";"2";"1";"6";
"Mikosszéplak";"18,66";"297,5";"199,0";"13";"7";"4";"5";
"Nagytilaj";"15,66";"126,5";"88,0";"7";"4";"1";"3";
"Olaszfa";"16,54";"379,0";"244,0";"12";"1";" ";"11";
"Oszkó";"20,31";"641,5";"435,0";"12";"4";"3";"10";
"Pácsony";"10,01";"273,0";"198,0";"8";"3";"2";"10";
"Petõmihályfa";"9,95";"208,5";"156,0";"6";"5";"2";"7";
"Püspökmolnári";"15,10";"864,0";"576,0";"23";"17";"10";"9";
"Rábahídvég";"22,41";"1021,0";"696,0";"38";"17";"6";"11";
"Sárfimizdó";"7,46";"78,5";"58,0";"3";"3";"1";"2";
"Szemenye";"11,80";"347,5";"242,0";"8";"4";" ";"4";
"Telekes";"10,81";"506,5";"388,0";"23";"8";"3";"22";
"Vasvár";"55,10";"4193,5";"2768,0";"104";"57";"32";"47";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,84";"271716,0";"178550,0";"6737";"3007";"1738";"3869";
"Keszthelyi járás";"535,91";"48690,0";"31225,0";"995";"402";"228";"469";
"Alsópáhok";"18,02";"1356,5";"894,0";"19";"7";"4";"7";
"Balatongyörök";"37,59";"1055,0";"629,0";"9";"7";"3";"5";
"Bókaháza";"6,70";"254,0";"173,0";"7";"3";"2";"13";
"Cserszegtomaj";"12,60";"3012,5";"1966,0";"35";"9";"8";"11";
"Dióskál";"19,63";"451,5";"293,0";"24";"12";"10";"28";
"Egeraracsa";"7,03";"292,0";"196,0";"10";"7";"5";"27";
"Esztergályhorváti";"16,69";"418,0";"287,0";"20";"8";"4";"11";
"Felsõpáhok";"7,27";"662,0";"440,0";"6";"2";"2";"2";
"Gétye";"6,66";"100,5";"59,0";"4";"1";"1";"6";
"Gyenesdiás";"18,50";"3685,5";"2376,0";"57";"26";"20";"10";
"Hévíz";"8,30";"4625,0";"2908,0";"50";"14";"8";"6";
"Karmacs";"14,22";"800,0";"551,0";"19";"5";" ";"17";
"Keszthely";"75,98";"19519,5";"12147,0";"386";"154";"84";"118";
"Ligetfalva";"4,73";"49,5";"27,0";" ";" ";" ";"2";
"Nemesbük";"9,98";"744,0";"474,0";"18";"6";"6";"7";
"Rezi";"29,77";"1216,5";"838,0";"42";"13";"8";"26";
"Sármellék";"35,37";"1831,5";"1252,0";"59";"18";"10";"22";
"Szentgyörgyvár";"11,65";"301,0";"206,0";"8";"5";"3";"2";
"Vállus";"21,80";"112,5";"89,0";"7";"5";"1";" ";
"Várvölgy";"25,04";"1063,5";"747,0";"31";"17";"7";"17";
"Vindornyafok";"3,50";"117,0";"80,0";"7";" ";" ";" ";
"Vindornyalak";"4,51";"74,0";"42,0";"4";"3";"3";"1";
"Vindornyaszõlõs";"10,55";"318,0";"205,0";"6";"4";"3";"5";
"Vonyarcvashegy";"14,29";"2292,0";"1480,0";"39";"9";"6";"21";
"Zalaapáti";"23,42";"1634,0";"1060,0";"43";"31";"12";"31";
"Zalacsány";"16,07";"896,5";"621,0";"27";"10";"5";"24";
"Zalaköveskút";"2,27";"24,0";"10,0";"1";"1";" ";"2";
"Zalaszántó";"37,73";"907,5";"610,0";"25";"11";"5";"13";
"Zalaszentmárton";"4,98";"52,0";"30,0";"1";" ";" ";"6";
"Zalavár";"31,06";"824,5";"535,0";"31";"14";"8";"29";
"Lenti járás";"624,19";"18737,5";"12099,0";"356";"175";"100";"506";
"Alsószenterzsébet";"9,63";"41,0";"24,0";" ";" ";" ";"5";
"Baglad";"4,86";"29,5";"14,0";" ";" ";" ";"4";
"Barlahida";"6,10";"104,5";"63,0";"4";"3";"2";"4";
"Belsõsárd";"9,79";"93,0";"72,0";"2";"1";"1";"1";
"Bödeháza";"6,67";"38,5";"16,0";" ";" ";" ";"2";
"Csesztreg";"23,00";"801,0";"506,0";"17";"8";"4";"12";
"Csömödér";"7,79";"622,0";"361,0";"18";"7";"3";"13";
"Dobri";"7,89";"138,0";"68,0";"3";"2";"2";"8";
"Felsõszenterzsébet";"8,24";"17,5";"10,0";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"73,5";"38,0";"1";"1";"1";"4";
"Gosztola";"6,98";"60,0";"30,0";" ";" ";" ";" ";
"Hernyék";"10,31";"74,5";"50,0";"6";"4";"4";"6";
"Iklódbördõce";"12,30";"270,0";"164,0";"5";"4";"3";"14";
"Kálócfa";"10,21";"151,5";"89,0";"6";"5";"4";"5";
"Kányavár";"4,20";"120,5";"78,0";"1";"1";" ";"11";
"Kerkabarabás";"10,29";"253,0";"166,0";"5";"2";"2";"10";
"Kerkafalva";"18,50";"94,0";"61,0";"2";"1";"1";"8";
"Kerkakutas";"20,07";"101,0";"56,0";" ";" ";" ";"10";
"Kerkateskánd";"8,94";"154,0";"116,0";"8";"1";" ";"9";
"Kissziget";"7,06";"161,0";"90,0";"8";"6";"5";"8";
"Kozmadombja";"7,63";"32,0";"13,0";"1";"1";"1";"3";
"Külsõsárd";"1,52";"68,5";"50,0";" ";" ";" ";" ";
"Lendvadedes";"4,02";"24,5";"17,0";" ";" ";" ";" ";
"Lendvajakabfa";"6,20";"21,5";"15,0";" ";" ";" ";" ";
"Lenti";"73,79";"7562,0";"4956,0";"110";"50";"28";"124";
"Lovászi";"9,67";"1184,0";"767,0";"32";"14";"7";"20";
"Magyarföld";"8,89";"33,5";"20,0";"1";" ";" ";"4";
"Márokföld";"7,44";"42,5";"31,0";"1";" ";" ";"4";
"Mikekarácsonyfa";"8,50";"305,0";"196,0";"17";"8";"4";"23";
"Nemesnép";"9,72";"121,0";"75,0";"3";" ";" ";"4";
"Nova";"39,29";"804,0";"563,0";"12";"6";"4";"12";
"Ortaháza";"7,03";"105,5";"73,0";"2";" ";" ";"3";
"Páka";"23,18";"1132,0";"726,0";"21";"11";"4";"25";
"Pórszombat";"15,52";"268,0";"185,0";"4";"1";" ";"8";
"Pördefölde";"19,12";"52,5";"31,0";" ";" ";" ";"5";
"Pusztaapáti";"10,59";"22,5";"13,0";" ";" ";" ";"2";
"Ramocsa";"2,73";"35,0";"20,0";"2";"1";"1";"3";
"Rédics";"25,33";"854,0";"594,0";"16";"12";"9";"26";
"Resznek";"18,42";"250,0";"173,0";"6";" ";" ";"22";
"Szécsisziget";"6,20";"197,0";"134,0";"4";"1";" ";"9";
"Szentgyörgyvölgy";"29,58";"390,5";"238,0";"8";"7";"3";"20";
"Szijártóháza";"3,78";"24,0";"20,0";"1";" ";" ";"3";
"Szilvágy";"24,27";"181,0";"106,0";"1";" ";" ";"1";
"Tormafölde";"18,86";"328,0";"199,0";"7";"5";"1";"11";
"Tornyiszentmiklós";"18,56";"544,5";"358,0";"8";"4";"3";"9";
"Zalabaksa";"16,11";"651,0";"393,0";"11";"7";"2";"24";
"Zalaszombatfa";"5,89";"45,5";"30,0";" ";" ";" ";"5";
"Zebecke";"4,45";"60,0";"31,0";"2";"1";"1";"2";
"Letenyei járás";"388,63";"15398,5";"10238,0";"595";"309";"163";"458";
"Bánokszentgyörgy";"32,54";"620,0";"421,0";"28";"14";"9";"27";
"Bázakerettye";"8,03";"786,5";"526,0";"19";"7";"4";"13";
"Becsehely";"36,07";"1982,5";"1388,0";"77";"37";"28";"12";
"Borsfa";"11,83";"684,5";"480,0";"23";"10";"4";"12";
"Bucsuta";"16,18";"196,0";"125,0";"3";"1";" ";"21";
"Csörnyeföld";"21,21";"386,5";"252,0";"31";"20";"9";"19";
"Kerkaszentkirály";"8,10";"211,5";"122,0";"1";" ";" ";"6";
"Kiscsehi";"11,43";"172,0";"117,0";"5";"3";"2";"6";
"Kistolmács";"12,20";"178,5";"111,0";"8";"4";"2";"8";
"Lasztonya";"8,77";"75,5";"47,0";"11";"7";"5";"6";
"Letenye";"41,74";"4021,0";"2615,0";"137";"71";"40";"118";
"Lispeszentadorján";"9,14";"259,0";"181,0";"13";"6";"4";"15";
"Maróc";"5,16";"67,0";"48,0";"6";"3";"1";"7";
"Molnári";"12,86";"702,5";"500,0";"16";"9";"5";"11";
"Murarátka";"12,04";"219,5";"148,0";"11";"8";"4";"17";
"Muraszemenye";"16,15";"555,5";"379,0";"21";"11";" ";"22";
"Oltárc";"29,53";"242,5";"148,0";"34";"14";"3";"9";
"Petrivente";"7,65";"328,0";"203,0";"10";"6";"4";"12";
"Pusztamagyaród";"16,02";"534,5";"349,0";"24";"16";"7";"21";
"Semjénháza";"4,70";"568,5";"384,0";"17";"9";"3";"10";
"Szentliszló";"6,89";"249,0";"174,0";"8";"3";"3";"10";
"Szentmargitfalva";"3,12";"65,5";"46,0";"4";" ";" ";"12";
"Tótszentmárton";"10,17";"767,5";"492,0";"31";"24";"13";"14";
"Tótszerdahely";"12,29";"1045,5";"661,0";"24";"9";"5";"15";
"Valkonya";"7,55";"57,0";"39,0";"2";"2";"1";"2";
"Várfölde";"14,87";"192,5";"132,0";"9";"3";"2";"12";
"Zajk";"12,39";"230,0";"150,0";"22";"12";"5";"21";
"Nagykanizsai járás";"907,91";"74825,0";"49206,0";"2312";"1113";"649";"1033";
"Alsórajk";"8,45";"315,5";"217,0";"13";"7";"6";"9";
"Balatonmagyaród";"31,53";"396,5";"246,0";"13";"7";"4";"17";
"Belezna";"30,93";"718,0";"491,0";"30";"19";"13";"15";
"Bocska";"7,38";"301,0";"206,0";"19";"11";"8";"4";
"Börzönce";"5,60";"50,5";"35,0";"2";"1";"1";"3";
"Csapi";"10,11";"199,5";"116,0";"5";"2";" ";"7";
"Eszteregnye";"20,09";"647,5";"450,0";"24";"6";"1";"12";
"Felsõrajk";"20,54";"737,5";"486,0";"15";"6";"3";"13";
"Fityeház";"6,50";"624,0";"444,0";"15";"5";"2";"14";
"Fûzvölgy";"3,14";"126,0";"70,0";"1";" ";" ";"1";
"Galambok";"25,91";"1223,0";"780,0";"63";"30";"10";"49";
"Garabonc";"18,56";"659,0";"439,0";"28";"9";"5";"29";
"Gelse";"22,46";"1067,5";"737,0";"44";"19";"9";"20";
"Gelsesziget";"4,98";"240,0";"172,0";"7";"4";"4";"2";
"Hahót";"39,01";"994,0";"686,0";"31";"14";"9";"20";
"Homokkomárom";"16,70";"197,0";"144,0";"12";"4";"3";"11";
"Hosszúvölgy";"3,60";"158,5";"108,0";"5";"5";"4";"1";
"Kacorlak";"7,60";"203,0";"146,0";"4";"3";"1";"3";
"Kerecseny";"12,83";"219,5";"142,0";"17";"11";"3";"25";
"Kilimán";"5,72";"222,5";"153,0";"7";"5";"4";"6";
"Kisrécse";"3,42";"178,0";"119,0";"15";"9";"5";"5";
"Liszó";"25,91";"364,0";"248,0";"14";"7";"2";"8";
"Magyarszentmiklós";"4,19";"231,0";"156,0";"4";"3";"1";"3";
"Magyarszerdahely";"16,22";"507,5";"366,0";"20";"9";"5";"3";
"Miháld";"21,64";"727,0";"488,0";"29";"21";"11";"42";
"Murakeresztúr";"11,71";"1570,5";"1087,0";"45";"23";"16";"32";
"Nagybakónak";"17,94";"383,5";"279,0";"22";"9";"6";"19";
"Nagykanizsa";"148,40";"47107,5";"30754,0";"1247";"623";"396";"288";
"Nagyrada";"12,85";"464,5";"325,0";"23";"8";"3";"10";
"Nagyrécse";"26,99";"1041,0";"695,0";"28";"12";"6";"11";
"Nemespátró";"12,25";"253,0";"165,0";"8";"3";" ";"10";
"Orosztony";"18,45";"403,5";"275,0";"34";"19";"11";"10";
"Pat";"8,33";"191,0";"117,0";"4";"1";" ";"15";
"Pölöskefõ";"12,32";"353,5";"229,0";"11";"4";"2";"3";
"Pötréte";"14,12";"248,0";"175,0";"10";"5";"3";"5";
"Rigyác";"15,36";"387,5";"264,0";"7";"5";"4";"9";
"Sand";"7,48";"366,0";"237,0";"15";"6";"2";"16";
"Sormás";"16,37";"842,5";"586,0";"24";"8";"4";"9";
"Surd";"21,94";"572,0";"379,0";"11";"7";"6";"13";
"Szepetnek";"30,39";"1542,0";"1015,0";"39";"11";"6";"26";
"Újudvar";"16,31";"931,5";"682,0";"31";"18";"7";"14";
"Zalakaros";"17,17";"1986,0";"1257,0";"50";"21";"14";"19";
"Zalakomár";"54,88";"2880,5";"1768,0";"176";"73";"32";"141";
"Zalamerenye";"13,99";"168,0";"100,0";"4";"2";" ";"7";
"Zalasárszeg";"3,04";"112,0";"75,0";"4";"1";"1";"1";
"Zalaszabar";"16,95";"519,5";"336,0";"24";"5";"3";"21";
"Zalaszentbalázs";"20,99";"812,5";"522,0";"22";"12";"7";"13";
"Zalaszentjakab";"7,01";"279,5";"181,0";"32";"17";"5";"17";
"Zalaújlak";"9,65";"102,0";"58,0";"4";"3";"1";"2";
"Zalaegerszegi járás";"1044,67";"99225,0";"65985,0";"2205";"925";"546";"994";
"Alibánfa";"5,84";"412,5";"266,0";"6";" ";" ";"3";
"Almásháza";"4,98";"80,5";"59,0";"2";"2";"1";"3";
"Alsónemesapáti";"14,51";"656,5";"503,0";"17";"9";"5";"20";
"Babosdöbréte";"12,52";"471,0";"326,0";"21";"12";"6";"5";
"Bagod";"16,37";"1206,0";"811,0";"32";"15";"9";"7";
"Bak";"23,05";"1604,5";"1077,0";"30";"11";"5";"14";
"Baktüttös";"9,71";"328,5";"236,0";"33";"21";"8";"7";
"Becsvölgye";"21,40";"766,0";"531,0";"24";"15";"9";"13";
"Bezeréd";"12,14";"120,0";"81,0";"7";"2";"2";"8";
"Bocfölde";"8,68";"1114,5";"789,0";"26";"14";"10";"11";
"Boncodfölde";"5,90";"340,5";"237,0";"3";"1";" ";"5";
"Böde";"9,17";"271,5";"170,0";"8";"3";"3";"12";
"Búcsúszentlászló";"1,54";"768,0";"545,0";"9";"3";"2";"11";
"Csatár";"7,79";"552,5";"371,0";"6";" ";" ";"10";
"Csertalakos";"1,99";"23,0";"17,0";"1";" ";" ";"1";
"Csonkahegyhát";"8,28";"319,0";"234,0";"5";"3";" ";"3";
"Csöde";"10,61";"70,5";"46,0";"1";" ";" ";"4";
"Dobronhegy";"2,15";"138,5";"106,0";"5";"3";"3";"8";
"Egervár";"10,28";"1013,5";"714,0";"16";"8";"5";"12";
"Gellénháza";"5,23";"1536,0";"1055,0";"16";"5";"4";"13";
"Gombosszeg";"2,16";"50,0";"30,0";"1";" ";" ";" ";
"Gõsfa";"10,45";"300,0";"204,0";"10";"2";" ";"4";
