"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2019. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Pölöske";"23";"10";"7";"10";
"Pusztaederics";"4";"3";"2";"2";
"Pusztaszentlászló";"14";"5";"5";"2";
"Salomvár";"8";"3";"1";"3";
"Sárhida";"13";"4";"2";"4";
"Söjtör";"53";"18";"13";"21";
"Szentkozmadombja";"1";"1";" ";"2";
"Szentpéterfölde";"6";"1";"1";"3";
"Szentpéterúr";"52";"25";"13";"28";
"Teskánd";"17";"7";"4";"2";
"Tilaj";"7";"6";"4";"7";
"Tófej";"23";"8";"5";"2";
"Vasboldogasszony";"16";"6";"2";"4";
"Vaspör";"11";"2";"2";"6";
"Vöckönd";" ";" ";" ";"2";
"Zalaboldogfa";"16";"5";"4";"1";
"Zalacséb";"5";"3";"3";"2";
"Zalaegerszeg";"1106";"430";"237";"99";
"Zalaháshágy";"6";"5";"3";" ";
"Zalaigrice";"5";"2";" ";"7";
"Zalaistvánd";"8";"2";"1";"2";
"Zalalövõ";"71";"33";"22";"15";
"Zalaszentgyörgy";"6";"1";"1";"1";
"Zalaszentiván";"27";"17";"14";"4";
"Zalaszentlõrinc";"5";"2";"1";"2";
"Zalaszentmihály";"22";"11";"7";"3";
"Zalatárnok";"10";"4";"3";"8";
"Zalaszentgróti járás";"262";"74";"37";"196";
"Batyk";"10";"4";"2";"7";
"Döbröce";"2";" ";" ";"1";
"Dötk";" ";" ";" ";"2";
"Kallósd";"1";" ";" ";"2";
"Kehidakustány";"10";"2";"2";"16";
"Kisgörbõ";"6";"3";"2";"5";
"Kisvásárhely";" ";" ";" ";"1";
"Mihályfa";"6";"1";" ";"6";
"Nagygörbõ";"6";" ";" ";"5";
"Óhíd";"11";" ";" ";"9";
"Pakod";"14";"3";"2";"9";
"Sénye";"3";" ";" ";" ";
"Sümegcsehi";"6";" ";" ";"7";
"Szalapa";"2";"1";"1";"6";
"Tekenye";"10";"3";"2";"7";
"Türje";"44";"15";"9";"47";
"Zalabér";"10";"3";" ";"8";
"Zalaszentgrót";"107";"33";"15";"48";
"Zalaszentlászló";"6";"1";"1";"9";
"Zalavég";"8";"5";"1";"1";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Zala megye területre nem bontható adatai";" ";" ";" ";" ";
"Dél-Dunántúl (Baranya, Somogy, Tolna)";"31903";"15299";"8908";"12311";
"Baranya megye";"13589";"6809";"4110";"6254";
"Bólyi járás";"384";"199";"115";"106";
"Babarc";"28";"12";"7";"9";
"Belvárdgyula";"16";"7";"4";"6";
"Bóly";"58";"32";"14";"17";
"Borjád";"13";"3";"1";"3";
"Hásságy";"2";" ";" ";" ";
"Kisbudmér";"9";"6";"5";"4";
"Liptód";"14";"10";"5";"5";
"Máriakéménd";"19";"8";"3";"11";
"Monyoród";"13";"7";"5";"3";
"Nagybudmér";"8";"8";"8";"3";
"Olasz";"9";"4";"2";"9";
"Pócsa";"4";"3";"3";"2";
"Szajk";"17";"9";"6";"3";
"Szederkény";"35";"16";"9";"4";
"Töttös";"20";"11";"6";"5";
"Versend";"119";"63";"37";"22";
"Hegyháti járás";"719";"409";"258";"364";
"Ág";"20";"17";"13";"22";
"Alsómocsolád";"12";"7";"3";"5";
"Bakóca";"17";"9";"8";"14";
"Baranyajenõ";"49";"28";"21";"9";
"Baranyaszentgyörgy";"12";"8";"5";"8";
"Felsõegerszeg";"7";"1";"1";"8";
"Gerényes";"13";"7";"6";"17";
"Gödre";"49";"34";"18";"19";
"Kisbeszterce";"5";"4";"4";"6";
"Kishajmás";"12";"8";"6";"6";
"Kisvaszar";"56";"33";"23";"27";
"Mágocs";"97";"49";"28";"22";
"Mekényes";"8";"7";"6";"18";
"Mezõd";"5";"3";"2";"7";
"Mindszentgodisa";"66";"28";"14";"32";
"Nagyhajmás";"27";"17";"13";"15";
"Palé";"6";"5";"3";"5";
"Sásd";"109";"50";"31";"29";
"Szágy";"17";"13";"5";"8";
"Tarrós";"2";"1";" ";"5";
"Tékes";"22";"16";"12";"18";
"Tormás";"13";"5";"3";"17";
"Varga";"6";"5";"1";"7";
"Vásárosdombó";"74";"48";"29";"37";
"Vázsnok";"15";"6";"3";"3";
"Komlói járás";"1135";"381";"168";"532";
"Bikal";"13";"5";"2";"8";
"Bodolyabér";"14";"5";"2";"7";
"Egyházaskozár";"14";"4";"2";"12";
"Hegyhátmaróc";"8";"5";"2";"5";
"Kárász";"12";"5";"4";"3";
"Komló";"782";"252";"116";"312";
"Köblény";"12";"4";"2";"4";
"Liget";"19";"9";"2";"15";
"Magyaregregy";"29";"15";"9";"11";
"Magyarhertelend";"23";"6";"1";"20";
"Magyarszék";"20";"8";"2";"12";
"Mánfa";"37";"13";"5";"18";
"Máza";"35";"11";"5";"21";
"Mecsekpölöske";"15";"4";"1";"7";
"Oroszló";"14";"3";"1";"11";
"Szalatnak";"16";"8";"4";"8";
"Szárász";"2";"2";"1";" ";
"Szászvár";"59";"18";"5";"50";
"Tófû";"3";" ";" ";"3";
"Vékény";"8";"4";"2";"5";
"Mohácsi járás";"1248";"633";"362";"488";
"Bár";"16";"7";"5";"6";
"Bezedek";"17";"10";"8";"3";
"Dunaszekcsõ";"71";"40";"28";"10";
"Erdõsmárok";"6";"3";"2";"4";
"Feked";"3";" ";" ";"5";
"Görcsönydoboka";"8";"3";" ";"2";
"Himesháza";"25";"8";"4";"17";
"Homorúd";"14";"6";"3";"24";
"Ivándárda";"3";"3";"3";"6";
"Kisnyárád";"5";"1";"1";"2";
"Kölked";"54";"24";"13";"43";
"Lánycsók";"90";"37";"21";"69";
"Lippó";"12";"6";"4";"8";
"Majs";"23";"12";"6";"26";
"Maráza";"4";"2";"2";"3";
"Mohács";"691";"359";"201";"165";
"Nagynyárád";"18";"7";"4";"8";
"Palotabozsok";"14";"5";"1";"3";
"Sárok";"11";"8";"6";"5";
"Sátorhely";"18";"12";"4";"15";
"Somberek";"25";"12";"8";"12";
"Szebény";"24";"9";"5";"2";
"Székelyszabar";"23";"13";"8";"7";
"Szûr";"13";"8";"5";"9";
"Udvar";"7";"3";"1";"2";
"Véménd";"53";"35";"19";"32";
"Pécsi járás";"3882";"1832";"1181";"883";
"Abaliget";"23";"9";"8";"19";
"Aranyosgadány";"13";"6";"5";"25";
"Áta";"6";"5";"4";"3";
"Bakonya";"18";"9";"7";"4";
"Berkesd";"31";"19";"14";"17";
"Birján";"11";"1";"1";"2";
"Bogád";"22";"6";"1";"4";
"Bosta";"9";"4";"1";"5";
"Cserkút";"20";"11";"7";"2";
"Egerág";"21";"12";"8";"8";
"Ellend";"8";"4";"3";"3";
"Görcsöny";"37";"18";"9";"15";
"Gyód";"16";"7";"3";"5";
"Hosszúhetény";"104";"56";"38";"26";
"Husztót";"1";" ";" ";"3";
"Keszü";"20";"9";"6";"12";
"Kisherend";"6";"3";"1";"1";
"Kovácsszénája";"1";" ";" ";"5";
"Kozármisleny";"81";"34";"22";"10";
"Kökény";"11";"5";"3";"5";
"Kõvágószõlõs";"35";"20";"13";"8";
"Kõvágótöttös";"12";"11";"8";"7";
"Lothárd";"4";"3";"3";"1";
"Magyarsarlós";"3";" ";" ";"1";
"Nagykozár";"30";"13";"4";"6";
"Ócsárd";"13";"5";"4";"16";
"Orfû";"17";"6";"4";"8";
"Pécs";"3124";"1473";"955";"575";
"Pécsudvard";"16";"6";"4";"5";
"Pellérd";"43";"21";"15";"12";
"Pereked";"7";"4";"1";"3";
"Pogány";"26";"13";"5";"9";
"Regenye";"8";"6";"4";"12";
"Romonya";"12";"3";" ";"3";
"Szalánta";"30";"13";"9";"11";
"Szemely";"7";"2";"1";"1";
"Szilágy";"6";"1";"1";"11";
"Szilvás";"2";" ";" ";"5";
"Szõke";"15";"7";"6";"10";
"Szõkéd";"13";"7";"3";"5";
"Pécsváradi járás";"247";"93";"49";"141";
"Apátvarasd";"9";"7";"3";"3";
"Erdõsmecske";"15";"10";"6";"4";
"Erzsébet";"5";" ";" ";"3";
"Fazekasboda";"7";"2";"1";"6";
"Geresdlak";"7";"3";"1";"7";
"Hidas";"45";"13";"6";"17";
"Kátoly";"8";"2";"1";"7";
"Kékesd";"5";"2";"1";"8";
"Lovászhetény";"8";"2";"2";"7";
"Martonfa";"2";"1";"1";"5";
"Mecseknádasd";"26";"7";"3";"9";
"Nagypall";"17";"6";"3";"5";
"Óbánya";"1";"1";"1";"2";
"Ófalu";"3";" ";" ";"3";
"Pécsvárad";"73";"27";"14";"49";
"Szellõ";"3";"3";"3";"3";
"Zengõvárkony";"13";"7";"3";"3";
"Sellyei járás";"1064";"572";"286";"1191";
"Adorjás";"13";"8";"3";"32";
"Baksa";"40";"19";"10";"26";
"Baranyahídvég";"16";"10";"6";"32";
"Besence";"8";"4";"2";"25";
"Bogádmindszent";"38";"21";"10";"26";
"Bogdása";"33";"20";"9";"23";
"Csányoszró";"78";"36";"21";"34";
"Drávafok";"33";"18";"8";"41";
"Drávaiványi";"15";"7";"5";"27";
"Drávakeresztúr";"5";"3";"1";"14";
"Drávasztára";"28";"15";"6";"22";
"Felsõszentmárton";"25";"15";"9";"52";
"Gilvánfa";"92";"57";"27";"36";
"Hegyszentmárton";"48";"29";"7";"31";
"Hirics";"17";"8";"2";"60";
"Kákics";"28";"15";"9";"23";
"Kemse";"2";"2";"1";"8";
"Kisasszonyfa";"25";"12";"8";"20";
"Kisszentmárton";"21";"10";"4";"47";
"Kórós";"15";"4";"1";"30";
"Lúzsok";"32";"18";"6";"35";
"Magyarmecske";"22";"11";"8";"30";
"Magyartelek";"27";"17";"9";"23";
"Markóc";"3";"2";"1";"10";
"Marócsa";"9";"6";"3";"13";
"Nagycsány";"12";"3";"1";"13";
"Okorág";"8";"4";"2";"32";
"Ózdfalu";"20";"8";"5";"14";
"Páprád";"8";"4";"3";"9";
"Piskó";"22";"16";"7";"60";
"Sámod";"16";"8";"6";"25";
"Sellye";"132";"68";"34";"114";
"Sósvertike";"14";"6";"3";"47";
"Tengeri";"5";"4";"4";"6";
"Téseny";"34";"25";"18";"19";
"Vajszló";"88";"46";"19";"79";
"Vejti";"8";"3";"1";"23";
"Zaláta";"24";"10";"7";"30";
"Siklósi járás";"2374";"1474";"1049";"976";
"Alsószentmárton";"265";"202";"134";"85";
"Babarcszõlõs";"11";"7";"7";"10";
"Beremend";"94";"48";"27";"52";
"Bisse";"10";"7";"5";"10";
"Cún";"29";"18";"15";"12";
"Csarnóta";"7";"4";"2";"9";
"Diósviszló";"65";"38";"36";"25";
"Drávacsehi";"24";"14";"8";"23";
"Drávacsepely";"10";"5";"3";"16";
"Drávapalkonya";"40";"27";"18";"26";
"Drávapiski";"7";"1";"1";"21";
"Drávaszabolcs";"58";"33";"23";"19";
"Drávaszerdahely";"10";"6";"3";"6";
"Egyházasharaszti";"28";"11";"8";"24";
"Garé";"27";"18";"15";"20";
"Gordisa";"53";"38";"25";"17";
"Harkány";"159";"88";"62";"16";
"Illocska";"11";"8";"4";"11";
"Ipacsfa";"14";"10";"4";"6";
"Ivánbattyán";"8";"6";"4";"4";
"Kásád";"24";"14";"11";"16";
"Kémes";"29";"14";"7";"17";
"Kisdér";" ";" ";" ";"5";
"Kisharsány";"36";"22";"12";"16";
"Kisjakabfalva";"10";"7";"7";"5";
"Kiskassa";"6";"6";"6";"4";
"Kislippó";"29";"19";"14";"8";
"Kistapolca";"7";"5";"3";"10";
"Kistótfalu";"14";"5";"5";"10";
"Kovácshida";"22";"16";"10";"11";
"Lapáncsa";"14";"6";"3";"17";
"Magyarbóly";"27";"14";"7";"20";
"Márfa";"17";"10";"7";"10";
"Márok";"18";"11";"7";"9";
"Matty";"42";"29";"16";"10";
"Nagyharsány";"126";"89";"64";"38";
"Nagytótfalu";"40";"35";"27";"11";
"Old";"36";"24";"13";"44";
"Palkonya";"17";"9";"7";"7";
"Pécsdevecser";"6";"2";"1";"3";
"Peterd";"10";"5";"3";"7";
"Rádfalva";"15";"8";"6";"9";
"Siklós";"580";"351";"268";"71";
"Siklósbodony";"15";"8";"5";"19";
"Siklósnagyfalu";"33";"17";"14";"67";
"Szaporca";"15";"7";"4";"20";
"Szava";"21";"14";"8";"25";
"Tésenfa";"13";"8";"6";"11";
"Túrony";"9";"5";"4";"6";
"Újpetre";"58";"35";"28";"14";
"Villány";"98";"62";"50";"23";
"Villánykövesd";"12";"7";"5";"6";
"Vokány";"45";"21";"17";"15";
"Szentlõrinci járás";"609";"325";"172";"342";
"Bicsérd";"22";"9";"7";"16";
"Boda";"13";"9";"6";"10";
"Bükkösd";"48";"33";"19";"32";
"Cserdi";"31";"13";"6";"28";
"Csonkamindszent";"14";"11";"6";"4";
"Dinnyeberki";"8";"4";"2";"6";
"Gerde";"26";"15";"8";"12";
"Gyöngyfa";"22";"8";"4";"19";
"Helesfa";"10";"7";"5";"6";
"Hetvehely";"25";"15";"8";"23";
"Kacsóta";"12";"7";"5";"6";
"Királyegyháza";"48";"28";"12";" ";
"Okorvölgy";"5";"3";"2";"4";
"Pécsbagota";"8";"5";"1";"5";
"Sumony";"46";"33";"21";"30";
"Szabadszentkirály";"37";"13";"5";"8";
"Szentdénes";"15";"10";"5";"25";
"Szentkatalin";"9";"3";"2";"7";
"Szentlõrinc";"188";"83";"39";"81";
"Velény";"8";"4";"1";"8";
"Zók";"14";"12";"8";"12";
"Szigetvári járás";"1927";"891";"470";"1231";
"Almamellék";"35";"13";"10";"38";
"Almáskeresztúr";"4";"4";" ";"9";
"Bánfa";"24";"8";"5";"13";
"Basal";"11";"6";"2";"11";
"Boldogasszonyfa";"38";"15";"13";"20";
"Botykapeterd";"29";"12";"8";"18";
"Bürüs";"12";"6";"4";"9";
"Csebény";"12";"4";"2";"6";
"Csertõ";"36";"14";"7";"22";
"Dencsháza";"53";"23";"8";"21";
"Endrõc";"22";"10";"6";"49";
"Gyöngyösmellék";"38";"19";"5";"27";
"Hobol";"65";"37";"27";"33";
"Horváthertelend";"8";"6";"3";"4";
"Ibafa";"29";"15";"5";"18";
"Katádfa";"22";"14";"8";"13";
"Kétújfalu";"52";"28";"14";"42";
"Kisdobsza";"19";"15";"4";"9";
"Kistamási";"27";"10";"6";"11";
"Magyarlukafa";"9";"7";"3";"7";
"Merenye";"33";"16";"5";"19";
"Molvány";"8";"3";"1";"8";
"Mozsgó";"55";"33";"14";"71";
"Nagydobsza";"42";"21";"10";"52";
"Nagypeterd";"45";"15";"11";"20";
"Nagyváty";"31";"14";"10";"18";
"Nemeske";"22";"12";"6";"10";
"Nyugotszenterzsébet";"37";"17";"10";"22";
"Patapoklosi";"53";"29";"14";"25";
"Pettend";"28";"10";"3";"10";
"Rózsafa";"42";"23";"11";"11";
"Somogyapáti";"37";"24";"12";"13";
"Somogyhárságy";"39";"17";"12";"35";
"Somogyhatvan";"36";"7";"3";"52";
"Somogyviszló";"27";"13";"6";"30";
"Szentegát";"36";"8";"5";"13";
"Szentlászló";"47";"19";"10";"39";
"Szigetvár";"646";"288";"154";"241";
"Szörény";"4";"1";" ";"8";
"Szulimán";"21";"10";"5";"19";
"Teklafalu";"24";"18";"11";"24";
"Tótszentgyörgy";"5";"4";" ";"19";
"Várad";"10";"2";"1";"18";
"Vásárosbéc";"23";"9";"9";"22";
"Zádor";"31";"12";"7";"52";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Baranya megye területre nem bontható adatai";" ";" ";" ";" ";
"Somogy megye";"12415";"5986";"3370";"3859";
"Barcsi járás";"1476";"758";"409";"643";
"Babócsa";"141";"94";"53";"48";
"Barcs";"475";"232";"125";"183";
"Bélavár";"17";"11";"7";"8";
"Bolhó";"51";"29";"13";"31";
"Csokonyavisonta";"140";"92";"50";"79";
"Darány";"47";"17";"7";"33";
"Drávagárdony";"21";"11";"4";"8";
"Drávatamási";"16";"5";"2";"9";
"Heresznye";"31";"17";"6";"13";
"Homokszentgyörgy";"95";"49";"29";"20";
"Istvándi";"66";"30";"15";"27";
"Kálmáncsa";"49";"22";"11";"25";
"Kastélyosdombó";"21";"9";"7";"14";
"Komlósd";"11";"8";"6";"8";
"Lad";"42";"17";"13";"12";
"Lakócsa";"50";"16";"8";"27";
"Patosfa";"23";"5";"1";"10";
"Péterhida";"6";"5";"5";"7";
"Potony";"13";"1";"1";"6";
"Rinyaújlak";"29";"19";"6";"11";
"Rinyaújnép";"7";"4";"1";"4";
"Somogyaracs";"19";"12";"8";"13";
"Szentborbás";"11";"6";"4";"8";
"Szulok";"45";"20";"10";"12";
"Tótújfalu";"14";"7";"6";"6";
"Vízvár";"36";"20";"11";"21";
"Csurgói járás";"944";"495";"251";"364";
"Berzence";"85";"46";"26";"29";
"Csurgó";"199";"92";"48";"89";
"Csurgónagymarton";"8";"2";"1";"14";
"Gyékényes";"69";"41";"22";"15";
"Iharos";"30";"16";"8";"18";
"Iharosberény";"114";"71";"30";"36";
"Inke";"117";"58";"29";"51";
"Õrtilos";"38";"26";"14";"4";
"Pogányszentpéter";"42";"18";"5";"6";
"Porrog";"16";"8";"4";"9";
"Porrogszentkirály";"24";"11";"7";"8";
"Porrogszentpál";"4";"3";" ";"7";
"Somogybükkösd";"5";"2";"2";"2";
"Somogycsicsó";"18";"9";"5";"4";
"Somogyudvarhely";"47";"27";"14";"27";
"Szenta";"37";"15";"12";"14";
"Zákány";"55";"33";"14";"17";
"Zákányfalu";"36";"17";"10";"14";
"Fonyódi járás";"1253";"625";"448";"437";
"Balatonboglár";"124";"62";"46";"4";
"Balatonfenyves";"46";"19";"11";"12";
"Balatonlelle";"144";"71";"54";"6";
"Buzsák";"44";"21";"16";"26";
"Fonyód";"110";"53";"37";"7";
"Gamás";"48";"21";"13";"38";
"Gyugy";"15";"6";"4";"20";
"Hács";"26";"10";"7";"17";
"Karád";"83";"42";"28";"37";
"Kisberény";"13";"7";"3";"7";
"Látrány";"66";"39";"28";"29";
"Lengyeltóti";"132";"64";"40";"60";
"Ordacsehi";"37";"12";"9";" ";
"Öreglak";"96";"57";"40";"47";
"Pamuk";"15";"2";"2";"16";
"Somogybabod";"23";"10";"7";"9";
"Somogytúr";"31";"20";"16";"3";
"Somogyvámos";"49";"27";"20";"29";
"Somogyvár";"103";"61";"50";"53";
"Szõlõsgyörök";"28";"11";"8";"12";
"Visz";"20";"10";"9";"5";
"Kaposvári járás";"3464";"1514";"863";"1121";
"Alsóbogát";"19";"7";"2";"4";
"Bárdudvarnok";"34";"15";"11";"21";
"Baté";"30";"11";"8";"6";
"Bodrog";"12";"2";"1";" ";
"Bõszénfa";"10";"3";"2";"15";
"Büssü";"15";"9";" ";"8";
"Cserénfa";"6";"4";"4";"1";
"Csoma";"19";"10";"6";"6";
"Csombárd";"10";"7";"2";"9";
"Csököly";"53";"29";"15";"39";
"Ecseny";"14";"7";"6";"2";
"Edde";"15";"10";"5";"7";
"Felsõmocsolád";"18";"7";"4";"7";
"Fonó";"16";"6";"4";"2";
"Gadács";"4";"3";"1";"2";
"Gálosfa";"11";"5";"3";"10";
"Gige";"29";"12";"5";"33";
"Gölle";"26";"10";"8";"10";
"Hajmás";"25";"13";"11";"13";
"Hedrehely";"52";"45";"34";"6";
"Hencse";"44";"23";"14";"2";
"Hetes";"30";"12";"5";"8";
"Igal";"22";"9";"4";"7";
"Jákó";"17";"7";"4";"17";
"Juta";"39";"22";"13";"8";
"Kadarkút";"112";"65";"33";"34";
"Kaposfõ";"39";"19";"11";"24";
"Kaposgyarmat";"7";"3";"2";" ";
"Kaposhomok";"26";"12";"5";"19";
"Kaposkeresztúr";"41";"13";"7";"6";
"Kaposmérõ";"43";"16";"10";"6";
"Kaposszerdahely";"32";"11";"5";"10";
"Kaposújlak";"11";"4";"4";"6";
"Kaposvár";"1409";"521";"273";"304";
"Kazsok";"20";"14";"6";"16";
"Kercseliget";"33";"19";"13";"7";
"Kisasszond";"9";"4";"3";"4";
"Kisgyalán";"10";"6";"3";"8";
"Kiskorpád";"37";"9";"6";"16";
"Kõkút";"54";"28";"19";"10";
"Magyaratád";"19";"5";"1";"5";
"Magyaregres";"22";"9";"6";"10";
"Mernye";"56";"27";"14";" ";
"Mezõcsokonya";"23";"7";"4";"21";
"Mike";"64";"24";"15";"7";
"Mosdós";"21";"2";"2";"7";
"Nagybajom";"218";"139";"102";"57";
"Nagyberki";"44";"23";"14";"10";
"Orci";"8";"1";" ";"3";
"Osztopán";"36";"23";"9";"17";
"Pálmajor";"35";"20";"9";"24";
"Patalom";"8";"3";"1";"5";
"Patca";" ";" ";" ";" ";
"Polány";"3";"2";"2";"3";
"Ráksi";"9";"4";"2";"5";
"Rinyakovácsi";"12";"8";"5";"15";
"Sántos";"12";"4";"2";"3";
"Simonfa";"20";"7";"4";"13";
"Somodor";"15";"10";"6";"7";
"Somogyaszaló";"26";"9";"4";"4";
"Somogyfajsz";"27";"10";"5";"18";
"Somogygeszti";"27";"18";"8";"11";
"Somogyjád";"36";"16";"11";"26";
"Somogysárd";"50";"25";"17";"29";
"Somogyszil";"34";"11";"7";"7";
"Szabadi";"10";"3";"1";"6";
"Szenna";"27";"8";"4";"11";
"Szentbalázs";"9";"6";"6";"2";
"Szentgáloskér";"19";"7";"2";"16";
"Szilvásszentmárton";"10";"4";"1";"9";
"Taszár";"42";"12";"7";"3";
"Újvárfalva";"11";"8";"6";"14";
"Várda";"4";" ";" ";"14";
"Visnye";"16";"12";"6";"14";
"Zimány";"13";"6";"1";" ";
"Zselickisfalud";"9";"2";"2";"2";
"Zselickislak";"8";"2";"1";"8";
"Zselicszentpál";"8";"5";"4";"2";
"Marcali járás";"1697";"836";"426";"492";
"Balatonberény";"30";"8";"4";"12";
"Balatonkeresztúr";"38";"12";"12";"2";
"Balatonmáriafürdõ";"14";"7";"7";" ";
"Balatonszentgyörgy";"33";"15";"10";"14";
"Balatonújlak";"15";"7";"5";"11";
"Böhönye";"155";"80";"41";"28";
"Csákány";"26";"7";"4";"8";
"Csömend";"26";"14";"7";"4";
"Fõnyed";"4";"3";"3";"5";
"Gadány";"24";"11";"8";"7";
"Hollád";"33";"20";"14";"6";
"Hosszúvíz";"1";" ";" ";"5";
"Kelevíz";"23";"8";"1";"14";
"Kéthely";"64";"26";"16";"10";
"Libickozma";"2";"2";" ";"2";
"Marcali";"337";"144";"77";"53";
"Mesztegnyõ";"65";"30";"16";"21";
"Nagyszakácsi";"27";"5";"1";"15";
"Nemesdéd";"112";"85";"44";"35";
"Nemeskisfalud";"5";"2";"2";"1";
"Nemesvid";"73";"37";"17";"16";
"Nikla";"58";"38";"16";"16";
"Pusztakovácsi";"69";"45";"16";"31";
"Sávoly";"25";"10";"2";"18";
"Somogysámson";"114";"57";"24";"15";
"Somogysimonyi";"3";" ";" ";" ";
"Somogyszentpál";"74";"34";"19";"18";
"Somogyzsitfa";"25";"11";"6";"16";
"Szegerdõ";"15";"8";"2";"14";
"Szenyér";"47";"17";"7";"19";
"Szõkedencs";"16";"10";"6";"12";
"Tapsony";"26";"13";"9";"12";
"Táska";"27";"17";"5";"17";
"Tikos";"16";"6";"2";"6";
"Varászló";"8";"7";"2";"3";
"Vése";"54";"34";"19";"12";
"Vörs";"13";"6";"2";"14";
"Nagyatádi járás";"1684";"947";"489";"455";
"Bakháza";"18";"10";"8";"5";
"Beleg";"60";"31";"19";"34";
"Bolhás";"52";"26";"15";"20";
"Görgeteg";"158";"81";"55";"28";
"Háromfa";"88";"62";"36";"16";
"Kaszó";"8";"4";" ";"2";
"Kisbajom";"41";"19";"8";"26";
"Kutas";"100";"62";"28";"33";
"Lábod";"188";"115";"59";"25";
"Nagyatád";"311";"129";"54";"77";
"Nagykorpád";"45";"26";"18";"20";
"Ötvöskónyi";"89";"56";"18";"21";
"Rinyabesenyõ";"49";"29";"13";"6";
"Rinyaszentkirály";"65";"41";"31";"19";
"Segesd";"155";"98";"47";"24";
"Somogyszob";"80";"53";"29";"19";
"Szabás";"53";"25";"10";"34";
"Tarany";"124";"80";"41";"46";
"Siófoki járás";"1380";"581";"356";"161";
"Ádánd";"74";"28";"21";"17";
"Balatonendréd";"36";"15";"9";"2";
"Balatonföldvár";"40";"19";"12";"1";
"Balatonõszöd";"14";"6";"3";" ";
"Balatonszabadi";"68";"36";"21";"12";
"Balatonszárszó";"57";"18";"14";"5";
"Balatonszemes";"36";"8";"4";"5";
"Balatonvilágos";"25";"8";"4";" ";
"Bálványos";"29";"11";"5";"5";
"Kereki";"17";"4";"3";" ";
"Kõröshegy";"54";"17";"11";"3";
"Kötcse";"23";"11";"8";"8";
"Nagyberény";"66";"34";"20";"10";
"Nagycsepely";"19";"12";"8";"9";
"Nyim";"9";"5";"2";"5";
"Pusztaszemes";"14";"6";"4";"2";
"Ságvár";"39";"13";"5";"7";
"Siófok";"628";"271";"165";"40";
"Siójut";"13";"4";"2";"6";
"Som";"19";"6";"3";"9";
"Szántód";"14";"8";"4";"2";
"Szólád";"20";"9";"3";"6";
"Teleki";"20";"14";"12";"3";
"Zamárdi";"46";"18";"13";"4";
"Tabi járás";"517";"230";"128";"186";
"Andocs";"39";"14";"8";"35";
"Bábonymegyer";"46";"21";"8";"7";
"Bedegkér";"28";"11";"7";"24";
"Bonnya";"13";"5";"5";"5";
"Fiad";"11";"4";"2";"4";
"Kánya";"23";"12";"8";"3";
"Kapoly";"34";"17";"11";"3";
"Kára";"2";"1";"1";" ";
"Kisbárapáti";"8";"3";"1";"5";
"Lulla";"5";"1";"1";"1";
"Miklósi";"9";"7";"6";"2";
"Nágocs";"20";"13";"7";"17";
"Sérsekszõlõs";"4";"1";"1";"4";
"Somogyacsa";"10";"5";"3";"9";
"Somogydöröcske";"4";"2";"1";"5";
"Somogyegres";"16";"6";"2";"3";
"Somogymeggyes";"40";"15";"8";"8";
"Szorosad";"3";"3";"3";"2";
"Tab";"114";"48";"20";"22";
"Tengõd";"26";"15";"8";"11";
"Torvaj";"21";"9";"7";"3";
"Törökkoppány";"15";"9";"5";"5";
"Zala";"12";"4";"3";"2";
"Zics";"14";"4";"2";"6";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Somogy megye területre nem bontható adatai";" ";" ";" ";" ";
"Tolna megye";"5899";"2504";"1428";"2198";
"Bonyhádi járás";"622";"271";"129";"184";
"Aparhant";"21";"7";"4";"12";
"Bátaapáti";"18";"7";"4";"9";
"Bonyhád";"221";"94";"37";"47";
"Bonyhádvarasd";"6";"3";"1";"4";
"Cikó";"23";"9";"6";"7";
"Felsõnána";"15";"7";"2";"3";
"Grábóc";"3";"3";" ";"6";
"Györe";"8";"3";"1";"6";
"Izmény";"17";"4";"1";"6";
"Kakasd";"35";"11";"4";"8";
"Kéty";"13";"1";" ";"2";
"Kisdorog";"21";"10";"8";"6";
"Kismányok";"10";"4";"3";" ";
"Kisvejke";"14";"10";"8";"7";
"Lengyel";"17";"8";"6";"12";
"Mórágy";"29";"17";"11";"5";
"Mõcsény";"8";"5";"2";"5";
"Mucsfa";"4";"1";" ";"10";
"Murga";"6";"5";"1";"1";
"Nagymányok";"39";"18";"10";"5";
"Nagyvejke";" ";" ";" ";" ";
"Tevel";"29";"14";"7";"12";
"Váralja";"25";"12";"4";"4";
"Závod";"5";"3";"1";"4";
"Zomba";"35";"15";"8";"3";
"Dombóvári járás";"1110";"426";"230";"426";
"Attala";"28";"11";"7";"9";
"Csibrák";"11";"4";"3";"6";
"Csikóstõttõs";"22";"5";"2";"10";
"Dalmand";"57";"22";"14";"17";
"Dombóvár";"568";"216";"114";"121";
"Döbrököz";"95";"42";"29";"40";
"Gyulaj";"58";"19";"5";"53";
