"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2016. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Tápiószõlõs";"31,81";"2808,5";"1906,0";"58";"20";"14";" ";
"Törtel";"84,16";"4317,5";"2846,0";"180";"100";"67";" ";
"Újszilvás";"38,98";"2585,0";"1682,0";"62";"27";"14";" ";
"Dabasi járás";"614,23";"48927,0";"33428,0";"1334";"680";"422";" ";
"Bugyi";"115,55";"5130,5";"3526,0";"97";"39";"28";" ";
"Dabas";"165,99";"16816,5";"11466,0";"403";"179";"111";" ";
"Hernád";"27,06";"4002,0";"2734,0";"76";"34";"17";" ";
"Inárcs";"22,53";"4497,0";"3085,0";"107";"67";"42";" ";
"Kakucs";"21,80";"2970,0";"2068,0";"81";"48";"35";" ";
"Örkény";"36,44";"4734,5";"3182,0";"243";"138";"84";" ";
"Pusztavacs";"79,07";"1328,5";"918,0";"48";"24";"9";" ";
"Táborfalva";"42,05";"3238,0";"2274,0";"105";"50";"30";" ";
"Tatárszentgyörgy";"55,06";"1797,5";"1198,0";"104";"72";"50";" ";
"Újhartyán";"22,43";"2713,5";"1833,0";"40";"18";"13";" ";
"Újlengyel";"26,25";"1699,0";"1144,0";"30";"11";"3";" ";
"Dunakeszi járás";"105,28";"82090,0";"54896,0";"1074";"585";"410";" ";
"Csomád";"12,38";"1612,5";"1114,0";"18";"9";"8";" ";
"Dunakeszi";"31,06";"42736,0";"28647,0";"519";"253";"163";" ";
"Fót";"37,40";"19253,5";"13059,0";"264";"155";"106";" ";
"Göd";"24,44";"18488,0";"12076,0";"273";"168";"133";" ";
"Érdi járás";"184,29";"121048,0";"81561,0";"1324";"646";"429";" ";
"Diósd";"5,75";"10032,0";"6538,0";"74";"39";"23";" ";
"Érd";"63,31";"65349,0";"44349,0";"789";"389";"260";" ";
"Pusztazámor";"9,27";"1172,0";"807,0";"19";"8";"4";" ";
"Sóskút";"24,89";"3203,0";"2215,0";"48";"24";"14";" ";
"Százhalombatta";"28,06";"18488,5";"12535,0";"194";"80";"55";" ";
"Tárnok";"23,61";"9343,0";"6515,0";"117";"67";"49";" ";
"Törökbálint";"29,40";"13460,5";"8602,0";"83";"39";"24";" ";
"Gödöllõi járás";"449,66";"143997,0";"96322,0";"2637";"1571";"1144";" ";
"Csömör";"22,70";"9354,5";"6305,0";"89";"51";"38";" ";
"Dány";"43,01";"4465,5";"2898,0";"172";"128";"103";" ";
"Erdõkertes";"5,75";"7753,0";"5237,0";"156";"92";"64";" ";
"Gödöllõ";"61,93";"32422,5";"21142,0";"680";"408";"289";" ";
"Isaszeg";"54,83";"11333,0";"7717,0";"233";"130";"99";" ";
"Kerepes";"24,08";"9936,0";"6808,0";"184";"116";"83";" ";
"Kistarcsa";"11,02";"12514,0";"8453,0";"159";"85";"64";" ";
"Mogyoród";"34,48";"6616,0";"4597,0";"106";"62";"41";" ";
"Nagytarcsa";"12,14";"4323,5";"3023,0";"58";"28";"19";" ";
"Pécel";"43,63";"15568,0";"10372,0";"233";"125";"93";" ";
"Szada";"16,72";"5161,0";"3436,0";"57";"32";"25";" ";
"Vácszentlászló";"29,87";"2000,0";"1403,0";"55";"35";"23";" ";
"Valkó";"37,59";"2435,0";"1711,0";"128";"97";"82";" ";
"Veresegyház";"28,56";"17827,0";"11673,0";"229";"128";"84";" ";
"Zsámbok";"23,35";"2288,0";"1547,0";"98";"54";"37";" ";
"Gyáli járás";"170,99";"41173,0";"28487,0";"824";"451";"307";" ";
"Alsónémedi";"49,07";"5264,5";"3632,0";"73";"39";"28";" ";
"Felsõpakony";"15,33";"3400,5";"2405,0";"55";"29";"20";" ";
"Gyál";"24,93";"23256,0";"16063,0";"375";"212";"149";" ";
"Ócsa";"81,66";"9252,0";"6387,0";"321";"171";"110";" ";
"Monori járás";"352,02";"67811,0";"46501,0";"1589";"798";"499";" ";
"Bénye";"16,52";"1233,5";"842,0";"11";"6";"5";" ";
"Csévharaszt";"49,24";"1871,5";"1376,0";"36";"12";"5";" ";
"Gomba";"39,71";"2963,5";"2060,0";"78";"30";"20";" ";
"Gyömrõ";"26,51";"17493,5";"11653,0";"279";"147";"106";" ";
"Káva";"11,31";"664,5";"456,0";"17";"13";"7";" ";
"Monor";"46,79";"18042,5";"12282,0";"441";"221";"143";" ";
"Monorierdõ";"15,07";"4165,0";"2930,0";"105";"46";"25";" ";
"Nyáregyháza";"32,01";"3682,0";"2650,0";"113";"61";"36";" ";
"Pánd";"22,21";"1925,5";"1299,0";"74";"40";"24";" ";
"Péteri";"11,89";"2295,0";"1638,0";"70";"30";"23";" ";
"Pilis";"47,35";"11549,0";"7961,0";"332";"175";"95";" ";
"Vasad";"33,41";"1925,5";"1354,0";"33";"17";"10";" ";
"Nagykátai járás";"687,91";"71420,0";"48179,0";"1886";"1038";"641";" ";
"Farmos";"40,12";"3434,0";"2298,0";"109";"59";"44";" ";
"Kóka";"44,36";"4319,5";"2936,0";"87";"52";"28";" ";
"Mende";"27,15";"4181,0";"2801,0";"53";"25";"17";" ";
"Nagykáta";"81,61";"12363,0";"8257,0";"399";"230";"150";" ";
"Sülysáp";"47,19";"8340,5";"5661,0";"169";"105";"70";" ";
"Szentlõrinckáta";"20,15";"1870,5";"1259,0";"25";"9";"5";" ";
"Szentmártonkáta";"52,18";"4831,5";"3307,0";"153";"70";"48";" ";
"Tápióbicske";"48,48";"3342,0";"2229,0";"92";"49";"28";" ";
"Tápiógyörgye";"53,31";"3365,0";"2233,0";"80";"40";"18";" ";
"Tápióság";"33,54";"2577,5";"1756,0";"59";"28";"12";" ";
"Tápiószecsõ";"38,38";"6026,0";"4191,0";"93";"52";"27";" ";
"Tápiószele";"36,99";"5847,5";"3984,0";"220";"138";"75";" ";
"Tápiószentmárton";"102,91";"5165,0";"3412,0";"114";"51";"29";" ";
"Tóalmás";"39,35";"3243,0";"2186,0";"198";"111";"78";" ";
"Úri";"22,19";"2514,0";"1669,0";"35";"19";"12";" ";
"Nagykõrösi járás";"349,25";"27350,0";"17997,0";"1184";"739";"519";" ";
"Kocsér";"67,28";"1836,5";"1187,0";"47";"23";"10";" ";
"Nagykõrös";"227,94";"23559,0";"15462,0";"1016";"625";"450";" ";
"Nyársapát";"54,03";"1954,5";"1348,0";"121";"91";"59";" ";
"Pilisvörösvári járás";"130,81";"53707,5";"35382,0";"616";"369";"246";" ";
"Pilisborosjenõ";"9,27";"3652,0";"2451,0";"36";"28";"19";" ";
"Piliscsaba";"25,57";"8265,5";"5319,0";"128";"81";"57";" ";
"Pilisjászfalu";"6,97";"1601,0";"1139,0";"30";"17";"9";" ";
"Pilisszántó";"15,96";"2916,5";"1952,0";"34";"20";"13";" ";
"Pilisszentiván";"8,12";"4180,0";"2784,0";"48";"22";"15";" ";
"Pilisvörösvár";"24,30";"13937,0";"9239,0";"142";"78";"55";" ";
"Solymár";"17,86";"10174,0";"6661,0";"103";"60";"36";" ";
"Tinnye";"16,10";"1691,0";"1157,0";"34";"24";"14";" ";
"Üröm";"6,66";"7290,5";"4680,0";"61";"39";"28";" ";
"Ráckevei járás";"417,05";"35919,5";"23599,0";"1054";"583";"376";" ";
"Apaj";"71,04";"1183,5";"806,0";"26";"14";"7";" ";
"Áporka";"17,47";"1118,0";"746,0";"17";"7";"4";" ";
"Dömsöd";"72,42";"5607,0";"3721,0";"260";"156";"112";" ";
"Kiskunlacháza";"93,50";"8745,0";"5812,0";"260";"154";"107";" ";
"Lórév";"9,88";"293,5";"201,0";"6";"2";"2";" ";
"Makád";"31,77";"1147,0";"773,0";"16";"5";" ";" ";
"Ráckeve";"64,09";"10172,5";"6616,0";"304";"161";"86";" ";
"Szigetbecse";"17,12";"1272,0";"847,0";"28";"16";"12";" ";
"Szigetcsép";"18,20";"2303,0";"1482,0";"56";"30";"23";" ";
"Szigetszentmárton";"10,73";"2149,5";"1380,0";"54";"27";"18";" ";
"Szigetújfalu";"10,83";"1928,5";"1215,0";"27";"11";"5";" ";
"Szentendrei járás";"326,58";"79686,5";"52443,0";"1056";"550";"359";" ";
"Budakalász";"15,17";"10753,5";"6873,0";"120";"70";"42";" ";
"Csobánka";"22,76";"3240,0";"2338,0";"59";"23";"13";" ";
"Dunabogdány";"25,50";"3097,0";"2010,0";"28";"15";"15";" ";
"Kisoroszi";"10,94";"953,0";"613,0";"10";"7";"4";" ";
"Leányfalu";"15,37";"3596,5";"2296,0";"52";"25";"16";" ";
"Pilisszentkereszt";"17,21";"2132,5";"1500,0";"23";"11";"10";" ";
"Pilisszentlászló";"17,75";"1161,5";"760,0";"11";"3";"2";" ";
"Pócsmegyer";"13,08";"2107,5";"1424,0";"28";"11";"10";" ";
"Pomáz";"49,03";"16879,0";"11271,0";"198";"94";"54";" ";
"Szentendre";"43,82";"25906,5";"16821,0";"394";"221";"149";" ";
"Szigetmonostor";"23,51";"2378,0";"1602,0";"43";"25";"14";" ";
"Tahitótfalu";"39,17";"5640,5";"3851,0";"73";"33";"22";" ";
"Visegrád";"33,27";"1841,0";"1084,0";"17";"12";"8";" ";
"Szigetszentmiklósi járás";"211,28";"115000,0";"78388,0";"1759";"943";"649";" ";
"Délegyháza";"25,42";"3914,0";"2717,0";"62";"31";"20";" ";
"Dunaharaszti";"29,17";"21243,5";"14015,0";"292";"161";"116";" ";
"Dunavarsány";"22,52";"7728,5";"5280,0";"127";"73";"55";" ";
"Halásztelek";"8,64";"9944,5";"6840,0";"147";"83";"57";" ";
"Majosháza";"11,42";"1564,5";"1044,0";"32";"25";"19";" ";
"Szigethalom";"9,12";"17325,5";"11927,0";"325";"183";"119";" ";
"Szigetszentmiklós";"45,65";"36947,0";"25410,0";"540";"269";"183";" ";
"Taksony";"20,85";"6161,5";"4202,0";"70";"38";"24";" ";
"Tököl";"38,49";"10171,0";"6953,0";"164";"80";"56";" ";
"Szobi járás";"438,33";"24412,5";"15828,0";"477";"244";"163";" ";
"Bernecebaráti";"37,69";"867,5";"563,0";"15";"11";"5";" ";
"Ipolydamásd";"11,60";"350,0";"233,0";"8";"5";"4";" ";
"Ipolytölgyes";"13,67";"426,0";"345,0";"4";"1";"1";" ";
"Kemence";"42,75";"943,5";"612,0";"29";"14";"10";" ";
"Kismaros";"11,96";"2235,0";"1434,0";"33";"17";"13";" ";
"Kóspallag";"12,77";"747,5";"500,0";"16";"4";"3";" ";
"Letkés";"24,55";"1115,0";"785,0";"13";"6";"4";" ";
"Márianosztra";"20,26";"829,0";"587,0";"14";"5";"3";" ";
"Nagybörzsöny";"50,66";"679,0";"430,0";"31";"10";"9";" ";
"Nagymaros";"34,37";"4733,5";"2976,0";"103";"63";"43";" ";
"Perõcsény";"41,40";"296,0";"182,0";"7";"2";"1";" ";
"Szob";"17,97";"2623,5";"1748,0";"24";"12";"8";" ";
"Szokolya";"59,05";"1828,5";"1229,0";"32";"18";"13";" ";
"Tésa";"4,38";"84,0";"54,0";"3";"3";"2";" ";
"Vámosmikola";"25,29";"1643,0";"1042,0";"44";"23";"17";" ";
"Verõce";"20,33";"3790,5";"2330,0";"79";"39";"21";" ";
"Zebegény";"9,63";"1221,0";"778,0";"22";"11";"6";" ";
"Váci járás";"360,03";"67314,0";"44973,0";"1231";"680";"482";" ";
"Acsa";"26,94";"1377,0";"944,0";"24";"10";"10";" ";
"Csörög";"5,05";"1958,0";"1363,0";"77";"50";"30";" ";
"Csõvár";"17,17";"619,5";"418,0";"11";"4";"2";" ";
"Galgagyörk";"14,72";"1026,0";"684,0";"41";"30";"21";" ";
"Kisnémedi";"13,84";"657,5";"446,0";"10";"4";"2";" ";
"Kosd";"34,09";"2391,5";"1645,0";"51";"25";"21";" ";
"Õrbottyán";"27,38";"7129,0";"4842,0";"96";"46";"35";" ";
"Penc";"21,34";"1554,5";"1096,0";"22";"9";"5";" ";
"Püspökhatvan";"24,72";"1416,5";"931,0";"49";"27";"18";" ";
"Püspökszilágy";"25,30";"724,5";"460,0";"14";"9";"8";" ";
"Rád";"17,74";"1930,5";"1327,0";"36";"19";"16";" ";
"Szõd";"13,53";"3592,0";"2438,0";"38";"14";"9";" ";
"Szõdliget";"7,31";"4504,5";"2969,0";"50";"24";"14";" ";
"Vác";"61,60";"32861,0";"21567,0";"611";"341";"245";" ";
"Vácduka";"8,40";"1499,0";"1023,0";"23";"12";"6";" ";
"Váchartyán";"12,11";"1749,5";"1237,0";"34";"25";"18";" ";
"Váckisújfalu";"10,70";"436,5";"279,0";"9";"4";"4";" ";
"Vácrátót";"18,09";"1887,0";"1304,0";"35";"27";"18";" ";
"Vecsési járás";"119,75";"48420,0";"33032,0";"674";"315";"219";" ";
"Ecser";"13,10";"3752,0";"2462,0";"36";"11";"8";" ";
"Maglód";"22,38";"12131,5";"8399,0";"193";"93";"59";" ";
"Üllõ";"48,10";"11812,5";"8125,0";"226";"111";"78";" ";
"Vecsés";"36,17";"20724,0";"14046,0";"219";"100";"74";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,61";"2939537,5";"1966562,0";"69486";"30504";"18139";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,48";"1058400,0";"709475,0";"20388";"8515";"5099";" ";
"Fejér megye";"4358,48";"417351,0";"280882,0";"8750";"3824";"2316";" ";
"Bicskei járás";"578,25";"35881,5";"24657,0";"466";"162";"95";" ";
"Alcsútdoboz";"50,71";"1438,0";"927,0";"22";"9";"7";" ";
"Bicske";"77,08";"12042,0";"8475,0";"156";"40";"20";" ";
"Bodmér";"7,17";"231,0";"165,0";"6";"3";"2";" ";
"Csabdi";"17,02";"1218,5";"838,0";"18";"7";"5";" ";
"Csákvár";"118,76";"5255,5";"3626,0";"57";"15";"6";" ";
"Etyek";"53,27";"4110,0";"2768,0";"42";"19";"10";" ";
"Felcsút";"22,02";"1807,5";"1234,0";"22";"7";"6";" ";
"Gánt";"58,15";"861,0";"627,0";"5";"2";"1";" ";
"Mány";"44,72";"2448,0";"1650,0";"41";"20";"9";" ";
"Óbarok";"19,26";"793,0";"549,0";"18";"9";"7";" ";
"Szár";"22,63";"1667,0";"1135,0";"16";"9";"7";" ";
"Tabajd";"26,57";"944,0";"626,0";"15";"5";"4";" ";
"Újbarok";"1,49";"414,0";"269,0";"8";"3";"3";" ";
"Vértesacsa";"36,19";"1781,0";"1162,0";"27";"11";"8";" ";
"Vértesboglár";"23,21";"871,0";"606,0";"13";"3";" ";" ";
"Dunaújvárosi járás";"650,05";"89583,0";"60245,0";"2583";"1288";"827";" ";
"Adony";"61,05";"3706,5";"2512,0";"90";"42";"30";" ";
"Baracs";"55,18";"3359,5";"2289,0";"75";"41";"30";" ";
"Beloiannisz";"4,54";"1025,0";"764,0";"32";"20";"9";" ";
"Besnyõ";"44,64";"1706,5";"1190,0";"37";"16";"7";" ";
"Daruszentmiklós";"19,12";"1307,0";"911,0";"56";"24";"12";" ";
"Dunaújváros";"52,67";"44997,0";"29757,0";"1340";"681";"433";" ";
"Elõszállás";"39,98";"2227,5";"1461,0";"64";"27";"17";" ";
"Iváncsa";"25,17";"2746,0";"1894,0";"55";"24";"11";" ";
"Kisapostag";"9,58";"1358,5";"930,0";"35";"23";"19";" ";
"Kulcs";"16,73";"2816,0";"1956,0";"80";"38";"26";" ";
"Mezõfalva";"80,42";"4661,5";"3201,0";"176";"75";"48";" ";
"Nagykarácsony";"30,46";"1290,5";"873,0";"54";"27";"13";" ";
"Nagyvenyim";"43,68";"4042,5";"2728,0";"81";"33";"23";" ";
"Perkáta";"74,52";"3915,0";"2640,0";"142";"64";"42";" ";
"Pusztaszabolcs";"51,67";"5862,0";"4003,0";"145";"81";"52";" ";
"Rácalmás";"40,64";"4562,0";"3136,0";"121";"72";"55";" ";
"Enyingi járás";"433,14";"20261,5";"13887,0";"725";"310";"172";" ";
"Dég";"46,89";"2202,5";"1514,0";"57";"24";"13";" ";
"Enying";"82,78";"6661,0";"4526,0";"329";"151";"84";" ";
"Kisláng";"53,06";"2436,0";"1738,0";"94";"52";"33";" ";
"Lajoskomárom";"75,67";"2202,5";"1447,0";"37";"15";"5";" ";
"Lepsény";"39,08";"2978,5";"2036,0";"79";"33";"18";" ";
"Mátyásdomb";"35,39";"758,0";"540,0";"33";"11";"7";" ";
"Mezõkomárom";"29,05";"911,0";"609,0";"15";"4";"1";" ";
"Mezõszentgyörgy";"27,12";"1291,5";"920,0";"68";"15";"9";" ";
"Szabadhídvég";"44,10";"820,5";"557,0";"13";"5";"2";" ";
"Gárdonyi járás";"306,79";"32116,0";"20328,0";"435";"166";"98";" ";
"Gárdony";"63,50";"11727,5";"6860,0";"144";"56";"41";" ";
"Kápolnásnyék";"41,50";"3642,5";"2428,0";"48";"20";"13";" ";
"Nadap";"6,93";"596,5";"388,0";"10";"3";"1";" ";
"Pákozd";"43,30";"3072,0";"2120,0";"50";"27";"13";" ";
"Pázmánd";"27,14";"2159,5";"1431,0";"25";"8";"4";" ";
"Sukoró";"16,27";"1484,5";"928,0";"16";"5";"4";" ";
"Szabadegyháza";"41,64";"2066,5";"1444,0";"46";"16";"9";" ";
"Velence";"33,37";"5679,0";"3535,0";"59";"18";"10";" ";
"Vereb";"22,32";"770,0";"537,0";"8";"2";"1";" ";
"Zichyújfalu";"10,82";"918,0";"657,0";"29";"11";"2";" ";
"Martonvásári járás";"277,13";"26370,5";"17994,0";"627";"344";"185";" ";
"Baracska";"39,68";"2705,0";"1870,0";"51";"29";"11";" ";
"Ercsi";"65,31";"7998,5";"5403,0";"346";"212";"110";" ";
"Gyúró";"24,37";"1272,5";"878,0";"10";"8";"3";" ";
"Kajászó";"23,98";"1056,0";"733,0";"27";"16";"8";" ";
"Martonvásár";"31,25";"5583,0";"3775,0";"56";"22";"13";" ";
"Ráckeresztúr";"35,30";"3264,0";"2229,0";"69";"31";"22";" ";
"Tordas";"16,76";"2098,0";"1480,0";"29";"10";"7";" ";
"Vál";"40,48";"2393,5";"1626,0";"39";"16";"11";" ";
"Móri járás";"417,55";"33866,0";"23091,0";"461";"176";"100";" ";
"Bakonycsernye";"38,13";"2948,0";"2012,0";"47";"15";"9";" ";
"Balinka";"18,62";"895,5";"605,0";"13";"5";"2";" ";
"Bodajk";"28,98";"4010,0";"2766,0";"63";"24";"20";" ";
"Csákberény";"41,37";"1153,0";"766,0";"12";"6";"4";" ";
"Csókakõ";"10,92";"1396,5";"935,0";"19";"7";"5";" ";
"Fehérvárcsurgó";"29,64";"1919,5";"1339,0";"25";"8";"6";" ";
"Isztimér";"53,88";"965,0";"643,0";"7";"3";"3";" ";
"Kincsesbánya";"10,87";"1428,5";"970,0";"23";"10";"6";" ";
"Magyaralmás";"22,42";"1536,0";"1039,0";"23";"5";"2";" ";
"Mór";"108,61";"13978,5";"9546,0";"186";"78";"37";" ";
"Nagyveleg";"13,17";"647,5";"460,0";"13";"2";"2";" ";
"Pusztavám";"34,69";"2472,5";"1672,0";"29";"13";"4";" ";
"Söréd";"6,25";"515,5";"338,0";"1";" ";" ";" ";
"Sárbogárdi járás";"653,52";"27477,0";"18553,0";"950";"363";"213";" ";
"Alap";"48,29";"1872,5";"1274,0";"44";"9";"5";" ";
"Alsószentiván";"39,65";"611,5";"409,0";"14";"6";"3";" ";
"Cece";"58,85";"2575,5";"1770,0";"92";"35";"21";" ";
"Hantos";"36,96";"949,0";"649,0";"19";"7";"4";" ";
"Igar";"41,19";"903,5";"628,0";"61";"30";"15";" ";
"Mezõszilas";"64,97";"2051,5";"1267,0";"46";"15";"8";" ";
"Nagylók";"32,44";"1053,0";"727,0";"24";"8";"4";" ";
"Sárbogárd";"189,33";"12000,0";"8228,0";"428";"178";"118";" ";
"Sáregres";"26,16";"730,5";"500,0";"21";"7";"5";" ";
"Sárkeresztúr";"46,75";"2504,0";"1574,0";"132";"42";"16";" ";
"Sárszentágota";"45,50";"1325,5";"906,0";"36";"12";"7";" ";
"Vajta";"23,43";"900,5";"621,0";"33";"14";"7";" ";
"Székesfehérvári járás";"1042,05";"151795,5";"102127,0";"2503";"1015";"626";" ";
"Aba";"88,05";"4422,5";"3109,0";"99";"35";"22";" ";
"Bakonykúti";"12,45";"138,5";"95,0";"3";"2";"1";" ";
"Csór";"41,49";"1759,5";"1203,0";"25";"13";"9";" ";
"Csõsz";"17,11";"991,5";"689,0";"48";"16";"9";" ";
"Füle";"30,32";"847,5";"573,0";"19";"10";"6";" ";
"Iszkaszentgyörgy";"26,27";"1969,0";"1389,0";"34";"14";"8";" ";
"Jenõ";"5,56";"1253,0";"885,0";"18";"3";"1";" ";
"Káloz";"47,79";"2331,5";"1597,0";"60";"32";"24";" ";
"Kõszárhegy";"5,90";"1473,5";"1047,0";"28";"7";"4";" ";
"Lovasberény";"60,62";"2565,0";"1761,0";"49";"16";"11";" ";
"Moha";"9,88";"592,0";"409,0";"5";"1";" ";" ";
"Nádasdladány";"26,35";"1734,0";"1209,0";"50";"20";"11";" ";
"Pátka";"40,38";"1669,5";"1177,0";"34";"13";"6";" ";
"Polgárdi";"72,16";"6893,5";"4825,0";"144";"62";"35";" ";
"Sárkeresztes";"23,27";"1514,5";"1074,0";"21";"4";"4";" ";
"Sárkeszi";"14,79";"595,5";"441,0";"11";"4";"2";" ";
"Sárosd";"48,12";"3180,0";"2168,0";"61";"19";"12";" ";
"Sárszentmihály";"37,40";"2954,0";"2090,0";"64";"26";"14";" ";
"Seregélyes";"78,19";"4330,5";"3075,0";"69";"17";"11";" ";
"Soponya";"49,96";"1807,0";"1252,0";"40";"21";"11";" ";
"Szabadbattyán";"33,66";"4509,5";"3140,0";"90";"38";"25";" ";
"Székesfehérvár";"170,89";"97912,0";"64504,0";"1414";"601";"377";" ";
"Tác";"45,69";"1693,0";"1151,0";"15";"6";"2";" ";
"Úrhida";"7,25";"2469,5";"1723,0";"47";"20";"13";" ";
"Zámoly";"48,50";"2189,5";"1541,0";"55";"15";"8";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,36";"297647,5";"200096,0";"4989";"1923";"1175";" ";
"Esztergomi járás";"537,51";"90953,0";"60245,0";"1512";"632";"424";" ";
"Annavölgy";"4,83";"929,0";"630,0";"22";"6";"3";" ";
"Bajna";"37,27";"1883,5";"1264,0";"59";"30";"16";" ";
"Bajót";"16,44";"1609,0";"1073,0";"57";"30";"21";" ";
"Csolnok";"18,71";"3051,0";"2015,0";"50";"20";"14";" ";
"Dág";"11,89";"941,0";"624,0";"15";"4";"2";" ";
"Dorog";"11,54";"11802,0";"7876,0";"222";"90";"62";" ";
"Dömös";"23,99";"1096,5";"749,0";"14";"6";"3";" ";
"Epöl";"12,52";"618,5";"426,0";"12";"3";" ";" ";
"Esztergom";"100,11";"27984,5";"17987,0";"362";"133";"90";" ";
"Kesztölc";"22,00";"2516,5";"1722,0";"50";"21";"14";" ";
"Lábatlan";"26,37";"4798,5";"3208,0";"90";"43";"33";" ";
"Leányvár";"7,26";"1750,5";"1175,0";"20";"9";"4";" ";
"Máriahalom";"10,85";"571,0";"404,0";"11";"4";"3";" ";
"Mogyorósbánya";"7,32";"827,5";"530,0";"9";"3";"2";" ";
"Nagysáp";"24,78";"1420,0";"919,0";"50";"23";"12";" ";
"Nyergesújfalu";"39,63";"7362,0";"4897,0";"98";"46";"30";" ";
"Piliscsév";"24,91";"2365,0";"1665,0";"39";"17";"15";" ";
"Pilismarót";"44,58";"2004,5";"1317,0";"29";"5";"5";" ";
