"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2019. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Szakony";"13,50";"411,0";"269,0";"5";"1";" ";"3";
"Újkér";"32,38";"1016,5";"719,0";"5";"1";"1";" ";
"Und";"6,79";"332,0";"238,0";"1";" ";" ";"1";
"Völcsej";"9,31";"394,5";"253,0";"3";"3";"2";" ";
"Zsira";"14,68";"847,5";"589,0";"2";" ";" ";"1";
"Téti járás";"272,62";"14854,0";"10117,0";"109";"18";"11";"130";
"Árpás";"14,26";"246,0";"177,0";"2";" ";" ";"11";
"Csikvánd";"14,53";"491,5";"319,0";"5";" ";" ";"15";
"Felpéc";"22,47";"920,0";"644,0";"6";"1";"1";"5";
"Gyarmat";"22,45";"1311,0";"867,0";"13";"3";" ";"3";
"Gyömöre";"20,49";"1241,5";"858,0";"10";"4";"3";"7";
"Gyõrszemere";"33,11";"3300,5";"2326,0";"23";"4";"2";"8";
"Kisbabot";"6,10";"239,5";"160,0";"1";" ";" ";"1";
"Mérges";"6,51";"111,5";"72,0";" ";" ";" ";"1";
"Mórichida";"32,30";"822,0";"554,0";"4";" ";" ";"7";
"Rábacsécsény";"15,68";"597,5";"405,0";"4";" ";" ";"7";
"Rábaszentmihály";"10,97";"457,0";"314,0";"2";" ";" ";"3";
"Rábaszentmiklós";"5,01";"136,0";"94,0";"2";" ";" ";"6";
"Szerecseny";"12,38";"776,5";"525,0";"10";"1";"1";"12";
"Tét";"56,36";"4203,5";"2802,0";"27";"5";"4";"44";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Vas megye";"3336,12";"253844,0";"168360,0";"4223";"1816";"1140";"1009";
"Celldömölki járás";"474,13";"23562,0";"15534,0";"463";"168";"76";"249";
"Boba";"10,95";"782,5";"530,0";"23";"9";"4";"13";
"Borgáta";"6,21";"181,5";"116,0";"3";" ";" ";"1";
"Celldömölk";"52,39";"10499,0";"6743,0";"176";"57";"25";"62";
"Csönge";"25,27";"372,5";"227,0";"5";"3";"2";"6";
"Duka";"15,24";"207,0";"138,0";"1";" ";" ";"5";
"Egyházashetye";"13,20";"309,5";"190,0";"12";"3";"1";"9";
"Jánosháza";"23,41";"2438,5";"1615,0";"48";"22";"13";"40";
"Karakó";"10,35";"202,0";"136,0";"5";"1";"1";"4";
"Keléd";"8,72";"110,5";"86,0";"5";"1";" ";"25";
"Kemeneskápolna";"4,97";"95,0";"59,0";"2";" ";" ";" ";
"Kemenesmagasi";"33,19";"822,5";"553,0";"30";"10";"4";"14";
"Kemenesmihályfa";"17,81";"515,0";"365,0";"9";"4";"2";"4";
"Kemenespálfa";"13,72";"356,5";"260,0";"7";"4";"1";"6";
"Kemenessömjén";"16,05";"553,0";"394,0";"12";"5";"4";"2";
"Kemenesszentmárton";"4,29";"197,0";"123,0";"3";"1";"1";"1";
"Kenyeri";"33,96";"814,0";"559,0";"16";"7";"3";"7";
"Kissomlyó";"8,58";"209,0";"141,0";"6";"3";"1";"3";
"Köcsk";"12,58";"225,0";"136,0";"3";" ";" ";"4";
"Mersevát";"10,54";"567,0";"394,0";"12";"4";"2";" ";
"Mesteri";"11,69";"244,0";"152,0";"2";"2";"1";"3";
"Nagysimonyi";"15,67";"965,0";"659,0";"28";"7";"2";"9";
"Nemeskeresztúr";"12,17";"277,5";"177,0";"6";"2";"2";"4";
"Nemeskocs";"7,93";"313,5";"223,0";"4";"1";" ";"3";
"Ostffyasszonyfa";"34,31";"756,5";"523,0";"10";"3";"1";"7";
"Pápoc";"31,32";"244,5";"149,0";"4";"1";"1";"1";
"Szergény";"15,61";"234,0";"153,0";"7";"3";"2";"7";
"Tokorcs";"6,40";"372,0";"254,0";"7";"2";" ";"2";
"Vönöck";"17,60";"698,0";"479,0";"17";"13";"3";"7";
"Körmendi járás";"614,53";"25710,0";"17154,0";"419";"158";"88";"156";
"Bajánsenye";"21,85";"474,0";"328,0";"6";"4";"3";"5";
"Csákánydoroszló";"26,61";"1751,5";"1186,0";"16";"8";"7";"3";
"Daraboshegy";"4,59";"93,0";"58,0";"4";"4";"2";"2";
"Döbörhegy";"11,75";"122,0";"93,0";"4";"4";"3";"2";
"Döröske";"4,40";"91,0";"54,0";"1";"1";"1";" ";
"Egyházashollós";"19,04";"520,0";"364,0";"7";"5";"4";"4";
"Egyházasrádóc";"24,79";"1263,5";"853,0";"19";"8";"5";"4";
"Felsõjánosfa";"3,06";"178,0";"121,0";"2";"1";" ";"3";
"Felsõmarác";"17,44";"214,0";"140,0";"5";"1";"1";"1";
"Halastó";"5,65";"66,5";"54,0";"2";" ";" ";"2";
"Halogy";"7,05";"249,0";"173,0";"12";"5";"4";"4";
"Harasztifalu";"7,89";"154,0";"125,0";"5";"3";"3";" ";
"Hegyháthodász";"8,08";"157,5";"102,0";"2";"1";"1";"2";
"Hegyhátsál";"4,58";"153,5";"107,0";"3";"2";" ";"1";
"Hegyhátszentjakab";"9,47";"247,0";"157,0";"3";"2";"2";"1";
"Hegyhátszentmárton";"12,74";"61,0";"44,0";" ";" ";" ";" ";
"Ispánk";"6,92";"99,5";"65,0";"3";"1";" ";"4";
"Ivánc";"17,14";"672,5";"485,0";"8";"4";"4";"5";
"Katafa";"4,81";"330,5";"236,0";"5";"2";" ";"1";
"Kemestaródfa";"6,35";"205,0";"146,0";" ";" ";" ";"3";
"Kercaszomor";"12,87";"169,5";"112,0";"3";"1";"1";"6";
"Kerkáskápolna";"9,20";"62,5";"39,0";"2";"1";" ";"2";
"Kisrákos";"11,06";"166,5";"103,0";"3";" ";" ";"5";
"Körmend";"52,79";"11082,5";"7281,0";"172";"49";"23";"21";
"Magyarnádalja";"3,85";"231,5";"171,0";"4";"1";"1";" ";
"Magyarszecsõd";"11,26";"411,0";"287,0";"2";"1";" ";"3";
"Magyarszombatfa";"15,94";"263,5";"157,0";"2";" ";" ";"6";
"Molnaszecsõd";"11,69";"412,5";"264,0";"6";"1";" ";"4";
"Nádasd";"35,60";"1301,0";"890,0";"25";"9";"4";"13";
"Nagykölked";"9,78";"157,0";"96,0";"3";" ";" ";" ";
"Nagymizdó";"6,76";"100,5";"65,0";" ";" ";" ";" ";
"Nagyrákos";"16,11";"237,5";"147,0";"3";"3";"1";"6";
"Nemesrempehollós";"12,05";"272,5";"185,0";"2";" ";" ";"2";
"Õrimagyarósd";"12,29";"220,5";"143,0";"7";"3";"1";"2";
"Õriszentpéter";"33,56";"1142,5";"702,0";"12";"5";"3";"12";
"Pankasz";"9,27";"447,0";"303,0";"22";"12";"7";"7";
"Pinkamindszent";"11,01";"172,0";"114,0";"3";"1";" ";"1";
"Rádóckölked";"18,95";"303,0";"205,0";"6";"2";"1";"1";
"Szaknyér";"2,93";"58,0";"37,0";"4";"1";" ";"1";
"Szalafõ";"27,37";"191,0";"135,0";"4";"2";" ";"6";
"Szarvaskend";"10,34";"204,0";"141,0";"2";" ";" ";"3";
"Szatta";"6,01";"65,5";"44,0";"2";"1";"1";"2";
"Szõce";"18,71";"287,5";"207,0";"9";"4";"3";"4";
"Vasalja";"11,24";"332,0";"214,0";"5";"1";" ";"2";
"Velemér";"9,55";"68,0";"42,0";"3";"2";"1";" ";
"Viszák";"10,13";"248,0";"179,0";"6";"2";"1";" ";
"Kõszegi járás";"286,45";"25838,5";"17466,0";"417";"176";"112";"66";
"Bozsok";"20,91";"360,5";"241,0";"4";"2";"1";"2";
"Bük";"20,86";"3715,0";"2616,0";"69";"28";"16";"2";
"Cák";"6,48";"260,0";"187,0";"2";" ";" ";"1";
"Csepreg";"49,54";"3289,5";"2224,0";"53";"26";"20";"9";
"Gyöngyösfalu";"9,65";"1123,0";"768,0";"10";"5";"3";"2";
"Horvátzsidány";"12,17";"811,5";"547,0";"9";"5";"3";"2";
"Iklanberény";"2,96";"44,5";"26,0";"1";"1";" ";" ";
"Kiszsidány";"4,93";"81,5";"57,0";"2";"2";"2";"2";
"Kõszeg";"54,66";"11915,5";"7941,0";"205";"74";"46";"32";
"Kõszegdoroszló";"9,65";"245,0";"174,0";"5";"4";"3";" ";
"Kõszegpaty";"12,25";"182,0";"121,0";"2";"1";"1";"1";
"Kõszegszerdahely";"7,37";"480,0";"341,0";"12";"5";"2";"4";
"Lócs";"5,13";"119,0";"73,0";"1";"1";"1";" ";
"Lukácsháza";"9,36";"1091,0";"726,0";"15";"7";"6";" ";
"Nemescsó";"7,38";"277,5";"188,0";"4";" ";" ";"1";
"Ólmod";"3,66";"113,0";"74,0";" ";" ";" ";"1";
"Peresznye";"10,73";"611,0";"380,0";"1";"1";" ";"2";
"Pusztacsó";"7,26";"172,0";"121,0";"2";"1";" ";" ";
"Tormásliget";"7,53";"285,0";"205,0";"7";"6";"4";"1";
"Tömörd";"15,36";"283,5";"201,0";"7";"4";"3";"2";
"Velem";"8,61";"378,5";"255,0";"6";"3";"1";"2";
"Sárvári járás";"685,46";"39135,5";"26053,0";"576";"217";"147";"119";
"Bejcgyertyános";"31,43";"431,5";"298,0";"10";"2";"1";" ";
"Bõ";"10,65";"787,5";"526,0";"5";"1";" ";"2";
"Bögöt";"4,99";"393,0";"258,0";"4";"2";"2";"5";
"Bögöte";"20,74";"274,0";"173,0";"7";"1";"1";"2";
"Chernelházadamonya";"7,85";"205,5";"144,0";"2";" ";" ";" ";
"Csánig";"8,19";"318,5";"208,0";"2";"1";" ";" ";
"Csénye";"19,12";"697,5";"493,0";"6";"3";"2";" ";
"Gérce";"18,30";"1206,0";"763,0";"17";"6";"4";"2";
"Gór";"10,99";"314,0";"192,0";"3";"2";" ";" ";
"Hegyfalu";"11,89";"759,5";"469,0";"12";"7";"6";"3";
"Hosszúpereszteg";"37,00";"619,0";"385,0";"12";"6";"4";"8";
"Ikervár";"35,34";"1763,5";"1203,0";"20";"7";"4";" ";
"Jákfa";"20,11";"489,5";"318,0";"5";"2";"2";"3";
"Káld";"42,44";"1036,0";"725,0";"23";"7";"7";"4";
"Kenéz";"7,17";"273,5";"183,0";"1";" ";" ";" ";
"Megyehíd";"5,99";"317,0";"229,0";"1";"1";"1";"1";
"Meggyeskovácsi";"24,64";"716,5";"484,0";"31";"18";"11";"3";
"Mesterháza";"4,19";"145,5";"98,0";"3";"1";"1";" ";
"Nagygeresd";"9,40";"275,0";"190,0";"3";"1";"1";"4";
"Nemesládony";"5,67";"129,0";"81,0";"1";"1";" ";"2";
"Nick";"11,40";"500,5";"331,0";"6";"2";"1";"3";
"Nyõgér";"10,73";"346,5";"231,0";"8";"4";"3";"3";
"Ölbõ";"23,53";"702,0";"473,0";"21";"10";"7";"3";
"Pecöl";"17,31";"762,0";"513,0";"6";"5";"4";"2";
"Porpác";"6,20";"132,5";"87,0";"3";"2";"2";"4";
"Pósfa";"5,35";"252,5";"160,0";"10";"3";"1";"2";
"Rábapaty";"21,41";"1632,5";"1095,0";"30";"10";"6";"1";
"Répcelak";"13,82";"2635,0";"1677,0";"25";"12";"7";"6";
"Répceszentgyörgy";"5,75";"119,0";"82,0";"1";" ";" ";" ";
"Sajtoskál";"9,41";"342,0";"227,0";"1";"1";"1";" ";
"Sárvár";"64,65";"15263,5";"10255,0";"212";"65";"46";"31";
"Simaság";"10,13";"518,5";"323,0";"8";"4";"3";"2";
"Sitke";"27,20";"735,0";"498,0";"14";"6";"3";"1";
"Sótony";"14,93";"649,0";"458,0";"14";"6";"3";"2";
"Szeleste";"20,75";"671,0";"443,0";"6";"2";"2";"8";
"Tompaládony";"9,44";"289,0";"173,0";"8";"3";"3";" ";
"Uraiújfalu";"19,08";"843,5";"575,0";"15";"6";"5";"3";
"Vámoscsalád";"11,78";"288,5";"181,0";"2";"1";"1";"3";
"Vásárosmiske";"13,42";"380,0";"259,0";"5";"3";"2";"2";
"Vasegerszeg";"12,72";"366,0";"211,0";"1";"1";" ";"1";
"Vashosszúfalu";"13,92";"341,0";"221,0";"9";"2";" ";"2";
"Zsédeny";"6,43";"214,5";"160,0";"3";" ";" ";"1";
"Szentgotthárdi járás";"255,04";"14978,0";"10107,0";"258";"114";"78";"59";
"Alsószölnök";"10,02";"337,0";"251,0";"9";"3";"2";" ";
"Apátistvánfalva";"12,86";"381,5";"250,0";"6";"2";"1";" ";
"Csörötnek";"20,53";"876,0";"599,0";"27";"13";"6";"10";
"Felsõszölnök";"23,56";"569,0";"407,0";"13";"7";"7";"7";
"Gasztony";"14,27";"420,5";"289,0";"11";"7";"4";"1";
"Kétvölgy";"6,28";"84,5";"57,0";"2";"2";"2";"1";
"Kondorfa";"21,61";"493,0";"294,0";"7";"3";"1";"4";
"Magyarlak";"7,62";"806,5";"538,0";"15";"6";"4";"2";
"Nemesmedves";"4,74";"27,0";"19,0";"1";"1";"1";"1";
"Orfalu";"6,94";"78,5";"63,0";"3";"1";" ";" ";
"Rábagyarmat";"16,79";"771,0";"554,0";"12";"4";"3";"7";
"Rátót";"7,27";"225,0";"153,0";" ";" ";" ";" ";
"Rönök";"17,22";"375,0";"264,0";"16";"8";"7";"17";
"Szakonyfalu";"11,19";"352,0";"253,0";"11";"6";"6";"5";
"Szentgotthárd";"67,73";"8839,0";"5888,0";"116";"49";"33";" ";
"Vasszentmihály";"6,41";"342,5";"228,0";"9";"2";"1";"4";
"Szombathelyi járás";"646,36";"111383,5";"73111,0";"1690";"779";"509";"204";
"Acsád";"14,34";"670,5";"360,0";"7";"2";"1";"1";
"Balogunyom";"12,12";"1101,0";"788,0";"18";"10";"6";"1";
"Bozzai";"4,43";"292,0";"202,0";"4";"1";"1";"3";
"Bucsu";"16,54";"554,5";"356,0";"10";"6";"4";"1";
"Csempeszkopács";"5,40";"312,5";"229,0";"3";" ";" ";"2";
"Dozmat";"8,54";"266,0";"183,0";"1";"1";" ";" ";
"Felsõcsatár";"17,90";"486,0";"347,0";"2";" ";" ";"1";
"Gencsapáti";"22,39";"2671,5";"1794,0";"33";"10";"8";"5";
"Gyanógeregye";"7,07";"140,5";"102,0";"3";"1";"1";"3";
"Horvátlövõ";"6,16";"220,0";"171,0";"2";"1";"1";" ";
"Ják";"44,95";"2521,0";"1742,0";"47";"19";"12";"7";
"Kisunyom";"10,00";"433,0";"291,0";"6";"1";" ";"1";
"Meszlen";"12,02";"195,5";"123,0";"7";"5";"4";"2";
"Nárai";"15,99";"1430,0";"952,0";"14";"4";"3";"2";
"Narda";"10,35";"486,0";"338,0";"8";"6";"5";" ";
"Nemesbõd";"9,14";"616,5";"410,0";"6";" ";" ";"1";
"Nemeskolta";"7,34";"338,5";"223,0";"8";"2";"1";"2";
"Perenye";"16,22";"657,5";"464,0";"5";"3";" ";"2";
"Pornóapáti";"15,14";"351,0";"236,0";"7";" ";" ";"1";
"Rábatöttös";"6,48";"200,5";"131,0";"8";"3";"1";"2";
"Rum";"16,85";"1211,0";"856,0";"19";"6";"5";"6";
"Salköveskút";"13,20";"466,0";"321,0";"3";" ";" ";"3";
"Sé";"6,03";"1376,0";"969,0";"17";"7";"4";"3";
"Sorkifalud";"17,37";"658,0";"443,0";"14";"7";"7";"2";
"Sorkikápolna";"8,86";"198,0";"128,0";"3";"2";"2";"1";
"Sorokpolány";"13,29";"787,5";"525,0";"11";"8";"4";"2";
"Söpte";"13,98";"717,0";"513,0";"8";"2";"1";"1";
"Szentpéterfa";"31,24";"1016,5";"679,0";"12";"3";"2";" ";
"Szombathely";"97,50";"78499,0";"50583,0";"1214";"574";"373";"104";
"Tanakajd";"11,82";"692,0";"481,0";"9";"3";"2";"2";
"Táplánszentkereszt";"20,08";"2572,5";"1702,0";"27";"15";"11";"8";
"Torony";"12,83";"2023,5";"1443,0";"35";"17";"8";"11";
"Vasasszonyfa";"10,65";"360,5";"248,0";"2";" ";" ";"1";
"Vaskeresztes";"9,12";"343,5";"230,0";"5";" ";" ";" ";
"Vassurány";"10,09";"798,5";"571,0";"8";" ";" ";"4";
"Vasszécseny";"17,95";"1265,0";"899,0";"17";"8";"5";"6";
"Vasszilvágy";"11,80";"394,0";"289,0";"9";"6";"5";"1";
"Vát";"23,27";"689,5";"477,0";"10";"4";"3";"1";
"Vép";"32,89";"3287,0";"2268,0";"64";"39";"27";"11";
"Zsennye";"5,02";"84,5";"44,0";"4";"3";"2";" ";
"Vasvári járás";"374,15";"13236,5";"8935,0";"400";"204";"130";"156";
"Alsóújlak";"21,02";"578,5";"395,0";"13";"9";"8";"3";
"Andrásfa";"8,23";"214,0";"138,0";"9";"6";"6";" ";
"Bérbaltavár";"25,67";"496,0";"331,0";"25";"12";"5";"6";
"Csehi";"9,34";"228,5";"164,0";"11";"3";"1";"4";
"Csehimindszent";"15,43";"363,0";"236,0";"10";"3";"2";"8";
"Csipkerek";"13,13";"327,5";"222,0";"11";"8";"6";"6";
"Egervölgy";"8,86";"341,5";"230,0";"7";"4";"1";"8";
"Gersekarát";"19,92";"637,5";"478,0";"27";"8";"3";"19";
"Gyõrvár";"16,60";"608,5";"443,0";"24";"13";"11";"16";
"Hegyhátszentpéter";"6,84";"144,5";"84,0";"2";" ";" ";"8";
"Kám";"15,30";"431,0";"313,0";"9";"5";"1";"3";
"Mikosszéplak";"18,66";"290,5";"187,0";"22";"9";"5";"5";
"Nagytilaj";"15,66";"126,5";"87,0";"4";"3";"3";"1";
"Olaszfa";"16,54";"360,0";"235,0";"11";"4";"3";"3";
"Oszkó";"20,31";"663,5";"430,0";"23";"12";"4";"10";
"Pácsony";"10,01";"260,5";"184,0";"5";"1";"1";"8";
"Petõmihályfa";"9,95";"210,5";"159,0";"5";"4";"4";"4";
"Püspökmolnári";"15,10";"875,0";"587,0";"27";"13";"9";"4";
"Rábahídvég";"22,41";"1007,0";"675,0";"38";"21";"16";"7";
"Sárfimizdó";"7,46";"78,0";"55,0";"2";"1";"1";"1";
"Szemenye";"11,80";"349,5";"251,0";"3";"1";"1";"3";
"Telekes";"10,81";"504,5";"378,0";"32";"22";"14";"10";
"Vasvár";"55,10";"4140,5";"2673,0";"80";"42";"25";"19";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,82";"267959,5";"172828,0";"6693";"2953";"1765";"2094";
"Keszthelyi járás";"535,89";"48542,5";"30791,0";"748";"294";"164";"245";
"Alsópáhok";"18,02";"1432,5";"931,0";"21";"11";"7";"3";
"Balatongyörök";"37,59";"1083,0";"670,0";"13";"4";"3";"2";
"Bókaháza";"6,70";"255,5";"181,0";"7";"7";"3";"7";
"Cserszegtomaj";"12,60";"3135,5";"2084,0";"37";"11";"6";"5";
"Dióskál";"19,63";"433,5";"281,0";"8";"5";"3";"17";
"Egeraracsa";"7,03";"291,5";"195,0";"10";"2";" ";"11";
"Esztergályhorváti";"16,68";"392,5";"273,0";"15";"10";"5";"6";
"Felsõpáhok";"7,27";"686,0";"458,0";"3";" ";" ";"4";
"Gétye";"6,66";"84,5";"54,0";"5";"3";"1";"2";
"Gyenesdiás";"18,50";"3656,0";"2323,0";"51";"26";"13";"2";
"Hévíz";"8,30";"4492,5";"2701,0";"41";"12";"6";"6";
"Karmacs";"14,21";"798,5";"526,0";"18";"5";"1";"6";
"Keszthely";"75,98";"19236,0";"11675,0";"268";"99";"59";"59";
"Ligetfalva";"4,73";"46,0";"27,0";"1";" ";" ";" ";
"Nemesbük";"9,98";"786,0";"476,0";"19";"8";"5";"3";
"Rezi";"29,77";"1263,0";"871,0";"25";"5";"2";"15";
"Sármellék";"35,37";"1885,5";"1263,0";"33";"12";"9";"13";
"Szentgyörgyvár";"11,65";"293,5";"212,0";"6";"3";"2";"1";
"Vállus";"21,80";"108,0";"86,0";"5";"2";"2";" ";
"Várvölgy";"25,04";"1032,0";"720,0";"21";"11";"3";"6";
"Vindornyafok";"3,50";"108,0";"77,0";"2";"1";" ";" ";
"Vindornyalak";"4,51";"60,5";"38,0";"3";"2";"1";" ";
"Vindornyaszõlõs";"10,55";"312,0";"207,0";"8";"3";"3";"2";
"Vonyarcvashegy";"14,29";"2325,0";"1549,0";"41";"14";"8";"10";
"Zalaapáti";"23,42";"1630,5";"1066,0";"28";"12";"10";"26";
"Zalacsány";"16,07";"926,5";"662,0";"21";"6";" ";"12";
"Zalaköveskút";"2,27";"25,5";"14,0";" ";" ";" ";"1";
"Zalaszántó";"37,73";"894,0";"596,0";"18";"10";"7";"9";
"Zalaszentmárton";"4,98";"53,5";"34,0";"2";"2";" ";"3";
"Zalavár";"31,06";"815,5";"541,0";"18";"8";"5";"14";
"Lenti járás";"624,19";"18311,5";"11702,0";"416";"191";"115";"286";
"Alsószenterzsébet";"9,63";"31,5";"22,0";"2";"1";"1";"2";
"Baglad";"4,86";"25,5";"11,0";"2";" ";" ";"4";
"Barlahida";"6,10";"106,0";"64,0";"3";"3";"1";" ";
"Belsõsárd";"9,79";"97,0";"76,0";"3";"1";" ";"1";
"Bödeháza";"6,67";"33,5";"15,0";"1";" ";" ";" ";
"Csesztreg";"23,00";"795,5";"487,0";"12";"6";"6";"8";
"Csömödér";"7,79";"611,0";"351,0";"10";"3";"3";"9";
"Dobri";"7,89";"134,0";"69,0";"5";"2";"2";"7";
"Felsõszenterzsébet";"8,24";"14,5";"7,0";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"68,0";"38,0";"3";"1";"1";"2";
"Gosztola";"6,98";"49,0";"27,0";" ";" ";" ";" ";
"Hernyék";"10,31";"66,5";"47,0";"2";"2";"2";"5";
"Iklódbördõce";"12,30";"266,5";"161,0";"7";"5";"2";"5";
"Kálócfa";"10,21";"144,5";"87,0";"5";"5";"1";"2";
"Kányavár";"4,20";"114,0";"69,0";"5";"4";"4";"5";
"Kerkabarabás";"10,29";"262,5";"166,0";"9";"4";"3";"7";
"Kerkafalva";"18,50";"96,0";"63,0";"3";"3";"2";"6";
"Kerkakutas";"20,07";"96,0";"49,0";"4";"2";"1";"10";
"Kerkateskánd";"8,94";"164,5";"130,0";"7";"1";"1";"7";
"Kissziget";"7,06";"159,5";"87,0";"9";"6";"5";"6";
"Kozmadombja";"7,63";"31,0";"15,0";" ";" ";" ";"2";
"Külsõsárd";"1,52";"68,0";"50,0";"2";" ";" ";"1";
"Lendvadedes";"4,02";"27,5";"20,0";"2";"1";" ";" ";
"Lendvajakabfa";"6,20";"29,5";"20,0";"2";"1";" ";" ";
"Lenti";"73,79";"7315,5";"4661,0";"94";"44";"20";"83";
"Lovászi";"9,67";"1200,5";"761,0";"36";"16";"9";"13";
"Magyarföld";"8,89";"37,5";"28,0";"2";"1";" ";"2";
"Márokföld";"7,44";"46,0";"33,0";"2";"1";"1";"1";
"Mikekarácsonyfa";"8,50";"341,5";"264,0";"14";"7";"5";"10";
"Nemesnép";"9,72";"110,0";"69,0";"4";"1";"1";"4";
"Nova";"39,29";"805,5";"566,0";"19";"7";"3";" ";
"Ortaháza";"7,03";"97,5";"68,0";"5";"3";"1";"1";
"Páka";"23,18";"1100,0";"700,0";"31";"10";"5";"14";
"Pórszombat";"15,52";"252,0";"173,0";"7";"2";"2";"1";
"Pördefölde";"19,12";"49,0";"32,0";"4";" ";" ";"5";
"Pusztaapáti";"10,59";"21,0";"11,0";" ";" ";" ";"2";
"Ramocsa";"2,73";"37,0";"25,0";"1";" ";" ";"2";
"Rédics";"25,33";"849,5";"588,0";"28";"13";"10";"12";
"Resznek";"18,42";"233,0";"162,0";"8";"5";"1";"12";
"Szécsisziget";"6,20";"186,5";"125,0";"4";"1";"1";"1";
"Szentgyörgyvölgy";"29,58";"360,0";"217,0";"13";"8";"7";"4";
"Szijártóháza";"3,78";"26,0";"20,0";" ";" ";" ";"3";
"Szilvágy";"24,27";"188,0";"109,0";"1";" ";" ";"1";
"Tormafölde";"18,86";"312,0";"186,0";"16";"5";"2";"1";
"Tornyiszentmiklós";"18,56";"513,0";"333,0";"14";"8";"5";"5";
"Zalabaksa";"16,11";"640,5";"384,0";"12";"5";"5";"13";
"Zalaszombatfa";"5,89";"47,0";"28,0";"1";"1";" ";"5";
"Zebecke";"4,45";"51,5";"28,0";"2";"2";"2";"2";
"Letenyei járás";"388,64";"15015,5";"9828,0";"552";"273";"148";"309";
"Bánokszentgyörgy";"32,54";"601,5";"397,0";"22";"16";"8";"12";
"Bázakerettye";"8,03";"766,0";"502,0";"17";"6";"3";"7";
"Becsehely";"36,08";"1936,5";"1315,0";"49";"22";"14";"10";
"Borsfa";"11,83";"672,5";"437,0";"23";"11";"5";"9";
"Bucsuta";"16,18";"207,5";"129,0";"7";"5";" ";"14";
"Csörnyeföld";"21,21";"376,0";"244,0";"17";"12";"8";"16";
"Kerkaszentkirály";"8,10";"205,5";"118,0";"1";" ";" ";" ";
"Kiscsehi";"11,43";"169,0";"112,0";"6";"4";"4";"2";
"Kistolmács";"12,20";"160,5";"109,0";"9";"4";"2";"1";
"Lasztonya";"8,77";"52,5";"31,0";"9";"5";"2";"1";
"Letenye";"41,74";"3917,5";"2490,0";"137";"71";"41";"72";
"Lispeszentadorján";"9,14";"252,0";"167,0";"20";"13";"6";"11";
"Maróc";"5,16";"59,5";"44,0";"3";" ";" ";"4";
"Molnári";"12,86";"685,5";"482,0";"27";"11";"4";"5";
"Murarátka";"12,04";"209,0";"129,0";"14";"7";"4";"8";
"Muraszemenye";"16,15";"533,0";"361,0";"15";"3";"2";"17";
"Oltárc";"29,53";"232,0";"142,0";"22";"5";"1";"15";
"Petrivente";"7,65";"317,5";"204,0";"14";"7";"6";"12";
"Pusztamagyaród";"16,02";"521,0";"341,0";"25";"13";"7";"16";
"Semjénháza";"4,70";"573,0";"377,0";"14";"8";"6";"6";
"Szentliszló";"6,89";"253,5";"175,0";"5";"1";" ";"5";
"Szentmargitfalva";"3,12";"64,0";"44,0";"4";"4";"2";"12";
"Tótszentmárton";"10,17";"736,5";"476,0";"33";"18";"12";"11";
"Tótszerdahely";"12,29";"1033,5";"656,0";"28";"10";"3";"11";
"Valkonya";"7,55";"55,0";"39,0";"1";"1";" ";"1";
"Várfölde";"14,87";"207,5";"167,0";"6";"2";"2";"11";
"Zajk";"12,39";"218,0";"140,0";"24";"14";"6";"20";
"Nagykanizsai járás";"907,91";"73669,5";"47445,0";"2498";"1209";"766";"581";
"Alsórajk";"8,45";"313,5";"213,0";"10";"5";"1";"6";
"Balatonmagyaród";"31,53";"384,5";"226,0";"21";"10";"6";"12";
"Belezna";"30,93";"701,5";"464,0";"32";"16";"12";"7";
"Bocska";"7,38";"278,5";"188,0";"12";"9";"6";"2";
"Börzönce";"5,60";"53,0";"33,0";"3";"2";"1";" ";
"Csapi";"10,11";"260,5";"127,0";"7";"5";"3";"5";
"Eszteregnye";"20,08";"629,5";"439,0";"30";"14";"8";"9";
"Felsõrajk";"20,54";"725,5";"474,0";"17";"8";"5";"6";
"Fityeház";"6,50";"635,5";"448,0";"19";"9";"5";"3";
"Fûzvölgy";"3,14";"129,5";"80,0";"1";"1";" ";"1";
"Galambok";"25,91";"1206,0";"775,0";"81";"37";"27";"28";
"Garabonc";"18,56";"624,5";"419,0";"39";"15";"10";"18";
"Gelse";"22,46";"1057,5";"707,0";"37";"23";"12";"9";
"Gelsesziget";"4,98";"248,5";"171,0";"7";"3";"3";"1";
"Hahót";"39,01";"966,5";"653,0";"33";"18";"9";"12";
