"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2019. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Csévharaszt";"49,24";"1997,5";"1443,0";"29";"10";"6";"6";
"Gomba";"39,71";"3101,5";"2153,0";"58";"27";"20";"10";
"Gyömrõ";"26,51";"19211,5";"12435,0";"206";"76";"47";"14";
"Káva";"11,31";"680,5";"471,0";"13";"5";"3";"3";
"Monor";"46,79";"18265,5";"12382,0";"276";"110";"74";"54";
"Monorierdõ";"15,07";"4462,5";"3106,0";"72";"27";"12";"10";
"Nyáregyháza";"32,01";"3759,0";"2629,0";"55";"27";"17";"11";
"Pánd";"22,21";"1906,0";"1301,0";"36";"19";"14";"17";
"Péteri";"11,89";"2446,0";"1727,0";"28";"15";"11";"13";
"Pilis";"47,35";"11784,5";"8022,0";"258";"119";"85";"34";
"Vasad";"33,41";"1938,5";"1381,0";"26";"9";"5";"9";
"Nagykátai járás";"687,96";"72561,5";"48566,0";"1721";"956";"652";"478";
"Farmos";"40,12";"3442,5";"2344,0";"100";"56";"42";"20";
"Kóka";"44,36";"4380,0";"2952,0";"75";"40";"29";"46";
"Mende";"27,15";"4200,0";"2815,0";"54";"29";"19";"6";
"Nagykáta";"81,61";"12334,5";"8133,0";"344";"203";"147";"63";
"Sülysáp";"47,19";"8664,5";"5782,0";"152";"82";"64";"25";
"Szentlõrinckáta";"20,15";"1931,0";"1289,0";"33";"10";"7";"18";
"Szentmártonkáta";"52,18";"4785,0";"3252,0";"136";"68";"48";"34";
"Tápióbicske";"48,48";"3425,5";"2286,0";"95";"56";"27";"32";
"Tápiógyörgye";"53,31";"3310,0";"2134,0";"76";"37";"26";"43";
"Tápióság";"33,54";"2622,0";"1752,0";"57";"33";"17";"16";
"Tápiószecsõ";"38,38";"6110,5";"4207,0";"87";"46";"28";"29";
"Tápiószele";"36,99";"5860,5";"3971,0";"193";"117";"78";"64";
"Tápiószentmárton";"102,91";"5369,0";"3592,0";"123";"56";"33";"48";
"Tóalmás";"39,40";"3510,0";"2339,0";"167";"106";"76";"24";
"Úri";"22,19";"2616,5";"1718,0";"29";"17";"11";"10";
"Nagykõrösi járás";"349,25";"27248,5";"17629,0";"907";"554";"428";"66";
"Kocsér";"67,28";"1829,5";"1171,0";"37";"21";"14";"17";
"Nagykõrös";"227,94";"23527,5";"15186,0";"759";"457";"355";"41";
"Nyársapát";"54,03";"1891,5";"1272,0";"111";"76";"59";"8";
"Pilisvörösvári járás";"130,81";"55983,0";"36296,0";"459";"213";"148";"22";
"Pilisborosjenõ";"9,27";"3834,0";"2473,0";"33";"13";"8";" ";
"Piliscsaba";"25,57";"8628,5";"5467,0";"82";"43";"33";"4";
"Pilisjászfalu";"6,97";"1677,5";"1158,0";"10";"4";"3";"2";
"Pilisszántó";"15,96";"2994,5";"1979,0";"36";"19";"13";"1";
"Pilisszentiván";"8,12";"4196,5";"2720,0";"36";"16";"11";"3";
"Pilisvörösvár";"24,30";"14359,0";"9406,0";"113";"46";"29";"4";
"Solymár";"17,86";"10685,0";"6796,0";"73";"32";"21";"2";
"Tinnye";"16,10";"1787,0";"1200,0";"21";"8";"5";"4";
"Üröm";"6,66";"7821,0";"5097,0";"55";"32";"25";"2";
"Ráckevei járás";"417,05";"37392,0";"24240,0";"758";"404";"270";"130";
"Apaj";"71,04";"1144,5";"754,0";"11";"5";"4";" ";
"Áporka";"17,47";"1176,0";"744,0";"13";"7";"5";"1";
"Dömsöd";"72,42";"5809,0";"3837,0";"231";"138";"98";"44";
"Kiskunlacháza";"93,50";"9023,0";"5968,0";"159";"75";"54";"10";
"Lórév";"9,88";"289,5";"194,0";"1";"1";"1";"6";
"Makád";"31,77";"1224,0";"797,0";"20";"8";"2";"14";
"Ráckeve";"64,09";"10702,5";"6831,0";"206";"117";"74";"32";
"Szigetbecse";"17,12";"1308,0";"855,0";"19";"6";"5";"5";
"Szigetcsép";"18,20";"2386,5";"1550,0";"32";"16";"9";"4";
"Szigetszentmárton";"10,73";"2312,0";"1466,0";"30";"15";"10";"4";
"Szigetújfalu";"10,83";"2017,0";"1244,0";"36";"16";"8";"10";
"Szentendrei járás";"326,58";"83234,0";"53936,0";"820";"367";"251";"49";
"Budakalász";"15,17";"11260,5";"7007,0";"87";"34";"21";"1";
"Csobánka";"22,76";"3463,5";"2438,0";"32";"14";"8";"5";
"Dunabogdány";"25,50";"3138,5";"2014,0";"18";"4";"3";"3";
"Kisoroszi";"10,94";"975,0";"644,0";"22";"8";"6";"1";
"Leányfalu";"15,37";"3840,0";"2419,0";"32";"17";"9";"4";
"Pilisszentkereszt";"17,21";"2162,5";"1479,0";"26";"12";"9";"3";
"Pilisszentlászló";"17,75";"1210,5";"807,0";"9";"5";"3";"2";
"Pócsmegyer";"13,08";"2465,0";"1722,0";"47";"20";"16";"3";
"Pomáz";"49,03";"17394,0";"11403,0";"159";"69";"48";"1";
"Szentendre";"43,82";"27008,0";"17285,0";"264";"135";"99";"9";
"Szigetmonostor";"23,51";"2618,0";"1762,0";"35";"9";"5";"12";
"Tahitótfalu";"39,17";"5838,5";"3885,0";"71";"32";"19";"5";
"Visegrád";"33,27";"1860,0";"1071,0";"18";"8";"5";" ";
"Szigetszentmiklósi járás";"211,28";"123437,0";"83099,0";"1342";"531";"320";"43";
"Délegyháza";"25,42";"4916,5";"3487,0";"53";"20";"10";"5";
"Dunaharaszti";"29,17";"22868,0";"15066,0";"206";"94";"61";"2";
"Dunavarsány";"22,52";"8415,5";"5629,0";"114";"38";"24";"2";
"Halásztelek";"8,64";"11359,0";"7598,0";"104";"42";"21";"4";
"Majosháza";"11,42";"1650,0";"1117,0";"11";"5";"4";"2";
"Szigethalom";"9,12";"17907,5";"12161,0";"220";"93";"62";"11";
"Szigetszentmiklós";"45,65";"39707,5";"26779,0";"459";"175";"103";"2";
"Taksony";"20,85";"6330,0";"4265,0";"52";"22";"12";"10";
"Tököl";"38,49";"10283,0";"6997,0";"123";"42";"23";"5";
"Szobi járás";"438,26";"24927,0";"15914,0";"353";"184";"109";"190";
"Bernecebaráti";"37,69";"835,5";"545,0";"12";"8";"3";"13";
"Ipolydamásd";"11,58";"372,5";"262,0";"9";"6";"2";"16";
"Ipolytölgyes";"13,67";"397,5";"316,0";"7";"4";"3";"2";
"Kemence";"42,75";"911,5";"578,0";"20";"13";"8";"17";
"Kismaros";"11,96";"2401,5";"1562,0";"31";"10";"3";"9";
"Kóspallag";"12,77";"720,0";"477,0";"10";"5";"4";"5";
"Letkés";"24,56";"1097,5";"755,0";"19";"11";"3";"17";
"Márianosztra";"20,27";"816,0";"567,0";"21";"7";"4";"11";
"Nagybörzsöny";"50,65";"651,5";"399,0";"16";"12";"7";"9";
"Nagymaros";"34,37";"4936,5";"3068,0";"73";"39";"24";"22";
"Perõcsény";"41,36";"299,5";"191,0";"7";"2";"1";"5";
"Szob";"17,97";"2542,0";"1669,0";"20";"7";"3";"17";
"Szokolya";"59,05";"1999,5";"1309,0";"18";"8";"7";"15";
"Tésa";"4,38";"77,5";"55,0";"3";"3";"3";"1";
"Vámosmikola";"25,27";"1630,0";"971,0";"27";"11";"7";"9";
"Verõce";"20,33";"3985,5";"2423,0";"53";"32";"23";"16";
"Zebegény";"9,63";"1253,0";"767,0";"7";"6";"4";"6";
"Váci járás";"360,06";"68644,0";"45078,0";"873";"391";"262";"154";
"Acsa";"26,94";"1386,5";"928,0";"25";"12";"4";"18";
"Csörög";"5,05";"2124,5";"1468,0";"49";"22";"13";"20";
"Csõvár";"17,17";"598,0";"388,0";"5";"1";" ";"3";
"Galgagyörk";"14,72";"997,5";"649,0";"24";"17";"16";"5";
"Kisnémedi";"13,86";"656,0";"423,0";"12";"7";"5";"4";
"Kosd";"34,09";"2383,5";"1602,0";"37";"18";"11";"13";
"Õrbottyán";"27,38";"7631,0";"5173,0";"77";"37";"33";"1";
"Penc";"21,34";"1572,0";"1075,0";"13";"5";"3";"8";
"Püspökhatvan";"24,72";"1395,5";"900,0";"30";"12";"10";"10";
"Püspökszilágy";"25,30";"724,5";"474,0";"5";"1";"1";"3";
"Rád";"17,74";"1953,0";"1324,0";"25";"7";"6";"7";
"Szõd";"13,54";"3765,5";"2551,0";"31";"12";"4";"6";
"Szõdliget";"7,31";"4624,0";"2985,0";"30";"10";"6";"8";
"Vác";"61,60";"32959,5";"21196,0";"432";"188";"124";"26";
"Vácduka";"8,40";"1670,5";"1095,0";"17";"12";"6";"11";
"Váchartyán";"12,11";"1790,5";"1238,0";"28";"12";"9";"4";
"Váckisújfalu";"10,70";"434,0";"271,0";"8";"6";"4";"1";
"Vácrátót";"18,09";"1978,0";"1338,0";"25";"12";"7";"6";
"Vecsési járás";"119,75";"50096,5";"33747,0";"507";"201";"136";"46";
"Ecser";"13,10";"3999,5";"2578,0";"31";"13";"8";"4";
"Maglód";"22,38";"12507,5";"8526,0";"123";"53";"40";"7";
"Üllõ";"48,10";"12353,5";"8426,0";"169";"68";"45";"14";
"Vecsés";"36,17";"21236,0";"14217,0";"184";"67";"43";"21";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,12";"2928526,0";"1924351,0";"65186";"28260";"16525";"19843";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,55";"1059495,5";"699730,0";"19052";"7392";"4231";"3833";
"Fejér megye";"4358,51";"418157,5";"277084,0";"7943";"3311";"1970";"1483";
"Bicskei járás";"578,25";"35820,5";"24148,0";"446";"160";"102";"85";
"Alcsútdoboz";"50,71";"1459,0";"935,0";"12";"6";"6";"12";
"Bicske";"77,08";"11493,0";"7762,0";"159";"45";"28";"20";
"Bodmér";"7,17";"232,5";"149,0";"1";"1";" ";" ";
"Csabdi";"17,02";"1277,5";"843,0";"12";"6";"3";"3";
"Csákvár";"118,76";"5406,5";"3662,0";"76";"27";"17";"11";
"Etyek";"53,27";"4163,5";"2814,0";"37";"12";"8";"1";
"Felcsút";"22,02";"1888,0";"1315,0";"21";"12";"9";"1";
"Gánt";"58,15";"853,5";"583,0";"8";"4";" ";"2";
"Mány";"44,72";"2439,0";"1657,0";"31";"11";"9";"10";
"Óbarok";"19,26";"802,0";"565,0";"18";"8";"4";"3";
"Szár";"22,63";"1743,0";"1166,0";"15";"5";"2";" ";
"Tabajd";"26,57";"946,0";"626,0";"15";"5";"4";"8";
"Újbarok";"1,49";"444,0";"294,0";"2";"1";"1";" ";
"Vértesacsa";"36,19";"1765,0";"1152,0";"28";"15";"9";"10";
"Vértesboglár";"23,21";"908,0";"625,0";"11";"2";"2";"4";
"Dunaújvárosi járás";"650,05";"89256,0";"58644,0";"2252";"1073";"673";"314";
"Adony";"61,05";"3921,5";"2599,0";"93";"35";"24";"11";
"Baracs";"55,18";"3426,5";"2365,0";"84";"37";"24";"10";
"Beloiannisz";"4,54";"1056,5";"742,0";"18";"13";"10";"6";
"Besnyõ";"44,64";"1735,0";"1171,0";"29";"16";"10";"8";
"Daruszentmiklós";"19,12";"1310,0";"909,0";"44";"19";"11";"19";
"Dunaújváros";"52,67";"43755,0";"28034,0";"1135";"538";"354";"123";
"Elõszállás";"39,98";"2231,5";"1467,0";"75";"28";"15";"15";
"Iváncsa";"25,17";"2813,5";"1873,0";"63";"33";"16";"10";
"Kisapostag";"9,58";"1391,0";"946,0";"27";"15";"4";"6";
"Kulcs";"16,73";"3190,5";"2232,0";"78";"40";"21";"11";
"Mezõfalva";"80,42";"4585,5";"3092,0";"149";"75";"44";"30";
"Nagykarácsony";"30,46";"1272,5";"854,0";"38";"15";"10";"8";
"Nagyvenyim";"43,68";"4115,5";"2685,0";"72";"31";"23";"13";
"Perkáta";"74,52";"3927,5";"2594,0";"125";"65";"37";"18";
"Pusztaszabolcs";"51,67";"5842,5";"3958,0";"132";"61";"38";"26";
"Rácalmás";"40,64";"4681,5";"3123,0";"90";"52";"32";" ";
"Enyingi járás";"433,14";"20111,5";"13600,0";"682";"318";"196";"244";
"Dég";"46,89";"2119,5";"1410,0";"56";"25";"16";"16";
"Enying";"82,78";"6630,0";"4438,0";"267";"125";"85";"56";
"Kisláng";"53,06";"2492,5";"1725,0";"83";"38";"28";"27";
"Lajoskomárom";"75,67";"2138,5";"1400,0";"43";"19";"8";"27";
"Lepsény";"39,08";"2976,0";"2034,0";"86";"39";"17";"14";
"Mátyásdomb";"35,39";"745,5";"530,0";"38";"24";"17";"11";
"Mezõkomárom";"29,05";"895,0";"595,0";"25";"8";"3";"36";
"Mezõszentgyörgy";"27,12";"1279,0";"917,0";"52";"23";"15";"30";
"Szabadhídvég";"44,10";"835,5";"551,0";"32";"17";"7";"27";
"Gárdonyi járás";"306,82";"33911,5";"21965,0";"452";"144";"91";"76";
"Gárdony";"63,53";"11882,0";"7569,0";"180";"54";"40";"26";
"Kápolnásnyék";"41,50";"3892,5";"2568,0";"46";"17";"11";"6";
"Nadap";"6,93";"677,0";"444,0";"8";"5";"4";"2";
"Pákozd";"43,30";"3265,5";"2237,0";"32";"13";"7";"10";
"Pázmánd";"27,14";"2209,0";"1453,0";"21";"3";"2";"10";
"Sukoró";"16,27";"1746,0";"1092,0";"20";"4";"1";"10";
"Szabadegyháza";"41,64";"1976,5";"1361,0";"42";"19";"9";" ";
"Velence";"33,37";"6614,0";"4132,0";"73";"18";"10";"5";
"Vereb";"22,32";"760,5";"504,0";"5";"1";" ";"5";
"Zichyújfalu";"10,82";"888,5";"605,0";"25";"10";"7";"2";
"Martonvásári járás";"277,13";"26948,0";"18235,0";"466";"236";"139";"72";
"Baracska";"39,68";"2733,0";"1863,0";"30";"6";"2";"6";
"Ercsi";"65,31";"8025,0";"5361,0";"280";"164";"100";"35";
"Gyúró";"24,37";"1289,0";"885,0";"13";"4";"1";"1";
"Kajászó";"23,98";"1101,0";"776,0";"12";"8";"6";" ";
"Martonvásár";"31,25";"5717,0";"3773,0";"39";"14";"8";"5";
"Ráckeresztúr";"35,30";"3458,5";"2388,0";"59";"25";"15";"9";
"Tordas";"16,76";"2147,0";"1499,0";"13";"6";"3";"1";
"Vál";"40,48";"2477,5";"1690,0";"20";"9";"4";"15";
"Móri járás";"417,55";"34017,5";"23019,0";"532";"175";"105";"104";
"Bakonycsernye";"38,13";"3024,5";"2046,0";"52";"13";"9";"16";
"Balinka";"18,62";"867,5";"588,0";"24";"8";"6";"3";
"Bodajk";"28,98";"3980,0";"2726,0";"64";"17";"11";"11";
"Csákberény";"41,37";"1138,0";"738,0";"22";"11";"4";"8";
"Csókakõ";"10,92";"1464,0";"948,0";"15";"9";"5";"3";
"Fehérvárcsurgó";"29,64";"1972,5";"1335,0";"28";"7";"3";"3";
"Isztimér";"53,88";"916,0";"605,0";"12";"3";"2";"2";
"Kincsesbánya";"10,87";"1380,0";"957,0";"24";"10";"8";"5";
"Magyaralmás";"22,42";"1587,5";"1054,0";"16";"5";"4";"4";
"Mór";"108,61";"13894,5";"9414,0";"221";"79";"45";"36";
"Nagyveleg";"13,17";"663,5";"441,0";"10";"2";"1";"6";
"Pusztavám";"34,69";"2524,0";"1706,0";"39";"11";"7";"5";
"Söréd";"6,25";"605,5";"461,0";"5";" ";" ";"2";
"Sárbogárdi járás";"653,52";"26962,0";"17957,0";"909";"382";"208";"313";
"Alap";"48,29";"1828,0";"1250,0";"46";"17";"13";"18";
"Alsószentiván";"39,65";"610,0";"410,0";"17";"7";"4";"12";
"Cece";"58,85";"2578,5";"1744,0";"70";"38";"28";"43";
"Hantos";"36,96";"955,0";"641,0";"20";"8";"3";"11";
"Igar";"41,19";"852,0";"589,0";"48";"24";"11";"32";
"Mezõszilas";"64,97";"1991,0";"1183,0";"54";"22";"16";"16";
"Nagylók";"32,44";"1064,0";"704,0";"25";"7";"2";"6";
"Sárbogárd";"189,33";"11804,0";"7906,0";"411";"159";"73";"108";
"Sáregres";"26,16";"728,0";"522,0";"17";"8";"6";"9";
"Sárkeresztúr";"46,75";"2470,5";"1603,0";"118";"62";"31";"29";
"Sárszentágota";"45,50";"1294,0";"893,0";"54";"16";"13";"16";
"Vajta";"23,43";"787,0";"512,0";"29";"14";"8";"13";
"Székesfehérvári járás";"1042,05";"151130,5";"99516,0";"2204";"823";"456";"275";
"Aba";"88,05";"4419,5";"3082,0";"77";"27";"17";"16";
"Bakonykúti";"12,45";"165,0";"108,0";"1";"1";"1";" ";
"Csór";"41,49";"1826,0";"1262,0";"23";"7";"5";"8";
"Csõsz";"17,11";"967,5";"673,0";"20";"6";"4";"11";
"Füle";"30,32";"846,5";"555,0";"19";"8";"5";"7";
"Iszkaszentgyörgy";"26,27";"2114,5";"1463,0";"36";"20";"12";"5";
"Jenõ";"5,56";"1278,0";"898,0";"21";"9";"6";"3";
"Káloz";"47,79";"2304,0";"1544,0";"49";"25";"17";"19";
"Kõszárhegy";"5,90";"1495,5";"1061,0";"24";"11";"3";"4";
"Lovasberény";"60,62";"2622,5";"1793,0";"40";"20";"10";"14";
"Moha";"9,88";"595,5";"417,0";"12";"7";"3";" ";
"Nádasdladány";"26,35";"1721,0";"1193,0";"29";"15";"10";"9";
"Pátka";"40,38";"1759,0";"1193,0";"50";"23";"9";"21";
"Polgárdi";"72,16";"6931,5";"4736,0";"106";"39";"19";"14";
"Sárkeresztes";"23,27";"1490,5";"1005,0";"20";"8";"3";"7";
"Sárkeszi";"14,79";"613,0";"446,0";"7";"2";"2";"8";
"Sárosd";"48,12";"3257,0";"2196,0";"71";"23";"7";"18";
"Sárszentmihály";"37,40";"2968,0";"2037,0";"42";"16";"9";"18";
"Seregélyes";"78,19";"4250,5";"3001,0";"63";"15";"3";"21";
"Soponya";"49,96";"1715,5";"1188,0";"30";"5";"2";"21";
"Szabadbattyán";"33,66";"4572,0";"3098,0";"91";"35";"24";"7";
"Székesfehérvár";"170,89";"96734,5";"62133,0";"1290";"479";"272";"7";
"Tác";"45,69";"1727,0";"1155,0";"19";"5";"3";"15";
"Úrhida";"7,25";"2550,0";"1743,0";"27";"8";"7";"9";
"Zámoly";"48,50";"2206,5";"1536,0";"37";"9";"3";"13";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,35";"300101,0";"199739,0";"4650";"1639";"907";"809";
"Esztergomi járás";"537,46";"91230,5";"59578,0";"1309";"495";"305";"230";
"Annavölgy";"4,83";"916,5";"615,0";"23";"7";"3";"7";
"Bajna";"37,26";"1862,0";"1214,0";"36";"18";"7";"6";
"Bajót";"16,44";"1688,0";"1099,0";"26";"12";"10";"6";
"Csolnok";"18,71";"3049,5";"2003,0";"51";"24";"12";"3";
"Dág";"11,89";"909,5";"602,0";"22";"12";"9";"3";
"Dorog";"11,54";"11475,0";"7563,0";"196";"67";"35";"22";
"Dömös";"24,01";"1160,0";"748,0";"17";"9";"6";"5";
"Epöl";"12,52";"621,5";"412,0";"14";"9";"7";"4";
"Esztergom";"100,09";"28154,5";"17906,0";"315";"98";"60";"60";
"Kesztölc";"22,00";"2567,0";"1710,0";"42";"20";"14";"4";
"Lábatlan";"26,37";"4849,0";"3207,0";"72";"25";"17";"10";
"Leányvár";"7,25";"1812,0";"1176,0";"20";"7";"5";"2";
"Máriahalom";"10,84";"592,0";"419,0";"16";"7";"5";"3";
"Mogyorósbánya";"7,32";"827,5";"528,0";"8";"1";"1";"2";
"Nagysáp";"24,78";"1432,0";"888,0";"32";"25";"14";"10";
"Nyergesújfalu";"39,63";"7317,5";"4818,0";"68";"20";"11";"15";
"Piliscsév";"24,90";"2424,0";"1678,0";"34";"14";"10";"5";
"Pilismarót";"44,57";"2081,0";"1338,0";"34";"12";"7";"16";
