"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2011. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Pusztavacs";"77";"38";"22";" ";
"Táborfalva";"200";"106";"48";" ";
"Tatárszentgyörgy";"173";"106";"52";" ";
"Újhartyán";"87";"38";"15";" ";
"Újlengyel";"53";"27";"10";" ";
"Dunakeszi járás";"1852";"924";"406";" ";
"Csomád";"21";"13";"9";" ";
"Dunakeszi";"923";"463";"198";" ";
"Fót";"481";"229";"101";" ";
"Göd";"427";"219";"98";" ";
"Érdi járás";"3043";"1743";"776";" ";
"Diósd";"135";"75";"32";" ";
"Érd";"1725";"1011";"434";" ";
"Pusztazámor";"26";"15";"5";" ";
"Sóskút";"101";"60";"33";" ";
"Százhalombatta";"523";"299";"146";" ";
"Tárnok";"222";"125";"57";" ";
"Törökbálint";"311";"158";"69";" ";
"Gödöllõi járás";"4037";"1976";"983";" ";
"Csömör";"148";"65";"31";" ";
"Dány";"270";"136";"76";" ";
"Erdõkertes";"308";"140";"75";" ";
"Gödöllõ";"901";"410";"196";" ";
"Isaszeg";"346";"192";"92";" ";
"Kerepes";"385";"199";"119";" ";
"Kistarcsa";"243";"101";"41";" ";
"Mogyoród";"140";"60";"30";" ";
"Nagytarcsa";"71";"35";"11";" ";
"Pécel";"386";"197";"80";" ";
"Szada";"91";"40";"19";" ";
"Vácszentlászló";"67";"33";"11";" ";
"Valkó";"182";"126";"80";" ";
"Veresegyház";"370";"171";"85";" ";
"Zsámbok";"129";"71";"37";" ";
"Gyáli járás";"1327";"689";"302";" ";
"Alsónémedi";"116";"59";"26";" ";
"Felsõpakony";"118";"51";"15";" ";
"Gyál";"683";"364";"162";" ";
"Ócsa";"410";"215";"99";" ";
"Monori járás";"2913";"1496";"721";" ";
"Bénye";"39";"17";"5";" ";
"Csévharaszt";"88";"33";"15";" ";
"Gomba";"135";"68";"31";" ";
"Gyömrõ";"644";"345";"175";" ";
"Káva";"33";"20";"9";" ";
"Monor";"767";"371";"166";" ";
"Monorierdõ";"179";"103";"61";" ";
"Nyáregyháza";"165";"72";"31";" ";
"Pánd";"115";"65";"25";" ";
"Péteri";"91";"46";"21";" ";
"Pilis";"580";"318";"161";" ";
"Vasad";"77";"38";"21";" ";
"Nagykátai járás";"3595";"1853";"796";" ";
"Farmos";"189";"109";"48";" ";
"Kóka";"167";"77";"28";" ";
"Mende";"167";"83";"43";" ";
"Nagykáta";"550";"312";"119";" ";
"Sülysáp";"308";"138";"55";" ";
"Szentlõrinckáta";"58";"21";"8";" ";
"Szentmártonkáta";"284";"117";"45";" ";
"Tápióbicske";"232";"139";"61";" ";
"Tápiógyörgye";"197";"84";"34";" ";
"Tápióság";"95";"39";"14";" ";
"Tápiószecsõ";"240";"118";"51";" ";
"Tápiószele";"440";"225";"111";" ";
"Tápiószentmárton";"337";"184";"84";" ";
"Tóalmás";"216";"133";"67";" ";
"Úri";"115";"74";"28";" ";
"Nagykõrösi járás";"2103";"1014";"449";" ";
"Kocsér";"105";"48";"17";" ";
"Nagykõrös";"1833";"900";"404";" ";
"Nyársapát";"165";"66";"28";" ";
"Pilisvörösvári járás";"1043";"577";"249";" ";
"Pilisborosjenõ";"69";"36";"14";" ";
"Piliscsaba";"208";"117";"60";" ";
"Pilisjászfalu";"42";"23";"8";" ";
"Pilisszántó";"61";"32";"17";" ";
"Pilisszentiván";"90";"57";"28";" ";
"Pilisvörösvár";"291";"163";"66";" ";
"Solymár";"134";"62";"24";" ";
"Tinnye";"49";"29";"13";" ";
"Üröm";"99";"58";"19";" ";
"Ráckevei járás";"1461";"642";"250";" ";
"Apaj";"35";"16";"5";" ";
"Áporka";"34";"10";"3";" ";
"Dömsöd";"318";"124";"52";" ";
"Kiskunlacháza";"361";"167";"52";" ";
"Lórév";"10";"4";" ";" ";
"Makád";"47";"18";"7";" ";
"Ráckeve";"405";"191";"87";" ";
"Szigetbecse";"42";"18";"5";" ";
"Szigetcsép";"73";"44";"25";" ";
"Szigetszentmárton";"76";"34";"7";" ";
"Szigetújfalu";"60";"16";"7";" ";
"Szentendrei járás";"1895";"865";"371";" ";
"Budakalász";"242";"117";"64";" ";
"Csobánka";"98";"53";"28";" ";
"Dunabogdány";"68";"26";"11";" ";
"Kisoroszi";"31";"17";"8";" ";
"Leányfalu";"66";"28";"11";" ";
"Pilisszentkereszt";"44";"22";"7";" ";
"Pilisszentlászló";"34";"22";"8";" ";
"Pócsmegyer";"59";"29";"7";" ";
"Pomáz";"411";"160";"65";" ";
"Szentendre";"598";"291";"111";" ";
"Szigetmonostor";"79";"32";"21";" ";
"Tahitótfalu";"120";"53";"24";" ";
"Visegrád";"45";"15";"6";" ";
"Szigetszentmiklósi járás";"2534";"1206";"410";" ";
"Délegyháza";"96";"48";"15";" ";
"Dunaharaszti";"421";"217";"89";" ";
"Dunavarsány";"194";"78";"24";" ";
"Halásztelek";"176";"69";"23";" ";
"Majosháza";"41";"20";"8";" ";
"Szigethalom";"403";"193";"67";" ";
"Szigetszentmiklós";"811";"386";"124";" ";
"Taksony";"133";"75";"26";" ";
"Tököl";"259";"120";"34";" ";
"Szobi járás";"932";"461";"189";" ";
"Bernecebaráti";"57";"22";"12";" ";
"Ipolydamásd";"18";"11";"7";" ";
"Ipolytölgyes";"11";"4";" ";" ";
"Kemence";"57";"26";"11";" ";
"Kismaros";"66";"33";"12";" ";
"Kóspallag";"25";"18";"9";" ";
"Letkés";"36";"24";"6";" ";
"Márianosztra";"45";"23";"13";" ";
"Nagybörzsöny";"40";"21";"2";" ";
"Nagymaros";"148";"70";"28";" ";
"Perõcsény";"11";"5";"1";" ";
"Szob";"80";"37";"14";" ";
"Szokolya";"79";"43";"20";" ";
"Tésa";"3";"1";"1";" ";
"Vámosmikola";"84";"38";"14";" ";
"Verõce";"124";"63";"31";" ";
"Zebegény";"48";"22";"8";" ";
"Váci járás";"2401";"1167";"481";" ";
"Acsa";"80";"46";"17";" ";
"Csörög";"132";"50";"28";" ";
"Csõvár";"21";"12";"4";" ";
"Galgagyörk";"64";"26";"10";" ";
"Kisnémedi";"25";"15";"4";" ";
"Kosd";"128";"68";"27";" ";
"Õrbottyán";"223";"106";"54";" ";
"Penc";"52";"23";"9";" ";
"Püspökhatvan";"56";"25";"7";" ";
"Püspökszilágy";"25";"16";"7";" ";
"Rád";"57";"28";"7";" ";
"Szõd";"115";"56";"15";" ";
"Szõdliget";"110";"46";"23";" ";
"Vác";"1146";"558";"232";" ";
"Vácduka";"27";"16";"7";" ";
"Váchartyán";"65";"42";"13";" ";
"Váckisújfalu";"21";"13";"7";" ";
"Vácrátót";"54";"21";"10";" ";
"Vecsési járás";"1294";"639";"250";" ";
"Ecser";"78";"40";"13";" ";
"Maglód";"312";"153";"61";" ";
"Üllõ";"405";"211";"89";" ";
"Vecsés";"499";"235";"87";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";
"Dunántúl";"152087";"70189";"33566";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"50740";"23168";"11032";" ";
"Fejér megye";"21146";"10598";"5349";" ";
"Bicskei járás";"1373";"680";"326";" ";
"Alcsútdoboz";"56";"32";"14";" ";
"Bicske";"490";"245";"135";" ";
"Bodmér";"7";"4";" ";" ";
"Csabdi";"51";"23";"10";" ";
"Csákvár";"214";"105";"36";" ";
"Etyek";"126";"57";"21";" ";
"Felcsút";"50";"20";"9";" ";
"Gánt";"19";"9";"4";" ";
"Mány";"99";"56";"31";" ";
"Óbarok";"44";"19";"11";" ";
"Szár";"38";"18";"8";" ";
"Tabajd";"43";"23";"13";" ";
"Újbarok";"8";"3";"1";" ";
"Vértesacsa";"86";"45";"20";" ";
"Vértesboglár";"42";"21";"13";" ";
"Dunaújvárosi járás";"4472";"2210";"1147";" ";
"Adony";"155";"78";"46";" ";
"Baracs";"139";"78";"40";" ";
"Beloiannisz";"66";"34";"14";" ";
"Besnyõ";"95";"37";"16";" ";
"Daruszentmiklós";"83";"50";"18";" ";
"Dunaújváros";"2293";"1167";"647";" ";
"Elõszállás";"138";"79";"42";" ";
"Iváncsa";"119";"56";"22";" ";
"Kisapostag";"58";"35";"19";" ";
"Kulcs";"107";"52";"29";" ";
"Mezõfalva";"293";"125";"61";" ";
"Nagykarácsony";"91";"47";"24";" ";
"Nagyvenyim";"139";"72";"32";" ";
"Perkáta";"270";"107";"55";" ";
"Pusztaszabolcs";"255";"114";"39";" ";
"Rácalmás";"171";"79";"43";" ";
"Enyingi járás";"1720";"771";"394";" ";
"Dég";"165";"72";"36";" ";
"Enying";"638";"295";"147";" ";
"Kisláng";"219";"96";"63";" ";
"Lajoskomárom";"139";"60";"27";" ";
"Lepsény";"260";"94";"41";" ";
"Mátyásdomb";"49";"28";"12";" ";
"Mezõkomárom";"54";"22";"11";" ";
"Mezõszentgyörgy";"131";"69";"36";" ";
"Szabadhídvég";"65";"35";"21";" ";
"Gárdonyi járás";"1305";"612";"291";" ";
"Gárdony";"418";"165";"77";" ";
"Kápolnásnyék";"142";"70";"31";" ";
"Nadap";"36";"15";"9";" ";
"Pákozd";"139";"67";"26";" ";
"Pázmánd";"87";"45";"20";" ";
"Sukoró";"34";"19";"9";" ";
"Szabadegyháza";"131";"65";"40";" ";
"Velence";"185";"96";"48";" ";
"Vereb";"56";"30";"18";" ";
"Zichyújfalu";"77";"40";"13";" ";
"Martonvásári járás";"1385";"752";"312";" ";
"Baracska";"126";"65";"35";" ";
"Ercsi";"645";"373";"149";" ";
"Gyúró";"47";"21";"9";" ";
"Kajászó";"41";"15";"8";" ";
"Martonvásár";"182";"73";"30";" ";
"Ráckeresztúr";"203";"127";"43";" ";
"Tordas";"53";"26";"10";" ";
"Vál";"88";"52";"28";" ";
"Móri járás";"1250";"536";"246";" ";
"Bakonycsernye";"133";"64";"30";" ";
"Balinka";"33";"16";"8";" ";
"Bodajk";"172";"66";"27";" ";
"Csákberény";"50";"24";"8";" ";
"Csókakõ";"46";"24";"9";" ";
"Fehérvárcsurgó";"74";"35";"15";" ";
"Isztimér";"19";"9";"3";" ";
"Kincsesbánya";"54";"24";"12";" ";
"Magyaralmás";"50";"12";"9";" ";
"Mór";"507";"214";"105";" ";
"Nagyveleg";"25";"15";"5";" ";
"Pusztavám";"67";"28";"13";" ";
"Söréd";"20";"5";"2";" ";
"Sárbogárdi járás";"2772";"1589";"910";" ";
"Alap";"151";"91";"52";" ";
"Alsószentiván";"57";"32";"12";" ";
"Cece";"269";"154";"100";" ";
"Hantos";"66";"31";"18";" ";
"Igar";"113";"73";"25";" ";
"Mezõszilas";"131";"79";"41";" ";
"Nagylók";"91";"39";"19";" ";
"Sárbogárd";"1204";"683";"406";" ";
"Sáregres";"71";"36";"15";" ";
"Sárkeresztúr";"396";"233";"155";" ";
"Sárszentágota";"120";"68";"39";" ";
"Vajta";"103";"70";"28";" ";
"Székesfehérvári járás";"6869";"3448";"1723";" ";
"Aba";"247";"117";"47";" ";
"Bakonykúti";"2";"2";"2";" ";
"Csór";"86";"42";"19";" ";
"Csõsz";"74";"24";"7";" ";
"Füle";"66";"26";"12";" ";
"Iszkaszentgyörgy";"90";"47";"29";" ";
"Jenõ";"70";"36";"15";" ";
"Káloz";"147";"87";"61";" ";
"Kõszárhegy";"85";"51";"24";" ";
"Lovasberény";"99";"56";"28";" ";
"Moha";"22";"12";"4";" ";
"Nádasdladány";"123";"62";"27";" ";
"Pátka";"102";"54";"23";" ";
"Polgárdi";"345";"160";"72";" ";
"Sárkeresztes";"61";"37";"18";" ";
"Sárkeszi";"35";"18";"9";" ";
"Sárosd";"190";"90";"48";" ";
"Sárszentmihály";"159";"76";"41";" ";
"Seregélyes";"205";"97";"49";" ";
"Soponya";"127";"61";"35";" ";
"Szabadbattyán";"255";"127";"65";" ";
"Székesfehérvár";"3964";"2010";"1016";" ";
"Tác";"88";"39";"18";" ";
"Úrhida";"99";"55";"28";" ";
"Zámoly";"128";"62";"26";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";
"Komárom-Esztergom megye";"12800";"5703";"2503";" ";
"Esztergomi járás";"4358";"2111";"1035";" ";
"Annavölgy";"35";"12";"4";" ";
"Bajna";"86";"36";"14";" ";
"Bajót";"107";"62";"31";" ";
"Csolnok";"106";"43";"19";" ";
"Dág";"47";"21";"12";" ";
"Dorog";"640";"306";"135";" ";
"Dömös";"48";"16";"8";" ";
"Epöl";"23";"9";"5";" ";
"Esztergom";"1386";"767";"429";" ";
"Kesztölc";"136";"70";"31";" ";
"Lábatlan";"254";"88";"44";" ";
"Leányvár";"77";"45";"17";" ";
"Máriahalom";"39";"13";"2";" ";
"Mogyorósbánya";"27";"13";"4";" ";
"Nagysáp";"86";"49";"26";" ";
"Nyergesújfalu";"254";"97";"36";" ";
"Piliscsév";"118";"65";"39";" ";
"Pilismarót";"107";"46";"19";" ";
"Sárisáp";"95";"43";"23";" ";
"Süttõ";"94";"41";"21";" ";
"Tát";"191";"79";"35";" ";
"Tokod";"185";"91";"42";" ";
"Tokodaltáró";"171";"70";"24";" ";
"Úny";"46";"29";"15";" ";
"Kisbéri járás";"1048";"462";"235";" ";
"Ácsteszér";"36";"11";"6";" ";
"Aka";"11";"4";"3";" ";
"Ászár";"65";"32";"11";" ";
"Bakonybánk";"36";"17";"7";" ";
"Bakonysárkány";"39";"11";"2";" ";
"Bakonyszombathely";"87";"34";"17";" ";
"Bársonyos";"41";"18";"7";" ";
"Császár";"120";"67";"45";" ";
"Csatka";"26";"8";"4";" ";
"Csép";"34";"18";"7";" ";
"Ete";"27";"9";"5";" ";
"Kerékteleki";"33";"9";"4";" ";
"Kisbér";"214";"89";"47";" ";
"Réde";"89";"41";"26";" ";
"Súr";"50";"34";"17";" ";
"Tárkány";"110";"43";"21";" ";
"Vérteskethely";"30";"17";"6";" ";
"Komáromi járás";"1584";"674";"266";" ";
"Ács";"319";"137";"48";" ";
"Almásfüzitõ";"79";"30";"11";" ";
"Bábolna";"101";"46";"24";" ";
"Bana";"74";"28";"16";" ";
"Csém";"34";"18";"11";" ";
"Kisigmánd";"34";"12";"4";" ";
"Komárom";"702";"302";"111";" ";
"Mocsa";"112";"47";"24";" ";
"Nagyigmánd";"129";"54";"17";" ";
"Oroszlányi járás";"1098";"428";"151";" ";
"Bokod";"64";"25";"9";" ";
"Dad";"43";"12";"4";" ";
"Kecskéd";"60";"21";"14";" ";
"Kömlõd";"56";"14";"2";" ";
"Oroszlány";"808";"330";"110";" ";
"Szákszend";"67";"26";"12";" ";
"Tatai járás";"1462";"588";"242";" ";
"Baj";"92";"41";"19";" ";
"Dunaalmás";"67";"35";"18";" ";
"Dunaszentmiklós";"19";"7";"2";" ";
"Kocs";"124";"52";"21";" ";
"Naszály";"100";"34";"13";" ";
"Neszmély";"52";"21";"6";" ";
"Szomód";"89";"28";"7";" ";
"Tardos";"60";"27";"11";" ";
"Tata";"846";"337";"141";" ";
"Vértestolna";"13";"6";"4";" ";
"Tatabányai járás";"3250";"1440";"574";" ";
"Gyermely";"35";"16";"5";" ";
"Héreg";"41";"18";"6";" ";
"Környe";"152";"71";"28";" ";
"Szárliget";"60";"27";"11";" ";
"Szomor";"35";"13";"5";" ";
"Tarján";"70";"32";"15";" ";
"Tatabánya";"2710";"1183";"474";" ";
"Várgesztes";"11";"5";"2";" ";
"Vértessomló";"33";"22";"9";" ";
"Vértesszõlõs";"103";"53";"19";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"16794";"6867";"3180";" ";
"Ajkai járás";"1502";"657";"313";" ";
"Ajka";"1070";"493";"232";" ";
"Csehbánya";"12";"5";"3";" ";
"Farkasgyepû";"6";"3";"3";" ";
"Halimba";"44";"16";"10";" ";
"Kislõd";"66";"20";"9";" ";
"Magyarpolány";"36";"20";"10";" ";
"Nyirád";"76";"27";"11";" ";
"Öcs";"19";"9";"8";" ";
"Szõc";"22";"8";"3";" ";
"Úrkút";"79";"25";"12";" ";
"Városlõd";"72";"31";"12";" ";
"Balatonalmádi járás";"1214";"448";"202";" ";
"Balatonakarattya";" ";" ";" ";" ";
"Balatonalmádi";"343";"144";"74";" ";
"Balatonfõkajár";"97";"23";"9";" ";
"Balatonfûzfõ";"197";"71";"27";" ";
"Balatonkenese";"175";"62";"27";" ";
"Csajág";"71";"26";"13";" ";
"Felsõörs";"59";"25";"9";" ";
"Királyszentistván";"33";"13";"5";" ";
"Küngös";"40";"19";"9";" ";
"Litér";"101";"36";"18";" ";
"Papkeszi";"98";"29";"11";" ";
"Balatonfüredi járás";"1069";"354";"163";" ";
"Alsóörs";"49";"11";"5";" ";
"Aszófõ";"16";"9";"5";" ";
"Balatonakali";"20";"8";"4";" ";
"Balatoncsicsó";"8";"4";"1";" ";
"Balatonfüred";"598";"188";"89";" ";
"Balatonszepezd";"19";"6";"1";" ";
"Balatonszõlõs";"30";"8";"3";" ";
"Balatonudvari";"12";"3";"2";" ";
"Csopak";"65";"21";"10";" ";
"Dörgicse";"14";"7";"4";" ";
"Lovas";"15";"5";"3";" ";
"Monoszló";"17";"7";"2";" ";
"Óbudavár";"3";"2";"1";" ";
"Örvényes";"10";"2";" ";" ";
"Paloznak";"14";"6";"2";" ";
"Pécsely";"29";"6";"2";" ";
"Szentantalfa";"20";"11";"4";" ";
"Szentjakabfa";"16";"5";"4";" ";
"Tagyon";"9";"8";"5";" ";
"Tihany";"53";"14";"7";" ";
"Vászoly";"9";"5";"2";" ";
"Zánka";"43";"18";"7";" ";
"Devecseri járás";"955";"373";"162";" ";
"Adorjánháza";"43";"14";"7";" ";
"Apácatorna";"6";"2";"2";" ";
"Borszörcsök";"43";"18";"6";" ";
"Csögle";"37";"18";"8";" ";
"Dabrony";"18";"8";"2";" ";
"Devecser";"277";"100";"49";" ";
"Doba";"11";"3";"2";" ";
"Egeralja";"25";"10";"6";" ";
"Iszkáz";"23";"9";"4";" ";
"Kamond";"16";"9";"5";" ";
"Karakószörcsök";"12";"6";"3";" ";
"Kerta";"36";"22";"9";" ";
"Kisberzseny";"3";" ";" ";" ";
"Kiscsõsz";"12";"5";" ";" ";
"Kispirit";"7";" ";" ";" ";
"Kisszõlõs";"16";"3";"2";" ";
"Kolontár";"41";"19";"7";" ";
"Nagyalásony";"20";"7";"5";" ";
"Nagypirit";"29";"6";"3";" ";
"Noszlop";"45";"8";"2";" ";
"Oroszi";"16";"10";"4";" ";
"Pusztamiske";"44";"21";"3";" ";
"Somlójenõ";"23";"13";"7";" ";
"Somlószõlõs";"28";"12";"3";" ";
"Somlóvásárhely";"74";"32";"13";" ";
"Somlóvecse";"6";"2";"1";" ";
"Tüskevár";"32";"11";"8";" ";
"Vid";"12";"5";"1";" ";
"Pápai járás";"3111";"1467";"692";" ";
"Adásztevel";"50";"20";"8";" ";
"Bakonyjákó";"37";"13";"6";" ";
"Bakonykoppány";"18";"8";"1";" ";
"Bakonypölöske";"30";"15";"6";" ";
"Bakonyság";"3";"2";"1";" ";
"Bakonyszentiván";"27";"13";"8";" ";
"Bakonyszücs";"34";"21";"10";" ";
"Bakonytamási";"58";"22";"12";" ";
"Béb";"17";"6";"6";" ";
"Békás";"17";"5";"2";" ";
"Csót";"78";"37";"9";" ";
"Dáka";"14";"7";"2";" ";
"Döbrönte";"11";"3";"1";" ";
"Egyházaskeszõ";"17";"9";"6";" ";
"Ganna";"14";"5";"2";" ";
"Gecse";"23";"15";"7";" ";
"Gic";"25";"10";"5";" ";
"Homokbödöge";"32";"18";"9";" ";
"Kemeneshõgyész";"13";"8";"2";" ";
"Kemenesszentpéter";"23";"11";"7";" ";
"Kup";"29";"17";"5";" ";
"Külsõvat";"20";"5";" ";" ";
"Lovászpatona";"97";"35";"16";" ";
"Magyargencs";"24";"13";"4";" ";
"Malomsok";"15";"6";"4";" ";
"Marcalgergelyi";"28";"11";"4";" ";
"Marcaltõ";"32";"16";"12";" ";
"Mezõlak";"50";"22";"6";" ";
"Mihályháza";"46";"24";"13";" ";
"Nagyacsád";"25";"11";"3";" ";
"Nagydém";"43";"24";"8";" ";
"Nagygyimót";"27";"15";"9";" ";
"Nagytevel";"27";"11";"5";" ";
"Nemesgörzsöny";"28";"10";"5";" ";
"Nemesszalók";"42";"7";"3";" ";
"Németbánya";"4";"1";" ";" ";
"Nóráp";"13";"3";"1";" ";
"Nyárád";"26";"12";"5";" ";
"Pápa";"1575";"781";"392";" ";
"Pápadereske";"10";"3";"1";" ";
"Pápakovácsi";"19";"9";"6";" ";
"Pápasalamon";"39";"13";"4";" ";
"Pápateszér";"94";"43";"16";" ";
"Takácsi";"56";"28";"14";" ";
"Ugod";"48";"23";"13";" ";
"Vanyola";"61";"30";"14";" ";
"Várkeszõ";"7";"2";"2";" ";
"Vaszar";"74";"38";"13";" ";
"Vinár";"11";"6";"4";" ";
"Sümegi járás";"1037";"429";"181";" ";
"Bazsi";"52";"20";"14";" ";
"Bodorfa";"15";"5";"1";" ";
"Csabrendek";"193";"86";"40";" ";
"Dabronc";"33";"14";"3";" ";
"Gógánfa";"75";"40";"13";" ";
"Gyepükaján";"33";"14";"5";" ";
"Hetyefõ";"5";"3";"2";" ";
"Hosztót";"5";"2";"2";" ";
"Káptalanfa";"41";"11";"3";" ";
"Megyer";"4";"1";"1";" ";
"Nemeshany";"25";"14";"6";" ";
"Rigács";"23";"9";"2";" ";
"Sümeg";"374";"143";"57";" ";
"Sümegprága";"37";"18";"11";" ";
"Szentimrefalva";"17";"6";"3";" ";
"Ukk";"23";"11";"4";" ";
"Veszprémgalsa";"15";"4";"2";" ";
"Zalaerdõd";"21";"8";"3";" ";
"Zalagyömörõ";"33";"14";"5";" ";
"Zalameggyes";"2";"1";" ";" ";
"Zalaszegvár";"11";"5";"4";" ";
"Tapolcai járás";"1641";"623";"352";" ";
"Ábrahámhegy";"8";"3";"1";" ";
"Badacsonytomaj";"81";"27";"15";" ";
"Badacsonytördemic";"43";"19";"11";" ";
"Balatonederics";"65";"22";"13";" ";
"Balatonhenye";"13";"2";" ";" ";
"Balatonrendes";"4";"2";" ";" ";
"Gyulakeszi";"39";"19";"11";" ";
"Hegyesd";"10";"6";"4";" ";
"Hegymagas";"14";"8";"4";" ";
"Kapolcs";"25";"7";"5";" ";
"Káptalantóti";"26";"8";"3";" ";
"Kékkút";"3";"1";"1";" ";
"Kisapáti";"31";"11";"8";" ";
"Kõvágóörs";"52";"15";"9";" ";
"Köveskál";"44";"9";"7";" ";
"Lesencefalu";"27";"19";"12";" ";
"Lesenceistvánd";"70";"26";"17";" ";
"Lesencetomaj";"51";"24";"16";" ";
"Mindszentkálla";"30";"6";"4";" ";
"Monostorapáti";"75";"25";"14";" ";
"Nemesgulács";"45";"16";"7";" ";
"Nemesvita";"23";"6";"3";" ";
"Raposka";"13";"6";"2";" ";
"Révfülöp";"37";"11";"7";" ";
"Salföld";"1";"1";"1";" ";
"Sáska";"13";"7";"4";" ";
"Szentbékkálla";"15";"5";"2";" ";
"Szigliget";"44";"9";"7";" ";
"Taliándörögd";"31";"9";"8";" ";
"Tapolca";"594";"252";"139";" ";
"Uzsa";"19";"10";"3";" ";
"Vigántpetend";"16";"6";"3";" ";
"Zalahaláp";"79";"26";"11";" ";
"Várpalotai járás";"2229";"847";"325";" ";
"Berhida";"506";"216";"78";" ";
"Jásd";"43";"23";"9";" ";
"Õsi";"154";"59";"23";" ";
"Öskü";"95";"29";"8";" ";
"Pétfürdõ";"197";"72";"24";" ";
"Tés";"58";"22";"6";" ";
"Várpalota";"1142";"414";"170";" ";
"Vilonya";"34";"12";"7";" ";
"Veszprémi járás";"2945";"1215";"599";" ";
"Bánd";"13";"4";"2";" ";
"Barnag";"11";"4";"2";" ";
"Eplény";"26";"13";"4";" ";
"Hajmáskér";"163";"54";"24";" ";
"Hárskút";"25";"9";"3";" ";
"Herend";"107";"30";"16";" ";
"Hidegkút";"13";"5";"4";" ";
"Márkó";"56";"11";"2";" ";
"Mencshely";"16";"4";"3";" ";
"Nagyvázsony";"58";"20";"7";" ";
"Nemesvámos";"84";"31";"13";" ";
"Pula";"11";"3";" ";" ";
"Sóly";"12";"1";" ";" ";
"Szentgál";"111";"40";"16";" ";
"Szentkirályszabadja";"107";"38";"12";" ";
"Tótvázsony";"43";"13";"4";" ";
"Veszprém";"2078";"929";"485";" ";
"Veszprémfajsz";"9";"6";"2";" ";
"Vöröstó";"2";" ";" ";" ";
"Zirci járás";"1091";"454";"191";" ";
"Bakonybél";"89";"45";"26";" ";
"Bakonynána";"43";"15";"7";" ";
"Bakonyoszlop";"42";"18";"6";" ";
"Bakonyszentkirály";"62";"24";"9";" ";
"Borzavár";"53";"21";"2";" ";
"Csesznek";"37";"16";"8";" ";
"Csetény";"99";"48";"18";" ";
"Dudar";"110";"34";"13";" ";
