"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2020. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Tokorcs";"6,40";"382,5";"267,0";"12";"6";"1";"3";
"Vönöck";"17,60";"697,0";"473,0";"15";"12";"6";"4";
"Körmendi járás";"614,53";"25606,5";"16917,0";"498";"227";"104";"129";
"Bajánsenye";"21,85";"475,5";"320,0";"6";"4";"3";"5";
"Csákánydoroszló";"26,61";"1727,0";"1161,0";"20";"9";"6";"3";
"Daraboshegy";"4,59";"93,0";"55,0";"5";"2";"1";"1";
"Döbörhegy";"11,75";"133,0";"93,0";"8";"6";"3";"1";
"Döröske";"4,40";"108,0";"74,0";"3";"2";"1";" ";
"Egyházashollós";"19,04";"523,5";"364,0";"14";"5";"4";"3";
"Egyházasrádóc";"24,79";"1270,0";"836,0";"16";"10";"3";"3";
"Felsõjánosfa";"3,06";"168,0";"110,0";"3";" ";" ";"3";
"Felsõmarác";"17,44";"228,5";"161,0";"8";"1";"1";" ";
"Halastó";"5,65";"68,0";"52,0";"3";"2";"1";"1";
"Halogy";"7,05";"241,5";"175,0";"12";"8";"6";"3";
"Harasztifalu";"7,89";"164,0";"133,0";"5";"3";"2";" ";
"Hegyháthodász";"8,08";"165,0";"103,0";"3";"2";"1";"1";
"Hegyhátsál";"4,58";"155,0";"107,0";"6";"2";"1";" ";
"Hegyhátszentjakab";"9,47";"251,0";"162,0";"4";"2";"2";"1";
"Hegyhátszentmárton";"12,74";"67,0";"48,0";"1";" ";" ";" ";
"Ispánk";"6,92";"101,0";"65,0";"2";"1";"1";"2";
"Ivánc";"17,14";"665,0";"483,0";"12";"6";"3";" ";
"Katafa";"4,81";"334,5";"225,0";"4";"2";"1";"1";
"Kemestaródfa";"6,35";"210,5";"151,0";"3";"1";" ";"3";
"Kercaszomor";"12,87";"166,0";"103,0";"4";" ";" ";"7";
"Kerkáskápolna";"9,20";"58,5";"39,0";"1";"1";"1";"2";
"Kisrákos";"11,06";"164,0";"104,0";"10";"5";" ";"1";
"Körmend";"52,79";"10883,5";"7017,0";"192";"80";"33";"21";
"Magyarnádalja";"3,85";"247,0";"176,0";"3";"2";" ";" ";
"Magyarszecsõd";"11,26";"408,5";"278,0";"11";"3";"1";"4";
"Magyarszombatfa";"15,94";"262,5";"152,0";"3";"1";" ";"7";
"Molnaszecsõd";"11,69";"411,0";"271,0";"6";" ";" ";"1";
"Nádasd";"35,60";"1312,0";"898,0";"30";"14";"6";"9";
"Nagykölked";"9,78";"157,5";"101,0";"5";"3";"2";" ";
"Nagymizdó";"6,76";"103,0";"63,0";" ";" ";" ";" ";
"Nagyrákos";"16,11";"235,5";"155,0";"7";"5";"1";"5";
"Nemesrempehollós";"12,05";"272,5";"182,0";"3";"2";" ";"3";
"Õrimagyarósd";"12,29";"220,0";"138,0";"7";"3";"3";"2";
"Õriszentpéter";"33,56";"1146,5";"706,0";"21";"11";"2";"9";
"Pankasz";"9,27";"440,0";"294,0";"22";"12";"5";"6";
"Pinkamindszent";"11,01";"174,0";"119,0";"3";"2";"2";"1";
"Rádóckölked";"18,95";"306,0";"214,0";"4";"1";" ";" ";
"Szaknyér";"2,93";"59,5";"38,0";"2";"1";"1";" ";
"Szalafõ";"27,37";"197,0";"145,0";"1";" ";" ";"8";
"Szarvaskend";"10,34";"207,5";"148,0";"4";" ";" ";"3";
"Szatta";"6,01";"64,0";"41,0";"1";"1";"1";"3";
"Szõce";"18,71";"300,5";"213,0";"8";"5";"2";"4";
"Vasalja";"11,24";"332,5";"216,0";"5";"2";"1";"2";
"Velemér";"9,55";"70,0";"40,0";"1";"1";"1";" ";
"Viszák";"10,13";"258,5";"188,0";"6";"4";"2";" ";
"Kõszegi járás";"286,45";"25972,5";"17322,0";"518";"238";"129";"64";
"Bozsok";"20,91";"360,5";"231,0";"4";"2";"2";"2";
"Bük";"20,86";"3768,5";"2552,0";"93";"36";"25";"3";
"Cák";"6,48";"266,5";"186,0";"4";" ";" ";"1";
"Csepreg";"49,54";"3308,5";"2225,0";"70";"34";"19";"9";
"Gyöngyösfalu";"9,65";"1160,0";"819,0";"11";"4";"1";"1";
"Horvátzsidány";"12,17";"817,0";"538,0";"11";"3";"2";"3";
"Iklanberény";"2,96";"43,5";"23,0";" ";" ";" ";" ";
"Kiszsidány";"4,93";"83,0";"55,0";"3";"3";"2";"1";
"Kõszeg";"54,66";"11946,5";"7846,0";"227";"115";"60";"30";
"Kõszegdoroszló";"9,65";"266,0";"186,0";"5";"3";"2";" ";
"Kõszegpaty";"12,25";"173,0";"119,0";"3";"2";"2";"1";
"Kõszegszerdahely";"7,37";"500,0";"350,0";"18";"5";"2";"3";
"Lócs";"5,13";"127,5";"79,0";"2";"1";"1";" ";
"Lukácsháza";"9,36";"1092,5";"733,0";"23";"7";"3";" ";
"Nemescsó";"7,38";"283,0";"192,0";"5";"2";"1";"3";
"Ólmod";"3,66";"113,5";"78,0";"4";"3";" ";"1";
"Peresznye";"10,73";"552,5";"336,0";"5";"1";"1";"1";
"Pusztacsó";"7,26";"175,5";"113,0";"4";"3";" ";"1";
"Tormásliget";"7,53";"281,0";"206,0";"10";"6";"4";"1";
"Tömörd";"15,36";"281,0";"203,0";"5";"2";" ";"1";
"Velem";"8,61";"373,0";"252,0";"11";"6";"2";"2";
"Sárvári járás";"685,46";"39048,0";"25441,0";"772";"337";"168";"121";
"Bejcgyertyános";"31,43";"423,0";"288,0";"11";"4";"2";"1";
"Bõ";"10,65";"790,5";"508,0";"13";"3";"1";"3";
"Bögöt";"4,99";"400,0";"266,0";"7";"2";"1";"4";
"Bögöte";"20,74";"278,5";"171,0";"10";"5";"3";"2";
"Chernelházadamonya";"7,85";"211,5";"147,0";"3";" ";" ";"1";
"Csánig";"8,19";"325,0";"211,0";"5";"1";" ";"1";
"Csénye";"19,12";"706,5";"512,0";"11";"8";"3";" ";
"Gérce";"18,30";"1217,0";"762,0";"30";"14";"8";"2";
"Gór";"10,99";"320,0";"196,0";"6";"4";" ";" ";
"Hegyfalu";"11,89";"761,0";"455,0";"14";"7";"7";"4";
"Hosszúpereszteg";"37,00";"618,5";"392,0";"10";"5";"3";"9";
"Ikervár";"35,34";"1753,0";"1165,0";"27";"10";"4";"2";
"Jákfa";"20,11";"489,0";"324,0";"11";"2";"2";"4";
"Káld";"42,44";"1049,0";"734,0";"29";"13";"7";"7";
"Kenéz";"7,17";"269,5";"176,0";"6";"3";" ";" ";
"Megyehíd";"5,99";"324,0";"238,0";"5";"3";"1";" ";
"Meggyeskovácsi";"24,64";"722,5";"474,0";"26";"16";"14";"3";
"Mesterháza";"4,19";"144,0";"98,0";"5";"3";"1";"1";
"Nagygeresd";"9,40";"276,5";"186,0";"4";"1";"1";"3";
"Nemesládony";"5,67";"142,0";"89,0";"2";" ";" ";"2";
"Nick";"11,40";"500,0";"332,0";"12";"4";"1";"2";
"Nyõgér";"10,73";"348,0";"227,0";"8";"3";"2";"2";
"Ölbõ";"23,53";"699,0";"461,0";"15";"11";"7";"3";
"Pecöl";"17,31";"753,0";"501,0";"7";"3";"3";"2";
"Porpác";"6,20";"141,5";"92,0";"5";"3";"2";"5";
"Pósfa";"5,35";"258,0";"159,0";"4";"2";"2";"1";
"Rábapaty";"21,41";"1649,0";"1100,0";"33";"18";"9";"2";
"Répcelak";"13,82";"2610,5";"1581,0";"37";"13";"8";"3";
"Répceszentgyörgy";"5,75";"122,0";"82,0";"3";"1";" ";"1";
"Sajtoskál";"9,41";"341,5";"230,0";"4";"1";"1";" ";
"Sárvár";"64,65";"15116,0";"9806,0";"302";"120";"46";"29";
"Simaság";"10,13";"509,0";"323,0";"13";"7";"4";"1";
"Sitke";"27,20";"722,5";"486,0";"14";"7";"6";"1";
"Sótony";"14,93";"672,0";"462,0";"22";"10";"7";"2";
"Szeleste";"20,75";"676,5";"457,0";"9";"4";"1";"10";
"Tompaládony";"9,44";"288,5";"173,0";"11";"6";"3";" ";
"Uraiújfalu";"19,08";"845,0";"574,0";"10";"5";"3";"1";
"Vámoscsalád";"11,78";"279,5";"178,0";"7";"3";" ";"2";
"Vásárosmiske";"13,42";"377,5";"255,0";"4";"1";"1";"2";
"Vasegerszeg";"12,72";"367,0";"208,0";"5";"1";" ";"2";
"Vashosszúfalu";"13,92";"348,5";"226,0";"9";"8";"4";"1";
"Zsédeny";"6,43";"202,5";"136,0";"3";"2";" ";" ";
"Szentgotthárdi járás";"255,04";"15018,0";"10006,0";"269";"156";"88";"48";
"Alsószölnök";"10,02";"337,0";"242,0";"5";"4";"3";"1";
"Apátistvánfalva";"12,86";"376,0";"239,0";"5";"3";"1";" ";
"Csörötnek";"20,53";"870,0";"607,0";"24";"14";"10";"8";
"Felsõszölnök";"23,56";"577,0";"408,0";"8";"8";"5";"5";
"Gasztony";"14,27";"427,0";"298,0";"7";"6";"5";"1";
"Kétvölgy";"6,28";"85,0";"61,0";"5";"3";"1";"1";
"Kondorfa";"21,61";"502,5";"286,0";"13";"7";"3";" ";
"Magyarlak";"7,62";"812,0";"529,0";"16";"8";"5";"2";
"Nemesmedves";"4,74";"27,0";"20,0";" ";" ";" ";"1";
"Orfalu";"6,94";"80,5";"59,0";"4";"2";"1";" ";
"Rábagyarmat";"16,79";"776,5";"550,0";"13";"7";"1";"3";
"Rátót";"7,27";"231,0";"159,0";"5";"3";" ";" ";
"Rönök";"17,22";"369,0";"257,0";"20";"14";"8";"18";
"Szakonyfalu";"11,19";"354,0";"265,0";"11";"8";"3";"3";
"Szentgotthárd";"67,73";"8846,5";"5790,0";"127";"66";"40";" ";
"Vasszentmihály";"6,41";"347,0";"236,0";"6";"3";"2";"5";
"Szombathelyi járás";"646,36";"111489,5";"72471,0";"2216";"1255";"667";"186";
"Acsád";"14,34";"661,0";"361,0";"5";"5";"2";" ";
"Balogunyom";"12,12";"1103,5";"774,0";"14";"12";"7";" ";
"Bozzai";"4,43";"301,0";"204,0";"5";"2";"1";"1";
"Bucsu";"16,54";"565,5";"374,0";"11";"8";"4";"1";
"Csempeszkopács";"5,40";"300,0";"213,0";"2";"1";" ";"2";
"Dozmat";"8,54";"272,0";"181,0";"2";" ";" ";" ";
"Felsõcsatár";"17,90";"495,5";"341,0";"5";"3";"1";"1";
"Gencsapáti";"22,39";"2677,0";"1770,0";"42";"16";"9";"4";
"Gyanógeregye";"7,07";"142,0";"102,0";"5";"1";"1";"3";
"Horvátlövõ";"6,16";"216,0";"164,0";"3";"2";"1";" ";
"Ják";"44,95";"2536,0";"1759,0";"42";"21";"12";"8";
"Kisunyom";"10,00";"436,0";"291,0";"6";"4";" ";" ";
"Meszlen";"12,02";"195,5";"117,0";"8";"5";"4";"1";
"Nárai";"15,99";"1469,0";"969,0";"17";"8";"4";"1";
"Narda";"10,35";"488,5";"341,0";"9";"5";"3";"1";
"Nemesbõd";"9,14";"619,0";"415,0";"7";"1";" ";"1";
"Nemeskolta";"7,34";"342,0";"232,0";"7";"2";"2";"2";
"Perenye";"16,22";"665,0";"480,0";"10";"6";"2";"2";
"Pornóapáti";"15,14";"345,5";"227,0";"2";"1";"1";" ";
"Rábatöttös";"6,48";"211,0";"141,0";"5";"2";"1";"1";
"Rum";"16,85";"1242,5";"854,0";"22";"12";"5";"4";
"Salköveskút";"13,20";"461,0";"317,0";"5";"4";"3";"4";
"Sé";"6,03";"1379,5";"949,0";"15";"11";"8";"4";
"Sorkifalud";"17,37";"641,0";"430,0";"11";"9";"6";"2";
"Sorkikápolna";"8,86";"194,0";"124,0";"3";"2";"1";"1";
"Sorokpolány";"13,29";"773,5";"513,0";"14";"7";"5";"1";
"Söpte";"13,98";"723,5";"495,0";"8";"6";"2";"2";
"Szentpéterfa";"31,24";"1012,5";"673,0";"21";"11";"5";" ";
"Szombathely";"97,50";"78457,5";"50052,0";"1663";"935";"495";"106";
"Tanakajd";"11,82";"706,5";"494,0";"10";"7";"2";"1";
"Táplánszentkereszt";"20,08";"2587,0";"1701,0";"40";"23";"13";"7";
"Torony";"12,83";"2055,0";"1445,0";"48";"29";"12";"4";
"Vasasszonyfa";"10,65";"366,5";"258,0";"7";"3";" ";" ";
"Vaskeresztes";"9,12";"349,0";"235,0";"2";"1";" ";" ";
"Vassurány";"10,09";"790,0";"547,0";"10";"2";" ";"4";
"Vasszécseny";"17,95";"1257,5";"881,0";"20";"14";"7";"4";
"Vasszilvágy";"11,80";"400,0";"277,0";"15";"7";"6";"1";
"Vát";"23,27";"683,0";"468,0";"14";"9";"7";"1";
"Vép";"32,89";"3285,0";"2252,0";"76";"55";"32";"10";
"Zsennye";"5,02";"84,0";"50,0";"5";"3";"3";"1";
"Vasvári járás";"374,15";"13156,0";"8752,0";"471";"269";"143";"124";
"Alsóújlak";"21,02";"587,5";"405,0";"25";"15";"6";"3";
"Andrásfa";"8,23";"205,5";"140,0";"8";"5";"5";"2";
"Bérbaltavár";"25,67";"473,5";"312,0";"26";"13";"8";"4";
"Csehi";"9,34";"227,0";"160,0";"6";"3";"1";"3";
"Csehimindszent";"15,43";"349,5";"231,0";"13";"7";"1";"5";
"Csipkerek";"13,13";"348,5";"235,0";"14";"11";"6";"3";
"Egervölgy";"8,86";"343,0";"234,0";"11";"7";" ";"6";
"Gersekarát";"19,92";"645,0";"482,0";"26";"16";"8";"15";
"Gyõrvár";"16,60";"600,5";"422,0";"19";"11";"6";"15";
"Hegyhátszentpéter";"6,84";"139,5";"84,0";"7";"5";"2";"5";
"Kám";"15,30";"436,5";"307,0";"8";"4";"3";"2";
"Mikosszéplak";"18,66";"292,5";"192,0";"21";"10";"9";"3";
"Nagytilaj";"15,66";"130,0";"83,0";"7";"4";"1";"1";
"Olaszfa";"16,54";"354,5";"238,0";"20";"11";"4";"2";
"Oszkó";"20,31";"662,0";"413,0";"20";"10";"6";"6";
"Pácsony";"10,01";"247,5";"177,0";"8";"5";"1";"7";
"Petõmihályfa";"9,95";"213,0";"160,0";"9";"3";"2";"3";
"Püspökmolnári";"15,10";"877,5";"562,0";"23";"13";"9";"3";
"Rábahídvég";"22,41";"987,0";"654,0";"41";"25";"17";"7";
"Sárfimizdó";"7,46";"74,0";"51,0";"1";" ";" ";"2";
"Szemenye";"11,80";"349,0";"257,0";"7";"3";"1";"3";
"Telekes";"10,81";"502,5";"368,0";"37";"27";"16";"8";
"Vasvár";"55,10";"4110,5";"2585,0";"114";"61";"31";"16";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,82";"266186,0";"169609,0";"8496";"4522";"2381";"1933";
"Keszthelyi járás";"535,89";"48796,5";"30682,0";"1568";"687";"266";"228";
"Alsópáhok";"18,02";"1461,5";"967,0";"56";"23";"10";"3";
"Balatongyörök";"37,59";"1150,5";"722,0";"26";"10";"4";" ";
"Bókaháza";"6,70";"264,5";"188,0";"16";"8";"3";"7";
"Cserszegtomaj";"12,60";"3221,5";"2145,0";"71";"26";"9";"4";
"Dióskál";"19,63";"425,0";"262,0";"18";"8";"4";"23";
"Egeraracsa";"7,03";"295,5";"195,0";"13";"6";"4";"13";
"Esztergályhorváti";"16,68";"390,0";"274,0";"19";"7";"5";"6";
"Felsõpáhok";"7,27";"694,5";"457,0";"20";"7";"1";"1";
"Gétye";"6,66";"82,0";"54,0";"5";"3";"1";"2";
"Gyenesdiás";"18,50";"3715,5";"2353,0";"101";"42";"16";"3";
"Hévíz";"8,30";"4455,0";"2667,0";"127";"58";"10";"5";
"Karmacs";"14,21";"809,0";"533,0";"33";"19";"3";"6";
"Keszthely";"75,98";"19128,5";"11449,0";"595";"252";"98";"60";
"Ligetfalva";"4,73";"47,0";"24,0";"3";"1";"1";" ";
"Nemesbük";"9,98";"792,5";"483,0";"25";"12";"6";"1";
"Rezi";"29,77";"1287,0";"878,0";"46";"17";"6";"14";
"Sármellék";"35,37";"1903,0";"1253,0";"81";"29";"12";"13";
"Szentgyörgyvár";"11,65";"305,0";"226,0";"6";"4";"1";"1";
"Vállus";"21,80";"106,0";"86,0";"6";"3";"2";" ";
"Várvölgy";"25,04";"1016,5";"696,0";"36";"19";"11";"4";
"Vindornyafok";"3,50";"112,0";"79,0";"7";"1";" ";"1";
"Vindornyalak";"4,51";"67,0";"43,0";"7";"5";"4";" ";
"Vindornyaszõlõs";"10,55";"313,0";"211,0";"14";"6";"3";"2";
"Vonyarcvashegy";"14,29";"2381,5";"1551,0";"58";"26";"13";"6";
"Zalaapáti";"23,42";"1619,5";"1028,0";"47";"24";"12";"23";
"Zalacsány";"16,07";"954,0";"672,0";"50";"25";"10";"8";
"Zalaköveskút";"2,27";"30,0";"18,0";"1";" ";" ";"1";
"Zalaszántó";"37,73";"906,5";"606,0";"44";"24";"8";"7";
"Zalaszentmárton";"4,98";"52,5";"34,0";"2";"2";"1";"2";
"Zalavár";"31,06";"810,5";"528,0";"35";"20";"8";"12";
"Lenti járás";"624,19";"18206,0";"11533,0";"522";"258";"136";"308";
"Alsószenterzsébet";"9,63";"26,0";"20,0";"2";"2";"1";"2";
"Baglad";"4,86";"23,0";"8,0";"1";"1";" ";"2";
"Barlahida";"6,10";"102,0";"53,0";"6";"3";"3";" ";
"Belsõsárd";"9,79";"96,5";"72,0";"5";"5";" ";"2";
"Bödeháza";"6,67";"35,5";"19,0";"1";" ";" ";" ";
"Csesztreg";"23,00";"796,5";"501,0";"20";"11";"8";"8";
"Csömödér";"7,79";"600,0";"363,0";"15";"4";"3";"9";
"Dobri";"7,89";"124,0";"65,0";"6";"2";"1";"7";
"Felsõszenterzsébet";"8,24";"14,0";"8,0";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"68,5";"45,0";"1";"1";"1";"3";
"Gosztola";"6,98";"49,5";"27,0";"1";"1";" ";" ";
"Hernyék";"10,31";"63,0";"45,0";"2";"1";" ";"3";
"Iklódbördõce";"12,30";"253,0";"151,0";"9";"6";"4";"5";
"Kálócfa";"10,21";"135,5";"78,0";"6";"4";"3";"2";
"Kányavár";"4,20";"115,5";"67,0";"2";"2";"2";"7";
"Kerkabarabás";"10,29";"261,5";"165,0";"8";"4";"4";"7";
"Kerkafalva";"18,50";"97,0";"65,0";"5";"2";"1";"5";
"Kerkakutas";"20,07";"98,0";"58,0";"5";"2";"1";"13";
"Kerkateskánd";"8,94";"172,5";"133,0";"5";"3";"3";"7";
"Kissziget";"7,06";"156,0";"91,0";"10";"5";"3";"9";
"Kozmadombja";"7,63";"24,0";"9,0";"1";" ";" ";"1";
"Külsõsárd";"1,52";"71,5";"49,0";"3";"2";" ";"1";
"Lendvadedes";"4,02";"27,5";"20,0";"2";"1";"1";" ";
"Lendvajakabfa";"6,20";"28,0";"16,0";" ";" ";" ";" ";
"Lenti";"73,79";"7229,5";"4504,0";"150";"72";"32";"74";
"Lovászi";"9,67";"1204,5";"758,0";"31";"15";"7";"24";
"Magyarföld";"8,89";"39,5";"25,0";"2";"2";"1";"1";
"Márokföld";"7,44";"49,0";"30,0";"1";"1";"1";"1";
"Mikekarácsonyfa";"8,50";"367,5";"254,0";"22";"13";"6";"10";
"Nemesnép";"9,72";"109,5";"71,0";"7";"3";" ";"3";
"Nova";"39,29";"809,0";"563,0";"26";"7";"4";" ";
"Ortaháza";"7,03";"104,0";"81,0";"6";"2";"2";"1";
"Páka";"23,18";"1101,5";"687,0";"42";"18";"11";"15";
"Pórszombat";"15,52";"248,0";"169,0";"8";"4";"1";"1";
"Pördefölde";"19,12";"50,5";"35,0";"3";" ";" ";"4";
"Pusztaapáti";"10,59";"19,5";"9,0";"1";" ";" ";"2";
"Ramocsa";"2,73";"36,5";"23,0";"1";" ";" ";"2";
"Rédics";"25,33";"865,0";"605,0";"30";"17";"9";"21";
"Resznek";"18,42";"231,0";"155,0";"9";"6";"4";"11";
"Szécsisziget";"6,20";"185,0";"129,0";"3";"3";"1";"2";
"Szentgyörgyvölgy";"29,58";"355,5";"223,0";"11";"6";"4";"4";
"Szijártóháza";"3,78";"30,0";"22,0";"2";" ";" ";" ";
"Szilvágy";"24,27";"187,5";"106,0";"3";" ";" ";"1";
"Tormafölde";"18,86";"309,0";"194,0";"10";"5";"2";"6";
"Tornyiszentmiklós";"18,56";"502,5";"328,0";"15";"9";"4";"10";
"Zalabaksa";"16,11";"634,0";"374,0";"18";"9";"5";"16";
"Zalaszombatfa";"5,89";"49,0";"31,0";"1";"1";" ";"4";
"Zebecke";"4,45";"50,5";"29,0";"4";"3";"3";"2";
"Letenyei járás";"388,64";"14898,5";"9677,0";"574";"343";"188";"309";
"Bánokszentgyörgy";"32,54";"594,5";"391,0";"30";"22";"9";"13";
"Bázakerettye";"8,03";"768,0";"489,0";"20";"10";"7";"2";
"Becsehely";"36,08";"1916,0";"1310,0";"71";"38";"15";"12";
"Borsfa";"11,83";"654,5";"418,0";"23";"14";"9";"13";
"Bucsuta";"16,18";"201,0";"124,0";"9";"5";"3";"12";
"Csörnyeföld";"21,21";"365,5";"235,0";"24";"14";"10";"13";
"Kerkaszentkirály";"8,10";"198,5";"116,0";"5";"1";" ";" ";
"Kiscsehi";"11,43";"163,0";"110,0";"8";"8";"5";"1";
"Kistolmács";"12,20";"153,0";"102,0";"5";"4";"3";"3";
"Lasztonya";"8,77";"43,0";"33,0";"4";"3";"2";"3";
"Letenye";"41,74";"3877,5";"2457,0";"148";"89";"52";"62";
"Lispeszentadorján";"9,14";"248,0";"164,0";"15";"12";"5";"9";
"Maróc";"5,16";"56,0";"36,0";"4";"3";"1";"5";
"Molnári";"12,86";"697,0";"494,0";"22";"12";"6";"9";
"Murarátka";"12,04";"203,5";"128,0";"16";"9";"6";"9";
"Muraszemenye";"16,15";"525,5";"342,0";"17";"10";"4";"13";
"Oltárc";"29,53";"233,5";"146,0";"11";"7";"5";"16";
"Petrivente";"7,65";"308,0";"197,0";"9";"4";"3";"13";
"Pusztamagyaród";"16,02";"513,5";"337,0";"18";"9";"7";"17";
"Semjénháza";"4,70";"564,0";"358,0";"22";"11";"7";"5";
"Szentliszló";"6,89";"246,0";"169,0";"5";"1";"1";"8";
"Szentmargitfalva";"3,12";"63,5";"42,0";"4";"4";"2";"11";
"Tótszentmárton";"10,17";"739,5";"475,0";"40";"27";"14";"11";
"Tótszerdahely";"12,29";"1069,0";"674,0";"21";"15";"8";"12";
"Valkonya";"7,55";"58,5";"44,0";"1";" ";" ";"1";
"Várfölde";"14,87";"221,0";"149,0";"9";"5";"3";"10";
"Zajk";"12,39";"217,5";"137,0";"13";"6";"1";"26";
"Nagykanizsai járás";"907,91";"72982,5";"46404,0";"2965";"1785";"1007";"457";
"Alsórajk";"8,45";"321,0";"222,0";"13";"10";"5";"6";
"Balatonmagyaród";"31,53";"380,5";"207,0";"18";"12";"6";"10";
"Belezna";"30,93";"689,0";"458,0";"36";"25";"20";"9";
"Bocska";"7,38";"274,0";"185,0";"19";"15";"8";"2";
"Börzönce";"5,60";"55,5";"33,0";"3";"2";"2";" ";
"Csapi";"10,11";"271,5";"138,0";"7";"4";"3";"6";
"Eszteregnye";"20,08";"632,0";"441,0";"30";"21";"10";"7";
"Felsõrajk";"20,54";"742,0";"504,0";"22";"13";"9";"8";
"Fityeház";"6,50";"633,5";"443,0";"10";"8";"5";"3";
"Fûzvölgy";"3,14";"128,5";"78,0";"2";"2";"1";"2";
"Galambok";"25,91";"1211,5";"805,0";"95";"49";"28";"27";
"Garabonc";"18,56";"628,5";"429,0";"45";"25";"13";"15";
"Gelse";"22,46";"1056,0";"709,0";"43";"25";"14";"6";
"Gelsesziget";"4,98";"252,5";"174,0";"5";"3";"1";"1";
"Hahót";"39,01";"961,5";"644,0";"50";"31";"17";"8";
"Homokkomárom";"16,70";"189,5";"143,0";"24";"16";"12";"3";
"Hosszúvölgy";"3,60";"163,0";"103,0";"2";"2";"1";" ";
"Kacorlak";"7,60";"172,5";"111,0";"8";"6";"4";"2";
"Kerecseny";"12,83";"208,5";"148,0";"15";"12";"4";"19";
"Kilimán";"5,72";"229,5";"161,0";"10";"4";" ";"5";
"Kisrécse";"3,42";"170,0";"117,0";"9";"6";"5";"1";
"Liszó";"25,91";"345,0";"232,0";"10";"6";"3";"5";
"Magyarszentmiklós";"4,19";"231,5";"148,0";"5";"2";"1";"2";
"Magyarszerdahely";"16,22";"463,5";"322,0";"11";"7";"4";"2";
"Miháld";"21,64";"690,0";"441,0";"52";"36";"23";"21";
"Murakeresztúr";"11,71";"1546,5";"1030,0";"68";"43";"23";"11";
"Nagybakónak";"17,94";"359,5";"256,0";"26";"13";"9";"9";
"Nagykanizsa";"148,40";"45738,5";"28552,0";"1650";"1014";"574";"58";
"Nagyrada";"12,85";"452,5";"313,0";"27";"16";"7";"6";
"Nagyrécse";"26,99";"1019,5";"681,0";"26";"16";"6";"6";
"Nemespátró";"12,26";"236,0";"152,0";"19";"11";"4";"3";
"Orosztony";"18,45";"360,0";"242,0";"30";"18";"11";"8";
"Pat";"8,33";"199,5";"130,0";"8";"5";"3";"8";
"Pölöskefõ";"12,32";"354,0";"225,0";"7";"5";"2";"4";
"Pötréte";"14,12";"248,0";"172,0";"11";"8";"3";"6";
"Rigyác";"15,36";"380,5";"271,0";"15";"9";"4";"6";
"Sand";"7,48";"350,5";"217,0";"14";"6";"5";"8";
"Sormás";"16,37";"838,0";"553,0";"34";"23";"10";"4";
"Surd";"21,94";"535,0";"348,0";"12";"9";"5";"4";
"Szepetnek";"30,39";"1503,0";"939,0";"60";"37";"19";"14";
"Újudvar";"16,31";"942,5";"653,0";"36";"19";"8";"11";
"Zalakaros";"17,17";"2089,0";"1364,0";"82";"32";"19";"4";
"Zalakomár";"54,88";"2768,5";"1696,0";"206";"103";"67";"87";
"Zalamerenye";"13,99";"170,0";"104,0";"8";"5";"3";"1";
"Zalasárszeg";"3,04";"122,0";"77,0";"8";"4";"3";"1";
"Zalaszabar";"16,95";"490,0";"311,0";"24";"12";"5";"13";
"Zalaszentbalázs";"20,99";"830,5";"507,0";"19";"12";"8";"3";
"Zalaszentjakab";"7,01";"258,5";"161,0";"27";"19";"6";"12";
"Zalaújlak";"9,65";"90,0";"54,0";"4";"4";"4";" ";
"Zalaegerszegi járás";"1044,66";"96812,0";"61891,0";"2573";"1334";"733";"434";
"Alibánfa";"5,84";"388,0";"252,0";"7";"5";"1";"2";
"Almásháza";"4,98";"82,0";"56,0";"4";"2";"1";"2";
"Alsónemesapáti";"14,51";"666,0";"451,0";"28";"16";"10";"12";
"Babosdöbréte";"12,52";"483,5";"322,0";"18";"11";"10";"5";
"Bagod";"16,37";"1208,5";"779,0";"34";"16";"12";"3";
"Bak";"23,05";"1568,0";"1026,0";"44";"24";"13";"4";
"Baktüttös";"9,71";"346,0";"244,0";"16";"14";"11";"3";
"Becsvölgye";"21,40";"734,5";"522,0";"27";"16";"10";"3";
"Bezeréd";"12,14";"131,5";"87,0";"4";"2";"1";"3";
"Bocfölde";"8,68";"1151,0";"793,0";"34";"18";"11";" ";
"Boncodfölde";"5,90";"349,5";"243,0";"13";"6";"2";"3";
"Böde";"9,17";"267,0";"174,0";"4";"1";" ";"5";
"Búcsúszentlászló";"1,54";"750,5";"499,0";"12";"5";"4";"7";
"Csatár";"7,79";"563,5";"370,0";"18";"9";"3";"7";
"Csertalakos";"1,99";"15,0";"6,0";"1";"1";" ";" ";
