"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2017. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Solymár";"96";"51";"37";"7";
"Tinnye";"29";"20";"11";"7";
"Üröm";"51";"34";"25";"4";
"Ráckevei járás";"884";"525";"356";"299";
"Apaj";"20";"8";"7";"6";
"Áporka";"10";"5";"4";"8";
"Dömsöd";"251";"165";"115";"95";
"Kiskunlacháza";"207";"120";"88";"26";
"Lórév";"1";"1";" ";"7";
"Makád";"19";"4";"1";"31";
"Ráckeve";"253";"151";"94";"84";
"Szigetbecse";"20";"11";"8";"6";
"Szigetcsép";"45";"26";"15";"9";
"Szigetszentmárton";"35";"22";"17";"8";
"Szigetújfalu";"23";"12";"7";"19";
"Szentendrei járás";"872";"464";"307";"211";
"Budakalász";"85";"46";"32";"12";
"Csobánka";"39";"14";"7";"22";
"Dunabogdány";"25";"15";"11";"11";
"Kisoroszi";"8";"4";"3";"7";
"Leányfalu";"44";"23";"18";"7";
"Pilisszentkereszt";"28";"10";"8";"14";
"Pilisszentlászló";"16";"8";"4";"6";
"Pócsmegyer";"33";"17";"8";"20";
"Pomáz";"171";"89";"57";"13";
"Szentendre";"305";"173";"118";"37";
"Szigetmonostor";"46";"29";"19";"25";
"Tahitótfalu";"57";"31";"19";"25";
"Visegrád";"15";"5";"3";"12";
"Szigetszentmiklósi járás";"1372";"668";"399";"177";
"Délegyháza";"49";"21";"12";"24";
"Dunaharaszti";"236";"120";"71";"28";
"Dunavarsány";"109";"58";"33";"19";
"Halásztelek";"94";"44";"28";"14";
"Majosháza";"22";"15";"13";"4";
"Szigethalom";"232";"123";"73";"29";
"Szigetszentmiklós";"446";"207";"122";"21";
"Taksony";"69";"23";"14";"27";
"Tököl";"115";"57";"33";"11";
"Szobi járás";"426";"210";"139";"337";
"Bernecebaráti";"10";"5";"1";"27";
"Ipolydamásd";"9";"5";"3";"23";
"Ipolytölgyes";"8";"3";"1";"8";
"Kemence";"26";"13";"8";"26";
"Kismaros";"35";"17";"13";"26";
"Kóspallag";"8";"2";" ";"11";
"Letkés";"18";"10";"4";"28";
"Márianosztra";"9";"4";"4";"21";
"Nagybörzsöny";"28";"17";"13";"11";
"Nagymaros";"97";"51";"36";"41";
"Perõcsény";"6";"4";"2";"7";
"Szob";"17";"5";"2";"35";
"Szokolya";"34";"20";"13";"25";
"Tésa";"3";"3";"3";"2";
"Vámosmikola";"38";"12";"9";"11";
"Verõce";"63";"33";"22";"30";
"Zebegény";"17";"6";"5";"5";
"Váci járás";"1004";"539";"345";"296";
"Acsa";"24";"11";"8";"26";
"Csörög";"69";"42";"27";"21";
"Csõvár";"8";"2";"2";"8";
"Galgagyörk";"31";"12";"11";"17";
"Kisnémedi";"12";"5";"5";"6";
"Kosd";"49";"27";"14";"19";
"Õrbottyán";"90";"50";"30";"11";
"Penc";"16";"8";"5";"17";
"Püspökhatvan";"32";"19";"14";"10";
"Püspökszilágy";"10";"5";"4";"5";
"Rád";"20";"12";"10";"9";
"Szõd";"17";"10";"5";"8";
"Szõdliget";"39";"25";"13";"18";
"Vác";"497";"264";"165";"83";
"Vácduka";"16";"8";"5";"15";
"Váchartyán";"33";"22";"14";"9";
"Váckisújfalu";"13";"1";"1";" ";
"Vácrátót";"28";"16";"12";"14";
"Vecsési járás";"616";"295";"198";"123";
"Ecser";"33";"7";"2";"10";
"Maglód";"180";"95";"63";"27";
"Üllõ";"181";"96";"70";"45";
"Vecsés";"222";"97";"63";"41";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";
"Dunántúl";"65353";"29630";"17166";"37091";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"18307";"7682";"4540";"8567";
"Fejér megye";"7969";"3496";"2131";"3164";
"Bicskei járás";"468";"193";"114";"158";
"Alcsútdoboz";"29";"16";"11";"14";
"Bicske";"146";"59";"33";"45";
"Bodmér";"5";"3";"2";"1";
"Csabdi";"15";"6";"5";"7";
"Csákvár";"63";"24";"12";"21";
"Etyek";"47";"16";"12";"5";
"Felcsút";"21";"9";"4";"9";
"Gánt";"9";"2";"1";"4";
"Mány";"40";"15";"11";"10";
"Óbarok";"20";"6";"3";"7";
"Szár";"18";"11";"7";"2";
"Tabajd";"16";"9";"3";"12";
"Újbarok";"5";"4";"2";" ";
"Vértesacsa";"26";"11";"6";"17";
"Vértesboglár";"8";"2";"2";"4";
"Dunaújvárosi járás";"2377";"1204";"780";"735";
"Adony";"84";"41";"30";"23";
"Baracs";"89";"37";"28";"16";
"Beloiannisz";"28";"20";"13";"6";
"Besnyõ";"21";"13";"8";"17";
"Daruszentmiklós";"49";"28";"13";"44";
"Dunaújváros";"1193";"609";"402";"283";
"Elõszállás";"70";"33";"16";"38";
"Iváncsa";"49";"23";"9";"23";
"Kisapostag";"39";"22";"14";"15";
"Kulcs";"78";"37";"27";"26";
"Mezõfalva";"169";"87";"51";"46";
"Nagykarácsony";"38";"16";"11";"36";
"Nagyvenyim";"82";"41";"25";"22";
"Perkáta";"127";"61";"40";"64";
"Pusztaszabolcs";"154";"80";"47";"50";
"Rácalmás";"107";"56";"46";"26";
"Enyingi járás";"598";"256";"132";"387";
"Dég";"50";"20";"8";"24";
"Enying";"255";"108";"59";"78";
"Kisláng";"72";"36";"23";"56";
"Lajoskomárom";"34";"17";"7";"53";
"Lepsény";"71";"29";"18";"34";
"Mátyásdomb";"32";"23";"5";"19";
"Mezõkomárom";"24";"6";"2";"48";
"Mezõszentgyörgy";"48";"14";"9";"24";
"Szabadhídvég";"12";"3";"1";"51";
"Gárdonyi járás";"400";"146";"87";"161";
"Gárdony";"146";"49";"30";"45";
"Kápolnásnyék";"42";"14";"10";"19";
"Nadap";"9";"3";"1";"3";
"Pákozd";"45";"21";"14";"16";
"Pázmánd";"15";"8";"5";"14";
"Sukoró";"11";"4";"3";"12";
"Szabadegyháza";"48";"20";"11";"16";
"Velence";"47";"17";"8";"19";
"Vereb";"6";"4";"1";"9";
"Zichyújfalu";"31";"6";"4";"8";
"Martonvásári járás";"510";"263";"148";"195";
"Baracska";"35";"15";"12";"22";
"Ercsi";"285";"154";"82";"77";
"Gyúró";"9";"4";"3";"12";
"Kajászó";"23";"17";"9";"6";
"Martonvásár";"45";"17";"10";"18";
"Ráckeresztúr";"66";"32";"19";"31";
"Tordas";"12";"7";"4";"7";
"Vál";"35";"17";"9";"22";
"Móri járás";"568";"201";"110";"125";
"Bakonycsernye";"54";"19";"8";"14";
"Balinka";"25";"10";"3";"4";
"Bodajk";"64";"23";"16";"16";
"Csákberény";"27";"8";"3";"10";
"Csókakõ";"22";"8";"7";"5";
"Fehérvárcsurgó";"26";"7";"5";"5";
"Isztimér";"14";"2";" ";"6";
"Kincsesbánya";"22";"11";"7";"5";
"Magyaralmás";"15";"8";"5";"5";
"Mór";"255";"93";"49";"32";
"Nagyveleg";"12";"2";"1";"7";
"Pusztavám";"30";"10";"6";"13";
"Söréd";"2";" ";" ";"3";
"Sárbogárdi járás";"853";"344";"199";"617";
"Alap";"36";"7";"6";"29";
"Alsószentiván";"8";"2";"2";"26";
"Cece";"82";"36";"23";"71";
"Hantos";"18";"6";"4";"21";
"Igar";"53";"31";"23";"54";
"Mezõszilas";"36";"10";"5";"40";
"Nagylók";"15";"4";"3";"14";
"Sárbogárd";"414";"164";"99";"206";
"Sáregres";"20";"6";"5";"18";
"Sárkeresztúr";"105";"48";"22";"93";
"Sárszentágota";"31";"14";"4";"26";
"Vajta";"35";"16";"3";"19";
"Székesfehérvári járás";"2195";"889";"561";"786";
"Aba";"85";"22";"16";"36";
"Bakonykúti";" ";" ";" ";"2";
"Csór";"32";"11";"5";"10";
"Csõsz";"17";"6";"5";"13";
"Füle";"22";"9";"6";"8";
"Iszkaszentgyörgy";"35";"17";"11";"8";
"Jenõ";"20";"6";"5";"2";
"Káloz";"41";"27";"19";"29";
"Kõszárhegy";"17";"7";"5";"7";
"Lovasberény";"46";"22";"15";"27";
"Moha";"7";"4";"1";"3";
"Nádasdladány";"40";"18";"10";"20";
"Pátka";"36";"10";"7";"41";
"Polgárdi";"131";"56";"33";"34";
"Sárkeresztes";"20";"8";"4";"12";
"Sárkeszi";"12";"6";"2";"12";
"Sárosd";"63";"25";"14";"66";
"Sárszentmihály";"56";"20";"14";"27";
"Seregélyes";"51";"17";"12";"41";
"Soponya";"29";"13";"12";"36";
"Szabadbattyán";"79";"36";"25";"23";
"Székesfehérvár";"1262";"509";"316";"261";
"Tác";"21";"9";"4";"22";
"Úrhida";"36";"16";"13";"19";
"Zámoly";"37";"15";"7";"27";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";
"Komárom-Esztergom megye";"4641";"1819";"1016";"2214";
"Esztergomi járás";"1380";"591";"354";"632";
"Annavölgy";"20";"8";"4";"13";
"Bajna";"35";"20";"13";"26";
"Bajót";"43";"29";"19";"14";
"Csolnok";"43";"19";"13";"16";
"Dág";"12";"7";"4";"6";
"Dorog";"209";"89";"43";"84";
"Dömös";"12";"6";"4";"14";
"Epöl";"7";"3";" ";"10";
"Esztergom";"366";"132";"80";"165";
"Kesztölc";"51";"25";"11";"12";
"Lábatlan";"74";"37";"27";"21";
"Leányvár";"24";"9";"6";"5";
"Máriahalom";"17";"4";"4";"7";
"Mogyorósbánya";"3";" ";" ";"6";
"Nagysáp";"30";"17";"14";"14";
"Nyergesújfalu";"91";"38";"23";"30";
"Piliscsév";"46";"17";"12";"26";
"Pilismarót";"22";"7";"4";"39";
"Sárisáp";"50";"21";"11";"24";
"Süttõ";"24";"14";"7";"26";
"Tát";"56";"22";"11";"22";
"Tokod";"83";"42";"25";"23";
"Tokodaltáró";"51";"20";"15";"21";
"Úny";"11";"5";"4";"8";
"Kisbéri járás";"371";"148";"79";"337";
"Ácsteszér";"15";"4";"3";"17";
"Aka";"12";"1";" ";"6";
"Ászár";"14";"2";"1";"14";
"Bakonybánk";"13";"2";" ";"7";
"Bakonysárkány";"19";"6";"2";"12";
"Bakonyszombathely";"23";"6";"1";"42";
"Bársonyos";"8";"4";"2";"13";
"Császár";"38";"20";"13";"23";
"Csatka";"5";"2";" ";"11";
"Csép";"1";" ";" ";"9";
"Ete";"12";"6";"5";"21";
"Kerékteleki";"7";"4";"1";"9";
"Kisbér";"120";"56";"31";"37";
"Réde";"16";"7";"3";"28";
"Súr";"22";"9";"8";"37";
"Tárkány";"33";"12";"5";"43";
"Vérteskethely";"13";"7";"4";"8";
"Komáromi járás";"587";"220";"129";"257";
"Ács";"115";"49";"32";"56";
"Almásfüzitõ";"33";"12";"3";"17";
"Bábolna";"44";"13";"9";"8";
"Bana";"18";"6";"4";"8";
"Csém";"13";"3";"3";"6";
"Kisigmánd";"7";"2";"1";"2";
"Komárom";"283";"100";"56";"123";
"Mocsa";"42";"22";"15";"15";
"Nagyigmánd";"32";"13";"6";"22";
"Oroszlányi járás";"438";"152";"77";"171";
"Bokod";"27";"9";"6";"12";
"Dad";"17";"6";"3";"11";
"Kecskéd";"27";"9";"4";"11";
"Kömlõd";"11";"6";"4";"10";
"Oroszlány";"335";"116";"56";"111";
"Szákszend";"21";"6";"4";"16";
"Tatai járás";"545";"194";"94";"229";
"Baj";"40";"18";"8";"21";
"Dunaalmás";"16";"5";"2";"8";
"Dunaszentmiklós";"1";"1";" ";"3";
"Kocs";"22";"7";"5";"11";
"Naszály";"27";"6";"3";"33";
"Neszmély";"36";"10";"5";"16";
"Szomód";"25";"3";"1";"5";
"Tardos";"26";"13";"7";"15";
"Tata";"346";"130";"62";"114";
"Vértestolna";"6";"1";"1";"3";
"Tatabányai járás";"1320";"514";"283";"588";
"Gyermely";"14";"9";"2";"10";
"Héreg";"15";"10";"4";"15";
"Környe";"63";"27";"14";"37";
"Szárliget";"28";"10";"7";"9";
"Szomor";"10";"2";" ";"12";
"Tarján";"21";"10";"6";"15";
"Tatabánya";"1101";"422";"233";"472";
"Várgesztes";"7";"2";"2";"3";
"Vértessomló";"11";"3";"3";"4";
"Vértesszõlõs";"50";"19";"12";"11";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Komárom-E megye területre nem bontható adatai";" ";" ";" ";" ";
"Veszprém megye";"5697";"2367";"1393";"3189";
"Ajkai járás";"655";"223";"137";"231";
"Ajka";"477";"163";"102";"123";
"Csehbánya";"8";"2";"2";"4";
"Farkasgyepû";"4";" ";" ";"3";
"Halimba";"22";"6";"4";"8";
"Kislõd";"17";"7";"4";"12";
"Magyarpolány";"10";"4";"2";"11";
"Nyirád";"34";"10";"8";"31";
"Öcs";"10";"3";"1";"2";
"Szõc";"11";"5";"4";"9";
"Úrkút";"27";"10";"5";"14";
"Városlõd";"35";"13";"5";"14";
"Balatonalmádi járás";"438";"183";"118";"195";
"Balatonakarattya";"17";"7";"6";"3";
"Balatonalmádi";"136";"49";"30";"45";
"Balatonfõkajár";"21";"9";"5";"15";
"Balatonfûzfõ";"62";"29";"18";"33";
"Balatonkenese";"65";"28";"23";"26";
"Csajág";"20";"7";"5";"13";
"Felsõörs";"22";"7";"5";"8";
"Királyszentistván";"11";"3";"2";"3";
"Küngös";"13";"7";"3";"24";
"Litér";"44";"18";"13";"11";
"Papkeszi";"27";"19";"8";"14";
"Balatonfüredi járás";"444";"160";"104";"162";
"Alsóörs";"18";"11";"3";"12";
"Aszófõ";"15";"4";"3";"6";
"Balatonakali";"14";"5";"5";"6";
"Balatoncsicsó";"5";"3";"3";"1";
"Balatonfüred";"242";"84";"60";"61";
"Balatonszepezd";"5";"2";"2";"2";
"Balatonszõlõs";"11";"1";" ";"6";
"Balatonudvari";"7";"5";"4";"3";
"Csopak";"27";"8";"3";"5";
"Dörgicse";"9";"6";"5";"6";
"Lovas";"8";"4";"2";"10";
"Monoszló";"2";"1";"1";"3";
"Óbudavár";" ";" ";" ";"1";
"Örvényes";"7";"2";" ";"3";
"Paloznak";"7";"2";"1";"3";
"Pécsely";"7";"3";"1";"6";
"Szentantalfa";"8";"4";"2";"7";
"Szentjakabfa";"6";"3";"3";"4";
"Tagyon";" ";" ";" ";"3";
"Tihany";"20";"5";"2";"6";
"Vászoly";"7";"1";"1";"4";
"Zánka";"19";"6";"3";"4";
"Devecseri járás";"362";"167";"92";"377";
"Adorjánháza";"15";"3";"3";"9";
"Apácatorna";"4";"1";"1";"5";
"Borszörcsök";"12";"9";"4";"9";
"Csögle";"11";"6";"2";"19";
"Dabrony";"7";"2";"1";"6";
"Devecser";"109";"48";"21";"98";
"Doba";"4";"3";"3";"14";
"Egeralja";"5";"4";"3";"3";
"Iszkáz";"4";"1";" ";"11";
"Kamond";"10";"2";"2";"8";
"Karakószörcsök";"11";"7";"2";"6";
"Kerta";"21";"4";"2";"6";
"Kisberzseny";"1";" ";" ";"5";
"Kiscsõsz";"2";"1";"1";"4";
"Kispirit";"2";"1";"1";"4";
"Kisszõlõs";"11";"7";"5";"8";
"Kolontár";"17";"5";"5";"11";
"Nagyalásony";"9";"4";"3";"8";
"Nagypirit";"1";" ";" ";"15";
"Noszlop";"14";"9";"5";"13";
"Oroszi";"4";"4";"2";"7";
"Pusztamiske";"17";"10";"4";"22";
"Somlójenõ";"9";"5";"2";"18";
"Somlószõlõs";"17";"9";"6";"26";
"Somlóvásárhely";"37";"19";"12";"16";
"Somlóvecse";" ";" ";" ";"2";
"Tüskevár";"7";"2";"1";"18";
"Vid";"1";"1";"1";"6";
"Pápai járás";"730";"282";"162";"665";
"Adásztevel";"13";"6";"3";"9";
"Bakonyjákó";"6";"2";"2";"4";
"Bakonykoppány";"3";"1";"1";"14";
"Bakonypölöske";"10";"3";"1";"4";
"Bakonyság";"1";"1";"1";"2";
"Bakonyszentiván";"1";" ";" ";"4";
"Bakonyszücs";"5";"1";" ";"9";
"Bakonytamási";"20";"10";"7";"13";
"Béb";"2";"1";" ";"6";
"Békás";" ";" ";" ";"3";
"Csót";"18";"7";"5";"21";
"Dáka";"2";"1";"1";"3";
"Döbrönte";"4";" ";" ";"3";
"Egyházaskeszõ";"5";"1";"1";"8";
"Ganna";"4";"1";"1";"4";
"Gecse";"1";" ";" ";"9";
"Gic";"10";"1";" ";"4";
"Homokbödöge";"5";"1";"1";"15";
"Kemeneshõgyész";"6";"2";"1";"4";
"Kemenesszentpéter";"13";"7";"5";"6";
"Kup";"4";"1";" ";"11";
"Külsõvat";"5";"1";" ";"7";
"Lovászpatona";"16";"8";"3";"42";
"Magyargencs";"10";"6";"5";"2";
"Malomsok";"3";"1";"1";"5";
"Marcalgergelyi";"7";"4";"2";"5";
"Marcaltõ";"2";"1";" ";"15";
"Mezõlak";"10";"2";"1";"5";
"Mihályháza";"8";"5";"3";"9";
"Nagyacsád";"7";"3";"1";"3";
"Nagydém";"12";"8";"3";"7";
"Nagygyimót";"6";"3";"2";"10";
"Nagytevel";"3";"1";"1";"3";
"Nemesgörzsöny";"5";"2";"1";"7";
"Nemesszalók";"3";"1";"1";"3";
"Németbánya";"2";" ";" ";"2";
"Nóráp";"1";" ";" ";" ";
"Nyárád";"7";"4";"1";"25";
"Pápa";"378";"147";"86";"233";
"Pápadereske";"4";"3";"1";"4";
"Pápakovácsi";"6";"1";" ";"3";
"Pápasalamon";"15";"4";"1";"15";
"Pápateszér";"12";"5";"3";"43";
"Takácsi";"18";"7";"6";"7";
"Ugod";"14";"3";"3";"20";
"Vanyola";"15";"6";"2";"11";
"Várkeszõ";"3";"1";"1";"5";
"Vaszar";"24";"8";"4";"15";
"Vinár";"1";" ";" ";"3";
"Sümegi járás";"411";"192";"114";"328";
"Bazsi";"21";"10";"4";"22";
"Bodorfa";"1";" ";" ";"7";
"Csabrendek";"75";"41";"24";"47";
"Dabronc";"12";"8";"1";"19";
"Gógánfa";"24";"10";"9";"19";
"Gyepükaján";"15";"6";" ";"9";
"Hetyefõ";"2";"1";"1";"2";
"Hosztót";"2";"2";" ";"3";
"Káptalanfa";"15";"6";"4";"16";
"Megyer";"3";"2";"1";"1";
"Nemeshany";"18";"12";"5";"14";
"Rigács";"8";"2";"1";"10";
"Sümeg";"161";"71";"49";"81";
"Sümegprága";"7";"3";"1";"16";
"Szentimrefalva";"8";"3";"2";"10";
"Ukk";"9";"2";"2";"9";
"Veszprémgalsa";"3";"2";"2";"8";
"Zalaerdõd";"11";"3";"2";"17";
"Zalagyömörõ";"10";"4";"4";"5";
"Zalameggyes";"2";"2";"1";"3";
"Zalaszegvár";"4";"2";"1";"10";
"Tapolcai járás";"619";"273";"171";"378";
"Ábrahámhegy";"4";"1";" ";"3";
"Badacsonytomaj";"33";"13";"9";"20";
"Badacsonytördemic";"21";"9";"7";"11";
"Balatonederics";"20";"7";"3";"20";
"Balatonhenye";"7";" ";" ";"4";
"Balatonrendes";"1";" ";" ";"3";
"Gyulakeszi";"20";"9";"5";"11";
"Hegyesd";"3";" ";" ";"1";
"Hegymagas";"6";"3";"2";"4";
"Kapolcs";"11";"6";"3";"16";
"Káptalantóti";"6";"3";"1";"4";
"Kékkút";"2";" ";" ";"5";
"Kisapáti";"8";"4";"2";"5";
"Kõvágóörs";"29";"12";"8";"12";
"Köveskál";"15";"9";"6";"16";
"Lesencefalu";"6";"2";"1";"6";
"Lesenceistvánd";"30";"13";"7";"18";
"Lesencetomaj";"27";"7";"4";"14";
"Mindszentkálla";"13";"1";"1";"11";
"Monostorapáti";"21";"13";"5";"17";
"Nemesgulács";"16";"2";" ";"9";
"Nemesvita";"9";"7";"6";"5";
"Raposka";"7";"5";"4";"1";
"Révfülöp";"14";"5";"4";"10";
"Salföld";" ";" ";" ";" ";
"Sáska";"7";"2";"2";"5";
"Szentbékkálla";"4";"4";"4";"6";
"Szigliget";"11";"3";"2";"2";
"Taliándörögd";"14";"8";"5";"12";
"Tapolca";"221";"114";"74";"86";
"Uzsa";"4";"3";"2";"4";
"Vigántpetend";"10";"4";"2";"6";
"Zalahaláp";"19";"4";"2";"31";
"Várpalotai járás";"803";"377";"201";"340";
"Berhida";"193";"97";"43";"133";
"Jásd";"14";"1";" ";"13";
"Õsi";"37";"18";"10";"26";
"Öskü";"40";"20";"9";"23";
"Pétfürdõ";"90";"36";"20";"16";
"Tés";"13";"6";"3";"11";
"Várpalota";"405";"191";"111";"110";
"Vilonya";"11";"8";"5";"8";
"Veszprémi járás";"889";"375";"220";"327";
"Bánd";"2";"2";"1";"2";
"Barnag";"2";" ";" ";"2";
"Eplény";"5";" ";" ";"6";
"Hajmáskér";"56";"26";"8";"25";
"Hárskút";"8";"5";"2";"7";
"Herend";"23";"9";"7";"19";
"Hidegkút";"5";"1";"1";"8";
"Márkó";"16";"6";"3";"11";
"Mencshely";"8";"4";"3";"3";
"Nagyvázsony";"21";"13";"10";"18";
"Nemesvámos";"23";"6";"4";"10";
"Pula";" ";" ";" ";"1";
"Sóly";"4";"2";"1";"6";
"Szentgál";"27";"5";"4";"28";
"Szentkirályszabadja";"38";"13";"3";"14";
"Tótvázsony";"6";"1";" ";"13";
"Veszprém";"640";"278";"170";"153";
"Veszprémfajsz";"5";"4";"3";" ";
"Vöröstó";" ";" ";" ";"1";
"Zirci járás";"346";"135";"74";"186";
"Bakonybél";"23";"14";"7";"25";
"Bakonynána";"20";"3";"2";"15";
"Bakonyoszlop";"13";"6";"5";"11";
"Bakonyszentkirály";"16";"6";"2";"13";
"Borzavár";"17";"10";"5";"8";
"Csesznek";"12";"2";"1";"5";
"Csetény";"38";"8";"5";"18";
"Dudar";"38";"12";"3";"17";
"Lókút";"8";"3";"3";"11";
"Nagyesztergár";"33";"16";"11";"8";
