"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2017. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Olaszfalu";"12";"6";"5";"7";
"Pénzesgyõr";"7";"4";"3";"10";
"Porva";"12";"4";"2";"8";
"Szápár";"8";"1";" ";"5";
"Zirc";"89";"40";"20";"25";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"13996";"5690";"3338";"7139";
"Gyõr-Moson-Sopron megye";"3109";"858";"539";"1512";
"Csornai járás";"166";"44";"28";"133";
"Acsalag";"1";" ";" ";"3";
"Bágyogszovát";"8";" ";" ";"7";
"Barbacs";"6";"4";"2";"5";
"Bodonhely";"1";"1";"1";"7";
"Bogyoszló";"6";"2";"1";"2";
"Bõsárkány";"7";"2";"1";"8";
"Cakóháza";"1";"1";"1";"2";
"Csorna";"45";"6";"3";"30";
"Dör";"4";"2";" ";"2";
"Egyed";"4";"1";" ";"1";
"Farád";"10";"2";"1";"6";
"Jobaháza";"3";"1";"1";" ";
"Kóny";"13";"3";"3";"6";
"Maglóca";"2";" ";" ";" ";
"Magyarkeresztúr";"5";" ";" ";" ";
"Markotabödöge";"4";"1";"1";"1";
"Páli";"3";"1";"1";"3";
"Pásztori";"2";" ";" ";"3";
"Potyond";" ";" ";" ";"1";
"Rábacsanak";"3";"1";"1";"1";
"Rábapordány";"8";"1";"1";"3";
"Rábasebes";" ";" ";" ";" ";
"Rábaszentandrás";"1";" ";" ";"1";
"Rábatamási";"4";"1";"1";"7";
"Rábcakapi";" ";" ";" ";"4";
"Sobor";"1";"1";"1";"2";
"Sopronnémeti";"2";"1";"1";"6";
"Szany";"11";"7";"5";"3";
"Szil";"5";"2";"1";"10";
"Szilsárkány";"1";"1";" ";"1";
"Tárnokréti";"1";" ";" ";"4";
"Vág";"4";"2";"1";"3";
"Zsebeháza";" ";" ";" ";"1";
"Gyõri járás";"1479";"486";"301";"681";
"Abda";"26";"11";"6";"11";
"Bezi";"3";" ";" ";"5";
"Bõny";"29";"10";"5";"8";
"Börcs";"14";"2";"2";"5";
"Dunaszeg";"13";" ";" ";"12";
"Dunaszentpál";"9";"1";" ";"2";
"Enese";"15";"4";"4";"4";
"Fehértó";"3";"1";" ";"4";
"Gönyû";"25";"3";"3";"15";
"Gyõr";"1031";"348";"208";"374";
"Gyõrladamér";"8";"1";"1";"4";
"Gyõrság";"9";"3";"1";"12";
"Gyõrsövényház";"8";"1";"1";"9";
"Gyõrújbarát";"34";"15";"10";"5";
"Gyõrújfalu";"9";"2";"1";"2";
"Gyõrzámoly";"9";" ";" ";"13";
"Ikrény";"15";"5";"4";"7";
"Kajárpéc";"12";"5";"2";"23";
"Kisbajcs";"1";"1";" ";"4";
"Koroncó";"17";"5";"5";"7";
"Kunsziget";"6";"1";" ";"1";
"Mezõörs";"1";"1";" ";"11";
"Mosonszentmiklós";"25";"9";"7";"26";
"Nagybajcs";"4";"3";"3";"7";
"Nagyszentjános";"18";"6";"4";"9";
"Nyúl";"30";"12";"9";"12";
"Öttevény";"15";"4";"4";"13";
"Pér";"19";"9";"6";"17";
"Rábapatona";"24";"10";"5";"13";
"Rétalap";"7";"1";" ";"9";
"Sokorópátka";"5";"1";"1";"16";
"Tényõ";"8";"3";"3";"10";
"Töltéstava";"14";"4";"3";"5";
"Vámosszabadi";"11";"3";"2";"5";
"Vének";"2";"1";"1";"1";
"Kapuvári járás";"212";"36";"23";"141";
"Agyagosszergény";"6";"1";"1";"4";
"Babót";"6";"2";"1";"8";
"Beled";"28";"6";"4";"12";
"Cirák";"4";"1";"1";"5";
"Dénesfa";"3";" ";" ";"1";
"Edve";" ";" ";" ";"2";
"Gyóró";"3";"1";"1";"3";
"Himod";"6";"1";"1";"13";
"Hövej";"5";"2";"1";"3";
"Kapuvár";"85";"13";"7";"39";
"Kisfalud";"8";"2";"2";"4";
"Mihályi";"11";"2";"1";"11";
"Osli";"10";"1";"1";"8";
"Rábakecöl";"3";" ";" ";"7";
"Répceszemere";"2";"1";"1";"1";
"Szárföld";"9";" ";" ";"3";
"Vadosfa";"1";" ";" ";" ";
"Vásárosfalu";"3";" ";" ";"1";
"Veszkény";"4";" ";" ";"2";
"Vitnyéd";"15";"3";"1";"14";
"Mosonmagyaróvári járás";"481";"97";"62";"133";
"Ásványráró";"13";"1";"1";"2";
"Bezenye";"10";"1";"1";"1";
"Darnózseli";"8";"3";"2";"4";
"Dunakiliti";"5";"1";" ";"4";
"Dunaremete";"1";" ";" ";"1";
"Dunasziget";"5";"2";"1";"10";
"Feketeerdõ";"5";"1";"1";"3";
"Halászi";"24";"4";"3";"4";
"Hédervár";"12";"1";" ";"2";
"Hegyeshalom";"22";"2";"2";"8";
"Jánossomorja";"50";"9";"4";"17";
"Károlyháza";" ";" ";" ";" ";
"Kimle";"19";"5";"3";"4";
"Kisbodak";"3";" ";" ";" ";
"Lébény";"26";"6";"5";"11";
"Levél";"9";"2";"2";"6";
"Lipót";"5";"1";" ";"1";
"Máriakálnok";"13";"1";"1";"5";
"Mecsér";"5";"1";" ";"4";
"Mosonmagyaróvár";"211";"43";"26";"31";
"Mosonszolnok";"11";"1";"1";" ";
"Mosonudvar";"1";"1";"1";"1";
"Püski";"1";" ";" ";"2";
"Rajka";"10";"5";"3";"2";
"Újrónafõ";"9";"6";"5";"5";
"Várbalog";"3";" ";" ";"5";
"Pannonhalmi járás";"156";"55";"33";"87";
"Bakonygyirót";"1";"1";"1";"6";
"Bakonypéterd";"2";"2";"1";" ";
"Bakonyszentlászló";"13";"6";"3";"11";
"Écs";"22";"3";"1";"6";
"Fenyõfõ";"3";"2";"2";"4";
"Gyõrasszonyfa";"8";"2";"1";"4";
"Lázi";"9";"2";" ";"7";
"Nyalka";"7";"3";"1";"1";
"Pannonhalma";"34";"13";"8";"15";
"Pázmándfalu";"7";"2";"1";"8";
"Ravazd";"11";"3";"3";"5";
"Románd";"2";"1";"1";"1";
"Sikátor";"5";"1";"1";"7";
"Táp";"10";"2";"2";"1";
"Tápszentmiklós";"5";"2";"1";"4";
"Tarjánpuszta";"7";"4";"3";"3";
"Veszprémvarsány";"10";"6";"3";"4";
"Soproni járás";"536";"115";"70";"108";
"Ágfalva";"10";"2";"1";"2";
"Csáfordjánosfa";"2";"1";" ";"2";
"Csapod";"2";"1";" ";"5";
"Csér";" ";" ";" ";" ";
"Ebergõc";" ";" ";" ";" ";
"Egyházasfalu";"3";"1";" ";"2";
"Fertõboz";"3";"1";" ";" ";
"Fertõd";"16";"2";"1";"4";
"Fertõendréd";"2";" ";" ";"2";
"Fertõhomok";"5";"1";" ";"1";
"Fertõrákos";"16";"4";"3";"3";
"Fertõszentmiklós";"20";"4";"4";"7";
"Fertõszéplak";"13";"1";"1";"1";
"Gyalóka";"1";"1";" ";"2";
"Harka";"15";"4";"3";"2";
"Hegykõ";"9";"2";" ";"3";
"Hidegség";" ";" ";" ";" ";
"Iván";"12";"2";"2";"9";
"Kópháza";"16";"5";"4";"2";
"Lövõ";"4";" ";" ";"4";
"Nagycenk";"8";"4";"2";" ";
"Nagylózs";"1";"1";"1";"5";
"Nemeskér";"1";" ";" ";"1";
"Pereszteg";"8";"1";"1";" ";
"Petõháza";"3";" ";" ";" ";
"Pinnye";"2";"1";"1";" ";
"Pusztacsalád";"2";" ";" ";"3";
"Répcevis";" ";" ";" ";" ";
"Röjtökmuzsaj";"3";"2";"1";" ";
"Sarród";"10";"1";" ";"3";
"Sopron";"331";"67";"42";"36";
"Sopronhorpács";"5";"1";"1";" ";
"Sopronkövesd";"5";"1";"1";" ";
"Szakony";"3";"2";" ";"7";
"Újkér";"1";" ";" ";"1";
"Und";"1";" ";" ";"1";
"Völcsej";"3";"2";"1";" ";
"Zsira";" ";" ";" ";" ";
"Téti járás";"79";"25";"22";"229";
"Árpás";"1";" ";" ";"13";
"Csikvánd";"2";" ";" ";"17";
"Felpéc";"6";" ";" ";"12";
"Gyarmat";"10";"3";"3";"14";
"Gyömöre";"9";"6";"5";"22";
"Gyõrszemere";"15";"2";"2";"17";
"Kisbabot";"1";"1";"1";"4";
"Mérges";" ";" ";" ";"1";
"Mórichida";"3";"1";"1";"12";
"Rábacsécsény";"2";"2";"2";"14";
"Rábaszentmihály";"4";"2";"1";"11";
"Rábaszentmiklós";"2";"1";"1";"8";
"Szerecseny";"3";"1";"1";"12";
"Tét";"21";"6";"5";"72";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"4150";"1825";"1061";"1758";
"Celldömölki járás";"464";"186";"91";"302";
"Boba";"9";"2";" ";"25";
"Borgáta";"3";"1";"1";" ";
"Celldömölk";"190";"80";"38";"76";
"Csönge";"9";"5";"3";"6";
"Duka";"7";"2";" ";"6";
"Egyházashetye";"8";"2";"2";"11";
"Jánosháza";"50";"21";"9";"39";
"Karakó";"10";"7";"1";"1";
"Keléd";"5";"2";"1";"23";
"Kemeneskápolna";"3";"1";"1";"2";
"Kemenesmagasi";"18";"5";"3";"19";
"Kemenesmihályfa";"13";"5";"3";"5";
"Kemenespálfa";"10";"4";"2";"5";
"Kemenessömjén";"11";"3";"2";"4";
"Kemenesszentmárton";"6";"4";"3";"2";
"Kenyeri";"15";"5";" ";"11";
"Kissomlyó";"6";"2";"1";"4";
"Köcsk";"5";"1";"1";"5";
"Mersevát";"17";"6";"4";" ";
"Mesteri";"6";"1";"1";"2";
"Nagysimonyi";"13";"3";"2";"6";
"Nemeskeresztúr";"5";"2";"1";"5";
"Nemeskocs";"2";"1";"1";"6";
"Ostffyasszonyfa";"15";"7";"3";"10";
"Pápoc";"3";"2";" ";"5";
"Szergény";"7";"3";"1";"13";
"Tokorcs";"5";"3";"2";"2";
"Vönöck";"13";"6";"5";"9";
"Körmendi járás";"470";"165";"90";"287";
"Bajánsenye";"11";"3";"2";"10";
"Csákánydoroszló";"21";"8";"7";"8";
"Daraboshegy";"3";"1";"1";"2";
"Döbörhegy";"1";" ";" ";"1";
"Döröske";"1";" ";" ";" ";
"Egyházashollós";"17";"8";"5";"5";
"Egyházasrádóc";"18";"5";"2";"7";
"Felsõjánosfa";"2";" ";" ";"4";
"Felsõmarác";"6";"3";"1";"3";
"Halastó";"1";" ";" ";"2";
"Halogy";"12";"5";"2";"12";
"Harasztifalu";"4";"2";"1";" ";
"Hegyháthodász";"3";"2";"2";"2";
"Hegyhátsál";"3";" ";" ";"2";
"Hegyhátszentjakab";"5";"1";"1";"4";
"Hegyhátszentmárton";"2";"1";" ";" ";
"Ispánk";"1";" ";" ";"7";
"Ivánc";"16";"6";"4";"8";
"Katafa";"5";"1";"1";"2";
"Kemestaródfa";"2";"2";" ";"4";
"Kercaszomor";"4";"2";"1";"8";
"Kerkáskápolna";" ";" ";" ";"4";
"Kisrákos";"5";"3";"2";"7";
"Körmend";"191";"59";"32";"41";
"Magyarnádalja";"6";"2";"2";"2";
"Magyarszecsõd";"7";"3";"2";"5";
"Magyarszombatfa";"3";" ";" ";"17";
"Molnaszecsõd";"6";"1";"1";"5";
"Nádasd";"27";"6";"4";"16";
"Nagykölked";"3";" ";" ";"1";
"Nagymizdó";"1";" ";" ";"1";
"Nagyrákos";"4";"2";"1";"10";
"Nemesrempehollós";"6";"3";"2";"1";
"Õrimagyarósd";"4";" ";" ";"6";
"Õriszentpéter";"21";"7";"3";"22";
"Pankasz";"15";"10";"1";"18";
"Pinkamindszent";" ";" ";" ";"2";
"Rádóckölked";"4";"4";"4";"1";
"Szaknyér";"5";"3";"1";"1";
"Szalafõ";" ";" ";" ";"13";
"Szarvaskend";"2";"1";"1";"4";
"Szatta";" ";" ";" ";"2";
"Szõce";"10";"6";"2";"7";
"Vasalja";"4";"1";"1";"3";
"Velemér";"3";"1";" ";"4";
"Viszák";"5";"3";"1";"3";
"Kõszegi járás";"410";"202";"122";"134";
"Bozsok";"6";"3";"1";"3";
"Bük";"57";"28";"16";"14";
"Cák";"3";" ";" ";" ";
"Csepreg";"60";"27";"13";"26";
"Gyöngyösfalu";"11";"4";"2";"5";
"Horvátzsidány";"16";"7";"5";"4";
"Iklanberény";"3";"2";" ";" ";
"Kiszsidány";"2";"1";" ";"2";
"Kõszeg";"187";"97";"63";"56";
"Kõszegdoroszló";"3";"3";"2";"1";
"Kõszegpaty";"1";"1";"1";"1";
"Kõszegszerdahely";"12";"8";"4";"6";
"Lócs";" ";" ";" ";"1";
"Lukácsháza";"21";"6";"4";"3";
"Nemescsó";"4";"2";"1";"1";
"Ólmod";"1";" ";" ";" ";
"Peresznye";"2";" ";" ";"5";
"Pusztacsó";"1";" ";" ";"2";
"Tormásliget";"5";"4";"3";"1";
"Tömörd";"6";"4";"3";"2";
"Velem";"9";"5";"4";"1";
"Sárvári járás";"541";"224";"141";"247";
"Bejcgyertyános";"8";"3";"2";"8";
"Bõ";"8";"2";"1";"3";
"Bögöt";"9";"5";"3";"6";
"Bögöte";"4";"3";"2";"1";
"Chernelházadamonya";" ";" ";" ";" ";
"Csánig";" ";" ";" ";"7";
"Csénye";"11";"1";"1";"1";
"Gérce";"18";"8";"6";"9";
"Gór";"4";"2";"2";" ";
"Hegyfalu";"8";"5";"2";"4";
"Hosszúpereszteg";"15";"4";"2";"13";
"Ikervár";"26";"8";"2";"6";
"Jákfa";"6";"5";"3";"5";
"Káld";"25";"7";"3";"10";
"Kenéz";"2";" ";" ";"1";
"Megyehíd";"4";"2";" ";"1";
"Meggyeskovácsi";"26";"13";"8";"11";
"Mesterháza";"1";" ";" ";" ";
"Nagygeresd";"3";"1";" ";"6";
"Nemesládony";" ";" ";" ";"3";
"Nick";"8";"4";"3";"2";
"Nyõgér";"4";"4";"3";"5";
"Ölbõ";"12";"7";"5";"8";
"Pecöl";"10";"4";"4";"1";
"Porpác";"2";" ";" ";"4";
"Pósfa";" ";" ";" ";"3";
"Rábapaty";"25";"10";"6";"10";
"Répcelak";"27";"13";"8";"11";
"Répceszentgyörgy";"4";" ";" ";"1";
"Sajtoskál";"2";"1";"1";"1";
"Sárvár";"197";"75";"49";"65";
"Simaság";"10";"4";"3";"2";
"Sitke";"8";"6";"4";"5";
"Sótony";"11";"6";"3";"8";
"Szeleste";"9";"4";"3";"10";
"Tompaládony";"7";"6";"5";" ";
"Uraiújfalu";"9";"4";"3";"4";
"Vámoscsalád";"3";"2";"2";"5";
"Vásárosmiske";"5";"2";"1";"1";
"Vasegerszeg";" ";" ";" ";"3";
"Vashosszúfalu";"10";"3";"1";"3";
"Zsédeny";" ";" ";" ";" ";
"Szentgotthárdi járás";"315";"125";"86";"123";
"Alsószölnök";"10";"5";"5";" ";
"Apátistvánfalva";"6";"1";"1";"3";
"Csörötnek";"24";"9";"8";"15";
"Felsõszölnök";"22";"13";"6";"12";
"Gasztony";"10";"2";"2";"1";
"Kétvölgy";"3";"2";"2";"2";
"Kondorfa";"13";"6";"4";"10";
"Magyarlak";"23";"5";"3";"6";
"Nemesmedves";" ";" ";" ";"1";
"Orfalu";"2";" ";" ";"1";
"Rábagyarmat";"12";"3";"2";"6";
"Rátót";"5";"1";"1";"1";
"Rönök";"24";"11";"7";"24";
"Szakonyfalu";"8";"3";"2";"11";
"Szentgotthárd";"146";"63";"42";"25";
"Vasszentmihály";"7";"1";"1";"5";
"Szombathelyi járás";"1574";"741";"433";"412";
"Acsád";"7";"5";"3";"1";
"Balogunyom";"21";"9";"8";"5";
"Bozzai";"4";"1";"1";"6";
"Bucsu";"7";"1";"1";"4";
"Csempeszkopács";"3";"1";"1";"3";
"Dozmat";"1";" ";" ";"2";
"Felsõcsatár";"7";"3";"1";"2";
"Gencsapáti";"27";"9";"5";"6";
"Gyanógeregye";"3";"3";" ";"3";
"Horvátlövõ";"3";"1";" ";" ";
"Ják";"33";"10";"4";"14";
"Kisunyom";"2";" ";" ";"1";
"Meszlen";"7";"5";"4";"3";
"Nárai";"5";"3";"2";"2";
"Narda";"5";"5";"2";" ";
"Nemesbõd";"8";"1";"1";"1";
"Nemeskolta";"6";"1";"1";"3";
"Perenye";"7";"3";"2";"2";
"Pornóapáti";"2";"1";"1";"4";
"Rábatöttös";"3";"2";"1";"3";
"Rum";"8";"3";"1";"9";
"Salköveskút";"4";"2";"1";"5";
"Sé";"15";"7";"3";"6";
"Sorkifalud";"9";"8";"5";"2";
"Sorkikápolna";"2";" ";" ";"2";
"Sorokpolány";"12";"6";"5";"1";
"Söpte";"5";"4";"3";"1";
"Szentpéterfa";"12";"3";"2";"1";
"Szombathely";"1139";"548";"319";"237";
"Tanakajd";"6";"2";"1";"2";
"Táplánszentkereszt";"31";"15";"9";"12";
"Torony";"33";"18";"8";"26";
"Vasasszonyfa";"4";"1";"1";"1";
"Vaskeresztes";"7";"1";"1";" ";
"Vassurány";"12";"2";"1";"4";
"Vasszécseny";"20";"6";"6";"10";
"Vasszilvágy";"9";"7";"4";"1";
"Vát";"18";"8";"5";"2";
"Vép";"63";"33";"19";"22";
"Zsennye";"4";"3";"1";"3";
"Vasvári járás";"376";"182";"98";"253";
"Alsóújlak";"13";"10";"8";"6";
"Andrásfa";"12";"6";"5";"2";
"Bérbaltavár";"18";"10";"5";"13";
"Csehi";"5";"2";"1";"5";
"Csehimindszent";"7";"1";" ";"11";
"Csipkerek";"9";"8";"6";"7";
"Egervölgy";"5";" ";" ";"9";
"Gersekarát";"15";"3";"1";"28";
"Gyõrvár";"24";"9";"6";"17";
"Hegyhátszentpéter";"4";"1";"1";"8";
"Kám";"7";"2";"1";"6";
"Mikosszéplak";"13";"7";"4";"5";
"Nagytilaj";"7";"4";"1";"3";
"Olaszfa";"12";"1";" ";"11";
"Oszkó";"12";"4";"3";"10";
"Pácsony";"8";"3";"2";"10";
"Petõmihályfa";"6";"5";"2";"7";
"Püspökmolnári";"23";"17";"10";"9";
"Rábahídvég";"38";"17";"6";"11";
"Sárfimizdó";"3";"3";"1";"2";
"Szemenye";"8";"4";" ";"4";
"Telekes";"23";"8";"3";"22";
"Vasvár";"104";"57";"32";"47";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"6737";"3007";"1738";"3869";
"Keszthelyi járás";"995";"402";"228";"469";
"Alsópáhok";"19";"7";"4";"7";
"Balatongyörök";"9";"7";"3";"5";
"Bókaháza";"7";"3";"2";"13";
"Cserszegtomaj";"35";"9";"8";"11";
"Dióskál";"24";"12";"10";"28";
"Egeraracsa";"10";"7";"5";"27";
"Esztergályhorváti";"20";"8";"4";"11";
"Felsõpáhok";"6";"2";"2";"2";
"Gétye";"4";"1";"1";"6";
"Gyenesdiás";"57";"26";"20";"10";
"Hévíz";"50";"14";"8";"6";
"Karmacs";"19";"5";" ";"17";
"Keszthely";"386";"154";"84";"118";
"Ligetfalva";" ";" ";" ";"2";
"Nemesbük";"18";"6";"6";"7";
"Rezi";"42";"13";"8";"26";
"Sármellék";"59";"18";"10";"22";
"Szentgyörgyvár";"8";"5";"3";"2";
"Vállus";"7";"5";"1";" ";
"Várvölgy";"31";"17";"7";"17";
"Vindornyafok";"7";" ";" ";" ";
"Vindornyalak";"4";"3";"3";"1";
"Vindornyaszõlõs";"6";"4";"3";"5";
"Vonyarcvashegy";"39";"9";"6";"21";
"Zalaapáti";"43";"31";"12";"31";
"Zalacsány";"27";"10";"5";"24";
"Zalaköveskút";"1";"1";" ";"2";
"Zalaszántó";"25";"11";"5";"13";
"Zalaszentmárton";"1";" ";" ";"6";
"Zalavár";"31";"14";"8";"29";
"Lenti járás";"356";"175";"100";"506";
"Alsószenterzsébet";" ";" ";" ";"5";
"Baglad";" ";" ";" ";"4";
"Barlahida";"4";"3";"2";"4";
"Belsõsárd";"2";"1";"1";"1";
"Bödeháza";" ";" ";" ";"2";
"Csesztreg";"17";"8";"4";"12";
"Csömödér";"18";"7";"3";"13";
"Dobri";"3";"2";"2";"8";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"1";"1";"1";"4";
"Gosztola";" ";" ";" ";" ";
"Hernyék";"6";"4";"4";"6";
"Iklódbördõce";"5";"4";"3";"14";
"Kálócfa";"6";"5";"4";"5";
"Kányavár";"1";"1";" ";"11";
"Kerkabarabás";"5";"2";"2";"10";
"Kerkafalva";"2";"1";"1";"8";
"Kerkakutas";" ";" ";" ";"10";
"Kerkateskánd";"8";"1";" ";"9";
"Kissziget";"8";"6";"5";"8";
"Kozmadombja";"1";"1";"1";"3";
"Külsõsárd";" ";" ";" ";" ";
"Lendvadedes";" ";" ";" ";" ";
"Lendvajakabfa";" ";" ";" ";" ";
"Lenti";"110";"50";"28";"124";
"Lovászi";"32";"14";"7";"20";
"Magyarföld";"1";" ";" ";"4";
"Márokföld";"1";" ";" ";"4";
"Mikekarácsonyfa";"17";"8";"4";"23";
"Nemesnép";"3";" ";" ";"4";
"Nova";"12";"6";"4";"12";
"Ortaháza";"2";" ";" ";"3";
"Páka";"21";"11";"4";"25";
"Pórszombat";"4";"1";" ";"8";
"Pördefölde";" ";" ";" ";"5";
"Pusztaapáti";" ";" ";" ";"2";
"Ramocsa";"2";"1";"1";"3";
"Rédics";"16";"12";"9";"26";
"Resznek";"6";" ";" ";"22";
"Szécsisziget";"4";"1";" ";"9";
"Szentgyörgyvölgy";"8";"7";"3";"20";
"Szijártóháza";"1";" ";" ";"3";
"Szilvágy";"1";" ";" ";"1";
"Tormafölde";"7";"5";"1";"11";
"Tornyiszentmiklós";"8";"4";"3";"9";
"Zalabaksa";"11";"7";"2";"24";
"Zalaszombatfa";" ";" ";" ";"5";
"Zebecke";"2";"1";"1";"2";
"Letenyei járás";"595";"309";"163";"458";
"Bánokszentgyörgy";"28";"14";"9";"27";
"Bázakerettye";"19";"7";"4";"13";
"Becsehely";"77";"37";"28";"12";
"Borsfa";"23";"10";"4";"12";
"Bucsuta";"3";"1";" ";"21";
"Csörnyeföld";"31";"20";"9";"19";
"Kerkaszentkirály";"1";" ";" ";"6";
"Kiscsehi";"5";"3";"2";"6";
"Kistolmács";"8";"4";"2";"8";
"Lasztonya";"11";"7";"5";"6";
"Letenye";"137";"71";"40";"118";
"Lispeszentadorján";"13";"6";"4";"15";
"Maróc";"6";"3";"1";"7";
"Molnári";"16";"9";"5";"11";
"Murarátka";"11";"8";"4";"17";
"Muraszemenye";"21";"11";" ";"22";
"Oltárc";"34";"14";"3";"9";
"Petrivente";"10";"6";"4";"12";
"Pusztamagyaród";"24";"16";"7";"21";
"Semjénháza";"17";"9";"3";"10";
"Szentliszló";"8";"3";"3";"10";
"Szentmargitfalva";"4";" ";" ";"12";
"Tótszentmárton";"31";"24";"13";"14";
"Tótszerdahely";"24";"9";"5";"15";
"Valkonya";"2";"2";"1";"2";
"Várfölde";"9";"3";"2";"12";
"Zajk";"22";"12";"5";"21";
"Nagykanizsai járás";"2312";"1113";"649";"1033";
"Alsórajk";"13";"7";"6";"9";
"Balatonmagyaród";"13";"7";"4";"17";
"Belezna";"30";"19";"13";"15";
"Bocska";"19";"11";"8";"4";
"Börzönce";"2";"1";"1";"3";
"Csapi";"5";"2";" ";"7";
"Eszteregnye";"24";"6";"1";"12";
"Felsõrajk";"15";"6";"3";"13";
"Fityeház";"15";"5";"2";"14";
"Fûzvölgy";"1";" ";" ";"1";
"Galambok";"63";"30";"10";"49";
"Garabonc";"28";"9";"5";"29";
"Gelse";"44";"19";"9";"20";
"Gelsesziget";"7";"4";"4";"2";
"Hahót";"31";"14";"9";"20";
"Homokkomárom";"12";"4";"3";"11";
"Hosszúvölgy";"5";"5";"4";"1";
"Kacorlak";"4";"3";"1";"3";
"Kerecseny";"17";"11";"3";"25";
"Kilimán";"7";"5";"4";"6";
"Kisrécse";"15";"9";"5";"5";
"Liszó";"14";"7";"2";"8";
"Magyarszentmiklós";"4";"3";"1";"3";
"Magyarszerdahely";"20";"9";"5";"3";
"Miháld";"29";"21";"11";"42";
"Murakeresztúr";"45";"23";"16";"32";
"Nagybakónak";"22";"9";"6";"19";
"Nagykanizsa";"1247";"623";"396";"288";
"Nagyrada";"23";"8";"3";"10";
"Nagyrécse";"28";"12";"6";"11";
"Nemespátró";"8";"3";" ";"10";
"Orosztony";"34";"19";"11";"10";
"Pat";"4";"1";" ";"15";
"Pölöskefõ";"11";"4";"2";"3";
"Pötréte";"10";"5";"3";"5";
"Rigyác";"7";"5";"4";"9";
"Sand";"15";"6";"2";"16";
"Sormás";"24";"8";"4";"9";
"Surd";"11";"7";"6";"13";
"Szepetnek";"39";"11";"6";"26";
"Újudvar";"31";"18";"7";"14";
"Zalakaros";"50";"21";"14";"19";
"Zalakomár";"176";"73";"32";"141";
"Zalamerenye";"4";"2";" ";"7";
"Zalasárszeg";"4";"1";"1";"1";
"Zalaszabar";"24";"5";"3";"21";
"Zalaszentbalázs";"22";"12";"7";"13";
"Zalaszentjakab";"32";"17";"5";"17";
"Zalaújlak";"4";"3";"1";"2";
"Zalaegerszegi járás";"2205";"925";"546";"994";
"Alibánfa";"6";" ";" ";"3";
"Almásháza";"2";"2";"1";"3";
"Alsónemesapáti";"17";"9";"5";"20";
"Babosdöbréte";"21";"12";"6";"5";
"Bagod";"32";"15";"9";"7";
"Bak";"30";"11";"5";"14";
"Baktüttös";"33";"21";"8";"7";
"Becsvölgye";"24";"15";"9";"13";
"Bezeréd";"7";"2";"2";"8";
"Bocfölde";"26";"14";"10";"11";
"Boncodfölde";"3";"1";" ";"5";
"Böde";"8";"3";"3";"12";
"Búcsúszentlászló";"9";"3";"2";"11";
"Csatár";"6";" ";" ";"10";
"Csertalakos";"1";" ";" ";"1";
"Csonkahegyhát";"5";"3";" ";"3";
"Csöde";"1";" ";" ";"4";
"Dobronhegy";"5";"3";"3";"8";
"Egervár";"16";"8";"5";"12";
"Gellénháza";"16";"5";"4";"13";
"Gombosszeg";"1";" ";" ";" ";
"Gõsfa";"10";"2";" ";"4";
"Gutorfölde";"13";"6";"4";"10";
"Gyûrûs";"6";"4";"1";"13";
"Hagyárosbörönd";"4";"4";"3";"6";
"Hottó";"5";" ";" ";"6";
"Iborfia";" ";" ";" ";" ";
"Kávás";"2";"1";"1";"1";
"Kemendollár";"10";"5";"3";"3";
"Keménfa";"2";"1";"1";"2";
"Kisbucsa";"13";"3";"1";"6";
"Kiskutas";"4";"1";"1";"4";
"Kispáli";"4";"3";"2";"4";
"Kustánszeg";"16";"8";"7";"8";
"Lakhegy";"7";"5";"3";"5";
"Lickóvadamos";" ";" ";" ";"2";
"Milejszeg";"17";"7";"7";"9";
"Misefa";"11";"5";"1";"5";
"Nagykapornak";"17";"12";"8";"14";
"Nagykutas";"9";"4";"2";"8";
"Nagylengyel";"7";"5";"3";"6";
"Nagypáli";"5";"2";" ";"4";
"Nemesapáti";"21";"7";"2";"13";
"Nemeshetés";"10";"5";"2";"8";
"Nemesrádó";"16";"4";"1";"14";
"Nemessándorháza";"7";"1";"1";"11";
"Nemesszentandrás";"6";"4";"2";"6";
"Németfalu";"3";"2";"2";"1";
"Orbányosfa";"5";" ";" ";"5";
"Ormándlak";"6";"3";" ";"2";
"Ozmánbük";"5";"4";"3";"2";
"Pacsa";"52";"21";"11";"30";
"Padár";"3";"1";"1";"2";
"Pálfiszeg";"5";"4";"4";"5";
"Pethõhenye";"11";"2";"1";"6";
"Petrikeresztúr";"9";"3";"2";"11";
"Pókaszepetk";"25";"9";"6";"14";
