"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2014. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Törökbálint";"29,39";"13157,5";" ";"173";"82";"39";" ";
"Gödöllõi járás";"449,61";"141248,0";" ";"3210";"1820";"1037";" ";
"Csömör";"22,70";"9188,5";" ";"111";"63";"42";" ";
"Dány";"43,01";"4444,0";" ";"207";"139";"82";" ";
"Erdõkertes";"5,75";"7542,0";" ";"182";"98";"55";" ";
"Gödöllõ";"61,91";"32654,0";" ";"771";"476";"273";" ";
"Isaszeg";"54,84";"11271,0";" ";"315";"163";"90";" ";
"Kerepes";"24,07";"9875,0";" ";"237";"160";"105";" ";
"Kistarcsa";"11,01";"12128,5";" ";"190";"79";"50";" ";
"Mogyoród";"34,48";"6411,0";" ";"141";"91";"61";" ";
"Nagytarcsa";"12,14";"4037,5";" ";"35";"13";"8";" ";
"Pécel";"43,62";"15287,0";" ";"309";"170";"93";" ";
"Szada";"16,68";"4831,5";" ";"81";"46";"26";" ";
"Vácszentlászló";"29,87";"2034,5";" ";"62";"29";"14";" ";
"Valkó";"37,61";"2396,0";" ";"138";"87";"30";" ";
"Veresegyház";"28,56";"16847,5";" ";"298";"154";"77";" ";
"Zsámbok";"23,36";"2300,0";" ";"133";"52";"31";" ";
"Gyáli járás";"170,94";"40652,0";" ";"1670";"667";"319";" ";
"Alsónémedi";"49,07";"5198,5";" ";"158";"55";"21";" ";
"Felsõpakony";"15,32";"3339,5";" ";"129";"46";"19";" ";
"Gyál";"24,93";"22903,0";" ";"869";"343";"181";" ";
"Ócsa";"81,62";"9211,0";" ";"514";"223";"98";" ";
"Monori járás";"352,01";"66630,0";" ";"2192";"1028";"559";" ";
"Bénye";"16,51";"1213,0";" ";"23";"7";"4";" ";
"Csévharaszt";"49,15";"1876,0";" ";"62";"22";"8";" ";
"Gomba";"39,75";"2932,5";" ";"96";"37";"15";" ";
"Gyömrõ";"26,50";"16850,0";" ";"430";"206";"122";" ";
"Káva";"11,30";"663,0";" ";"30";"12";"5";" ";
"Monor";"46,78";"17842,0";" ";"609";"335";"186";" ";
"Monorierdõ";"15,05";"4077,0";" ";"137";"55";"30";" ";
"Nyáregyháza";"32,12";"3663,5";" ";"131";"66";"40";" ";
"Pánd";"22,20";"1954,5";" ";"86";"31";"16";" ";
"Péteri";"11,89";"2185,0";" ";"80";"32";"16";" ";
"Pilis";"47,35";"11491,0";" ";"457";"209";"105";" ";
"Vasad";"33,41";"1882,5";" ";"51";"16";"12";" ";
"Nagykátai járás";"687,90";"71594,5";" ";"2813";"1212";"524";" ";
"Farmos";"40,10";"3445,5";" ";"135";"67";"29";" ";
"Kóka";"44,34";"4290,0";" ";"136";"77";"45";" ";
"Mende";"27,17";"4100,5";" ";"92";"28";"13";" ";
"Nagykáta";"81,57";"12443,5";" ";"476";"241";"104";" ";
"Sülysáp";"47,32";"8194,0";" ";"219";"84";"36";" ";
"Szentlõrinckáta";"20,15";"1895,0";" ";"62";"20";"6";" ";
"Szentmártonkáta";"52,17";"4859,0";" ";"242";"113";"49";" ";
"Tápióbicske";"48,47";"3365,5";" ";"181";"60";"23";" ";
"Tápiógyörgye";"53,29";"3409,5";" ";"155";"54";"26";" ";
"Tápióság";"33,53";"2550,5";" ";"80";"34";"15";" ";
"Tápiószecsõ";"38,39";"6131,0";" ";"176";"60";"22";" ";
"Tápiószele";"36,96";"5960,5";" ";"331";"123";"51";" ";
"Tápiószentmárton";"102,87";"5211,5";" ";"218";"96";"40";" ";
"Tóalmás";"39,35";"3217,5";" ";"243";"131";"53";" ";
"Úri";"22,22";"2521,0";" ";"67";"24";"12";" ";
"Nagykõrösi járás";"349,27";"27527,5";" ";"1600";"835";"532";" ";
"Kocsér";"67,28";"1846,5";" ";"80";"35";"22";" ";
"Nagykõrös";"227,95";"23744,5";" ";"1383";"733";"476";" ";
"Nyársapát";"54,04";"1936,5";" ";"137";"67";"34";" ";
"Pilisvörösvári járás";"130,72";"52948,5";" ";"787";"397";"213";" ";
"Pilisborosjenõ";"9,25";"3540,5";" ";"50";"24";"12";" ";
"Piliscsaba";"25,55";"8017,5";" ";"186";"96";"47";" ";
"Pilisjászfalu";"6,96";"1562,5";" ";"34";"14";"8";" ";
"Pilisszántó";"15,94";"2870,5";" ";"44";"27";"18";" ";
"Pilisszentiván";"8,12";"4170,5";" ";"53";"34";"21";" ";
"Pilisvörösvár";"24,29";"13890,0";" ";"169";"77";"39";" ";
"Solymár";"17,86";"10057,0";" ";"110";"54";"36";" ";
"Tinnye";"16,10";"1646,5";" ";"52";"25";"9";" ";
"Üröm";"6,65";"7193,5";" ";"89";"46";"23";" ";
"Ráckevei járás";"416,91";"35879,0";" ";"1484";"661";"346";" ";
"Apaj";"71,05";"1218,5";" ";"52";"24";"10";" ";
"Áporka";"17,47";"1073,0";" ";"31";"10";"6";" ";
"Dömsöd";"72,33";"5719,5";" ";"365";"163";"76";" ";
"Kiskunlacháza";"93,51";"8830,5";" ";"334";"189";"109";" ";
"Lórév";"9,87";"288,5";" ";"8";"1";" ";" ";
"Makád";"31,77";"1160,5";" ";"37";"10";"6";" ";
"Ráckeve";"64,09";"9966,0";" ";"418";"172";"94";" ";
"Szigetbecse";"17,11";"1277,0";" ";"46";"14";"10";" ";
"Szigetcsép";"18,21";"2301,5";" ";"74";"33";"16";" ";
"Szigetszentmárton";"10,70";"2104,0";" ";"66";"32";"12";" ";
"Szigetújfalu";"10,80";"1940,0";" ";"53";"13";"7";" ";
"Szentendrei járás";"326,58";"78197,0";" ";"1478";"710";"408";" ";
"Budakalász";"15,17";"10645,0";" ";"159";"98";"54";" ";
"Csobánka";"22,76";"3175,0";" ";"79";"29";"14";" ";
"Dunabogdány";"25,50";"3069,0";" ";"63";"30";"19";" ";
"Kisoroszi";"10,94";"950,0";" ";"27";"13";"7";" ";
"Leányfalu";"15,36";"3508,0";" ";"52";"24";"18";" ";
"Pilisszentkereszt";"17,21";"2147,0";" ";"33";"12";"9";" ";
"Pilisszentlászló";"17,75";"1169,5";" ";"21";"13";"5";" ";
"Pócsmegyer";"13,08";"1992,5";" ";"56";"22";"11";" ";
"Pomáz";"49,04";"16537,5";" ";"314";"161";"79";" ";
"Szentendre";"43,82";"25433,0";" ";"485";"237";"152";" ";
"Szigetmonostor";"23,51";"2277,0";" ";"68";"29";"16";" ";
"Tahitótfalu";"39,17";"5486,0";" ";"89";"35";"21";" ";
"Visegrád";"33,27";"1807,5";" ";"32";"7";"3";" ";
"Szigetszentmiklósi járás";"211,25";"111312,0";" ";"2449";"1210";"596";" ";
"Délegyháza";"25,41";"3689,0";" ";"86";"32";"10";" ";
"Dunaharaszti";"29,17";"20693,0";" ";"446";"211";"112";" ";
"Dunavarsány";"22,50";"7484,0";" ";"187";"107";"46";" ";
"Halásztelek";"8,66";"9405,5";" ";"177";"80";"44";" ";
"Majosháza";"11,41";"1531,0";" ";"61";"28";"13";" ";
"Szigethalom";"9,12";"16958,5";" ";"391";"195";"88";" ";
"Szigetszentmiklós";"45,68";"35373,0";" ";"722";"364";"179";" ";
"Taksony";"20,83";"6120,5";" ";"118";"55";"23";" ";
"Tököl";"38,47";"10057,5";" ";"261";"138";"81";" ";
"Szobi járás";"438,33";"24409,0";" ";"852";"311";"187";" ";
"Bernecebaráti";"37,67";"902,0";" ";"36";"7";"5";" ";
"Ipolydamásd";"11,57";"353,0";" ";"15";"7";"2";" ";
"Ipolytölgyes";"13,67";"422,5";" ";"7";" ";" ";" ";
"Kemence";"42,74";"967,5";" ";"43";"21";"11";" ";
"Kismaros";"11,96";"2150,5";" ";"50";"20";"18";" ";
"Kóspallag";"12,78";"760,0";" ";"25";"7";"3";" ";
"Letkés";"24,55";"1121,5";" ";"55";"7";"6";" ";
"Márianosztra";"20,26";"851,0";" ";"14";"6";"4";" ";
"Nagybörzsöny";"50,70";"712,5";" ";"47";"11";"6";" ";
"Nagymaros";"34,32";"4715,0";" ";"174";"65";"43";" ";
"Perõcsény";"41,36";"286,5";" ";"8";"5";"4";" ";
"Szob";"17,98";"2764,0";" ";"86";"29";"13";" ";
"Szokolya";"59,05";"1796,0";" ";"49";"19";"11";" ";
"Tésa";"4,38";"81,5";" ";"5";"3";"1";" ";
"Vámosmikola";"25,30";"1656,0";" ";"90";"49";"31";" ";
"Verõce";"20,33";"3668,0";" ";"115";"45";"27";" ";
"Zebegény";"9,71";"1201,5";" ";"33";"10";"2";" ";
"Váci járás";"362,11";"67399,5";" ";"2395";"987";"553";" ";
"Acsa";"26,94";"1409,0";" ";"57";"22";"9";" ";
"Csörög";"5,04";"1908,0";" ";"142";"73";"41";" ";
"Csõvár";"17,17";"625,5";" ";"23";"7";"3";" ";
"Galgagyörk";"14,72";"1047,0";" ";"63";"30";"20";" ";
"Kisnémedi";"13,84";"622,5";" ";"22";"7";"3";" ";
"Kosd";"34,09";"2436,0";" ";"100";"40";"23";" ";
"Õrbottyán";"27,35";"7051,5";" ";"201";"88";"52";" ";
"Penc";"21,34";"1515,5";" ";"48";"13";"8";" ";
"Püspökhatvan";"24,73";"1446,5";" ";"69";"28";"16";" ";
"Püspökszilágy";"25,30";"735,5";" ";"24";"6";"6";" ";
"Rád";"17,74";"1959,0";" ";"61";"23";"14";" ";
"Szõd";"15,76";"3548,0";" ";"102";"31";"16";" ";
"Szõdliget";"7,32";"4422,0";" ";"115";"44";"22";" ";
"Vác";"61,60";"33235,5";" ";"1182";"488";"271";" ";
"Vácduka";"8,40";"1413,5";" ";"31";"9";"5";" ";
"Váchartyán";"12,09";"1731,0";" ";"63";"35";"19";" ";
"Váckisújfalu";"10,68";"426,0";" ";"31";"13";"7";" ";
"Vácrátót";"18,00";"1867,5";" ";"61";"30";"18";" ";
"Vecsési járás";"119,78";"47539,5";" ";"1082";"477";"242";" ";
"Ecser";"13,12";"3609,5";" ";"62";"19";"12";" ";
"Maglód";"22,36";"11894,0";" ";"280";"123";"57";" ";
"Üllõ";"48,12";"11677,0";" ";"345";"169";"81";" ";
"Vecsés";"36,18";"20359,0";" ";"395";"166";"92";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36609,97";"2963833,0";" ";"101263";"43015";"23455";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11084,82";"1066299,0";" ";"31638";"12117";"6541";" ";
"Fejér megye";"4357,93";"418578,5";" ";"13041";"5398";"3079";" ";
"Bicskei járás";"578,25";"35594,5";" ";"856";"292";"182";" ";
"Alcsútdoboz";"50,71";"1458,0";" ";"39";"18";"13";" ";
"Bicske";"77,08";"11950,0";" ";"290";"53";"30";" ";
"Bodmér";"7,17";"238,0";" ";"5";"2";"1";" ";
"Csabdi";"17,02";"1184,5";" ";"41";"18";"8";" ";
"Csákvár";"118,76";"5218,5";" ";"100";"40";"26";" ";
"Etyek";"53,27";"4106,0";" ";"90";"37";"21";" ";
"Felcsút";"22,02";"1818,0";" ";"31";"11";"8";" ";
"Gánt";"58,15";"859,5";" ";"9";"3";"3";" ";
"Mány";"44,72";"2417,0";" ";"83";"49";"36";" ";
"Óbarok";"19,26";"759,5";" ";"25";"10";"5";" ";
"Szár";"22,63";"1631,5";" ";"24";"9";"5";" ";
"Tabajd";"26,57";"915,0";" ";"29";"18";"10";" ";
"Újbarok";"1,49";"397,0";" ";"7";"1";" ";" ";
"Vértesacsa";"36,19";"1772,5";" ";"60";"19";"14";" ";
"Vértesboglár";"23,21";"869,5";" ";"23";"4";"2";" ";
"Dunaújvárosi járás";"649,90";"90840,0";" ";"3268";"1471";"819";" ";
"Adony";"61,03";"3690,0";" ";"80";"36";"23";" ";
"Baracs";"55,16";"3373,5";" ";"112";"39";"19";" ";
"Beloiannisz";"4,54";"1031,0";" ";"40";"15";"5";" ";
"Besnyõ";"44,64";"1708,5";" ";"42";"16";"7";" ";
"Daruszentmiklós";"19,13";"1283,0";" ";"68";"22";"10";" ";
"Dunaújváros";"52,67";"46186,0";" ";"1650";"789";"451";" ";
"Elõszállás";"39,96";"2291,5";" ";"91";"36";"23";" ";
"Iváncsa";"25,16";"2768,0";" ";"73";"32";"20";" ";
"Kisapostag";"9,59";"1370,0";" ";"38";"24";"14";" ";
"Kulcs";"16,71";"2708,5";" ";"109";"54";"31";" ";
"Mezõfalva";"80,41";"4694,0";" ";"202";"88";"41";" ";
"Nagykarácsony";"30,45";"1317,5";" ";"72";"29";"14";" ";
"Nagyvenyim";"43,65";"4028,0";" ";"122";"53";"35";" ";
"Perkáta";"74,50";"3895,0";" ";"194";"69";"33";" ";
"Pusztaszabolcs";"51,66";"5930,5";" ";"251";"102";"50";" ";
"Rácalmás";"40,64";"4565,0";" ";"124";"67";"43";" ";
"Enyingi járás";"433,01";"20560,5";" ";"991";"384";"231";" ";
"Dég";"46,86";"2181,0";" ";"81";"43";"17";" ";
"Enying";"82,78";"6808,0";" ";"429";"188";"124";" ";
"Kisláng";"53,06";"2447,5";" ";"99";"44";"25";" ";
"Lajoskomárom";"75,59";"2233,5";" ";"61";"9";"5";" ";
"Lepsény";"39,08";"2984,5";" ";"147";"48";"28";" ";
"Mátyásdomb";"35,39";"772,0";" ";"23";"5";"4";" ";
"Mezõkomárom";"29,05";"959,5";" ";"29";"8";"4";" ";
"Mezõszentgyörgy";"27,12";"1318,5";" ";"102";"34";"22";" ";
"Szabadhídvég";"44,08";"856,0";" ";"20";"5";"2";" ";
"Gárdonyi járás";"306,80";"30125,5";" ";"735";"240";"157";" ";
"Gárdony";"63,50";"10123,5";" ";"193";"65";"41";" ";
"Kápolnásnyék";"41,50";"3571,5";" ";"100";"31";"20";" ";
"Nadap";"6,93";"541,0";" ";"14";"4";"2";" ";
"Pákozd";"43,32";"3057,0";" ";"67";"23";"17";" ";
"Pázmánd";"27,14";"2146,5";" ";"41";"13";"10";" ";
"Sukoró";"16,27";"1389,5";" ";"18";"5";"3";" ";
"Szabadegyháza";"41,63";"2100,0";" ";"94";"34";"23";" ";
"Velence";"33,37";"5515,5";" ";"124";"42";"27";" ";
"Vereb";"22,32";"766,0";" ";"29";"5";"4";" ";
"Zichyújfalu";"10,82";"915,0";" ";"55";"18";"10";" ";
"Martonvásári járás";"277,12";"26331,5";" ";"1062";"430";"177";" ";
"Baracska";"39,68";"2675,5";" ";"84";"35";"19";" ";
"Ercsi";"65,31";"8064,0";" ";"535";"259";"87";" ";
"Gyúró";"24,37";"1240,5";" ";"30";"11";"6";" ";
"Kajászó";"23,98";"1040,5";" ";"35";"7";"4";" ";
"Martonvásár";"31,25";"5578,0";" ";"125";"43";"25";" ";
"Ráckeresztúr";"35,30";"3275,5";" ";"152";"38";"17";" ";
"Tordas";"16,76";"2060,5";" ";"27";"12";"4";" ";
"Vál";"40,47";"2397,0";" ";"74";"25";"15";" ";
"Móri járás";"417,56";"34150,5";" ";"680";"206";"102";" ";
"Bakonycsernye";"38,13";"2973,5";" ";"57";"16";"7";" ";
"Balinka";"18,62";"891,0";" ";"27";"6";"2";" ";
"Bodajk";"28,97";"4080,0";" ";"87";"37";"21";" ";
"Csákberény";"41,37";"1171,0";" ";"36";"15";"8";" ";
"Csókakõ";"10,92";"1337,5";" ";"30";"8";"3";" ";
"Fehérvárcsurgó";"29,65";"1929,0";" ";"43";"15";"8";" ";
"Isztimér";"53,88";"969,0";" ";"22";"6";"2";" ";
"Kincsesbánya";"10,87";"1463,5";" ";"27";"7";"5";" ";
"Magyaralmás";"22,42";"1534,5";" ";"20";"9";"4";" ";
"Mór";"108,59";"14221,0";" ";"281";"76";"37";" ";
"Nagyveleg";"13,20";"656,5";" ";"11";"3";"1";" ";
"Pusztavám";"34,69";"2425,5";" ";"27";"6";"3";" ";
"Söréd";"6,25";"498,5";" ";"12";"2";"1";" ";
"Sárbogárdi járás";"653,42";"28083,0";" ";"1777";"958";"639";" ";
"Alap";"48,30";"1930,5";" ";"95";"40";"26";" ";
"Alsószentiván";"39,63";"645,0";" ";"26";"13";"9";" ";
"Cece";"58,85";"2593,0";" ";"177";"113";"67";" ";
"Hantos";"36,98";"974,0";" ";"29";"14";"8";" ";
"Igar";"41,13";"950,0";" ";"133";"56";"38";" ";
"Mezõszilas";"64,97";"2105,0";" ";"74";"28";"22";" ";
"Nagylók";"32,45";"1034,5";" ";"23";"10";"7";" ";
"Sárbogárd";"189,35";"12261,5";" ";"790";"454";"307";" ";
"Sáregres";"26,13";"728,5";" ";"57";"15";"6";" ";
"Sárkeresztúr";"46,75";"2538,0";" ";"222";"136";"91";" ";
"Sárszentágota";"45,48";"1350,5";" ";"68";"27";"21";" ";
"Vajta";"23,40";"972,5";" ";"83";"52";"37";" ";
"Székesfehérvári járás";"1041,87";"152893,0";" ";"3672";"1417";"772";" ";
"Aba";"88,01";"4448,5";" ";"143";"50";"32";" ";
"Bakonykúti";"12,45";"129,5";" ";"2";" ";" ";" ";
"Csór";"41,49";"1785,0";" ";"46";"13";"8";" ";
"Csõsz";"17,11";"1016,0";" ";"38";"14";"6";" ";
"Füle";"30,32";"840,0";" ";"26";"6";"3";" ";
"Iszkaszentgyörgy";"26,26";"1948,5";" ";"55";"18";"6";" ";
"Jenõ";"5,56";"1307,0";" ";"43";"18";"11";" ";
"Káloz";"47,74";"2376,0";" ";"96";"43";"26";" ";
"Kõszárhegy";"5,90";"1493,0";" ";"29";"14";"11";" ";
"Lovasberény";"60,62";"2594,5";" ";"64";"26";"14";" ";
"Moha";"9,88";"584,5";" ";"17";"7";"3";" ";
"Nádasdladány";"26,35";"1734,0";" ";"94";"33";"20";" ";
"Pátka";"40,38";"1670,0";" ";"42";"12";"8";" ";
"Polgárdi";"72,16";"6806,0";" ";"234";"89";"48";" ";
"Sárkeresztes";"23,27";"1517,5";" ";"34";"11";"7";" ";
"Sárkeszi";"14,79";"592,0";" ";"21";"10";"5";" ";
"Sárosd";"48,10";"3225,0";" ";"94";"32";"19";" ";
"Sárszentmihály";"37,39";"2987,5";" ";"82";"34";"23";" ";
"Seregélyes";"78,16";"4372,5";" ";"96";"31";"17";" ";
"Soponya";"49,94";"1821,0";" ";"48";"20";"14";" ";
"Szabadbattyán";"33,66";"4522,5";" ";"163";"68";"35";" ";
"Székesfehérvár";"170,89";"98866,5";" ";"2045";"815";"425";" ";
"Tác";"45,69";"1678,5";" ";"27";"11";"7";" ";
"Úrhida";"7,25";"2410,0";" ";"67";"28";"15";" ";
"Zámoly";"48,50";"2167,5";" ";"66";"14";"9";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2263,99";"299893,5";" ";"8353";"3118";"1524";" ";
"Esztergomi járás";"536,96";"91923,5";" ";"2636";"1004";"498";" ";
"Annavölgy";"4,79";"922,5";" ";"26";"9";"2";" ";
"Bajna";"37,21";"1936,0";" ";"71";"28";"15";" ";
"Bajót";"16,43";"1600,5";" ";"73";"31";"14";" ";
"Csolnok";"18,70";"3131,5";" ";"62";"21";"7";" ";
"Dág";"11,88";"947,5";" ";"23";"6";"2";" ";
"Dorog";"11,54";"11876,5";" ";"404";"182";"89";" ";
"Dömös";"24,01";"1139,0";" ";"37";"9";"5";" ";
"Epöl";"12,51";"635,0";" ";"30";"7";"2";" ";
"Esztergom";"99,35";"28257,0";" ";"716";"230";"112";" ";
"Kesztölc";"21,99";"2542,5";" ";"74";"28";"13";" ";
"Lábatlan";"26,38";"4886,5";" ";"147";"63";"31";" ";
"Leányvár";"7,26";"1722,0";" ";"39";"13";"7";" ";
"Máriahalom";"10,85";"607,0";" ";"25";"6";"3";" ";
"Mogyorósbánya";"7,32";"831,0";" ";"13";"5";"2";" ";
"Nagysáp";"24,78";"1475,0";" ";"58";"27";"22";" ";
"Nyergesújfalu";"39,63";"7435,5";" ";"187";"94";"36";" ";
"Piliscsév";"24,91";"2341,0";" ";"63";"21";"11";" ";
"Pilismarót";"44,59";"1979,5";" ";"62";"17";"6";" ";
"Sárisáp";"14,27";"2693,0";" ";"95";"39";"24";" ";
"Süttõ";"34,47";"2035,0";" ";"63";"25";"10";" ";
"Tát";"12,07";"5308,5";" ";"101";"30";"14";" ";
"Tokod";"14,91";"4067,5";" ";"130";"58";"38";" ";
"Tokodaltáró";"5,53";"2877,5";" ";"103";"39";"22";" ";
"Úny";"11,58";"676,5";" ";"34";"16";"11";" ";
"Kisbéri járás";"510,58";"19959,5";" ";"553";"194";"100";" ";
"Ácsteszér";"17,72";"692,0";" ";"11";"5";"1";" ";
"Aka";"18,09";"246,5";" ";"6";"2";"1";" ";
"Ászár";"18,68";"1713,5";" ";"25";"7";"3";" ";
"Bakonybánk";"15,06";"438,5";" ";"16";"10";"6";" ";
"Bakonysárkány";"14,13";"973,5";" ";"32";"5";"1";" ";
"Bakonyszombathely";"36,53";"1454,5";" ";"38";"12";"6";" ";
"Bársonyos";"16,85";"759,0";" ";"14";"4";"2";" ";
"Császár";"67,80";"1875,0";" ";"68";"37";"26";" ";
"Csatka";"17,77";"224,0";" ";"5";"3";"2";" ";
"Csép";"20,05";"345,5";" ";"8";"1";"1";" ";
"Ete";"20,61";"607,0";" ";"16";"6";"4";" ";
"Kerékteleki";"29,46";"685,5";" ";"9";"1";"1";" ";
"Kisbér";"52,16";"5358,0";" ";"134";"51";"25";" ";
"Réde";"45,88";"1377,0";" ";"46";"18";"8";" ";
"Súr";"37,35";"1194,0";" ";"32";"5";"1";" ";
"Tárkány";"64,97";"1465,5";" ";"71";"20";"9";" ";
"Vérteskethely";"17,47";"550,5";" ";"22";"7";"3";" ";
"Komáromi járás";"378,75";"39165,5";" ";"1014";"340";"176";" ";
"Ács";"103,92";"6769,5";" ";"180";"74";"40";" ";
"Almásfüzitõ";"8,18";"2042,0";" ";"57";"14";"8";" ";
"Bábolna";"33,57";"3787,0";" ";"59";"22";"12";" ";
