"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2018. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Kispáli";"8";"2";"1";"2";
"Kustánszeg";"16";"10";"7";"5";
"Lakhegy";"4";"2";"1";"6";
"Lickóvadamos";"2";"1";" ";"1";
"Milejszeg";"19";"6";"4";"8";
"Misefa";"7";"1";"1";"5";
"Nagykapornak";"29";"11";"6";"10";
"Nagykutas";"11";"5";"2";"5";
"Nagylengyel";"11";"5";"4";"3";
"Nagypáli";"7";"2";" ";"4";
"Nemesapáti";"22";"9";"3";"9";
"Nemeshetés";"9";"5";"1";"4";
"Nemesrádó";"7";"4";"3";"12";
"Nemessándorháza";"8";"1";" ";"8";
"Nemesszentandrás";"8";"5";"1";"4";
"Németfalu";"5";"1";"1";"2";
"Orbányosfa";"2";"2";"1";"2";
"Ormándlak";"3";"1";"1";"3";
"Ozmánbük";"5";"2";"2";" ";
"Pacsa";"39";"19";"9";"25";
"Padár";"2";"1";"1";"1";
"Pálfiszeg";"7";"1";" ";"4";
"Pethõhenye";"10";"3";"2";"3";
"Petrikeresztúr";"8";"3";"2";"5";
"Pókaszepetk";"27";"16";"10";"10";
"Pölöske";"29";"12";"10";"13";
"Pusztaederics";"5";"2";"2";"3";
"Pusztaszentlászló";"17";"9";"7";"2";
"Salomvár";"7";"2";"1";"3";
"Sárhida";"19";"6";"4";"5";
"Söjtör";"56";"33";"16";"24";
"Szentkozmadombja";" ";" ";" ";"3";
"Szentpéterfölde";"8";"2";" ";"2";
"Szentpéterúr";"41";"24";"10";"49";
"Teskánd";"12";"8";"4";"6";
"Tilaj";"6";"4";"3";"8";
"Tófej";"23";"10";"5";"5";
"Vasboldogasszony";"11";"6";"4";"7";
"Vaspör";"11";"5";"3";"6";
"Vöckönd";"2";" ";" ";"3";
"Zalaboldogfa";"14";"5";"2";"4";
"Zalacséb";"12";"5";"4";"1";
"Zalaegerszeg";"1100";"431";"253";"158";
"Zalaháshágy";"11";"4";"2";"1";
"Zalaigrice";"4";"3";"1";"9";
"Zalaistvánd";"5";"2";"1";"2";
"Zalalövõ";"76";"34";"18";"21";
"Zalaszentgyörgy";"7";"4";"3";"4";
"Zalaszentiván";"32";"17";"9";"5";
"Zalaszentlõrinc";"5";"2";" ";"4";
"Zalaszentmihály";"26";"16";"12";"3";
"Zalatárnok";"17";"7";"3";"4";
"Zalaszentgróti járás";"272";"91";"48";"282";
"Batyk";"8";"5";"2";"10";
"Döbröce";"3";"1";" ";"3";
"Dötk";"1";" ";" ";"2";
"Kallósd";"1";"1";" ";"2";
"Kehidakustány";"15";"7";"2";"25";
"Kisgörbõ";"6";"2";"1";"5";
"Kisvásárhely";" ";" ";" ";"6";
"Mihályfa";"3";" ";" ";"10";
"Nagygörbõ";"2";"1";" ";"7";
"Óhíd";"15";"5";"4";"18";
"Pakod";"12";"4";"2";"12";
"Sénye";"1";"1";" ";" ";
"Sümegcsehi";"5";"1";"1";"11";
"Szalapa";"6";"2";"1";"7";
"Tekenye";"11";"4";"1";"10";
"Türje";"46";"16";"9";"49";
"Zalabér";"13";"2";" ";"11";
"Zalaszentgrót";"111";"36";"24";"75";
"Zalaszentlászló";"9";"2";"1";"13";
"Zalavég";"4";"1";" ";"6";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Zala megye területre nem bontható adatai";" ";" ";" ";" ";
"Dél-Dunántúl (Baranya, Somogy, Tolna)";"31561";"15424";"8230";"15207";
"Baranya megye";"13368";"7034";"4096";"7798";
"Bólyi járás";"377";"183";"119";"131";
"Babarc";"32";"21";"15";"15";
"Belvárdgyula";"11";"5";"3";"7";
"Bóly";"43";"14";"8";"29";
"Borjád";"12";"3";"3";"4";
"Hásságy";"2";"1";"1";" ";
"Kisbudmér";"9";"7";"2";"3";
"Liptód";"16";"13";"11";"5";
"Máriakéménd";"19";"7";"2";"14";
"Monyoród";"15";"7";"6";"5";
"Nagybudmér";"13";"4";"4";"4";
"Olasz";"10";"6";"3";"11";
"Pócsa";"7";"4";"2";"6";
"Szajk";"16";"7";"3";"7";
"Szederkény";"33";"18";"14";"2";
"Töttös";"18";"6";"3";"9";
"Versend";"121";"60";"39";"10";
"Hegyháti járás";"657";"405";"255";"508";
"Ág";"21";"16";"5";"24";
"Alsómocsolád";"11";"4";"2";"8";
"Bakóca";"24";"17";"10";"18";
"Baranyajenõ";"43";"25";"14";"20";
"Baranyaszentgyörgy";"14";"9";"3";"9";
"Felsõegerszeg";"3";"2";"1";"9";
"Gerényes";"11";"6";"1";"27";
"Gödre";"46";"33";"30";"21";
"Kisbeszterce";"7";"5";" ";"2";
"Kishajmás";"13";"12";"9";"5";
"Kisvaszar";"59";"41";"27";"36";
"Mágocs";"70";"40";"30";"52";
"Mekényes";"13";"7";"3";"20";
"Mezõd";"5";"3";"3";"6";
"Mindszentgodisa";"35";"15";"7";"50";
"Nagyhajmás";"26";"15";"13";"17";
"Palé";"3";"2";"1";"5";
"Sásd";"114";"65";"42";"38";
"Szágy";"10";"7";"5";"14";
"Tarrós";"3";"1";" ";"6";
"Tékes";"29";"20";"12";"18";
"Tormás";"15";"9";"5";"17";
"Varga";"5";"4";"2";"13";
"Vásárosdombó";"67";"42";"27";"68";
"Vázsnok";"10";"5";"3";"5";
"Komlói járás";"929";"287";"140";"756";
"Bikal";"13";"8";"3";"10";
"Bodolyabér";"4";"1";" ";"14";
"Egyházaskozár";"10";"6";"3";"16";
"Hegyhátmaróc";"4";" ";" ";"6";
"Kárász";"12";"5";"5";"10";
"Komló";"651";"182";"76";"424";
"Köblény";"10";"7";"3";"6";
"Liget";"9";"2";" ";"20";
"Magyaregregy";"27";"17";"10";"17";
"Magyarhertelend";"22";"8";"5";"33";
"Magyarszék";"22";"5";"2";"17";
"Mánfa";"18";"9";"5";"27";
"Máza";"23";"9";"7";"20";
"Mecsekpölöske";"11";"2";"1";"8";
"Oroszló";"8";"2";"1";"16";
"Szalatnak";"18";"5";"4";"12";
"Szárász";" ";" ";" ";" ";
"Szászvár";"60";"17";"14";"87";
"Tófû";"2";"1";"1";"4";
"Vékény";"5";"1";" ";"9";
"Mohácsi járás";"1364";"751";"412";"651";
"Bár";"17";"7";"2";"8";
"Bezedek";"18";"8";"5";"7";
"Dunaszekcsõ";"77";"50";"29";"25";
"Erdõsmárok";"3";"2";"2";"4";
"Feked";"1";" ";" ";"5";
"Görcsönydoboka";"7";"6";"5";"5";
"Himesháza";"28";"14";"9";"22";
"Homorúd";"19";"7";"3";"39";
"Ivándárda";"8";"5";"4";"7";
"Kisnyárád";"10";"6";"4";"2";
"Kölked";"63";"37";"17";"47";
"Lánycsók";"87";"56";"37";"78";
"Lippó";"18";"5";"2";"9";
"Majs";"31";"12";"5";"27";
"Maráza";"15";"4";"2";" ";
"Mohács";"746";"422";"226";"239";
"Nagynyárád";"18";"7";"3";"10";
"Palotabozsok";"16";"8";"4";"8";
"Sárok";"13";"9";"6";"5";
"Sátorhely";"18";"10";"4";"19";
"Somberek";"18";"14";"10";"17";
"Szebény";"27";"8";"5";"6";
"Székelyszabar";"29";"5";"2";"2";
"Szûr";"16";"12";"7";"10";
"Udvar";"1";" ";" ";"3";
"Véménd";"60";"37";"19";"47";
"Pécsi járás";"4033";"1985";"1214";"1171";
"Abaliget";"34";"16";"9";"25";
"Aranyosgadány";"15";"10";"10";"28";
"Áta";"6";"4";"2";"4";
"Bakonya";"17";"11";"7";"5";
"Berkesd";"35";"22";"15";"23";
"Birján";"2";"2";"2";"3";
"Bogád";"18";"8";"5";"6";
"Bosta";"10";"4";"3";"8";
"Cserkút";"24";"12";"11";"1";
"Egerág";"24";"15";"9";"9";
"Ellend";"12";"6";"3";"5";
"Görcsöny";"40";"23";"12";"22";
"Gyód";"18";"9";"5";"6";
"Hosszúhetény";"90";"51";"34";"42";
"Husztót";" ";" ";" ";"3";
"Keszü";"23";"10";"3";"14";
"Kisherend";"2";"1";" ";"2";
"Kovácsszénája";"2";"1";"1";"10";
"Kozármisleny";"97";"50";"28";"15";
"Kökény";"8";"2";"1";"9";
"Kõvágószõlõs";"40";"20";"11";"16";
"Kõvágótöttös";"22";"13";"7";"10";
"Lothárd";"5";"2";"1";" ";
"Magyarsarlós";"4";" ";" ";"2";
"Nagykozár";"37";"10";"5";"9";
"Ócsárd";"15";"8";"7";"17";
"Orfû";"20";"7";"3";"11";
"Pécs";"3204";"1569";"964";"759";
"Pécsudvard";"19";"10";"7";"6";
"Pellérd";"48";"26";"16";"19";
"Pereked";"5";"3";"1";"6";
"Pogány";"18";"8";"5";"13";
"Regenye";"12";"7";"4";"13";
"Romonya";"9";"1";" ";"4";
"Szalánta";"37";"21";"9";"14";
"Szemely";"14";"2";"2";"4";
"Szilágy";"8";"3";"2";"10";
"Szilvás";"4";"3";"1";"5";
"Szõke";"18";"9";"7";"7";
"Szõkéd";"17";"6";"2";"6";
"Pécsváradi járás";"260";"111";"55";"219";
"Apátvarasd";"5";"1";" ";"9";
"Erdõsmecske";"17";"7";"2";"3";
"Erzsébet";"7";"1";" ";"6";
"Fazekasboda";"9";"6";"3";"8";
"Geresdlak";"13";"4";"2";"8";
"Hidas";"42";"21";"15";"28";
"Kátoly";"8";"4";"2";"8";
"Kékesd";"5";"2";"2";"8";
"Lovászhetény";"11";"3";" ";"12";
"Martonfa";"3";"1";"1";"8";
"Mecseknádasd";"17";"9";"2";"18";
"Nagypall";"9";"6";"2";"13";
"Óbánya";"2";"1";" ";"2";
"Ófalu";"1";" ";" ";"7";
"Pécsvárad";"88";"37";"22";"71";
"Szellõ";"7";"3";"1";"4";
"Zengõvárkony";"16";"5";"1";"6";
"Sellyei járás";"1019";"608";"304";"1323";
"Adorjás";"14";"6";"2";"35";
"Baksa";"35";"21";"9";"28";
"Baranyahídvég";"22";"12";"7";"36";
"Besence";"15";"9";"5";"19";
"Bogádmindszent";"17";"10";"7";"41";
"Bogdása";"31";"20";"9";"28";
"Csányoszró";"63";"39";"19";"40";
"Drávafok";"31";"16";"7";"40";
"Drávaiványi";"16";"13";"3";"27";
"Drávakeresztúr";"4";" ";" ";"14";
"Drávasztára";"28";"13";"6";"32";
"Felsõszentmárton";"26";"14";"8";"65";
"Gilvánfa";"66";"43";"19";"49";
"Hegyszentmárton";"31";"21";"10";"50";
"Hirics";"13";"7";"3";"63";
"Kákics";"31";"20";"12";"24";
"Kemse";"8";"4";"1";"8";
"Kisasszonyfa";"24";"18";"13";"26";
"Kisszentmárton";"19";"12";"6";"45";
"Kórós";"11";"3";" ";"35";
"Lúzsok";"33";"21";"12";"38";
"Magyarmecske";"22";"14";"6";"32";
"Magyartelek";"25";"16";"12";"24";
"Markóc";"5";"3";" ";"11";
"Marócsa";"6";"3";"2";"15";
"Nagycsány";"10";"7";"4";"10";
"Okorág";"17";"14";"5";"28";
"Ózdfalu";"20";"14";"5";"17";
"Páprád";"6";"2";" ";"12";
"Piskó";"22";"10";"1";"64";
"Sámod";"18";"7";"5";"28";
"Sellye";"123";"75";"40";"123";
"Sósvertike";"18";"14";"7";"39";
"Tengeri";"7";"7";"5";"6";
"Téseny";"50";"34";"22";"22";
"Vajszló";"98";"49";"25";"95";
"Vejti";"11";"5";"2";"25";
"Zaláta";"23";"12";"5";"29";
"Siklósi járás";"2274";"1417";"928";"1116";
"Alsószentmárton";"250";"168";"104";"119";
"Babarcszõlõs";"17";"13";"3";"1";
"Beremend";"93";"41";"25";"63";
"Bisse";"9";"6";"2";"11";
"Cún";"22";"15";"11";"14";
"Csarnóta";"8";"5";"3";"8";
"Diósviszló";"83";"55";"36";"24";
"Drávacsehi";"21";"15";"10";"27";
"Drávacsepely";"16";"9";"4";"17";
"Drávapalkonya";"42";"28";"16";"28";
"Drávapiski";"3";"1";"1";"27";
"Drávaszabolcs";"52";"35";"20";"21";
"Drávaszerdahely";"11";"7";"3";"8";
"Egyházasharaszti";"22";"14";"8";"23";
"Garé";"27";"17";"14";"18";
"Gordisa";"54";"33";"25";"13";
"Harkány";"156";"81";"47";"26";
"Illocska";"9";"5";"3";"10";
"Ipacsfa";"11";"9";"3";"9";
"Ivánbattyán";"8";"2";"1";"6";
"Kásád";"24";"17";"10";"18";
"Kémes";"18";"8";"3";"20";
"Kisdér";"1";"1";" ";"6";
"Kisharsány";"30";"22";"16";"22";
"Kisjakabfalva";"7";"5";"3";"8";
"Kiskassa";"18";"13";"8";"4";
"Kislippó";"19";"15";"12";"7";
"Kistapolca";"8";"4";"2";"11";
"Kistótfalu";"16";"8";"7";"10";
"Kovácshida";"23";"13";"10";"14";
"Lapáncsa";"9";"7";"5";"21";
"Magyarbóly";"26";"11";"3";"20";
"Márfa";"15";"8";"6";"12";
"Márok";"23";"13";"6";"18";
"Matty";"32";"17";"13";"15";
"Nagyharsány";"129";"91";"70";"49";
"Nagytótfalu";"40";"29";"21";"12";
"Old";"32";"17";"7";"33";
"Palkonya";"13";"4";"4";"12";
"Pécsdevecser";"1";"1";"1";"4";
"Peterd";"7";"3";"1";"5";
"Rádfalva";"14";"11";"8";"9";
"Siklós";"529";"320";"226";"104";
"Siklósbodony";"15";"7";"3";"18";
"Siklósnagyfalu";"48";"28";"23";"59";
"Szaporca";"17";"12";"5";"22";
"Szava";"21";"11";"6";"26";
"Tésenfa";"14";"8";"5";"11";
"Túrony";"10";"7";"7";"5";
"Újpetre";"49";"40";"28";"13";
"Villány";"97";"63";"40";"28";
"Villánykövesd";"12";"9";"4";"9";
"Vokány";"43";"35";"26";"18";
"Szentlõrinci járás";"563";"283";"137";"430";
"Bicsérd";"19";"8";"4";"21";
"Boda";"13";"8";"6";"12";
"Bükkösd";"63";"30";"18";"31";
"Cserdi";"34";"14";"4";"36";
"Csonkamindszent";"9";"7";"3";"8";
"Dinnyeberki";"8";"5";"2";"9";
"Gerde";"27";"16";"9";"17";
"Gyöngyfa";"13";"6";" ";"21";
"Helesfa";"20";"15";"8";"12";
"Hetvehely";"23";"14";"5";"20";
"Kacsóta";"16";"7";"5";"8";
"Királyegyháza";"35";"22";"12";"32";
"Okorvölgy";"7";"3";"1";"5";
"Pécsbagota";"3";" ";" ";"7";
"Sumony";"39";"24";"11";"29";
"Szabadszentkirály";"24";"13";"8";"10";
"Szentdénes";"10";"10";"5";"26";
"Szentkatalin";"9";"1";"1";"4";
"Szentlõrinc";"170";"72";"29";"102";
"Velény";"6";"1";"1";"6";
"Zók";"15";"7";"5";"14";
"Szigetvári járás";"1892";"1004";"532";"1493";
"Almamellék";"35";"24";"13";"48";
"Almáskeresztúr";"1";"1";" ";"13";
"Bánfa";"20";"8";"3";"15";
"Basal";"17";"7";"3";"11";
"Boldogasszonyfa";"46";"27";"19";"19";
"Botykapeterd";"39";"22";"13";"19";
"Bürüs";"11";"10";"2";"11";
"Csebény";"7";"3";"2";"12";
"Csertõ";"34";"17";"12";"32";
"Dencsháza";"42";"23";"19";"44";
"Endrõc";"17";"12";"2";"51";
"Gyöngyösmellék";"25";"10";"5";"36";
"Hobol";"66";"36";"21";"38";
"Horváthertelend";"13";"7";"2";"5";
"Ibafa";"24";"15";"9";"25";
"Katádfa";"18";"11";"3";"16";
"Kétújfalu";"47";"30";"13";"44";
"Kisdobsza";"15";"10";"4";"21";
"Kistamási";"31";"15";"7";"14";
"Magyarlukafa";"9";"3";"1";"4";
"Merenye";"42";"22";"11";"12";
"Molvány";"10";"4";"1";"8";
"Mozsgó";"50";"27";"10";"91";
"Nagydobsza";"51";"26";"12";"55";
"Nagypeterd";"54";"20";"7";"21";
"Nagyváty";"27";"16";"9";"24";
"Nemeske";"27";"9";"4";"9";
"Nyugotszenterzsébet";"43";"19";"8";"25";
"Patapoklosi";"43";"25";"15";"44";
"Pettend";"23";"11";"3";"10";
"Rózsafa";"46";"22";"11";"15";
"Somogyapáti";"41";"26";"16";"18";
"Somogyhárságy";"40";"24";"11";"42";
"Somogyhatvan";"30";"13";"7";"52";
"Somogyviszló";"24";"13";"7";"30";
"Szentegát";"30";"18";"10";"25";
"Szentlászló";"52";"25";"18";"38";
"Szigetvár";"611";"343";"190";"347";
"Szörény";"2";" ";" ";"7";
"Szulimán";"15";"9";"5";"24";
"Teklafalu";"26";"12";"8";"29";
"Tótszentgyörgy";"19";"2";"2";"9";
"Várad";"12";"6";"4";"18";
"Vásárosbéc";"32";"6";"3";"7";
"Zádor";"25";"15";"7";"55";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Baranya megye területre nem bontható adatai";" ";" ";" ";" ";
"Somogy megye";"12508";"5847";"2806";"4802";
"Barcsi járás";"1476";"685";"298";"653";
"Babócsa";"121";"65";"33";"55";
"Barcs";"478";"199";"97";"211";
"Bélavár";"22";"15";"3";"8";
"Bolhó";"34";"17";"8";"34";
"Csokonyavisonta";"175";"76";"35";"69";
"Darány";"49";"20";"6";"32";
"Drávagárdony";"11";"5";" ";"12";
"Drávatamási";"15";"2";" ";"8";
"Heresznye";"24";"12";"4";"13";
"Homokszentgyörgy";"93";"38";"14";"16";
"Istvándi";"75";"43";"12";"26";
"Kálmáncsa";"54";"35";"12";"26";
"Kastélyosdombó";"21";"12";"3";"16";
"Komlósd";"11";"8";"5";"6";
"Lad";"47";"18";"13";"11";
"Lakócsa";"44";"23";"12";"17";
"Patosfa";"22";"6";"2";"9";
"Péterhida";"12";"8";"4";"7";
"Potony";"12";"2";"1";"6";
"Rinyaújlak";"28";"20";"6";"12";
"Rinyaújnép";" ";" ";" ";"4";
"Somogyaracs";"26";"11";"5";"9";
"Szentborbás";"14";"8";"4";"7";
"Szulok";"46";"19";"7";"11";
"Tótújfalu";"20";"8";" ";"3";
"Vízvár";"22";"15";"12";"25";
"Csurgói járás";"988";"538";"211";"412";
"Berzence";"113";"61";"21";"28";
"Csurgó";"220";"101";"41";"94";
"Csurgónagymarton";"7";"3";" ";"17";
"Gyékényes";"61";"35";"20";"20";
"Iharos";"31";"22";"4";"23";
"Iharosberény";"114";"70";"23";"30";
"Inke";"127";"74";"28";"59";
"Õrtilos";"42";"28";"11";"8";
"Pogányszentpéter";"29";"16";"4";"12";
"Porrog";"13";"5";"3";"11";
"Porrogszentkirály";"30";"19";"9";"10";
"Porrogszentpál";"7";"4";"1";"9";
"Somogybükkösd";"4";"3";"2";"5";
"Somogycsicsó";"12";"9";"5";"7";
"Somogyudvarhely";"43";"26";"15";"34";
"Szenta";"44";"17";"6";"10";
"Zákány";"50";"27";"9";"20";
"Zákányfalu";"41";"18";"9";"15";
"Fonyódi járás";"1440";"726";"469";"483";
"Balatonboglár";"156";"70";"44";"10";
"Balatonfenyves";"57";"21";"14";"13";
"Balatonlelle";"158";"72";"51";"7";
"Buzsák";"56";"29";"19";"38";
"Fonyód";"121";"57";"45";"12";
"Gamás";"60";"37";"24";"54";
"Gyugy";"13";"5";"2";"23";
"Hács";"28";"14";"7";"22";
"Karád";"123";"80";"47";"26";
"Kisberény";"13";"3";"1";"14";
"Látrány";"79";"40";"29";"24";
"Lengyeltóti";"125";"61";"37";"69";
"Ordacsehi";"29";"13";"10";"1";
"Öreglak";"100";"73";"46";"58";
"Pamuk";"14";"4";"1";"20";
"Somogybabod";"28";"15";"11";"8";
"Somogytúr";"24";"17";"14";"3";
"Somogyvámos";"52";"28";"13";"27";
"Somogyvár";"128";"55";"31";"37";
"Szõlõsgyörök";"54";"23";"16";"13";
"Visz";"22";"9";"7";"4";
"Kaposvári járás";"3417";"1416";"672";"1445";
"Alsóbogát";"12";"3";"2";"15";
"Bárdudvarnok";"42";"14";"5";"29";
"Baté";"30";"18";"8";"13";
"Bodrog";"5";"2";" ";"3";
"Bõszénfa";"12";"1";"1";"16";
"Büssü";"8";"5";"1";"15";
"Cserénfa";"8";"6";"6";"1";
"Csoma";"14";"8";"3";"5";
"Csombárd";"13";"6";"3";"10";
"Csököly";"62";"27";"14";"47";
"Ecseny";"17";"9";"3";"3";
"Edde";"12";"2";" ";"16";
"Felsõmocsolád";"17";"8";"6";"13";
"Fonó";"12";"8";"2";"1";
"Gadács";"5";"2";" ";"3";
"Gálosfa";"6";"2";"2";"11";
"Gige";"31";"9";"6";"31";
"Gölle";"23";"9";"4";"12";
"Hajmás";"27";"11";"2";"12";
"Hedrehely";"53";"36";"25";"6";
"Hencse";"42";"25";"19";"7";
"Hetes";"18";"7";"4";"11";
"Igal";"17";"9";"7";"12";
"Jákó";"19";"9";"5";"23";
"Juta";"40";"19";"12";"11";
"Kadarkút";"98";"53";"19";"52";
"Kaposfõ";"40";"16";"5";"24";
"Kaposgyarmat";"4";"3";"2";"2";
"Kaposhomok";"26";"7";"1";"22";
"Kaposkeresztúr";"40";"18";"9";"4";
"Kaposmérõ";"47";"20";"11";"20";
"Kaposszerdahely";"33";"11";"7";"7";
"Kaposújlak";"18";"4";"2";"10";
"Kaposvár";"1392";"482";"213";"406";
"Kazsok";"29";"14";"5";"9";
"Kercseliget";"34";"25";"13";"12";
"Kisasszond";"4";"3";" ";"4";
"Kisgyalán";"8";"2";" ";"10";
"Kiskorpád";"27";"5";"3";"27";
"Kõkút";"56";"31";"13";"15";
"Magyaratád";"24";"9";"2";"8";
"Magyaregres";"26";"12";"8";"9";
"Mernye";"41";"22";"16";"8";
"Mezõcsokonya";"33";"9";"3";"23";
"Mike";"70";"30";"18";"9";
"Mosdós";"29";"9";"5";"12";
"Nagybajom";"218";"118";"66";"64";
"Nagyberki";"38";"19";"11";"13";
"Orci";"7";"1";" ";"5";
"Osztopán";"27";"10";"3";"18";
"Pálmajor";"43";"16";"6";"21";
"Patalom";"5";"3";"1";"5";
"Patca";"1";"1";"1";"1";
"Polány";"5";"2";"1";"3";
"Ráksi";"8";"5";"1";"7";
"Rinyakovácsi";"12";"4";"1";"18";
"Sántos";"11";"3";"1";"3";
"Simonfa";"14";"5";"2";"17";
"Somodor";"20";"9";"3";"11";
"Somogyaszaló";"14";"3";"1";"4";
"Somogyfajsz";"27";"13";"6";"25";
"Somogygeszti";"25";"11";"5";"12";
"Somogyjád";"43";"18";"12";"35";
"Somogysárd";"66";"33";"18";"31";
"Somogyszil";"25";"14";"7";"17";
"Szabadi";"9";"8";"2";"7";
"Szenna";"20";"6";"1";"16";
"Szentbalázs";"8";"4";"1";"3";
"Szentgáloskér";"10";"3";"2";"21";
"Szilvásszentmárton";"9";"4";"2";"11";
"Taszár";"46";"21";"7";"6";
"Újvárfalva";"15";"7";"5";"14";
"Várda";"13";"3";"1";"10";
"Visnye";"22";"16";"7";"12";
"Zimány";"6";"3";" ";"2";
"Zselickisfalud";"9";"4";" ";"3";
"Zselickislak";"7";"4";"1";"8";
"Zselicszentpál";"10";"5";"2";"3";
"Marcali járás";"1660";"811";"325";"684";
"Balatonberény";"41";"11";"6";"17";
"Balatonkeresztúr";"54";"16";"9";"9";
"Balatonmáriafürdõ";"12";"7";"4";" ";
"Balatonszentgyörgy";"40";"16";"5";"16";
"Balatonújlak";"11";"5";"1";"11";
"Böhönye";"145";"79";"42";"59";
"Csákány";"29";"12";"4";"6";
"Csömend";"21";"13";"7";"7";
"Fõnyed";"6";"4";"1";"7";
"Gadány";"25";"13";"3";"4";
"Hollád";"37";"12";"7";"4";
"Hosszúvíz";"2";" ";" ";"4";
"Kelevíz";"20";"9";"2";"21";
"Kéthely";"59";"24";"10";"13";
"Libickozma";"2";"1";" ";"4";
"Marcali";"293";"122";"65";"81";
"Mesztegnyõ";"74";"39";"20";"27";
"Nagyszakácsi";"26";"8";"4";"19";
"Nemesdéd";"124";"89";"27";"51";
"Nemeskisfalud";"4";"2";"1";"3";
"Nemesvid";"74";"38";"15";"10";
"Nikla";"44";"32";"12";"35";
"Pusztakovácsi";"71";"37";"19";"34";
"Sávoly";"21";"9";"5";"24";
"Somogysámson";"134";"70";"15";"23";
"Somogysimonyi";" ";" ";" ";" ";
"Somogyszentpál";"59";"31";"7";"24";
"Somogyzsitfa";"25";"10";"5";"19";
"Szegerdõ";"13";"8";"1";"23";
"Szenyér";"33";"14";"4";"29";
"Szõkedencs";"20";"5";"4";"5";
"Tapsony";"26";"12";"5";"17";
"Táska";"21";"9";"5";"26";
"Tikos";"11";"6";"2";"18";
"Varászló";"6";"5";" ";"6";
"Vése";"61";"39";"7";"16";
"Vörs";"16";"4";"1";"12";
"Nagyatádi járás";"1561";"822";"338";"649";
"Bakháza";"24";"12";"2";"3";
"Beleg";"59";"37";"17";"35";
"Bolhás";"31";"17";"5";"31";
"Görgeteg";"174";"86";"31";"32";
"Háromfa";"86";"61";"26";"18";
"Kaszó";"5";"1";" ";"3";
"Kisbajom";"40";"23";"6";"28";
"Kutas";"101";"64";"29";"43";
"Lábod";"134";"73";"35";"81";
"Nagyatád";"284";"123";"57";"110";
"Nagykorpád";"60";"27";"15";"15";
"Ötvöskónyi";"78";"28";"9";"40";
"Rinyabesenyõ";"48";"29";"10";"21";
"Rinyaszentkirály";"57";"42";"21";"22";
"Segesd";"136";"69";"28";"49";
"Somogyszob";"72";"45";"21";"32";
"Szabás";"49";"18";"6";"39";
"Tarany";"123";"67";"20";"47";
"Siófoki járás";"1471";"634";"384";"239";
"Ádánd";"88";"44";"27";"25";
"Balatonendréd";"38";"19";"12";"3";
"Balatonföldvár";"50";"18";"7";"1";
"Balatonõszöd";"17";"6";"3";"1";
"Balatonszabadi";"73";"29";"15";"15";
"Balatonszárszó";"67";"25";"14";"10";
"Balatonszemes";"27";"9";"7";"9";
"Balatonvilágos";"23";"6";"4";"1";
"Bálványos";"26";"6";"4";"7";
"Kereki";"18";"9";"6";"2";
"Kõröshegy";"48";"21";"15";"3";
"Kötcse";"25";"16";"9";"7";
"Nagyberény";"50";"14";"9";"13";
"Nagycsepely";"26";"13";"8";"10";
"Nyim";"12";"5";"4";"6";
"Pusztaszemes";"18";"6";"4";" ";
"Ságvár";"42";"11";"5";"6";
"Siófok";"685";"312";"190";"74";
"Siójut";"13";"8";"4";"8";
"Som";"25";"4";"2";"11";
"Szántód";"14";"7";"5";"2";
"Szólád";"24";"10";"6";"10";
"Teleki";"21";"14";"11";"8";
"Zamárdi";"41";"22";"13";"7";
"Tabi járás";"495";"215";"109";"237";
"Andocs";"40";"20";"14";"40";
"Bábonymegyer";"27";"7";"2";"13";
"Bedegkér";"21";"10";"6";"34";
"Bonnya";"15";"9";"4";"6";
"Fiad";"8";"2";"2";"5";
"Kánya";"22";"12";"6";"6";
"Kapoly";"30";"11";"6";"3";
"Kára";"2";"1";" ";"1";
"Kisbárapáti";"11";"4";"2";"8";
"Lulla";"8";"4";"1";"2";
"Miklósi";"9";"8";"5";" ";
"Nágocs";"20";"8";"5";"25";
"Sérsekszõlõs";"6";"3";"2";"4";
"Somogyacsa";"7";"6";"4";"12";
"Somogydöröcske";"5";"1";" ";"6";
"Somogyegres";"8";"4";"3";"9";
"Somogymeggyes";"46";"19";"6";"7";
"Szorosad";"5";"3";"2";"2";
"Tab";"118";"41";"18";"28";
"Tengõd";"34";"9";"4";"8";
"Torvaj";"21";"11";"6";"3";
"Törökkoppány";"11";"8";"5";"6";
"Zala";"7";"4";"1";"1";
"Zics";"14";"10";"5";"8";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Somogy megye területre nem bontható adatai";" ";" ";" ";" ";
"Tolna megye";"5685";"2543";"1328";"2607";
"Bonyhádi járás";"565";"245";"117";"213";
"Aparhant";"14";"4";"2";"13";
"Bátaapáti";"12";"5";"5";"12";
"Bonyhád";"215";"94";"41";"46";
"Bonyhádvarasd";"3";"2";"1";"6";
"Cikó";"21";"11";"6";"5";
"Felsõnána";"14";"7";"2";"4";
