"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2010. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Szerecseny";"12,39";"801,0";" ";"66";"46";"29";" ";
"Tét";"56,35";"3954,5";" ";"290";"188";"125";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Vas megye";"3336,14";"258526,0";" ";"10406";"5412";"2866";" ";
"Celldömölki járás";"474,13";"24400,0";" ";"1140";"641";"355";" ";
"Boba";"10,95";"808,5";" ";"43";"31";"19";" ";
"Borgáta";"6,21";"144,5";" ";"4";"2";"2";" ";
"Celldömölk";"52,39";"10889,5";" ";"425";"254";"132";" ";
"Csönge";"25,27";"385,5";" ";"25";"11";"3";" ";
"Duka";"15,24";"227,5";" ";"16";"8";"7";" ";
"Egyházashetye";"13,20";"326,0";" ";"27";"15";"13";" ";
"Jánosháza";"23,41";"2427,0";" ";"129";"73";"43";" ";
"Karakó";"10,35";"188,0";" ";"15";"7";"4";" ";
"Keléd";"8,72";"70,0";" ";"2";"2";" ";" ";
"Kemeneskápolna";"4,97";"85,0";" ";"6";"2";"2";" ";
"Kemenesmagasi";"33,19";"838,5";" ";"47";"27";"15";" ";
"Kemenesmihályfa";"17,81";"508,5";" ";"23";"11";"7";" ";
"Kemenespálfa";"13,72";"432,5";" ";"22";"13";"10";" ";
"Kemenessömjén";"16,05";"593,5";" ";"31";"18";"6";" ";
"Kemenesszentmárton";"4,29";"203,0";" ";"10";"7";"6";" ";
"Kenyeri";"33,96";"835,5";" ";"38";"17";"9";" ";
"Kissomlyó";"8,58";"232,5";" ";"14";"7";"3";" ";
"Köcsk";"12,58";"286,0";" ";"9";"3";"3";" ";
"Mersevát";"10,54";"569,5";" ";"16";"6";"4";" ";
"Mesteri";"11,69";"237,0";" ";"6";"2";"2";" ";
"Nagysimonyi";"15,67";"975,5";" ";"43";"22";"9";" ";
"Nemeskeresztúr";"12,17";"260,0";" ";"21";"11";"10";" ";
"Nemeskocs";"7,93";"372,5";" ";"10";"6";"1";" ";
"Ostffyasszonyfa";"34,31";"773,0";" ";"46";"20";"8";" ";
"Pápoc";"31,32";"319,0";" ";"21";"7";"2";" ";
"Szergény";"15,61";"332,0";" ";"22";"16";"10";" ";
"Tokorcs";"6,40";"348,5";" ";"12";"8";"5";" ";
"Vönöck";"17,60";"731,5";" ";"57";"35";"20";" ";
"Körmendi járás";"614,57";"27054,0";" ";"1164";"570";"245";" ";
"Bajánsenye";"21,85";"481,0";" ";"24";"6";"1";" ";
"Csákánydoroszló";"26,61";"1758,0";" ";"54";"21";"8";" ";
"Daraboshegy";"4,59";"91,5";" ";"9";"4";"1";" ";
"Döbörhegy";"11,75";"159,5";" ";"7";"4";"2";" ";
"Döröske";"4,40";"81,0";" ";"4";"2";"2";" ";
"Egyházashollós";"19,04";"546,5";" ";"34";"20";"12";" ";
"Egyházasrádóc";"24,79";"1293,5";" ";"42";"25";"12";" ";
"Felsõjánosfa";"3,06";"185,0";" ";"8";"5";"2";" ";
"Felsõmarác";"17,44";"259,5";" ";"14";"7";"6";" ";
"Halastó";"5,65";"98,0";" ";"4";"1";" ";" ";
"Halogy";"7,05";"244,0";" ";"15";"6";"3";" ";
"Harasztifalu";"7,89";"149,5";" ";"3";"3";"1";" ";
"Hegyháthodász";"8,08";"160,0";" ";"12";"8";"4";" ";
"Hegyhátsál";"4,58";"142,0";" ";"7";"5";"2";" ";
"Hegyhátszentjakab";"9,47";"271,5";" ";"13";"3";"2";" ";
"Hegyhátszentmárton";"12,74";"56,5";" ";"3";"1";" ";" ";
"Ispánk";"6,92";"98,5";" ";"8";"4";"2";" ";
"Ivánc";"17,14";"699,5";" ";"28";"10";"5";" ";
"Katafa";"4,81";"375,5";" ";"24";"15";"7";" ";
"Kemestaródfa";"6,35";"231,0";" ";"6";"3";"1";" ";
"Kercaszomor";"12,87";"200,0";" ";"22";"13";"6";" ";
"Kerkáskápolna";"9,20";"97,5";" ";"3";" ";" ";" ";
"Kisrákos";"11,06";"205,0";" ";"16";"13";"5";" ";
"Körmend";"52,83";"11861,5";" ";"377";"178";"63";" ";
"Magyarnádalja";"3,85";"217,5";" ";"6";"2";"1";" ";
"Magyarszecsõd";"11,26";"432,5";" ";"17";"9";"5";" ";
"Magyarszombatfa";"15,94";"271,0";" ";"8";"5";"3";" ";
"Molnaszecsõd";"11,69";"433,0";" ";"32";"15";"7";" ";
"Nádasd";"35,60";"1309,0";" ";"56";"27";"18";" ";
"Nagykölked";"9,78";"155,5";" ";"11";"8";"2";" ";
"Nagymizdó";"6,76";"125,0";" ";"7";"2";" ";" ";
"Nagyrákos";"16,11";"279,0";" ";"21";"8";"1";" ";
"Nemesrempehollós";"12,05";"277,5";" ";"18";"9";"5";" ";
"Õrimagyarósd";"12,29";"225,0";" ";"10";"6";"2";" ";
"Õriszentpéter";"33,56";"1173,5";" ";"58";"18";"6";" ";
"Pankasz";"9,27";"423,0";" ";"65";"33";"21";" ";
"Pinkamindszent";"11,01";"160,5";" ";"8";"4";"2";" ";
"Rádóckölked";"18,95";"262,5";" ";"10";"7";"4";" ";
"Szaknyér";"2,93";"57,5";" ";"6";"4";"1";" ";
"Szalafõ";"27,37";"211,0";" ";"13";"9";"2";" ";
"Szarvaskend";"10,34";"219,5";" ";"6";"3";"2";" ";
"Szatta";"6,01";"66,5";" ";"9";"5";"4";" ";
"Szõce";"18,71";"362,0";" ";"26";"19";"4";" ";
"Vasalja";"11,24";"315,5";" ";"19";"10";"5";" ";
"Velemér";"9,55";"86,5";" ";"2";" ";" ";" ";
"Viszák";"10,13";"245,5";" ";"19";"10";"3";" ";
"Kõszegi járás";"286,45";"26102,5";" ";"980";"480";"251";" ";
"Bozsok";"20,91";"330,0";" ";"14";"11";"4";" ";
"Bük";"20,86";"3426,0";" ";"156";"75";"38";" ";
"Cák";"6,48";"290,5";" ";"9";"3";"1";" ";
"Csepreg";"49,54";"3486,5";" ";"119";"44";"23";" ";
"Gyöngyösfalu";"9,65";"1129,5";" ";"31";"16";"11";" ";
"Horvátzsidány";"12,17";"784,5";" ";"28";"7";"4";" ";
"Iklanberény";"2,96";"35,5";" ";"1";" ";" ";" ";
"Kiszsidány";"4,93";"99,5";" ";"4";" ";" ";" ";
"Kõszeg";"54,66";"12048,5";" ";"455";"230";"128";" ";
"Kõszegdoroszló";"9,65";"245,5";" ";"14";"10";"6";" ";
"Kõszegpaty";"12,25";"202,0";" ";"11";"6";"2";" ";
"Kõszegszerdahely";"7,37";"492,0";" ";"17";"9";"5";" ";
"Lócs";"5,13";"129,0";" ";"6";"4";"3";" ";
"Lukácsháza";"9,36";"1051,0";" ";"34";"16";"6";" ";
"Nemescsó";"7,38";"309,0";" ";"10";"8";"4";" ";
"Ólmod";"3,66";"100,5";" ";"4";"3";" ";" ";
"Peresznye";"10,73";"856,0";" ";"17";"10";"4";" ";
"Pusztacsó";"7,26";"160,5";" ";"6";"3";"2";" ";
"Tormásliget";"7,53";"317,0";" ";"17";"12";"4";" ";
"Tömörd";"15,36";"271,5";" ";"14";"8";"6";" ";
"Velem";"8,61";"338,0";" ";"13";"5";" ";" ";
"Sárvári járás";"685,45";"38730,0";" ";"1651";"816";"431";" ";
"Bejcgyertyános";"31,43";"461,0";" ";"28";"10";"5";" ";
"Bõ";"10,65";"638,0";" ";"16";"7";"3";" ";
"Bögöt";"4,99";"384,0";" ";"19";"6";"2";" ";
"Bögöte";"20,74";"303,0";" ";"13";"8";"4";" ";
"Chernelházadamonya";"7,85";"196,5";" ";"13";"5";"3";" ";
"Csánig";"8,19";"380,0";" ";"20";"6";"3";" ";
"Csénye";"19,12";"725,5";" ";"11";"7";"2";" ";
"Gérce";"18,30";"1105,0";" ";"56";"29";"17";" ";
"Gór";"10,99";"309,5";" ";"10";"4";"1";" ";
"Hegyfalu";"11,89";"782,0";" ";"24";"14";"6";" ";
"Hosszúpereszteg";"37,00";"635,5";" ";"41";"23";"15";" ";
"Ikervár";"35,34";"1830,0";" ";"55";"29";"13";" ";
"Jákfa";"20,11";"532,5";" ";"21";"12";"6";" ";
"Káld";"42,44";"1046,5";" ";"74";"45";"25";" ";
"Kenéz";"7,17";"277,0";" ";"10";"5";"2";" ";
"Megyehíd";"5,99";"334,5";" ";"15";"9";"3";" ";
"Meggyeskovácsi";"24,64";"710,0";" ";"56";"31";"21";" ";
"Mesterháza";"4,19";"145,5";" ";"6";"4";"2";" ";
"Nagygeresd";"9,40";"261,5";" ";"7";"3";"2";" ";
"Nemesládony";"5,67";"127,0";" ";"7";"4";" ";" ";
"Nick";"11,40";"516,0";" ";"30";"12";"9";" ";
"Nyõgér";"10,73";"310,5";" ";"21";"10";"5";" ";
"Ölbõ";"23,53";"729,5";" ";"52";"21";"15";" ";
"Pecöl";"17,31";"802,0";" ";"31";"13";"8";" ";
"Porpác";"6,19";"155,0";" ";"12";"6";"2";" ";
"Pósfa";"5,35";"280,0";" ";"14";"8";"3";" ";
"Rábapaty";"21,41";"1741,0";" ";"58";"22";"10";" ";
"Répcelak";"13,82";"2383,5";" ";"83";"39";"22";" ";
"Répceszentgyörgy";"5,75";"106,5";" ";"5";" ";" ";" ";
"Sajtoskál";"9,41";"410,0";" ";"10";"5";"2";" ";
"Sárvár";"64,65";"14811,5";" ";"601";"320";"166";" ";
"Simaság";"10,13";"537,0";" ";"27";"8";"4";" ";
"Sitke";"27,20";"637,0";" ";"22";"12";"9";" ";
"Sótony";"14,93";"621,0";" ";"33";"13";"10";" ";
"Szeleste";"20,75";"692,5";" ";"29";"13";"6";" ";
"Tompaládony";"9,44";"309,0";" ";"8";"4";"3";" ";
"Uraiújfalu";"19,08";"884,0";" ";"44";"19";"7";" ";
"Vámoscsalád";"11,78";"326,5";" ";"16";"6";"3";" ";
"Vásárosmiske";"13,42";"352,0";" ";"13";"7";"1";" ";
"Vasegerszeg";"12,72";"387,0";" ";"16";"6";"2";" ";
"Vashosszúfalu";"13,92";"358,5";" ";"17";"9";"8";" ";
"Zsédeny";"6,43";"195,5";" ";"7";"2";"1";" ";
"Szentgotthárdi járás";"255,04";"15100,5";" ";"768";"396";"204";" ";
"Alsószölnök";"10,02";"375,0";" ";"25";"11";"7";" ";
"Apátistvánfalva";"12,86";"357,5";" ";"21";"14";"10";" ";
"Csörötnek";"20,53";"839,0";" ";"78";"39";"16";" ";
"Felsõszölnök";"23,56";"560,0";" ";"45";"35";"23";" ";
"Gasztony";"14,27";"443,0";" ";"30";"8";"4";" ";
"Kétvölgy";"6,28";"118,5";" ";"3";"3";"2";" ";
"Kondorfa";"21,61";"538,5";" ";"40";"13";"4";" ";
"Magyarlak";"7,62";"730,5";" ";"44";"24";"16";" ";
"Nemesmedves";"4,74";"23,0";" ";"3";"1";" ";" ";
"Orfalu";"6,94";"63,0";" ";"1";"1";"1";" ";
"Rábagyarmat";"16,79";"795,0";" ";"34";"20";"7";" ";
"Rátót";"7,27";"274,0";" ";"7";"2";" ";" ";
"Rönök";"17,22";"431,5";" ";"60";"39";"23";" ";
"Szakonyfalu";"11,19";"351,0";" ";"34";"15";"11";" ";
"Szentgotthárd";"67,73";"8860,0";" ";"312";"156";"75";" ";
"Vasszentmihály";"6,41";"341,0";" ";"31";"15";"5";" ";
"Szombathelyi járás";"646,36";"113507,5";" ";"3777";"2035";"1130";" ";
"Acsád";"14,34";"668,5";" ";"13";"8";"2";" ";
"Balogunyom";"12,12";"1221,0";" ";"47";"27";"15";" ";
"Bozzai";"4,43";"323,5";" ";"22";"16";"8";" ";
"Bucsu";"16,54";"593,5";" ";"16";"13";"8";" ";
"Csempeszkopács";"5,40";"307,5";" ";"8";"6";"3";" ";
"Dozmat";"8,54";"231,5";" ";"10";"7";"3";" ";
"Felsõcsatár";"17,90";"473,0";" ";"11";"8";"6";" ";
"Gencsapáti";"22,39";"2879,0";" ";"71";"33";"14";" ";
"Gyanógeregye";"7,07";"155,0";" ";"6";"3";"1";" ";
"Horvátlövõ";"6,16";"214,5";" ";"9";"9";"2";" ";
"Ják";"44,95";"2587,0";" ";"105";"63";"38";" ";
"Kisunyom";"10,00";"418,5";" ";"14";"6";"3";" ";
"Meszlen";"12,02";"219,0";" ";"4";"2";" ";" ";
"Nárai";"15,99";"1273,5";" ";"37";"15";"4";" ";
"Narda";"10,35";"507,5";" ";"15";"7";"4";" ";
"Nemesbõd";"9,14";"633,5";" ";"16";"6";"3";" ";
"Nemeskolta";"7,34";"374,5";" ";"7";"4";"2";" ";
"Perenye";"16,22";"694,5";" ";"23";"11";"4";" ";
"Pornóapáti";"15,14";"408,5";" ";"17";"7";"1";" ";
"Rábatöttös";"6,48";"218,0";" ";"10";"3";" ";" ";
"Rum";"16,85";"1235,5";" ";"45";"18";"9";" ";
"Salköveskút";"13,20";"515,5";" ";"15";"11";"7";" ";
"Sé";"6,03";"1395,5";" ";"32";"16";"7";" ";
"Sorkifalud";"17,37";"655,0";" ";"21";"4";"1";" ";
"Sorkikápolna";"8,86";"273,0";" ";"3";"2";"1";" ";
"Sorokpolány";"13,29";"858,0";" ";"34";"17";"8";" ";
"Söpte";"13,98";"814,5";" ";"29";"18";"9";" ";
"Szentpéterfa";"31,24";"961,5";" ";"30";"17";"7";" ";
"Szombathely";"97,50";"79514,0";" ";"2588";"1408";"813";" ";
"Tanakajd";"11,82";"769,5";" ";"18";"12";"6";" ";
"Táplánszentkereszt";"20,08";"2627,0";" ";"93";"38";"21";" ";
"Torony";"12,83";"1944,0";" ";"89";"50";"25";" ";
"Vasasszonyfa";"10,65";"374,0";" ";"12";"3";"1";" ";
"Vaskeresztes";"9,12";"376,5";" ";"14";"5";" ";" ";
"Vassurány";"10,09";"797,0";" ";"28";"11";"6";" ";
"Vasszécseny";"17,95";"1428,0";" ";"44";"24";"6";" ";
"Vasszilvágy";"11,80";"415,0";" ";"27";"10";"6";" ";
"Vát";"23,27";"670,5";" ";"37";"18";"10";" ";
"Vép";"32,89";"3380,0";" ";"151";"97";"64";" ";
"Zsennye";"5,02";"102,0";" ";"6";"2";"2";" ";
"Vasvári járás";"374,14";"13631,5";" ";"926";"474";"250";" ";
"Alsóújlak";"21,02";"578,5";" ";"34";"19";"7";" ";
"Andrásfa";"8,23";"289,5";" ";"26";"14";"10";" ";
"Bérbaltavár";"25,67";"486,0";" ";"49";"35";"26";" ";
"Csehi";"9,34";"259,5";" ";"20";"12";"8";" ";
"Csehimindszent";"15,43";"343,0";" ";"32";"22";"12";" ";
"Csipkerek";"13,13";"336,5";" ";"18";"12";"6";" ";
"Egervölgy";"8,86";"351,5";" ";"21";"12";"8";" ";
"Gersekarát";"19,92";"663,0";" ";"47";"29";"15";" ";
"Gyõrvár";"16,59";"644,5";" ";"42";"16";"7";" ";
"Hegyhátszentpéter";"6,84";"142,5";" ";"14";"6";"4";" ";
"Kám";"15,30";"429,5";" ";"12";"6";"2";" ";
"Mikosszéplak";"18,66";"327,0";" ";"31";"22";"11";" ";
"Nagytilaj";"15,66";"127,5";" ";"16";"10";"7";" ";
"Olaszfa";"16,54";"433,5";" ";"25";"6";"1";" ";
"Oszkó";"20,31";"655,0";" ";"43";"21";"10";" ";
"Pácsony";"10,01";"275,5";" ";"11";"3";"1";" ";
"Petõmihályfa";"9,95";"222,5";" ";"22";"13";"5";" ";
"Püspökmolnári";"15,10";"920,0";" ";"42";"24";"12";" ";
"Rábahídvég";"22,41";"954,0";" ";"97";"52";"31";" ";
"Sárfimizdó";"7,46";"103,0";" ";"2";"1";" ";" ";
"Szemenye";"11,80";"306,5";" ";"12";"10";"6";" ";
"Telekes";"10,81";"509,0";" ";"75";"35";"20";" ";
"Vasvár";"55,10";"4274,0";" ";"235";"94";"41";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Zala megye";"3783,89";"287817,0";" ";"17541";"9389";"5251";" ";
"Keszthelyi járás";"535,90";"50079,5";" ";"2569";"1190";"653";" ";
"Alsópáhok";"18,02";"1333,0";" ";"61";"23";"11";" ";
"Balatongyörök";"37,59";"1079,5";" ";"35";"7";"6";" ";
"Bókaháza";"6,70";"318,5";" ";"39";"26";"20";" ";
"Cserszegtomaj";"12,60";"2717,5";" ";"108";"43";"22";" ";
"Dióskál";"19,63";"480,0";" ";"60";"35";"24";" ";
"Egeraracsa";"7,03";"301,5";" ";"34";"25";"20";" ";
"Esztergályhorváti";"16,68";"437,0";" ";"58";"26";"16";" ";
"Felsõpáhok";"7,27";"639,0";" ";"26";"11";"3";" ";
"Gétye";"6,66";"120,5";" ";"6";"4";"2";" ";
"Gyenesdiás";"18,50";"3652,5";" ";"146";"69";"34";" ";
"Hévíz";"8,31";"4326,5";" ";"128";"57";"26";" ";
"Karmacs";"14,22";"773,0";" ";"48";"24";"17";" ";
"Keszthely";"75,98";"21050,0";" ";"991";"442";"231";" ";
"Ligetfalva";"4,73";"51,5";" ";"2";"1";"1";" ";
"Nemesbük";"9,98";"682,5";" ";"38";"22";"15";" ";
"Rezi";"29,78";"1185,5";" ";"106";"47";"29";" ";
"Sármellék";"35,37";"1877,0";" ";"108";"52";"29";" ";
"Szentgyörgyvár";"11,65";"313,5";" ";"18";"11";"4";" ";
"Vállus";"21,80";"130,5";" ";"11";"4";"2";" ";
"Várvölgy";"25,04";"1056,0";" ";"76";"42";"17";" ";
"Vindornyafok";"3,50";"131,5";" ";"4";"2";"1";" ";
"Vindornyalak";"4,49";"85,5";" ";"11";"6";"1";" ";
"Vindornyaszõlõs";"10,55";"371,0";" ";"29";"16";"6";" ";
"Vonyarcvashegy";"14,28";"2252,0";" ";"105";"33";"25";" ";
"Zalaapáti";"23,42";"1667,5";" ";"89";"47";"29";" ";
"Zalacsány";"16,07";"1019,5";" ";"82";"56";"32";" ";
"Zalaköveskút";"2,27";"28,0";" ";" ";" ";" ";" ";
"Zalaszántó";"37,73";"995,5";" ";"75";"26";"10";" ";
"Zalaszentmárton";"4,98";"70,0";" ";"6";"2";"2";" ";
"Zalavár";"31,07";"934,0";" ";"69";"31";"18";" ";
"Lenti járás";"624,13";"19940,5";" ";"1094";"523";"298";" ";
"Alsószenterzsébet";"9,63";"72,5";" ";" ";" ";" ";" ";
"Baglad";"4,86";"45,0";" ";"4";" ";" ";" ";
"Barlahida";"6,10";"129,5";" ";"11";"6";"4";" ";
"Belsõsárd";"9,79";"102,0";" ";"6";"1";"1";" ";
"Bödeháza";"6,67";"63,5";" ";" ";" ";" ";" ";
"Csesztreg";"23,00";"784,0";" ";"23";"14";"9";" ";
"Csömödér";"7,79";"586,0";" ";"32";"18";"13";" ";
"Dobri";"7,89";"166,0";" ";"18";"9";"4";" ";
"Felsõszenterzsébet";"8,24";"14,0";" ";" ";" ";" ";" ";
"Gáborjánháza";"5,07";"74,5";" ";"2";"1";" ";" ";
"Gosztola";"6,98";"37,5";" ";" ";" ";" ";" ";
"Hernyék";"10,31";"119,0";" ";"12";"6";"5";" ";
"Iklódbördõce";"12,30";"304,5";" ";"19";"10";"7";" ";
"Kálócfa";"10,21";"148,5";" ";"12";"6";"3";" ";
"Kányavár";"4,20";"113,0";" ";"7";"3";"1";" ";
"Kerkabarabás";"10,29";"279,5";" ";"31";"15";"9";" ";
"Kerkafalva";"18,50";"115,5";" ";"9";"5";"3";" ";
"Kerkakutas";"20,07";"130,0";" ";"6";"5";"3";" ";
"Kerkateskánd";"8,94";"171,5";" ";"10";"4";"2";" ";
"Kissziget";"7,07";"154,0";" ";"14";"5";"4";" ";
"Kozmadombja";"7,63";"57,5";" ";"1";" ";" ";" ";
"Külsõsárd";"1,52";"79,5";" ";"2";"1";" ";" ";
"Lendvadedes";"4,02";"33,5";" ";"2";" ";" ";" ";
"Lendvajakabfa";"6,18";"30,5";" ";"2";"1";" ";" ";
"Lenti";"73,80";"8067,5";" ";"424";"204";"125";" ";
"Lovászi";"9,67";"1208,0";" ";"54";"24";"11";" ";
"Magyarföld";"8,89";"34,5";" ";"4";"2";"1";" ";
"Márokföld";"7,44";"45,0";" ";"2";" ";" ";" ";
"Mikekarácsonyfa";"8,50";"278,0";" ";"26";"17";"4";" ";
"Nemesnép";"9,72";"125,5";" ";"8";"2";"1";" ";
"Nova";"39,29";"846,0";" ";"34";"12";"5";" ";
"Ortaháza";"7,03";"122,5";" ";"8";"5";"2";" ";
"Páka";"23,18";"1099,5";" ";"54";"21";"9";" ";
"Pórszombat";"15,52";"308,0";" ";"12";"3";"3";" ";
"Pördefölde";"19,12";"68,0";" ";"5";"3";"1";" ";
"Pusztaapáti";"10,59";"28,0";" ";"3";"2";"1";" ";
"Ramocsa";"2,73";"45,5";" ";"3";"2";"2";" ";
"Rédics";"25,32";"958,5";" ";"65";"29";"17";" ";
"Resznek";"18,42";"294,0";" ";"29";"14";"7";" ";
"Szécsisziget";"6,20";"227,0";" ";"8";"5";"2";" ";
"Szentgyörgyvölgy";"29,58";"422,0";" ";"19";"11";"7";" ";
"Szijártóháza";"3,78";"27,0";" ";"5";"1";"1";" ";
"Szilvágy";"24,27";"205,5";" ";"6";"4";"2";" ";
"Tormafölde";"18,86";"345,5";" ";"14";"5";"5";" ";
"Tornyiszentmiklós";"18,52";"628,0";" ";"30";"19";"6";" ";
"Zalabaksa";"16,10";"638,0";" ";"48";"24";"14";" ";
"Zalaszombatfa";"5,89";"47,0";" ";"2";" ";" ";" ";
"Zebecke";"4,45";"61,0";" ";"8";"4";"4";" ";
"Letenyei járás";"388,70";"16543,0";" ";"1486";"879";"579";" ";
"Bánokszentgyörgy";"32,54";"651,5";" ";"62";"43";"27";" ";
"Bázakerettye";"8,03";"825,5";" ";"23";"14";"10";" ";
"Becsehely";"36,08";"2079,0";" ";"144";"82";"60";" ";
"Borsfa";"11,83";"737,5";" ";"45";"21";"12";" ";
"Bucsuta";"16,19";"223,5";" ";"26";"22";"16";" ";
"Csörnyeföld";"21,24";"450,5";" ";"62";"37";"23";" ";
"Kerkaszentkirály";"8,11";"243,5";" ";"17";"10";"8";" ";
"Kiscsehi";"11,43";"172,0";" ";"9";"4";"1";" ";
"Kistolmács";"12,20";"167,5";" ";"33";"20";"16";" ";
"Lasztonya";"8,77";"115,0";" ";"16";"11";"6";" ";
"Letenye";"41,74";"4154,0";" ";"414";"276";"189";" ";
"Lispeszentadorján";"9,14";"308,0";" ";"24";"15";"8";" ";
"Maróc";"5,16";"86,0";" ";"11";"9";"6";" ";
"Molnári";"12,86";"701,5";" ";"49";"31";"21";" ";
"Murarátka";"12,04";"262,0";" ";"31";"15";"12";" ";
"Muraszemenye";"16,15";"653,5";" ";"67";"33";"21";" ";
"Oltárc";"29,53";"257,5";" ";"47";"17";"12";" ";
"Petrivente";"7,65";"369,5";" ";"32";"13";"7";" ";
"Pusztamagyaród";"16,02";"569,5";" ";"73";"42";"31";" ";
"Semjénháza";"4,70";"627,0";" ";"53";"28";"15";" ";
"Szentliszló";"6,89";"306,0";" ";"24";"19";"11";" ";
"Szentmargitfalva";"3,12";"90,5";" ";"17";"9";"5";" ";
"Tótszentmárton";"10,17";"848,0";" ";"71";"30";"14";" ";
"Tótszerdahely";"12,30";"1169,0";" ";"70";"36";"22";" ";
"Valkonya";"7,55";"64,5";" ";"4";"3";"2";" ";
"Várfölde";"14,87";"201,5";" ";"17";"11";"5";" ";
"Zajk";"12,39";"209,5";" ";"45";"28";"19";" ";
"Nagykanizsai járás";"907,91";"79603,5";" ";"5557";"3175";"1870";" ";
"Alsórajk";"8,45";"361,0";" ";"25";"12";"6";" ";
"Balatonmagyaród";"31,53";"473,0";" ";"37";"13";"7";" ";
"Belezna";"30,93";"811,0";" ";"69";"38";"16";" ";
"Bocska";"7,38";"373,5";" ";"47";"25";"12";" ";
"Börzönce";"5,60";"56,5";" ";"7";"2";"1";" ";
"Csapi";"10,11";"178,0";" ";"15";"11";"6";" ";
"Eszteregnye";"20,09";"707,0";" ";"62";"28";"12";" ";
"Felsõrajk";"20,55";"739,0";" ";"47";"22";"10";" ";
"Fityeház";"6,50";"662,0";" ";"48";"25";"9";" ";
"Fûzvölgy";"3,14";"140,5";" ";"4";"1";"1";" ";
"Galambok";"25,91";"1288,0";" ";"145";"92";"58";" ";
"Garabonc";"18,56";"735,5";" ";"102";"56";"30";" ";
"Gelse";"22,46";"1064,0";" ";"74";"40";"23";" ";
"Gelsesziget";"4,98";"271,0";" ";"17";"12";"7";" ";
"Hahót";"39,01";"1093,0";" ";"73";"48";"31";" ";
"Homokkomárom";"16,70";"208,5";" ";"23";"5";"1";" ";
"Hosszúvölgy";"3,60";"160,0";" ";"16";"11";"4";" ";
"Kacorlak";"7,60";"222,5";" ";"14";"3";"3";" ";
"Kerecseny";"12,83";"273,0";" ";"32";"15";"8";" ";
"Kilimán";"5,72";"247,5";" ";"20";"8";"7";" ";
"Kisrécse";"3,42";"180,0";" ";"23";"15";"9";" ";
"Liszó";"25,91";"413,0";" ";"28";"11";"8";" ";
"Magyarszentmiklós";"4,19";"270,5";" ";"15";"6";"3";" ";
"Magyarszerdahely";"16,22";"511,0";" ";"23";"11";"4";" ";
"Miháld";"21,64";"866,5";" ";"108";"70";"53";" ";
"Murakeresztúr";"11,71";"1774,5";" ";"133";"75";"46";" ";
"Nagybakónak";"17,94";"399,0";" ";"51";"26";"15";" ";
"Nagykanizsa";"148,40";"49975,5";" ";"3062";"1807";"1051";" ";
"Nagyrada";"12,85";"478,5";" ";"47";"22";"16";" ";
"Nagyrécse";"26,99";"1111,0";" ";"49";"22";"9";" ";
"Nemespátró";"12,25";"326,0";" ";"28";"18";"11";" ";
"Orosztony";"18,45";"455,5";" ";"61";"25";"13";" ";
"Pat";"8,33";"222,5";" ";"24";"11";"7";" ";
"Pölöskefõ";"12,32";"396,0";" ";"20";"9";"3";" ";
"Pötréte";"14,12";"263,0";" ";"20";"14";"6";" ";
"Rigyác";"15,36";"431,5";" ";"20";"6";"4";" ";
"Sand";"7,48";"404,0";" ";"31";"19";"12";" ";
"Sormás";"16,37";"885,0";" ";"44";"26";"8";" ";
"Surd";"21,94";"631,5";" ";"49";"30";"17";" ";
"Szepetnek";"30,39";"1661,5";" ";"116";"69";"37";" ";
"Újudvar";"16,31";"918,0";" ";"67";"30";"14";" ";
"Zalakaros";"17,17";"1799,5";" ";"84";"34";"24";" ";
"Zalakomár";"54,88";"3044,5";" ";"393";"258";"188";" ";
"Zalamerenye";"13,99";"160,5";" ";"8";"5";"1";" ";
"Zalasárszeg";"3,04";"123,5";" ";"12";"9";"5";" ";
"Zalaszabar";"16,95";"555,5";" ";"59";"27";"18";" ";
"Zalaszentbalázs";"20,99";"816,5";" ";"42";"20";"14";" ";
"Zalaszentjakab";"7,01";"360,5";" ";"55";"28";"18";" ";
"Zalaújlak";"9,64";"104,5";" ";"8";"5";"4";" ";
"Zalaegerszegi járás";"1044,70";"106015,0";" ";"5586";"2935";"1498";" ";
"Alibánfa";"5,84";"472,5";" ";"20";"3";"1";" ";
"Almásháza";"4,98";"65,0";" ";"2";"1";" ";" ";
"Alsónemesapáti";"14,51";"725,5";" ";"63";"33";"12";" ";
"Babosdöbréte";"12,52";"516,5";" ";"23";"14";"5";" ";
"Bagod";"16,37";"1350,0";" ";"62";"25";"8";" ";
