"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2010. év)"

" ";"Mutatók";
"Terület";"A település területe (km2)";"Lakónépesség száma az év közepén (a népszámlálás végleges adataiból továbbszámított adat) (fõ)";"Lakónépességbõl a 15-64 évesek száma az év végén (fõ)";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Dabasi járás";"614,23";"49508,5";" ";"2286";"1126";"515";" ";
"Bugyi";"115,55";"5382,5";" ";"192";"99";"46";" ";
"Dabas";"165,99";"16746,5";" ";"719";"324";"125";" ";
"Hernád";"27,06";"4069,0";" ";"132";"66";"24";" ";
"Inárcs";"22,53";"4465,5";" ";"218";"124";"68";" ";
"Kakucs";"21,80";"2726,5";" ";"136";"86";"39";" ";
"Örkény";"36,44";"4897,0";" ";"307";"141";"65";" ";
"Pusztavacs";"79,07";"1425,0";" ";"88";"48";"26";" ";
"Táborfalva";"42,05";"3324,0";" ";"204";"99";"54";" ";
"Tatárszentgyörgy";"55,06";"1958,0";" ";"159";"76";"42";" ";
"Újhartyán";"22,43";"2759,5";" ";"81";"35";"14";" ";
"Újlengyel";"26,25";"1755,0";" ";"50";"28";"12";" ";
"Dunakeszi járás";"103,08";"77554,5";" ";"2004";"1107";"456";" ";
"Csomád";"12,38";"1516,5";" ";"37";"23";"6";" ";
"Dunakeszi";"31,06";"38958,0";" ";"1011";"578";"252";" ";
"Fót";"37,40";"18831,5";" ";"539";"295";"112";" ";
"Göd";"22,24";"18248,5";" ";"417";"211";"86";" ";
"Érdi járás";"184,29";"119392,5";" ";"3201";"1632";"666";" ";
"Diósd";"5,75";"9133,0";" ";"172";"84";"26";" ";
"Érd";"60,54";"64718,5";" ";"1812";"921";"374";" ";
"Pusztazámor";"9,27";"1189,5";" ";"27";"10";"4";" ";
"Sóskút";"27,67";"3193,5";" ";"105";"44";"19";" ";
"Százhalombatta";"28,06";"18548,5";" ";"510";"265";"128";" ";
"Tárnok";"23,60";"9154,5";" ";"238";"129";"48";" ";
"Törökbálint";"29,40";"13455,0";" ";"337";"179";"67";" ";
"Gödöllõi járás";"449,65";"141343,5";" ";"3981";"2047";"858";" ";
"Csömör";"22,70";"9119,5";" ";"181";"95";"30";" ";
"Dány";"43,01";"4467,5";" ";"230";"140";"90";" ";
"Erdõkertes";"5,75";"7616,5";" ";"278";"127";"52";" ";
"Gödöllõ";"61,92";"34148,5";" ";"815";"419";"168";" ";
"Isaszeg";"54,83";"11366,0";" ";"369";"190";"70";" ";
"Kerepes";"24,08";"9976,0";" ";"352";"197";"93";" ";
"Kistarcsa";"11,02";"11569,0";" ";"272";"128";"45";" ";
"Mogyoród";"34,48";"6210,5";" ";"172";"74";"31";" ";
"Nagytarcsa";"12,14";"3705,5";" ";"74";"36";"8";" ";
"Pécel";"43,63";"15268,0";" ";"373";"194";"63";" ";
"Szada";"16,72";"4499,5";" ";"110";"62";"17";" ";
"Vácszentlászló";"29,87";"2114,5";" ";"68";"34";"13";" ";
"Valkó";"37,59";"2550,0";" ";"172";"98";"73";" ";
"Veresegyház";"28,56";"16331,5";" ";"376";"180";"61";" ";
"Zsámbok";"23,35";"2401,0";" ";"139";"73";"44";" ";
"Gyáli járás";"170,99";"41087,0";" ";"1384";"754";"333";" ";
"Alsónémedi";"49,07";"5164,0";" ";"124";"67";"24";" ";
"Felsõpakony";"15,33";"3408,5";" ";"118";"59";"22";" ";
"Gyál";"24,93";"23446,0";" ";"748";"408";"169";" ";
"Ócsa";"81,66";"9068,5";" ";"394";"220";"118";" ";
"Monori járás";"352,02";"66644,5";" ";"3026";"1630";"694";" ";
"Bénye";"16,52";"1253,0";" ";"47";"14";"2";" ";
"Csévharaszt";"49,24";"1946,5";" ";"64";"31";"13";" ";
"Gomba";"39,71";"2984,5";" ";"134";"67";"29";" ";
"Gyömrõ";"26,51";"16287,5";" ";"649";"349";"163";" ";
"Káva";"11,31";"625,0";" ";"34";"16";"7";" ";
"Monor";"46,79";"18493,0";" ";"794";"452";"183";" ";
"Monorierdõ";"15,07";"3569,0";" ";"189";"109";"51";" ";
"Nyáregyháza";"32,01";"3945,5";" ";"194";"117";"54";" ";
"Pánd";"22,21";"2078,5";" ";"127";"64";"25";" ";
"Péteri";"11,89";"2192,5";" ";"101";"58";"21";" ";
"Pilis";"47,35";"11433,5";" ";"624";"318";"138";" ";
"Vasad";"33,41";"1836,0";" ";"69";"35";"8";" ";
"Nagykátai járás";"687,93";"73984,5";" ";"3347";"1849";"851";" ";
"Farmos";"40,12";"3673,5";" ";"179";"115";"54";" ";
"Kóka";"44,36";"4471,0";" ";"158";"89";"34";" ";
"Mende";"27,15";"4258,0";" ";"178";"80";"30";" ";
"Nagykáta";"81,61";"12637,0";" ";"521";"257";"110";" ";
"Sülysáp";"47,19";"8256,0";" ";"294";"158";"61";" ";
"Szentlõrinckáta";"20,15";"1936,5";" ";"53";"20";"9";" ";
"Szentmártonkáta";"52,20";"4949,5";" ";"242";"124";"49";" ";
"Tápióbicske";"48,48";"3480,0";" ";"180";"121";"69";" ";
"Tápiógyörgye";"53,31";"3640,5";" ";"175";"88";"28";" ";
"Tápióság";"33,54";"2658,5";" ";"96";"50";"20";" ";
"Tápiószecsõ";"38,38";"6412,5";" ";"272";"156";"68";" ";
"Tápiószele";"36,99";"6160,0";" ";"390";"240";"127";" ";
"Tápiószentmárton";"102,91";"5407,5";" ";"283";"169";"102";" ";
"Tóalmás";"39,35";"3366,5";" ";"230";"121";"62";" ";
"Úri";"22,19";"2677,5";" ";"96";"61";"28";" ";
"Nagykõrösi járás";"349,25";"28577,0";" ";"1510";"779";"393";" ";
"Kocsér";"67,28";"1887,0";" ";"72";"37";"10";" ";
"Nagykõrös";"227,94";"24794,5";" ";"1340";"695";"357";" ";
"Nyársapát";"54,03";"1895,5";" ";"98";"47";"26";" ";
"Pilisvörösvári járás";"130,82";"52400,5";" ";"1210";"658";"249";" ";
"Pilisborosjenõ";"9,27";"3414,5";" ";"64";"32";"8";" ";
"Piliscsaba";"25,57";"8130,5";" ";"255";"141";"72";" ";
"Pilisjászfalu";"6,97";"1516,0";" ";"67";"30";"12";" ";
"Pilisszántó";"15,96";"2456,5";" ";"79";"47";"22";" ";
"Pilisszentiván";"8,12";"4349,0";" ";"113";"64";"18";" ";
"Pilisvörösvár";"24,30";"13623,0";" ";"300";"160";"59";" ";
"Solymár";"17,86";"10140,0";" ";"155";"88";"21";" ";
"Tinnye";"16,10";"1617,0";" ";"79";"43";"16";" ";
"Üröm";"6,67";"7154,0";" ";"98";"53";"21";" ";
"Ráckevei járás";"417,05";"36635,0";" ";"1567";"784";"342";" ";
"Apaj";"71,04";"1238,5";" ";"49";"16";"4";" ";
"Áporka";"17,47";"1171,5";" ";"35";"15";"7";" ";
"Dömsöd";"72,42";"5751,0";" ";"439";"218";"98";" ";
"Kiskunlacháza";"93,50";"9050,5";" ";"284";"129";"46";" ";
"Lórév";"9,88";"316,0";" ";"7";"1";"1";" ";
"Makád";"31,77";"1232,5";" ";"52";"21";"7";" ";
"Ráckeve";"64,09";"9990,0";" ";"436";"250";"126";" ";
"Szigetbecse";"17,12";"1359,0";" ";"49";"19";"8";" ";
"Szigetcsép";"18,20";"2331,5";" ";"92";"57";"20";" ";
"Szigetszentmárton";"10,73";"2125,0";" ";"74";"32";"12";" ";
"Szigetújfalu";"10,83";"2069,5";" ";"50";"26";"13";" ";
"Szentendrei járás";"326,58";"79165,5";" ";"2147";"1027";"391";" ";
"Budakalász";"15,17";"10439,5";" ";"259";"129";"40";" ";
"Csobánka";"22,76";"3170,5";" ";"105";"59";"25";" ";
"Dunabogdány";"25,50";"3208,0";" ";"86";"32";"11";" ";
"Kisoroszi";"10,94";"960,0";" ";"31";"19";"9";" ";
"Leányfalu";"15,37";"3597,0";" ";"73";"39";"15";" ";
"Pilisszentkereszt";"17,21";"2278,0";" ";"68";"41";"15";" ";
"Pilisszentlászló";"17,75";"1163,5";" ";"37";"24";"11";" ";
"Pócsmegyer";"13,08";"1883,0";" ";"55";"25";"12";" ";
"Pomáz";"49,03";"16968,5";" ";"488";"216";"78";" ";
"Szentendre";"43,82";"25843,5";" ";"617";"277";"103";" ";
"Szigetmonostor";"23,51";"2246,5";" ";"100";"52";"22";" ";
"Tahitótfalu";"39,17";"5546,0";" ";"183";"95";"44";" ";
"Visegrád";"33,27";"1861,5";" ";"45";"19";"6";" ";
"Szigetszentmiklósi járás";"211,28";"109148,0";" ";"2830";"1261";"362";" ";
"Délegyháza";"25,42";"3348,5";" ";"134";"67";"13";" ";
"Dunaharaszti";"29,17";"20142,0";" ";"479";"231";"87";" ";
"Dunavarsány";"22,52";"7313,5";" ";"222";"91";"28";" ";
"Halásztelek";"8,64";"8984,5";" ";"187";"85";"26";" ";
"Majosháza";"11,42";"1561,5";" ";"46";"22";"4";" ";
"Szigethalom";"9,12";"17135,5";" ";"463";"197";"45";" ";
"Szigetszentmiklós";"45,65";"34045,0";" ";"859";"367";"100";" ";
"Taksony";"20,85";"6328,0";" ";"150";"80";"28";" ";
"Tököl";"38,49";"10289,5";" ";"290";"121";"31";" ";
"Szobi járás";"438,36";"24651,5";" ";"897";"459";"212";" ";
"Bernecebaráti";"37,69";"852,5";" ";"55";"28";"13";" ";
"Ipolydamásd";"11,60";"352,0";" ";"23";"12";"4";" ";
"Ipolytölgyes";"13,66";"461,0";" ";"7";"2";" ";" ";
"Kemence";"42,75";"985,0";" ";"61";"31";"22";" ";
"Kismaros";"11,96";"2068,5";" ";"62";"29";"12";" ";
"Kóspallag";"12,77";"794,5";" ";"33";"22";"12";" ";
"Letkés";"24,55";"1149,0";" ";"41";"14";"7";" ";
"Márianosztra";"20,26";"917,0";" ";"45";"20";"12";" ";
"Nagybörzsöny";"50,69";"782,0";" ";"43";"23";"8";" ";
"Nagymaros";"34,37";"4741,0";" ";"121";"61";"27";" ";
"Perõcsény";"41,40";"317,0";" ";"9";"2";"2";" ";
"Szob";"17,97";"2948,0";" ";"89";"47";"18";" ";
"Szokolya";"59,05";"1785,0";" ";"81";"42";"15";" ";
"Tésa";"4,38";"80,5";" ";"4";"3";"1";" ";
"Vámosmikola";"25,29";"1603,5";" ";"56";"32";"13";" ";
"Verõce";"20,33";"3640,5";" ";"128";"74";"36";" ";
"Zebegény";"9,64";"1174,5";" ";"39";"17";"10";" ";
"Váci járás";"362,25";"69421,5";" ";"2222";"1176";"528";" ";
"Acsa";"26,94";"1482,5";" ";"54";"24";"13";" ";
"Csörög";"5,05";"2264,0";" ";"121";"73";"36";" ";
"Csõvár";"17,17";"667,5";" ";"22";"11";"3";" ";
"Galgagyörk";"14,71";"1058,5";" ";"52";"15";"6";" ";
"Kisnémedi";"13,83";"719,5";" ";"22";"11";"3";" ";
"Kosd";"34,08";"2536,0";" ";"105";"59";"28";" ";
"Õrbottyán";"27,38";"7300,5";" ";"209";"113";"37";" ";
"Penc";"21,34";"1517,0";" ";"33";"15";"4";" ";
"Püspökhatvan";"24,72";"1525,0";" ";"69";"40";"16";" ";
"Püspökszilágy";"25,30";"756,0";" ";"26";"10";"4";" ";
"Rád";"17,74";"1894,5";" ";"51";"16";"8";" ";
"Szõd";"15,77";"3306,5";" ";"114";"61";"25";" ";
"Szõdliget";"7,31";"4569,5";" ";"112";"50";"20";" ";
"Vác";"61,60";"34314,0";" ";"1058";"574";"272";" ";
"Vácduka";"8,40";"1355,0";" ";"38";"25";"8";" ";
"Váchartyán";"12,14";"1835,0";" ";"55";"34";"14";" ";
"Váckisújfalu";"10,69";"470,5";" ";"29";"17";"9";" ";
"Vácrátót";"18,08";"1850,0";" ";"52";"28";"22";" ";
"Vecsési járás";"119,74";"47511,0";" ";"1510";"793";"310";" ";
"Ecser";"13,10";"3632,5";" ";"100";"45";"16";" ";
"Maglód";"22,37";"11703,0";" ";"347";"179";"64";" ";
"Üllõ";"48,10";"11321,0";" ";"409";"204";"75";" ";
"Vecsés";"36,17";"20854,5";" ";"654";"365";"155";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Pest megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Dunántúl";"36612,52";"3036208,5";" ";"169518";"85942";"46289";" ";
"Közép-Dunántúl (Fejér, Komárom-Esztergom, Veszprém)";"11086,62";"1095199,5";" ";"57265";"27614";"13902";" ";
"Fejér megye";"4358,45";"426768,0";" ";"23175";"11611";"5670";" ";
"Bicskei járás";"578,25";"35524,0";" ";"1479";"742";"321";" ";
"Alcsútdoboz";"50,71";"1452,5";" ";"61";"32";"17";" ";
"Bicske";"77,08";"11619,0";" ";"539";"292";"140";" ";
"Bodmér";"7,17";"221,0";" ";"8";"2";"1";" ";
"Csabdi";"17,02";"1207,0";" ";"41";"24";"12";" ";
"Csákvár";"118,76";"5221,5";" ";"227";"113";"41";" ";
"Etyek";"53,27";"4343,0";" ";"119";"62";"20";" ";
"Felcsút";"22,02";"1788,5";" ";"63";"22";"8";" ";
"Gánt";"58,15";"858,0";" ";"12";"5";"3";" ";
"Mány";"44,72";"2370,5";" ";"108";"57";"17";" ";
"Óbarok";"19,26";"778,5";" ";"53";"19";"10";" ";
"Szár";"22,63";"1665,5";" ";"42";"18";"11";" ";
"Tabajd";"26,57";"972,0";" ";"46";"24";"11";" ";
"Újbarok";"1,49";"427,5";" ";"14";"3";" ";" ";
"Vértesacsa";"36,19";"1717,0";" ";"104";"49";"22";" ";
"Vértesboglár";"23,21";"882,5";" ";"42";"20";"8";" ";
"Dunaújvárosi járás";"650,05";"94005,5";" ";"4959";"2698";"1319";" ";
"Adony";"61,05";"3844,5";" ";"181";"98";"44";" ";
"Baracs";"55,18";"3557,0";" ";"146";"66";"29";" ";
"Beloiannisz";"4,54";"1127,0";" ";"57";"31";"14";" ";
"Besnyõ";"44,64";"1807,5";" ";"74";"35";"16";" ";
"Daruszentmiklós";"19,12";"1611,0";" ";"100";"36";"13";" ";
"Dunaújváros";"52,67";"48145,5";" ";"2613";"1499";"782";" ";
"Elõszállás";"39,98";"2187,5";" ";"160";"96";"52";" ";
"Iváncsa";"25,17";"2904,0";" ";"126";"65";"20";" ";
"Kisapostag";"9,58";"1420,5";" ";"65";"35";"18";" ";
"Kulcs";"16,73";"2642,5";" ";"121";"62";"24";" ";
"Mezõfalva";"80,42";"4750,0";" ";"329";"180";"82";" ";
"Nagykarácsony";"30,46";"1376,5";" ";"85";"58";"32";" ";
"Nagyvenyim";"43,68";"4095,5";" ";"157";"89";"40";" ";
"Perkáta";"74,52";"3981,0";" ";"274";"129";"58";" ";
"Pusztaszabolcs";"51,67";"6084,5";" ";"296";"118";"48";" ";
"Rácalmás";"40,64";"4471,0";" ";"175";"101";"47";" ";
"Enyingi járás";"433,11";"20491,5";" ";"2041";"1067";"609";" ";
"Dég";"46,86";"2081,0";" ";"200";"110";"52";" ";
"Enying";"82,78";"6884,5";" ";"764";"417";"258";" ";
"Kisláng";"53,06";"2438,0";" ";"229";"124";"70";" ";
"Lajoskomárom";"75,67";"2167,0";" ";"122";"60";"23";" ";
"Lepsény";"39,08";"3088,0";" ";"293";"145";"96";" ";
"Mátyásdomb";"35,39";"736,0";" ";"80";"37";"17";" ";
"Mezõkomárom";"29,05";"936,0";" ";"107";"57";"30";" ";
"Mezõszentgyörgy";"27,12";"1319,0";" ";"156";"63";"28";" ";
"Szabadhídvég";"44,10";"842,0";" ";"90";"54";"35";" ";
"Gárdonyi járás";"306,79";"29272,5";" ";"1358";"607";"271";" ";
"Gárdony";"63,50";"9646,5";" ";"430";"197";"80";" ";
"Kápolnásnyék";"41,50";"3538,5";" ";"178";"85";"41";" ";
"Nadap";"6,93";"524,0";" ";"25";"9";"4";" ";
"Pákozd";"43,30";"3158,5";" ";"135";"51";"21";" ";
"Pázmánd";"27,14";"2036,5";" ";"93";"44";"20";" ";
"Sukoró";"16,27";"1224,5";" ";"38";"15";"6";" ";
"Szabadegyháza";"41,64";"2190,0";" ";"146";"56";"23";" ";
"Velence";"33,37";"5203,5";" ";"176";"85";"44";" ";
"Vereb";"22,32";"800,5";" ";"55";"34";"20";" ";
"Zichyújfalu";"10,82";"950,0";" ";"82";"31";"12";" ";
"Martonvásári járás";"277,13";"26900,5";" ";"1342";"784";"391";" ";
"Baracska";"39,68";"2741,0";" ";"144";"79";"34";" ";
"Ercsi";"65,31";"8198,5";" ";"619";"396";"244";" ";
"Gyúró";"24,37";"1262,5";" ";"56";"29";"7";" ";
"Kajászó";"23,98";"1051,0";" ";"51";"27";"16";" ";
"Martonvásár";"31,25";"5748,0";" ";"143";"62";"15";" ";
"Ráckeresztúr";"35,30";"3299,5";" ";"162";"107";"44";" ";
"Tordas";"16,76";"2086,0";" ";"52";"18";"6";" ";
"Vál";"40,48";"2514,0";" ";"115";"66";"25";" ";
"Móri járás";"417,55";"34461,5";" ";"1496";"722";"332";" ";
"Bakonycsernye";"38,13";"3097,0";" ";"154";"81";"40";" ";
"Balinka";"18,62";"962,5";" ";"61";"27";"15";" ";
"Bodajk";"28,98";"4091,0";" ";"179";"84";"48";" ";
"Csákberény";"41,37";"1207,5";" ";"70";"38";"18";" ";
"Csókakõ";"10,92";"1285,0";" ";"58";"25";"8";" ";
"Fehérvárcsurgó";"29,64";"1915,5";" ";"70";"27";"6";" ";
"Isztimér";"53,88";"974,0";" ";"29";"9";"5";" ";
"Kincsesbánya";"10,87";"1523,0";" ";"61";"31";"10";" ";
"Magyaralmás";"22,42";"1513,5";" ";"76";"30";"15";" ";
"Mór";"108,61";"14287,0";" ";"586";"294";"135";" ";
"Nagyveleg";"13,17";"663,5";" ";"35";"13";"5";" ";
"Pusztavám";"34,69";"2445,5";" ";"100";"54";"26";" ";
"Söréd";"6,25";"496,5";" ";"17";"9";"1";" ";
"Sárbogárdi járás";"653,52";"28632,5";" ";"2838";"1381";"717";" ";
"Alap";"48,29";"1968,0";" ";"158";"66";"25";" ";
"Alsószentiván";"39,65";"627,0";" ";"49";"21";"8";" ";
"Cece";"58,85";"2563,0";" ";"274";"164";"86";" ";
"Hantos";"36,96";"920,5";" ";"75";"29";"11";" ";
"Igar";"41,19";"993,0";" ";"172";"86";"52";" ";
"Mezõszilas";"64,97";"2071,5";" ";"195";"92";"57";" ";
"Nagylók";"32,44";"1072,0";" ";"85";"44";"23";" ";
"Sárbogárd";"189,33";"12632,0";" ";"1152";"507";"229";" ";
"Sáregres";"26,16";"788,0";" ";"60";"36";"17";" ";
"Sárkeresztúr";"46,75";"2582,5";" ";"364";"240";"156";" ";
"Sárszentágota";"45,50";"1369,5";" ";"132";"46";"28";" ";
"Vajta";"23,43";"1045,5";" ";"122";"50";"25";" ";
"Székesfehérvári járás";"1042,05";"157480,0";" ";"7662";"3610";"1710";" ";
"Aba";"88,05";"4680,5";" ";"262";"97";"45";" ";
"Bakonykúti";"12,45";"123,5";" ";"4";"3";"1";" ";
"Csór";"41,49";"1820,5";" ";"83";"42";"18";" ";
"Csõsz";"17,11";"1037,0";" ";"90";"44";"21";" ";
"Füle";"30,32";"851,0";" ";"54";"25";"10";" ";
"Iszkaszentgyörgy";"26,27";"2019,5";" ";"119";"45";"21";" ";
"Jenõ";"5,56";"1341,0";" ";"67";"28";"11";" ";
"Káloz";"47,79";"2412,0";" ";"184";"83";"45";" ";
"Kõszárhegy";"5,90";"1625,5";" ";"76";"38";"18";" ";
"Lovasberény";"60,62";"2675,0";" ";"123";"56";"29";" ";
"Moha";"9,88";"543,0";" ";"32";"12";"6";" ";
"Nádasdladány";"26,35";"1807,0";" ";"134";"71";"37";" ";
"Pátka";"40,38";"1657,0";" ";"107";"52";"26";" ";
"Polgárdi";"72,16";"6970,0";" ";"401";"190";"97";" ";
"Sárkeresztes";"23,27";"1494,5";" ";"81";"39";"18";" ";
"Sárkeszi";"14,79";"606,0";" ";"38";"23";"10";" ";
"Sárosd";"48,12";"3353,0";" ";"215";"126";"61";" ";
"Sárszentmihály";"37,40";"3032,0";" ";"206";"84";"41";" ";
"Seregélyes";"78,19";"4630,0";" ";"257";"105";"51";" ";
"Soponya";"49,96";"2042,0";" ";"149";"63";"38";" ";
"Szabadbattyán";"33,66";"4554,5";" ";"261";"115";"51";" ";
"Székesfehérvár";"170,89";"101958,0";" ";"4396";"2120";"994";" ";
"Tác";"45,69";"1654,5";" ";"98";"39";"14";" ";
"Úrhida";"7,25";"2337,0";" ";"108";"58";"26";" ";
"Zámoly";"48,50";"2256,0";" ";"117";"52";"21";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";" ";" ";" ";
"Fejér megye területre nem bontható adatai";" ";" ";" ";" ";" ";" ";" ";
"Komárom-Esztergom megye";"2264,52";"311921,0";" ";"14500";"6544";"2892";" ";
"Esztergomi járás";"537,25";"96147,0";" ";"4903";"2430";"1169";" ";
"Annavölgy";"4,60";"941,0";" ";"55";"20";"9";" ";
"Bajna";"37,27";"1935,0";" ";"103";"47";"24";" ";
"Bajót";"16,44";"1557,5";" ";"108";"55";"29";" ";
"Csolnok";"18,71";"3305,5";" ";"142";"70";"22";" ";
"Dág";"11,89";"939,5";" ";"51";"24";"8";" ";
"Dorog";"11,54";"12134,0";" ";"707";"382";"175";" ";
"Dömös";"23,99";"1163,5";" ";"63";"30";"9";" ";
"Epöl";"12,53";"605,5";" ";"32";"13";"5";" ";
"Esztergom";"100,35";"30886,0";" ";"1380";"688";"330";" ";
"Kesztölc";"22,00";"2661,0";" ";"127";"60";"37";" ";
"Lábatlan";"26,35";"5031,0";" ";"317";"151";"75";" ";
"Leányvár";"7,26";"1715,5";" ";"68";"22";"9";" ";
"Máriahalom";"10,85";"669,5";" ";"41";"20";"10";" ";
"Mogyorósbánya";"7,32";"879,0";" ";"31";"14";"9";" ";
"Nagysáp";"24,77";"1548,5";" ";"114";"67";"38";" ";
"Nyergesújfalu";"39,49";"7526,5";" ";"324";"160";"62";" ";
"Piliscsév";"24,91";"2362,0";" ";"148";"93";"47";" ";
"Pilismarót";"44,60";"2092,0";" ";"108";"34";"12";" ";
"Sárisáp";"14,49";"2789,0";" ";"152";"83";"34";" ";
"Süttõ";"34,36";"2002,5";" ";"123";"43";"20";" ";
"Tát";"11,77";"5374,0";" ";"245";"106";"56";" ";
"Tokod";"14,91";"4229,0";" ";"216";"120";"71";" ";
"Tokodaltáró";"5,27";"3075,5";" ";"197";"103";"61";" ";
"Úny";"11,58";"724,5";" ";"51";"25";"17";" ";
"Kisbéri járás";"510,59";"20188,0";" ";"1226";"592";"297";" ";
"Ácsteszér";"17,72";"679,5";" ";"45";"22";"9";" ";
"Aka";"18,09";"267,0";" ";"17";"7";"2";" ";
"Ászár";"18,68";"1975,5";" ";"67";"15";"5";" ";
"Bakonybánk";"15,06";"441,5";" ";"37";"21";"6";" ";
"Bakonysárkány";"14,12";"941,5";" ";"57";"17";"7";" ";
"Bakonyszombathely";"36,53";"1419,5";" ";"93";"42";"21";" ";
"Bársonyos";"16,87";"738,0";" ";"37";"18";"6";" ";
"Császár";"67,80";"1755,0";" ";"143";"76";"39";" ";
"Csatka";"17,76";"248,5";" ";"21";"8";"5";" ";
"Csép";"20,06";"356,0";" ";"36";"22";"14";" ";
"Ete";"20,61";"567,0";" ";"30";"15";"8";" ";
"Kerékteleki";"29,46";"664,5";" ";"42";"14";"5";" ";
"Kisbér";"52,16";"5374,5";" ";"267";"132";"74";" ";
"Réde";"45,88";"1361,0";" ";"116";"60";"33";" ";
"Súr";"37,37";"1240,5";" ";"88";"44";"22";" ";
"Tárkány";"64,95";"1580,0";" ";"100";"64";"36";" ";
"Vérteskethely";"17,47";"578,5";" ";"30";"15";"5";" ";
"Komáromi járás";"378,93";"40470,0";" ";"1612";"705";"314";" ";
"Ács";"103,84";"7057,5";" ";"329";"153";"75";" ";
"Almásfüzitõ";"8,19";"2254,5";" ";"83";"30";"14";" ";
