"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2014. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Pókaszepetk";"18";"7";"4";" ";
"Pölöske";"35";"15";"10";" ";
"Pusztaederics";"13";"5";"2";" ";
"Pusztaszentlászló";"16";"7";"6";" ";
"Salomvár";"20";"8";"4";" ";
"Sárhida";"38";"19";"13";" ";
"Söjtör";"91";"48";"36";" ";
"Szentkozmadombja";"5";"1";"1";" ";
"Szentpéterfölde";"6";"1";"1";" ";
"Szentpéterúr";"87";"58";"24";" ";
"Teskánd";"16";"6";"2";" ";
"Tilaj";"9";"9";"6";" ";
"Tófej";"26";"16";"10";" ";
"Vasboldogasszony";"30";"13";"8";" ";
"Vaspör";"16";"5";"3";" ";
"Vöckönd";" ";" ";" ";" ";
"Zalaboldogfa";"28";"18";"12";" ";
"Zalacséb";"7";"4";"1";" ";
"Zalaegerszeg";"1771";"857";"503";" ";
"Zalaháshágy";"8";"5";"5";" ";
"Zalaigrice";"10";"7";"5";" ";
"Zalaistvánd";"4";" ";" ";" ";
"Zalalövõ";"58";"25";"15";" ";
"Zalaszentgyörgy";"13";"2";" ";" ";
"Zalaszentiván";"25";"10";"5";" ";
"Zalaszentlõrinc";"6";" ";" ";" ";
"Zalaszentmihály";"35";"16";"7";" ";
"Zalatárnok";"24";"10";"7";" ";
"Zalaszentgróti járás";"617";"266";"161";" ";
"Batyk";"14";"6";"4";" ";
"Döbröce";"6";" ";" ";" ";
"Dötk";"1";"1";"1";" ";
"Kallósd";"1";" ";" ";" ";
"Kehidakustány";"21";"8";"4";" ";
"Kisgörbõ";"15";"10";"4";" ";
"Kisvásárhely";"1";" ";" ";" ";
"Mihályfa";"7";"4";"3";" ";
"Nagygörbõ";"18";"8";"6";" ";
"Óhíd";"41";"21";"14";" ";
"Pakod";"23";"9";"3";" ";
"Sénye";"3";"1";"1";" ";
"Sümegcsehi";"34";"17";"13";" ";
"Szalapa";"12";"3";"2";" ";
"Tekenye";" ";" ";" ";" ";
"Türje";"79";"36";"24";" ";
"Zalabér";"29";"7";"5";" ";
"Zalaszentgrót";"272";"120";"69";" ";
"Zalaszentlászló";"30";"13";"6";" ";
"Zalavég";"10";"2";"2";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Zala megye területre nem bontható adatai";" ";" ";" ";" ";
"Dél-Dunántúl (Baranya, Somogy, Tolna)";"47424";"21961";"11885";" ";
"Baranya megye";"18182";"8932";"4596";" ";
"Bólyi járás";"571";"220";"117";" ";
"Babarc";"50";"21";"12";" ";
"Belvárdgyula";"18";"7";"3";" ";
"Bóly";"67";"20";"5";" ";
"Borjád";"14";"7";"5";" ";
"Hásságy";"12";"5";"2";" ";
"Kisbudmér";"13";"6";"2";" ";
"Liptód";"27";"19";"13";" ";
"Máriakéménd";"24";"9";"4";" ";
"Monyoród";"20";"6";"4";" ";
"Nagybudmér";"18";"11";"6";" ";
"Olasz";"19";"6";"4";" ";
"Pócsa";"17";"8";"6";" ";
"Szajk";"29";"9";"8";" ";
"Szederkény";"43";"16";"9";" ";
"Töttös";"39";"20";"9";" ";
"Versend";"161";"50";"25";" ";
"Hegyháti járás";"967";"511";"289";" ";
"Ág";"31";"21";"13";" ";
"Alsómocsolád";"15";"3";"1";" ";
"Bakóca";"37";"17";"13";" ";
"Baranyajenõ";"52";"22";"13";" ";
"Baranyaszentgyörgy";"16";"10";"6";" ";
"Felsõegerszeg";"6";"3";"1";" ";
"Gerényes";"31";"15";"9";" ";
"Gödre";"53";"26";"14";" ";
"Kisbeszterce";"8";"7";"7";" ";
"Kishajmás";"20";"12";"10";" ";
"Kisvaszar";"38";"22";"9";" ";
"Mágocs";"138";"82";"46";" ";
"Mekényes";"43";"29";"14";" ";
"Mezõd";"11";"2";" ";" ";
"Mindszentgodisa";"46";"20";"11";" ";
"Nagyhajmás";"50";"28";"10";" ";
"Palé";"10";"5";"3";" ";
"Sásd";"151";"72";"35";" ";
"Szágy";"24";"9";"7";" ";
"Tarrós";"5";"5";"2";" ";
"Tékes";"40";"26";"13";" ";
"Tormás";"36";"12";"8";" ";
"Varga";"6";"1";" ";" ";
"Vásárosdombó";"90";"60";"44";" ";
"Vázsnok";"10";"2";" ";" ";
"Komlói járás";"1436";"558";"280";" ";
"Bikal";"19";"7";"6";" ";
"Bodolyabér";"15";"6";"1";" ";
"Egyházaskozár";"41";"16";"12";" ";
"Hegyhátmaróc";"6";"1";" ";" ";
"Kárász";"10";"6";"3";" ";
"Komló";"942";"349";"178";" ";
"Köblény";"28";"13";"3";" ";
"Liget";"13";"5";"4";" ";
"Magyaregregy";"25";"16";"6";" ";
"Magyarhertelend";"32";"12";"7";" ";
"Magyarszék";"28";"8";"3";" ";
"Mánfa";"32";"17";"11";" ";
"Máza";"44";"22";"12";" ";
"Mecsekpölöske";"13";"3";" ";" ";
"Oroszló";"16";"3";"3";" ";
"Szalatnak";"41";"11";"5";" ";
"Szárász";"7";"5";"4";" ";
"Szászvár";"113";"50";"20";" ";
"Tófû";"7";"6";"2";" ";
"Vékény";"4";"2";" ";" ";
"Mohácsi járás";"2116";"1110";"597";" ";
"Bár";"24";"15";"8";" ";
"Bezedek";"15";"8";"2";" ";
"Dunaszekcsõ";"150";"98";"43";" ";
"Erdõsmárok";"8";"1";" ";" ";
"Feked";"5";"1";"1";" ";
"Görcsönydoboka";"19";"12";"4";" ";
"Himesháza";"28";"17";"12";" ";
"Homorúd";"64";"33";"17";" ";
"Ivándárda";"13";"8";"3";" ";
"Kisnyárád";"24";"7";"7";" ";
"Kölked";"108";"49";"27";" ";
"Lánycsók";"159";"94";"54";" ";
"Lippó";"22";"8";"5";" ";
"Majs";"50";"18";"14";" ";
"Maráza";"6";"3";"1";" ";
"Mohács";"1068";"570";"299";" ";
"Nagynyárád";"17";"8";"5";" ";
"Palotabozsok";"25";"13";"8";" ";
"Sárok";"15";"8";"6";" ";
"Sátorhely";"46";"14";"6";" ";
"Somberek";"20";"13";"7";" ";
"Szebény";"41";"17";"13";" ";
"Székelyszabar";"38";"17";"9";" ";
"Szûr";"35";"19";"10";" ";
"Udvar";"4";"2";"2";" ";
"Véménd";"112";"57";"34";" ";
"Pécsi járás";"6485";"3452";"1609";" ";
"Abaliget";"35";"16";"10";" ";
"Aranyosgadány";"27";"8";"3";" ";
"Áta";"10";"7";"2";" ";
"Bakonya";"27";"9";"7";" ";
"Berkesd";"46";"21";"11";" ";
"Birján";"31";"12";"5";" ";
"Bogád";"30";"9";"5";" ";
"Bosta";"25";"16";"7";" ";
"Cserkút";"26";"18";"13";" ";
"Egerág";"47";"24";"9";" ";
"Ellend";"15";"5";"2";" ";
"Görcsöny";"62";"31";"12";" ";
"Gyód";"19";"9";"6";" ";
"Hosszúhetény";"153";"94";"41";" ";
"Husztót";"1";"1";"1";" ";
"Keszü";"37";"14";"4";" ";
"Kisherend";" ";" ";" ";" ";
"Kovácsszénája";"4";"2";" ";" ";
"Kozármisleny";"147";"78";"39";" ";
"Kökény";"18";"7";"5";" ";
"Kõvágószõlõs";"78";"35";"18";" ";
"Kõvágótöttös";"33";"14";"7";" ";
"Lothárd";"11";"5";"1";" ";
"Magyarsarlós";"14";"7";"2";" ";
"Nagykozár";"48";"18";"5";" ";
"Ócsárd";"17";"8";"5";" ";
"Orfû";"37";"17";"7";" ";
"Pécs";"5137";"2811";"1317";" ";
"Pécsudvard";"18";"5";"1";" ";
"Pellérd";"70";"30";"10";" ";
"Pereked";"14";"5";"2";" ";
"Pogány";"32";"13";"7";" ";
"Regenye";"31";"22";"8";" ";
"Romonya";"14";"3";"1";" ";
"Szalánta";"69";"29";"12";" ";
"Szemely";"16";"6";"2";" ";
"Szilágy";"21";"11";"6";" ";
"Szilvás";"14";"3";"2";" ";
"Szõke";"23";"14";"12";" ";
"Szõkéd";"28";"15";"2";" ";
"Pécsváradi járás";"438";"194";"126";" ";
"Apátvarasd";"9";"6";"5";" ";
"Erdõsmecske";"12";"5";"4";" ";
"Erzsébet";"5";"1";" ";" ";
"Fazekasboda";"15";"4";"4";" ";
"Geresdlak";"17";"9";"6";" ";
"Hidas";"93";"31";"20";" ";
"Kátoly";"9";"5";"2";" ";
"Kékesd";"9";"3";"1";" ";
"Lovászhetény";"11";"3";"1";" ";
"Martonfa";"7";"4";"4";" ";
"Mecseknádasd";"40";"24";"11";" ";
"Nagypall";"16";"5";"2";" ";
"Óbánya";"4";" ";" ";" ";
"Ófalu";"4";"1";" ";" ";
"Pécsvárad";"151";"80";"54";" ";
"Szellõ";"13";"3";"2";" ";
"Zengõvárkony";"23";"10";"10";" ";
"Sellyei járás";"1194";"511";"266";" ";
"Adorjás";"15";"8";"4";" ";
"Baksa";"56";"28";"20";" ";
"Baranyahídvég";"27";"16";"5";" ";
"Besence";"16";"10";"2";" ";
"Bogádmindszent";"32";"10";"4";" ";
"Bogdása";"33";"22";"7";" ";
"Csányoszró";"61";"30";"19";" ";
"Drávafok";"36";"11";"4";" ";
"Drávaiványi";"16";"6";"3";" ";
"Drávakeresztúr";"10";"6";"4";" ";
"Drávasztára";"27";"12";"6";" ";
"Felsõszentmárton";"61";"35";"12";" ";
"Gilvánfa";"54";"25";"13";" ";
"Hegyszentmárton";"25";"6";"4";" ";
"Hirics";"55";"7";"4";" ";
"Kákics";"24";"11";"6";" ";
"Kemse";"4";"3";"3";" ";
"Kisasszonyfa";"35";"15";"7";" ";
"Kisszentmárton";"24";"4";"1";" ";
"Kórós";"33";"8";"3";" ";
"Lúzsok";"30";"4";"2";" ";
"Magyarmecske";"15";"4";"1";" ";
"Magyartelek";"23";"14";"10";" ";
"Markóc";"5";"4";"1";" ";
"Marócsa";"7";"2";"1";" ";
"Nagycsány";"7";"3";"2";" ";
"Okorág";"25";"8";"3";" ";
"Ózdfalu";"10";"7";"5";" ";
"Páprád";"12";"3";"2";" ";
"Piskó";"30";"14";"6";" ";
"Sámod";"5";"2";"2";" ";
"Sellye";"144";"66";"34";" ";
"Sósvertike";"19";"9";"4";" ";
"Tengeri";"14";"11";"6";" ";
"Téseny";"42";"16";"10";" ";
"Vajszló";"124";"57";"41";" ";
"Vejti";"15";"5";" ";" ";
"Zaláta";"23";"9";"5";" ";
"Siklósi járás";"2673";"1478";"817";" ";
"Alsószentmárton";"197";"83";"27";" ";
"Babarcszõlõs";"5";" ";" ";" ";
"Beremend";"146";"83";"40";" ";
"Bisse";"6";"3";"3";" ";
"Cún";"34";"21";"13";" ";
"Csarnóta";"17";"9";"5";" ";
"Diósviszló";"70";"28";"14";" ";
"Drávacsehi";"15";"4";" ";" ";
"Drávacsepely";"10";"2";"2";" ";
"Drávapalkonya";"41";"22";"12";" ";
"Drávapiski";"19";"2";"2";" ";
"Drávaszabolcs";"73";"45";"26";" ";
"Drávaszerdahely";"22";"9";"6";" ";
"Egyházasharaszti";"12";"5";"2";" ";
"Garé";"11";"7";"4";" ";
"Gordisa";"40";"27";"14";" ";
"Harkány";"155";"80";"45";" ";
"Illocska";"16";"6";"4";" ";
"Ipacsfa";"15";"9";"4";" ";
"Ivánbattyán";"7";"1";" ";" ";
"Kásád";"15";"11";"4";" ";
"Kémes";"24";"14";"11";" ";
"Kisdér";"7";"3";"3";" ";
"Kisharsány";"60";"45";"24";" ";
"Kisjakabfalva";"17";"10";"3";" ";
"Kiskassa";"15";"9";"8";" ";
"Kislippó";"34";"16";"6";" ";
"Kistapolca";"12";"9";"9";" ";
"Kistótfalu";"18";"6";"3";" ";
"Kovácshida";"28";"14";"9";" ";
"Lapáncsa";"19";"5";"3";" ";
"Magyarbóly";"31";"19";"9";" ";
"Márfa";"32";"20";"7";" ";
"Márok";"27";"14";"9";" ";
"Matty";"29";"16";"8";" ";
"Nagyharsány";"219";"154";"101";" ";
"Nagytótfalu";"52";"42";"30";" ";
"Old";"26";"11";"8";" ";
"Palkonya";"20";"6";"5";" ";
"Pécsdevecser";"5";"2";" ";" ";
"Peterd";"15";"4";"2";" ";
"Rádfalva";"26";"9";"7";" ";
"Siklós";"667";"385";"211";" ";
"Siklósbodony";"15";"10";"2";" ";
"Siklósnagyfalu";"22";"12";"4";" ";
"Szaporca";"18";"9";"4";" ";
"Szava";"18";"12";"7";" ";
"Tésenfa";"13";"5";"2";" ";
"Túrony";"14";"8";"3";" ";
"Újpetre";"86";"55";"30";" ";
"Villány";"125";"67";"39";" ";
"Villánykövesd";"11";"5";"4";" ";
"Vokány";"42";"25";"19";" ";
"Szentlõrinci járás";"771";"351";"188";" ";
"Bicsérd";"35";"15";"8";" ";
"Boda";"25";"14";"11";" ";
"Bükkösd";"84";"40";"23";" ";
"Cserdi";"33";"13";"4";" ";
"Csonkamindszent";"12";"4";"4";" ";
"Dinnyeberki";"10";"5";"3";" ";
"Gerde";"44";"21";"9";" ";
"Gyöngyfa";"16";"5";"2";" ";
"Helesfa";"28";"15";"9";" ";
"Hetvehely";"25";"16";"7";" ";
"Kacsóta";"20";"7";"6";" ";
"Királyegyháza";"47";"24";"12";" ";
"Okorvölgy";"11";"3";"1";" ";
"Pécsbagota";"4";"4";"4";" ";
"Sumony";"47";"9";"5";" ";
"Szabadszentkirály";"33";"13";"6";" ";
"Szentdénes";"22";"9";"4";" ";
"Szentkatalin";"14";"10";"9";" ";
"Szentlõrinc";"233";"115";"54";" ";
"Velény";"18";"7";"6";" ";
"Zók";"10";"2";"1";" ";
"Szigetvári járás";"1531";"547";"307";" ";
"Almamellék";"28";"13";"9";" ";
"Almáskeresztúr";"2";"1";" ";" ";
"Bánfa";"8";"2";" ";" ";
"Basal";"13";"6";"2";" ";
"Boldogasszonyfa";"41";"18";"7";" ";
"Botykapeterd";"48";"15";"10";" ";
"Bürüs";"8";"1";" ";" ";
"Csebény";"6";"4";"4";" ";
"Csertõ";"24";"9";"8";" ";
"Dencsháza";"40";"13";"7";" ";
"Endrõc";"30";"16";"9";" ";
"Gyöngyösmellék";"33";"8";"4";" ";
"Hobol";"48";"23";"13";" ";
"Horváthertelend";"8";"4";"4";" ";
"Ibafa";"22";"17";"14";" ";
"Katádfa";"15";"9";"1";" ";
"Kétújfalu";"40";"9";"7";" ";
"Kisdobsza";"11";"4";"2";" ";
"Kistamási";"14";"5";"4";" ";
"Magyarlukafa";"2";"1";" ";" ";
"Merenye";"17";"6";"5";" ";
"Molvány";"17";"7";"2";" ";
"Mozsgó";"33";"10";"4";" ";
"Nagydobsza";"35";"5";"1";" ";
"Nagypeterd";"54";"9";"6";" ";
"Nagyváty";"34";"16";"5";" ";
"Nemeske";"11";"6";"6";" ";
"Nyugotszenterzsébet";"36";"16";"7";" ";
"Patapoklosi";"40";"21";"11";" ";
"Pettend";"9";"5";"2";" ";
"Rózsafa";"33";"19";"6";" ";
"Somogyapáti";"26";"12";"6";" ";
"Somogyhárságy";"29";"13";"8";" ";
"Somogyhatvan";"18";"4";"4";" ";
"Somogyviszló";"14";"5";"5";" ";
"Szentegát";"24";"8";"4";" ";
"Szentlászló";"53";"20";"15";" ";
"Szigetvár";"502";"160";"89";" ";
"Szörény";"2";" ";" ";" ";
"Szulimán";"17";"1";"1";" ";
"Teklafalu";"15";"5";"3";" ";
"Tótszentgyörgy";"4";"2";"1";" ";
"Várad";"19";"4";"2";" ";
"Vásárosbéc";"15";"7";"2";" ";
"Zádor";"33";"8";"7";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Baranya megye területre nem bontható adatai";" ";" ";" ";" ";
"Somogy megye";"19658";"8609";"4725";" ";
"Barcsi járás";"2470";"1001";"437";" ";
"Babócsa";"182";"78";"29";" ";
"Barcs";"985";"438";"222";" ";
"Bélavár";"41";"19";"12";" ";
"Bolhó";"108";"46";"16";" ";
"Csokonyavisonta";"209";"88";"32";" ";
"Darány";"62";"12";"4";" ";
"Drávagárdony";"12";"2";"1";" ";
"Drávatamási";"16";"2";" ";" ";
"Heresznye";"40";"25";"11";" ";
"Homokszentgyörgy";"135";"57";"16";" ";
"Istvándi";"83";"30";"10";" ";
"Kálmáncsa";"71";"18";"9";" ";
"Kastélyosdombó";"33";"15";"4";" ";
"Komlósd";"20";"10";"4";" ";
"Lad";"85";"22";"8";" ";
"Lakócsa";"67";"23";"10";" ";
"Patosfa";"46";"17";"10";" ";
"Péterhida";"20";"8";"4";" ";
"Potony";"15";"4";"3";" ";
"Rinyaújlak";"36";"15";"2";" ";
"Rinyaújnép";"13";"4";"2";" ";
"Somogyaracs";"45";"16";"6";" ";
"Szentborbás";"15";"5";" ";" ";
"Szulok";"60";"23";"12";" ";
"Tótújfalu";"22";"5";"3";" ";
"Vízvár";"49";"19";"7";" ";
"Csurgói járás";"1339";"685";"400";" ";
"Berzence";"190";"103";"67";" ";
"Csurgó";"283";"151";"78";" ";
"Csurgónagymarton";"20";"10";"4";" ";
"Gyékényes";"67";"28";"14";" ";
"Iharos";"47";"17";"11";" ";
"Iharosberény";"159";"99";"67";" ";
"Inke";"181";"103";"55";" ";
"Õrtilos";"56";"29";"20";" ";
"Pogányszentpéter";"44";"15";"11";" ";
"Porrog";"23";"15";"9";" ";
"Porrogszentkirály";"27";"19";"14";" ";
"Porrogszentpál";"10";"4";"1";" ";
"Somogybükkösd";"10";"3";" ";" ";
"Somogycsicsó";"23";"11";"7";" ";
"Somogyudvarhely";"52";"24";"17";" ";
"Szenta";"44";"15";"7";" ";
"Zákány";"58";"14";"6";" ";
"Zákányfalu";"45";"25";"12";" ";
"Fonyódi járás";"1970";"835";"520";" ";
"Balatonboglár";"235";"89";"57";" ";
"Balatonfenyves";"68";"24";"19";" ";
"Balatonlelle";"240";"78";"53";" ";
"Buzsák";"78";"30";"15";" ";
"Fonyód";"166";"55";"28";" ";
"Gamás";"105";"30";"14";" ";
"Gyugy";"10";"4";"2";" ";
"Hács";"45";"21";"15";" ";
"Karád";"146";"58";"42";" ";
"Kisberény";"11";"4";"2";" ";
"Látrány";"107";"51";"35";" ";
"Lengyeltóti";"135";"78";"45";" ";
"Ordacsehi";"52";"19";"12";" ";
"Öreglak";"147";"73";"53";" ";
"Pamuk";"8";"3";" ";" ";
"Somogybabod";"42";"12";"9";" ";
"Somogytúr";"51";"25";"16";" ";
"Somogyvámos";"75";"43";"26";" ";
"Somogyvár";"157";"90";"51";" ";
"Szõlõsgyörök";"71";"38";"20";" ";
"Visz";"21";"10";"6";" ";
"Kaposvári járás";"6132";"2812";"1575";" ";
"Alsóbogát";"15";"8";"6";" ";
"Bárdudvarnok";"71";"29";"14";" ";
"Baté";"48";"24";"16";" ";
"Bodrog";"21";"11";"4";" ";
"Bõszénfa";"25";"4";"2";" ";
"Büssü";"50";"23";"16";" ";
"Cserénfa";"13";"8";"5";" ";
"Csoma";"22";"14";"7";" ";
"Csombárd";"24";"8";"5";" ";
"Csököly";"121";"61";"36";" ";
"Ecseny";"19";"7";"4";" ";
"Edde";"22";"3";"3";" ";
"Felsõmocsolád";"39";"16";"11";" ";
"Fonó";"19";"11";"6";" ";
"Gadács";"8";"3";"3";" ";
"Gálosfa";"32";"12";"8";" ";
"Gige";"66";"20";"12";" ";
"Gölle";"56";"26";"13";" ";
"Hajmás";"26";"13";"4";" ";
"Hedrehely";"92";"55";"42";" ";
"Hencse";"53";"21";"17";" ";
"Hetes";"49";"19";"11";" ";
"Igal";"41";"16";"5";" ";
"Jákó";"55";"24";"16";" ";
"Juta";"56";"29";"19";" ";
"Kadarkút";"263";"120";"74";" ";
"Kaposfõ";"31";"5";"1";" ";
"Kaposgyarmat";"11";"1";" ";" ";
"Kaposhomok";"48";"24";"13";" ";
"Kaposkeresztúr";"64";"36";"17";" ";
"Kaposmérõ";"111";"53";"29";" ";
"Kaposszerdahely";"47";"22";"17";" ";
"Kaposújlak";"25";"11";"8";" ";
"Kaposvár";"2365";"1055";"583";" ";
"Kazsok";"49";"21";"4";" ";
"Kercseliget";"72";"35";"19";" ";
"Kisasszond";"7";"5";"1";" ";
"Kisgyalán";"6";"3";"2";" ";
"Kiskorpád";"41";"16";"6";" ";
"Kõkút";"91";"53";"24";" ";
"Magyaratád";"37";"11";"5";" ";
"Magyaregres";"45";"21";"17";" ";
"Mernye";"76";"38";"28";" ";
"Mezõcsokonya";"84";"38";"19";" ";
"Mike";"111";"69";"38";" ";
"Mosdós";"52";"15";"8";" ";
"Nagybajom";"318";"167";"97";" ";
"Nagyberki";"88";"36";"20";" ";
"Orci";"27";"13";"9";" ";
"Osztopán";"71";"40";"27";" ";
"Pálmajor";"71";"30";"18";" ";
"Patalom";"7";"3";"3";" ";
"Patca";"6";"3";" ";" ";
"Polány";"12";"5";"1";" ";
"Ráksi";"34";"18";"15";" ";
"Rinyakovácsi";"19";"11";"9";" ";
"Sántos";"15";"7";"4";" ";
"Simonfa";"25";"8";"4";" ";
"Somodor";"31";"10";"6";" ";
"Somogyaszaló";"61";"24";"9";" ";
"Somogyfajsz";"48";"34";"12";" ";
"Somogygeszti";"52";"21";"10";" ";
"Somogyjád";"88";"29";"14";" ";
"Somogysárd";"91";"49";"17";" ";
"Somogyszil";"55";"30";"13";" ";
"Szabadi";"26";"17";"8";" ";
"Szenna";"33";"15";"8";" ";
"Szentbalázs";"15";"9";"3";" ";
"Szentgáloskér";"37";"20";"10";" ";
"Szilvásszentmárton";"16";"7";"5";" ";
"Taszár";"78";"31";"20";" ";
"Újvárfalva";"17";"3";"2";" ";
"Várda";"9";"3";"1";" ";
"Visnye";"33";"20";"13";" ";
"Zimány";"23";"12";"6";" ";
"Zselickisfalud";"12";"3";"2";" ";
"Zselickislak";"19";"11";"7";" ";
"Zselicszentpál";"16";"6";"4";" ";
"Marcali járás";"2459";"1047";"585";" ";
"Balatonberény";"32";"16";"8";" ";
"Balatonkeresztúr";"58";"13";"6";" ";
"Balatonmáriafürdõ";"21";"9";"6";" ";
"Balatonszentgyörgy";"57";"14";"9";" ";
"Balatonújlak";"21";"7";"3";" ";
"Böhönye";"204";"66";"40";" ";
"Csákány";"42";"20";"13";" ";
"Csömend";"36";"24";"15";" ";
"Fõnyed";"7";"2";"2";" ";
"Gadány";"31";"14";"7";" ";
"Hollád";"47";"35";"16";" ";
"Hosszúvíz";"1";" ";" ";" ";
"Kelevíz";"34";"10";"6";" ";
"Kéthely";"128";"50";"33";" ";
"Libickozma";"3";"2";" ";" ";
"Marcali";"478";"185";"98";" ";
"Mesztegnyõ";"100";"44";"24";" ";
"Nagyszakácsi";"36";"20";"9";" ";
"Nemesdéd";"141";"85";"54";" ";
"Nemeskisfalud";"2";" ";" ";" ";
"Nemesvid";"57";"32";"14";" ";
"Nikla";"112";"51";"29";" ";
"Pusztakovácsi";"132";"52";"30";" ";
"Sávoly";"60";"22";"17";" ";
"Somogysámson";"154";"58";"19";" ";
"Somogysimonyi";"1";" ";" ";" ";
"Somogyszentpál";"74";"29";"17";" ";
"Somogyzsitfa";"50";"20";"14";" ";
"Szegerdõ";"32";"11";"6";" ";
"Szenyér";"44";"18";"8";" ";
"Szõkedencs";"26";"13";"6";" ";
"Tapsony";"36";"15";"10";" ";
"Táska";"28";"13";"3";" ";
"Tikos";"22";"6";"1";" ";
"Varászló";"14";"6";"5";" ";
"Vése";"113";"77";"50";" ";
"Vörs";"25";"8";"7";" ";
"Nagyatádi járás";"2175";"1019";"494";" ";
"Bakháza";"25";"10";"6";" ";
"Beleg";"95";"52";"28";" ";
"Bolhás";"48";"29";"12";" ";
"Görgeteg";"168";"74";"28";" ";
"Háromfa";"108";"57";"27";" ";
"Kaszó";"10";"5";"2";" ";
"Kisbajom";"36";"14";"7";" ";
"Kutas";"167";"84";"26";" ";
"Lábod";"256";"102";"65";" ";
"Nagyatád";"454";"231";"116";" ";
"Nagykorpád";"71";"40";"21";" ";
"Ötvöskónyi";"109";"42";"19";" ";
"Rinyabesenyõ";"54";"8";"5";" ";
"Rinyaszentkirály";"59";"19";"7";" ";
"Segesd";"218";"106";"51";" ";
"Somogyszob";"103";"44";"24";" ";
"Szabás";"49";"21";"13";" ";
"Tarany";"145";"81";"37";" ";
"Siófoki járás";"2316";"842";"532";" ";
"Ádánd";"139";"59";"39";" ";
"Balatonendréd";"77";"23";"15";" ";
"Balatonföldvár";"65";"20";"12";" ";
"Balatonõszöd";"20";"6";"2";" ";
"Balatonszabadi";"150";"54";"32";" ";
"Balatonszárszó";"72";"25";"19";" ";
"Balatonszemes";"58";"17";"9";" ";
"Balatonvilágos";"29";"11";"8";" ";
"Bálványos";"45";"13";"11";" ";
"Kereki";"32";"8";"7";" ";
"Kõröshegy";"57";"18";"11";" ";
"Kötcse";"57";"16";"9";" ";
"Nagyberény";"76";"39";"24";" ";
"Nagycsepely";"59";"22";"18";" ";
"Nyim";"19";"3";" ";" ";
"Pusztaszemes";"11";"3";"1";" ";
"Ságvár";"76";"21";"9";" ";
"Siófok";"1049";"413";"256";" ";
"Siójut";"30";"9";"7";" ";
"Som";"45";"7";"5";" ";
"Szántód";"20";"7";"6";" ";
"Szólád";"34";"17";"9";" ";
"Teleki";"32";"10";"8";" ";
"Zamárdi";"64";"21";"15";" ";
"Tabi járás";"797";"368";"182";" ";
"Andocs";"82";"44";"20";" ";
"Bábonymegyer";"59";"34";"26";" ";
"Bedegkér";"59";"24";"15";" ";
"Bonnya";"24";"13";"6";" ";
"Fiad";"7";"1";" ";" ";
"Kánya";"23";"10";"5";" ";
"Kapoly";"33";"15";"7";" ";
"Kára";"1";"1";"1";" ";
"Kisbárapáti";"51";"15";"10";" ";
"Lulla";"13";"2";" ";" ";
"Miklósi";"8";"3";"1";" ";
"Nágocs";"45";"13";"4";" ";
"Sérsekszõlõs";"7";"5";"3";" ";
"Somogyacsa";"12";"5";"4";" ";
"Somogydöröcske";" ";" ";" ";" ";
"Somogyegres";"23";"9";"3";" ";
"Somogymeggyes";"52";"33";"14";" ";
"Szorosad";"3";"1";" ";" ";
"Tab";"170";"74";"38";" ";
"Tengõd";"40";"17";"6";" ";
"Torvaj";"27";"15";"3";" ";
"Törökkoppány";"14";"10";"7";" ";
"Zala";"11";"4";" ";" ";
"Zics";"33";"20";"9";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Somogy megye területre nem bontható adatai";" ";" ";" ";" ";
"Tolna megye";"9584";"4420";"2564";" ";
"Bonyhádi járás";"912";"437";"251";" ";
"Aparhant";"23";"10";"6";" ";
"Bátaapáti";"9";"3";" ";" ";
"Bonyhád";"321";"162";"91";" ";
"Bonyhádvarasd";"12";"5";"3";" ";
"Cikó";"38";"26";"15";" ";
"Felsõnána";"17";"6";"4";" ";
"Grábóc";"14";"11";"1";" ";
"Györe";"23";"11";"4";" ";
"Izmény";"26";"8";"6";" ";
"Kakasd";"37";"11";"7";" ";
"Kéty";"14";"4";"2";" ";
"Kisdorog";"25";"13";"11";" ";
"Kismányok";"13";"6";"5";" ";
"Kisvejke";"28";"18";"12";" ";
"Lengyel";"22";"15";"7";" ";
"Mórágy";"37";"19";"15";" ";
"Mõcsény";"10";"5";"4";" ";
"Mucsfa";"17";"8";"4";" ";
"Murga";"4";" ";" ";" ";
"Nagymányok";"64";"21";"6";" ";
"Nagyvejke";"3";"1";"1";" ";
"Tevel";"44";"17";"6";" ";
"Váralja";"34";"20";"15";" ";
"Závod";"12";"5";"1";" ";
"Zomba";"65";"32";"25";" ";
"Dombóvári járás";"1762";"1036";"639";" ";
"Attala";"51";"34";"20";" ";
"Csibrák";"32";"15";"3";" ";
"Csikóstõttõs";"47";"17";"12";" ";
"Dalmand";"90";"50";"29";" ";
"Dombóvár";"880";"525";"338";" ";
